Unnamed: 0,1_상암차고지(가상),2_월드컵파크7단지,3_상암고등학교,4_월드컵파크5단지,5_상암DMC홍보관.YTN,6_상암초등학교,7_상암휴먼시아아파트,8_월드컵경기장북측,9_월드컵경기장서측.문화비축기지,10_마포농수산물시장.월드컵공원,11_마포구청,12_마포중앙도서관,13_성산2교,14_연희104고지앞.구성산회관,15_서대문우체국,16_연세대앞,17_세브란스병원앞,18_이대후문,19_사직단,20_서울경찰청.경복궁역,21_경복궁,22_안국역.종로경찰서.인사동,23_창덕궁.우리소리박물관,24_창덕궁.서울돈화문국악당,25_원남동사거리,26_현대그룹빌딩,27_방송통신대.이화장,28_혜화역.마로니에공원,29_혜화역.동성중고(장면총리가옥),30_삼선교.한성대학교.조소앙활동터,31_돈암사거리.성신여대입구,32_미아리고개.미아리예술극장,33_길음뉴타운,34_월곡뉴타운,35_미아사거리역,36_도봉세무서.성북시장,37_미아역.신일중고,38_수유시장.성신여대미아캠퍼스앞,39_수유역.강북구청,40_강북구청,41_수유중앙시장,42_대한병원,43_수유시장.성신여대미아캠퍼스앞,44_미아역.신일중고,45_도봉세무서.성북시장,46_미아사거리역,47_월곡뉴타운,48_길음뉴타운,49_미아리고개.미아리예술극장,50_돈암사거리.성신여대입구,51_삼선교.한성대학교,52_혜화동로터리.여운형활동터,53_명륜3가.성대입구,54_창경궁.서울대학교병원,55_창덕궁,56_안국역.종로경찰서.서울공예박물관,57_덕성여중고,58_사직동주민센터,59_사직단.어린이도서관,60_이대후문,61_세브란스병원앞,62_연세대앞,63_서대문우체국,64_연희104고지앞.구성산회관,65_성산2교,66_성산동,67_마포구청.성산자동차검사소,68_월드컵경기장남측.월드컵공원,69_월드컵경기장서측.문화비축기지,70_월드컵경기장북측,71_상암휴먼시아아파트,72_상암초등학교,73_상암DMC홍보관.YTN,74_누리꿈스퀘어.MBC,75_월드컵파크5단지.상암중고등학교입구,76_월드컵파크7단지,77_상암차고지(가상)
2022-04-05 16:00:00,1,2,7,9,12,8,14,0,11,15,18,16,15,17,16,15,17,25,32,37,36,38,40,41,22,37,34,31,33,32,29,30,29,27,19,20,18,17,7,3,4,4,8,11,12,10,13,13,17,18,20,20,22,27,25,24,25,30,35,31,27,25,20,15,14,14,14,15,0,14,12,6,5,3,2,0,0
2022-04-05 17:00:00,0,2,6,9,14,17,16,15,14,14,14,16,15,19,21,28,32,38,33,35,39,42,42,42,44,45,39,35,33,33,31,31,29,28,21,21,17,14,9,4,6,7,10,14,15,16,19,20,22,17,18,16,18,24,34,33,33,38,41,42,35,33,30,29,23,19,11,9,1,10,8,6,5,1,0,0,0
2022-04-05 18:00:00,8,1,8,21,33,20,34,31,28,24,25,22,26,26,26,30,31,38,39,40,38,42,47,42,53,53,45,37,39,42,40,38,34,29,28,24,20,16,11,6,2,4,4,7,14,7,10,11,11,13,15,16,26,29,32,34,37,47,48,44,37,31,31,30,24,16,6,6,8,7,6,3,4,2,1,0,0
2022-04-05 19:00:00,5,3,4,9,22,9,21,13,20,19,14,14,7,15,16,22,22,26,26,32,32,35,40,41,41,41,33,27,27,26,28,27,23,28,17,18,14,13,8,5,5,0,4,3,6,8,15,14,14,10,10,11,10,15,19,24,27,32,32,28,25,24,23,22,16,11,9,9,0,8,4,4,2,2,1,0,0
2022-04-05 20:00:00,0,0,1,2,6,11,7,6,6,10,8,10,8,15,4,17,19,20,21,21,20,22,23,21,20,22,21,18,22,20,17,19,19,18,14,10,8,9,5,4,5,6,7,9,8,12,15,17,16,13,14,14,15,12,16,18,20,24,25,22,18,18,17,14,13,11,8,10,5,9,5,7,6,5,0,0,0
2022-04-05 21:00:00,0,1,1,2,8,5,9,0,8,10,11,10,11,8,4,14,13,16,12,17,19,20,24,20,27,27,26,26,26,24,21,12,17,16,16,14,7,5,4,2,2,0,4,4,7,5,7,8,6,9,10,8,15,5,16,17,13,16,16,17,16,14,15,14,12,7,5,5,4,3,2,3,0,4,3,0,0
2022-04-05 22:00:00,0,1,0,6,7,4,5,4,8,6,5,7,4,6,4,13,14,19,19,25,26,25,28,13,27,26,18,27,25,25,26,23,27,22,18,11,13,12,9,7,2,3,2,7,3,13,8,10,8,11,12,14,23,24,23,22,21,20,20,19,20,18,19,20,19,14,5,6,2,0,1,5,5,4,1,0,0
2022-04-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,6,0,7,6,7,0,1,0,0,0,11,13,13,11,9,14,13,11,9,7,5,5,3,2,0,2,3,4,5,3,6,5,4,0,9,12,4,19,20,18,18,18,18,18,17,13,16,13,11,10,8,5,0,0,3,2,1,1,0,0,0,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,0,0,2,1,0,2,0,0,0,1,10,17,14,9,6,6,11,10,6,8,6,6,5,0,4,6,11,5,13,14,12,18,18,17,15,16,15,15,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,0,1,0,2,2,3,3,4,0,3,5,3,9,8,7,8,7,5,4,6,8,7,8,0,7,8,18,18,13,16,17,18,19,16,18,14,12,12,8,2,6,3,8,9,13,14,15,17,17,16,13,4,11,15,16,0,0,16,15,15,9,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 06:00:00,0,0,1,2,3,3,2,0,4,3,7,10,11,13,12,11,11,10,5,7,8,7,4,0,5,4,4,0,0,5,7,4,6,7,4,2,3,2,1,1,7,6,13,16,17,20,24,25,25,24,25,26,21,20,20,19,18,19,17,16,12,11,10,9,8,7,6,5,6,0,0,4,6,5,1,0,0
2022-04-06 07:00:00,0,2,3,6,7,7,9,3,3,8,19,26,31,37,42,41,23,24,22,24,23,22,15,15,13,7,6,4,4,9,13,7,4,6,4,3,3,2,2,4,20,22,32,33,38,39,41,43,44,46,47,50,50,48,40,38,35,36,37,23,20,19,18,19,18,21,20,22,21,16,18,18,11,8,1,0,0
2022-04-06 08:00:00,0,1,2,7,9,10,12,10,9,8,18,26,29,37,44,47,44,42,41,35,31,48,49,47,30,13,9,8,6,7,6,4,10,7,11,9,7,5,2,4,21,24,29,32,38,34,41,49,53,52,56,58,59,57,51,45,39,40,37,26,25,26,25,26,24,25,32,43,42,45,26,22,33,18,1,0,0
2022-04-06 09:00:00,0,1,1,2,3,4,5,4,3,4,12,16,22,29,34,32,32,35,29,21,19,20,23,11,20,14,12,7,6,11,6,4,7,4,3,4,3,4,2,1,12,13,22,30,29,34,36,38,49,53,59,59,57,56,47,41,39,32,31,22,18,14,14,14,12,14,17,19,16,14,0,16,10,5,0,0,0
2022-04-06 10:00:00,0,0,3,6,6,7,8,7,5,8,9,11,14,18,18,20,15,19,15,11,13,16,16,15,15,13,10,8,9,8,12,11,8,6,7,7,6,5,2,3,2,1,12,11,14,17,18,19,21,21,23,24,24,21,25,25,27,26,24,16,13,11,10,8,7,8,9,6,3,0,6,8,4,2,0,0,0
2022-04-06 11:00:00,0,2,2,3,3,1,5,3,5,7,8,10,10,10,9,13,14,19,15,21,18,18,15,11,13,21,20,6,10,6,8,6,8,9,5,7,6,5,3,2,6,7,12,13,14,24,28,30,30,28,27,27,26,26,25,24,25,22,21,18,15,11,9,8,6,7,8,6,6,5,5,4,2,2,0,0,0
2022-04-06 12:00:00,1,1,2,3,4,5,4,5,6,5,10,12,16,19,21,26,28,30,27,24,23,20,24,18,17,21,19,15,14,9,13,12,11,12,8,7,6,5,2,3,5,4,9,14,14,16,16,17,20,18,17,16,18,12,20,19,22,28,28,24,22,19,10,14,12,12,10,14,0,13,12,7,3,3,1,0,0
2022-04-06 13:00:00,0,1,2,3,7,7,5,2,8,10,11,11,13,14,12,13,11,15,17,22,19,20,21,22,14,20,17,17,16,21,19,17,15,16,9,9,9,6,4,2,4,7,12,13,13,16,12,13,14,16,17,19,19,19,18,19,22,23,22,17,14,14,13,13,8,12,8,11,9,7,7,5,4,3,0,0,0
2022-04-06 14:00:00,1,1,1,1,6,5,7,8,2,6,13,12,15,16,16,12,12,17,16,15,15,16,16,19,19,20,19,17,16,14,15,15,14,10,11,10,7,9,6,2,3,3,11,12,12,13,14,18,17,19,17,16,18,26,25,27,25,28,27,20,18,17,16,15,12,12,10,4,3,3,7,3,2,0,1,0,0
2022-04-06 15:00:00,0,1,3,4,5,5,5,6,5,7,10,14,5,12,10,12,13,18,20,19,24,38,40,0,39,38,36,36,35,32,27,25,26,23,25,25,21,20,10,7,4,1,5,7,5,8,8,9,16,15,15,15,18,20,18,18,22,26,24,23,23,22,21,20,15,17,10,8,6,2,5,4,0,2,3,0,0
2022-04-06 16:00:00,1,1,12,3,11,9,10,9,7,13,15,20,13,21,13,20,26,34,35,43,47,46,46,37,47,44,41,37,37,35,33,35,33,29,17,14,16,13,10,7,4,7,7,9,12,19,20,17,18,16,18,21,23,25,24,32,32,39,43,25,21,21,19,18,16,13,13,12,11,11,10,8,7,5,1,0,0
2022-04-06 17:00:00,0,2,5,10,22,24,22,21,20,22,22,22,17,20,24,30,33,46,36,41,41,42,46,42,45,43,40,38,39,39,37,35,30,28,22,20,20,18,7,4,6,3,9,13,16,18,22,20,22,23,24,18,27,47,40,38,39,47,50,49,44,35,29,21,16,14,9,5,6,4,0,5,3,1,1,0,0
2022-04-06 18:00:00,0,2,10,22,28,30,31,30,28,26,25,26,28,29,27,36,39,50,46,41,42,51,58,36,58,56,52,48,46,40,37,35,33,37,34,32,28,26,12,5,2,2,5,5,4,9,12,11,11,13,18,19,30,37,40,49,52,54,54,52,47,42,45,39,34,28,20,13,11,11,8,8,7,3,0,1,0
2022-04-06 19:00:00,0,2,3,7,15,0,16,6,17,16,11,14,15,14,14,15,16,17,19,21,26,42,51,50,47,47,38,29,33,34,32,33,28,24,23,19,17,13,7,5,3,2,2,4,5,6,7,6,5,6,8,8,12,14,18,21,24,29,29,28,31,29,23,27,21,18,16,11,11,10,9,7,5,2,1,0,0
2022-04-06 20:00:00,1,0,2,4,8,13,7,8,0,12,11,11,10,12,14,16,12,17,18,18,18,20,20,20,0,21,19,19,19,19,19,18,18,21,13,12,11,9,5,3,5,2,8,9,9,8,10,9,9,12,6,7,15,16,11,17,17,27,28,22,20,19,16,16,11,10,6,6,5,0,4,4,3,2,2,0,0
2022-04-06 21:00:00,0,1,1,3,7,6,7,7,8,19,22,23,24,9,8,12,11,12,11,14,21,23,26,0,21,22,19,25,27,23,27,21,21,18,18,17,16,15,9,7,3,2,6,5,4,5,4,7,7,6,14,8,20,21,20,21,21,21,22,25,20,18,16,16,12,11,9,10,13,11,8,6,5,1,3,0,0
2022-04-06 22:00:00,2,2,1,5,4,5,4,3,6,5,4,7,3,27,29,32,37,41,41,42,42,43,45,45,45,45,39,37,36,30,28,25,23,19,14,13,11,9,6,2,1,1,4,5,7,8,6,12,13,15,13,14,15,9,18,20,17,24,25,22,21,17,13,14,13,9,5,6,0,5,0,4,3,0,1,0,0
2022-04-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,4,5,6,15,16,7,8,16,17,0,15,14,15,18,15,15,14,13,12,9,5,8,5,5,2,4,2,5,6,2,5,7,7,0,10,11,11,23,23,23,23,20,21,22,18,17,16,15,11,10,9,4,3,0,0,3,2,1,1,0,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,1,0,1,0,0,2,1,3,0,0,7,17,19,13,5,6,11,10,8,9,7,6,6,0,4,6,11,10,11,13,12,19,20,21,16,20,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,0,1,0,0,3,5,3,2,0,4,5,5,6,7,8,13,12,11,10,10,8,11,9,10,9,8,24,26,27,23,20,19,21,24,22,23,21,20,5,1,5,4,7,8,7,11,13,11,12,11,15,12,0,0,14,9,8,9,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 06:00:00,0,1,1,2,2,3,2,0,0,0,6,9,12,12,11,12,12,13,9,9,8,10,10,6,8,7,6,5,3,6,5,5,3,2,6,3,5,7,3,2,6,6,12,13,14,22,18,21,26,24,28,26,24,25,21,24,23,14,21,11,11,12,11,9,8,10,8,5,7,5,4,6,5,3,1,0,0
2022-04-07 07:00:00,0,1,2,5,6,8,9,4,3,9,20,32,34,33,35,36,24,29,26,24,23,20,18,17,11,9,9,6,7,8,7,9,10,7,5,3,3,0,1,5,24,22,35,34,39,40,43,46,46,42,43,43,43,46,44,35,33,34,33,29,25,25,24,23,22,20,23,19,17,14,19,17,11,6,2,0,0
2022-04-07 08:00:00,1,4,5,3,5,7,10,0,10,10,16,20,36,35,37,36,36,36,33,33,27,44,45,43,35,20,11,6,9,11,11,11,10,8,10,9,7,5,4,3,25,26,40,42,42,48,55,59,59,58,61,61,59,54,49,45,46,52,50,38,32,29,25,28,27,27,35,44,42,43,42,36,23,15,2,0,0
2022-04-07 09:00:00,0,1,1,7,7,8,5,5,0,10,16,21,24,31,31,29,29,27,25,22,19,19,14,13,17,9,7,5,6,5,6,9,9,8,8,4,5,4,2,4,10,14,21,28,27,32,34,38,44,44,48,47,44,46,39,36,32,33,32,24,22,19,17,15,11,13,20,25,9,24,14,19,9,6,1,0,0
2022-04-07 10:00:00,0,2,0,3,4,6,7,5,6,6,12,11,12,14,14,14,15,16,12,13,14,16,17,16,15,11,8,7,7,6,6,0,5,5,9,11,9,10,8,4,6,9,13,12,15,17,16,18,19,22,23,24,23,24,21,20,19,19,26,21,17,11,10,11,8,10,10,12,8,11,10,9,5,1,0,0,0
2022-04-07 11:00:00,1,1,2,3,3,4,6,4,0,3,7,8,5,9,9,13,12,14,12,16,14,11,9,10,7,17,13,9,11,13,11,0,5,7,7,0,9,6,5,3,6,8,14,16,15,14,15,17,19,20,19,19,20,23,24,20,18,20,18,15,13,11,10,8,7,5,9,9,1,8,6,5,2,3,2,0,0
2022-04-07 12:00:00,0,1,1,2,1,3,4,0,2,4,8,9,11,15,17,16,18,23,20,18,20,19,18,19,20,19,16,13,5,13,11,10,15,12,9,8,8,6,2,1,6,4,8,12,13,15,15,16,16,18,16,20,22,23,22,23,22,18,20,17,14,10,10,9,7,9,7,5,3,5,4,0,3,2,0,0,0
2022-04-07 13:00:00,8,1,2,1,5,3,4,0,6,4,8,13,14,14,17,17,16,17,20,23,19,20,18,20,16,17,15,15,16,15,16,16,16,11,12,4,7,8,6,3,9,6,10,8,9,15,15,17,21,22,23,24,23,22,23,23,22,21,21,18,13,9,10,10,9,9,9,11,9,6,8,6,4,1,0,0,0
2022-04-07 14:00:00,9,1,2,3,7,4,2,0,8,9,13,16,6,15,16,18,18,20,20,15,17,19,18,13,12,16,15,13,12,10,15,15,15,10,9,10,8,7,3,1,5,5,6,6,7,10,13,14,15,14,17,16,15,17,18,22,21,28,26,19,18,18,17,14,11,9,6,4,2,4,3,4,1,1,0,0,0
2022-04-07 15:00:00,1,1,2,6,7,9,12,4,11,11,10,11,10,14,13,17,20,25,24,24,22,23,28,20,29,28,25,24,23,24,29,31,28,24,19,16,13,8,3,1,3,2,5,8,10,12,8,13,15,16,16,16,15,20,20,20,22,23,22,19,15,13,12,12,10,8,8,7,0,4,4,3,5,3,1,0,0
2022-04-07 16:00:00,0,2,11,14,7,13,8,5,10,13,15,16,19,17,14,19,22,26,25,31,32,36,39,39,37,32,35,31,29,30,28,26,25,28,24,19,17,12,10,4,5,6,10,16,20,22,25,28,26,20,16,17,19,26,34,35,37,39,39,30,30,29,27,23,18,16,9,10,6,5,8,7,2,4,1,0,0
2022-04-07 17:00:00,2,2,3,8,20,23,25,23,12,22,22,27,16,18,21,27,35,52,47,39,42,44,49,50,51,50,49,41,35,31,27,22,21,24,20,17,16,16,9,6,6,4,15,16,17,14,15,18,13,20,18,12,19,22,27,27,29,31,38,32,32,26,25,22,18,16,11,10,10,8,7,6,5,3,0,0,0
2022-04-07 18:00:00,0,1,10,16,29,28,27,26,25,23,22,23,29,30,32,39,42,49,48,55,56,54,55,56,60,65,53,49,48,43,39,34,30,29,22,24,21,19,9,3,4,2,6,4,4,6,8,11,10,12,13,14,18,23,24,32,37,57,60,51,45,37,33,27,21,15,11,9,10,9,7,5,3,2,1,0,0
2022-04-07 19:00:00,0,1,6,9,24,27,15,14,14,26,23,20,20,20,21,23,24,28,21,30,31,24,32,0,41,43,35,27,26,26,24,26,24,22,18,17,17,15,7,6,4,2,7,7,8,9,13,11,7,8,8,7,12,13,16,20,17,17,18,16,15,13,17,16,14,15,9,9,6,0,7,5,2,3,1,1,1
2022-04-07 20:00:00,1,1,2,3,8,10,11,7,7,10,9,11,6,11,10,17,16,20,20,20,15,20,18,14,19,17,16,15,16,16,22,16,19,18,12,10,11,10,6,5,4,4,7,7,8,10,13,12,11,13,17,20,27,28,28,27,29,27,29,27,25,16,15,16,10,8,7,8,4,6,4,3,2,1,0,0,0
2022-04-07 21:00:00,0,0,1,5,7,11,10,11,0,6,9,8,8,10,10,14,12,12,12,17,22,24,18,19,19,23,23,23,24,22,19,16,17,16,11,8,8,5,5,2,2,2,3,3,3,5,6,10,10,10,13,14,17,18,18,23,24,27,28,22,17,16,18,20,13,9,6,6,4,0,3,2,2,1,1,0,0
2022-04-07 22:00:00,0,0,0,1,3,4,6,0,0,0,8,6,8,8,7,15,15,18,16,16,15,19,20,0,19,21,22,19,20,17,27,23,23,22,15,14,13,10,5,4,2,3,2,7,7,6,8,9,8,8,10,10,15,17,17,19,20,22,23,21,19,18,17,14,12,6,3,4,0,2,3,2,0,0,0,0,0
2022-04-07 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,10,13,16,17,0,16,15,13,12,0,10,9,7,1,5,8,6,4,4,5,2,2,3,5,6,7,9,11,14,11,12,12,13,26,27,29,34,32,28,28,22,24,20,15,12,6,7,3,1,0,0,1,0,2,1,0,0,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,0,0,1,0,2,3,1,2,0,0,5,14,12,10,6,9,10,3,11,9,7,6,7,6,4,5,8,7,8,10,12,13,16,15,13,14,17,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,0,1,1,0,2,2,3,1,0,2,5,7,9,10,12,14,8,13,12,11,10,8,9,8,8,6,12,11,12,14,16,20,16,15,21,18,15,14,7,5,4,5,7,10,9,11,13,14,15,16,15,10,0,0,12,0,0,14,8,13,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 06:00:00,0,0,1,0,2,4,0,0,2,1,5,7,7,13,15,13,14,15,13,11,8,6,6,6,6,4,5,3,4,6,6,6,7,6,4,2,5,4,3,2,7,5,14,14,14,19,24,27,25,26,33,35,24,23,18,19,18,19,16,12,10,11,9,12,10,7,8,7,5,6,0,3,1,2,1,0,0
2022-04-08 07:00:00,0,2,2,4,4,7,8,8,2,7,14,19,22,23,23,28,26,27,23,24,19,16,12,11,10,6,9,7,5,4,0,5,5,4,6,7,4,5,2,3,17,23,30,33,35,37,42,48,47,42,34,41,43,40,37,34,34,39,41,24,21,19,19,20,18,20,21,21,20,12,25,24,18,10,2,0,0
2022-04-08 08:00:00,0,1,3,5,6,8,10,8,3,6,13,16,18,24,30,33,34,35,34,26,22,34,35,34,23,15,12,9,10,11,7,8,8,6,6,7,8,5,3,3,17,18,29,33,34,38,46,50,52,52,56,57,55,51,46,40,37,36,30,26,25,23,22,21,23,22,22,23,22,22,23,15,18,9,1,0,0
2022-04-08 09:00:00,0,1,1,3,2,5,4,6,1,6,9,15,12,24,33,40,40,39,34,26,19,24,22,10,19,17,13,11,11,11,14,14,14,9,11,7,5,5,3,2,9,6,15,19,19,24,24,28,28,34,38,40,43,41,39,32,37,36,34,25,22,16,11,14,13,14,16,15,11,13,14,15,8,6,1,0,0
2022-04-08 10:00:00,1,1,2,4,5,5,5,6,6,8,7,13,14,18,20,22,21,25,16,15,18,16,17,16,13,11,11,9,8,11,9,8,7,5,6,7,5,4,3,4,5,9,11,7,12,13,14,17,23,22,27,26,24,22,23,23,20,24,22,18,14,12,12,12,8,7,7,5,4,5,4,5,2,1,0,0,0
2022-04-08 11:00:00,0,1,3,4,6,6,6,5,8,5,9,10,11,9,12,13,16,15,20,18,9,12,11,10,10,25,22,10,11,10,7,8,10,7,6,4,4,6,3,2,7,6,14,15,13,15,15,19,19,22,23,24,28,26,24,23,23,22,16,16,11,10,6,9,4,7,5,8,0,0,0,5,2,0,0,0,0
2022-04-08 12:00:00,0,2,2,4,4,4,6,7,0,6,8,9,13,14,16,17,18,23,18,17,15,15,16,11,12,15,10,11,10,11,10,5,8,6,5,5,4,3,2,3,6,7,14,13,14,19,18,18,23,25,26,27,28,29,27,27,24,23,22,18,14,14,11,12,10,10,7,8,0,6,5,3,3,0,1,0,0
2022-04-08 13:00:00,1,3,1,1,2,4,4,5,6,7,13,12,16,16,22,23,18,26,27,27,25,21,22,21,20,19,16,15,13,12,10,9,11,10,9,6,5,6,3,3,6,4,15,17,18,16,24,26,29,27,32,30,26,26,24,23,24,26,25,23,17,16,16,14,11,10,9,9,7,8,9,6,4,3,1,0,0
2022-04-08 14:00:00,1,1,6,9,11,12,10,11,11,11,13,9,16,17,13,21,23,25,21,21,19,15,20,19,18,22,20,15,15,13,12,11,8,11,17,21,15,9,7,3,7,10,16,18,15,21,21,22,23,22,19,18,21,21,22,23,21,25,30,21,16,16,13,12,9,9,6,8,8,5,4,4,1,1,0,0,0
2022-04-08 15:00:00,2,0,1,5,7,9,10,4,3,11,11,10,7,12,14,20,24,28,29,26,24,25,27,26,29,28,25,26,26,27,24,27,25,22,16,15,15,10,5,5,6,4,10,14,15,18,22,23,21,21,20,23,20,21,22,22,21,24,25,19,16,17,18,18,14,13,10,8,7,6,7,6,4,2,0,0,0
2022-04-08 16:00:00,0,1,3,5,7,8,9,0,10,16,15,16,15,18,18,23,28,31,30,33,35,36,33,35,34,33,32,28,26,23,29,35,33,29,27,26,20,20,9,5,6,7,9,11,9,27,28,28,30,31,33,32,36,38,36,37,40,41,39,40,33,27,25,24,19,15,12,11,7,12,11,9,8,4,3,0,0
2022-04-08 17:00:00,0,2,3,7,11,8,10,11,12,12,12,15,17,19,21,28,32,49,47,46,49,48,52,54,55,58,43,38,42,39,35,31,30,27,23,24,21,16,10,4,6,4,8,15,14,14,15,18,16,16,14,15,15,18,28,35,22,43,48,38,33,30,30,23,19,17,10,13,15,14,9,4,4,2,1,0,0
2022-04-08 18:00:00,0,2,10,12,24,25,22,19,19,22,26,26,27,28,29,33,39,57,50,37,42,41,53,55,57,62,55,48,44,48,49,47,44,38,27,24,22,19,12,7,6,5,7,7,11,13,14,16,16,16,19,19,21,34,21,23,26,34,40,37,34,33,33,29,24,20,16,14,9,11,10,5,4,2,1,0,0
2022-04-08 19:00:00,1,2,4,4,12,9,8,7,0,11,7,9,16,18,20,24,26,30,31,33,34,31,32,34,35,36,33,28,29,25,32,26,24,23,24,23,18,14,12,7,4,4,6,6,9,7,10,12,12,12,12,11,13,24,23,25,20,27,29,26,24,20,17,15,14,15,11,9,7,6,8,6,5,2,1,0,0
2022-04-08 20:00:00,0,2,2,4,8,10,7,9,7,9,11,9,13,12,10,16,18,20,14,23,21,23,17,24,25,26,23,23,21,24,20,15,21,21,19,18,12,10,6,4,4,2,4,5,6,8,11,11,11,11,13,12,14,18,15,18,19,26,21,17,16,14,16,14,13,11,8,7,6,5,3,4,2,0,0,0,0
