Unnamed: 0,1_상진운수종점(가상),2_석관고등학교후문,3_석계역,4_석계역1번출구,5_물류센터,6_월계현대아파트,7_광운대역,8_월계삼거리,9_광운대학교,10_광운전자공업고등학교,11_벼루말교,12_장위래미안아파트,13_꿈의숲아이파크아파트,14_장곡초교사거리,15_하나은행장위동지점,16_장위동원천주유소,17_장위2동주민센터,18_돌곶이역,19_석관시장,20_석관동새마을금고,21_한국예술종합학교,22_의릉입구,23_이문동우체국,24_외대앞,25_경희중고,26_회기시장,27_회기동현대아파트,28_떡전교사거리.동대문노인복지관,29_청량리미주아파트.동대문세무서,30_청량리역환승센타,31_청량리.청과물도매시장,32_제기동역.서울약령시,33_용두동사거리.한국의류시험연구원,34_신설동역,35_동묘앞,36_동대문(흥인지문),37_종로중부새마을금고,38_동대문역사문화공원,39_을지로6가.국립중앙의료원,40_을지로5가,41_을지로4가,42_을지로3가,43_을지로2가.기업은행본점.서울노동청,44_롯데백화점,45_북창동.남대문시장,46_염천교,47_중림동교차로,48_서울의료보건고등학교.서울역서부,49_손기정체육공원입구,50_만리동고개,51_한겨레신문사,52_신덕성결교회,53_공덕역.공덕시장,54_마포역,55_여의도순복음교회,56_여의도공원,57_여의나루역,58_여의도중학교,59_63빌딩.가톨릭대학교여의도성모병원,60_여의동주민센터,61_KBS별관,62_샛강역1번출구.여의도자이,63_여의도역,64_여의도환승센터,65_유진투자증권.파이낸셜뉴스신문,66_하나은행여의도지점,67_여의동주민센터,68_63빌딩.가톨릭대학교여의도성모병원,69_여의도중학교,70_여의나루역,71_마포역,72_공덕시장,73_신덕성결교회,74_한겨레신문사,75_만리동고개,76_손기정체육공원,77_서울역서부,78_서울역버스환승센터,79_숭례문,80_남대문시장앞.이회영활동터,81_롯데영프라자,82_을지로입구.로얄호텔,83_을지로2가.파인에빈뉴,84_을지로3가,85_을지로4가.베스트웨스턴국도,86_을지로5가.중부시장,87_을지로6가.국립중앙의료원,88_동대문역사문화공원,89_동대문역.흥인지문,90_동묘앞,91_신설동역,92_용두동사거리,93_제기동역.서울약령시,94_청량리수산시장,95_청량리역환승센터,96_서울성심병원,97_우산빌딩앞,98_회기시장,99_경희중고,100_외대앞,101_이문동교회,102_의릉입구,103_한국예술종합학교,104_석관동새마을금고,105_석관시장,106_돌곶이역,107_장위동원천주유소,108_하나은행장위동지점,109_장곡초교사거리,110_꿈의숲아이파크아파트,111_장위래미안아파트,112_벼루말교,113_광운중학교,114_광운대학교,115_월계삼거리,116_광운대역,117_월계현대아파트,118_물류센터,119_석계역,120_상진운수종점,10_광운중.광운인공지능고등학교,113_광운중.광운인공지능고등학교
2022-03-23 23:00:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,4,1,2,3,6,6,6,9,10,10,11,8,9,5,4,3,5,3,1,4,1,2,3,1,0,2,2,3,4,2,3,1,4,10,10,9,8,6,6,6,5,5,5,5,6,9,11,13,10,12,13,15,16,16,16,13,16,16,18,17,18,16,15,15,14,13,7,14,19,15,13,10,7,5,5,,5,4,4,3,2,2,0,0.0,3.0
2022-03-24 00:00:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,0.0
2022-03-24 01:00:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,0.0
2022-03-24 02:00:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,0.0
2022-03-24 03:00:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,0.0
2022-03-24 04:00:00,1,0,2,2,3,4,3,6,7,,5,6,2,5,8,9,3,16,17,11,19,18,20,24,24,23,23,25,26,26,29,30,30,28,27,25,19,25,28,28,27,23,17,10,8,4,5,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3.0,0.0
2022-03-24 05:00:00,0,2,1,3,0,3,3,2,3,,1,3,3,4,5,7,6,6,6,7,8,10,10,11,10,0,7,12,12,11,11,10,9,11,10,12,10,11,13,11,11,8,6,7,3,4,4,4,5,10,12,10,10,8,4,5,12,11,7,5,6,4,1,5,6,3,3,3,0,4,4,3,0,5,7,7,0,6,7,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2.0,0.0
2022-03-24 06:00:00,0,1,1,3,2,2,4,4,4,,4,9,15,18,19,13,12,10,11,7,12,12,10,12,11,12,13,17,13,16,17,18,14,13,14,11,12,10,7,10,9,8,9,7,6,5,0,4,5,7,9,8,6,6,5,4,7,1,3,3,2,2,4,6,3,7,3,3,0,3,8,16,17,12,16,18,17,14,4,5,3,4,5,0,5,5,7,6,5,4,5,3,4,6,6,0,0,0,0,5,1,4,1,0,2,3,0,2,1,5,3,4,,5,3,0,4,2,1,0,3.0,1.0
2022-03-24 07:00:00,2,2,3,6,5,7,7,10,9,,6,24,33,41,52,42,17,17,23,25,28,33,36,40,37,32,31,33,33,33,34,33,34,32,35,26,24,23,20,19,14,13,16,16,16,13,14,14,14,17,17,20,21,26,18,18,25,23,7,7,11,5,5,10,13,9,7,9,6,6,15,17,18,21,24,25,22,15,15,16,17,9,14,13,10,10,8,5,7,8,7,6,4,4,5,7,7,8,5,6,6,6,10,12,9,4,3,5,9,12,20,25,,25,12,9,12,10,7,0,7.0,24.0
2022-03-24 08:00:00,1,1,4,32,17,31,40,33,18,,10,32,40,46,53,43,19,20,17,16,29,33,35,32,34,31,32,35,37,42,38,39,39,35,36,38,35,35,32,28,27,24,23,25,22,22,23,28,23,29,43,41,42,43,19,22,48,40,10,9,10,8,16,18,21,14,15,7,6,10,13,20,24,37,42,45,40,26,23,20,20,13,21,20,15,14,11,7,10,11,9,11,12,5,12,9,2,14,14,15,14,14,18,14,19,22,20,19,18,19,20,22,,19,8,8,14,7,2,0,11.0,20.0
2022-03-24 09:00:00,1,3,2,10,0,12,14,13,8,,9,11,13,16,13,16,13,15,17,17,19,22,22,24,24,25,24,25,23,27,24,25,24,26,26,27,26,26,22,19,16,14,14,14,13,9,7,11,13,16,22,19,15,17,8,9,22,16,10,8,6,5,5,5,5,6,5,8,7,9,15,17,16,19,26,25,22,17,14,12,8,7,17,15,14,11,8,7,8,9,8,8,9,10,11,12,12,14,12,12,8,11,8,8,7,8,7,5,6,6,6,7,,4,6,6,6,5,0,0,7.0,3.0
2022-03-24 10:00:00,1,1,1,9,4,9,10,14,12,,11,14,14,15,17,18,16,11,15,16,13,14,18,23,23,24,17,22,22,18,18,20,21,20,24,24,21,16,14,13,11,11,10,8,8,7,6,7,8,9,9,8,8,12,11,8,11,9,7,8,7,6,4,5,2,5,4,8,4,7,13,15,17,11,20,19,20,14,13,10,10,10,10,11,11,11,11,9,10,9,8,11,9,11,16,17,16,16,13,10,6,6,5,7,6,10,8,7,6,6,6,6,,10,12,12,3,8,0,0,13.0,4.0
2022-03-24 11:00:00,1,2,1,18,19,12,20,16,6,,7,8,9,10,12,11,10,9,11,12,12,12,11,14,15,14,17,18,22,15,16,17,16,18,15,16,15,14,15,13,11,11,11,10,9,9,7,11,11,14,12,13,11,9,6,7,7,6,11,7,9,7,6,6,10,6,5,10,9,11,10,12,13,14,17,18,18,13,12,14,12,13,15,14,11,12,13,13,12,12,15,16,14,8,9,10,11,13,14,13,14,10,8,9,10,10,8,8,7,6,7,8,,9,6,9,6,5,1,0,5.0,7.0
2022-03-24 12:00:00,2,2,1,11,10,10,10,10,7,,7,9,11,10,11,12,10,10,12,12,14,21,19,16,13,15,15,16,16,14,12,13,14,14,17,17,16,17,18,18,14,14,15,15,15,14,11,11,12,14,14,9,7,8,7,7,8,7,8,10,6,7,5,6,6,6,3,11,1,12,17,14,13,14,13,13,13,9,10,10,11,8,18,17,18,14,8,14,14,15,16,14,11,16,20,18,17,14,12,12,11,10,12,10,10,13,11,9,8,6,7,6,,7,4,6,8,7,3,0,8.0,3.0
2022-03-24 13:00:00,1,0,3,14,13,12,14,12,10,,13,10,14,13,14,15,14,17,20,18,18,19,20,23,24,21,20,19,17,16,17,18,17,18,17,12,15,14,14,14,12,12,12,17,16,16,14,19,17,20,20,18,15,12,6,6,10,10,6,7,9,6,4,4,5,5,4,10,6,7,13,14,15,14,19,18,11,16,14,13,10,9,14,15,17,18,17,17,14,12,11,11,14,14,16,18,15,14,14,15,15,12,12,9,11,11,9,7,8,10,3,8,,17,8,15,13,5,2,0,9.0,15.0
2022-03-24 14:00:00,0,1,2,23,0,24,22,21,16,,13,12,12,11,9,12,7,9,12,8,13,11,12,16,12,15,16,15,20,15,19,17,19,17,15,16,16,16,14,16,17,14,21,21,23,25,22,25,21,22,22,21,17,13,12,10,8,5,7,8,8,6,8,8,5,6,8,14,16,14,10,13,11,14,15,13,12,13,12,12,13,15,15,14,15,15,14,17,20,22,21,20,19,20,22,21,18,22,17,12,10,10,10,9,10,13,10,10,11,5,12,8,,15,13,13,12,10,0,0,18.0,10.0
2022-03-24 15:00:00,1,2,4,6,7,8,7,8,15,,14,13,13,12,14,19,18,16,19,18,19,19,0,21,20,20,22,16,22,22,23,22,20,19,13,19,18,20,21,21,20,16,17,20,23,23,20,18,18,20,20,14,9,6,6,5,5,4,10,9,10,8,6,6,4,6,3,15,15,15,17,17,11,15,17,18,20,17,18,17,18,20,26,17,23,22,19,19,23,24,23,24,20,22,31,30,26,25,18,24,22,11,13,11,11,15,12,5,6,7,5,3,,10,9,10,9,7,1,0,5.0,7.0
2022-03-24 16:00:00,0,6,1,8,7,8,7,9,12,,12,13,13,9,10,13,14,14,8,11,13,14,15,17,19,22,22,20,19,19,16,14,14,13,15,15,10,17,18,22,21,19,16,18,19,21,22,21,18,22,19,21,17,12,7,4,7,7,12,13,14,11,8,9,10,8,8,14,14,17,17,20,20,20,19,18,18,13,12,23,25,20,18,18,19,18,20,24,23,19,21,20,13,19,22,23,21,25,28,31,26,23,24,23,13,17,12,16,16,12,13,12,,23,18,15,10,10,1,0,10.0,13.0
2022-03-24 17:00:00,1,3,3,13,12,10,14,12,20,,21,19,19,17,14,15,10,9,11,10,9,12,9,17,24,25,23,20,22,16,15,14,13,13,13,12,10,12,18,21,19,15,26,29,32,31,25,28,26,29,29,27,18,13,9,10,11,9,12,13,14,13,6,9,10,10,10,28,28,26,21,16,18,19,27,27,27,15,14,20,25,33,31,32,32,34,38,39,37,39,40,19,37,34,30,30,29,28,22,22,18,15,15,13,13,23,18,15,12,10,10,12,,24,20,18,9,15,1,0,20.0,12.0
2022-03-24 18:00:00,0,1,2,8,8,9,11,12,12,,10,8,8,9,16,8,15,18,17,17,18,20,22,24,26,29,28,26,28,27,25,21,19,17,16,15,18,13,14,13,14,15,26,30,35,43,39,34,37,38,35,33,24,16,15,13,11,7,44,45,37,39,11,8,12,15,17,59,55,39,38,26,27,24,19,19,17,14,15,18,22,29,36,37,38,39,41,42,35,35,32,34,31,30,28,27,29,32,34,34,28,20,18,17,18,46,41,29,18,9,10,12,,22,17,13,13,10,3,0,11.0,9.0
2022-03-24 19:00:00,2,1,3,16,14,12,17,18,18,,13,8,6,5,10,9,7,18,15,12,10,11,11,14,15,14,20,21,17,12,13,9,10,11,10,12,10,12,9,11,12,9,16,19,22,26,27,29,23,21,19,19,16,10,9,5,7,3,9,11,11,10,5,5,5,6,6,13,9,11,16,20,19,15,16,15,13,9,7,7,14,19,21,25,25,25,22,22,24,22,23,27,26,26,26,24,23,23,22,23,16,21,19,17,17,38,32,26,18,9,10,11,,10,10,9,5,4,0,0,14.0,0.0
2022-03-24 20:00:00,0,0,2,6,5,7,7,8,13,,8,7,5,5,4,0,0,5,4,4,5,5,4,8,7,6,7,7,10,11,11,8,10,4,4,5,9,11,13,14,13,12,13,17,18,20,14,21,16,12,10,11,8,5,6,4,5,5,8,7,11,10,7,5,5,6,2,10,11,11,11,13,14,9,13,14,13,7,8,5,9,11,11,13,16,17,20,17,15,17,17,18,19,17,16,16,15,16,14,12,12,12,9,8,8,16,13,11,9,6,7,6,,6,6,6,5,2,0,0,9.0,4.0
2022-03-24 21:00:00,0,0,1,7,6,7,3,5,7,,6,3,1,4,5,0,4,9,6,8,7,0,6,6,4,9,7,4,5,8,6,7,7,6,5,11,0,13,12,10,5,13,9,10,9,12,10,10,10,12,5,10,6,6,5,6,9,8,9,10,9,5,3,3,4,6,8,10,8,13,18,16,10,14,12,5,8,4,5,6,8,9,11,15,15,14,18,22,17,19,21,20,22,18,19,19,16,17,19,18,8,6,8,7,5,12,11,8,6,5,3,4,,6,5,5,3,3,1,0,0.0,3.0
2022-03-24 22:00:00,0,0,3,7,2,5,6,5,7,,0,6,7,7,3,6,6,4,0,3,2,8,7,12,11,10,6,7,3,9,8,7,6,5,4,4,5,5,5,6,5,10,11,11,12,12,12,11,9,9,7,6,5,4,5,2,3,4,4,6,6,5,3,5,2,3,3,8,11,15,11,14,16,12,11,9,9,5,5,8,10,12,16,17,18,20,24,25,18,18,19,18,18,17,19,19,18,18,17,17,15,14,12,12,7,17,15,14,9,7,4,5,,5,6,7,5,1,0,0,4.0,3.0
2022-03-24 23:00:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,0,0,9,4,7,4,6,9,8,9,9,13,14,12,12,11,9,7,8,5,5,3,0,3,0,3,3,4,1,1,2,3,5,2,6,6,8,7,10,5,4,5,3,5,3,7,8,4,8,12,14,15,14,15,18,15,14,15,15,14,10,15,19,20,26,25,23,22,16,15,14,10,23,17,12,7,4,4,3,,5,6,6,4,3,2,0,0.0,0.0
2022-03-25 00:00:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,0.0
2022-03-25 01:00:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,0.0
2022-03-25 02:00:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,0.0
2022-03-25 03:00:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,0.0
2022-03-25 04:00:00,0,1,2,3,2,1,1,5,4,,5,6,2,5,10,11,6,18,19,14,22,17,23,26,21,27,26,28,26,28,31,31,29,27,21,21,19,25,24,23,22,20,15,9,3,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2.0,0.0
2022-03-25 05:00:00,0,2,1,6,1,3,4,4,3,,2,5,4,5,7,8,7,6,4,7,8,7,9,10,9,6,7,9,8,9,12,11,9,11,17,16,14,16,18,12,19,15,12,8,5,6,4,3,5,7,11,8,12,7,3,2,8,5,3,2,4,3,2,3,5,3,2,0,0,1,2,0,0,1,6,0,0,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2.0,0.0
2022-03-25 06:00:00,2,1,3,2,1,3,3,4,2,,5,12,15,14,15,15,10,11,9,12,14,16,16,16,18,17,17,19,18,15,17,18,16,15,12,14,13,11,9,7,3,8,7,7,5,4,3,3,4,5,6,5,7,5,2,1,7,7,4,3,4,5,2,5,4,0,3,5,4,6,7,8,9,9,11,12,11,7,6,4,7,4,5,3,5,1,0,5,2,3,3,2,2,3,4,3,2,2,2,3,0,0,0,0,2,1,0,0,2,0,4,9,,7,3,0,5,4,0,0,0.0,10.0
2022-03-25 07:00:00,1,1,2,8,8,10,17,16,9,,7,20,28,36,41,40,18,18,17,20,26,31,32,35,34,32,29,35,35,33,35,37,36,35,37,26,26,18,18,14,12,10,17,16,13,10,11,12,14,16,26,26,21,22,12,11,14,13,6,6,7,4,9,9,10,8,7,9,7,6,16,26,24,26,33,33,29,20,16,16,18,15,14,9,7,8,7,8,7,8,9,8,10,11,8,8,8,7,5,4,6,5,10,11,8,5,5,6,11,11,13,11,,13,14,15,16,14,11,0,5.0,12.0
2022-03-25 08:00:00,1,2,5,24,16,16,26,24,17,,10,29,37,43,51,39,21,21,20,22,26,31,35,37,37,35,35,38,34,40,45,45,45,43,40,41,37,38,37,33,25,21,19,18,17,17,17,19,15,21,24,24,34,37,20,19,53,47,9,10,11,10,12,14,14,12,13,14,15,11,10,21,27,36,37,38,39,27,23,23,19,15,25,24,18,18,15,14,12,13,12,8,13,14,13,14,13,17,15,16,16,19,21,23,23,18,13,12,13,12,14,15,,8,5,6,12,10,3,0,10.0,10.0
2022-03-25 09:00:00,1,1,2,8,7,7,10,11,5,,7,11,13,18,23,23,18,17,16,17,20,23,21,28,26,27,26,25,22,23,22,22,21,19,30,33,29,27,21,23,21,14,16,14,18,18,19,19,17,18,22,22,25,23,9,8,18,12,4,4,3,2,6,9,10,9,8,9,7,9,14,14,13,15,22,25,23,15,12,9,11,9,12,13,11,12,8,11,10,6,7,4,5,7,9,8,8,8,6,8,3,7,6,6,6,8,7,4,8,9,12,11,,9,7,6,9,7,1,0,9.0,12.0
2022-03-25 10:00:00,1,0,2,9,10,8,9,10,6,,7,8,10,11,13,21,18,18,15,14,17,18,20,22,24,25,24,24,23,22,20,16,20,19,16,17,16,22,21,16,14,10,9,9,9,9,0,8,8,17,18,18,18,11,8,3,9,8,9,8,6,4,4,6,7,7,6,13,6,12,12,13,14,19,17,18,17,14,12,10,10,8,10,7,10,12,10,12,10,12,11,10,12,13,13,11,10,13,12,8,9,8,10,11,8,6,5,4,4,5,5,5,,7,8,6,6,4,2,0,8.0,6.0
2022-03-25 11:00:00,2,1,1,14,11,14,15,19,18,,12,13,15,18,13,12,10,9,12,12,15,17,16,21,22,25,29,27,24,17,15,16,13,16,15,17,16,16,18,16,14,11,9,10,9,10,6,11,10,11,10,11,9,6,3,4,6,5,11,12,10,8,4,7,8,8,7,11,12,13,16,19,21,18,18,21,15,14,11,8,8,10,11,12,10,13,14,16,13,16,15,15,16,15,14,13,12,14,15,15,15,14,15,13,12,15,13,12,10,8,12,10,,8,6,6,6,3,1,0,17.0,9.0
2022-03-25 12:00:00,1,1,2,5,6,7,8,9,10,,6,11,10,14,19,20,18,19,18,16,20,21,20,23,20,21,20,20,20,18,22,24,22,19,18,19,18,16,15,16,16,16,16,14,15,14,17,18,15,14,16,14,11,11,9,8,9,8,9,9,8,11,10,7,8,9,10,12,13,10,11,17,18,20,22,24,23,17,15,21,23,22,13,15,15,13,18,19,19,21,21,20,21,24,21,15,21,18,11,12,8,11,10,9,8,9,5,7,3,0,9,8,,26,26,24,6,3,0,0,7.0,21.0
2022-03-25 13:00:00,1,2,10,14,16,15,7,8,7,,8,8,7,11,12,13,11,13,19,17,21,21,22,27,30,28,28,23,22,19,20,20,15,21,22,23,20,21,24,22,14,16,15,18,14,15,16,15,14,14,21,19,15,14,10,8,8,4,9,10,9,5,5,5,5,5,5,7,7,10,10,16,17,16,15,18,17,12,12,9,9,10,27,25,23,22,24,25,23,18,21,19,17,18,16,18,17,23,14,15,13,13,9,14,13,13,12,11,12,12,14,15,,12,8,25,19,6,2,0,8.0,10.0
2022-03-25 14:00:00,1,3,3,15,14,13,16,11,15,,14,14,14,11,13,11,12,10,13,15,17,18,21,21,21,20,21,17,22,20,22,21,19,21,21,20,19,17,15,14,12,12,11,15,15,18,15,18,16,15,18,14,10,7,6,6,8,7,7,7,8,5,5,5,6,6,8,8,8,9,12,13,9,16,15,14,15,16,16,18,15,18,20,21,21,21,24,19,23,21,15,16,16,20,21,19,24,22,21,17,17,13,12,11,11,17,17,13,8,15,12,11,,18,13,11,9,10,1,0,8.0,12.0
2022-03-25 15:00:00,0,1,2,7,0,8,6,7,9,,12,13,11,15,16,15,13,14,10,15,14,17,18,25,25,31,32,29,21,20,22,20,22,14,20,19,18,17,17,19,15,15,14,14,16,15,18,23,22,20,21,21,12,10,8,5,8,6,9,13,12,8,2,3,4,6,5,11,12,12,17,18,14,19,19,19,18,13,12,15,18,21,22,23,23,25,25,27,25,24,24,20,22,22,20,17,18,18,17,17,16,14,17,16,16,17,15,12,11,11,5,12,,18,16,16,12,9,1,0,10.0,17.0
2022-03-25 16:00:00,0,1,0,7,2,6,7,7,8,,5,10,12,12,14,13,10,11,12,7,12,12,11,17,26,26,23,19,20,23,23,23,22,17,14,16,15,15,15,16,15,13,15,18,21,22,22,16,17,29,30,29,22,11,11,11,10,8,14,12,12,10,5,7,11,12,12,18,18,14,13,18,17,15,17,16,14,13,13,15,21,23,28,30,31,30,27,27,26,29,25,23,21,21,28,27,28,27,30,27,25,24,20,21,23,26,22,17,14,10,9,7,,12,10,15,14,7,1,0,5.0,8.0
2022-03-25 17:00:00,1,0,1,6,0,3,9,10,16,,20,15,14,14,10,16,9,10,11,9,14,16,15,23,24,22,21,19,16,15,15,16,9,11,12,15,14,15,16,18,15,14,21,22,24,24,22,26,23,32,29,23,14,14,12,9,8,9,21,20,16,12,7,6,7,12,14,32,31,29,21,22,15,18,14,16,13,11,13,15,14,17,22,20,24,27,29,32,29,30,32,31,28,31,31,35,33,32,32,30,26,24,22,23,25,26,20,15,12,13,13,9,,17,12,16,15,12,2,0,18.0,10.0
2022-03-25 18:00:00,2,0,1,11,10,9,11,13,12,,10,9,14,13,13,13,10,10,11,10,11,8,10,16,16,17,19,17,22,21,21,20,18,17,15,15,15,14,17,14,14,14,18,25,30,44,46,46,44,42,43,39,25,19,10,10,14,11,52,48,44,38,5,5,7,8,11,53,48,31,37,32,31,28,19,20,18,12,15,18,22,25,31,31,35,35,32,34,32,31,33,30,29,30,38,36,26,26,27,25,22,21,18,15,16,37,31,26,16,14,12,14,,14,11,14,17,15,3,0,5.0,12.0
2022-03-25 19:00:00,2,0,2,11,15,9,12,9,12,,10,6,7,11,9,15,12,14,13,12,11,13,12,11,13,10,11,11,2,11,10,11,12,13,14,13,14,12,13,15,15,14,13,12,15,15,17,23,21,22,19,21,14,9,8,4,7,6,9,8,7,7,4,3,6,7,5,25,23,23,23,24,25,22,20,19,17,7,10,8,11,11,19,21,23,25,27,25,21,23,22,21,21,20,26,31,25,28,27,27,19,19,18,13,14,36,30,23,18,10,10,11,,9,7,9,8,3,0,0,7.0,9.0
2022-03-25 20:00:00,0,0,0,5,2,3,3,4,4,,4,6,5,4,8,8,5,7,9,11,8,9,10,12,7,10,11,11,9,7,7,6,5,5,5,5,2,5,4,5,6,10,11,18,20,21,21,22,15,13,16,17,9,9,4,7,8,7,11,11,11,4,5,7,2,10,8,13,13,9,8,14,11,10,13,12,11,6,6,6,7,8,9,9,11,17,17,19,17,16,17,19,18,17,18,15,14,17,16,16,14,12,11,10,9,15,28,20,16,7,8,8,,10,7,5,7,6,1,0,5.0,6.0
2022-03-25 21:00:00,2,0,0,8,7,6,6,6,7,,6,5,4,5,7,8,6,11,10,7,5,6,6,8,10,12,11,5,11,10,9,6,10,4,11,9,8,11,7,12,10,9,10,9,11,12,10,19,16,9,7,4,3,6,7,5,5,1,4,4,6,5,5,5,6,8,7,13,13,8,11,10,13,12,9,9,3,3,4,6,9,12,13,18,14,16,21,23,28,29,28,23,27,24,21,20,19,21,14,16,15,14,12,11,8,16,13,12,12,7,5,10,,9,5,8,7,4,1,0,5.0,0.0
2022-03-25 22:00:00,0,0,2,3,4,3,4,6,5,,1,4,4,4,3,3,4,6,5,5,2,3,0,6,7,8,8,7,6,4,4,4,2,3,4,5,5,8,7,8,9,7,10,12,11,13,15,17,16,11,10,7,6,6,4,2,3,4,3,5,11,6,4,3,4,7,7,7,6,5,10,12,10,9,10,9,9,5,5,9,10,13,12,14,14,14,15,16,17,18,19,18,18,17,16,16,16,21,18,18,16,14,12,10,9,16,12,11,10,7,4,4,,7,6,5,2,4,1,0,3.0,3.0
