Unnamed: 0,1_선진운수종점,2_구산사거리,3_역촌중앙시장,4_구산역1번출구,5_대조동주민센터,6_연신내역.로데오거리,7_선일하이츠빌라,8_세명컴퓨터고등학교,9_은진초교입구.은뜨락도서관,10_은평구민체육센터앞,11_신도초중교입구.한국고전번역원,12_은평경찰서,13_연신초등학교.연신내성당,14_북한산대창센시티아파트,15_불광중학교,16_북한산수자인아파트,17_수리초등학교입구,18_불광1치안센터.독바위역,19_불광1동공동주차장앞,20_불광대호아파트,21_불광초등학교,22_불광역3호선.서울혁신파크,23_한전성서지사.북한산푸르지오,24_녹번역,25_홍은동동부센트레빌,26_산골고개,27_홍은현대아파트,28_정원여중.스위스그랜드호텔,29_동신병원,30_서대문구청.서대문구의회,31_서대문자연사박물관입구,32_한성화교중고교.서대문소방서,33_연희3거리,34_연희교차로,35_서대문우체국,36_연세대학교앞,37_연세로.스타광장,38_현대백화점,39_동교동삼거리연희동방면,40_연희동대우아파트,41_연희교차로,42_연희3거리,43_한성화교중고교.서대문소방서,44_서대문자연사박물관입구,45_서대문구청.보건소.구의회,46_서대문구보건소별관,47_정원여중,48_홍은현대아파트.스위스그랜드호텔,49_홍은사거리.북한산더샵아파트앞,50_산골고개,51_녹번동대림JR아파트앞,52_녹번역,53_한전성서지사.북한산푸르지오,54_불광역3호선.서울혁신파크,55_불광역9번출구.불광초등학교,56_불광롯데캐슬아파트,57_불광대호아파트,58_불광1동공동주차장앞,59_불광1치안센터.독바위역,60_수리초등학교입구,61_북한산수자인아파트,62_불광중학교,63_북한산대창센시티아파트,64_연신초등학교,65_은평경찰서,66_신도초중교입구.한국고전번역원,67_은평구민체육센터앞,68_은진초교입구.은뜨락도서관,69_박석고개,70_신한은행갈현지점,71_연신내역.로데오거리,72_은평연세병원,73_구산역4번출구,74_역촌중앙시장,75_구산사거리,76_선진운수종점
2022-04-05 08:00:00,15,22,25,31,26,11,10,12,11,11,14,17,19,39,49,48,42,52,51,53,36,34,38,40,42,48,42,51,39,30,30,27,22,21,20,19,3,4,14,24,25,23,20,17,11,12,14,18,17,15,12,12,17,22,27,36,42,43,29,44,40,25,25,17,14,16,15,15,16,8,16,15,9,8,6,0
2022-04-05 09:00:00,6,8,16,19,21,3,6,6,6,4,6,10,9,11,14,14,14,20,22,22,18,18,19,22,24,28,24,29,25,24,24,22,18,16,15,10,8,5,7,9,9,5,10,9,10,11,12,13,12,12,9,11,9,7,9,9,7,9,6,9,8,10,9,6,7,7,6,8,9,8,9,8,7,4,3,0
2022-04-05 10:00:00,7,8,10,13,10,5,6,5,5,6,6,7,7,9,9,6,12,12,13,13,13,11,13,17,13,18,15,19,16,14,16,14,12,11,11,9,6,5,7,6,6,9,10,9,7,10,10,12,11,10,11,11,8,4,8,5,5,6,5,7,6,6,7,5,4,6,5,0,5,4,5,3,2,4,0,0
2022-04-05 11:00:00,6,7,5,7,8,4,5,6,5,5,6,6,7,9,13,10,13,13,14,13,13,14,13,15,16,15,16,19,18,23,23,21,16,15,13,14,6,7,7,9,9,10,9,9,13,13,13,14,12,13,12,9,11,9,6,7,6,6,5,5,6,4,6,5,3,6,5,5,4,3,6,5,4,3,2,0
2022-04-05 12:00:00,6,7,8,9,7,6,6,5,5,5,4,5,8,11,13,9,14,16,17,18,15,19,14,18,19,21,22,19,14,17,16,16,15,17,15,11,6,5,8,11,15,16,7,15,12,12,12,14,13,9,13,11,6,7,13,10,9,9,7,7,8,6,7,5,5,5,6,4,3,4,5,2,4,2,1,0
2022-04-05 13:00:00,5,7,8,9,9,5,4,6,6,6,4,8,9,12,13,17,18,19,19,17,15,19,21,24,25,28,15,28,23,19,20,18,19,13,17,14,10,11,15,15,17,13,15,14,18,19,18,19,20,18,15,13,13,11,12,12,7,11,10,9,6,8,7,6,5,6,8,11,10,8,7,5,4,2,1,0
2022-04-05 14:00:00,4,6,5,8,7,6,5,6,6,6,7,7,8,11,13,14,17,20,19,19,12,16,22,19,18,18,18,20,18,15,17,15,15,13,11,9,13,18,17,19,24,26,27,25,24,21,20,20,21,20,20,21,19,14,14,15,15,13,7,8,5,4,6,5,4,5,3,5,6,6,7,8,7,3,2,0
2022-04-05 15:00:00,6,7,8,13,11,7,10,7,17,16,15,16,13,8,36,37,38,37,31,21,15,15,14,14,14,12,11,19,17,16,15,14,12,11,9,10,8,12,13,14,18,22,21,20,22,24,27,25,23,18,16,13,13,15,20,16,13,13,9,9,9,9,8,5,5,9,10,8,10,7,10,9,7,6,3,0
2022-04-05 16:00:00,20,22,20,26,22,28,25,23,21,19,18,25,29,30,31,30,26,19,19,20,13,26,25,25,14,24,20,21,15,21,22,20,17,18,15,15,9,14,18,20,22,22,29,28,31,28,35,34,30,28,26,25,20,19,24,24,23,22,18,17,15,14,15,15,12,13,13,12,13,12,26,25,17,6,4,0
2022-04-05 17:00:00,10,12,16,19,20,17,13,15,14,12,11,13,12,13,15,15,14,17,17,17,12,20,25,26,19,27,24,25,24,20,21,19,20,20,17,20,21,19,27,34,34,32,31,30,39,41,40,38,38,38,34,30,24,26,31,32,18,32,29,24,19,18,14,12,11,7,6,7,13,11,19,15,16,13,7,0
2022-04-05 18:00:00,10,13,14,23,24,26,23,22,21,18,17,16,16,15,14,15,12,15,16,17,12,19,22,26,26,27,26,26,24,26,24,21,20,18,17,18,16,24,32,38,45,48,47,42,53,52,51,47,46,42,40,34,33,36,36,33,31,27,24,23,19,16,15,12,12,10,9,12,8,9,21,20,20,17,13,0
2022-04-05 19:00:00,6,5,0,18,20,24,25,23,11,23,12,13,15,16,17,17,12,10,8,8,6,11,13,12,7,13,13,12,11,11,10,10,10,10,10,9,15,15,25,25,28,33,36,39,40,43,27,41,38,34,29,29,26,25,32,31,26,24,18,26,22,18,16,13,13,13,13,15,16,15,37,29,28,20,16,0
2022-04-05 20:00:00,3,2,4,7,10,12,6,11,10,4,11,13,7,14,14,11,8,7,6,6,5,7,6,8,3,10,11,9,7,6,6,6,5,5,3,3,8,12,20,27,29,25,30,26,27,26,27,28,24,22,19,17,15,13,16,16,14,13,10,11,9,7,7,5,3,22,22,18,18,15,19,18,16,14,11,0
2022-04-05 21:00:00,5,7,8,11,13,15,13,11,11,8,11,11,9,10,11,12,9,6,5,5,6,12,14,16,15,16,13,3,14,15,13,3,12,9,8,7,14,24,18,22,25,30,28,29,31,33,30,27,28,26,25,25,16,15,22,19,18,14,14,13,11,10,8,5,4,4,1,5,6,4,15,12,11,8,7,0
2022-04-05 22:00:00,4,5,2,16,21,30,28,25,22,9,21,20,0,18,15,13,11,11,7,6,5,5,6,7,5,7,6,6,5,3,6,5,4,3,2,5,20,26,34,34,39,40,41,37,40,35,30,34,34,26,23,25,23,20,28,27,23,21,18,17,14,10,9,6,5,3,7,0,6,8,19,7,16,15,12,0
2022-04-05 23:00:00,1,0,1,4,3,7,4,3,3,4,4,5,2,4,3,3,3,4,3,3,3,5,4,3,2,0,3,3,4,0,0,0,3,1,2,2,5,7,12,14,14,14,15,13,14,16,13,14,13,12,12,11,10,12,17,13,17,16,13,10,7,6,5,4,4,3,2,3,1,1,10,9,5,4,2,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,2,0,0,2,3,2,3,4,3,4,0,6,7,5,6,7,9,10,12,15,0,20,21,22,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,6,6,8,7,8,6,5,3,1,2,2,2,3,5,6,7,8,10,12,12,10,12,15,16,16,18,24,24,22,20,12,15,18,17,13,3,6,2,4,7,2,6,6,5,4,0,5,6,7,6,4,1,5,3,4,0,2,0,4,5,6,0,1,7,5,0,2,1,0,0,4,0,3,2,0,0
2022-04-06 06:00:00,7,9,10,10,8,4,2,1,2,3,5,7,8,5,8,7,11,13,14,14,12,16,16,17,16,17,14,17,14,15,17,17,12,7,11,5,2,2,3,6,4,5,6,7,7,9,8,9,8,8,6,8,6,4,5,2,4,4,4,5,5,4,3,3,5,6,7,5,1,3,1,3,4,3,1,0
2022-04-06 07:00:00,24,32,43,50,44,25,21,7,8,8,10,11,8,17,25,22,30,45,49,45,26,18,20,22,23,26,26,27,27,26,30,28,26,27,25,22,12,4,7,9,11,9,10,11,8,15,16,16,17,15,15,13,15,13,15,18,20,21,22,23,20,21,22,17,15,20,20,20,20,18,20,19,17,13,15,0
2022-04-06 08:00:00,15,18,23,26,23,11,10,9,8,9,11,11,13,24,30,29,27,33,39,40,32,30,32,31,32,39,31,38,33,29,30,28,20,20,19,14,6,2,12,8,9,10,12,12,12,16,20,24,23,20,19,14,23,30,28,45,54,55,54,54,52,19,18,10,10,13,15,15,17,5,18,11,9,7,5,0
2022-04-06 09:00:00,15,17,18,15,16,5,3,5,6,8,7,9,11,11,15,16,18,21,21,24,20,19,24,26,28,31,32,32,30,29,30,28,27,23,24,16,9,5,7,6,6,7,7,8,9,13,15,17,18,19,13,17,13,7,6,5,4,7,7,5,3,6,5,4,3,4,6,7,7,6,8,7,3,1,2,0
2022-04-06 10:00:00,6,7,10,9,10,4,5,5,6,5,9,10,6,7,8,9,12,12,13,16,11,13,13,17,15,17,15,15,15,16,16,17,13,12,12,7,7,3,4,8,4,0,4,6,6,9,8,7,10,9,11,9,9,8,6,7,7,6,4,4,4,6,0,3,7,4,3,5,4,1,5,4,3,2,2,0
2022-04-06 11:00:00,6,8,4,5,4,3,4,3,5,1,7,9,10,14,17,16,22,26,27,28,23,21,25,25,27,28,12,27,13,17,16,17,15,17,14,12,8,10,12,12,11,10,10,15,30,29,9,31,23,19,17,16,14,13,14,11,12,14,13,7,13,9,12,2,11,5,1,11,10,8,8,3,3,1,1,0
2022-04-06 12:00:00,6,5,7,10,9,7,5,6,4,4,4,5,6,8,10,14,17,13,15,15,13,14,14,17,20,17,17,26,18,25,24,23,18,15,12,10,9,8,9,11,11,6,10,10,12,18,16,17,14,16,15,16,13,10,8,8,9,9,7,8,5,8,7,6,5,9,8,7,4,3,11,10,7,5,2,0
2022-04-06 13:00:00,5,7,7,8,8,7,9,8,7,6,7,8,0,10,12,10,14,16,15,11,12,16,17,20,12,19,17,15,17,17,14,14,13,13,12,12,10,12,13,13,16,13,16,17,16,12,15,14,14,11,12,11,9,8,8,9,5,7,7,8,7,8,7,6,3,6,3,5,6,3,8,8,8,8,6,0
2022-04-06 14:00:00,4,5,3,6,5,4,5,0,9,3,10,9,5,5,29,30,32,33,31,21,18,16,15,15,16,23,22,23,21,18,17,16,10,10,10,9,6,8,12,15,15,13,13,12,15,14,14,16,15,14,14,15,16,15,18,18,13,12,10,10,9,7,5,4,6,8,7,9,8,7,6,5,5,2,3,0
2022-04-06 15:00:00,11,12,12,16,13,12,13,13,10,9,13,11,9,9,11,12,9,9,11,10,7,20,21,25,24,27,22,23,19,18,17,18,14,17,10,16,16,18,15,18,22,23,22,21,21,22,23,23,22,20,19,21,17,14,17,18,17,11,8,10,5,9,8,8,4,9,4,9,7,9,11,8,7,4,5,0
2022-04-06 16:00:00,8,9,10,18,15,16,15,15,15,15,14,15,16,16,18,20,18,18,19,20,17,17,20,24,23,22,23,24,22,21,19,20,16,19,16,12,11,12,17,21,21,25,26,27,32,36,35,32,36,32,32,27,27,28,29,25,21,21,18,17,13,10,9,7,5,11,10,12,14,14,17,15,15,12,10,0
2022-04-06 17:00:00,4,7,6,14,13,14,14,14,13,15,13,14,16,14,15,16,15,14,13,14,11,14,15,13,15,23,17,23,19,22,20,24,18,20,18,18,17,20,23,22,22,25,25,26,34,27,33,32,30,30,28,26,22,16,19,21,21,19,17,17,11,8,7,7,5,12,7,8,8,13,18,17,13,11,7,0
2022-04-06 18:00:00,9,10,14,20,21,26,22,22,16,16,14,15,14,13,14,13,14,14,13,11,12,18,18,20,19,23,23,21,19,18,19,21,18,16,14,16,22,29,29,32,42,45,46,47,51,53,52,53,51,52,49,44,41,34,41,39,37,34,34,38,31,31,26,18,15,14,13,12,13,12,35,27,28,21,14,0
2022-04-06 19:00:00,10,11,4,13,18,15,14,13,12,10,9,11,7,11,12,10,10,11,11,12,13,13,12,15,14,16,14,16,11,16,15,16,14,12,10,11,17,21,23,28,34,38,37,40,39,37,25,33,35,31,29,24,22,16,24,24,21,19,16,16,11,13,12,11,4,12,9,10,10,13,26,23,21,19,12,0
2022-04-06 20:00:00,6,8,9,9,9,11,11,11,8,5,11,6,5,7,8,7,4,5,5,4,1,6,7,8,6,6,8,3,6,6,3,7,6,6,3,7,12,15,27,29,29,30,29,30,31,27,26,25,24,23,21,17,14,13,21,18,17,15,12,14,13,11,7,8,9,7,8,8,7,7,13,12,10,8,5,0
2022-04-06 21:00:00,6,5,4,7,9,11,9,7,12,10,5,7,9,4,6,8,6,2,6,5,4,6,7,7,4,8,9,9,7,8,10,7,9,8,7,9,13,15,25,25,29,30,33,34,35,33,26,31,30,20,24,23,23,25,30,26,23,20,13,12,11,10,7,6,4,2,4,3,1,3,11,12,11,9,6,0
2022-04-06 22:00:00,5,5,5,13,21,26,23,22,19,17,15,12,10,10,9,9,7,4,6,7,7,9,9,8,7,8,5,3,4,4,2,3,2,3,2,9,20,31,39,41,44,34,43,42,43,41,40,38,35,34,12,27,23,21,26,24,21,20,16,14,12,9,9,6,4,5,6,3,6,4,14,14,15,9,9,0
2022-04-06 23:00:00,0,0,0,1,0,7,8,7,8,6,0,0,0,5,0,6,0,5,1,5,0,6,0,7,5,6,4,5,4,3,0,2,3,0,1,3,7,10,13,18,19,20,19,22,18,19,19,17,16,15,14,12,9,6,8,16,15,13,10,9,6,4,3,1,2,2,1,1,0,0,11,10,8,5,3,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,3,0,0,4,3,2,2,4,3,5,0,3,7,7,0,10,12,13,16,20,19,21,22,22,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,6,8,10,9,9,5,3,4,3,2,3,2,0,4,4,6,7,8,6,8,12,14,18,20,21,21,21,22,22,9,21,17,20,4,18,5,5,9,10,12,15,2,12,15,15,13,2,13,13,12,10,11,8,8,8,7,0,0,8,9,9,8,0,0,6,0,4,3,0,2,7,0,0,0,0,0
2022-04-07 06:00:00,4,6,6,10,8,4,4,6,4,1,3,3,5,7,10,10,10,13,15,14,12,11,13,13,14,12,12,14,14,13,13,9,9,9,10,10,3,4,3,3,4,5,4,6,6,7,8,9,9,8,7,4,7,3,6,6,5,6,5,6,7,0,1,6,4,3,2,2,3,2,4,4,6,3,2,0
2022-04-07 07:00:00,29,33,36,33,28,24,21,13,11,10,9,10,12,22,28,21,20,32,38,38,30,16,19,23,27,27,26,27,26,24,23,25,22,23,20,17,5,2,7,6,7,8,9,11,12,20,21,16,19,17,17,10,14,13,14,15,13,18,19,22,22,23,24,16,15,18,18,17,16,12,17,16,12,11,8,0
2022-04-07 08:00:00,18,23,25,26,27,10,7,10,10,5,7,7,8,16,28,32,35,45,51,53,37,25,28,32,35,35,34,35,30,25,29,31,23,20,19,16,6,7,14,17,15,14,14,13,11,10,12,13,15,15,16,19,27,28,28,36,40,46,45,43,36,15,15,11,10,9,12,17,17,4,20,17,11,8,5,0
2022-04-07 09:00:00,13,17,20,17,14,4,5,3,5,5,5,7,6,8,15,14,15,21,18,37,30,21,23,23,24,24,24,25,26,24,24,24,21,19,20,14,6,3,6,17,15,16,14,16,17,10,18,17,16,14,13,12,10,8,5,5,5,8,9,8,6,7,6,5,4,6,8,9,11,9,11,7,5,4,4,0
2022-04-07 10:00:00,7,11,11,9,9,7,7,6,8,8,7,7,4,9,11,8,11,11,10,12,11,14,15,16,23,26,26,28,26,25,25,25,21,23,20,14,5,5,6,11,11,11,12,7,13,13,8,14,14,15,9,13,12,7,8,7,8,9,10,9,6,10,9,9,8,7,8,8,7,2,8,7,5,4,2,0
2022-04-07 11:00:00,4,6,6,7,6,3,4,3,4,3,3,4,6,7,10,11,15,17,16,15,10,11,12,14,13,13,15,17,18,24,23,25,18,19,18,6,6,8,7,9,10,10,12,13,12,15,12,14,14,13,9,12,9,8,9,10,10,11,12,10,9,7,3,3,2,4,4,5,3,6,5,1,6,3,2,1
2022-04-07 12:00:00,5,6,7,6,5,5,1,2,5,3,6,7,4,7,11,12,11,14,14,15,11,18,13,18,19,21,19,25,26,20,23,21,20,16,16,11,8,8,7,8,10,13,12,12,12,14,0,20,19,16,13,19,14,10,11,13,11,11,11,12,10,9,8,6,6,6,9,4,6,7,9,8,5,3,2,0
2022-04-07 13:00:00,12,9,11,10,10,10,6,7,6,6,7,9,8,10,13,13,16,15,14,14,9,11,18,18,20,13,20,19,18,16,16,12,17,16,12,12,8,9,11,10,13,13,14,17,17,15,15,16,17,16,17,15,13,9,12,11,10,9,7,8,4,4,7,6,5,6,7,9,8,1,6,5,3,4,2,0
2022-04-07 14:00:00,4,5,7,8,7,3,4,5,4,2,4,3,3,6,7,6,9,9,8,9,9,14,14,15,15,16,14,16,14,17,13,14,17,18,11,17,14,10,9,11,12,13,11,12,15,17,30,32,26,22,21,16,16,14,13,13,12,10,9,8,6,4,4,4,3,3,3,5,4,5,7,8,7,6,3,0
2022-04-07 15:00:00,10,10,11,15,14,8,11,7,11,9,5,11,12,11,42,45,44,44,45,37,17,19,15,14,13,15,14,15,16,18,17,19,15,16,14,13,11,12,11,14,17,18,18,17,18,24,16,22,21,20,17,14,13,12,15,15,14,10,13,12,13,10,8,7,6,9,8,10,11,8,12,10,6,5,4,0
2022-04-07 16:00:00,24,14,25,31,24,27,26,22,22,19,20,18,20,18,27,24,24,15,14,13,12,18,19,23,14,25,24,23,23,22,19,19,16,15,15,13,14,13,21,24,27,28,30,34,36,43,44,43,41,38,35,30,27,20,25,23,16,13,13,13,11,9,10,9,8,23,21,24,23,20,12,10,8,6,4,0
2022-04-07 17:00:00,9,10,9,15,13,11,13,14,18,19,19,22,8,19,14,19,18,21,20,20,19,22,15,29,28,27,25,34,37,36,34,29,26,28,28,27,23,20,25,30,31,34,34,34,36,33,32,34,33,35,29,25,22,23,23,22,20,19,16,18,14,10,7,6,8,9,10,10,11,12,19,18,11,7,7,0
2022-04-07 18:00:00,7,8,6,18,19,22,20,18,18,17,16,15,0,11,12,12,10,12,12,11,10,13,16,18,18,22,20,22,24,36,38,37,30,34,29,28,19,19,36,43,35,42,41,40,47,48,47,43,40,36,32,31,28,23,31,32,28,29,21,21,18,18,16,15,17,14,14,13,12,11,15,13,12,10,7,0
2022-04-07 19:00:00,6,5,4,11,16,18,17,14,13,12,13,14,14,16,15,13,14,11,11,12,10,7,5,10,14,16,15,19,18,17,12,13,11,11,10,14,17,19,27,29,31,31,31,31,30,28,23,28,29,29,25,22,19,20,33,33,30,29,28,24,20,17,11,9,7,8,6,15,15,12,31,28,20,15,11,9
2022-04-07 20:00:00,5,6,6,8,11,16,16,12,11,8,11,10,9,12,12,8,10,10,9,10,6,5,6,7,6,7,6,8,10,11,11,12,8,7,7,6,14,20,23,24,27,26,29,29,29,27,27,26,24,22,17,16,16,19,20,22,19,17,15,14,12,9,7,6,7,6,5,3,4,4,19,16,17,16,9,0
2022-04-07 21:00:00,3,5,5,9,12,12,10,11,11,9,11,11,12,11,8,7,6,7,7,3,6,11,2,9,8,9,11,9,7,6,9,6,7,5,5,8,11,15,21,25,27,28,28,26,29,33,32,20,28,23,20,18,17,20,23,24,23,17,20,22,18,15,14,10,8,8,5,7,5,3,13,13,9,8,7,0
2022-04-07 22:00:00,4,5,6,15,28,28,26,24,18,17,15,15,0,15,14,9,8,7,6,6,5,5,6,7,3,8,6,7,4,6,6,3,3,2,2,6,13,15,22,24,26,27,28,29,29,30,29,28,23,19,18,18,14,14,20,17,15,15,14,12,10,8,6,5,3,3,3,0,2,2,11,2,8,7,4,0
2022-04-07 23:00:00,1,1,0,1,3,7,6,6,0,5,6,0,4,4,5,3,4,1,3,3,2,6,4,5,5,3,3,5,5,3,2,0,2,1,0,4,11,14,21,22,22,21,22,20,16,18,16,13,12,10,9,9,8,11,11,12,12,8,11,10,9,7,5,3,3,3,2,1,2,3,7,6,7,3,6,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,2,0,0,4,3,3,4,4,3,4,0,5,6,7,8,9,12,13,15,16,0,21,22,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,6,6,7,9,7,5,1,4,3,2,3,3,3,4,3,6,8,9,10,11,14,16,18,21,22,24,22,21,22,23,22,22,20,17,18,5,7,10,11,11,14,15,14,2,12,10,10,11,10,8,7,7,4,3,3,0,0,0,4,5,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
2022-04-08 06:00:00,8,11,12,12,13,4,4,1,3,3,4,4,3,7,8,7,9,16,17,19,12,11,14,12,15,12,15,17,16,13,15,16,15,12,10,7,1,2,4,3,5,3,4,5,3,4,5,4,4,3,0,3,2,2,4,3,5,7,4,2,3,1,3,2,4,6,2,3,2,0,5,1,3,1,2,0
2022-04-08 07:00:00,20,25,29,34,34,26,24,8,9,10,12,11,11,17,21,19,19,33,40,42,21,22,22,25,28,30,29,27,25,22,26,24,21,22,20,15,7,5,6,7,10,10,10,11,11,20,21,23,22,17,19,21,21,26,29,8,10,11,12,14,11,17,20,19,19,21,22,18,15,14,19,17,14,13,4,0
2022-04-08 08:00:00,16,17,20,22,23,8,7,8,7,7,8,13,14,25,32,37,42,51,55,56,39,26,26,30,32,33,32,36,35,30,32,30,24,26,24,15,6,5,9,10,12,14,13,14,16,14,16,16,16,14,18,16,20,19,18,40,47,48,48,44,39,18,14,15,15,12,13,16,18,17,17,15,10,7,4,0
2022-04-08 09:00:00,9,12,13,16,14,10,6,6,5,5,8,6,9,13,13,15,18,19,20,22,15,20,21,24,26,28,28,31,31,29,27,27,21,21,18,16,5,2,16,21,18,18,17,16,15,17,15,13,13,14,11,11,7,6,9,9,6,7,7,8,8,8,9,8,9,8,8,9,9,8,9,6,4,2,1,0
2022-04-08 10:00:00,6,7,9,14,13,7,9,9,5,10,8,11,9,12,12,12,13,15,17,17,15,18,21,25,26,26,23,24,22,21,22,20,19,17,17,11,10,5,8,8,9,6,4,10,10,10,11,12,13,12,11,13,11,8,7,7,4,6,6,7,8,9,7,5,5,5,4,4,0,3,8,7,3,2,1,0
2022-04-08 11:00:00,4,6,6,5,6,4,6,4,5,5,6,8,6,11,13,14,13,20,19,17,12,14,16,22,24,27,26,28,27,26,26,25,22,22,17,13,9,8,14,12,12,11,13,6,14,16,11,17,16,9,9,8,9,6,12,11,12,11,10,8,5,4,5,4,3,7,6,8,7,6,10,8,4,3,3,0
2022-04-08 12:00:00,7,10,14,19,20,3,4,5,4,3,11,10,9,10,10,10,9,12,11,14,11,13,14,19,10,14,15,19,18,20,20,21,19,11,20,15,10,7,7,9,11,12,12,12,13,14,13,15,17,14,13,12,11,11,10,8,6,9,12,13,10,7,6,2,6,7,6,5,5,4,5,4,5,4,2,0
2022-04-08 13:00:00,6,8,8,8,7,12,12,11,9,10,9,10,5,14,17,18,19,22,26,24,19,17,17,15,19,20,21,21,20,17,20,19,17,16,15,12,15,13,13,14,13,13,12,13,14,15,16,16,16,13,10,11,12,12,15,15,12,11,10,11,8,9,5,6,5,8,7,7,6,7,10,9,8,6,5,0
2022-04-08 14:00:00,5,7,6,7,5,6,4,3,5,4,6,4,12,11,50,15,15,14,14,14,11,13,20,21,21,23,10,23,24,17,24,22,21,19,14,7,6,9,14,17,19,21,21,22,21,21,20,24,25,23,23,21,19,9,12,12,13,15,14,11,10,11,10,8,7,5,4,5,5,4,10,8,3,7,2,0
