Unnamed: 0,1_진관공영차고지,2_동산동능모퉁이.한국지역난방공사,3_삼송주유소앞,4_삼송역,5_세수동,6_명현학교,7_고양중학교,8_고양동산초등학교,9_동산마을22단지,10_스타필드고양,11_창릉동주민센터.용사촌입구,12_큰골입구,13_동산동능모퉁이.한국지역난방공사,14_은평뉴타운10단지,15_구파발역입구,16_박석고개.신도고등학교,17_세명컴퓨터고등학교,18_연신내역.연서시장,19_동명여고.천주교불광동성당,20_불광역3.6호선,21_불광역3호선.서울혁신파크,22_한전성서지사.북한산푸르지오,23_녹번역,24_산골고개,25_홍제역(중).서대문세무서,26_홍제삼거리.인왕산한신휴플러스,27_무악재역,28_안산초등학교,29_독립문역.한성과학고,30_영천시장,31_금화초등학교.서울시교육청,32_서대문역사거리.농협중앙회,33_서울역사박물관.경희궁앞,34_광화문,35_을지로입구역.광교,36_롯데백화점,37_신세계앞,38_남대문시장.회현역,39_경찰청.동북아역사재단,40_서대문경찰서.농협은행.유관순활동터,41_영천시장,42_독립문역.한성과학고,43_무악재역,44_인왕산.홍제원아파트,45_홍제역(중).서대문세무서,46_산골고개,47_녹번역,48_한전성서지사.북한산푸르지오,49_불광역3호선.서울혁신파크,50_불광역3.6호선,51_동명여고.천주교불광동성당,52_연신내역.연서시장,53_세명컴퓨터고등학교,54_박석고개.신도고등학교,55_구파발역입구,56_은평뉴타운10단지,57_동산동능모퉁이.한국지역난방공사,58_창릉동주민센터.용사촌입구,59_스타필드고양,60_동산마을22단지,61_고양동산초등학교,62_고양중학교,63_명현학교,64_세수동,65_삼송역,66_삼송주유소,67_진관공영차고지,66_힐스테이트삼송역,67_삼송주유소,68_진관공영차고지,3_삼송테크노밸리,6_삼송마을16.17단지,11_용사촌입구,58_용사촌입구.밥할머니공원앞,63_삼송마을20단지,67_삼송테크노밸리
2022-03-15 06:00:00,1,0,0.0,1,0,3.0,9,21,16,17,15.0,18,13,16,17,14,16,14,15,18,19,24,25,26,24,27,29,29,25,11,10,9,7,6,2,4,2,1,1,1,2,0,2,2,4,4,1,4,2,2,4,6,6,6,0,5,4,3.0,2,0,5,6,9.0,7,1,0.0,0.0,,,,,,,,,
2022-03-15 07:00:00,1,0,0.0,1,2,4.0,10,20,31,32,39.0,42,32,28,37,38,42,30,28,30,31,35,36,37,43,44,46,43,39,30,21,14,12,10,11,11,6,1,4,3,8,4,6,7,11,17,18,21,24,25,15,15,13,16,18,17,10,6.0,2,3,13,12,8.0,13,8,0.0,0.0,,,,,,,,,
2022-03-15 08:00:00,0,0,0.0,7,8,9.0,9,13,19,20,21.0,24,25,26,26,24,39,28,28,32,37,46,45,49,57,64,64,63,61,56,46,36,30,23,18,8,2,7,6,7,6,6,5,4,6,2,7,9,10,17,20,22,24,24,22,19,11,9.0,10,11,8,9,10.0,13,3,0.0,0.0,,,,,,,,,
2022-03-15 09:00:00,0,0,1.0,1,2,1.0,5,11,17,17,19.0,21,11,21,20,23,28,20,19,19,21,19,21,23,25,26,23,6,26,25,22,23,17,14,11,10,3,2,2,4,5,6,5,4,4,2,5,8,7,9,10,11,11,12,15,16,15,10.0,5,4,5,5,2.0,3,1,0.0,0.0,,,,,,,,,
2022-03-15 10:00:00,0,0,0.0,2,0,0.0,5,7,17,21,23.0,24,20,19,15,21,17,15,13,11,18,20,14,20,18,20,0,21,18,19,18,14,14,14,11,8,4,6,4,4,5,6,0,5,5,8,8,7,8,8,8,8,8,8,7,10,8,5.0,2,1,2,1,1.0,3,2,0.0,0.0,,,,,,,,,
2022-03-15 11:00:00,0,0,0.0,3,0,0.0,6,8,9,11,13.0,15,14,13,14,13,25,25,26,27,28,28,25,24,21,22,21,22,22,21,19,16,17,14,10,6,5,7,12,14,11,0,0,9,10,9,10,9,10,9,7,12,10,11,12,11,9,7.0,4,3,6,6,0.0,5,1,0.0,0.0,,,,,,,,,
2022-03-15 12:00:00,1,0,0.0,0,0,0.0,1,3,6,7,8.0,10,9,8,10,14,13,16,15,13,11,10,9,10,11,12,6,12,11,12,13,11,9,10,8,9,5,10,11,14,16,17,16,14,16,17,18,14,19,18,17,17,17,18,17,19,16,7.0,4,3,3,2,0.0,4,0,0.0,0.0,,,,,,,,,
2022-03-15 13:00:00,0,0,0.0,2,3,4.0,4,5,6,13,13.0,15,0,13,13,15,15,15,14,12,11,13,11,10,11,9,10,12,13,11,9,11,11,9,8,9,6,8,6,8,8,7,5,9,12,13,15,12,12,16,16,18,16,14,18,19,17,12.0,5,5,5,4,2.0,2,1,0.0,0.0,,,,,,,,,
2022-03-15 14:00:00,0,1,1.0,0,1,0.0,2,4,6,13,14.0,16,14,12,11,12,17,20,21,21,21,18,13,9,8,8,8,11,11,12,10,7,9,7,8,5,8,14,16,18,20,11,11,10,16,19,18,15,12,13,10,12,12,11,14,18,14,10.0,5,0,4,1,1.0,3,1,0.0,0.0,,,,,,,,,
2022-03-15 15:00:00,1,0,1.0,3,4,2.0,6,5,6,12,17.0,20,18,16,17,20,18,20,11,17,10,9,12,11,7,8,3,8,5,6,5,9,8,8,10,10,8,17,16,19,20,21,21,20,27,28,29,28,28,22,17,20,22,28,26,22,22,15.0,12,9,7,4,0.0,2,1,0.0,0.0,,,,,,,,,
2022-03-15 16:00:00,0,0,1.0,6,4,6.0,8,7,7,14,18.0,19,20,17,16,15,18,17,46,45,40,35,30,23,19,19,16,14,12,11,8,7,6,6,6,9,8,16,13,35,38,38,34,27,26,26,25,23,20,22,22,22,25,25,22,26,22,17.0,12,9,6,3,1.0,0,0,0.0,0.0,,,,,,,,,
2022-03-15 17:00:00,1,2,0.0,5,6,4.0,8,9,11,14,17.0,18,21,20,20,19,15,19,21,20,15,12,10,9,8,9,7,6,8,6,5,7,7,4,6,8,12,23,33,42,45,44,42,36,33,34,34,30,31,31,26,27,29,30,17,18,14,16.0,9,7,40,37,34.0,31,0,0.0,0.0,,,,,,,,,
2022-03-15 18:00:00,0,1,3.0,8,8,6.0,11,11,14,22,25.0,15,23,21,20,17,19,14,12,10,12,11,9,9,6,8,8,9,7,8,7,6,7,8,11,13,22,31,40,43,46,42,38,37,31,30,27,26,30,33,29,35,35,34,32,31,27,23.0,16,15,8,7,6.0,5,0,0.0,0.0,,,,,,,,,
2022-03-15 19:00:00,0,1,0.0,5,0,0.0,3,2,6,13,13.0,13,10,0,18,16,15,10,12,9,9,7,8,7,6,7,7,10,7,6,4,7,6,6,8,16,21,27,28,30,31,34,33,31,30,29,29,29,30,35,27,36,30,28,30,31,27,24.0,19,14,7,4,3.0,0,0,0.0,0.0,,,,,,,,,
2022-03-15 20:00:00,0,0,0.0,3,4,5.0,8,1,9,13,14.0,11,14,13,14,12,10,9,10,10,9,8,7,4,7,9,8,6,7,6,5,4,4,2,4,13,17,21,25,27,28,26,25,25,29,31,28,25,23,19,16,21,20,19,17,30,25,21.0,16,13,7,3,2.0,1,0,1.0,0.0,,,,,,,,,
2022-03-15 21:00:00,0,1,0.0,2,1,0.0,3,2,5,15,7.0,16,15,1,13,14,11,11,4,10,7,6,6,7,3,0,3,0,2,2,3,2,1,1,2,2,3,7,11,19,15,18,17,16,13,14,22,17,10,17,15,19,15,14,17,15,13,14.0,13,9,6,2,1.0,1,0,0.0,0.0,,,,,,,,,
2022-03-15 22:00:00,1,0,0.0,4,3,0.0,2,3,5,18,22.0,0,21,20,19,14,5,8,5,4,6,7,5,2,8,8,8,0,6,5,2,0,3,2,3,4,5,8,7,11,11,12,0,13,14,15,14,13,11,10,9,12,8,8,13,6,12,10.0,5,9,4,1,1.0,0,0,0.0,0.0,,,,,,,,,
2022-03-15 23:00:00,0,0,0.0,5,0,0.0,2,1,3,0,5.0,0,1,4,3,6,4,11,10,0,6,5,3,5,3,4,0,3,3,0,2,0,1,0,2,4,1,5,5,9,6,4,6,8,7,13,15,12,12,13,13,18,17,19,18,16,14,9.0,8,6,5,2,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-16 00:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-16 01:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-16 02:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-16 03:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-16 04:00:00,2,0,2.0,3,1,0.0,7,9,11,0,12.0,10,11,11,7,0,13,14,17,18,19,0,20,14,22,23,24,20,23,22,0,21,17,15,11,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-16 05:00:00,0,0,0.0,1,2,2.0,6,7,10,12,11.0,13,13,10,8,10,14,14,16,17,15,15,14,14,13,15,0,12,13,23,22,18,17,8,6,6,6,4,5,12,15,16,0,18,20,21,23,22,21,17,17,10,13,13,12,10,7,6.0,5,4,2,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-16 06:00:00,0,0,0.0,1,2,3.0,8,11,16,0,17.0,7,16,14,13,14,16,10,8,11,14,11,12,9,15,18,9,11,10,9,8,6,0,5,4,3,3,2,3,0,2,3,4,0,6,7,0,8,1,7,7,7,4,3,3,2,2,5.0,0,4,5,4,0.0,6,1,0.0,0.0,,,,,,,,,
2022-03-16 07:00:00,1,0,0.0,2,2,5.0,11,22,28,30,32.0,36,36,35,31,33,43,29,28,27,27,35,33,31,24,29,33,33,28,28,22,17,15,12,7,7,4,2,3,5,11,5,10,10,10,21,25,27,28,32,27,39,22,21,20,5,10,6.0,5,3,10,11,13.0,17,10,1.0,0.0,,,,,,,,,
2022-03-16 08:00:00,0,0,0.0,4,5,6.0,8,15,31,34,37.0,40,38,37,35,34,36,24,24,29,30,31,30,32,44,42,44,46,45,48,44,40,33,26,15,9,6,4,4,2,5,0,5,6,6,12,11,11,12,14,15,17,16,18,18,19,8,8.0,7,8,10,11,7.0,10,4,0.0,0.0,,,,,,,,,
2022-03-16 09:00:00,0,0,0.0,1,0,0.0,3,9,9,10,10.0,12,10,13,11,13,25,17,15,17,20,25,26,25,33,33,33,28,32,32,29,26,19,17,11,6,4,2,4,2,3,5,4,8,10,9,13,11,7,8,11,12,12,13,15,16,9,5.0,2,1,5,3,5.0,7,1,0.0,0.0,,,,,,,,,
2022-03-16 10:00:00,0,0,0.0,2,1,2.0,4,8,10,9,12.0,14,0,17,12,12,16,16,17,15,17,18,16,18,18,19,14,18,19,18,17,15,14,12,6,7,3,3,3,3,4,5,4,5,7,4,6,5,5,8,7,8,6,5,9,3,6,4.0,1,3,4,3,2.0,3,2,0.0,0.0,,,,,,,,,
2022-03-16 11:00:00,0,0,0.0,1,0,1.0,3,6,5,9,10.0,5,4,0,18,8,18,16,9,15,17,14,13,14,10,11,10,11,10,10,9,9,10,11,8,11,7,6,7,6,7,6,3,7,9,3,10,9,11,10,8,15,12,14,13,12,11,8.0,4,0,3,2,3.0,1,0,0.0,0.0,,,,,,,,,
2022-03-16 12:00:00,0,0,0.0,3,2,4.0,6,7,10,10,13.0,14,10,14,10,12,13,12,10,9,10,10,8,9,12,16,14,12,11,10,9,9,10,7,7,7,4,6,7,6,8,7,6,7,5,0,8,7,11,11,12,14,19,18,18,19,5,16.0,6,6,4,5,0.0,3,1,0.0,0.0,,,,,,,,,
2022-03-16 13:00:00,0,1,0.0,1,0,2.0,4,6,9,13,14.0,16,14,14,13,14,13,17,13,14,15,14,15,13,12,13,15,12,16,13,12,12,13,14,10,7,10,13,13,15,16,12,11,9,12,11,12,13,13,16,13,20,21,22,23,21,20,14.0,8,7,6,1,2.0,0,0,0.0,0.0,,,,,,,,,
2022-03-16 14:00:00,0,1,0.0,3,2,0.0,3,4,5,10,12.0,9,15,10,14,15,15,17,10,12,12,6,10,11,8,9,9,7,13,12,9,8,7,5,6,8,9,11,9,19,21,13,20,20,18,19,19,16,13,21,20,19,18,17,17,19,18,11.0,8,5,3,1,2.0,0,1,0.0,0.0,,,,,,,,,
2022-03-16 15:00:00,0,0,2.0,4,1,3.0,3,5,6,9,15.0,16,10,9,8,12,15,21,26,24,25,24,18,16,9,7,0,0,7,8,8,7,8,9,8,11,9,16,14,25,29,29,25,24,22,17,17,18,19,22,21,22,22,21,23,24,21,20.0,9,5,19,16,14.0,0,2,0.0,0.0,,,,,,,,,
2022-03-16 16:00:00,0,0,1.0,2,3,2.0,4,6,6,15,16.0,16,17,17,17,21,23,19,18,17,22,12,20,18,9,10,0,7,1,6,6,7,9,10,10,9,13,23,25,27,27,30,28,28,31,31,29,27,28,25,22,23,18,18,15,15,13,11.0,9,7,13,14,3.0,6,2,0.0,0.0,,,,,,,,,
2022-03-16 17:00:00,0,1,1.0,4,1,3.0,3,7,10,15,18.0,19,17,11,16,15,14,12,11,13,14,12,10,14,7,11,10,6,11,6,7,5,11,10,9,10,16,25,34,41,41,38,39,36,38,36,28,27,26,27,24,30,21,22,30,28,26,23.0,11,9,6,3,2.0,3,0,0.0,0.0,,,,,,,,,
2022-03-16 18:00:00,1,0,4.0,9,8,7.0,10,9,9,18,18.0,20,21,20,18,20,20,18,17,16,16,16,13,13,10,9,5,8,4,8,2,8,9,12,16,23,24,25,43,62,62,62,55,52,43,42,41,37,36,36,33,30,29,28,30,28,25,22.0,16,9,7,6,4.0,4,0,0.0,0.0,,,,,,,,,
2022-03-16 19:00:00,0,0,1.0,4,4,3.0,6,3,5,9,11.0,0,11,10,14,15,13,14,13,10,10,7,6,12,5,7,6,3,6,4,3,1,5,8,10,11,14,20,21,27,27,22,25,23,18,32,33,30,29,26,24,40,34,31,34,34,28,20.0,14,9,5,2,0.0,1,0,0.0,0.0,,,,,,,,,
2022-03-16 20:00:00,0,1,0.0,2,2,0.0,2,4,7,13,15.0,16,19,0,19,20,16,13,10,9,7,7,2,6,6,0,5,4,3,2,2,3,1,2,2,5,13,16,13,16,18,19,26,25,24,21,20,19,18,16,16,28,20,17,12,11,11,10.0,6,8,5,2,0.0,1,0,0.0,0.0,,,,,,,,,
2022-03-16 21:00:00,0,0,0.0,3,0,2.0,1,1,3,11,14.0,15,15,13,11,11,7,5,13,13,19,18,16,15,10,9,8,0,7,1,7,4,3,4,4,2,6,13,16,21,20,21,13,20,21,20,19,19,18,18,18,23,19,16,16,13,11,9.0,9,6,4,4,0.0,3,0,0.0,0.0,,,,,,,,,
2022-03-16 22:00:00,0,0,1.0,3,0,3.0,4,2,7,24,28.0,0,26,25,24,21,18,14,9,5,4,0,3,6,6,4,3,1,5,4,0,3,1,0,4,5,4,6,9,13,11,14,12,10,13,15,20,17,20,17,15,16,14,17,15,16,14,12.0,11,6,7,3,0.0,3,0,0.0,0.0,,,,,,,,,
2022-03-16 23:00:00,0,0,0.0,5,5,0.0,2,1,3,0,2.0,0,0,5,6,6,5,11,10,5,8,7,7,3,5,0,0,1,0,0,4,0,2,0,3,4,1,10,6,11,0,3,13,12,11,0,12,6,10,9,8,10,5,7,10,9,7,8.0,7,4,4,2,1.0,0,0,0.0,0.0,,,,,,,,,
2022-03-17 00:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-17 01:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-17 02:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-17 03:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,,,,,,,,,
2022-03-17 04:00:00,1,0,0.0,1,1,2.0,9,11,13,12,13.0,10,9,12,13,0,15,18,0,20,22,9,21,23,7,25,24,23,9,21,0,20,14,0,7,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
2022-03-17 05:00:00,0,0,0.0,2,3,2.0,8,9,15,17,19.0,0,9,15,11,4,9,8,11,12,10,13,9,12,9,13,0,15,14,12,10,9,8,8,4,2,2,5,4,7,9,9,4,10,14,15,17,15,14,12,11,0,9,9,6,8,7,4.0,2,0,1,0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
2022-03-17 06:00:00,0,0,0.0,1,0,2.0,7,12,17,10,18.0,20,19,18,15,0,14,10,8,5,9,10,11,11,16,8,12,0,14,7,7,9,10,2,7,5,1,2,3,4,4,0,0,1,4,4,3,3,2,4,6,7,6,5,2,9,7,5.0,2,2,8,7,0.0,6,1,,,1.0,0.0,0.0,,,,,,
2022-03-17 07:00:00,1,0,0.0,2,3,5.0,12,23,32,35,40.0,42,41,42,37,35,42,26,25,19,25,27,24,26,23,27,28,28,29,17,20,15,12,9,6,5,2,2,4,3,9,11,4,13,15,18,24,27,29,30,16,24,25,23,13,10,8,5.0,2,1,11,10,4.0,9,0,,,0.0,0.0,0.0,,,,,,
2022-03-17 08:00:00,1,0,0.0,6,8,10.0,12,13,17,18,27.0,25,23,24,25,35,42,33,26,40,44,49,47,45,49,56,57,58,54,50,39,33,28,23,14,8,4,5,6,6,0,5,3,4,9,8,11,9,13,10,9,15,18,16,17,22,11,8.0,4,5,10,9,10.0,13,3,,,3.0,0.0,0.0,,,,,,
2022-03-17 09:00:00,0,0,0.0,1,0,0.0,5,13,16,17,20.0,22,21,19,12,13,21,20,22,21,20,21,22,22,26,26,20,25,26,25,25,21,21,16,12,8,5,3,3,6,7,3,0,7,5,9,9,11,11,15,15,22,10,19,15,13,10,6.0,5,3,6,8,4.0,9,1,,,1.0,0.0,0.0,,,,,,
2022-03-17 10:00:00,0,0,0.0,1,2,3.0,6,8,12,14,18.0,20,20,19,11,20,19,14,14,16,15,14,13,15,14,12,13,12,13,14,13,12,11,11,8,8,4,5,3,4,4,7,7,6,7,8,8,11,11,10,7,10,9,10,9,8,7,7.0,3,2,5,4,3.0,2,1,,,1.0,0.0,0.0,,,,,,
2022-03-17 11:00:00,0,1,0.0,3,3,0.0,6,7,8,12,13.0,0,12,18,17,10,22,25,8,19,20,0,8,20,19,13,0,0,16,11,14,16,17,18,15,10,3,5,6,5,13,5,8,2,7,8,12,11,13,11,0,16,15,13,14,15,12,10.0,6,3,2,1,0.0,0,0,,,0.0,0.0,0.0,,,,,,
2022-03-17 12:00:00,1,0,0.0,3,0,4.0,3,4,12,16,11.0,13,11,18,17,15,15,19,18,19,23,21,19,18,13,12,14,16,13,10,9,7,3,2,6,6,5,7,2,5,6,7,6,7,7,8,7,7,10,14,16,23,23,24,23,24,19,13.0,5,4,3,4,1.0,0,0,,,0.0,0.0,0.0,,,,,,
2022-03-17 13:00:00,1,0,2.0,5,0,7.0,7,6,8,11,14.0,17,10,16,16,17,17,20,19,16,13,15,13,12,14,15,16,16,14,11,10,11,10,8,10,8,8,8,8,13,10,13,12,10,7,14,12,11,13,16,13,17,19,19,18,17,15,10.0,4,4,10,6,6.0,9,1,,,1.0,0.0,0.0,,,,,,
2022-03-17 14:00:00,0,1,0.0,1,0,0.0,3,4,9,17,12.0,16,7,16,14,17,16,15,15,16,17,0,8,16,12,9,10,9,9,8,7,7,10,12,10,7,6,10,11,12,15,15,17,13,17,17,16,17,16,19,18,20,18,17,15,16,13,12.0,10,7,6,3,2.0,4,0,,,0.0,0.0,0.0,,,,,,
2022-03-17 15:00:00,0,1,2.0,4,0,5.0,4,6,10,15,20.0,21,20,21,19,15,13,10,11,10,8,6,7,6,9,12,0,8,11,8,7,6,8,3,9,12,11,15,22,25,30,26,22,22,25,28,29,27,24,21,20,21,19,18,19,14,13,12.0,6,4,7,5,3.0,1,1,,,1.0,0.0,0.0,,,,,,
2022-03-17 16:00:00,0,0,1.0,4,0,5.0,3,4,5,13,17.0,16,18,18,18,16,26,21,32,30,30,28,26,18,14,11,10,11,13,11,8,9,10,11,7,8,10,23,22,27,23,24,24,25,27,27,27,23,22,21,29,28,28,26,27,27,26,24.0,16,15,7,6,5.0,4,1,,,1.0,0.0,0.0,,,,,,
2022-03-17 17:00:00,0,1,1.0,4,4,2.0,6,8,10,18,22.0,10,14,21,19,19,16,11,10,9,13,7,11,9,13,12,14,0,14,10,2,7,7,4,13,13,15,23,35,36,38,38,35,31,28,26,26,21,21,22,19,23,23,24,23,24,21,17.0,12,11,9,5,1.0,4,0,,,0.0,0.0,0.0,,,,,,
2022-03-17 18:00:00,1,1,6.0,6,5,4.0,3,7,10,15,17.0,18,17,15,14,12,14,11,10,6,12,4,9,8,11,12,12,0,11,8,7,15,17,19,13,16,17,24,40,57,56,54,54,45,41,44,43,38,34,35,30,39,34,32,37,38,26,19.0,12,9,4,2,1.0,0,0,,,0.0,0.0,0.0,,,,,,
2022-03-17 19:00:00,0,0,2.0,4,0,0.0,2,3,0,8,11.0,12,12,11,10,10,8,9,10,10,9,9,8,6,7,5,0,4,5,3,2,2,1,2,3,8,11,16,27,31,37,36,41,37,31,30,28,29,30,32,30,41,34,30,26,25,34,26.0,23,17,5,3,2.0,0,1,,,1.0,0.0,0.0,,,,,,
2022-03-17 20:00:00,0,0,0.0,3,0,0.0,4,2,4,8,9.0,0,7,4,6,0,5,6,0,2,5,6,2,1,3,0,4,0,3,4,2,5,3,2,4,9,18,22,22,21,22,16,20,13,19,18,15,13,12,13,10,11,8,9,9,8,8,12.0,11,7,5,4,1.0,0,0,,,0.0,0.0,0.0,,,,,,
2022-03-17 21:00:00,0,2,0.0,4,3,4.0,5,2,3,11,12.0,15,5,0,14,12,8,5,4,5,7,6,3,2,2,0,2,0,0,3,0,3,0,3,2,6,10,11,17,20,21,19,20,19,20,20,20,20,22,16,14,17,13,11,13,6,11,9.0,8,7,4,3,1.0,1,0,,,0.0,0.0,0.0,,,,,,
2022-03-17 22:00:00,0,0,0.0,3,0,1.0,5,3,4,16,17.0,0,15,8,14,13,12,10,11,10,9,7,6,7,8,8,0,4,8,6,0,4,2,2,2,2,3,6,6,11,11,15,14,16,20,10,21,19,18,16,15,19,18,17,17,15,12,11.0,9,5,5,4,2.0,1,0,,,0.0,0.0,0.0,,,,,,
2022-03-17 23:00:00,0,0,0.0,2,2,1.0,1,0,2,0,4.0,0,3,0,3,6,7,13,10,8,10,11,12,6,3,1,1,9,7,7,6,0,1,2,2,2,3,7,10,13,9,0,6,8,8,9,7,6,6,7,6,12,10,10,11,0,0,9.0,8,6,5,3,0.0,2,2,,,2.0,1.0,0.0,,,,,,
2022-03-18 00:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
2022-03-18 01:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
2022-03-18 02:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
2022-03-18 03:00:00,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
2022-03-18 04:00:00,4,2,3.0,4,0,1.0,11,12,18,17,5.0,7,15,7,16,9,16,16,16,18,21,0,20,22,26,28,0,29,27,26,25,21,15,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,,,0.0,0.0,0.0,,,,,,
2022-03-18 05:00:00,0,0,0.0,1,1,1.0,5,6,13,16,17.0,19,0,15,11,12,9,8,6,7,9,5,11,11,12,10,13,3,10,14,7,12,12,10,3,11,8,7,8,13,3,0,11,0,12,10,8,0,7,6,5,6,6,7,6,5,4,4.0,0,3,0,0,0.0,0,1,,,0.0,0.0,0.0,,,,,,
2022-03-18 06:00:00,0,0,0.0,1,0,3.0,8,18,14,12,16.0,18,19,8,18,9,16,12,16,16,15,17,18,17,17,18,15,11,13,15,13,12,10,8,6,4,3,1,2,2,3,3,0,0,3,1,6,3,5,6,7,5,5,5,4,3,3,3.0,0,2,5,3,4.0,6,1,,,0.0,0.0,0.0,,,,,,
2022-03-18 07:00:00,0,0,0.0,1,3,3.0,12,25,30,28,35.0,37,29,43,37,34,36,26,27,26,29,35,36,36,35,32,35,34,28,26,24,17,16,14,8,6,4,1,3,7,7,9,9,11,15,20,19,23,21,22,17,18,10,10,11,6,7,4.0,3,2,8,10,12.0,9,1,,,0.0,0.0,0.0,,,,,,
2022-03-18 08:00:00,0,0,0.0,5,2,6.0,11,12,19,22,23.0,25,23,26,28,32,44,36,36,30,31,34,33,36,40,43,44,44,49,43,33,23,17,16,11,7,5,6,6,4,6,5,5,4,6,9,12,18,15,15,16,19,19,21,21,19,8,6.0,4,3,9,9,9.0,8,3,,,1.0,1.0,0.0,,,,,,
2022-03-18 09:00:00,1,0,1.0,1,0,2.0,7,15,19,21,12.0,13,20,22,19,20,22,19,20,22,25,28,23,23,28,31,32,32,37,32,29,27,22,20,11,9,3,3,6,7,12,10,4,5,6,5,6,5,8,11,10,11,12,11,11,13,9,7.0,3,3,4,4,11.0,9,2,,,0.0,0.0,0.0,,,,,,
