Unnamed: 0,1_강동공영차고지,2_강일초등학교,3_미사강변루나리움.강일리버5단지,4_미사강변리버뷰자이.베라체,5_강동리버스트상가,6_강동리버스트6.7단지,7_강일리버파크3단지.1단지,8_강일리버파크4단지.2단지,9_강일리버파크4단지.5단지,10_강일초등학교,11_강동공영차고지,12_고덕리엔파크1단지,13_해뜨는주유소,14_상일동역4번출구.센트럴푸르지오,15_상일동역1번출구,16_고덕그라시움,17_고덕평생학습관.온조대왕체육관,18_강동아트센터.강동경희대병원,19_한영중고한영외고,20_길동자연생태공원,21_일자산입구.둔촌도서관,22_중앙보훈병원역2번출구,23_중앙보훈병원1번출구,24_보훈회관,25_보훈병원,26_약수터,27_길동사거리.강동세무서,28_강동역,29_천호역,30_천호역.풍납시장,31_영파여고.강동구청역,32_현대아파트앞,33_풍납동극동.쌍용아파트,34_잠실파크리오아파트상가.올림픽회관,35_잠실파크리오아파트앞,36_잠실나루역,37_잠실중학교.장미종합상가,38_잠실역.롯데월드,39_잠실5단지,40_잠실새내역.잠실2동주민센터,41_잠실엘스아파트앞,42_종합운동장사거리,43_잠실종합운동장,44_강남경찰서면허시험장,45_삼성역7번출구,46_봉은사.코엑스북문,47_삼성중앙역.플래티넘아파트,48_삼성2문화센터,49_한국토지주택공사앞,50_강남보건소.강남구립국제교육원,51_강남구청역,52_영동고교앞,53_씨네시티앞,54_도산공원사거리,55_도산공원,56_신구중학교,57_압구정파출소,58_한양아파트.압구정로데오역,59_일지아트홀,60_영동고등학교현대아파트,61_강남구청역,62_강남보건소.강남구립국제교육원,63_한국토지주택공사앞,64_라마다서울호텔앞,65_삼성중앙역.플래티넘아파트,66_봉은사.코엑스북문,67_무역센타,68_강남경찰서.강남운전면허시험장,69_잠실종합운동장,70_종합운동장사거리,71_잠실새내역4번출구,72_잠실트리지움아파트앞,73_잠실역,74_잠실중학교,75_잠실나루역,76_잠실진주아파트,77_올림픽회관,78_풍납동극동.쌍용아파트,79_강동구청역농협중앙회,80_강동구청역1번출구.영파여고,81_천호역,82_천호역6번출구.천호사거리,83_강동역.강풀만화거리입구,84_길동사거리.강동세무서,85_약수터,86_보훈병원,87_보훈회관,88_중앙보훈병원1번출구,89_중앙보훈병원역3번출구,90_일자산입구.둔촌도서관,91_길동자연생태공원,92_한영중고한영외고,93_강동아트센터.강동경희대병원후문,94_강동경희대병원.명일동이마트,95_고덕그라시움,96_상일동역8번출구,97_상일동역6번출구.고덕아르테온,98_해뜨는주유소,99_고덕리엔파크1단지,100_강동공영차고지,101_강일초등학교,102_강일리버파크5단지.4단지,103_강일리버파크2단지.4단지,104_강일리버파크1단지,105_강동리버스트7.6단지,106_강동리버스트상가,107_강동리버스트8단지,108_강일리버5단지.미사강변루나리움,109_강일초등학교,110_강일리버파크6단지
2022-03-25 17:00:00,0,0,1,2,6,9,8,12,13,15,19,23,24,13,13,13,15,21,25,24,19,19,21,20,25,25,26,19,9,10,12,14,12,13,7,9,12,11,9,7,6,7,8,9,11,10,9,11,10,10,10,10,6,5,5,4,7,9,17,18,12,11,13,11,13,14,22,25,20,19,20,19,18,22,23,24,22,24,17,19,19,20,21,20,13,12,7,13,32,33,34,27,21,21,20,21,28,25,27,22,22,17,21,20,9,3,1,0,0,0
2022-03-25 18:00:00,0,1,0,1,4,7,8,9,10,12,12,15,14,14,16,8,14,13,15,15,14,10,9,9,16,28,29,24,17,14,15,13,17,18,16,14,15,16,15,13,9,11,10,11,13,15,17,18,18,18,21,17,9,7,6,5,12,14,19,27,16,16,17,16,15,16,16,19,20,20,25,18,29,34,39,38,41,40,41,35,32,31,28,22,20,20,19,31,58,57,53,48,41,36,35,36,45,44,27,42,36,31,27,22,12,5,0,0,0,0
2022-03-25 19:00:00,0,0,0,1,2,5,2,7,8,0,6,3,4,10,8,7,6,11,13,13,13,8,5,7,7,8,7,6,7,15,13,12,9,10,13,12,14,19,14,10,6,6,6,5,8,8,13,14,12,8,9,8,4,7,7,6,10,11,12,13,13,15,16,13,10,8,12,14,12,10,10,17,21,23,13,26,24,23,12,20,20,19,21,16,13,9,10,17,32,0,31,24,39,36,29,26,43,41,40,37,32,28,26,19,10,3,1,0,0,0
2022-03-25 20:00:00,0,0,0,0,1,2,1,2,2,0,4,4,2,1,7,0,6,9,9,9,7,8,9,10,12,9,8,9,9,8,5,4,5,7,5,6,0,7,6,5,3,6,7,0,8,1,8,9,8,7,4,4,3,0,5,6,5,6,14,10,9,10,12,13,10,0,10,12,12,10,13,11,14,17,17,16,19,17,16,10,11,10,10,10,6,4,0,5,20,0,19,17,18,18,17,16,28,18,13,19,17,12,7,15,7,4,1,0,0,0
2022-03-25 21:00:00,0,0,0,1,1,3,0,2,4,0,5,3,2,4,5,4,0,12,13,9,11,7,8,6,4,5,4,8,6,7,6,6,5,7,6,0,5,0,4,3,3,4,4,2,2,6,5,3,4,0,6,2,3,1,5,4,4,6,16,16,15,17,17,14,13,5,14,13,13,14,15,12,12,13,14,8,12,14,13,13,12,11,12,10,7,6,7,5,19,20,19,17,17,21,20,19,19,25,16,17,23,20,12,17,7,2,0,0,0,0
2022-03-25 22:00:00,0,0,0,1,1,2,0,3,0,0,5,0,0,4,2,2,3,9,10,0,7,7,6,5,8,7,6,5,7,6,6,0,2,4,4,4,5,4,6,4,3,1,4,5,4,5,6,3,6,5,4,2,3,3,2,4,7,10,25,23,16,15,14,11,10,14,9,15,16,16,19,19,18,16,14,16,13,12,15,12,10,17,19,17,12,10,8,4,27,12,25,18,19,19,17,18,19,18,11,15,7,12,10,6,7,3,1,0,0,0
2022-03-25 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,6,4,3,5,0,4,3,4,3,3,1,5,1,0,0,4,2,3,3,3,3,4,6,7,6,5,4,2,4,8,13,15,14,12,9,7,5,12,6,9,8,18,13,19,6,21,0,22,19,18,20,17,17,18,15,9,6,5,6,16,0,0,13,8,12,10,13,22,19,20,18,17,13,12,11,4,3,1,1,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,0,0,1,2,3,4,0,0,0,4,5,6,7,3,8,0,0,9,10,9,7,0,0,8,12,3,9,11,16,16,18,0,19,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,0,0,3,5,10,0,7,5,7,4,5,6,3,8,5,7,8,9,0,8,6,0,0,0,3,4,4,5,5,7,0,0,5,5,4,16,15,0,1,13,10,9,8,7,5,0,0,4,3,2,3,1,2,1,1,1,0,0,0,0,0,0,2,3,4,3,2,0,0,0,3,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,0,2,1,2,4,5,0,11,12,9,9,3,6,5,6,5,4,6,8,4,6,4,4,1,5,4,5,6,7,7,7,4,6,5,3,5,2,4,4,3,0,2,3,4,0,3,4,3,1,4,5,2,3,2,0,1,2,0,3,3,0,3,0,2,0,1,0,2,1,3,2,4,5,4,2,0,8,10,0,7,5,3,7,8,7,6,1,3,5,4,0,2,0,3,0,1,5,0,0,4,1,0,0,0,0,3,0,0,0,0
2022-03-26 07:00:00,0,0,0,3,9,16,12,13,17,18,20,22,20,15,10,10,0,12,10,11,10,5,0,5,5,5,5,8,7,7,6,5,5,6,5,4,3,5,3,2,0,4,3,0,1,2,1,2,0,0,4,3,2,0,0,1,2,1,1,2,0,2,0,1,3,3,2,0,0,3,1,4,2,1,0,1,0,4,4,5,7,6,4,5,4,4,4,3,19,0,16,4,2,3,2,3,5,7,6,4,2,1,3,0,0,0,0,0,0,0
2022-03-26 08:00:00,0,0,1,3,5,21,6,26,13,16,27,28,25,14,11,10,12,14,14,13,11,6,5,6,10,11,14,15,18,14,14,15,15,14,14,12,11,11,13,13,10,9,6,2,7,6,8,6,5,4,10,4,7,3,1,0,2,2,3,6,5,0,4,0,3,3,4,1,2,3,5,2,4,2,5,6,3,4,7,6,6,6,6,9,10,11,11,11,22,22,21,6,7,5,4,4,6,6,5,3,5,4,2,4,5,1,0,0,0,0
2022-03-26 09:00:00,0,0,1,3,8,12,11,15,15,16,19,20,19,14,13,12,15,11,14,13,12,6,5,7,9,11,13,15,16,18,18,17,15,15,12,11,11,11,12,9,7,8,9,8,8,9,11,12,14,13,22,16,10,6,6,2,2,1,3,3,2,4,5,6,6,5,1,4,0,5,6,5,5,5,6,3,4,4,5,6,7,8,9,8,3,7,8,3,9,9,8,7,3,4,0,2,6,7,0,5,3,4,2,0,4,1,0,0,0,0
2022-03-26 10:00:00,0,0,1,4,9,13,0,14,16,16,13,15,14,11,11,9,12,12,13,11,9,3,0,5,13,16,16,16,11,12,14,13,12,12,11,9,13,13,12,9,10,8,5,5,9,8,5,7,9,8,21,19,10,8,6,4,3,4,2,4,3,3,5,4,4,3,4,5,6,2,7,6,10,12,0,4,5,4,7,6,5,6,6,7,4,3,0,4,9,5,8,7,4,5,6,2,4,4,5,0,0,5,4,2,2,0,0,0,0,0
2022-03-26 11:00:00,0,0,0,7,12,14,0,17,18,19,19,0,18,16,15,12,13,12,17,19,16,9,0,7,12,14,14,20,18,11,10,13,12,15,16,12,14,16,14,12,11,10,10,0,11,10,10,13,12,11,17,16,11,8,10,3,4,4,3,6,3,3,0,5,4,3,3,1,2,5,8,4,9,9,10,9,7,8,11,12,6,10,12,11,9,4,4,3,8,6,0,7,6,9,8,6,7,0,6,0,4,5,7,2,3,1,0,0,0,0
2022-03-26 12:00:00,0,0,9,4,9,13,7,14,18,19,17,18,18,14,13,13,11,19,57,56,54,6,6,4,8,14,17,18,14,14,15,9,14,15,9,14,13,13,13,11,13,9,8,11,8,9,11,12,14,12,14,10,5,2,2,3,4,3,5,9,9,10,10,8,8,5,6,3,7,8,10,9,11,12,11,6,13,12,14,12,13,13,13,11,9,10,4,9,10,9,6,11,10,9,8,8,10,8,7,5,3,4,4,3,2,1,0,0,0,0
2022-03-26 13:00:00,0,0,1,3,6,10,9,10,12,13,18,15,18,17,16,15,17,17,18,19,16,8,7,10,12,18,15,14,14,16,15,14,18,21,20,4,15,17,12,15,14,12,12,10,10,14,15,16,16,14,14,11,7,4,6,6,7,4,14,16,13,9,14,15,16,11,9,8,10,10,10,6,7,8,11,12,12,11,11,11,10,9,7,10,9,9,6,7,14,15,14,10,13,15,13,12,15,14,13,12,5,11,10,3,3,1,0,0,0,0
2022-03-26 14:00:00,0,0,1,2,6,12,8,12,13,14,15,16,12,13,13,12,12,16,21,17,17,8,7,7,9,13,16,13,11,12,13,5,14,16,15,8,16,14,12,10,11,11,10,0,14,13,13,14,13,14,15,11,8,5,8,7,8,5,10,15,16,11,19,12,13,11,10,5,11,16,19,13,12,14,17,16,17,12,10,10,11,10,8,8,6,9,3,8,12,0,8,10,12,15,16,17,24,23,22,17,16,4,3,2,6,1,0,0,0,0
2022-03-26 15:00:00,0,0,0,3,5,8,4,11,13,16,18,8,17,12,13,14,14,18,13,17,12,8,8,10,16,15,15,17,17,16,17,17,19,6,16,15,14,12,7,11,10,9,8,3,9,12,14,13,18,20,22,18,18,7,6,2,4,5,10,15,13,15,14,20,18,13,23,24,19,17,18,16,23,18,22,11,18,16,17,16,12,10,11,7,6,5,2,5,16,16,9,13,8,9,8,8,18,17,2,16,0,15,14,13,7,0,0,0,0,0
2022-03-26 16:00:00,0,1,1,4,6,15,16,18,12,14,28,32,18,22,23,16,17,18,24,16,20,7,5,6,11,9,12,14,14,17,15,15,16,17,16,14,20,19,18,15,11,11,7,10,13,12,11,13,12,9,10,9,6,6,7,5,7,5,11,11,12,14,14,18,16,14,14,11,12,17,20,19,16,18,16,15,18,17,13,15,13,17,17,17,14,11,7,6,12,12,14,12,15,17,12,16,20,18,16,18,16,13,15,8,6,2,0,0,0,0
2022-03-26 17:00:00,0,0,1,4,7,14,0,13,15,15,18,19,15,10,10,10,9,16,17,13,9,7,7,9,12,14,16,15,11,12,14,14,13,12,12,10,10,14,14,13,13,11,7,7,9,10,10,11,12,10,12,12,8,8,8,5,5,7,12,16,14,16,17,16,16,14,15,14,12,12,14,15,18,19,18,15,17,15,12,13,12,19,18,16,12,7,6,7,15,11,13,13,12,15,13,12,20,16,16,14,12,11,10,16,6,2,0,0,0,0
2022-03-26 18:00:00,0,0,1,0,7,12,4,8,9,10,11,12,7,11,13,14,16,25,26,25,21,13,14,15,15,14,13,11,8,12,15,16,8,15,16,11,13,9,13,10,7,8,9,3,7,12,11,7,10,8,16,13,9,8,4,4,6,9,15,19,17,8,18,16,12,12,9,9,10,11,11,10,14,15,9,14,7,15,15,11,14,13,10,13,11,7,7,10,20,17,18,16,16,23,22,19,24,25,0,23,21,20,10,16,6,2,0,0,0,0
2022-03-26 19:00:00,0,0,2,0,3,6,0,7,4,4,6,0,8,10,12,0,6,15,17,9,16,10,6,7,4,13,10,15,12,11,9,2,10,11,8,9,10,9,8,5,7,8,2,5,8,8,7,6,7,8,6,5,3,0,1,6,8,5,9,12,12,12,8,5,11,10,12,14,16,14,14,11,11,11,11,10,12,10,10,12,11,12,12,11,7,4,4,5,13,14,13,13,13,18,17,15,27,25,24,18,15,10,14,12,4,1,0,0,0,0
2022-03-26 20:00:00,0,0,0,1,1,3,0,2,3,0,4,4,8,7,8,0,4,6,6,0,5,3,4,5,7,7,8,7,6,5,5,4,4,0,6,2,4,5,3,3,5,4,6,4,6,8,9,8,7,4,2,4,3,4,2,3,5,7,13,20,13,16,17,10,13,11,11,10,9,9,12,13,16,19,15,13,18,16,13,15,12,15,12,12,11,8,6,9,17,14,13,14,9,10,8,6,16,17,11,16,15,12,14,11,7,1,0,0,0,0
2022-03-26 21:00:00,0,2,0,1,1,3,0,0,4,3,4,0,0,3,4,4,5,5,9,0,10,7,5,5,10,7,6,4,4,2,3,4,3,4,3,3,3,6,3,3,4,6,8,5,4,5,5,7,1,4,3,2,4,3,4,4,3,5,17,17,13,10,6,8,7,6,9,8,7,7,8,9,13,11,17,15,16,14,14,13,12,11,9,11,11,10,8,7,14,15,15,15,13,13,13,12,25,24,22,16,15,14,13,10,8,5,0,0,0,0
2022-03-26 22:00:00,0,0,0,0,0,0,0,1,2,2,0,0,0,2,2,0,3,10,6,10,8,8,9,6,7,5,5,4,6,7,4,3,5,6,1,5,6,6,3,5,6,7,10,10,11,9,11,11,8,7,6,3,4,0,3,3,5,7,19,21,11,12,10,8,9,10,10,10,18,20,29,29,31,30,26,25,14,17,17,13,17,16,13,12,9,8,7,10,25,7,24,22,19,18,17,14,29,3,26,20,18,17,14,13,5,2,0,0,0,0
2022-03-26 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,9,0,4,0,8,7,0,4,3,0,4,5,8,0,0,1,10,1,10,9,8,7,8,4,4,5,4,5,4,2,21,22,19,5,18,0,17,7,12,18,16,13,19,17,17,14,14,13,12,12,13,12,9,18,19,14,10,8,7,6,19,0,11,17,16,10,15,13,20,14,13,16,9,10,8,5,4,2,0,1,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,0,2,2,0,0,0,3,0,0,0,1,0,0,0,0,4,0,3,0,0,0,5,2,4,5,7,5,7,0,8,0,6,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,0,0,1,3,7,0,8,3,0,9,5,0,3,1,0,0,2,3,3,2,1,0,0,1,2,1,2,3,2,3,0,0,2,0,7,6,5,0,0,1,0,0,3,4,0,3,0,0,0,2,1,0,0,0,0,2,0,3,0,2,1,0,2,0,4,4,0,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,0,0,3,2,3,0,4,5,5,7,0,8,6,8,6,9,8,10,0,5,2,0,0,1,3,2,3,2,3,3,0,1,0,0,2,2,5,2,1,0,0,4,2,3,2,2,1,1,0,5,3,1,0,0,0,2,0,1,1,2,0,1,1,0,0,0,2,0,2,1,0,2,4,5,2,0,5,4,2,3,3,3,2,4,0,0,2,3,0,2,1,0,1,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0
2022-03-27 07:00:00,0,0,0,1,2,5,3,7,0,0,9,6,9,3,5,0,6,8,9,7,6,5,1,4,4,6,5,5,4,4,1,6,2,0,0,1,2,6,3,2,0,2,5,0,6,5,4,2,0,1,6,4,3,2,0,0,1,0,2,2,1,2,2,4,0,3,2,0,0,1,0,0,3,2,2,3,4,3,0,4,1,4,4,5,0,3,4,2,6,4,0,4,0,0,0,3,5,4,0,0,0,2,0,1,0,1,0,0,0,0
2022-03-27 08:00:00,0,0,1,3,3,12,7,13,10,12,15,15,16,15,17,18,17,14,16,7,11,8,4,3,3,5,5,7,9,7,6,6,6,7,6,7,5,6,5,7,5,5,4,5,2,2,8,10,1,4,9,7,5,0,3,1,1,0,1,2,1,3,0,2,3,2,0,3,0,2,0,1,3,3,4,5,4,3,2,4,2,6,7,10,9,9,3,4,7,6,5,5,3,5,3,4,6,3,2,4,0,1,5,4,0,0,0,0,0,0
2022-03-27 09:00:00,0,0,0,1,6,13,11,13,15,14,17,16,16,16,17,0,18,18,20,16,11,5,0,4,5,9,10,6,5,7,6,5,9,5,8,6,6,8,8,5,5,4,4,5,6,5,9,3,4,10,20,13,9,4,3,2,3,2,0,3,2,3,3,0,4,3,5,4,6,4,7,9,9,10,11,0,10,11,4,8,7,6,8,8,7,8,7,6,7,2,0,6,3,3,1,1,4,4,4,0,3,2,2,1,1,0,1,0,0,0
2022-03-27 10:00:00,0,0,1,4,11,14,0,16,17,16,19,20,18,15,14,14,12,14,18,19,17,10,8,7,12,15,16,9,9,10,12,7,6,7,10,9,8,10,9,7,5,5,4,6,8,7,9,10,9,7,8,7,4,3,2,1,1,2,2,5,4,3,5,0,7,1,5,3,4,4,3,4,3,5,3,0,6,5,4,5,6,7,4,5,3,4,3,4,4,0,0,3,5,0,0,4,6,5,3,4,3,3,2,0,1,0,0,0,0,0
2022-03-27 11:00:00,0,0,1,2,4,11,7,12,14,15,14,0,12,7,12,13,10,9,13,10,10,7,0,4,8,12,13,15,14,10,11,11,11,12,10,11,8,11,13,12,12,13,15,13,8,13,10,11,15,14,14,11,10,8,4,3,2,3,2,3,0,5,2,7,4,7,4,4,3,2,5,4,7,7,0,5,8,7,2,3,0,5,4,5,6,7,1,2,5,6,7,5,8,8,3,9,7,8,6,4,5,3,1,0,1,1,0,0,0,0
2022-03-27 12:00:00,0,0,2,6,6,11,12,15,16,18,22,23,22,22,21,18,16,20,25,26,21,14,10,8,10,16,18,13,12,15,6,10,8,9,10,9,9,6,3,5,6,8,7,7,9,10,8,9,8,9,15,12,7,4,5,3,4,4,5,6,4,6,7,6,5,6,7,8,3,4,5,4,7,8,7,0,3,10,9,7,11,9,10,9,10,16,17,15,20,19,14,15,15,19,17,11,11,10,7,9,6,5,5,3,1,0,0,0,0,0
2022-03-27 13:00:00,0,0,2,4,8,12,10,13,15,16,23,23,22,18,20,13,17,16,19,17,12,9,10,0,13,20,19,15,14,15,18,21,20,10,21,20,16,8,9,9,3,11,11,13,10,7,9,10,12,14,16,15,8,7,9,7,6,6,7,8,6,8,9,6,9,8,13,12,12,12,13,11,19,21,22,0,20,19,20,12,12,15,14,12,11,13,12,9,17,15,17,14,5,10,7,6,15,14,12,10,9,8,7,3,5,0,0,0,0,0
2022-03-27 14:00:00,0,0,0,1,3,7,0,11,12,10,13,14,9,10,12,13,14,16,19,11,18,7,9,8,13,13,14,14,10,11,13,10,14,16,10,15,5,12,8,8,9,9,10,7,8,9,9,7,4,7,9,9,4,3,3,4,2,4,8,9,1,11,12,9,12,13,13,11,10,10,8,8,11,12,9,13,11,16,10,14,13,11,12,13,9,8,7,10,10,9,12,11,13,18,18,9,16,14,0,12,8,7,5,0,2,0,0,0,0,0
2022-03-27 15:00:00,0,0,0,2,3,5,4,7,8,11,17,17,15,10,10,9,10,11,11,8,15,13,14,16,14,17,14,13,14,15,13,13,14,14,13,9,11,14,15,16,16,15,11,14,13,10,14,12,12,10,12,11,7,1,6,4,2,3,7,8,12,4,6,12,11,11,11,0,10,12,12,13,17,16,17,16,18,18,10,17,14,17,16,15,12,9,6,6,12,11,13,11,13,14,10,14,14,15,14,13,8,7,5,6,3,0,1,0,0,0
2022-03-27 16:00:00,0,0,0,2,4,8,6,11,13,9,16,14,11,12,13,8,13,14,15,14,12,7,8,6,8,11,18,14,11,10,10,7,10,12,10,3,8,14,16,8,19,17,17,9,21,29,29,32,12,27,27,22,19,15,12,7,5,8,12,13,11,9,10,8,10,11,14,6,15,9,16,15,15,14,16,16,17,16,16,17,14,11,8,7,8,6,2,5,17,19,23,20,15,15,11,12,17,16,3,14,13,10,11,9,4,3,0,0,0,0
2022-03-27 17:00:00,0,0,1,4,5,8,0,9,3,8,9,6,6,7,8,4,12,11,11,9,7,4,3,10,8,10,8,7,8,9,5,0,7,7,7,5,6,10,10,8,9,9,9,7,9,12,11,13,13,11,13,12,12,11,5,5,6,5,8,12,10,8,10,8,8,7,8,9,8,7,10,11,18,16,16,15,17,15,15,14,12,15,13,13,12,8,8,7,26,25,14,18,19,19,18,10,23,26,25,19,18,15,6,11,7,4,2,0,0,0
2022-03-27 18:00:00,0,0,0,2,4,7,0,1,9,0,13,7,10,9,10,7,11,13,0,11,8,6,7,5,8,9,9,11,5,3,5,4,2,6,5,4,3,7,9,7,8,7,2,0,8,9,9,12,10,11,12,2,11,8,7,2,4,4,10,16,12,10,3,8,6,8,9,11,11,11,12,9,12,3,11,7,10,9,10,10,11,18,16,14,10,8,7,8,22,7,8,17,17,12,11,14,17,15,12,13,10,12,11,5,7,4,1,0,0,0
2022-03-27 19:00:00,0,1,0,2,3,3,0,3,4,2,5,1,3,4,0,0,1,3,6,0,6,2,1,5,4,6,7,9,9,6,9,7,8,0,7,0,6,7,0,7,3,5,4,2,6,8,3,4,0,2,2,0,2,2,2,3,4,6,7,8,6,7,0,6,5,7,7,6,6,5,6,5,11,12,14,12,9,8,10,6,11,11,11,12,10,7,6,8,9,7,0,7,7,10,9,10,20,18,17,15,14,13,13,12,6,2,1,0,0,0
2022-03-27 20:00:00,0,0,0,1,2,3,0,0,2,0,3,2,3,2,4,0,0,3,5,5,8,6,4,3,5,4,1,8,4,5,6,5,6,4,3,1,3,4,3,3,1,2,2,0,0,3,4,5,4,3,4,2,3,0,2,2,2,3,7,8,5,4,0,3,2,0,4,6,5,2,7,8,12,11,10,8,10,8,10,11,9,16,14,11,7,5,4,5,15,9,14,12,11,10,9,11,14,13,13,12,13,12,10,8,5,2,1,0,0,0
2022-03-27 21:00:00,0,0,1,2,1,2,0,0,2,0,3,2,1,2,0,0,2,3,3,0,4,3,4,3,2,4,5,3,2,6,7,4,2,5,4,3,4,4,3,3,2,1,2,0,5,8,7,7,4,3,3,2,3,0,2,4,6,8,10,17,12,8,7,7,4,7,10,10,8,9,13,11,20,12,19,15,8,12,13,10,11,21,21,18,9,8,2,9,14,12,8,9,10,11,9,13,20,19,18,17,10,15,14,12,6,2,0,0,0,0
2022-03-27 22:00:00,0,0,0,1,3,4,3,4,4,0,0,0,1,6,7,0,8,13,12,0,8,6,0,0,6,5,6,5,6,7,9,6,8,7,6,9,8,6,4,2,5,4,1,6,5,5,4,1,2,3,0,0,0,2,3,4,5,4,7,7,5,3,4,2,6,5,7,8,7,3,8,0,11,9,0,11,10,12,10,5,10,10,11,9,7,5,4,5,14,13,14,10,12,13,12,14,14,11,9,10,9,8,3,6,3,1,0,0,0,0
