Unnamed: 0,1_복정역환승센터3번승강장,2_장지역.가든파이브,3_문정법조단지.건영아파트,4_문정로데오거리입구,5_가락시장.가락시장역,6_송파역,7_석촌역,8_석촌동한솔아파트앞,9_석촌고분역.올림픽병원,10_송파구민회관구의회,11_삼전역,12_잠실우성4차현대아파트,13_잠실근린공원.성현교회,14_아시아선수촌아파트,15_잠실종합운동장,16_삼성역,17_휘문중고등학교,18_영동농협풍림아이원아파트,19_도성초교사거리,20_역삼동개나리아파트,21_신한은행데이터센터,22_총지사,23_역삼초등학교,24_서초청소년도서관,25_서초동신동아아파트,26_창신교회앞.서리풀노리학교,27_서울교대정문앞,28_서울교대사거리,29_서초유스센터.서초아트자이,30_서초중학교,31_서울고등학교,32_방배동신동아아파트,33_지하철2호선방배역,34_대우효령아파트,35_종로교회,36_서울교통공사,37_사당역,38_이수역,39_총신대입구역.남성시장입구앞,40_경문고등학교,41_정금마을,42_이수교,43_동작역.국립현충원,44_흑석동한강현대아파트,45_비계,46_흑석역.명수대현대아파트,47_흑석동효사정앞,48_노들역앞,49_흑석동효사정앞,50_흑석역.명수대현대아파트,51_비계,52_흑석동한강현대아파트,53_동작역.국립현충원,54_갯마을앞,55_정금마을.방배경찰서,56_경문고교.배나무골앞,57_총신대입구역.남성시장입구앞,58_사당동우체국앞,59_방배노인종합복지관,60_방배동래미안타워.동덕여중고,61_대항병원.연세사랑병원,62_서울교통공사,63_종로교회앞,64_방배동대우효령아파트앞,65_방배역.백석예술대학교,66_신동아아파트앞,67_서울고등학교,68_서초중학교,69_서초아트자이아파트,70_서울교대사거리,71_서울교대정문앞,72_창신교회.서리풀노리학교,73_서초2동주민센터서이초등학교,74_서초청소년도서관,75_역삼초등학교,76_총지사,77_예림당아트홀.신한은행전산센터,78_역삼동개나리아파트,79_도성초교사거리,80_영동농협풍림아이원아파트,81_휘문중고등학교,82_삼성역,83_강남경찰서.강남운전면허시험장,84_잠실종합운동장,85_아시아선수촌아파트,86_아시아선수촌아파트삼거리.성현교회,87_잠실우성4차현대아파트,88_삼전역,89_송파구민회관구의회,90_석촌고분역.올림픽병원,91_석촌동한솔아파트,92_송파역,93_가락시장.가락시장역,94_문정로데오거리입구,95_문정법조단지.건영아파트,96_장지역.가든파이브,97_복정역환승주차장
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,2,4,1,7,11,12,7,7,12,14,14,6,17,15,10,9,0,8,6,5,4,3,5,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,1,1,2,2,4,3,5,4,6,6,5,7,9,4,12,9,7,8,6,5,3,6,7,6,5,3,3,0,3,2,3,4,2,0,1,3,3,2,5,0,0,5,1,0,2,0,1,3,4,6,1,0,5,4,0,5,5,8,8,3,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 06:00:00,1,3,4,3,5,5,6,7,6,6,8,13,15,15,9,9,9,4,3,5,3,3,2,1,2,2,5,4,3,3,4,6,5,6,3,4,5,4,8,3,7,8,3,2,1,1,0,1,1,2,4,5,7,2,0,5,5,5,3,5,2,6,5,6,6,7,7,9,9,11,10,8,6,8,8,6,6,7,1,6,5,4,3,2,0,4,6,8,7,8,6,5,3,2,0,0,0
2022-04-07 07:00:00,2,4,18,25,24,21,20,24,30,34,39,34,35,29,27,23,19,16,12,18,11,12,10,9,11,17,16,16,9,10,7,5,5,6,2,7,10,10,12,7,9,8,2,1,2,0,0,2,5,9,17,19,25,21,21,12,17,18,21,16,18,19,21,25,25,25,18,19,20,21,21,21,21,24,26,27,23,27,27,29,10,4,4,6,6,13,18,28,38,46,38,21,18,12,7,3,0
2022-04-07 08:00:00,4,9,12,15,19,23,28,29,26,27,39,44,47,42,36,31,26,26,28,30,28,30,32,31,25,27,21,9,17,22,20,19,22,17,11,10,18,15,11,15,18,18,6,5,4,1,0,3,7,9,14,14,15,12,20,17,15,18,20,18,17,22,24,23,26,30,31,31,37,41,38,41,33,49,49,46,36,36,27,21,16,11,8,12,11,15,18,25,37,46,38,36,28,15,8,5,0
2022-04-07 09:00:00,2,4,11,9,16,15,19,19,19,21,22,27,34,28,27,21,17,17,20,21,17,15,14,10,11,10,11,8,7,12,13,12,11,8,5,4,7,6,9,8,8,9,4,2,3,2,1,1,2,6,8,0,11,9,9,12,13,14,14,18,15,12,16,17,21,21,20,16,23,21,21,22,21,25,23,21,14,14,12,12,10,9,8,9,9,11,13,30,39,45,43,33,26,12,4,1,0
2022-04-07 10:00:00,1,4,5,7,6,11,14,13,11,10,9,9,14,12,7,10,7,7,12,10,12,13,11,8,0,10,10,8,7,7,9,10,8,7,6,9,9,4,7,7,5,6,2,1,2,2,0,1,3,3,8,8,11,8,4,7,6,7,8,7,5,3,4,4,7,7,8,8,13,12,13,14,12,16,19,13,12,15,11,9,7,5,3,8,7,10,8,8,9,15,12,9,7,4,1,0,0
2022-04-07 11:00:00,1,3,4,5,8,5,9,10,12,11,10,11,12,10,7,8,11,10,8,11,11,8,8,7,7,9,8,7,7,8,5,7,6,5,4,5,5,6,6,5,6,6,5,0,3,2,0,1,0,5,8,1,7,6,6,7,8,8,7,8,0,9,0,8,7,6,4,6,8,9,7,6,6,9,10,9,8,11,10,7,8,7,7,6,5,6,6,8,10,7,8,6,6,4,2,0,0
2022-04-07 12:00:00,1,3,6,7,8,9,9,11,9,9,10,9,11,10,9,9,7,7,9,10,10,8,8,9,8,11,11,12,11,9,10,10,10,0,2,9,5,8,6,7,9,10,4,3,2,1,0,1,2,3,8,0,8,4,7,5,6,7,8,5,0,5,6,6,8,9,8,11,12,14,9,9,10,9,13,13,10,8,8,8,10,6,9,8,7,8,8,9,11,12,10,8,7,5,4,3,0
2022-04-07 13:00:00,1,3,4,5,9,8,10,12,10,10,8,8,11,11,9,12,10,10,12,13,12,16,18,20,20,17,14,12,9,10,14,12,10,11,8,9,6,5,4,0,4,6,4,3,2,2,2,1,0,6,4,5,9,8,7,5,11,10,7,4,0,6,5,5,5,6,7,6,7,8,14,14,11,12,12,11,10,10,9,8,13,9,8,10,10,11,9,9,10,10,11,8,8,6,3,0,0
2022-04-07 14:00:00,0,6,7,10,8,12,12,13,14,14,16,10,9,6,10,9,16,19,19,13,15,14,16,13,9,13,12,11,12,12,11,12,11,10,9,9,13,10,10,9,8,6,4,4,4,3,2,3,0,4,5,0,6,6,5,5,7,8,6,7,2,8,7,6,8,7,6,9,10,10,21,23,22,22,24,21,15,15,15,13,31,5,5,8,7,8,8,10,14,13,5,8,4,3,2,1,0
2022-04-07 15:00:00,2,6,7,9,15,10,18,23,21,19,15,12,9,5,7,12,8,15,17,19,20,18,14,11,14,17,18,18,13,18,22,22,17,16,17,15,12,7,7,8,10,9,5,3,4,3,1,2,4,6,7,6,7,7,2,5,6,7,7,8,0,4,6,7,6,5,5,6,12,8,13,11,9,9,11,10,12,15,11,14,14,9,28,12,14,12,12,13,14,12,12,10,6,3,2,0,0
2022-04-07 16:00:00,1,6,8,11,13,26,28,28,23,23,15,14,13,13,14,16,13,16,15,17,20,20,24,25,24,21,22,22,10,21,34,39,37,35,36,38,34,30,17,16,15,15,12,9,9,5,4,4,8,12,7,8,13,13,7,14,25,25,23,16,14,15,14,17,17,18,27,26,29,28,25,21,19,20,23,23,20,24,19,13,15,13,13,24,25,23,20,18,18,13,13,12,11,9,5,2,0
2022-04-07 17:00:00,5,8,11,24,27,28,31,31,26,19,14,13,14,14,12,12,12,11,15,19,28,29,22,17,18,20,19,19,22,22,23,22,26,24,14,17,15,11,10,9,7,10,8,7,4,4,3,2,1,6,6,0,9,12,11,10,11,12,8,11,9,10,11,12,10,10,15,16,15,17,26,16,22,22,23,26,26,24,20,20,23,26,28,30,26,24,26,23,24,20,19,10,9,8,3,1,0
2022-04-07 18:00:00,3,10,14,24,31,32,34,39,37,29,17,13,13,12,11,17,20,23,24,25,33,37,39,36,37,38,35,38,35,44,50,46,26,24,24,21,17,13,8,5,9,7,4,4,6,5,4,4,3,6,9,8,12,25,30,27,18,15,15,13,12,11,7,11,14,17,19,19,20,24,25,26,25,28,22,30,33,41,43,47,46,48,50,46,45,41,35,30,22,22,20,16,13,10,5,3,0
2022-04-07 19:00:00,1,10,9,14,12,14,10,14,14,20,22,18,14,13,11,13,12,14,17,16,17,31,19,18,19,20,20,16,16,17,21,23,20,16,18,16,11,11,8,6,9,10,12,10,3,1,2,1,4,6,8,7,11,8,7,7,10,8,10,8,7,5,0,6,8,7,10,9,9,9,10,9,8,14,15,15,17,15,17,17,21,19,23,21,21,17,15,12,15,14,14,10,7,6,5,2,0
2022-04-07 20:00:00,0,4,6,7,16,20,21,21,17,10,9,5,4,4,3,5,4,8,10,12,10,8,7,12,11,11,9,11,12,14,14,15,15,14,11,11,16,14,12,10,9,9,7,5,6,4,1,2,2,4,6,1,4,5,6,5,6,7,9,6,0,8,7,2,7,6,10,7,8,10,9,10,10,12,12,11,13,14,11,10,11,8,12,13,15,11,12,11,13,15,13,11,8,7,2,1,0
2022-04-07 21:00:00,1,6,9,8,10,11,12,14,10,8,10,8,9,8,10,10,13,11,10,12,10,9,9,11,12,11,12,13,14,15,15,13,12,11,11,6,11,6,9,8,6,7,5,4,1,3,2,1,1,6,4,7,9,4,2,8,13,12,13,5,3,0,5,4,8,7,6,7,5,12,12,11,4,11,15,17,15,13,17,15,26,13,15,26,26,13,15,15,16,12,11,9,6,4,2,0,0
2022-04-07 22:00:00,1,2,10,14,13,16,19,20,19,12,8,7,8,9,16,20,17,16,27,26,26,26,23,25,24,22,21,18,16,14,14,13,16,14,9,0,12,10,11,10,11,9,9,6,4,5,4,1,1,4,0,0,6,6,5,4,6,7,11,11,7,8,9,7,8,7,9,10,11,12,11,10,10,14,18,16,20,17,16,16,24,25,23,31,29,28,22,23,18,17,16,11,8,6,4,1,0
2022-04-07 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,7,7,6,22,18,15,14,14,4,12,11,9,11,4,0,8,13,13,13,14,10,8,9,8,2,1,0,1,1,2,3,1,4,3,1,2,3,1,4,4,0,2,0,3,5,4,5,4,4,6,9,8,7,15,14,11,10,11,9,7,6,14,12,12,9,8,8,9,6,3,4,5,3,1,0,0,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,4,5,7,8,11,5,12,13,12,14,16,6,18,17,11,13,0,10,9,7,4,5,8,9,7,7,0,0,6,5,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,1,2,1,2,3,2,1,2,4,5,6,8,9,0,11,5,10,9,3,4,5,3,4,6,4,5,6,5,5,4,3,4,4,2,3,2,5,4,1,0,6,0,2,1,2,2,1,1,1,2,1,3,0,4,0,6,5,7,7,2,0,0,8,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 06:00:00,2,3,4,3,5,6,8,7,6,8,8,8,9,8,7,6,7,6,5,4,4,5,4,3,2,3,3,5,3,2,5,4,3,6,2,2,6,5,5,5,5,6,1,0,1,0,0,2,3,4,5,6,6,7,3,7,8,7,8,5,0,5,7,7,5,9,9,6,13,13,13,10,12,13,9,8,6,5,5,7,5,4,2,1,0,2,4,4,5,6,5,4,3,0,2,0,0
2022-04-08 07:00:00,1,3,6,7,12,14,16,18,20,24,30,33,41,38,29,28,19,19,21,23,16,17,16,12,11,17,18,18,19,16,10,9,8,8,9,10,8,6,14,12,13,15,5,4,1,1,0,2,7,6,15,16,17,16,17,14,20,22,24,15,14,13,15,16,17,17,16,17,22,28,20,21,23,24,28,21,19,25,27,26,12,8,3,6,7,16,18,28,39,43,33,22,11,6,4,2,0
2022-04-08 08:00:00,1,17,21,18,14,20,23,24,32,33,34,34,38,34,36,38,28,24,31,33,26,22,18,16,17,16,14,12,11,12,11,13,11,12,11,10,14,12,19,21,16,13,7,7,7,5,3,3,6,11,20,20,25,15,33,31,25,29,30,25,26,27,28,26,30,32,32,28,35,37,35,33,31,42,42,41,36,38,35,31,26,16,13,14,12,24,27,30,36,50,45,37,28,10,5,2,0
2022-04-08 09:00:00,1,3,8,9,11,12,17,17,15,16,23,31,32,30,30,29,25,24,24,24,20,16,12,11,12,9,10,8,7,9,9,9,9,9,8,9,9,8,12,11,16,16,9,8,5,2,1,2,0,3,7,2,8,6,9,10,11,9,17,18,19,21,20,18,22,17,24,20,21,24,22,23,22,22,21,14,21,20,22,20,15,11,11,10,2,13,14,16,20,24,24,22,20,12,8,1,0
2022-04-08 10:00:00,1,3,5,7,9,13,9,11,11,11,11,11,14,13,9,12,10,9,11,8,8,10,7,9,7,11,11,8,8,11,10,9,9,9,12,7,10,7,8,8,7,6,3,0,2,2,1,2,3,4,6,4,7,3,6,7,8,7,0,8,8,6,7,6,5,8,11,7,10,13,12,12,13,13,14,10,11,10,9,9,8,6,6,10,8,9,12,14,19,19,19,13,9,8,5,1,0
2022-04-08 11:00:00,3,2,3,6,9,7,8,8,8,7,8,9,14,10,7,7,6,5,6,8,8,9,11,10,9,10,10,9,8,9,10,9,9,8,7,9,7,12,11,4,10,10,8,7,5,3,0,2,2,3,6,0,8,4,8,3,8,9,4,9,0,5,10,3,8,7,9,12,6,8,6,7,9,8,9,12,8,10,6,10,9,8,7,7,8,10,11,13,13,9,7,6,4,2,3,1,0
2022-04-08 12:00:00,2,4,5,6,8,10,12,14,14,9,10,10,9,9,11,12,10,7,6,10,11,11,9,10,13,8,12,13,12,13,13,7,14,12,4,6,12,11,11,11,10,11,6,5,1,2,1,0,3,5,7,0,8,7,7,7,10,13,14,10,11,7,12,10,9,9,10,11,10,10,11,11,11,13,16,17,13,12,8,7,8,6,7,7,6,8,11,14,18,20,19,14,10,8,6,3,0
2022-04-08 13:00:00,1,1,4,6,4,10,11,10,9,6,9,9,11,9,9,8,10,9,12,13,14,13,22,19,22,24,25,27,24,23,22,24,24,20,19,18,13,14,9,8,10,10,6,7,4,2,1,4,5,9,8,5,7,9,8,7,13,10,10,7,10,9,7,8,9,5,11,10,11,10,11,9,12,11,21,23,20,19,16,15,16,11,9,12,10,10,10,8,10,10,11,8,6,4,1,0,0
2022-04-08 14:00:00,2,5,8,12,13,10,9,11,10,8,7,8,10,10,8,9,8,8,8,12,14,11,15,13,17,16,20,20,17,15,18,17,14,12,14,14,16,14,18,15,13,12,8,7,6,3,2,1,3,7,8,8,11,9,13,14,14,7,10,8,10,10,4,12,11,18,19,18,22,22,24,21,17,21,22,23,22,21,14,15,12,10,10,13,14,17,18,17,18,18,14,12,8,6,3,1,0
2022-04-08 15:00:00,2,3,7,10,16,23,24,29,17,13,12,6,9,8,11,10,23,24,20,14,17,16,17,16,19,17,17,22,21,25,40,37,33,12,27,28,23,17,13,16,15,18,5,4,4,3,2,2,4,9,10,0,16,11,12,12,9,9,11,15,12,10,11,6,10,9,19,21,15,14,11,14,11,12,13,13,12,14,11,10,26,24,21,18,17,15,12,9,10,8,16,14,10,9,4,3,0
2022-04-08 16:00:00,4,10,10,9,10,24,26,28,19,10,15,12,10,11,11,20,21,18,17,18,20,19,19,20,20,20,20,21,21,26,34,33,32,33,32,29,31,25,17,23,21,22,14,14,10,5,1,1,2,7,8,5,14,15,14,15,16,11,18,14,13,12,14,14,14,14,14,20,21,18,20,19,18,18,19,21,19,21,18,16,14,11,11,16,17,21,19,17,18,19,14,17,15,11,5,2,0
2022-04-08 17:00:00,3,9,13,27,33,34,38,39,34,21,19,13,14,14,13,14,13,11,14,10,18,22,25,18,17,19,22,27,27,29,28,27,23,23,23,19,17,18,20,30,29,34,15,3,10,6,5,1,5,10,10,9,27,24,17,15,20,19,19,10,0,7,0,4,9,10,11,10,11,16,16,18,20,18,20,24,27,29,24,21,24,22,29,28,20,19,19,15,16,13,13,12,9,6,3,0,0
2022-04-08 18:00:00,5,9,16,35,43,37,31,31,26,31,24,20,23,18,13,16,15,18,17,18,27,31,33,32,38,38,34,36,37,37,38,38,31,25,29,25,22,22,20,18,16,22,15,13,11,7,6,2,2,11,15,16,28,20,27,22,18,20,15,16,17,15,17,16,19,19,16,20,24,34,37,40,42,38,34,33,24,22,18,19,25,22,26,49,45,38,36,29,31,36,34,24,22,19,14,4,0
2022-04-08 19:00:00,3,9,13,19,22,26,25,24,25,22,20,17,16,15,14,13,13,14,14,16,15,22,17,15,16,16,15,13,12,17,17,16,14,12,10,10,30,27,29,29,29,30,27,20,10,4,1,1,2,6,7,9,11,7,7,6,13,17,14,11,4,10,8,7,8,6,5,13,16,18,18,13,16,17,14,14,16,20,18,16,14,15,19,28,24,18,15,18,18,15,14,13,8,7,3,5,0
2022-04-08 20:00:00,1,5,4,7,15,22,23,18,16,12,10,8,10,9,8,10,10,8,11,8,12,11,9,10,12,13,11,12,11,14,12,14,12,11,9,13,11,9,10,12,10,11,10,9,8,4,3,1,1,4,4,3,8,6,8,6,8,7,7,8,0,4,9,7,12,14,13,12,10,10,12,7,12,9,11,11,13,13,12,18,18,15,15,18,13,11,9,10,7,14,15,9,6,3,1,1,0
2022-04-08 21:00:00,1,7,8,10,11,13,14,18,12,8,6,5,4,3,10,12,20,20,21,20,19,18,17,14,9,8,10,11,13,10,9,10,11,12,11,10,9,8,9,10,11,11,6,8,4,1,3,2,3,5,4,0,7,5,7,2,8,9,6,5,2,5,2,4,6,7,7,9,8,10,10,12,12,11,14,12,12,13,18,18,18,17,17,22,17,15,14,11,13,11,9,11,9,7,6,4,0
2022-04-08 22:00:00,1,6,0,8,10,11,11,17,11,10,10,9,7,5,8,7,9,19,26,25,27,26,23,22,22,22,18,19,17,17,20,18,18,17,13,15,15,12,10,7,3,3,4,0,7,1,6,2,3,3,0,0,4,1,3,4,9,8,6,5,6,8,6,3,7,8,8,6,7,8,14,8,12,14,21,18,16,13,16,21,30,25,27,28,26,22,24,21,18,19,17,12,7,5,4,1,0
2022-04-08 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,6,11,10,8,10,8,7,6,7,6,9,8,10,7,14,12,12,10,8,9,8,4,6,5,0,3,0,2,0,2,8,8,9,8,7,6,8,6,2,5,3,0,6,4,5,6,6,5,7,6,5,7,8,6,6,9,9,12,10,7,8,10,10,9,9,7,7,7,6,6,5,0,0,0,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 04:00:00,2,3,0,0,3,4,5,0,4,6,7,8,9,8,8,6,5,4,5,6,7,2,8,9,0,10,0,8,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 05:00:00,1,5,0,0,4,0,2,3,3,4,6,6,7,6,7,6,5,3,3,0,2,2,3,1,2,1,0,0,2,3,2,3,7,3,6,5,5,4,2,3,0,0,1,0,2,1,0,2,0,3,4,0,0,0,0,3,3,4,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 06:00:00,1,1,3,4,6,3,5,3,4,3,3,4,4,2,5,5,6,5,6,0,0,5,5,0,1,2,2,3,0,3,0,4,3,0,0,1,2,3,3,3,4,4,4,4,4,2,0,1,1,2,3,0,0,2,0,0,3,2,3,2,0,5,0,0,6,2,5,3,6,4,7,6,5,5,4,3,5,4,6,6,5,4,2,1,0,3,2,3,0,3,0,1,1,0,0,0,0
2022-04-09 07:00:00,2,2,1,1,2,2,4,7,5,5,5,5,7,6,6,5,4,3,4,5,5,2,3,3,3,4,4,3,2,5,1,2,6,5,4,3,3,2,2,3,4,2,3,0,3,2,0,0,1,2,3,2,3,1,3,1,3,2,4,1,2,5,5,4,6,6,8,4,0,5,6,6,7,6,7,6,5,4,3,4,3,3,0,3,2,5,4,5,8,11,9,6,4,1,0,0,0
2022-04-09 08:00:00,1,2,3,3,4,6,8,6,8,11,12,13,16,14,11,17,9,9,5,6,7,8,7,6,7,5,6,5,6,7,5,8,6,7,7,2,8,3,7,8,4,6,2,0,1,1,0,1,0,3,4,5,4,4,5,4,6,7,6,2,4,4,0,6,5,7,7,8,11,12,11,12,11,10,14,12,11,13,13,10,9,7,5,7,7,6,10,11,10,10,11,7,5,4,3,0,0
2022-04-09 09:00:00,1,4,9,7,12,15,12,15,15,15,19,21,22,19,14,16,11,12,8,8,7,8,7,8,10,9,11,10,8,9,9,8,5,6,5,5,10,5,6,0,1,7,2,6,4,3,3,4,1,8,5,3,9,8,10,10,9,8,9,10,9,4,7,4,6,6,5,6,10,11,12,12,11,12,14,15,13,18,14,14,9,6,3,6,5,5,8,11,14,13,12,9,4,3,1,1,0
2022-04-09 10:00:00,0,2,7,2,9,10,16,16,15,18,13,12,15,12,9,11,10,10,8,9,9,7,6,6,7,11,10,9,8,7,6,5,8,9,8,8,10,4,7,3,5,6,6,4,3,2,0,1,2,5,9,10,13,12,14,11,8,6,6,4,5,4,7,6,8,8,10,11,15,17,17,19,19,18,14,14,12,13,11,10,9,8,5,5,4,7,9,12,15,14,13,10,8,6,5,2,0
2022-04-09 11:00:00,4,9,10,13,15,19,17,18,9,8,8,13,14,14,9,9,8,8,9,10,11,11,7,9,10,8,10,6,9,9,10,11,10,12,0,10,11,9,8,7,8,10,5,7,4,2,0,2,3,3,5,2,8,6,7,0,9,7,7,7,5,9,0,7,7,9,9,12,14,10,11,8,11,9,11,10,8,8,7,9,9,8,8,8,9,8,10,13,14,19,17,10,8,6,3,1,0
2022-04-09 12:00:00,0,3,8,2,13,16,16,15,14,15,14,15,18,14,12,10,9,9,11,11,12,15,14,11,12,14,14,16,16,17,19,21,22,22,24,20,22,21,20,11,10,10,8,2,1,1,0,4,4,9,10,5,20,21,22,18,13,11,9,8,10,8,9,11,7,9,10,11,12,13,14,15,14,23,22,20,19,19,20,19,15,14,11,12,9,12,14,13,15,20,18,14,4,6,5,1,0
2022-04-09 13:00:00,2,4,6,8,10,13,16,18,17,15,16,13,20,13,12,12,12,11,12,11,13,13,12,11,13,13,14,14,15,20,19,18,18,14,15,16,17,16,19,20,19,23,10,6,6,3,1,1,2,7,8,10,17,17,11,12,14,12,11,14,13,15,11,14,12,10,10,8,14,15,16,16,14,14,17,23,22,22,16,14,13,9,11,11,14,17,18,16,19,20,17,13,12,11,6,2,0
2022-04-09 14:00:00,2,9,11,7,8,13,12,12,10,8,9,8,10,11,11,12,12,12,14,10,13,12,10,12,14,15,13,13,11,14,15,14,13,15,6,11,15,13,18,19,26,20,9,8,8,3,2,2,3,7,5,8,10,10,9,5,7,8,7,7,4,6,6,7,6,7,7,8,12,12,12,14,14,18,21,17,15,19,19,20,17,16,9,17,12,10,11,13,14,18,15,12,8,8,4,2,0
2022-04-09 15:00:00,3,9,8,10,13,16,15,14,12,12,13,14,13,12,14,16,18,16,10,15,12,10,12,13,12,13,15,13,16,16,16,17,16,15,13,13,13,15,18,14,15,17,10,9,4,3,4,1,6,11,13,10,21,20,22,20,16,14,15,13,0,6,7,13,15,11,11,12,14,16,12,17,15,20,21,20,19,28,24,23,22,21,10,14,11,12,13,17,19,19,11,9,4,5,2,0,0
