Unnamed: 0,1_국민대앞,2_청덕초등학교,3_북악중학교,4_봉국사,5_정릉2동주민센터,6_숭덕초교,7_정릉길음시장,8_돈암동삼성아파트입구,9_돈암1동주민센터,10_종암사거리,11_종암경찰서,12_종암동주민센터,13_숭례초교,14_고려대역.고대앞삼거리,15_홍파초등학교,16_제기동주민센터.서울약령시앞,17_청량리수산시장,18_청량리역환승센터,19_서울성심병원,20_휘경동입구,21_삼육서울병원,22_중랑교,23_서울우유앞,24_신성은하수아파트,25_면목2동한신아파트,26_면목5동,27_동서그랜드맨션,28_하나은행면목지점,29_면목복개천,30_지하철7호선면목역,31_농협앞,32_혜원여중고후문,33_서일대학교,34_용마문화복지센터,35_용마문화복지센터,36_서일대학교,37_혜원여중고후문,38_농협앞,39_면목역,40_면목복개천,41_하나은행면목지점,42_동서그랜드맨션,43_면목5동,44_면목2동한신아파트,45_신성은하수아파트,46_서울우유앞,47_중랑교,48_삼육서울병원,49_시조사삼거리,50_떡전교사거리.동대문노인복지관,51_청량리미주아파트.동대문세무서,52_청량리역환승센타,53_경동시장앞,54_홍파초등학교,55_제기동한신아파트앞,56_고려대역.고대앞삼거리,57_숭례초등학교,58_종암동주민센터,59_종암경찰서,60_돈암1동주민센터,61_길음역,62_길음뉴타운10단지.라온유아파트,63_숭덕초교,64_정릉2동주민센터,65_봉국사,66_고려대사범대학부속고등학교,67_청덕초교,68_국민대앞,11_종암사거리입구,59_종암사거리입구
2022-03-25 19:00:00,12,19,20,9,18,18,11,15,15,14,,16,16,16,12,13,15,26,33,34,36,36,33,29,26,23,18,13,9,24,17,9,5,0,6,4,5,7,8,15,18,20,18,15,13,12,13,11,9,12,12,17,19,19,18,31,27,20,,14,20,16,11,7,6,3,1,0,16.0,16.0
2022-03-25 20:00:00,4,5,5,0,7,8,8,13,16,12,,16,14,14,13,13,15,21,22,14,24,23,20,18,14,9,8,9,5,10,8,4,1,0,11,14,16,15,9,11,11,10,7,8,7,2,8,8,7,7,6,14,16,14,12,12,13,10,,7,10,9,7,7,6,3,1,0,15.0,10.0
2022-03-25 21:00:00,9,13,15,6,16,15,16,15,12,11,,7,8,10,5,6,6,16,17,16,17,11,17,13,10,8,8,5,4,11,6,5,1,1,3,14,6,7,7,10,7,9,7,4,5,4,5,6,4,5,6,11,12,11,10,13,12,10,,12,13,12,11,9,7,5,0,0,8.0,11.0
2022-03-25 22:00:00,11,12,15,14,13,0,13,17,19,20,,16,13,11,10,13,14,13,11,10,15,17,14,11,10,8,8,6,7,10,6,4,2,0,4,3,0,5,8,12,12,9,9,7,4,4,5,7,10,10,8,11,11,8,6,11,10,11,,12,14,11,10,6,5,3,1,0,20.0,13.0
2022-03-25 23:00:00,0,1,4,7,9,11,12,11,12,9,,8,9,8,8,7,7,8,9,8,11,11,9,8,5,7,5,4,3,10,3,2,2,0,3,1,0,4,7,6,6,5,0,4,5,4,6,7,8,5,7,8,10,4,6,11,13,11,,4,9,9,10,7,6,4,0,0,10.0,4.0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-26 04:00:00,0,0,1,0,0,0,1,0,0,0,,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,6,0,0,7,0,8,0,0,6,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6.0,0.0
2022-03-26 05:00:00,0,1,2,0,3,2,5,4,1,1,,4,3,4,3,4,5,6,3,7,6,0,7,4,8,0,7,8,6,4,3,1,0,0,0,2,3,2,2,2,3,5,4,5,5,4,2,6,5,4,3,7,7,2,8,7,2,0,,4,0,0,5,0,0,1,0,0,8.0,6.0
2022-03-26 06:00:00,2,1,3,2,3,5,4,4,0,4,,7,6,0,9,8,6,5,5,5,6,5,6,4,5,6,8,9,5,4,1,0,0,1,1,3,7,5,2,3,9,9,10,12,13,14,12,11,10,8,9,8,9,8,0,6,4,3,,6,5,2,1,0,0,2,1,0,5.0,7.0
2022-03-26 07:00:00,1,1,3,4,5,8,10,8,5,3,,12,13,14,14,12,12,7,6,6,7,6,5,5,5,5,4,5,5,5,1,0,1,0,1,4,9,7,5,6,5,7,6,8,10,11,12,13,10,9,7,5,4,4,3,5,5,5,,6,5,4,4,2,2,2,1,0,10.0,7.0
2022-03-26 08:00:00,1,4,4,5,3,10,13,8,9,7,,9,12,13,12,8,10,8,6,5,7,6,7,7,7,7,9,13,10,5,4,4,2,0,4,7,15,11,7,8,12,15,15,17,18,17,15,20,16,18,16,14,13,14,12,11,10,12,,8,9,7,8,6,5,5,4,0,11.0,10.0
2022-03-26 09:00:00,3,6,6,0,7,11,11,11,10,9,,12,11,11,13,8,11,4,2,5,3,1,4,5,5,4,7,6,5,3,1,0,0,0,2,3,14,14,7,5,9,10,16,19,20,20,19,19,14,18,14,10,13,12,11,12,10,14,,10,11,9,8,8,5,5,3,0,10.0,14.0
2022-03-26 10:00:00,2,4,8,0,9,9,11,12,15,8,,18,16,18,19,18,12,10,8,8,7,6,4,5,6,3,5,6,6,8,6,2,0,0,1,3,10,8,4,7,9,11,9,12,13,13,12,12,13,12,10,10,11,3,12,11,9,9,,4,7,2,4,4,4,4,3,0,16.0,7.0
2022-03-26 11:00:00,6,4,13,14,15,16,18,22,21,19,,17,18,17,14,13,12,11,8,9,9,10,8,8,9,7,9,9,5,8,7,3,0,0,3,1,4,4,6,8,11,12,12,14,14,15,13,17,13,18,16,11,14,11,13,14,14,16,,15,15,11,10,9,8,7,3,0,11.0,16.0
2022-03-26 12:00:00,5,6,12,13,15,13,17,14,16,12,,20,18,16,19,18,16,13,13,9,13,11,10,6,9,8,10,11,9,7,6,4,1,0,1,5,9,11,7,11,9,11,12,15,10,18,23,21,22,20,21,25,28,24,24,22,19,16,,11,11,10,10,10,7,8,4,0,19.0,12.0
2022-03-26 13:00:00,6,9,13,14,10,15,18,21,26,24,,16,18,18,19,17,19,16,14,13,13,13,12,12,11,9,10,9,7,4,4,2,1,0,5,1,8,9,6,6,15,16,18,19,20,17,17,17,16,12,16,11,20,20,20,21,18,16,,15,14,9,5,8,0,7,3,0,18.0,17.0
2022-03-26 14:00:00,6,8,12,8,12,13,13,14,7,13,,17,19,18,18,18,19,15,14,12,12,5,12,11,12,10,11,8,7,7,7,11,8,0,7,8,8,11,8,7,10,12,13,13,12,12,13,14,14,15,16,21,27,26,24,17,16,15,,13,16,16,13,11,10,6,4,0,14.0,17.0
2022-03-26 15:00:00,5,3,8,8,10,11,14,13,14,12,,11,14,13,15,15,15,11,10,14,16,16,17,15,13,13,12,13,11,5,4,2,0,0,2,6,8,12,9,11,14,15,16,19,16,18,15,16,13,15,13,12,20,17,19,21,21,18,,16,17,14,13,9,6,4,2,0,9.0,18.0
2022-03-26 16:00:00,8,9,12,0,12,12,15,15,15,14,,20,21,22,22,20,18,22,21,20,24,26,19,17,17,14,11,11,10,9,7,3,1,0,3,5,6,8,6,7,7,8,7,12,10,9,12,10,11,12,8,13,18,10,13,16,14,17,,12,11,7,6,5,3,4,0,0,19.0,16.0
2022-03-26 17:00:00,4,3,5,4,13,13,17,16,15,14,,15,25,24,12,22,19,23,24,21,22,23,26,23,20,21,18,16,11,11,10,4,1,0,4,7,8,10,8,10,9,13,14,13,12,13,14,16,13,12,18,22,26,24,16,25,16,14,,9,11,10,7,7,7,7,5,0,16.0,11.0
2022-03-26 18:00:00,4,6,5,6,8,6,9,10,11,11,,11,13,12,12,13,13,15,16,10,19,20,18,17,15,11,15,16,12,11,9,3,1,0,3,4,7,6,7,9,10,10,10,10,11,8,14,15,14,12,11,15,21,18,13,18,15,13,,12,13,9,8,5,6,2,1,0,13.0,14.0
2022-03-26 19:00:00,4,5,6,6,7,11,13,11,12,12,,9,11,8,8,10,12,14,11,15,10,13,12,12,12,8,7,5,6,4,2,1,0,0,2,3,6,6,5,5,4,4,5,3,8,5,8,6,3,6,7,15,17,14,9,16,15,15,,9,9,8,5,7,4,3,1,0,10.0,12.0
2022-03-26 20:00:00,1,2,4,0,3,5,6,10,10,6,,7,8,9,5,4,6,12,13,12,11,9,9,9,6,9,9,8,5,11,8,3,1,0,2,2,4,2,8,11,13,9,9,12,11,12,13,11,6,7,11,9,12,13,9,10,12,16,,6,8,7,6,8,7,4,0,0,8.0,8.0
2022-03-26 21:00:00,3,3,4,0,3,3,4,12,12,9,,8,7,6,7,0,7,12,16,9,15,17,13,12,10,5,5,6,3,8,7,5,1,0,2,0,2,2,3,4,7,5,2,4,3,1,3,2,2,5,5,8,8,5,6,9,8,8,,8,16,13,10,10,9,4,0,0,9.0,15.0
2022-03-26 22:00:00,1,2,7,1,8,8,9,9,10,9,,8,7,7,7,0,6,12,7,13,11,10,9,12,11,10,7,5,4,3,2,2,0,0,1,1,0,1,4,6,6,4,5,3,4,4,4,6,5,6,7,13,12,11,11,17,13,11,,15,18,14,12,9,7,5,1,0,9.0,17.0
2022-03-26 23:00:00,0,3,5,6,4,5,0,7,5,0,,2,6,0,0,1,3,8,12,11,9,12,14,12,8,9,7,4,2,8,7,5,3,0,0,2,4,5,4,6,5,4,4,3,7,4,4,2,5,5,6,6,7,2,7,8,8,5,,5,10,7,6,5,4,2,0,0,6.0,6.0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-27 04:00:00,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-27 05:00:00,0,0,1,0,3,0,4,3,4,2,,5,6,0,5,6,5,7,7,4,6,6,4,6,7,6,8,7,2,5,0,1,0,0,0,0,2,1,1,2,3,2,3,5,0,0,1,2,3,4,2,3,7,0,8,7,6,6,,4,3,0,0,0,1,1,0,0,3.0,4.0
2022-03-27 06:00:00,0,1,3,2,1,2,3,0,2,3,,3,4,4,4,4,3,4,2,3,2,3,2,5,6,4,2,3,1,7,6,3,0,0,1,1,3,4,3,2,4,7,9,11,0,0,5,6,5,5,3,5,6,7,4,5,2,5,,6,1,3,0,4,0,1,0,0,4.0,7.0
2022-03-27 07:00:00,1,4,6,5,7,8,11,8,0,4,,7,3,4,4,0,5,6,0,1,6,5,4,5,1,4,2,3,2,1,0,0,0,0,1,1,4,3,1,2,5,9,5,7,11,6,11,11,10,3,7,3,6,4,5,4,3,3,,0,3,2,0,1,2,1,1,0,6.0,4.0
2022-03-27 08:00:00,3,5,5,2,6,12,12,14,5,15,,11,12,12,6,10,9,6,8,7,6,6,6,7,7,8,9,5,8,4,3,1,1,0,1,2,3,2,2,4,7,7,8,12,13,15,10,14,13,5,9,3,4,3,0,2,6,6,,5,7,8,9,8,1,4,2,0,10.0,5.0
2022-03-27 09:00:00,1,2,4,0,8,7,7,10,10,9,,9,9,8,10,10,9,7,5,7,6,7,7,7,8,7,8,11,8,8,5,3,0,0,1,3,10,10,7,10,14,17,19,26,27,24,20,16,15,14,13,13,12,13,13,12,12,14,,14,21,20,18,16,7,12,7,0,9.0,15.0
2022-03-27 10:00:00,2,4,7,0,10,14,14,10,11,9,,9,11,12,11,10,9,6,7,6,6,5,4,9,5,4,8,9,6,6,3,1,0,0,2,2,3,5,8,5,10,13,14,15,15,14,14,14,11,9,10,8,10,9,0,6,7,10,,6,11,12,13,10,9,8,7,0,11.0,10.0
2022-03-27 11:00:00,2,5,7,3,6,11,10,10,11,9,,15,13,13,12,13,12,11,11,10,10,10,5,9,8,8,9,11,2,2,1,1,0,0,2,4,11,14,6,7,8,10,11,16,13,15,15,14,13,13,13,12,10,12,12,10,9,7,,7,8,6,5,7,2,3,1,0,9.0,1.0
2022-03-27 12:00:00,3,6,11,0,8,14,15,15,16,11,,18,16,19,18,15,14,13,15,17,17,15,15,13,12,9,10,12,11,6,4,2,1,0,2,5,6,7,6,11,15,14,13,15,15,15,14,14,12,16,16,16,18,17,13,12,6,9,,5,9,8,7,5,8,5,3,0,16.0,9.0
2022-03-27 13:00:00,15,17,18,13,18,20,21,19,21,19,,12,16,18,17,16,17,16,15,13,15,16,15,8,9,11,12,11,10,8,5,2,0,0,2,4,6,10,11,12,19,21,22,20,16,23,20,22,21,20,18,14,19,17,17,18,13,14,,12,7,9,6,8,6,5,2,0,13.0,14.0
2022-03-27 14:00:00,1,5,9,11,0,10,13,8,9,18,,21,23,22,7,17,13,14,11,14,13,15,15,16,14,12,15,14,10,8,5,3,1,0,3,2,4,7,6,8,12,18,18,22,23,25,24,25,26,14,21,22,15,14,16,21,20,11,,9,7,6,5,8,2,7,2,0,19.0,7.0
2022-03-27 15:00:00,6,7,10,11,11,11,9,10,9,8,,14,15,16,14,12,12,12,13,11,11,11,11,9,12,9,12,10,8,5,3,4,1,0,1,3,5,5,7,7,10,11,14,16,18,16,16,17,11,17,17,16,26,21,20,20,18,16,,15,13,12,10,10,6,3,1,0,9.0,19.0
2022-03-27 16:00:00,7,10,8,0,10,9,12,16,19,15,,13,13,10,10,9,10,15,18,15,16,15,15,14,13,11,11,11,9,8,7,5,1,0,1,3,8,2,8,7,8,8,11,14,16,19,18,20,8,17,14,13,18,17,16,15,12,14,,11,10,9,8,5,5,2,1,0,13.0,13.0
2022-03-27 17:00:00,4,8,9,9,11,11,12,15,16,15,,12,9,8,11,9,9,14,13,13,15,16,14,14,12,11,10,9,6,4,3,2,1,0,1,3,5,5,8,9,8,10,11,10,10,10,11,12,12,11,11,14,22,17,21,24,20,13,,10,8,8,5,6,5,3,0,0,12.0,14.0
2022-03-27 18:00:00,1,3,4,5,4,3,6,8,6,10,,8,7,7,0,10,12,15,14,14,14,15,14,12,12,10,8,11,8,17,12,10,3,0,2,3,4,4,10,12,11,11,9,9,7,9,9,9,8,10,9,14,18,16,17,17,15,12,,11,10,8,8,7,5,2,2,0,9.0,11.0
2022-03-27 19:00:00,3,4,5,0,6,4,5,8,8,8,,5,6,5,5,0,6,15,16,14,15,16,15,12,11,9,11,10,7,5,4,1,0,0,1,4,6,7,8,9,9,8,8,5,4,6,4,5,0,6,6,13,12,7,5,12,14,14,,12,14,13,11,8,7,5,1,0,7.0,13.0
2022-03-27 20:00:00,3,1,2,0,5,3,4,6,4,3,,5,6,5,4,6,5,10,8,6,13,14,15,14,11,9,8,3,3,9,7,3,0,0,1,2,4,2,4,6,4,6,6,8,1,6,8,9,4,7,8,13,18,17,16,16,14,12,,4,14,12,11,10,8,7,1,0,4.0,11.0
2022-03-27 21:00:00,1,3,5,6,10,1,11,9,10,9,,6,7,8,9,2,10,11,11,9,10,15,14,13,6,6,5,4,3,8,7,2,1,0,0,1,3,4,5,7,7,7,2,6,4,8,7,5,4,1,4,10,8,9,10,10,8,5,,4,12,10,4,3,9,4,0,0,8.0,4.0
2022-03-27 22:00:00,3,5,8,9,7,8,4,10,10,8,,7,6,5,0,0,7,8,9,10,10,11,10,12,9,7,6,2,4,6,4,1,1,0,3,2,1,2,5,8,6,6,5,5,3,4,4,8,5,7,3,12,12,13,13,12,13,10,,10,18,16,14,13,11,7,1,0,6.0,11.0
2022-03-27 23:00:00,1,3,2,4,2,6,6,8,2,9,,6,2,4,3,4,3,5,0,1,5,3,5,2,3,5,2,3,2,4,4,3,1,0,3,1,4,0,4,8,4,7,6,0,5,0,4,5,4,3,4,5,0,6,0,3,5,4,,5,10,8,5,7,3,3,0,0,8.0,3.0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-28 04:00:00,0,2,5,0,4,0,7,8,9,5,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,5,0,0,8,11,12,13,14,14,13,12,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,8.0,0.0
2022-03-28 05:00:00,0,1,1,1,4,3,5,6,7,3,,3,10,9,11,9,9,9,10,10,9,10,11,10,7,12,12,11,3,4,3,1,0,0,2,6,9,11,7,5,8,9,10,12,11,8,12,7,11,3,11,8,10,5,13,12,10,5,,4,1,1,2,1,0,1,0,0,9.0,6.0
2022-03-28 06:00:00,1,3,4,3,5,7,11,10,2,10,,9,10,7,8,8,8,5,8,4,9,6,9,7,11,13,16,13,17,6,4,2,2,0,1,2,8,9,5,5,7,9,11,15,16,15,14,12,13,13,11,11,10,9,6,7,8,7,,7,9,8,7,0,1,3,1,0,8.0,7.0
2022-03-28 07:00:00,4,5,15,0,18,22,28,22,23,23,,36,18,17,18,19,17,16,14,8,10,10,9,11,16,14,22,27,22,6,4,3,0,0,6,14,25,22,11,14,18,23,31,38,42,42,43,36,33,31,27,24,24,16,15,14,11,17,,20,19,22,35,26,24,8,2,0,28.0,24.0
2022-03-28 08:00:00,3,7,12,13,20,23,27,24,27,26,,36,37,30,28,27,22,23,20,20,19,17,16,20,22,22,26,32,30,23,21,17,10,3,4,6,30,31,11,14,22,30,32,37,40,54,45,44,47,49,41,25,23,23,21,24,26,25,,24,34,34,44,48,33,28,18,0,32.0,29.0
2022-03-28 09:00:00,2,5,8,4,9,14,16,14,15,12,,22,16,17,18,17,15,14,13,13,13,14,15,14,16,11,17,16,15,23,22,21,9,0,3,5,13,12,10,11,11,15,16,19,21,23,21,20,19,18,15,11,11,12,11,13,12,13,,14,18,16,16,16,17,15,13,0,17.0,16.0
2022-03-28 10:00:00,7,8,11,4,12,12,15,12,8,10,,14,13,14,13,12,11,7,8,5,10,12,13,14,13,10,8,10,9,16,13,12,4,0,2,3,7,8,9,5,9,7,10,13,15,18,17,16,14,13,11,10,10,8,9,11,11,12,,9,22,20,16,23,0,21,14,0,13.0,12.0
2022-03-28 11:00:00,8,6,9,5,7,9,11,13,11,12,,14,16,14,13,10,9,9,10,7,7,6,7,8,5,7,7,6,3,4,4,1,0,0,3,5,7,6,4,5,8,8,10,11,8,10,13,16,15,9,13,17,17,9,6,19,20,24,,21,22,22,17,22,26,26,16,0,11.0,26.0
2022-03-28 12:00:00,8,0,10,0,11,14,12,12,9,9,,13,17,12,15,16,13,16,15,14,16,15,15,14,13,12,13,13,10,8,7,6,5,0,9,13,15,17,8,11,12,11,14,13,16,17,16,16,17,16,14,14,22,20,8,21,18,18,,14,21,16,17,17,8,9,10,0,11.0,17.0
2022-03-28 13:00:00,6,8,9,10,7,9,11,9,10,8,,11,12,13,15,13,12,12,13,9,10,15,14,14,12,10,8,7,6,15,13,9,2,0,6,13,14,16,8,10,11,13,16,17,18,12,17,18,12,16,15,20,19,20,13,20,19,17,,15,16,10,15,15,9,14,10,0,11.0,16.0
2022-03-28 14:00:00,8,9,11,10,11,13,15,14,12,10,,14,15,15,10,11,11,9,10,8,18,18,12,11,9,9,10,8,5,4,3,2,2,0,7,9,5,12,6,7,9,7,5,9,7,10,10,9,11,12,11,9,13,13,14,13,15,15,,15,18,13,15,12,14,7,12,0,13.0,17.0
2022-03-28 15:00:00,10,14,38,33,31,23,21,13,8,11,,16,14,13,14,15,14,15,14,14,15,14,18,16,15,16,14,10,8,7,5,4,1,0,20,25,33,33,17,18,17,16,13,14,15,15,12,11,10,8,10,11,17,18,12,17,21,19,,17,21,18,16,14,11,10,8,0,13.0,21.0
2022-03-28 16:00:00,19,25,36,25,37,36,32,19,20,17,,16,15,17,17,18,16,17,14,16,16,15,14,14,12,11,11,10,10,10,10,6,6,0,42,53,21,22,15,17,13,20,18,18,18,18,16,18,17,24,23,23,26,22,20,20,20,17,,14,14,12,10,9,8,5,4,0,14.0,16.0
2022-03-28 17:00:00,35,38,37,39,38,37,34,22,21,19,,26,24,24,25,26,27,32,29,28,30,32,28,26,21,18,17,16,9,19,18,17,9,0,9,14,54,53,11,13,13,14,17,12,17,18,18,19,16,18,17,22,32,31,30,29,28,18,,16,20,18,14,10,8,6,3,0,27.0,23.0
2022-03-28 18:00:00,30,34,36,34,38,35,38,33,33,33,,41,43,39,35,36,38,47,49,47,43,41,38,34,31,22,16,15,12,18,14,11,5,0,6,8,14,10,10,20,15,14,12,12,16,17,23,27,28,30,25,25,27,30,25,37,28,25,,18,19,15,12,8,6,4,2,0,39.0,21.0
2022-03-28 19:00:00,11,12,11,10,13,12,12,14,16,16,,17,17,14,15,13,14,22,21,27,31,30,26,22,18,14,16,16,13,20,15,8,4,0,4,15,6,16,10,18,19,22,18,14,16,17,14,12,11,9,10,13,22,21,16,26,21,16,,10,25,23,22,16,13,12,1,0,15.0,16.0
2022-03-28 20:00:00,6,9,12,0,10,7,9,7,8,6,,12,14,12,14,14,13,17,14,15,17,20,20,20,17,16,13,8,6,11,7,4,2,0,2,4,3,3,7,12,12,8,8,7,5,6,5,5,4,6,6,13,14,13,0,12,11,9,,9,15,12,12,12,11,6,2,0,11.0,10.0
2022-03-28 21:00:00,16,21,26,24,23,24,26,13,14,10,,10,10,9,8,7,8,13,10,13,13,14,13,10,9,11,9,6,4,10,7,8,3,0,10,11,12,13,5,9,9,7,6,7,3,6,7,6,3,4,3,9,8,6,6,9,9,8,,8,12,10,8,7,4,2,0,0,11.0,10.0
2022-03-28 22:00:00,5,9,11,0,4,12,10,11,13,10,,10,9,7,0,8,8,12,11,10,12,13,7,11,7,6,3,1,0,14,13,8,2,0,25,32,12,26,6,9,6,10,13,11,11,12,7,9,8,12,13,15,10,13,9,11,10,7,,5,13,13,7,12,11,6,0,0,13.0,6.0
2022-03-28 23:00:00,0,2,7,4,5,6,7,7,0,6,,10,7,7,7,6,9,9,7,8,9,7,8,2,6,7,6,5,4,12,10,4,1,0,1,4,2,5,5,4,6,8,7,5,6,5,1,5,5,6,7,5,7,0,0,5,7,6,,6,8,6,6,5,4,3,1,0,9.0,7.0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-29 04:00:00,0,1,3,1,2,0,6,7,0,5,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,7,7,0,7,10,11,12,11,10,9,8,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3.0,0.0
2022-03-29 05:00:00,1,2,5,5,6,6,6,8,6,4,,14,12,11,7,4,10,15,12,6,4,6,2,7,8,9,9,9,7,5,4,2,0,0,2,4,7,8,5,5,8,13,7,13,9,10,9,8,7,9,9,7,13,6,14,12,11,9,,5,6,4,3,2,4,2,1,0,11.0,6.0
2022-03-29 06:00:00,1,4,7,8,9,8,9,10,6,4,,10,11,8,8,7,6,6,6,4,11,12,10,8,9,11,12,8,12,7,4,2,1,0,1,2,6,7,4,4,6,10,12,17,17,17,13,10,7,8,8,11,10,6,9,7,6,8,,9,7,5,7,8,6,3,1,0,9.0,10.0
2022-03-29 07:00:00,4,10,15,16,22,27,32,29,19,18,,18,20,25,12,15,15,13,11,9,7,5,7,14,15,15,23,27,26,14,10,2,1,0,4,9,18,19,11,13,19,25,30,37,41,39,36,36,35,35,32,24,17,16,14,15,10,12,,14,22,22,29,24,24,16,2,0,19.0,18.0
