Unnamed: 0,1_김포교통(기점가상),2_방화도시7단지.국립국어원,3_방화역,4_한서고등학교.보람아파트,5_방화사거리,6_개화산역,7_개화119안전센터,8_개화역광역환승센터,9_개화역광역환승센터,10_개화역1번출구.개화검문소,11_개화산역,12_방화사거리,13_방화동동부센트레빌아파트,14_방화동도시개발2단지아파트,15_서남환경공원.마곡청구아파트,16_서남물재생센터,17_마곡실내배드민턴장,18_겸재정선미술관.서울식물원,19_양천초등학교.겸재정선미술관,20_가양동CJ주식회사,21_등촌동대림아파트,22_SBS공개홀,23_가양역.우성아파트,24_가양역.현대프린스텔,25_강서소방서.이마트.증미역,26_블루나인비지니스센터.이마트,27_태영.삼성한사랑아파트,28_태영송화아파트,29_염창동관음삼성아파트,30_염창동새마을금고,31_핑크힐병원,32_염창동아3차아파트,33_안양천입구,34_마포구청역,35_마포중앙도서관,36_성산2교,37_연희104고지앞.구성산회관,38_서대문우체국,39_연세대앞,40_세브란스병원앞,41_이대후문,42_이대부고,43_이대후문,44_세브란스병원앞,45_연세대앞,46_서대문우체국,47_연희104고지앞.구성산회관,48_성산2교,49_마포중앙도서관,50_마포구청역,51_영등포아리수정수센터,52_염창동아3차아파트.나이아가라호텔,53_염창동새마을금고,54_염창동한마음.관음삼성아파트,55_금호.한솔아파트,56_블루나인비지니스센터.이마트,57_이마트.강서소방서,58_가양역.현대아파트,59_가양역.우성아파트,60_SBS공개홀,61_강서한강자이아파트,62_가양동CJ주식회사,63_양천초등학교.겸재정선미술관,64_겸재정선미술관.서울식물원,65_마곡실내배드민턴장,66_서남물재생센터,67_서남환경공원.마곡청구아파트,68_방화동도시개발2단지아파트,69_방화동동부센트레빌아파트,70_방화사거리,71_개화산역,72_개화119안전센터,73_개화역광역환승센터,74_개화역광역환승센터,75_개화역1번출구.개화검문소,76_개화산역,77_방화사거리,78_한서고등학교.보람아파트,79_방화역,80_방화3동주민센터.국립국어원,81_김포교통(종점가상)
2022-04-06 12:00:00,0,0,1,0,2,1,0,0,3,5,5,6,7,7,8,0,10,8,9,8,9,7,9,8,10,7,11,13,14,15,16,0,19,15,16,14,9,7,6,4,0,1,1,2,3,3,5,7,6,8,11,12,11,10,8,10,12,12,12,13,14,10,12,9,9,0,7,8,5,1,2,0,0,1,3,1,1,0,0,0,0
2022-04-06 13:00:00,0,1,3,2,2,1,0,1,5,4,5,5,11,11,13,11,13,12,10,10,12,11,10,12,17,11,20,19,21,23,25,26,25,16,17,15,13,10,7,3,0,0,1,2,1,4,6,3,4,9,7,9,6,7,8,9,6,10,11,8,13,12,9,6,13,12,4,9,6,5,6,5,2,1,3,5,5,0,0,0,0
2022-04-06 14:00:00,0,0,2,1,4,2,1,0,2,4,3,4,8,8,8,4,11,7,10,9,12,5,12,13,12,6,8,12,9,10,12,11,10,10,8,8,7,5,3,1,0,2,5,7,6,0,9,8,7,7,8,6,7,6,7,4,8,8,6,7,8,7,11,10,0,9,10,6,5,4,1,0,0,1,5,0,2,1,2,0,0
2022-04-06 15:00:00,0,1,3,0,3,1,5,3,0,5,6,7,10,11,14,15,16,14,14,13,21,22,23,21,0,21,19,15,14,9,8,4,10,8,6,4,0,5,3,3,0,1,8,11,15,15,17,17,6,19,17,16,15,14,11,12,15,14,14,15,14,13,16,17,18,19,11,12,9,4,2,1,0,0,2,2,3,1,1,0,0
2022-04-06 16:00:00,0,0,4,0,3,3,2,0,0,4,5,5,10,15,16,6,7,16,14,14,14,13,13,5,15,14,15,15,19,19,11,12,11,9,7,9,5,5,3,0,1,21,23,28,34,34,35,33,31,30,23,21,14,13,15,14,15,13,13,13,15,15,14,13,14,13,12,12,9,7,0,3,2,3,4,4,3,2,0,0,0
2022-04-06 17:00:00,1,2,4,5,4,5,0,0,2,6,7,9,10,12,13,12,13,12,11,12,15,17,16,20,21,22,22,23,20,20,20,22,17,13,11,10,6,0,3,2,0,3,17,28,37,42,43,39,33,36,29,28,25,25,23,22,23,19,16,15,18,19,20,21,18,20,16,14,9,6,5,1,0,13,12,6,2,4,0,0,0
2022-04-06 18:00:00,0,3,2,3,4,5,1,1,4,11,11,6,12,10,10,0,12,15,17,16,24,22,19,19,17,28,30,30,30,30,29,28,23,11,11,10,5,4,4,3,0,2,7,15,22,25,26,26,27,36,30,26,25,30,27,26,28,22,27,23,32,34,45,46,48,46,37,25,16,11,8,3,3,3,8,7,6,3,1,0,0
2022-04-06 19:00:00,0,1,2,1,0,0,1,0,2,7,8,7,9,7,6,7,0,8,9,9,11,6,12,13,12,15,16,15,16,14,22,16,25,15,12,8,5,3,2,0,1,3,5,12,13,9,13,12,12,20,21,24,18,17,16,15,21,22,25,24,25,27,32,33,29,27,19,13,9,5,3,1,2,2,5,5,2,0,1,0,0
2022-04-06 20:00:00,0,2,1,0,3,0,0,0,3,5,6,7,11,10,9,0,10,7,8,6,6,5,6,10,8,9,10,6,11,6,4,12,12,7,7,6,5,3,2,1,0,0,3,7,9,8,14,13,0,13,10,10,9,7,8,7,10,8,8,9,10,11,15,14,12,13,13,6,4,4,4,1,0,0,1,3,0,0,0,0,0
2022-04-06 21:00:00,0,0,1,0,0,0,0,0,0,3,4,3,2,4,5,0,6,3,5,4,5,0,5,7,6,7,0,6,0,7,5,6,5,4,3,2,1,0,0,0,0,1,5,6,6,9,10,8,8,10,9,6,9,8,7,6,8,9,10,7,9,10,15,14,9,7,12,6,4,3,2,1,0,1,3,0,2,1,0,0,0
2022-04-06 22:00:00,0,0,2,0,0,3,2,0,0,4,6,3,6,3,7,0,6,5,5,6,7,5,5,7,5,3,7,4,8,7,0,6,7,4,3,2,2,1,2,3,1,1,5,6,9,8,11,10,10,11,9,11,12,13,15,9,15,12,15,15,10,8,9,9,0,7,6,3,2,2,1,0,0,0,2,2,1,0,0,0,0
2022-04-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,4,3,0,2,0,2,2,0,0,3,6,0,2,6,5,2,4,1,0,3,2,0,0,0,3,9,7,12,11,6,12,9,7,5,6,5,3,6,0,7,6,7,0,5,4,0,0,5,3,4,3,2,1,0,0,1,1,1,0,0,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,0,0,0,0,0,0,0,0,1,0,2,3,4,0,5,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,0,1,1,0,0,0,0,0,0,1,3,1,3,9,7,5,0,4,1,9,5,8,8,0,7,7,8,7,3,9,6,4,8,0,9,3,1,9,6,1,0,0,1,2,0,1,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 06:00:00,0,0,2,0,3,2,0,0,0,1,3,5,6,9,10,9,0,7,7,8,7,6,8,10,9,4,10,12,15,18,10,0,19,15,9,6,8,7,4,3,0,0,2,3,2,3,4,5,5,8,6,5,2,4,6,5,5,0,6,5,3,4,8,7,6,0,2,7,5,4,4,3,0,0,0,0,0,0,0,0,0
2022-04-07 07:00:00,2,2,3,4,0,4,3,1,1,7,11,16,18,27,26,5,18,23,20,20,19,20,10,13,16,16,18,18,22,25,26,19,21,18,18,14,14,13,12,7,8,1,2,5,4,10,16,18,16,25,19,15,18,17,18,16,16,15,16,15,12,13,13,9,0,4,6,7,6,6,6,3,0,2,3,2,1,0,0,0,0
2022-04-07 08:00:00,0,1,4,3,4,6,4,3,4,10,13,18,21,28,30,28,23,26,24,23,24,21,20,23,21,21,23,23,29,23,33,35,37,31,28,20,25,23,19,14,1,1,3,5,7,11,23,26,28,56,41,41,36,30,26,23,18,21,20,19,15,14,18,17,18,12,13,14,12,9,7,2,1,1,3,2,1,1,0,0,0
2022-04-07 09:00:00,0,1,3,0,3,2,0,1,0,4,6,10,11,13,18,19,0,20,17,16,13,12,12,11,8,8,10,11,16,20,12,21,16,22,23,20,18,19,12,5,2,1,2,4,5,7,10,10,11,13,12,10,13,17,17,12,11,12,13,11,12,8,13,3,0,2,11,11,4,4,2,2,0,1,3,2,0,1,0,0,0
2022-04-07 10:00:00,0,2,3,0,0,2,1,1,4,6,4,6,9,10,10,0,9,8,9,8,9,9,7,8,8,10,13,12,13,17,18,19,22,16,14,11,14,11,4,2,3,0,1,3,3,4,6,5,6,7,10,10,9,7,9,7,9,8,7,8,8,4,8,9,10,7,6,4,4,3,2,0,1,2,3,2,2,0,0,0,0
2022-04-07 11:00:00,0,1,3,0,0,3,0,0,1,3,4,6,10,11,13,12,7,11,13,14,8,12,11,10,11,12,7,14,8,14,13,8,9,9,11,10,8,6,3,4,0,0,4,4,7,6,8,8,8,10,6,0,6,8,7,9,9,8,7,8,9,4,7,6,2,7,11,14,8,5,3,0,0,1,2,1,0,1,0,0,0
2022-04-07 12:00:00,0,2,2,0,1,1,0,0,0,3,4,5,10,8,9,8,7,8,10,7,10,11,12,9,12,11,14,13,15,14,13,0,15,16,14,11,13,8,8,3,2,1,3,5,7,6,8,0,10,12,12,8,8,9,8,10,6,5,12,10,9,6,8,10,8,10,6,8,4,3,3,0,0,0,1,0,0,0,0,0,0
2022-04-07 13:00:00,1,2,3,1,6,5,0,0,0,2,4,4,3,10,12,0,0,12,13,16,15,14,12,13,16,9,10,18,15,10,12,14,15,16,16,17,12,4,6,3,1,2,5,6,5,7,10,0,7,8,9,4,7,7,7,6,10,9,8,7,6,7,6,6,9,3,7,4,2,0,1,0,0,1,3,3,1,1,0,0,0
2022-04-07 14:00:00,0,1,3,0,0,1,0,0,1,1,4,4,9,9,10,7,0,6,6,12,12,12,15,18,16,11,14,13,15,15,12,21,13,12,10,9,9,5,3,1,0,0,3,4,6,6,9,10,9,12,13,12,10,12,12,12,13,12,11,10,12,13,12,0,11,10,8,8,5,4,2,0,0,2,3,4,5,4,0,0,0
2022-04-07 15:00:00,0,1,2,0,0,1,0,1,0,5,7,6,8,10,11,8,9,8,7,12,13,13,12,13,12,15,16,14,12,10,7,6,7,6,5,4,4,7,5,4,3,3,5,10,15,16,19,19,18,23,21,19,19,21,19,17,15,12,13,12,19,13,23,21,0,19,15,10,7,4,1,0,0,0,2,3,0,2,1,0,0
2022-04-07 16:00:00,0,1,2,0,1,3,1,0,3,5,5,8,9,15,18,10,18,16,14,16,12,12,12,14,13,14,13,11,12,13,12,11,11,7,6,6,5,4,2,0,1,19,18,25,33,32,31,29,27,26,18,17,18,16,15,12,16,15,16,11,14,13,14,12,14,13,10,11,8,6,5,1,0,1,5,4,3,2,1,0,0
2022-04-07 17:00:00,0,1,1,1,0,3,2,1,0,5,7,8,9,10,12,0,0,13,6,7,12,13,12,12,12,14,15,14,16,14,15,18,16,11,11,10,4,5,4,3,1,1,9,17,28,35,39,35,36,35,30,19,27,24,20,21,20,20,21,22,19,19,29,28,26,0,25,21,14,9,2,0,0,1,2,5,2,0,1,0,0
2022-04-07 18:00:00,0,4,6,4,3,4,1,0,0,3,7,6,14,14,12,0,13,13,15,15,18,12,15,19,23,31,23,31,27,26,25,25,24,13,11,9,4,1,2,3,0,4,11,22,22,23,24,28,28,30,26,25,21,22,19,22,24,22,23,24,26,30,35,41,43,41,38,23,16,9,4,0,0,3,6,5,4,2,0,0,0
2022-04-07 19:00:00,0,1,3,0,2,0,0,2,1,6,6,5,7,6,7,0,0,7,7,5,7,8,9,11,16,16,16,14,15,16,16,17,9,10,8,7,3,2,1,1,0,2,3,4,8,9,11,11,5,16,18,14,12,12,11,11,15,14,13,15,13,14,18,19,11,17,14,9,6,2,0,0,0,0,7,5,4,2,2,0,0
2022-04-07 20:00:00,0,0,0,0,0,1,0,0,0,3,2,4,7,6,8,9,2,9,8,6,10,9,4,8,5,9,8,5,0,7,4,8,7,7,3,8,4,3,2,1,0,0,5,7,10,11,8,9,5,16,6,14,11,11,7,10,9,8,11,11,8,9,11,8,10,9,8,5,4,3,3,1,0,3,3,4,3,1,0,0,0
2022-04-07 21:00:00,0,0,2,0,1,1,0,1,0,2,2,3,4,4,5,0,8,10,8,6,8,6,8,11,11,4,10,9,6,7,7,6,6,5,3,0,3,1,0,0,0,1,6,9,10,11,8,7,10,14,14,15,15,13,10,9,11,10,11,10,12,11,13,10,9,12,10,8,4,4,2,1,0,0,2,0,0,0,0,0,0
2022-04-07 22:00:00,0,0,2,0,0,0,1,0,1,2,2,3,4,4,3,2,3,0,3,5,9,4,10,12,11,12,9,0,6,0,6,0,5,2,0,1,1,0,0,2,0,1,4,6,5,7,8,7,7,9,8,6,10,8,8,9,10,8,9,8,10,12,10,5,4,8,0,5,3,1,2,0,0,1,2,1,1,0,1,0,0
2022-04-07 23:00:00,0,0,0,0,0,0,0,0,0,1,2,2,3,0,2,0,1,0,0,0,0,0,0,3,5,7,6,5,0,5,0,7,5,3,3,1,0,0,3,0,0,0,0,0,3,4,5,4,0,5,3,3,2,0,0,3,6,6,5,6,10,11,9,3,0,5,5,2,2,1,0,0,0,1,3,1,0,0,0,0,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,0,0,1,0,0,0,0,0,0,0,2,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,0,0,0,0,0,0,0,0,0,5,2,3,3,7,7,0,0,6,5,5,6,5,6,5,0,6,7,6,8,8,7,0,6,5,0,5,2,4,3,1,1,0,2,0,3,4,5,3,0,0,4,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 06:00:00,0,0,1,0,3,4,2,0,1,3,4,4,6,9,12,0,11,10,7,8,7,3,9,3,8,8,9,13,7,5,0,0,9,6,6,7,4,4,2,1,0,1,1,3,4,3,8,9,7,12,5,6,6,7,9,8,6,5,6,6,5,1,5,3,0,2,4,5,4,4,3,1,0,1,0,0,0,0,0,0,0
2022-04-08 07:00:00,1,3,6,0,7,1,4,2,1,8,9,13,17,25,29,14,28,25,24,25,17,9,8,12,15,16,17,19,20,24,22,23,23,24,25,23,24,23,16,14,11,0,1,5,6,8,10,12,15,20,14,13,14,20,22,21,21,14,17,13,10,11,13,15,11,12,11,12,10,7,6,2,0,1,2,1,0,1,0,0,0
2022-04-08 08:00:00,0,1,3,4,4,3,2,1,1,6,8,14,21,24,25,19,22,21,21,22,22,21,22,20,18,17,21,18,19,22,23,26,34,25,31,29,22,21,14,10,2,0,4,5,3,8,15,18,20,50,39,36,33,28,26,24,21,19,19,16,13,12,13,13,12,10,9,10,10,13,8,1,1,4,8,3,1,1,1,0,0
2022-04-08 09:00:00,0,2,0,0,1,2,2,0,2,7,6,12,17,18,16,0,11,10,16,14,14,14,15,9,11,11,12,12,12,16,14,17,17,22,24,21,17,14,9,4,1,1,2,6,4,6,10,11,12,17,16,15,17,19,15,11,12,11,11,9,8,8,9,10,3,9,3,9,7,8,9,3,0,0,4,5,4,0,2,0,0
2022-04-08 10:00:00,1,0,2,0,2,2,0,0,0,2,5,4,6,10,12,0,13,12,9,5,9,8,8,8,10,7,9,9,9,11,10,0,15,10,11,8,11,10,9,3,1,0,2,4,5,7,10,9,10,12,13,13,10,10,6,7,8,7,6,6,7,6,7,8,0,8,5,6,6,5,3,1,0,2,2,0,1,0,0,0,0
2022-04-08 11:00:00,0,2,1,1,1,0,0,0,0,7,8,9,11,13,15,0,0,10,8,9,4,3,7,9,6,7,4,4,6,8,4,9,9,10,5,12,8,3,5,1,0,0,2,4,5,5,6,6,5,10,8,6,7,9,10,9,11,9,10,6,9,10,12,7,14,0,13,9,8,3,2,1,0,1,3,2,1,0,0,0,0
2022-04-08 12:00:00,0,0,1,0,1,0,0,0,1,3,3,4,5,6,5,4,5,6,8,8,5,9,9,8,9,11,10,9,10,10,7,9,15,13,17,16,12,9,6,4,0,0,2,7,6,2,8,6,8,12,11,9,8,8,9,7,6,5,8,9,8,7,8,7,8,6,6,5,3,2,0,0,1,1,3,0,2,1,0,0,0
2022-04-08 13:00:00,0,2,2,3,2,1,0,0,1,3,4,3,6,12,14,13,14,15,11,9,15,14,6,8,7,8,8,7,8,11,8,9,9,9,11,10,8,6,5,4,0,0,3,2,0,4,4,5,6,7,9,10,4,11,10,8,8,7,8,8,7,7,8,4,7,6,5,6,4,3,0,1,0,1,4,1,2,0,1,0,0
2022-04-08 14:00:00,0,1,4,0,5,4,3,1,2,3,7,9,11,10,11,12,0,7,7,9,18,6,19,17,17,18,14,13,16,14,13,14,15,13,15,13,10,9,5,2,1,5,3,6,8,9,12,10,10,12,12,5,6,5,6,2,8,8,9,11,10,9,11,13,9,12,10,11,7,3,6,2,1,1,6,2,1,0,0,0,0
2022-04-08 15:00:00,0,2,3,0,2,0,2,0,0,4,4,7,11,14,15,0,16,13,12,12,9,10,11,10,9,10,12,12,11,11,7,8,10,7,7,6,4,3,1,1,0,10,8,10,16,18,18,16,15,18,18,20,22,19,18,16,14,12,11,14,13,14,16,17,13,14,17,15,8,7,6,2,1,0,2,4,5,0,1,0,0
2022-04-08 16:00:00,0,0,1,0,1,1,0,0,2,6,6,7,10,11,11,13,14,14,12,11,14,15,13,17,16,17,18,16,15,16,15,14,11,8,5,7,6,4,1,1,0,3,7,11,13,13,15,15,14,17,16,15,12,14,13,14,15,14,16,16,19,17,22,16,10,20,11,9,5,3,1,0,1,2,2,3,1,2,0,0,0
2022-04-08 17:00:00,0,0,2,0,0,3,2,0,3,11,11,6,6,8,9,8,9,15,13,16,16,15,16,21,22,26,27,28,24,23,24,25,25,16,9,8,5,4,1,2,3,2,9,16,19,25,27,26,22,28,24,22,21,19,21,20,25,19,18,21,18,18,21,21,24,23,23,14,10,7,4,1,0,1,6,5,2,1,0,0,0
2022-04-08 18:00:00,0,2,0,0,4,1,0,0,1,5,7,6,9,8,9,6,8,9,8,9,16,12,12,13,18,28,28,28,29,28,25,29,29,17,18,17,9,4,3,1,0,2,9,14,15,18,20,20,21,31,30,25,25,23,23,26,30,28,29,26,27,26,25,28,30,0,25,16,10,8,9,0,0,2,3,2,1,1,2,0,0
2022-04-08 19:00:00,0,0,2,0,1,0,0,0,1,5,6,3,10,8,9,0,0,8,7,7,9,8,9,6,10,11,10,10,9,13,14,16,16,12,10,9,7,3,1,2,1,2,3,10,11,13,16,17,17,19,18,17,24,23,18,19,20,16,16,13,16,17,25,24,0,15,20,13,9,8,10,3,1,1,4,5,4,0,3,0,0
2022-04-08 20:00:00,0,0,2,0,0,1,0,0,1,4,6,5,5,9,10,0,0,8,9,6,8,7,5,8,9,11,13,9,10,9,0,8,8,7,5,2,2,2,1,0,0,0,3,4,7,8,9,0,3,11,10,7,9,8,7,4,7,4,5,6,9,10,10,13,0,12,9,6,5,2,2,0,0,0,1,0,0,0,2,0,0
2022-04-08 21:00:00,0,1,3,2,1,2,0,0,2,3,4,5,6,6,4,5,7,9,10,9,9,10,8,6,7,0,5,4,5,11,3,4,9,4,4,3,2,0,1,0,0,0,3,8,14,6,15,16,16,19,21,22,21,20,15,13,14,4,11,9,8,7,8,9,9,8,8,5,4,1,1,1,0,3,2,0,0,0,0,0,0
2022-04-08 22:00:00,0,1,1,0,0,2,1,0,0,2,3,4,4,7,8,9,0,7,7,4,9,8,6,5,6,6,0,7,5,1,7,0,7,5,5,4,2,1,0,0,0,0,5,7,9,11,15,17,13,15,11,10,9,8,8,7,7,7,8,5,12,6,11,4,3,10,8,4,2,0,1,0,0,0,2,1,1,0,0,0,0
2022-04-08 23:00:00,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,1,1,2,4,5,0,0,4,5,3,3,4,4,5,0,4,1,0,0,2,1,3,4,8,9,10,4,9,0,6,9,10,8,7,3,6,9,7,8,10,5,6,12,6,0,4,10,6,2,1,1,1,0,0,5,2,1,0,0,0,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 04:00:00,0,0,1,0,0,0,0,0,2,0,4,5,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 05:00:00,0,0,0,0,1,0,0,0,0,3,0,2,2,3,3,0,0,0,4,4,5,3,6,6,0,4,7,0,5,8,7,0,8,6,0,6,4,5,4,0,0,0,0,0,1,2,3,3,0,0,4,0,6,7,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 06:00:00,1,0,0,0,0,0,0,0,0,3,2,1,4,6,6,2,0,4,4,0,6,2,3,0,4,0,2,3,5,5,6,5,4,3,5,2,4,1,3,1,0,1,2,3,2,4,2,4,4,5,2,3,3,5,2,4,3,4,5,3,4,3,4,0,0,1,1,3,2,1,3,1,0,0,1,0,0,0,0,0,0
2022-04-09 07:00:00,0,1,0,0,0,0,0,0,0,1,3,4,4,5,7,7,0,6,5,5,6,3,6,6,5,5,6,7,8,7,6,0,5,5,4,4,3,1,1,2,0,0,1,2,4,6,7,2,3,6,5,5,6,7,5,4,2,4,3,3,5,0,6,5,4,3,1,1,2,0,1,1,0,2,0,1,0,1,0,0,0
2022-04-09 08:00:00,0,1,3,0,0,1,0,0,1,2,5,6,10,17,18,7,0,12,11,12,14,13,11,13,14,15,17,9,11,12,0,0,6,7,8,7,5,7,6,3,0,0,1,3,0,3,6,7,5,9,9,8,9,9,8,7,8,7,7,3,6,3,8,6,0,5,4,4,4,2,2,0,0,1,2,0,1,0,0,0,0
2022-04-09 09:00:00,0,1,2,0,1,3,2,1,0,5,4,7,8,9,12,0,9,8,10,10,11,0,10,13,13,10,13,13,18,17,8,12,15,14,17,8,14,11,8,3,0,0,1,3,2,7,10,8,4,5,6,8,9,14,14,10,12,6,10,7,10,4,11,6,7,7,5,4,5,0,4,1,0,0,1,2,1,0,0,0,0
2022-04-09 10:00:00,0,1,3,1,0,1,1,1,0,3,5,5,5,11,13,0,12,13,12,12,11,9,12,11,12,10,14,19,21,20,15,18,15,17,16,16,11,8,4,3,1,0,1,5,7,3,7,9,3,11,12,12,11,10,11,12,12,13,12,14,13,11,8,0,7,0,8,5,2,2,2,1,0,0,1,3,1,0,0,0,0
2022-04-09 11:00:00,0,1,3,2,2,1,2,1,1,2,3,2,5,9,10,0,6,9,8,6,7,8,10,14,8,15,16,16,15,17,8,16,15,11,11,6,6,5,6,4,1,1,3,4,9,11,14,5,14,13,13,10,11,9,13,11,11,12,11,9,10,11,10,11,0,0,9,10,6,4,4,2,1,0,2,2,1,0,0,0,0
2022-04-09 12:00:00,0,2,4,2,0,0,0,0,0,3,2,4,6,10,13,0,15,9,8,8,13,13,12,12,14,13,12,15,19,19,13,15,16,12,11,11,7,4,5,0,1,0,2,2,6,7,9,7,8,10,8,9,8,7,7,10,11,11,2,10,11,13,13,10,0,9,9,7,5,4,4,3,0,2,3,1,0,2,1,0,0
2022-04-09 13:00:00,0,0,0,0,1,0,0,0,0,5,4,5,12,12,13,0,0,17,18,18,18,15,13,14,14,13,14,13,14,13,13,20,17,15,12,9,12,8,3,2,0,0,2,0,3,2,5,0,4,6,8,8,8,9,10,10,8,7,7,8,9,8,8,9,6,8,5,7,4,2,0,1,0,2,2,1,0,0,0,0,0
