Unnamed: 0,1_장지공영차고지,2_아이코리아,3_송파글마루도서관.버들어린이집,4_송파파인타운3단지.한림예고,5_문정3차푸르지오아파트.송파파인타운1단지,6_문정동래미안아파트남문,7_문정현대아파트,8_가윤예식장,9_경찰병원.서울동부고용노동지청,10_제일오피스텔,11_가락시장.가락시장역,12_가락대림아파트,13_가락동쌍용아파트,14_방이역,15_올림픽선수촌아파트,16_올림픽공원역,17_오륜교회앞,18_JYP엔터테인먼트.윤선생영어교실,19_한양수자인아파트,20_강동보건소,21_강동구청,22_풍납동극동.쌍용아파트,23_잠실파크리오아파트상가.올림픽회관,24_몽촌토성역,25_신천동진주아파트,26_잠실역9번출구,27_잠실역,28_잠실중학교,29_잠실나루역,30_잠실진주아파트,31_올림픽회관,32_풍납동극동.쌍용아파트,33_강동구청,34_강동보건소,35_한양수자인아파트,36_JYP엔터테인먼트.윤선생영어교실,37_서울체육중.고등학교,38_보성중고등학교,39_올림픽공원역,40_올림픽공원테니스장,41_방이역3번출구대림아파트,42_송파동삼익아파트,43_성지아파트,44_가락시장.가락시장역,45_가락시장역,46_경찰병원.서울동부고용노동지청,47_건너말공원입구,48_문정동현대아파트,49_문정중학교후문,50_문정3차푸르지오아파트.송파파인타운1단지,51_송파파인타운2단지.구립송파복지센터,52_송파글마루도서관.버들어린이집,53_아이코리아앞,54_장지공영차고지
2022-03-24 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 04:00:00,1,0,1,0,0,2,2,3,0,2,7,9,8,6,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 05:00:00,0,1,2,0,4,0,0,5,4,0,5,3,7,5,3,2,0,2,3,4,3,4,6,0,5,4,3,0,0,0,2,1,4,3,4,7,0,6,6,0,7,2,3,2,3,2,0,0,1,0,0,0,0,0
2022-03-24 06:00:00,0,1,2,2,5,3,3,6,2,4,5,6,8,7,6,6,5,7,7,4,7,6,5,4,5,4,2,2,2,0,1,2,3,3,4,6,0,2,8,4,9,9,6,4,1,0,1,0,0,0,0,0,0,0
2022-03-24 07:00:00,2,2,3,9,13,15,16,17,13,13,16,18,27,20,16,10,6,12,15,18,15,14,11,8,10,8,5,6,2,1,7,9,9,11,11,18,12,17,11,10,15,15,12,10,15,16,15,1,0,13,2,1,0,0
2022-03-24 08:00:00,1,3,2,6,15,17,21,23,22,14,29,28,28,26,20,25,21,21,21,20,17,21,20,17,15,12,7,5,6,8,0,8,13,13,17,27,0,23,17,15,25,22,18,13,12,9,10,6,5,2,1,0,0,0
2022-03-24 09:00:00,1,1,2,3,7,8,8,7,7,8,17,17,21,16,15,18,15,8,10,12,10,11,14,13,10,8,5,4,3,0,3,2,7,7,8,10,9,7,7,0,9,10,7,7,7,6,4,5,3,2,0,1,0,0
2022-03-24 10:00:00,0,0,0,2,3,0,3,2,0,1,5,4,5,4,5,4,5,4,6,6,6,5,6,0,5,3,2,0,1,0,2,4,3,4,4,8,0,6,9,7,10,8,10,6,5,3,3,3,1,0,0,0,0,0
2022-03-24 11:00:00,1,0,1,1,2,0,2,2,5,1,7,8,10,8,7,6,4,6,6,7,6,4,5,4,4,3,4,4,0,2,0,5,1,4,3,6,0,3,3,2,6,5,5,4,2,3,2,1,1,0,2,0,0,0
2022-03-24 12:00:00,1,0,1,4,3,5,4,5,5,4,11,11,12,12,9,10,8,4,5,4,3,4,0,4,3,5,4,5,3,4,4,5,5,4,5,11,10,9,7,4,7,4,6,6,5,0,4,3,2,1,0,0,0,0
2022-03-24 13:00:00,1,2,4,1,4,3,6,4,5,5,11,10,12,8,6,7,5,7,6,5,5,5,7,1,5,2,6,5,5,0,0,6,6,5,6,7,0,7,12,0,13,12,11,8,7,5,4,3,0,2,0,1,0,0
2022-03-24 14:00:00,0,1,1,2,6,4,7,1,6,8,10,11,14,10,9,8,7,11,10,9,5,6,6,2,7,3,5,6,7,0,6,5,5,6,7,7,0,8,10,9,10,9,8,4,7,6,5,0,4,3,2,0,0,0
2022-03-24 15:00:00,1,2,0,3,6,7,12,10,12,8,12,11,13,12,10,7,9,8,8,5,6,4,5,2,6,3,7,9,9,11,10,13,9,9,10,10,0,10,11,8,13,11,9,9,10,10,9,7,3,3,3,1,2,0
2022-03-24 16:00:00,2,2,4,17,4,20,21,21,20,16,14,26,23,14,13,11,8,6,8,8,5,6,6,2,3,4,5,3,7,13,14,13,9,10,10,12,17,36,37,31,25,21,26,8,9,8,6,4,3,2,4,1,1,0
2022-03-24 17:00:00,1,2,0,11,11,12,16,15,18,12,28,31,28,16,15,17,16,13,14,13,13,15,17,16,15,13,8,9,8,11,13,17,28,24,18,45,0,44,36,35,28,25,22,20,20,19,12,9,6,5,3,1,0,0
2022-03-24 18:00:00,1,1,1,3,2,4,7,8,11,19,28,35,34,29,22,21,17,17,12,12,12,6,15,2,11,13,14,15,16,16,16,11,13,13,12,28,29,27,24,23,26,21,19,13,19,17,14,13,9,8,3,1,0,0
2022-03-24 19:00:00,0,0,1,3,3,3,5,0,4,6,10,11,15,11,9,10,12,12,8,9,5,6,0,6,6,5,10,13,16,0,15,19,25,17,10,19,0,16,18,20,26,22,15,12,20,18,14,8,7,3,2,1,0,0
2022-03-24 20:00:00,0,0,1,0,2,2,1,2,4,4,8,9,8,7,6,9,8,9,6,5,5,4,0,3,3,3,6,7,8,0,7,9,7,10,7,11,12,11,12,10,14,12,6,5,7,5,8,7,6,3,0,0,1,0
2022-03-24 21:00:00,0,0,2,3,0,0,1,4,3,3,9,12,10,8,7,9,8,5,7,7,5,2,2,1,2,5,6,0,3,8,5,4,8,8,6,4,0,5,7,8,15,13,11,8,10,9,6,6,5,3,1,0,0,0
2022-03-24 22:00:00,1,0,0,0,0,1,2,3,2,3,8,9,8,12,15,14,3,11,11,11,6,4,5,0,4,5,7,5,9,4,0,4,7,5,3,6,0,7,9,8,22,16,13,7,10,10,0,9,7,5,2,1,0,0
2022-03-24 23:00:00,0,0,0,1,0,0,1,2,3,3,9,9,0,6,4,7,5,2,0,3,1,0,0,0,2,2,5,5,4,4,3,9,8,7,6,4,0,3,5,2,10,8,8,5,8,6,6,3,5,2,1,1,0,0
2022-03-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 04:00:00,2,0,1,0,0,3,0,4,0,3,4,6,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 05:00:00,1,2,1,0,0,1,3,3,2,1,7,8,9,6,3,2,1,2,3,4,0,2,3,0,3,2,1,2,3,0,0,3,7,9,11,13,12,11,10,0,10,9,6,5,0,7,6,0,0,5,0,4,4,0
2022-03-25 06:00:00,0,1,0,3,5,4,2,3,4,2,4,5,5,3,3,2,3,4,4,5,4,5,0,4,3,3,1,2,2,1,0,2,1,2,5,9,0,7,6,3,6,7,6,3,3,0,2,2,2,1,0,0,0,0
2022-03-25 07:00:00,0,1,2,7,11,14,25,26,24,19,22,18,22,20,19,12,10,17,28,29,17,16,14,6,13,9,3,2,3,2,4,6,8,16,18,23,13,21,18,12,13,15,11,10,10,9,7,5,0,3,2,0,0,0
2022-03-25 08:00:00,3,5,4,11,15,16,20,23,21,14,26,32,34,27,23,26,22,23,28,21,17,20,25,23,20,11,6,7,8,7,7,8,17,17,17,24,23,23,17,19,25,23,19,18,38,37,38,35,31,27,3,1,0,0
2022-03-25 09:00:00,1,0,1,3,4,0,12,12,8,3,8,10,12,12,10,18,17,7,9,11,7,6,7,6,4,4,5,3,2,6,2,5,7,8,8,13,0,14,12,12,10,9,8,6,7,5,5,4,3,2,1,0,0,0
2022-03-25 10:00:00,2,0,0,0,4,3,5,7,9,4,9,12,13,11,10,9,6,8,9,7,8,9,6,8,7,5,2,1,0,2,3,5,7,7,5,7,0,9,10,8,10,11,9,5,5,3,2,2,1,1,2,2,0,0
2022-03-25 11:00:00,1,0,2,3,3,4,6,7,8,7,13,15,15,13,12,11,4,10,11,9,8,8,7,5,6,5,2,4,4,2,3,4,3,4,6,9,0,3,12,7,12,10,8,7,6,0,1,4,3,2,0,0,0,0
2022-03-25 12:00:00,1,0,2,3,5,0,6,6,8,6,13,14,14,15,13,12,10,7,8,8,8,3,6,0,4,3,3,2,4,0,3,3,4,6,5,8,6,6,7,4,9,9,6,8,6,4,3,2,2,1,0,0,0,0
2022-03-25 13:00:00,2,0,2,3,2,6,5,8,4,6,10,12,0,9,7,12,9,8,9,11,8,5,5,0,3,4,4,4,3,9,6,8,8,8,9,10,4,11,14,13,15,14,13,11,10,6,5,4,2,0,1,0,0,0
2022-03-25 14:00:00,1,3,2,4,6,8,8,11,14,12,19,18,16,15,11,11,11,9,13,12,9,7,10,5,4,5,6,7,8,0,7,11,14,13,11,8,9,20,28,27,22,19,13,11,10,4,8,5,1,0,0,0,0,0
2022-03-25 15:00:00,2,0,0,13,2,2,6,9,8,11,15,13,13,11,10,10,9,7,10,9,9,8,7,7,7,6,6,6,7,8,8,8,12,11,8,7,6,9,15,13,14,10,9,7,7,8,6,7,1,4,3,2,1,0
2022-03-25 16:00:00,1,1,3,21,17,18,23,23,23,15,18,22,19,14,13,14,7,9,11,11,10,11,10,8,6,5,7,8,13,11,12,11,28,23,20,22,24,25,30,28,20,17,13,12,15,16,8,6,5,2,1,1,0,0
2022-03-25 17:00:00,1,0,2,3,3,7,9,13,12,12,25,29,24,18,15,15,15,17,20,20,17,17,17,16,16,14,9,11,13,14,14,15,18,18,19,32,33,30,19,15,19,15,14,8,13,14,13,10,10,6,6,5,0,0
2022-03-25 18:00:00,2,3,0,6,6,9,11,13,16,17,25,29,27,22,18,22,21,21,19,17,12,11,0,7,11,9,18,18,20,21,19,19,26,19,11,19,23,22,23,23,29,26,21,12,14,13,12,8,6,4,2,1,0,0
2022-03-25 19:00:00,0,0,1,1,2,4,6,3,5,7,14,13,16,11,10,17,12,6,11,9,3,9,4,4,5,4,6,22,22,23,20,15,15,10,7,5,0,7,10,7,12,9,7,6,10,10,8,7,5,2,1,1,0,0
2022-03-25 20:00:00,2,0,0,4,1,2,3,5,4,7,10,11,10,10,7,13,6,7,8,8,9,6,1,5,3,2,6,0,8,9,9,7,8,7,6,8,0,9,12,11,16,10,8,7,8,8,6,4,3,2,0,1,0,0
2022-03-25 21:00:00,0,0,0,0,1,3,4,7,5,8,9,7,5,5,4,5,0,4,7,5,5,4,5,4,5,7,11,6,13,12,5,13,8,12,5,7,0,7,8,8,15,13,11,9,9,8,6,5,4,4,2,1,1,0
2022-03-25 22:00:00,2,2,2,0,4,0,1,0,0,2,6,5,4,3,5,5,5,6,6,4,4,5,2,4,5,2,6,5,7,0,4,3,6,6,4,4,0,3,6,0,16,14,8,5,12,12,9,5,0,4,2,1,0,0
2022-03-25 23:00:00,1,2,0,0,1,5,0,7,5,4,7,7,6,7,6,7,10,9,7,5,2,5,3,2,5,6,7,7,8,0,0,8,9,7,5,3,0,3,5,6,7,5,6,1,5,0,0,4,3,2,0,1,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,2,1,0,0,0,3,0,0,2,0,2,3,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,0,1,0,2,0,0,3,1,1,5,4,0,3,2,2,0,3,4,3,2,3,4,0,3,1,3,4,1,0,0,3,2,3,4,5,0,4,4,0,4,2,1,2,0,1,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,1,0,0,2,1,0,4,2,3,0,3,4,3,2,3,2,3,2,2,0,3,2,0,0,2,1,2,1,2,0,1,0,3,2,3,2,1,1,2,4,3,0,1,0,3,1,2,0,1,0,0,0,0,0
2022-03-26 07:00:00,0,1,0,4,7,8,4,9,7,5,5,4,4,3,1,3,3,3,5,4,3,2,0,0,2,1,2,1,2,0,4,0,2,3,4,3,0,0,4,2,0,3,2,5,3,1,0,0,0,0,0,0,0,0
2022-03-26 08:00:00,1,0,0,2,5,6,5,10,8,6,9,11,12,7,5,4,3,5,7,6,4,5,4,3,2,2,2,1,1,2,5,7,5,4,6,9,0,8,8,5,8,8,7,2,5,3,3,2,1,0,0,0,0,0
2022-03-26 09:00:00,3,0,1,4,5,5,6,8,5,4,10,14,16,10,6,12,7,6,5,7,6,4,6,5,3,4,3,3,0,2,4,3,4,6,5,12,0,11,7,6,7,7,8,7,8,0,7,4,0,1,1,0,0,0
2022-03-26 10:00:00,0,0,4,5,3,4,4,3,3,4,7,7,8,4,2,5,4,3,5,6,7,7,8,0,7,4,6,5,0,0,3,1,7,2,4,8,0,8,7,6,5,0,4,3,2,0,1,1,0,0,0,0,0,0
2022-03-26 11:00:00,0,1,1,3,7,4,4,6,6,8,9,10,13,11,12,9,5,5,8,9,12,15,11,9,8,6,4,3,0,5,0,4,6,4,3,6,0,7,13,13,11,5,3,2,3,3,2,3,0,1,0,0,0,0
2022-03-26 12:00:00,1,1,0,2,5,6,7,8,7,6,15,19,18,9,7,9,9,8,8,12,9,8,3,0,2,1,5,5,6,4,9,4,11,14,16,13,0,9,8,9,15,14,9,6,6,6,7,5,3,0,2,0,1,0
2022-03-26 13:00:00,0,0,1,3,2,4,3,4,6,7,11,16,16,12,13,12,11,11,11,9,8,4,5,3,3,4,5,6,8,6,9,9,12,11,11,13,12,14,16,13,16,15,12,10,11,11,4,8,0,3,1,0,0,0
2022-03-26 14:00:00,0,0,1,2,5,4,6,7,4,3,9,11,11,11,11,10,8,13,14,15,13,12,13,0,13,6,10,12,6,15,5,12,14,11,9,10,9,8,8,8,15,14,13,9,7,6,4,3,0,1,2,1,0,0
2022-03-26 15:00:00,2,0,1,3,1,2,4,5,7,7,9,12,10,8,6,8,7,10,12,13,13,9,0,12,8,7,9,5,0,9,6,12,8,8,7,9,0,10,14,15,18,18,16,7,10,9,9,7,6,5,4,3,1,0
2022-03-26 16:00:00,1,2,3,4,3,6,11,13,6,7,14,15,20,17,12,11,10,16,15,13,11,12,11,10,9,8,6,6,7,7,10,10,10,8,6,10,0,9,11,11,13,12,0,11,7,5,4,3,3,1,0,0,0,0
2022-03-26 17:00:00,0,2,3,5,4,6,8,8,12,12,15,18,18,12,9,14,12,12,14,13,10,11,12,8,9,6,6,7,6,0,7,6,6,5,6,6,5,6,17,19,21,17,10,8,9,7,12,8,7,3,0,1,0,0
2022-03-26 18:00:00,1,0,2,2,1,4,0,6,6,5,12,16,6,6,5,7,6,11,11,10,8,5,7,0,6,5,8,6,7,5,9,6,10,11,11,20,0,7,20,7,18,14,11,7,8,6,0,4,2,1,0,0,0,0
2022-03-26 19:00:00,1,1,0,0,0,0,1,3,4,5,4,5,4,2,3,6,8,7,7,10,7,6,0,4,2,6,4,5,6,0,0,0,9,5,4,3,0,4,5,5,13,14,11,10,7,8,4,3,2,0,0,0,0,0
2022-03-26 20:00:00,0,0,1,2,2,4,3,3,5,3,8,6,7,5,5,7,10,13,18,16,15,12,0,0,10,8,9,8,9,0,6,10,9,8,6,4,0,5,8,11,16,14,13,8,6,1,4,3,1,0,0,0,0,0
2022-03-26 21:00:00,0,1,2,1,0,0,3,3,2,4,8,6,7,7,3,10,9,4,3,0,2,5,2,0,4,4,12,0,9,8,13,7,9,9,8,8,0,7,11,16,22,19,18,16,15,11,4,6,5,4,0,0,0,0
2022-03-26 22:00:00,1,0,0,1,2,0,1,0,2,0,6,3,5,9,10,12,11,14,16,15,11,10,0,3,12,9,9,0,0,0,0,8,13,12,6,4,2,0,6,0,19,18,15,9,8,7,0,4,4,2,2,1,0,0
2022-03-26 23:00:00,0,1,0,0,0,2,1,1,2,2,5,4,4,7,5,7,5,3,2,2,1,1,2,2,2,2,5,6,6,0,6,7,9,6,5,4,2,4,8,7,9,6,3,4,3,5,2,3,2,2,1,0,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,2,0,0,0,0,0,0,2,0,0,3,4,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,0,0,1,0,0,0,2,1,0,4,5,0,2,1,0,0,1,1,2,1,0,0,0,0,1,2,0,0,0,0,1,4,4,3,5,0,4,0,0,4,5,2,3,0,0,0,0,0,0,3,0,0,0
2022-03-27 06:00:00,1,0,0,1,2,3,3,2,2,3,1,2,4,3,2,2,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,1,2,1,1,4,0,0,2,4,5,4,2,2,2,2,3,0,2,0,0,0,0,0
2022-03-27 07:00:00,1,0,0,2,3,0,0,2,3,0,2,0,2,1,2,0,3,4,3,0,0,4,3,3,3,2,2,2,0,0,2,0,1,0,1,2,0,0,4,0,4,0,3,3,2,3,2,0,0,1,0,0,0,0
2022-03-27 08:00:00,2,1,2,3,4,3,0,8,4,7,10,7,0,6,5,4,3,4,5,3,2,2,0,0,4,3,1,0,0,0,0,2,3,2,2,3,0,2,2,2,4,6,2,3,0,2,0,1,0,0,0,0,0,0
2022-03-27 09:00:00,0,1,1,5,0,2,3,5,0,4,9,13,18,15,14,13,1,4,5,5,0,6,6,5,0,4,2,3,0,0,0,5,6,6,7,4,0,0,6,5,8,7,3,2,5,4,5,5,4,2,0,0,0,0
2022-03-27 10:00:00,2,0,0,5,3,3,6,7,7,7,9,10,7,9,8,9,5,3,4,4,0,4,3,3,1,1,1,0,2,0,2,0,0,5,4,6,0,2,7,0,5,3,2,1,4,0,2,2,1,0,0,0,0,0
2022-03-27 11:00:00,0,0,0,3,4,6,4,9,11,11,16,18,17,16,15,15,7,9,7,5,6,0,0,5,7,3,4,0,2,0,4,4,4,3,6,5,0,4,5,4,6,4,1,1,0,0,0,0,0,0,0,0,0,0
2022-03-27 12:00:00,1,3,0,2,6,3,8,13,10,9,16,17,20,15,13,8,8,8,9,7,11,12,13,12,10,6,3,4,5,0,2,7,5,6,7,8,7,7,10,8,10,11,6,4,0,1,5,4,2,0,0,0,0,0
2022-03-27 13:00:00,2,0,3,3,7,8,12,0,4,13,16,21,22,22,19,19,14,20,22,21,20,20,19,18,13,9,8,9,8,5,7,8,8,6,7,9,0,11,14,11,19,15,16,10,9,0,5,3,2,0,0,0,0,0
2022-03-27 14:00:00,0,1,2,3,4,5,0,6,5,4,7,8,18,8,6,10,6,8,9,10,10,11,0,0,10,7,3,4,0,0,4,5,8,8,7,12,10,3,9,5,16,12,9,6,11,10,10,5,0,4,2,0,0,0
2022-03-27 15:00:00,0,0,0,1,3,4,7,4,9,12,19,20,23,21,16,14,10,11,11,8,9,6,5,5,3,5,9,7,0,0,8,0,7,3,2,8,0,9,10,11,13,11,12,8,10,9,8,0,5,4,1,0,0,0
2022-03-27 16:00:00,0,0,1,0,2,0,2,2,0,2,7,10,9,12,12,16,12,11,14,15,10,9,8,7,5,6,8,9,9,0,11,10,8,5,4,8,0,7,7,7,9,8,7,6,10,11,0,4,0,4,3,0,2,0
2022-03-27 17:00:00,1,3,3,0,0,0,5,1,0,1,6,6,7,7,6,10,18,18,18,16,14,12,0,10,12,13,11,10,5,0,6,9,7,8,7,9,0,12,11,12,26,19,13,11,13,6,12,11,10,5,4,1,0,0
2022-03-27 18:00:00,1,0,0,2,0,2,4,6,5,6,10,12,10,7,6,6,9,12,13,10,11,11,9,5,8,7,7,9,9,6,7,11,10,10,8,11,9,13,10,11,16,15,13,11,13,12,9,7,5,2,1,0,0,0
2022-03-27 19:00:00,0,0,0,0,0,1,0,0,2,0,5,6,5,5,6,7,8,9,9,0,7,5,0,0,0,4,6,0,5,0,6,5,5,4,4,5,0,4,4,8,10,9,6,7,8,8,4,5,4,1,0,0,0,0
2022-03-27 20:00:00,0,0,0,0,0,0,3,1,4,3,4,5,2,3,3,6,4,3,4,0,5,0,0,0,3,2,6,8,7,0,0,9,11,9,6,10,0,0,13,8,15,13,10,7,9,3,7,4,3,0,0,1,0,0
2022-03-27 21:00:00,0,0,0,0,3,0,6,7,0,8,8,8,3,5,4,7,8,8,4,0,3,2,3,0,0,3,8,0,3,0,7,6,7,6,4,11,0,10,9,0,14,15,8,5,9,8,2,4,3,2,1,0,0,0
2022-03-27 22:00:00,0,0,0,0,0,0,1,2,2,3,6,6,6,8,10,12,4,7,5,4,3,0,0,0,5,5,5,6,11,0,10,10,6,6,3,4,0,0,3,4,16,1,14,10,11,9,8,5,4,2,1,0,0,0
2022-03-27 23:00:00,0,0,1,0,0,0,0,0,0,1,3,4,3,2,2,6,5,1,0,0,0,0,0,0,2,1,3,3,0,0,0,0,0,2,1,0,0,1,2,0,3,1,2,1,2,1,1,0,0,1,0,0,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,2,0,1,0,0,3,2,2,0,1,4,6,0,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,1,1,0,2,0,3,1,0,0,5,4,3,2,3,1,1,2,3,2,0,3,2,0,3,2,1,3,0,0,0,1,2,5,8,7,0,6,7,0,6,6,4,2,2,2,3,0,0,0,4,0,3,0
2022-03-28 06:00:00,0,1,1,2,6,3,3,3,2,2,3,4,8,6,3,5,4,7,8,8,5,6,6,5,0,3,3,0,1,0,0,0,5,4,4,10,0,10,7,6,8,6,5,3,5,4,3,0,3,1,0,0,2,0
2022-03-28 07:00:00,0,1,4,12,13,15,20,17,19,16,19,18,24,18,15,12,7,17,23,25,18,15,15,6,13,11,6,5,0,4,5,2,8,9,16,22,21,18,15,14,20,16,10,8,6,5,5,1,4,5,2,0,0,0
2022-03-28 08:00:00,0,3,1,4,14,17,20,22,19,9,19,21,24,22,17,25,22,17,21,17,15,14,14,9,11,8,7,6,7,7,3,8,12,13,21,21,20,21,19,20,31,28,21,16,33,27,30,28,27,23,4,2,2,0
2022-03-28 09:00:00,2,0,1,3,5,7,8,3,7,4,11,14,16,15,14,17,13,10,10,11,10,14,13,8,10,7,5,4,2,0,0,5,9,8,9,15,0,12,14,8,12,12,11,5,6,5,4,0,1,1,2,0,0,0
2022-03-28 10:00:00,2,0,3,2,2,2,3,5,8,0,11,13,14,9,7,6,4,3,2,5,4,5,3,1,6,5,3,2,3,4,0,3,5,7,11,11,5,12,12,11,12,11,10,6,6,5,4,2,1,0,0,0,0,0
2022-03-28 11:00:00,1,1,0,3,3,4,5,8,13,14,18,18,20,17,13,11,9,7,4,4,5,8,11,3,10,2,4,3,2,0,4,3,3,1,2,6,0,0,7,0,7,9,7,3,4,2,2,0,1,1,0,0,0,0
2022-03-28 12:00:00,0,1,0,1,2,4,3,5,3,3,9,9,11,7,5,3,2,3,5,4,2,6,3,5,4,4,5,4,3,0,3,4,5,6,7,7,0,2,5,3,10,6,7,4,5,2,0,4,0,1,0,0,0,0
2022-03-28 13:00:00,1,0,1,2,1,3,4,5,7,6,13,14,11,9,9,9,6,8,10,10,9,9,8,7,7,6,2,3,6,4,1,4,7,6,7,7,0,8,12,13,13,12,10,6,4,4,5,3,2,0,2,1,0,0
2022-03-28 14:00:00,2,0,0,3,4,4,3,5,12,7,12,15,10,8,5,9,10,10,12,11,9,5,3,3,3,0,5,5,0,6,0,7,4,8,8,8,0,6,14,6,11,9,8,6,7,6,4,3,2,0,2,0,0,0
