Unnamed: 0,1_월계동진아교통,2_월계삼호4차아파트,3_월계삼호아파트,4_월계미륭아파트,5_월계미성아파트,6_한천초등학교,7_한진한화그랑빌아파트,8_한진한화그랑빌아파트,9_석계역2번출구,10_석계역1번출구.A,11_석계역굴다리앞,12_석계역,13_공릉1동삼익아파트,14_대주아파트,15_공릉대아2차아파트,16_공릉신도2차아파트,17_공릉대동2차아파트,18_노원문화원,19_용원초등학교,20_하계장미아파트,21_하계역,22_서울시립북서울미술관,23_중계역,24_중계역2번출구,25_중계3단지목련아파트,26_을지중학교,27_청암중.고등학교,28_원광초등학교,29_중계1동주민센터,30_중계주공5단지514동,31_중계1동신안아파트,32_을지중학교,33_상명초등학교,34_중계건영2차아파트,35_중계역,36_노원구민의전당,37_하계역,38_하계장미아파트,39_공릉삼익아파트,40_영화교회,41_공릉1단지후문,42_공릉2단지,43_용원초등학교,44_노원문화원,45_공릉대동2차아파트,46_공릉신도2차아파트,47_공릉행복발전소,48_공릉초등학교,49_한진한화그랑빌아파트,50_석계역2번출구,51_석계역1번출구.A,52_석계역굴다리앞,53_석계역,54_한천초등학교,55_월계미성아파트,56_월계미륭아파트,57_월계삼호아파트,58_월계삼호4차아파트,59_월계동진아교통
2022-03-09 10:00:00,2,0,2,3,0,4,5,4,2,4,1,5,4,0,0,6,0,3,8,5,6,7,9,13,12,6,6,10,8,9,14,13,12,7,4,2,3,2,1,2,0,4,6,6,6,4,3,3,3,2,2,0,3,4,0,0,0,0,0
2022-03-09 11:00:00,3,6,1,0,7,4,0,0,6,3,2,3,2,3,1,0,1,2,9,6,5,7,0,11,9,8,10,12,11,14,17,20,18,13,10,6,7,4,0,0,4,7,10,11,11,10,8,6,5,5,2,3,4,0,3,0,0,0,0
2022-03-09 12:00:00,1,1,0,1,1,3,0,3,2,4,5,0,0,4,0,1,6,5,9,9,13,12,8,12,10,8,10,8,9,11,18,11,17,7,7,3,3,2,2,2,3,7,8,6,7,5,5,5,4,3,3,0,4,5,1,2,0,0,0
2022-03-09 13:00:00,3,1,2,3,0,3,4,3,2,3,2,4,3,2,3,5,6,7,10,11,10,8,11,13,12,12,11,10,10,14,17,0,12,9,5,3,4,0,0,0,3,5,8,3,7,4,8,4,4,2,2,0,2,0,0,1,0,0,0
2022-03-09 14:00:00,1,2,1,0,2,3,1,4,4,7,8,9,8,5,0,3,4,6,9,11,11,7,5,12,11,6,0,7,8,12,15,0,5,7,5,7,6,5,4,3,6,7,4,4,6,5,2,0,4,2,6,3,6,4,3,0,2,0,0
2022-03-09 15:00:00,3,4,7,4,9,4,9,9,10,8,8,9,6,0,0,1,5,5,9,10,12,14,11,19,17,15,14,13,10,11,9,13,15,11,6,6,9,10,0,0,0,9,8,10,11,10,9,8,5,3,5,0,6,0,5,0,1,3,0
2022-03-09 16:00:00,3,3,4,2,4,5,0,4,2,18,19,5,18,17,6,16,13,11,13,16,14,18,19,24,23,21,18,15,10,17,17,18,12,14,10,9,10,10,9,0,0,8,3,9,2,8,5,0,7,5,7,0,2,0,5,4,0,1,0
2022-03-09 17:00:00,6,5,0,6,1,3,8,7,3,12,0,7,0,10,0,9,8,6,8,10,13,18,19,30,27,24,13,23,8,9,18,19,20,13,14,12,14,12,10,7,8,11,10,11,9,8,3,6,3,5,7,8,6,7,6,4,0,1,0
2022-03-09 18:00:00,2,0,0,0,1,1,0,1,2,8,8,9,7,11,10,10,8,7,6,6,7,15,18,20,18,14,11,12,7,11,14,15,14,10,7,6,3,4,3,2,4,6,4,5,5,2,4,0,2,2,5,0,6,0,5,4,3,3,0
2022-03-09 19:00:00,2,3,3,4,3,0,4,2,0,5,7,5,5,0,4,6,5,4,6,5,8,10,11,20,18,16,13,7,6,12,15,0,12,11,10,7,5,4,4,3,2,4,4,2,3,2,0,0,3,1,5,0,4,0,3,1,4,3,0
2022-03-09 20:00:00,1,0,0,1,0,0,2,0,1,6,6,9,3,5,2,0,8,6,6,7,7,7,8,13,11,9,7,10,7,9,3,6,10,9,8,6,5,3,6,0,0,4,6,5,4,5,4,2,1,2,3,0,1,1,0,0,0,0,0
2022-03-09 21:00:00,2,0,4,0,5,0,0,3,0,5,0,4,5,4,0,4,5,4,1,0,7,6,0,11,10,7,5,2,7,10,15,0,9,13,12,11,9,6,2,0,0,8,3,0,5,2,7,0,4,2,3,0,6,4,0,3,1,0,0
2022-03-09 22:00:00,1,1,0,0,2,0,0,0,1,7,0,9,0,5,0,9,9,5,3,5,8,9,2,18,16,12,10,3,31,41,40,9,7,34,32,16,12,10,4,0,0,7,5,4,3,4,3,1,1,0,3,0,2,2,0,0,0,0,0
2022-03-09 23:00:00,0,0,0,0,0,0,0,0,0,4,0,8,8,0,2,4,7,6,3,4,4,2,0,8,7,7,3,3,4,5,8,0,7,6,4,3,3,7,6,0,0,4,1,0,0,1,0,0,0,0,3,4,5,4,0,0,3,1,0
2022-03-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 04:00:00,0,0,1,2,0,0,0,1,0,2,0,0,0,3,4,2,0,0,0,1,3,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 05:00:00,0,1,0,0,1,0,0,1,0,2,0,1,0,0,2,3,0,0,3,2,2,1,2,1,0,1,0,2,3,4,5,6,5,3,2,1,0,0,1,2,2,4,5,2,7,7,3,6,4,2,0,0,0,0,0,0,0,0,0
2022-03-10 06:00:00,1,2,1,2,3,3,5,3,2,4,2,2,1,2,0,3,2,3,5,3,0,1,2,5,4,2,4,11,13,17,22,22,21,15,3,0,1,0,1,2,2,9,14,10,16,15,16,8,6,3,1,0,1,0,0,0,0,0,0
2022-03-10 07:00:00,3,5,6,10,15,19,23,20,8,3,7,5,6,6,8,9,11,9,18,18,16,26,26,26,18,6,11,20,26,36,48,54,46,25,5,4,3,0,2,3,6,22,33,35,36,33,32,24,20,12,3,2,0,0,0,0,0,0,0
2022-03-10 08:00:00,1,2,3,4,6,7,4,6,3,4,3,5,7,6,4,5,4,4,8,8,19,19,21,21,8,14,13,14,23,36,46,49,42,11,8,7,8,2,8,3,7,20,31,33,33,28,26,21,21,18,2,1,4,5,0,6,0,0,0
2022-03-10 09:00:00,0,2,4,7,8,3,11,9,5,4,0,0,6,0,5,4,5,4,6,5,4,4,1,9,3,8,7,10,8,14,16,15,12,6,4,5,4,0,5,4,5,13,17,13,18,16,15,14,12,9,1,2,5,0,1,0,4,0,0
2022-03-10 10:00:00,1,0,2,3,6,7,0,4,1,3,3,4,4,5,0,4,3,2,4,4,2,5,4,6,5,4,4,5,6,11,11,10,11,6,6,2,3,5,3,4,5,6,9,11,6,9,8,5,1,6,3,2,2,0,0,0,0,0,0
2022-03-10 11:00:00,1,0,1,0,2,0,2,2,1,3,2,4,0,4,0,5,6,4,7,5,6,9,0,12,10,9,5,7,6,7,14,6,13,12,2,2,2,3,1,0,2,4,6,9,10,7,3,6,5,4,2,1,2,2,2,0,1,1,0
2022-03-10 12:00:00,10,13,4,2,11,10,8,6,3,7,7,9,9,10,11,1,10,6,9,9,7,8,9,16,14,11,10,8,6,16,17,18,21,16,15,13,15,0,14,0,4,8,9,11,7,8,8,0,6,5,3,0,0,0,2,1,1,0,0
2022-03-10 13:00:00,1,0,1,0,0,1,0,4,0,4,5,7,0,6,2,5,6,4,5,6,6,9,10,19,17,14,9,9,7,11,14,15,10,11,9,9,7,7,6,5,5,7,9,7,10,9,8,4,6,3,6,0,7,5,4,2,1,0,0
2022-03-10 14:00:00,6,8,10,1,2,9,0,0,3,7,3,4,1,0,0,2,2,4,6,8,8,11,8,16,15,13,10,11,6,8,10,14,16,10,3,4,5,2,1,0,3,1,5,7,6,6,5,2,5,4,2,3,0,0,2,0,1,0,0
2022-03-10 15:00:00,3,3,1,0,4,2,3,3,1,4,5,8,0,8,4,8,10,9,7,8,12,13,12,17,16,15,12,11,6,10,11,12,11,7,6,8,8,9,8,9,3,8,9,6,7,5,6,4,5,4,7,8,3,0,0,0,1,2,0
2022-03-10 16:00:00,2,4,0,1,2,1,0,1,2,12,13,13,12,10,7,13,14,11,16,17,18,17,15,33,31,26,21,19,12,16,27,25,32,25,22,18,12,7,11,7,7,7,11,11,9,8,8,5,2,2,3,2,12,11,10,9,6,5,0
2022-03-10 17:00:00,2,1,3,1,3,0,0,2,2,15,11,18,14,14,13,15,15,15,20,19,29,35,36,50,48,39,32,30,12,11,15,16,16,13,11,12,10,0,9,4,6,10,11,4,12,10,9,4,8,2,1,2,6,7,5,4,3,0,0
2022-03-10 18:00:00,3,0,5,0,0,1,3,4,3,26,10,31,29,21,20,19,17,12,10,14,15,22,22,45,42,37,30,21,11,16,20,19,18,15,11,10,11,12,11,3,12,11,9,6,5,7,8,8,7,6,13,14,24,21,16,13,10,7,0
2022-03-10 19:00:00,4,1,2,3,3,0,0,2,3,17,0,19,16,29,17,24,22,14,7,9,14,15,12,35,31,21,16,11,10,20,22,4,21,10,6,6,6,5,3,0,4,4,4,5,4,3,2,3,2,1,6,0,8,6,3,3,0,1,0
2022-03-10 20:00:00,3,0,0,0,0,0,2,1,0,8,0,9,10,10,6,8,7,6,2,2,6,7,12,21,13,14,9,8,10,17,16,17,16,13,8,8,5,4,4,0,4,7,4,4,3,4,3,0,2,3,3,0,9,2,6,5,4,2,0
2022-03-10 21:00:00,1,2,0,1,1,0,0,0,0,12,7,14,13,0,11,9,7,5,3,2,6,8,3,15,14,11,7,4,7,12,16,9,14,12,11,9,8,5,5,0,0,4,5,7,4,3,2,2,1,1,8,9,10,1,3,0,0,0,0
2022-03-10 22:00:00,4,0,0,5,2,2,3,0,2,8,7,9,7,0,0,10,7,7,4,3,6,2,5,17,16,11,7,5,43,55,33,54,51,45,39,32,28,25,24,0,23,11,10,9,7,2,6,5,3,2,3,1,0,0,2,1,0,0,0
2022-03-10 23:00:00,0,1,1,0,0,0,0,1,0,6,0,8,0,0,0,7,9,7,4,3,5,4,4,13,10,9,7,6,4,7,8,7,0,9,6,4,1,3,2,0,0,1,2,0,1,1,0,0,0,0,2,3,0,0,2,1,0,0,0
2022-03-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 04:00:00,0,0,1,2,0,0,0,0,1,4,5,0,0,0,6,5,4,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 05:00:00,2,0,1,2,0,1,0,1,1,1,1,0,0,0,0,1,0,0,3,2,1,0,0,1,0,0,0,3,3,4,9,3,3,4,2,1,1,0,2,0,4,6,7,0,6,7,7,6,1,5,0,0,0,0,0,0,0,0,0
2022-03-11 06:00:00,1,3,4,3,4,5,4,3,2,2,2,1,0,3,0,1,4,0,4,1,3,0,2,3,1,4,5,7,9,13,18,20,18,4,3,0,2,0,1,0,3,9,12,0,11,10,9,7,6,5,1,0,0,0,0,0,0,0,0
2022-03-11 07:00:00,3,5,4,7,11,9,12,9,6,3,3,4,3,6,8,5,11,14,25,33,38,43,20,45,16,13,10,15,21,28,43,45,38,9,7,5,4,3,4,3,5,19,34,35,34,28,26,20,18,12,2,1,2,1,1,0,0,1,0
2022-03-11 08:00:00,2,9,15,19,24,26,19,20,9,5,6,7,7,8,0,8,7,5,8,7,17,17,19,32,29,17,13,14,19,27,32,35,29,8,7,5,5,3,6,7,7,16,24,25,29,23,22,20,18,14,2,0,1,0,0,2,1,0,0
2022-03-11 09:00:00,1,1,2,2,3,5,0,4,2,4,0,6,0,4,4,7,4,6,6,6,4,5,6,8,7,6,4,11,14,15,18,23,20,8,7,5,1,4,3,3,4,8,13,15,15,12,14,12,11,9,1,0,1,1,0,0,0,0,0
2022-03-11 10:00:00,0,0,0,2,2,3,0,4,3,5,3,1,0,0,4,2,3,2,3,4,4,5,5,6,5,4,2,8,5,7,9,10,9,4,3,5,5,0,1,2,1,5,6,6,7,7,6,4,0,5,3,1,4,0,3,1,0,0,0
2022-03-11 11:00:00,1,1,3,3,4,0,4,1,2,3,4,6,5,4,1,5,6,6,4,5,6,7,4,6,6,5,3,5,8,11,15,16,15,7,4,7,6,5,3,3,3,6,7,5,5,6,5,6,5,3,1,2,0,0,0,0,0,0,0
2022-03-11 12:00:00,1,1,3,4,5,6,2,5,4,4,5,0,4,5,0,4,5,5,5,4,6,7,5,14,18,15,13,11,4,14,16,19,18,12,14,14,12,0,8,6,7,6,10,9,11,12,11,10,9,7,4,3,2,0,2,1,2,0,0
2022-03-11 13:00:00,5,1,6,2,7,8,7,6,1,9,12,13,15,14,0,12,13,10,8,9,9,10,11,21,19,15,11,10,5,11,11,13,11,7,7,6,8,9,4,8,6,4,6,6,7,0,5,5,6,3,4,5,7,5,4,4,2,1,0
2022-03-11 14:00:00,0,1,0,2,3,5,0,4,2,5,6,7,0,0,0,6,5,6,9,10,10,9,5,12,9,12,13,10,5,8,10,10,26,26,25,25,21,18,17,16,6,12,9,9,8,5,6,7,6,5,3,0,0,0,2,0,0,0,0
2022-03-11 15:00:00,4,4,6,0,1,7,0,5,3,10,4,0,11,3,0,8,10,9,10,11,10,13,17,20,14,16,16,12,5,9,9,10,10,8,7,7,8,7,7,0,5,5,9,3,8,7,7,3,4,5,8,0,1,7,0,6,4,0,0
2022-03-11 16:00:00,12,0,1,15,3,17,15,13,10,13,9,14,14,8,0,9,12,9,12,12,14,15,16,27,22,23,20,19,14,25,34,28,29,24,18,14,10,0,7,0,4,5,8,3,9,7,6,0,0,1,3,2,6,4,3,2,1,1,0
2022-03-11 17:00:00,3,0,4,3,4,2,0,3,4,15,10,12,11,11,11,12,12,10,17,16,21,28,29,41,43,42,37,30,8,9,12,13,28,17,13,10,10,10,9,7,7,7,7,7,7,8,5,8,0,5,7,6,7,7,6,5,2,1,0
2022-03-11 18:00:00,5,5,6,5,6,5,7,6,7,20,17,22,22,19,17,18,15,16,12,12,22,22,26,42,37,31,25,28,19,25,28,11,29,11,10,10,12,9,5,5,6,7,6,8,9,7,5,0,6,5,9,0,15,13,11,9,7,6,0
2022-03-11 19:00:00,4,5,0,2,4,4,5,5,3,21,11,15,14,19,18,16,19,17,9,9,18,19,19,37,35,25,20,13,11,16,18,15,10,16,13,12,12,14,10,8,0,6,5,5,4,4,5,4,4,3,9,6,16,16,11,10,6,3,1
2022-03-11 20:00:00,0,0,0,0,1,0,1,0,1,10,0,15,14,16,7,16,15,11,4,5,8,9,10,21,21,16,12,6,10,12,14,6,13,12,11,11,12,10,9,0,8,5,4,5,4,4,5,4,2,2,3,0,2,3,1,2,0,0,0
2022-03-11 21:00:00,2,0,0,0,0,1,0,0,0,9,2,12,8,8,0,6,2,6,3,3,8,7,7,16,12,15,11,5,15,19,20,21,11,7,8,6,7,5,5,0,0,4,5,6,5,0,4,0,4,3,4,0,7,2,2,0,0,1,0
2022-03-11 22:00:00,0,0,1,0,0,1,0,2,0,6,0,4,7,0,0,4,6,5,4,2,3,7,3,17,16,13,9,6,33,45,46,44,45,39,34,28,23,22,10,3,21,15,12,11,3,5,6,5,2,1,6,5,4,3,2,5,4,0,0
2022-03-11 23:00:00,0,0,1,0,0,0,0,0,2,11,0,12,9,0,0,13,12,9,6,5,7,8,0,17,13,12,8,4,5,7,12,13,0,10,8,8,8,6,7,6,0,6,4,0,3,2,1,0,0,0,4,0,3,2,1,0,1,0,0
2022-03-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 04:00:00,0,0,0,0,2,0,0,0,1,4,0,0,0,0,5,4,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 05:00:00,2,0,0,0,0,0,0,0,0,2,0,2,0,0,1,2,0,1,3,2,3,1,5,4,0,4,0,3,4,2,5,4,5,3,2,1,0,2,3,0,4,2,4,3,1,5,0,0,3,2,0,0,0,1,0,0,0,0,0
2022-03-12 06:00:00,0,1,0,2,1,0,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0,0,6,4,2,3,5,3,4,6,7,0,3,1,0,0,0,0,0,0,2,3,3,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0
2022-03-12 07:00:00,0,1,2,0,3,0,4,3,0,1,1,0,1,0,1,4,0,0,3,2,2,0,0,3,3,1,3,7,9,9,13,6,13,7,4,0,2,0,0,0,1,3,9,4,0,7,6,3,0,5,1,1,0,0,0,2,0,0,0
2022-03-12 08:00:00,1,1,2,3,0,5,6,2,2,6,0,5,4,5,6,7,4,5,6,4,5,4,7,11,10,6,8,9,9,13,16,18,19,7,5,2,0,0,2,3,3,5,12,14,13,11,11,9,7,6,0,0,1,0,0,0,0,0,0
2022-03-12 09:00:00,2,1,2,4,5,6,7,8,6,3,0,6,1,4,5,3,3,2,6,9,13,18,19,28,29,26,24,23,8,9,13,16,16,9,7,5,2,0,3,4,5,2,7,7,8,6,3,7,7,6,4,1,2,1,0,3,2,1,0
2022-03-12 10:00:00,2,4,2,4,6,8,4,6,3,5,0,6,1,1,6,4,5,6,9,8,8,12,11,22,14,21,20,20,11,14,19,11,17,9,4,10,7,5,0,0,3,6,7,7,8,8,6,5,7,6,9,0,8,1,0,0,0,0,0
2022-03-12 11:00:00,2,0,0,0,2,3,3,2,2,6,7,8,9,4,11,5,7,11,9,9,8,8,7,14,16,13,10,13,9,11,14,8,11,5,3,6,7,6,6,7,5,6,8,8,7,8,1,7,5,4,4,0,2,0,0,0,0,1,0
2022-03-12 12:00:00,5,9,0,1,3,8,2,0,3,4,2,3,0,3,6,0,3,5,11,12,10,12,14,17,16,14,15,16,15,21,24,26,21,10,8,9,8,9,9,10,0,7,10,0,9,7,0,0,8,6,2,2,3,0,0,1,0,0,0
2022-03-12 13:00:00,3,4,5,0,1,3,0,4,3,4,2,6,4,6,7,5,8,9,13,18,19,15,20,24,23,20,18,19,11,22,24,25,25,17,16,14,13,5,3,15,17,14,12,11,11,10,9,8,5,5,11,12,15,13,0,12,1,11,0
2022-03-12 14:00:00,3,4,10,1,11,12,3,14,7,7,0,6,6,4,4,6,7,5,12,14,8,9,10,17,11,15,14,12,8,17,22,8,21,13,12,9,7,9,4,0,5,8,11,8,9,7,5,5,6,3,5,2,8,0,1,6,5,3,0
2022-03-12 15:00:00,4,5,4,7,7,2,0,6,4,8,7,12,11,0,10,8,11,7,10,12,9,12,10,17,15,16,15,12,13,18,20,21,21,14,11,5,5,4,0,3,4,6,7,6,9,8,8,4,7,4,2,3,4,2,1,3,0,0,0
2022-03-12 16:00:00,5,5,0,4,5,0,6,8,6,12,13,14,8,14,6,13,12,10,12,8,13,16,19,27,26,21,9,11,13,19,23,0,22,14,12,8,8,7,4,0,2,4,5,6,4,2,0,0,6,2,3,0,4,0,2,0,1,1,0
2022-03-12 17:00:00,7,5,0,6,7,8,0,9,8,9,9,12,10,11,6,10,9,5,7,6,13,13,15,23,22,18,13,15,18,27,29,31,30,24,16,17,18,17,14,0,5,14,13,8,6,7,7,3,4,4,1,0,3,2,1,0,0,0,0
2022-03-12 18:00:00,2,1,3,4,5,0,0,6,3,7,0,10,5,9,8,7,8,6,5,6,7,12,14,22,19,14,10,11,13,18,22,24,13,17,14,8,7,9,7,0,6,5,5,7,13,11,12,11,9,7,7,9,6,9,4,7,4,0,0
2022-03-12 19:00:00,2,3,0,0,0,0,0,0,4,9,0,8,7,5,5,4,7,3,5,0,6,6,0,16,13,13,10,8,10,16,18,19,11,12,12,6,12,10,9,0,0,7,6,4,4,4,3,4,3,2,5,6,1,2,1,0,3,1,0
2022-03-12 20:00:00,2,1,2,0,2,0,0,1,1,7,7,8,0,8,0,9,6,3,2,3,4,5,6,10,9,8,5,3,6,11,6,8,9,8,7,6,7,0,0,0,9,8,3,0,4,5,4,4,3,2,4,2,5,4,3,0,2,0,0
2022-03-12 21:00:00,1,0,2,0,0,1,0,0,0,5,3,6,5,0,3,6,5,5,4,3,6,6,0,13,11,10,8,6,7,9,9,10,9,5,7,5,4,0,2,0,1,4,3,2,3,6,4,2,3,2,4,0,6,4,3,2,1,0,0
2022-03-12 22:00:00,7,2,0,0,6,0,0,4,2,9,10,11,0,10,0,9,5,6,5,8,11,13,0,17,15,14,12,7,18,31,32,2,31,26,21,14,12,7,6,0,5,9,8,9,0,8,6,0,2,0,3,0,2,2,1,0,0,0,0
2022-03-12 23:00:00,1,0,0,0,0,0,0,0,0,3,0,4,0,3,0,5,3,7,6,5,3,2,1,8,5,7,5,2,3,5,6,0,4,5,4,4,4,5,2,0,0,4,5,4,2,2,0,0,0,1,4,0,4,3,2,3,2,1,0
2022-03-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 04:00:00,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 05:00:00,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,4,1,0,0,0,4,3,0,1,0,1,0,2,2,2,1,0,0,2,0,0,0,0,0,0,0,3,3,4,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0
2022-03-13 06:00:00,1,0,0,2,0,0,0,1,0,1,0,1,0,0,2,1,0,0,1,1,2,2,0,3,2,0,0,3,0,1,5,0,5,4,3,1,2,0,0,0,1,2,2,3,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0
2022-03-13 07:00:00,0,0,1,0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,3,3,5,0,8,2,7,6,3,4,6,9,2,3,2,0,0,1,0,0,0,0,3,3,4,0,1,2,0,3,1,2,0,0,0,1,0,0,0,0
2022-03-13 08:00:00,1,1,3,0,4,1,4,2,2,1,0,0,0,1,1,2,3,3,5,4,5,6,6,8,9,7,6,8,6,4,6,7,10,4,3,1,0,0,0,0,1,1,4,5,4,5,6,0,4,2,0,1,0,0,0,0,0,0,0
2022-03-13 09:00:00,0,1,4,6,7,0,9,8,6,3,0,4,0,2,1,2,0,6,6,7,8,5,10,12,0,4,5,14,8,9,12,13,10,4,2,2,0,0,2,3,0,4,5,6,4,5,3,5,4,2,1,0,0,0,0,0,0,0,0
2022-03-13 10:00:00,2,4,3,4,0,4,0,3,2,3,1,0,3,4,0,5,0,4,6,1,3,3,3,5,4,7,5,8,11,12,14,15,14,9,6,5,0,3,0,0,3,4,6,3,7,3,7,6,1,4,0,1,0,1,0,0,0,0,0
2022-03-13 11:00:00,2,2,3,4,0,0,6,4,4,4,2,5,6,5,0,0,7,4,9,5,7,9,10,11,8,9,9,12,7,7,10,12,11,6,4,2,1,1,1,0,2,5,12,6,10,8,9,0,8,4,2,0,5,3,2,1,0,0,0
2022-03-13 12:00:00,1,3,0,6,3,4,7,3,5,2,3,2,0,2,2,3,4,4,6,7,7,7,9,12,11,8,12,13,9,11,16,13,12,7,4,5,4,0,3,0,4,7,8,7,8,6,3,6,3,4,1,2,1,0,0,0,0,0,0
2022-03-13 13:00:00,0,3,2,3,0,4,0,3,2,5,4,7,0,0,7,8,10,8,10,11,10,11,0,17,15,12,6,10,14,22,26,28,26,18,13,10,7,5,0,5,0,7,12,11,10,8,2,7,2,6,2,0,4,1,3,1,0,0,0
2022-03-13 14:00:00,3,1,2,3,4,0,2,0,1,4,0,2,1,3,0,4,4,6,4,6,7,7,8,10,7,9,5,5,3,7,9,6,5,6,6,5,4,4,3,0,4,5,5,3,2,6,5,4,3,2,4,5,6,0,5,0,3,0,0
2022-03-13 15:00:00,0,0,0,0,0,2,0,0,0,3,4,3,4,4,5,0,6,7,9,5,13,11,10,13,15,9,8,8,9,14,17,15,16,13,10,5,3,1,2,0,0,4,6,7,5,5,5,0,4,2,2,0,3,0,2,0,0,0,0
