Unnamed: 0,1_강동공영차고지,2_강일리버파크6단지,3_강일리버파크8단지,4_강일고등학교.강일리버파크7단지,5_강일리버파크5단지.4단지,6_강일리버파크2단지.4단지,7_강일리버파크1단지.3단지,8_강일동주민센터,9_강동공영차고지,10_고덕리엔파크1단지,11_해뜨는주유소,12_상일동역4번출구.센트럴푸르지오,13_상일동역2번출구,14_고덕초등학교,15_강덕초등학교.고덕그라시움,16_광문고.서울컨벤션고,17_고덕아이파크아파트,18_명일중학교,19_서울장애인복지관,20_명일동신동아아파트,21_고덕역,22_강동아트센터.강동경희대병원,23_한영중고한영외고,24_길동자연생태공원,25_GS강동자이아파트.둔촌동프라자아파트,26_둔촌푸르지오아파트,27_서울양병원,28_혜림교회앞,29_둔촌동역4번출구,30_둔촌종합상가,31_보성중고등학교,32_올림픽공원역,33_올림픽공원장미광장,34_올림픽공원남2문,35_한성백제박물관,36_몽촌토성역.한성백제역,37_잠실4동주민센터.파크리오B상가,38_잠실파크리오아파트앞,39_잠실나루역,40_잠실중학교.장미종합상가,41_잠실역.롯데월드,42_잠실5단지,43_잠실새내역.잠실2동주민센터,44_잠실엘스아파트앞,45_종합운동장사거리,46_잠실종합운동장,47_강남경찰서면허시험장,48_삼성역7번출구,49_봉은사.코엑스북문,50_삼성중앙역.플래티넘아파트,51_삼성2문화센터,52_선정릉역1번출구.시니어플라자,53_아크로힐스논현,54_국민은행논현동지점,55_차병원,56_역삼역,57_역삼역,58_강남역12번출구,59_강남역,60_신논현역.구교보타워사거리,61_교보타워,62_영동시장논현역,63_영동시장,64_논현동사거리.학동역,65_논현동고개,66_언주역5번출구.차병원사거리,67_아크로힐스논현,68_선정릉역4번출구.시니어플라자,69_라마다서울호텔앞,70_삼성중앙역.플래티넘아파트,71_봉은사.코엑스북문,72_무역센타,73_강남경찰서.강남운전면허시험장,74_잠실종합운동장,75_종합운동장사거리,76_잠실새내역4번출구,77_잠실트리지움아파트앞,78_잠실역,79_잠실중학교,80_잠실나루역,81_잠실진주아파트,82_몽촌토성역.한성백제역,83_올림픽베어스타운아파트앞,84_올림픽공원남2문,85_올림픽공원장미광장,86_올림픽선수촌아파트,87_올림픽공원역,88_보성중고등학교,89_둔촌종합상가,90_둔촌동역2번출구,91_동명약국앞,92_둔촌2동주민센터.서울양병원,93_둔촌푸르지오아파트,94_둔촌동프라자아파트.GS강동자이아파트,95_길동자연생태공원,96_한영중고한영외고,97_강동아트센터.강동경희대병원후문,98_고덕역,99_명일동신동아아파트,100_서울장애인복지관,101_명일중학교,102_고덕아이파크아파트,103_광문고.서울컨벤션고,104_강덕초등학교.고덕그라시움,105_고덕초등학교,106_상일동역2번출구,107_상일동역6번출구.고덕아르테온,108_해뜨는주유소,109_고덕리엔파크1단지,110_강일리버파크3단지,111_강일동주민센터,112_강일리버파크3단지.1단지,113_강일리버파크4단지.2단지,114_강일리버파크4단지.5단지,115_강일고등학교.강일리버파크7단지,116_강일리버파크8단지,117_강일리버파크6단지
2022-03-28 11:00:00,0,0,0,1,2,1,3,3,5,5,1,3,2,1,2,0,0,4,5,4,5,6,8,9,10,11,6,9,9,9,8,9,9,7,8,9,8,10,10,8,7,6,4,4,3,3,3,5,4,6,7,7,5,7,6,7,9,8,4,9,9,8,8,7,8,6,6,0,7,5,5,4,3,4,6,8,9,9,8,0,4,8,6,8,0,8,8,7,8,10,8,9,3,7,5,6,6,4,1,5,3,1,0,0,0,0,4,3,0,2,1,0,0,0,0,0,0
2022-03-28 12:00:00,0,0,1,0,0,2,3,2,5,6,5,4,0,1,3,1,5,7,7,5,7,9,4,9,8,9,10,9,8,11,6,12,12,10,11,10,8,3,7,8,9,7,8,7,4,5,3,4,5,6,5,5,8,6,6,5,4,4,7,8,9,3,6,6,6,7,8,4,9,9,7,4,2,0,3,4,0,5,5,6,5,7,8,6,6,6,11,9,9,7,8,8,6,8,0,8,7,6,0,1,3,0,1,2,0,2,4,0,0,2,2,0,1,0,0,0,0
2022-03-28 13:00:00,0,0,1,3,1,4,4,5,6,7,5,2,3,3,4,5,7,10,9,10,12,10,13,9,13,10,10,11,11,14,8,9,11,7,6,6,8,6,7,8,8,5,4,4,0,3,3,5,10,8,10,10,9,9,8,5,8,5,6,11,11,12,12,10,9,8,6,1,3,7,10,9,8,8,7,5,7,6,6,4,5,7,12,11,8,9,7,3,12,14,15,12,7,10,14,12,5,3,2,4,2,5,5,6,5,2,4,0,0,3,1,0,0,0,0,0,0
2022-03-28 14:00:00,0,0,1,0,1,2,0,3,2,2,2,2,4,2,6,5,9,11,10,7,10,12,15,16,14,15,13,12,10,12,4,15,13,12,11,14,14,14,11,6,6,6,4,6,6,5,6,0,9,9,6,8,8,9,7,6,8,7,7,8,10,8,9,11,10,13,12,13,12,10,5,9,8,6,7,9,0,8,13,9,9,11,10,7,8,7,6,6,8,9,10,12,9,10,0,9,8,6,2,5,8,1,7,6,3,5,5,1,0,2,2,1,0,0,0,0,0
2022-03-28 15:00:00,1,0,0,1,2,5,0,4,6,4,4,3,4,5,9,13,14,10,9,7,9,12,15,12,11,9,10,10,12,13,30,33,29,7,26,27,20,17,11,6,5,6,5,3,7,6,3,6,7,7,4,6,5,6,7,7,8,5,7,10,11,9,8,8,6,7,7,7,7,9,6,7,8,10,11,13,8,14,13,12,11,13,11,11,9,10,17,14,12,11,10,10,8,12,14,13,12,13,6,11,4,8,16,15,0,14,9,3,8,5,0,0,4,3,2,0,0
2022-03-28 16:00:00,0,0,0,1,0,5,6,5,5,0,7,7,9,1,5,23,25,25,26,25,24,25,39,38,38,23,33,31,25,23,22,22,17,16,17,4,17,15,12,9,7,6,6,7,5,4,5,7,7,2,8,9,7,8,10,7,9,5,7,11,13,9,10,5,3,5,8,8,9,7,9,8,7,10,8,13,17,14,16,18,17,17,19,18,17,16,17,16,15,15,16,15,11,10,9,16,17,19,10,15,6,8,8,7,1,5,12,10,8,4,3,2,1,2,0,0,0
2022-03-28 17:00:00,0,0,0,0,0,1,2,5,6,7,6,5,6,5,6,7,9,8,8,9,9,17,19,18,18,18,19,18,20,21,18,14,9,10,8,6,10,10,10,10,10,8,6,5,4,2,7,7,11,10,12,13,11,11,12,7,8,9,10,12,12,8,7,5,4,7,10,9,8,9,6,9,7,8,11,12,15,14,15,18,22,23,25,23,21,20,22,8,18,22,20,17,14,15,16,11,12,10,7,8,6,6,4,5,3,2,9,8,0,6,5,3,4,1,0,0,0
2022-03-28 18:00:00,0,0,1,0,1,3,2,2,5,0,3,4,5,4,3,6,8,7,8,9,9,16,20,20,17,18,22,17,19,20,17,14,10,10,8,7,9,7,7,10,9,7,5,4,3,4,6,8,9,9,12,10,8,16,20,16,15,14,12,13,17,13,12,13,13,10,11,11,12,8,12,16,17,14,11,18,17,18,19,28,26,24,26,28,27,26,34,32,31,32,31,32,26,27,14,26,26,23,22,21,15,4,2,2,0,2,14,13,11,9,6,3,1,0,0,0,0
2022-03-28 19:00:00,0,0,0,1,0,0,0,0,1,0,0,2,6,0,5,4,5,7,5,6,7,8,10,8,8,9,7,8,7,9,4,6,4,4,3,4,6,4,4,5,6,5,5,4,5,4,3,4,6,7,11,13,12,17,16,10,10,10,10,11,11,6,8,8,9,8,7,8,9,9,8,8,9,9,9,10,11,17,18,21,20,20,22,19,18,20,20,18,15,19,20,12,15,13,14,13,9,8,0,6,14,10,9,4,0,6,13,8,12,9,7,6,4,1,0,0,0
2022-03-28 20:00:00,0,0,0,0,0,1,2,3,1,3,2,1,1,2,3,0,4,4,4,5,8,9,8,4,6,6,3,7,5,8,3,9,13,12,11,10,10,6,9,6,6,3,1,2,2,3,5,6,4,6,5,6,6,6,8,6,6,6,10,11,12,10,10,9,9,9,10,10,5,9,7,13,13,8,16,12,10,11,9,10,9,12,11,10,10,13,17,16,16,17,16,15,13,12,12,11,7,8,7,7,6,4,3,2,0,1,12,9,8,4,3,0,1,0,0,0,0
2022-03-28 21:00:00,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,4,5,4,6,5,10,11,7,7,7,6,7,4,13,7,9,6,8,7,6,8,0,2,3,7,3,2,1,2,3,2,0,3,3,4,5,5,4,8,6,7,7,8,12,16,11,8,7,8,7,8,5,6,6,5,5,0,4,6,9,8,12,13,15,14,14,15,12,14,13,17,15,16,17,17,16,14,13,12,11,10,8,4,10,8,1,0,4,3,3,15,14,12,7,6,4,1,1,0,0,0
2022-03-28 22:00:00,0,0,0,1,0,2,0,0,1,0,0,0,4,1,5,3,4,6,0,9,12,17,24,22,9,21,20,18,13,14,13,8,9,11,9,6,6,8,7,4,6,1,3,0,5,1,4,5,5,5,5,7,5,6,6,4,4,8,13,14,15,16,21,22,17,16,14,12,11,7,0,7,6,4,8,9,7,8,6,9,5,10,8,11,17,20,21,8,23,25,28,26,24,24,22,20,17,14,14,13,8,7,6,4,0,0,3,2,0,1,2,1,0,0,0,0,0
2022-03-28 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,4,5,0,0,0,0,0,0,0,4,3,0,4,1,0,2,0,2,3,3,3,2,0,3,3,2,2,5,6,8,10,11,9,7,7,8,9,10,9,8,7,5,4,4,5,4,3,6,7,5,5,3,4,7,5,6,0,6,5,4,5,4,5,8,11,8,6,8,3,6,5,4,3,0,2,6,4,5,4,3,1,0,0,0,0,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,0,0,0,1,1,0,1,0,2,0,0,3,4,5,5,7,10,14,15,0,14,10,5,13,16,17,17,19,20,20,8,14,0,18,13,19,0,0,12,17,17,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,0,0,0,1,1,3,2,2,2,0,2,1,2,2,5,7,11,12,5,5,3,5,0,4,10,11,13,6,9,7,6,7,5,6,0,6,7,8,3,7,16,1,15,19,14,14,10,10,9,3,10,9,7,7,5,0,4,2,2,2,2,0,3,2,5,2,6,0,2,5,0,1,0,5,4,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 06:00:00,0,0,0,2,1,4,5,2,8,4,3,2,4,3,4,3,6,11,7,10,9,8,7,4,6,8,9,8,7,9,6,6,6,5,0,6,7,4,0,5,5,4,0,6,7,6,7,2,6,6,4,3,4,3,2,2,3,3,3,5,7,8,8,7,5,3,3,2,1,2,2,1,0,2,3,2,3,5,4,2,3,4,7,6,6,6,8,2,9,10,9,7,5,4,0,2,2,1,2,0,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 07:00:00,0,1,1,2,1,10,18,23,27,21,21,15,16,11,16,7,13,34,36,35,28,21,26,24,26,28,29,31,28,28,24,21,13,12,21,20,24,22,18,14,16,23,15,13,13,11,9,9,5,5,6,8,8,9,12,10,6,6,8,16,17,17,15,10,8,8,9,7,8,8,7,5,4,4,4,1,5,7,5,6,8,8,11,13,14,19,21,12,21,24,25,29,27,31,31,20,17,14,7,11,12,12,7,10,11,5,7,5,0,1,4,3,0,0,0,0,0
2022-03-29 08:00:00,1,0,0,0,3,6,8,10,13,15,14,9,10,9,12,11,15,20,19,14,21,22,24,23,25,31,28,34,32,33,31,28,27,23,20,18,13,21,14,9,9,20,16,14,12,10,9,9,12,14,22,23,20,23,24,18,15,8,19,33,33,30,25,23,13,11,16,15,14,14,10,6,6,7,6,7,0,13,12,13,11,14,13,11,7,11,16,15,14,14,10,15,13,15,9,13,9,7,6,7,6,5,8,5,4,3,9,10,9,4,1,0,4,2,1,0,0
2022-03-29 09:00:00,0,0,0,0,0,1,1,4,6,2,5,2,3,0,3,3,8,12,15,5,17,19,21,22,16,25,23,22,19,18,17,14,13,13,12,12,7,12,11,9,12,13,11,9,8,8,6,4,4,6,8,9,8,9,12,9,8,6,12,31,26,23,21,13,10,10,11,9,6,6,2,7,4,4,5,3,4,7,5,4,3,10,9,5,5,6,11,0,9,8,9,8,8,7,6,5,4,2,2,3,2,1,1,2,0,0,2,0,1,1,0,0,0,0,0,0,0
2022-03-29 10:00:00,0,1,2,0,0,3,2,3,5,0,4,2,1,2,6,0,3,5,5,4,11,15,14,6,15,17,18,15,14,9,10,9,7,6,5,5,0,5,5,6,6,6,7,5,9,0,8,9,7,12,14,6,7,4,8,7,5,7,10,10,11,11,7,3,4,5,5,0,3,4,3,2,5,4,5,3,4,4,3,4,4,6,4,4,2,5,6,5,6,6,5,7,6,4,3,4,4,4,0,3,2,4,4,4,0,3,4,2,0,1,0,0,0,0,0,0,0
2022-03-29 11:00:00,0,0,1,1,2,3,2,4,6,5,5,3,3,6,11,3,13,15,7,6,6,8,8,4,10,10,11,13,13,12,11,7,6,7,0,8,7,0,6,6,6,6,4,5,4,3,6,5,7,7,6,3,5,5,7,5,4,6,5,5,7,5,6,7,7,5,7,8,9,8,6,5,4,6,6,5,2,4,5,6,6,6,8,8,8,7,7,6,5,5,1,6,5,5,0,4,3,3,2,0,2,2,0,2,0,1,2,0,0,1,1,0,0,0,0,0,0
2022-03-29 12:00:00,0,0,0,0,2,3,4,8,6,7,9,4,2,0,5,5,8,13,14,13,9,10,9,8,9,10,12,13,11,13,11,12,12,10,10,11,12,13,9,10,9,7,2,4,1,0,1,0,7,4,7,7,7,7,7,6,7,5,6,7,7,10,9,8,6,7,11,10,3,8,7,5,6,5,2,7,8,5,7,6,5,6,6,8,7,8,11,0,10,9,15,12,11,13,12,10,5,5,3,3,2,1,0,1,0,1,2,0,3,1,0,0,0,0,0,0,0
2022-03-29 13:00:00,0,0,0,1,1,2,3,0,5,6,3,2,4,3,3,0,5,6,5,5,7,10,9,9,9,8,8,10,13,12,8,8,7,2,9,8,3,5,7,5,5,7,6,7,7,3,1,4,4,4,4,5,7,8,5,7,9,6,7,10,8,10,11,7,5,6,5,3,3,6,4,5,5,3,4,8,6,6,6,7,2,7,6,7,8,10,9,7,10,9,11,10,7,7,4,5,7,4,2,2,4,5,2,3,2,2,4,2,3,1,0,0,0,0,0,0,0
2022-03-29 14:00:00,0,0,0,1,0,1,0,1,3,5,1,3,0,2,4,3,4,8,6,15,16,18,17,16,15,15,14,13,12,13,10,10,9,10,9,9,8,7,8,8,7,5,4,4,5,5,3,1,8,7,6,4,8,10,10,9,8,4,5,8,5,5,6,8,7,9,8,6,7,7,7,11,12,7,10,7,8,9,6,8,6,9,10,11,11,12,5,7,8,7,9,10,9,11,8,10,6,6,2,4,2,5,4,3,0,3,3,1,0,1,1,0,0,0,0,0,0
2022-03-29 15:00:00,0,0,1,1,2,0,1,2,3,0,0,2,0,0,12,14,15,16,15,10,12,18,21,13,17,15,15,13,12,12,17,16,14,6,9,8,11,7,7,8,9,7,4,6,4,0,4,7,9,10,9,9,11,12,11,8,7,7,7,11,12,13,11,8,10,10,11,9,8,10,8,8,8,13,12,13,10,9,10,10,11,14,11,11,11,10,10,13,12,16,17,17,16,14,15,14,14,11,7,9,11,7,14,14,14,12,16,13,3,3,0,0,1,0,0,0,0
2022-03-29 16:00:00,0,0,1,2,3,0,2,3,4,5,9,8,4,4,5,14,18,19,20,12,21,22,25,24,24,25,23,24,21,26,23,18,19,19,20,19,18,17,15,11,11,11,8,7,7,7,2,4,8,11,10,12,11,13,13,9,11,8,4,8,10,8,7,8,6,10,11,10,10,8,7,8,10,13,11,10,11,11,14,11,16,17,18,17,14,12,15,14,13,13,14,12,8,10,11,15,24,24,24,17,6,7,12,13,11,10,16,14,15,9,7,6,5,2,0,0,0
2022-03-29 17:00:00,0,0,0,0,1,2,2,3,3,4,3,5,8,6,7,3,8,11,13,12,12,15,16,15,16,14,14,18,18,21,16,18,16,14,13,13,11,9,6,7,5,3,4,4,4,3,4,4,5,5,5,0,5,5,10,9,8,6,7,15,15,10,9,8,6,8,6,6,8,0,9,9,9,13,13,12,9,10,13,18,20,19,20,13,16,15,18,16,23,22,22,24,23,23,25,20,16,15,5,13,10,7,7,5,0,4,11,12,11,7,6,4,2,1,0,0,0
2022-03-29 18:00:00,0,0,0,0,1,2,3,4,0,0,1,2,4,3,5,7,8,9,8,9,21,23,24,23,20,18,22,24,22,26,24,14,16,18,14,12,11,12,11,10,9,8,7,6,3,1,3,11,16,16,17,13,13,15,20,17,21,12,17,24,25,15,14,13,13,15,17,5,16,11,10,8,8,9,13,18,10,14,18,21,21,28,27,27,27,28,28,24,31,32,27,23,21,19,18,14,13,13,14,10,7,5,7,3,4,9,19,19,17,14,11,8,2,1,0,0,0
2022-03-29 19:00:00,0,0,0,0,0,0,0,4,0,0,5,8,9,7,7,1,7,8,0,10,12,11,11,9,7,8,7,9,11,12,9,7,14,16,15,13,10,8,5,8,7,7,5,2,3,0,5,2,8,8,9,10,10,17,23,15,15,9,7,12,13,14,15,12,9,6,6,5,8,10,11,11,8,11,12,17,15,15,16,16,15,16,18,16,19,19,21,20,21,22,21,15,15,16,16,14,11,11,10,7,5,4,3,4,2,4,11,10,7,8,5,7,3,1,0,0,0
2022-03-29 20:00:00,0,0,0,0,0,0,1,2,2,0,0,2,3,2,3,3,4,4,3,0,5,7,8,6,7,8,7,6,5,6,0,4,5,0,4,0,3,2,3,3,4,3,3,3,2,3,4,1,4,2,3,5,8,13,16,14,13,8,11,12,12,11,11,11,9,7,7,4,5,7,0,7,2,9,8,9,11,13,7,9,11,13,14,15,16,18,22,20,17,17,15,11,9,10,9,8,6,6,5,6,5,5,5,4,0,5,12,11,0,9,4,6,2,1,0,0,0
2022-03-29 21:00:00,0,1,0,1,0,0,0,2,1,0,2,3,3,2,4,3,5,3,6,0,6,9,8,6,9,7,6,7,5,8,3,6,4,7,3,6,4,2,1,3,5,5,0,4,5,4,5,7,6,5,6,3,5,4,5,4,4,3,8,10,11,11,10,11,12,11,13,11,4,10,8,11,0,10,12,11,6,13,12,14,13,16,14,16,15,9,15,14,13,9,8,6,7,6,5,9,8,6,6,4,3,3,0,2,0,2,19,15,0,11,7,5,2,1,0,0,0
2022-03-29 22:00:00,0,0,1,0,0,0,0,0,3,1,2,2,4,3,2,2,2,3,0,0,6,12,15,13,11,13,11,12,10,11,10,6,10,12,12,10,8,0,8,3,7,6,5,3,3,1,0,5,3,6,2,5,5,4,6,4,6,7,9,14,13,10,11,16,11,12,12,10,9,9,6,8,8,7,6,9,10,14,13,14,13,16,16,6,14,15,19,16,17,19,20,18,16,15,13,13,10,14,12,10,9,7,6,3,2,3,11,3,9,5,3,0,1,0,0,0,0
2022-03-29 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,3,0,0,3,0,0,2,0,1,1,2,2,3,0,2,1,1,0,0,0,1,5,4,2,4,1,3,5,4,4,6,10,7,11,10,9,8,6,8,5,7,5,6,2,3,3,7,7,7,9,3,11,10,12,8,8,9,7,10,5,7,11,10,5,9,9,3,8,8,1,7,7,7,5,0,3,4,2,6,4,0,4,0,2,1,0,0,0,0
2022-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 04:00:00,1,0,1,1,2,3,1,3,2,0,4,5,6,0,5,6,10,14,3,0,12,9,8,11,13,12,12,15,17,18,0,19,0,18,19,18,0,0,15,16,14,14,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 05:00:00,0,0,0,0,1,1,2,1,2,0,3,2,0,0,4,5,7,6,0,5,6,5,0,0,5,8,10,5,9,6,4,3,1,0,7,6,7,8,3,3,15,2,3,14,13,12,8,7,10,8,0,5,6,7,7,8,8,4,1,3,2,3,0,2,3,0,5,0,0,0,5,4,0,3,2,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 06:00:00,0,0,0,0,1,6,7,0,9,10,5,2,3,3,3,3,8,12,4,11,12,15,14,13,13,14,7,12,11,13,10,9,12,11,2,8,3,5,0,4,5,5,4,3,4,4,1,3,4,6,5,4,4,3,5,4,0,2,4,8,7,6,3,1,5,1,6,0,3,1,1,2,0,1,0,2,3,4,1,1,5,4,7,9,3,13,14,8,17,18,21,6,3,6,0,4,0,3,4,0,0,1,2,1,2,1,2,0,0,1,0,0,0,0,0,0,0
2022-03-30 07:00:00,0,0,0,2,4,11,13,17,18,21,19,12,6,11,11,7,13,33,36,33,29,26,29,29,27,33,34,29,23,24,19,17,16,15,15,12,21,17,14,9,8,9,8,7,8,7,6,7,6,6,4,6,8,6,8,7,9,6,10,16,15,12,10,7,7,8,9,8,8,7,6,3,2,2,3,4,5,8,7,8,12,11,8,11,15,22,28,10,18,20,21,29,31,37,35,17,15,13,11,15,15,13,5,6,1,2,3,6,0,5,0,0,0,0,0,0,0
2022-03-30 08:00:00,0,1,1,2,2,6,10,13,13,15,13,5,9,10,11,11,13,16,13,17,15,17,19,20,22,24,24,39,35,38,33,28,26,24,22,20,22,23,22,14,15,17,15,16,14,13,9,9,10,17,22,25,23,22,27,16,14,7,16,42,40,35,33,29,19,17,19,18,16,19,16,12,9,9,9,11,10,11,6,6,7,14,15,14,15,18,16,7,8,9,14,13,10,12,5,9,6,4,3,3,5,5,7,7,5,3,8,0,0,4,2,0,0,0,0,0,0
2022-03-30 09:00:00,0,0,0,1,2,2,4,5,5,4,5,3,3,0,4,3,6,9,0,9,18,16,15,16,17,20,21,24,21,21,17,17,14,15,14,13,4,5,10,7,10,10,11,12,11,12,10,7,6,8,7,14,12,9,12,8,7,5,15,28,27,24,23,12,8,7,11,12,12,13,13,13,8,0,7,6,7,6,7,3,0,9,5,6,5,8,5,3,9,9,11,10,6,10,11,8,6,1,0,0,2,3,4,3,0,0,4,1,1,1,2,1,0,0,0,0,0
2022-03-30 10:00:00,0,0,0,0,1,4,2,5,3,4,0,3,3,0,5,6,11,12,8,10,9,12,11,11,13,16,15,15,12,11,6,7,9,6,4,7,7,7,2,6,5,5,4,0,3,4,2,4,5,8,9,10,10,11,10,8,5,5,7,10,10,8,8,8,8,7,6,4,6,2,9,6,2,3,2,7,8,5,5,6,5,4,4,0,5,3,4,4,9,4,8,6,4,5,6,5,3,0,2,0,1,0,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0
2022-03-30 11:00:00,0,0,0,0,0,1,2,1,3,3,4,3,3,1,7,5,6,4,5,4,5,7,8,8,9,8,8,9,9,12,10,8,8,7,0,6,6,7,7,6,5,5,4,3,2,0,2,0,2,3,6,7,6,5,5,6,5,5,5,7,13,8,6,3,3,5,6,2,4,7,6,4,2,3,3,4,4,5,4,7,5,5,4,5,4,6,8,0,8,7,6,6,4,5,4,7,5,5,3,2,2,1,1,0,2,1,2,0,0,0,1,0,0,0,0,0,0
2022-03-30 12:00:00,0,0,0,0,0,1,2,3,4,3,3,2,2,2,5,2,5,7,0,6,6,9,12,6,12,12,11,11,11,12,11,10,10,5,11,11,0,6,9,9,7,7,5,4,5,5,4,5,6,8,7,9,6,8,9,7,8,6,11,14,16,15,10,7,6,5,6,5,6,5,5,6,6,7,6,6,4,7,8,9,8,9,2,7,9,11,11,10,10,9,8,6,5,5,4,4,4,3,1,2,2,4,2,4,2,5,7,0,0,1,0,0,0,0,0,0,0
