Unnamed: 0,1_복정역환승센터4번승강장,2_복정고등학교.복정지구,3_남위례역.창곡교차로,4_한국군사문제연구원(위례신도시),5_래미안위례.위례고운초등학교앞,6_위례보미리즌빌.위례아트리버푸르지오,7_한화오벨리스크,8_위례아이파크아파트앞,9_송파더센트레.송례초앞,10_위례포레샤인.송파꿈에그린서문,11_위례포레샤인.위례31단지후문,12_장지역2번출구,13_문정법조단지.건영아파트,14_문정로데오거리입구,15_가락시장.가락시장역,16_송파역,17_석촌역,18_석촌호수.한솔병원,19_잠실역.롯데월드,20_잠실5단지,21_잠실새내역.잠실2동주민센터,22_잠실엘스아파트앞,23_종합운동장사거리,24_잠실종합운동장,25_강남경찰서면허시험장,26_삼성역7번출구,27_봉은사역3번출구.삼성1파출소,28_청담역.경기고교,29_우리은행청담지점.청담삼익아파트,30_프리마호텔,31_청담초등학교,32_한양아파트.압구정로데오역,33_압구정파출소,34_현대아파트,35_광림교회.현대고등학교,36_신사중학교,37_신반포18차아파트,38_잠원한신아파트,39_잠원성당.아크로리버뷰아파트,40_뉴코아아울렛,41_고속터미널,42_신반포역.세화여중고,43_구반포역.세화고등학교,44_동작역.국립현충원,45_흑석동한강현대아파트,46_비계,47_흑석역.명수대현대아파트,48_흑석동효사정앞,49_대방역.여의교앞,50_샛강역1번출구.여의도자이,51_여의도역,52_국회의사당역,53_여의도역,54_샛강역4번출구.여의도자이,55_대방역,56_흑석동효사정앞,57_흑석역.명수대현대아파트,58_비계,59_흑석동한강현대아파트,60_동작역.국립현충원,61_구반포역.세화고등학교,62_신반포역.세화여중고,63_고속터미널,64_신반포자이아파트,65_잠원성당,66_잠원한신아파트,67_래미안신반포리오센트아파트,68_신사중학교,69_광림교회.현대고등학교,70_현대아파트,71_압구정파출소,72_한양아파트.압구정로데오역,73_청담초등학교앞,74_프리마호텔,75_영동교입구,76_청담역.경기고교,77_봉은사.삼성1파출소앞,78_무역센타,79_강남경찰서.강남운전면허시험장,80_잠실종합운동장,81_종합운동장사거리,82_잠실새내역4번출구,83_잠실트리지움아파트앞,84_잠실역.롯데월드,85_석촌호수.한솔병원,86_석촌역,87_송파역,88_가락시장.가락시장역,89_문정로데오거리입구,90_문정법조단지.건영아파트,91_장지역.가든파이브,92_위례31단지.위례포레샤인후문,93_송파꿈에그린서문.위례포레샤인,94_송파더센트레.송례중앞,95_송파꿈에그린아파트,96_자연앤센트럴자이정문,97_위례아트리버푸르지오,98_래미안위례.위례고운초등학교앞,99_한국군사문제연구원(위례신도시),100_남위례역.창곡교차로,101_복정고등학교.복정지구,102_복정역환승센터2번승강장
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,1,2,0,4,3,0,5,0,1,6,6,1,5,0,6,7,8,7,0,0,8,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,0,1,1,4,0,5,4,4,7,9,5,4,5,5,5,6,5,8,1,6,5,4,5,2,5,6,3,6,13,6,9,8,9,6,4,6,8,7,6,5,4,1,3,5,6,1,2,5,1,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,1,0,1,0,3,4,5,8,12,17,20,9,13,6,4,7,5,7,6,5,5,6,4,4,7,10,10,3,9,6,5,4,6,7,7,6,8,13,14,12,10,9,5,6,5,7,5,3,6,1,1,1,2,0,4,3,4,5,5,1,0,4,12,11,6,5,7,6,5,5,5,3,2,1,1,1,2,0,1,0,0,1,0,4,5,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 07:00:00,1,0,1,3,10,12,16,31,37,41,46,32,22,21,21,19,18,17,15,16,14,17,17,16,14,12,16,14,14,14,9,10,11,10,5,13,14,18,20,26,23,23,24,25,27,28,34,36,30,20,6,4,2,3,5,8,12,16,17,5,6,6,14,22,22,24,31,21,16,12,13,14,10,8,7,4,3,1,3,0,4,5,6,8,13,15,13,10,5,4,7,5,4,3,2,3,2,4,5,3,0,0
2022-03-16 08:00:00,4,3,5,5,9,11,17,22,32,35,45,32,37,32,31,32,28,28,27,25,23,25,26,26,22,30,28,24,21,13,11,10,13,9,8,10,20,24,26,26,23,25,28,29,29,31,34,36,34,25,11,9,5,5,11,12,13,15,16,15,16,16,21,19,18,19,20,18,19,21,19,25,16,16,14,12,11,10,9,10,8,7,8,10,16,18,21,21,11,7,8,7,6,4,3,3,2,3,2,1,2,0
2022-03-16 09:00:00,1,0,1,3,6,7,8,12,17,27,27,28,33,26,19,20,19,20,16,13,15,16,17,18,17,26,31,29,30,12,8,10,9,7,7,4,10,11,11,8,8,6,7,8,9,11,15,14,12,10,5,2,4,5,9,6,10,12,13,10,10,9,19,22,22,16,21,14,13,22,18,19,15,9,6,8,8,7,7,4,5,7,3,6,9,10,11,11,7,6,12,8,7,5,5,3,3,4,7,5,0,0
2022-03-16 10:00:00,1,0,1,2,2,4,6,8,8,11,16,9,16,13,11,12,7,7,11,12,11,9,5,11,7,8,12,9,7,12,10,9,11,8,8,9,10,11,16,10,8,4,4,5,6,7,6,5,4,3,2,2,3,5,4,1,8,9,6,10,8,8,13,11,11,7,10,5,8,11,10,7,5,7,5,6,4,1,4,4,3,4,3,6,4,6,8,12,12,10,12,10,0,6,2,0,1,3,2,1,4,0
2022-03-16 11:00:00,1,1,2,1,3,0,6,6,10,13,15,14,19,9,19,17,14,15,8,9,8,7,8,5,7,10,11,9,12,13,13,10,8,6,7,5,7,8,6,10,9,8,5,8,7,5,4,0,4,2,2,3,4,6,7,7,9,7,0,4,10,11,17,14,18,17,14,15,14,17,13,11,9,4,5,7,3,6,5,4,4,8,7,9,10,7,9,11,10,10,12,11,9,8,6,3,1,2,2,3,2,0
2022-03-16 12:00:00,2,2,5,2,4,6,4,8,10,12,15,10,10,11,13,13,12,13,10,10,9,7,6,7,9,10,9,8,7,10,9,10,9,10,14,12,12,11,14,14,11,10,7,9,8,9,7,8,5,3,1,2,5,7,8,8,10,11,9,0,10,10,15,12,11,12,9,10,11,14,15,14,9,11,9,7,10,8,7,6,8,9,11,11,11,12,13,10,9,8,12,10,11,9,8,3,2,2,2,1,0,0
2022-03-16 13:00:00,1,0,4,2,5,6,1,9,13,15,17,13,11,12,11,12,9,14,11,10,10,10,9,11,10,9,11,10,9,9,11,9,10,9,10,13,12,10,11,12,15,17,15,12,11,10,9,10,9,6,3,4,8,5,7,5,6,8,7,7,8,9,14,14,14,9,11,12,13,12,12,12,13,15,19,17,16,19,18,17,12,13,13,15,9,11,9,11,10,9,12,11,10,9,4,3,3,3,2,2,0,0
2022-03-16 14:00:00,2,1,2,2,4,5,7,10,10,14,14,13,15,15,11,12,9,8,6,6,5,6,7,2,7,6,7,4,7,6,7,9,9,7,9,10,13,12,13,14,8,6,10,7,7,6,5,6,7,3,2,6,8,12,16,16,17,12,0,0,10,11,10,12,9,11,10,10,10,11,12,10,11,16,15,16,14,13,12,11,12,14,13,15,14,12,10,11,11,8,13,7,9,5,4,1,3,5,1,4,2,0
2022-03-16 15:00:00,4,2,4,5,2,4,2,3,4,7,10,6,7,8,15,15,15,13,14,17,13,10,9,10,7,9,10,6,11,7,9,9,8,9,9,14,18,19,18,16,14,16,21,18,16,15,13,11,6,3,2,6,7,6,7,7,7,6,7,0,25,30,28,27,25,18,19,16,14,13,12,14,13,15,12,13,12,10,11,11,10,16,12,15,16,11,16,14,14,23,26,25,20,11,5,4,3,4,3,2,1,0
2022-03-16 16:00:00,4,4,5,6,2,4,6,9,9,12,15,13,16,17,17,17,14,12,12,10,10,8,11,12,8,14,15,17,19,14,15,14,16,20,31,42,40,31,27,17,16,11,15,16,14,10,8,7,5,3,2,4,6,8,10,11,14,7,6,5,11,11,16,19,16,14,16,18,14,15,15,17,18,20,21,20,17,18,18,16,14,18,16,19,17,15,17,18,17,18,20,12,13,12,8,4,5,2,2,1,0,0
2022-03-16 17:00:00,2,1,5,3,4,5,7,9,13,13,17,11,11,17,20,21,16,16,16,9,12,12,14,8,14,17,22,17,24,28,30,26,26,19,25,24,25,25,27,27,29,25,24,25,23,20,19,17,10,4,2,8,13,23,13,11,15,16,13,14,11,16,26,25,22,20,16,19,18,20,21,23,20,35,33,31,33,28,27,26,24,25,23,30,32,32,30,29,27,26,24,20,16,14,5,4,3,1,2,1,0,0
2022-03-16 18:00:00,6,0,12,13,8,5,7,8,12,16,15,17,14,33,25,24,19,16,14,16,13,9,8,8,9,9,10,9,11,16,15,15,16,15,16,29,26,27,27,25,21,22,23,16,14,12,12,12,9,6,3,13,21,30,24,21,17,16,15,14,12,13,25,24,20,18,17,14,15,18,18,21,19,35,41,38,26,22,26,26,26,27,23,29,30,29,28,33,29,30,42,34,29,22,9,2,5,2,4,2,2,0
2022-03-16 19:00:00,4,0,0,3,7,6,7,10,5,11,12,11,11,7,8,7,6,10,13,14,9,8,7,6,9,7,8,7,8,10,14,13,11,9,12,17,16,17,15,17,13,11,12,25,24,21,19,17,12,8,2,7,13,17,20,17,15,5,0,6,13,14,20,31,24,18,12,15,19,20,10,21,35,36,34,33,30,24,23,21,21,24,21,36,33,33,34,29,26,19,25,24,16,10,8,7,5,6,2,1,0,0
2022-03-16 20:00:00,3,0,1,2,3,5,6,4,6,8,9,7,6,4,6,5,5,4,5,5,5,5,6,3,5,4,4,0,0,7,8,9,9,6,10,15,13,12,11,11,13,12,15,12,10,10,9,6,5,4,2,4,7,9,9,6,7,6,8,5,3,4,18,7,4,6,4,7,7,10,9,11,10,16,17,13,12,14,15,11,14,15,13,17,17,18,18,20,17,15,17,12,10,6,2,1,2,3,1,1,0,0
2022-03-16 21:00:00,3,2,1,4,3,8,10,11,7,12,7,10,10,11,13,12,10,7,6,4,7,8,7,7,6,7,10,7,11,12,11,10,9,7,7,17,18,15,10,15,14,6,8,0,13,12,8,9,7,6,1,3,6,8,8,4,4,3,3,2,4,3,13,20,20,15,11,10,11,13,7,8,7,10,13,9,14,13,13,14,15,14,13,18,19,18,19,21,20,19,21,15,13,10,7,6,5,3,2,1,0,0
2022-03-16 22:00:00,5,0,4,3,1,4,4,7,10,2,11,9,9,10,9,7,6,9,7,5,1,5,6,5,5,11,14,11,13,9,10,12,11,9,10,12,13,11,12,9,11,10,10,9,8,8,8,9,8,5,2,5,8,9,7,6,5,3,3,4,5,10,21,26,22,16,12,11,11,13,15,17,16,15,16,15,13,13,13,13,13,17,16,16,14,14,17,16,14,12,19,13,14,10,6,5,5,4,1,0,0,0
2022-03-16 23:00:00,1,0,1,0,0,1,2,3,4,1,5,6,3,5,9,10,10,7,10,11,10,11,10,11,6,13,11,4,10,8,9,7,7,6,9,11,9,8,7,8,12,9,8,7,6,4,3,5,4,2,1,4,9,14,12,10,9,7,6,4,3,7,15,16,12,13,15,17,8,14,15,16,17,18,18,10,17,10,16,14,13,19,17,18,15,15,7,13,12,10,15,11,7,5,4,5,4,3,2,1,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,0,0,2,1,4,0,3,0,4,5,5,4,0,5,5,6,5,6,5,0,0,0,0,5,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,0,0,1,1,4,5,6,4,6,6,7,5,5,5,4,3,5,4,6,2,1,6,0,5,4,8,4,4,7,17,16,5,15,16,13,10,9,11,6,9,6,2,1,0,7,8,0,2,7,3,1,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,2,1,2,3,6,7,8,8,13,19,23,16,14,12,9,5,6,6,7,7,5,8,2,7,7,7,6,5,6,4,3,3,6,6,6,7,10,10,11,9,6,5,4,6,7,5,3,6,5,6,1,1,2,2,4,2,5,7,5,0,4,5,5,3,3,4,5,3,5,9,10,3,1,3,0,0,1,1,0,1,0,0,0,2,2,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 07:00:00,2,1,1,3,7,9,13,24,35,48,59,37,33,31,31,23,21,16,16,16,7,14,16,14,12,15,19,17,16,13,5,5,6,7,7,9,17,23,24,23,27,22,18,18,15,20,22,22,21,14,3,2,3,2,5,5,8,14,14,13,10,10,15,24,30,36,44,30,14,12,15,20,17,16,13,11,6,5,5,0,4,6,8,12,12,14,19,17,12,8,10,9,8,7,2,5,1,6,9,7,1,0
2022-03-17 08:00:00,6,3,3,4,8,9,18,22,29,41,55,32,36,33,27,29,29,29,24,24,20,21,22,22,20,27,39,38,31,20,13,13,15,11,9,11,13,17,19,19,17,18,13,20,21,23,25,26,28,15,14,5,3,4,14,15,21,23,24,22,17,17,15,16,17,22,23,17,17,37,38,41,29,13,9,22,21,15,8,6,10,9,12,9,9,18,17,13,11,8,12,11,10,8,5,6,2,7,7,3,4,0
2022-03-17 09:00:00,1,0,2,2,7,8,9,11,13,18,22,16,14,15,17,15,14,18,17,16,16,16,17,18,17,26,47,44,38,19,17,15,10,6,5,6,7,9,12,10,9,12,13,15,8,17,10,13,13,7,6,2,2,3,6,8,10,14,4,16,17,18,20,19,20,18,13,13,11,19,20,21,16,10,9,17,19,12,7,8,6,8,9,10,12,14,15,13,10,9,11,7,4,8,4,3,3,4,5,4,0,0
2022-03-17 10:00:00,2,0,3,5,4,6,7,5,8,10,12,9,14,14,5,14,13,12,7,8,7,9,11,2,10,8,10,10,9,7,5,10,9,6,6,8,11,13,15,14,6,3,5,7,4,9,10,2,9,6,3,2,5,6,7,7,9,10,4,7,6,11,10,12,13,13,12,9,5,8,6,6,7,9,7,6,5,6,4,5,7,9,8,7,6,7,4,6,6,5,5,3,6,5,3,2,1,3,4,2,0,0
2022-03-17 11:00:00,1,0,1,2,4,6,8,11,13,15,17,19,16,17,16,16,14,13,9,7,6,8,9,8,7,9,10,11,9,12,11,7,9,5,8,9,14,14,14,16,13,12,8,9,11,11,12,2,11,8,4,5,5,6,7,6,7,9,0,8,7,9,8,7,6,7,5,7,8,9,7,7,8,10,8,6,5,4,5,4,6,5,4,6,3,2,5,7,7,4,6,6,4,3,3,0,1,1,1,1,0,0
2022-03-17 12:00:00,3,1,4,3,2,3,4,9,9,13,15,15,17,10,17,16,15,20,13,12,9,10,9,10,8,12,9,4,7,9,9,10,10,10,11,14,13,13,13,14,9,8,9,8,8,10,8,9,7,3,2,3,2,5,6,7,7,8,7,0,8,9,9,11,12,10,9,7,5,12,7,9,9,11,10,11,10,11,10,8,7,9,10,10,7,12,8,9,10,11,12,9,7,4,3,1,1,2,3,2,0,0
2022-03-17 13:00:00,3,2,2,1,2,4,5,10,11,12,17,18,19,21,17,16,15,13,9,8,7,7,7,6,3,8,9,11,10,8,10,12,11,13,13,15,17,17,16,17,14,13,10,14,12,13,12,10,7,4,3,2,4,6,8,7,6,8,5,0,6,8,10,13,12,11,8,9,8,12,11,10,10,16,14,15,14,11,10,9,6,10,8,14,11,13,14,12,12,11,12,10,8,11,4,2,3,5,3,3,0,1
2022-03-17 14:00:00,2,0,3,6,4,6,9,11,13,15,16,13,16,18,16,22,21,21,14,12,9,9,8,8,9,8,11,10,13,12,15,16,15,13,14,15,16,19,18,14,8,9,9,9,7,3,7,7,4,4,1,3,6,9,7,6,6,6,0,7,10,6,12,9,8,7,8,9,11,8,10,12,10,12,14,11,10,9,11,10,9,13,11,13,12,11,12,12,13,13,17,12,9,8,6,2,1,1,0,0,0,0
2022-03-17 15:00:00,1,2,4,3,4,6,7,7,9,16,18,13,14,12,17,18,8,18,16,17,11,13,11,10,8,9,11,13,14,15,17,15,11,8,19,22,20,17,15,16,12,11,11,12,11,7,10,9,7,5,2,3,8,8,7,10,13,9,7,8,8,15,18,24,22,18,21,13,15,17,16,16,21,18,16,18,14,13,12,11,10,10,12,12,12,10,17,20,16,24,21,19,11,8,5,3,1,0,1,0,0,0
2022-03-17 16:00:00,5,0,7,5,4,4,3,4,6,7,8,8,9,10,7,9,9,11,8,7,6,6,6,7,7,11,14,10,12,13,21,23,20,23,23,25,22,21,22,15,10,9,10,9,8,6,5,4,4,2,0,5,5,15,7,8,10,13,9,4,23,25,25,19,15,17,16,14,13,15,17,15,18,23,21,19,18,15,14,15,12,20,22,22,18,18,18,20,16,18,21,18,14,12,7,4,4,3,5,4,1,0
2022-03-17 17:00:00,5,8,12,9,4,6,8,10,13,14,15,12,15,19,18,23,21,19,18,16,14,11,8,1,7,12,15,13,16,17,21,15,16,10,12,16,18,20,21,20,21,23,24,25,19,16,16,17,9,4,6,7,11,19,16,14,11,10,9,10,11,9,16,17,20,22,21,18,15,16,15,16,23,35,42,41,32,24,29,26,24,24,23,33,27,24,25,28,30,30,32,25,15,12,4,3,6,5,4,3,0,0
2022-03-17 18:00:00,10,0,11,12,3,8,3,12,16,7,17,16,17,28,22,23,23,24,17,18,16,13,10,9,9,14,20,14,16,18,25,22,22,17,21,29,29,28,29,22,20,13,22,22,19,17,20,18,11,6,3,17,27,31,28,26,24,22,13,23,19,11,21,21,18,14,8,12,13,15,16,15,20,32,30,29,23,24,34,38,39,37,35,33,32,29,26,32,37,39,44,33,26,20,13,7,5,3,4,3,4,0
2022-03-17 19:00:00,5,0,7,8,7,3,5,9,11,12,12,11,10,14,13,12,13,12,7,6,4,4,5,3,6,9,9,7,8,11,14,14,13,9,12,20,19,19,18,17,16,14,15,15,14,12,9,10,7,4,4,5,14,16,19,18,17,16,0,17,14,13,16,25,21,18,13,10,9,15,14,16,19,24,26,23,20,20,20,18,16,21,13,29,23,25,26,23,24,23,36,27,22,12,7,5,4,2,3,2,1,0
2022-03-17 20:00:00,2,2,2,2,5,3,7,7,8,3,5,8,7,7,12,15,13,11,6,4,1,2,4,1,3,5,7,0,5,9,10,11,11,9,10,12,11,10,8,8,13,6,13,13,10,7,5,3,4,5,3,5,6,10,6,6,6,8,0,5,3,4,12,16,9,11,6,8,7,8,7,10,15,15,17,16,16,10,19,17,16,15,14,18,16,17,19,22,20,14,21,15,16,11,7,5,3,1,1,0,0,0
2022-03-17 21:00:00,2,0,3,4,3,4,7,7,6,8,9,8,10,9,10,6,8,8,7,6,3,2,3,4,3,4,6,5,4,7,8,8,6,6,14,16,17,11,8,13,12,7,12,9,10,10,9,2,3,2,2,3,8,9,7,6,6,4,0,3,3,5,8,16,15,12,10,11,11,10,9,10,11,13,11,11,10,12,15,18,16,18,19,21,19,19,19,17,19,20,29,22,15,10,6,8,6,3,2,0,0,0
2022-03-17 22:00:00,3,0,4,4,3,6,3,8,7,4,8,7,9,7,5,5,4,3,5,4,1,6,7,6,6,7,6,0,6,7,7,7,5,6,9,14,12,9,7,6,6,7,8,8,7,6,8,4,6,4,2,5,6,8,9,8,8,7,0,5,8,7,18,16,15,11,7,9,10,11,6,7,13,13,16,10,14,16,15,12,10,11,10,15,12,15,15,16,14,15,15,14,10,7,5,3,5,4,2,1,0,0
2022-03-17 23:00:00,0,0,0,0,1,1,2,3,4,0,2,4,10,10,11,11,9,7,5,4,4,4,6,0,6,6,0,6,5,5,4,8,7,6,9,11,11,11,10,7,6,6,0,4,4,5,0,3,4,1,0,2,4,3,4,1,5,2,1,1,0,2,14,15,10,9,5,10,10,7,9,10,12,13,11,11,10,12,14,10,9,11,10,13,11,11,8,11,10,9,15,11,13,9,6,5,3,1,1,0,0,0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 04:00:00,0,0,1,0,4,0,3,5,3,4,6,6,0,7,6,5,4,3,10,0,0,12,0,7,11,11,10,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 05:00:00,0,0,1,1,4,0,5,5,7,8,10,7,6,7,5,2,8,0,5,4,0,2,1,3,3,4,5,8,6,10,7,9,5,9,8,3,9,8,4,5,4,5,3,5,0,3,0,4,0,2,1,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 06:00:00,2,0,0,2,5,7,8,6,14,20,21,9,8,7,5,6,6,6,7,6,5,6,4,5,3,4,4,5,3,5,3,3,4,3,4,5,6,10,11,11,8,6,4,10,4,5,7,6,2,4,3,1,2,3,4,5,4,7,8,2,5,6,7,6,5,3,4,5,3,3,2,1,2,1,2,4,3,2,2,3,0,3,2,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 07:00:00,2,0,1,2,5,5,14,21,26,36,38,20,26,22,18,16,16,17,17,15,12,14,11,13,12,17,20,16,14,13,11,8,11,9,8,8,13,20,22,25,21,15,19,19,14,14,19,20,17,13,4,1,2,2,8,8,6,15,14,14,14,15,9,16,30,34,46,28,20,16,13,12,6,5,5,7,6,7,6,7,6,7,7,8,10,10,13,7,6,7,8,7,4,3,3,2,2,4,5,3,0,0
2022-03-18 08:00:00,5,1,4,6,11,13,19,21,35,38,42,26,29,26,29,30,27,28,22,23,22,21,22,21,16,19,30,24,19,13,10,14,13,9,6,10,14,18,19,21,15,15,16,19,20,27,28,26,23,15,10,1,3,3,8,10,11,17,17,10,17,17,18,19,18,18,17,17,16,18,17,19,13,13,13,29,27,20,7,8,9,10,11,14,24,25,29,25,12,9,9,10,10,8,6,5,3,4,4,3,0,0
2022-03-18 09:00:00,2,1,2,3,5,7,8,11,13,14,20,17,17,17,15,14,18,21,16,17,16,15,15,14,13,17,20,15,19,18,14,10,9,7,6,2,8,10,11,10,10,5,6,10,10,11,12,11,10,7,8,2,2,3,7,7,7,10,9,6,9,9,17,17,18,17,14,10,11,20,20,28,19,8,10,14,9,7,6,2,5,4,4,6,4,5,6,8,6,4,7,8,7,8,6,4,2,4,5,4,0,0
2022-03-18 10:00:00,2,0,2,3,4,3,4,6,10,18,18,12,11,13,12,9,11,11,12,12,7,14,0,15,14,16,19,20,19,8,9,8,8,5,7,6,7,7,8,7,6,8,4,8,3,7,8,7,6,4,2,4,3,4,4,4,5,9,5,4,5,6,10,10,11,13,16,13,11,9,11,12,6,8,9,9,7,5,6,2,6,7,9,9,10,7,7,7,6,8,10,8,4,3,3,1,0,2,0,0,1,0
