Unnamed: 0,1_외발산동차고지(가상),2_외발산동기점,3_신월중학교입구,4_국민은행신월동지점,5_가로공원공영주차장.신영시장,6_가로공원.나누리병원,7_화곡중앙골목시장,8_화곡대림아파트,9_화곡동백구사,10_다운어린이공원.치유하는교회,11_까치산역4번출구,12_화곡8동주민센터.까치산시장,13_서울신정초등학교,14_화곡2동주민센터,15_성석교회,16_목동사거리,17_목동역.홍익병원,18_목동7단지,19_목동대학학원,20_오목교역.동신한방병원,21_관악고등학교,22_양평신동아아파트,23_교보앞,24_당산동진로아파트,25_김안과병원,26_경방타임스퀘어.신세계백화점,27_영등포역,28_전경련회관,29_한국거래소,30_더현대서울,31_여의도환승센터,32_여의도공원,33_경방타임스퀘어.신세계백화점,34_김안과병원,35_당산동진로아파트,36_양남동로타리,37_양평1동주민센터,38_관악고등학교,39_오목교역.동신한방병원,40_목동대학학원,41_목동7단지.종로학원,42_목동역.홍익병원,43_홍익병원목동관,44_화곡동남부시장,45_화곡2동주민센터,46_서울신정초등학교,47_화곡8동주민센터,48_까치산역2번출구,49_화곡동백구사,50_화곡동대림아파트.화곡중앙시장,51_가로공원.나누리병원,52_가로공원공영주차장,53_국민은행신월동지점,54_메디힐병원,55_신월중학교입구,56_외발산신광명마을,57_강서면허시험장.메이필드호텔,58_강서농수산물도매시장,59_강서면허시험장.메이필드호텔,60_외발산신광명마을,61_외발산동차고지(가상)
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,0,2,5,20,23,24,12,16,25,18,31,35,38,28,44,42,38,36,36,41,40,42,40,40,40,36,28,17,2,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,0,1,2,9,5,9,12,14,15,13,9,11,12,13,15,25,21,20,18,13,19,18,10,10,17,21,20,12,5,6,11,2,9,13,14,11,9,10,9,11,10,8,6,13,13,14,13,10,11,9,10,2,7,8,7,5,3,1,0,0,0
2022-03-15 06:00:00,1,4,2,11,14,15,20,22,23,19,9,7,8,12,13,17,12,11,11,12,14,16,14,13,11,12,12,8,5,0,2,0,2,4,4,1,3,3,4,3,3,5,3,7,12,14,13,8,7,7,9,6,5,5,4,3,2,1,0,0,0
2022-03-15 07:00:00,0,3,4,25,31,34,49,59,60,44,25,24,25,29,44,40,21,21,19,22,27,28,28,29,32,29,32,24,12,5,2,0,9,9,7,6,7,8,7,7,8,7,8,22,33,48,47,51,52,55,55,53,49,37,10,7,3,2,0,0,0
2022-03-15 08:00:00,0,5,6,30,41,40,49,52,58,48,26,28,33,35,46,44,33,35,35,38,35,32,30,27,28,26,36,26,10,5,3,4,23,21,21,19,12,11,12,10,11,14,12,28,37,40,35,28,29,30,25,21,17,14,12,10,4,3,2,1,0
2022-03-15 09:00:00,0,8,5,21,24,23,31,34,40,41,30,31,32,32,36,32,31,31,28,27,26,26,25,24,24,19,20,16,9,4,3,3,10,13,11,10,11,10,9,10,9,10,11,13,17,18,16,12,11,13,12,8,6,6,6,4,2,6,0,0,0
2022-03-15 10:00:00,0,10,10,16,15,18,20,20,27,20,17,18,17,21,27,27,28,24,22,21,20,19,19,17,12,9,10,6,6,4,5,4,12,8,11,10,9,8,7,7,5,9,10,12,15,17,16,16,13,14,12,10,8,6,6,3,3,6,5,0,0
2022-03-15 11:00:00,3,4,4,13,16,15,19,22,25,23,17,17,18,20,21,19,13,13,12,12,13,12,14,14,13,10,8,7,5,4,4,6,7,8,8,11,6,12,9,10,11,11,12,16,17,19,17,15,17,12,14,11,5,3,2,2,1,3,4,0,0
2022-03-15 12:00:00,0,3,6,20,26,27,30,33,31,28,24,22,19,21,25,22,26,23,19,16,14,14,14,13,12,7,10,7,8,9,10,7,9,11,12,11,10,13,11,12,13,13,12,13,14,16,15,14,9,13,9,8,4,3,2,3,2,3,2,0,0
2022-03-15 13:00:00,0,3,4,19,14,21,28,29,29,26,20,21,24,22,25,21,20,18,16,12,15,14,14,15,12,10,10,9,9,6,8,9,12,17,13,17,15,17,20,22,24,25,23,27,26,28,24,24,21,20,16,11,12,10,9,5,2,3,1,0,0
2022-03-15 14:00:00,0,3,2,10,12,14,16,16,16,18,16,15,15,13,16,15,15,13,12,13,12,10,7,8,10,9,12,12,11,9,12,15,18,18,19,20,20,21,20,22,26,30,30,28,27,25,23,24,19,20,19,13,7,6,6,3,2,4,0,0,0
2022-03-15 15:00:00,1,12,14,23,24,17,22,22,24,16,22,20,19,16,17,18,12,14,17,15,9,17,18,17,16,9,14,12,9,9,22,23,33,35,33,35,36,33,30,30,31,33,27,27,28,26,24,29,26,19,17,13,11,8,8,6,3,2,3,0,0
2022-03-15 16:00:00,0,5,54,55,59,56,56,56,47,42,35,24,21,21,18,19,21,21,20,10,19,17,17,15,11,6,8,7,10,10,14,14,18,24,24,24,23,22,23,23,23,27,25,25,27,28,23,35,32,18,18,13,10,9,5,4,1,2,2,0,0
2022-03-15 17:00:00,1,6,8,19,21,22,23,24,25,18,23,23,20,19,18,20,19,16,15,19,20,22,24,23,18,7,6,4,11,27,27,28,31,33,29,26,25,26,23,24,23,33,28,24,26,26,24,38,29,18,18,14,7,4,3,1,1,2,2,0,0
2022-03-15 18:00:00,7,6,12,25,30,37,35,34,37,32,43,41,30,25,22,21,24,21,21,17,20,30,39,37,35,13,13,11,16,26,50,51,41,37,37,36,35,33,29,29,28,44,38,37,28,26,25,56,44,33,26,19,12,8,3,2,1,2,1,0,0
2022-03-15 19:00:00,1,2,6,18,22,25,25,27,27,25,27,22,14,12,15,12,10,8,7,8,7,6,9,10,11,5,5,5,9,17,19,10,24,26,24,27,26,24,23,25,27,30,24,23,23,21,19,42,34,24,17,13,6,3,3,4,1,1,0,0,0
2022-03-15 20:00:00,1,3,3,6,7,8,9,9,14,13,16,17,17,12,12,10,5,11,10,12,13,8,6,11,11,4,10,9,5,21,25,25,23,22,25,23,24,17,21,25,20,22,21,16,18,16,14,31,24,21,18,13,5,6,6,5,3,2,0,0,0
2022-03-15 21:00:00,1,3,5,6,7,5,6,6,6,4,18,11,13,9,6,10,10,7,6,7,7,8,7,6,6,6,2,3,4,6,10,12,21,24,22,18,24,23,22,24,24,31,28,22,19,21,15,25,21,17,13,9,6,4,4,3,2,1,2,0,0
2022-03-15 22:00:00,0,2,1,5,5,4,6,7,5,6,11,10,8,5,5,5,5,7,8,10,8,9,8,7,7,5,4,3,3,3,11,8,15,22,23,23,20,21,20,21,26,29,26,22,21,19,17,27,22,20,16,11,5,4,4,1,2,1,0,0,0
2022-03-15 23:00:00,0,0,1,2,0,1,3,0,2,1,5,4,3,2,2,3,4,0,6,4,1,2,5,4,3,2,2,0,3,2,7,5,12,13,12,11,13,12,11,13,12,17,13,12,13,11,10,23,16,11,10,7,2,3,3,2,2,2,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,6,2,5,19,23,23,18,22,26,15,33,37,41,41,44,43,37,30,38,47,45,47,44,39,44,44,34,17,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,2,4,10,12,7,17,20,19,15,9,11,12,14,18,15,11,21,19,17,16,7,14,24,20,18,17,11,2,5,10,0,8,11,11,10,6,12,13,16,17,10,9,20,24,24,21,11,13,13,11,9,7,10,11,9,2,0,0,0,0
2022-03-16 06:00:00,12,2,3,15,13,14,20,25,36,29,10,10,11,13,17,20,19,18,16,15,14,10,12,12,12,10,11,8,2,1,1,0,4,3,4,4,2,5,4,4,3,6,5,8,15,16,16,11,13,12,11,10,6,4,5,6,4,1,0,0,0
2022-03-16 07:00:00,4,2,5,22,31,34,44,55,56,48,23,22,23,30,44,45,26,25,24,25,28,27,30,31,29,26,33,21,8,3,6,2,9,14,9,9,7,9,9,10,8,11,13,35,47,59,57,47,55,62,62,60,53,34,12,7,4,1,0,0,0
2022-03-16 08:00:00,1,3,7,23,32,35,44,52,53,47,28,28,33,40,57,59,44,41,43,38,36,35,35,31,27,21,25,17,8,7,4,4,42,37,21,14,12,11,10,11,12,15,16,26,39,49,44,26,25,28,29,27,21,20,18,11,5,4,0,0,0
2022-03-16 09:00:00,0,5,4,20,24,29,38,40,43,36,37,34,39,44,53,51,44,45,38,38,39,35,35,33,33,24,29,20,8,3,3,2,11,13,10,9,10,9,11,11,11,11,13,17,24,24,21,18,17,18,18,13,7,8,5,4,2,4,0,0,0
2022-03-16 10:00:00,0,5,6,14,15,14,19,22,24,21,17,21,21,20,29,24,22,19,18,15,13,15,15,13,10,8,9,8,4,2,5,4,9,7,5,7,8,8,6,8,8,10,9,13,17,19,20,18,18,8,15,10,8,3,6,4,2,2,2,0,0
2022-03-16 11:00:00,2,5,3,14,16,9,25,26,30,28,18,18,17,15,19,19,15,16,19,20,19,19,20,21,17,6,8,7,6,3,6,5,9,17,16,17,16,19,15,19,19,24,23,23,24,14,18,21,14,15,14,12,9,8,6,5,3,3,4,0,0
2022-03-16 12:00:00,0,5,7,21,25,24,31,32,32,30,23,27,23,24,26,23,20,18,15,15,14,14,17,16,10,8,11,9,3,5,8,7,12,11,10,10,9,8,7,10,6,11,10,12,15,16,16,16,16,15,14,10,8,5,4,2,2,1,2,0,0
2022-03-16 13:00:00,0,4,38,45,50,47,46,42,42,39,25,26,25,22,21,23,21,19,17,14,14,16,15,15,12,9,9,7,5,5,8,6,11,15,14,15,16,16,18,20,17,22,22,24,27,28,24,23,19,17,16,12,6,3,4,3,2,4,1,0,0
2022-03-16 14:00:00,0,4,9,15,13,16,20,21,25,21,18,21,20,18,22,21,20,17,18,18,17,13,15,12,13,8,8,8,6,10,12,11,19,21,17,17,18,11,16,18,19,23,20,23,24,26,23,19,18,21,18,17,9,8,7,5,2,6,5,0,0
2022-03-16 15:00:00,0,3,35,47,34,45,43,42,38,35,30,26,22,20,19,16,16,14,14,15,15,15,16,14,13,11,8,6,14,17,26,26,27,30,28,29,28,19,24,23,20,22,21,22,23,23,20,28,26,20,20,12,8,7,4,2,3,2,0,0,0
2022-03-16 16:00:00,11,7,12,13,14,16,27,29,29,27,22,25,22,17,21,19,21,17,16,12,13,10,10,12,11,11,12,10,10,10,14,15,30,33,29,21,31,35,37,33,32,36,35,31,29,28,29,34,31,20,18,15,6,6,7,5,4,5,4,0,0
2022-03-16 17:00:00,2,3,7,17,19,22,25,27,28,24,24,26,25,21,22,21,21,17,20,20,19,19,20,18,17,9,8,9,16,26,36,39,25,25,24,24,23,24,21,22,22,28,26,25,26,27,27,45,35,26,25,16,9,7,5,2,3,1,0,0,0
2022-03-16 18:00:00,2,13,16,25,29,28,29,27,29,26,44,39,34,26,24,27,29,25,18,18,17,24,22,22,23,12,8,6,20,37,47,51,45,42,37,33,35,29,26,31,31,41,35,26,24,25,25,51,47,35,25,20,7,5,4,1,2,3,0,0,0
2022-03-16 19:00:00,0,2,10,14,14,16,17,17,20,19,30,30,32,23,21,14,9,6,12,13,12,9,17,15,15,9,6,8,6,14,20,17,28,27,25,26,24,22,21,23,22,31,25,23,22,26,26,45,37,25,24,14,6,5,4,4,2,2,0,0,0
2022-03-16 20:00:00,0,4,3,9,8,7,8,8,8,7,12,14,12,8,6,8,7,6,5,9,7,7,7,5,6,5,5,4,3,24,25,23,30,29,28,25,24,24,24,27,23,30,27,20,18,16,17,37,32,27,21,16,6,5,5,2,1,2,1,0,0
2022-03-16 21:00:00,0,4,3,6,7,8,7,9,11,8,14,13,10,8,9,7,8,7,7,9,8,8,5,6,5,3,7,7,7,9,14,11,13,15,16,17,18,20,22,32,36,35,22,17,17,16,16,24,24,19,17,10,6,5,5,4,2,0,0,0,0
2022-03-16 22:00:00,0,4,5,7,8,9,10,8,10,6,10,8,7,4,3,10,10,12,11,12,9,8,8,7,5,6,6,6,5,8,11,13,22,20,20,13,18,19,20,23,23,41,33,26,28,26,24,27,23,22,21,17,9,4,7,5,4,3,0,0,0
2022-03-16 23:00:00,0,0,0,4,0,0,3,1,2,4,10,6,8,4,3,3,3,3,3,4,5,6,3,5,3,2,1,2,2,4,6,5,13,13,11,13,10,12,11,14,11,19,18,15,14,12,12,25,19,13,11,7,3,2,3,1,0,0,0,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,0,2,5,20,23,23,16,20,24,24,28,33,35,36,39,39,33,31,29,46,45,47,47,46,50,37,34,20,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,0,2,1,10,6,12,9,14,15,14,10,13,14,13,17,22,22,21,20,14,21,22,22,17,20,18,17,15,5,3,8,7,12,14,13,6,13,6,12,14,13,11,12,20,21,10,18,14,5,13,10,3,7,10,5,7,3,1,0,0,0
2022-03-17 06:00:00,0,2,3,12,15,17,22,26,29,20,13,12,12,12,19,17,17,18,19,13,17,16,16,16,15,9,10,4,2,1,2,0,3,5,6,7,2,6,3,4,4,5,4,14,24,28,26,18,4,6,4,3,2,3,3,3,2,1,0,0,0
2022-03-17 07:00:00,0,2,6,26,35,37,51,56,59,50,18,19,22,26,36,41,27,23,24,23,26,26,24,24,22,20,26,18,15,3,2,1,11,14,13,11,10,9,9,11,7,8,8,21,37,49,54,47,50,56,56,55,54,41,12,7,4,3,2,0,0
2022-03-17 08:00:00,0,3,8,27,33,35,43,50,64,55,31,30,29,31,45,53,37,32,29,29,33,33,35,32,32,27,30,17,7,3,2,1,33,33,27,19,16,19,16,13,11,13,12,25,41,50,36,20,24,24,24,20,17,14,14,11,5,2,1,0,0
2022-03-17 09:00:00,1,5,6,13,21,22,30,34,46,42,23,23,26,31,34,28,25,25,20,21,28,23,20,18,17,17,18,13,7,4,2,3,8,15,14,12,10,10,7,6,6,8,7,11,17,20,17,12,11,12,12,9,6,9,8,4,1,5,4,0,0
2022-03-17 10:00:00,0,4,4,13,16,16,19,20,22,21,18,19,21,22,27,26,22,22,19,20,21,18,17,17,13,8,11,5,4,2,3,2,6,8,11,14,9,5,8,6,8,8,7,10,11,12,12,13,10,10,9,7,4,4,3,2,1,2,2,0,0
2022-03-17 11:00:00,0,3,3,10,11,13,14,15,16,12,11,12,12,16,17,14,14,12,12,11,9,9,10,9,8,5,7,8,4,4,6,3,7,9,8,7,13,13,12,11,13,18,17,14,10,10,11,13,11,12,9,4,4,3,2,1,2,4,0,0,0
2022-03-17 12:00:00,0,6,8,16,19,18,22,25,26,23,21,18,21,21,23,26,20,17,15,16,17,16,16,13,12,8,10,8,4,3,5,3,10,9,9,10,9,10,11,12,12,12,14,11,16,17,18,15,14,11,12,10,6,5,4,2,1,1,0,0,0
2022-03-17 13:00:00,0,3,4,9,18,19,21,22,22,21,20,21,23,22,28,28,28,25,30,27,25,23,17,22,10,7,11,9,3,3,6,5,13,19,11,19,20,24,18,19,14,17,13,17,18,21,20,19,18,13,12,10,6,6,2,5,3,3,0,0,0
2022-03-17 14:00:00,1,7,7,12,13,15,20,21,23,19,20,17,19,15,15,15,14,14,12,11,10,3,10,9,9,6,7,3,10,12,15,16,13,13,12,11,15,14,14,16,17,15,12,15,16,14,19,21,19,21,20,18,12,11,10,8,5,4,5,0,0
2022-03-17 15:00:00,0,4,8,12,14,17,17,17,18,17,16,17,18,16,18,17,20,15,14,12,10,13,15,15,14,6,5,6,6,7,10,10,27,27,25,24,23,17,26,26,26,26,24,30,28,26,20,25,24,20,20,16,9,6,6,4,2,5,6,0,0
2022-03-17 16:00:00,1,7,47,51,35,44,51,52,50,46,30,26,19,11,12,12,14,12,10,12,14,14,14,14,13,7,6,5,9,21,20,19,25,28,26,24,22,23,21,21,23,30,22,26,25,23,24,38,35,25,19,15,8,7,5,7,2,4,0,0,0
2022-03-17 17:00:00,0,2,5,20,21,19,25,16,29,16,29,27,22,18,17,21,19,20,18,11,11,10,13,10,8,8,7,7,11,14,21,23,30,36,34,35,37,36,34,31,33,36,29,24,24,24,23,42,37,26,22,14,4,4,5,2,1,2,0,0,0
2022-03-17 18:00:00,6,11,10,23,25,26,26,25,29,24,30,33,27,23,25,16,15,13,16,17,17,22,27,26,24,8,10,11,22,38,61,61,47,43,39,34,31,27,28,31,31,55,49,34,32,32,35,44,39,30,28,19,8,6,4,2,1,1,0,0,0
2022-03-17 19:00:00,0,2,10,13,16,18,18,24,26,25,41,39,32,19,13,16,14,13,11,12,12,10,11,14,11,8,5,5,7,12,20,9,29,26,27,33,33,34,30,35,36,44,39,27,25,28,27,57,47,35,25,19,8,7,5,1,2,1,0,0,0
2022-03-17 20:00:00,1,2,4,7,7,8,8,9,10,11,13,13,12,8,9,8,6,9,11,12,7,10,7,7,8,6,6,6,5,21,21,21,25,25,21,20,20,18,18,25,27,30,30,24,20,17,18,42,27,17,15,12,7,5,5,3,3,4,0,0,0
2022-03-17 21:00:00,1,2,4,7,6,6,8,10,11,5,16,16,13,11,9,12,13,12,14,15,12,11,10,9,5,3,2,2,3,11,17,18,31,34,33,16,26,26,18,30,31,40,38,25,21,20,17,29,21,13,10,8,5,5,4,2,2,1,1,0,0
2022-03-17 22:00:00,0,3,1,4,5,5,3,6,3,3,11,8,7,3,4,4,2,4,7,9,8,7,7,6,6,5,7,5,4,5,10,0,19,18,16,17,17,14,14,19,25,28,23,18,16,14,13,28,22,19,15,9,3,2,5,4,3,3,0,0,0
2022-03-17 23:00:00,0,1,0,2,0,4,2,1,2,3,9,8,6,4,3,3,5,6,4,6,5,4,5,4,3,1,1,2,4,5,7,5,14,12,15,16,15,15,14,17,12,19,18,17,14,11,13,24,17,13,8,5,3,0,3,3,2,1,0,0,0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 04:00:00,0,3,5,17,23,22,19,23,25,24,28,32,34,35,38,39,38,37,38,44,39,40,45,37,46,35,30,17,10,2,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 05:00:00,0,1,2,5,6,6,13,17,22,15,8,9,10,12,23,23,21,19,17,25,9,23,25,25,23,25,23,17,3,5,7,7,8,10,9,8,7,6,6,7,7,5,5,11,14,15,14,11,10,9,7,6,5,8,6,0,3,1,0,0,0
2022-03-18 06:00:00,0,1,2,9,12,11,17,20,24,22,10,9,12,13,18,20,15,14,13,14,16,17,15,13,12,11,11,7,3,2,1,0,2,5,4,5,6,3,2,2,2,4,3,10,15,18,15,12,11,10,5,4,2,3,3,2,1,1,0,0,0
2022-03-18 07:00:00,0,4,7,24,31,33,43,51,52,43,18,19,22,27,45,42,30,28,27,29,26,24,28,25,23,23,31,24,9,2,1,0,10,12,11,8,8,9,8,9,11,9,9,35,46,52,53,54,52,62,65,64,61,30,11,9,2,2,0,0,0
2022-03-18 08:00:00,0,3,7,30,39,45,55,58,63,56,28,33,32,37,47,48,33,28,26,28,29,28,28,27,24,21,24,15,9,5,4,2,27,27,24,16,10,12,11,10,11,13,14,30,52,56,47,23,23,22,23,24,24,28,24,19,11,2,0,1,0
2022-03-18 09:00:00,2,4,6,19,21,33,43,46,52,44,32,34,36,39,42,43,37,36,33,34,34,34,25,23,19,14,17,12,6,2,2,1,10,11,9,8,6,9,10,6,7,7,8,15,20,23,24,11,12,12,13,8,5,5,4,3,2,4,0,0,0
2022-03-18 10:00:00,1,6,4,13,13,12,17,19,22,21,14,15,18,17,21,22,18,16,20,19,18,16,17,16,14,9,11,7,7,4,4,5,10,11,5,9,5,4,3,10,8,11,10,15,18,19,18,15,13,12,10,7,5,5,5,3,2,2,1,0,0
2022-03-18 11:00:00,0,4,4,15,16,18,22,24,25,22,18,16,18,14,18,17,17,17,16,16,14,14,15,14,12,6,8,7,7,4,7,6,12,19,22,4,21,20,18,17,18,21,17,19,19,20,19,16,13,14,11,6,8,7,6,3,4,3,2,0,0
2022-03-18 12:00:00,0,3,12,20,12,13,17,19,21,18,22,23,24,23,26,28,24,19,15,16,14,15,18,13,13,6,6,5,6,5,6,6,12,14,15,14,10,13,15,16,11,11,11,16,15,14,13,18,14,11,10,9,8,8,4,6,5,3,3,0,0
2022-03-18 13:00:00,0,3,38,48,52,48,47,46,44,36,28,25,22,18,18,18,17,18,17,19,20,20,20,21,15,14,12,8,9,8,8,7,12,14,13,13,12,11,11,14,18,21,22,23,23,23,20,17,16,13,12,10,9,8,6,5,1,1,1,0,0
2022-03-18 14:00:00,0,5,6,12,13,14,19,18,21,19,19,20,21,25,33,30,28,24,20,17,19,12,13,12,11,8,11,10,10,11,14,15,22,27,25,23,22,23,19,18,19,19,18,23,23,25,23,22,19,20,19,17,10,7,7,4,3,4,1,0,0
2022-03-18 15:00:00,0,5,11,20,23,26,28,28,28,25,21,21,20,19,21,21,18,15,17,16,15,14,14,17,11,9,11,13,11,14,21,20,22,23,21,24,18,20,23,27,28,35,32,31,30,30,27,25,22,20,18,15,10,8,6,4,2,3,2,0,0
2022-03-18 16:00:00,0,9,36,46,44,44,42,38,35,32,25,20,21,19,26,22,16,16,13,14,15,13,13,16,15,8,9,7,7,21,27,7,30,31,33,32,32,30,28,30,32,41,37,30,16,17,17,24,21,23,21,15,7,6,4,2,3,2,3,0,0
2022-03-18 17:00:00,1,5,11,22,24,23,25,30,33,32,28,26,24,19,19,19,15,12,20,17,15,17,16,17,13,13,13,13,16,26,34,34,31,28,27,25,24,23,20,21,20,27,24,30,33,34,28,42,38,33,29,19,9,8,4,3,2,2,2,0,0
2022-03-18 18:00:00,2,16,14,27,29,30,35,36,35,28,42,40,37,27,17,19,19,17,20,20,20,20,21,18,16,10,9,18,24,37,53,52,43,43,41,39,38,33,27,32,37,54,53,33,38,41,36,53,45,26,25,19,9,6,3,2,0,1,2,0,0
2022-03-18 19:00:00,0,3,17,28,27,27,27,25,25,24,28,28,27,20,15,15,15,13,13,11,9,10,11,15,14,8,7,8,6,15,17,18,27,30,29,26,26,24,22,21,22,27,47,30,27,25,25,35,41,29,22,13,7,5,3,2,1,2,0,0,0
2022-03-18 20:00:00,1,3,4,11,8,9,8,10,12,11,13,12,14,11,9,7,7,9,8,8,9,5,8,6,3,2,2,3,5,18,20,9,21,22,20,20,19,21,16,20,17,27,25,19,19,19,16,29,24,16,16,10,6,5,5,1,2,2,0,0,0
2022-03-18 21:00:00,0,3,5,9,4,12,7,6,11,10,15,16,13,9,11,9,7,7,8,8,7,5,4,5,3,2,2,4,4,6,9,8,18,23,22,21,19,18,19,22,21,25,24,19,16,18,15,26,28,20,16,14,9,8,2,4,1,1,2,0,0
2022-03-18 22:00:00,0,3,2,4,6,5,6,5,8,7,11,13,9,7,8,6,7,3,7,9,8,9,5,4,6,3,4,4,4,5,10,8,21,26,24,24,23,21,20,23,28,30,24,24,22,19,18,31,23,19,16,13,4,3,4,0,2,2,1,0,0
2022-03-18 23:00:00,0,0,0,2,0,3,4,5,6,5,7,7,6,4,3,2,3,6,7,7,7,5,3,2,5,3,6,5,7,8,6,1,26,25,22,21,16,14,13,21,19,25,26,18,14,14,10,22,20,15,14,10,3,2,3,1,0,0,0,0,0
2022-03-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
