Unnamed: 0,1_진관공영차고지,2_동산동능모퉁이.한국지역난방공사,3_지축교앞,4_진관중고교약수사입구,5_진관초교입구,6_푸르지오625동앞.관음사입구,7_삼천리골입구56사단북한산부대,8_입곡삼거리,9_하나고.삼천사.진관사입구,10_제각말5단지.은평뉴타운도서관,11_신도중학교,12_폭포동.은평노인종합복지관,13_은평경찰서,14_연신초등학교,15_불광지구대,16_새장골유래비,17_연서시장,18_연신내역,19_동명여고.천주교불광동성당,20_불광역3.6호선,21_불광역3호선.서울혁신파크,22_한전성서지사.북한산푸르지오,23_녹번역,24_산골고개,25_홍제역(중).서대문세무서,26_홍제삼거리.인왕산한신휴플러스,27_무악재역,28_안산초등학교,29_독립문역.한성과학고,30_영천시장,31_서대문역,32_경찰청.동북아역사재단,33_서울역버스환승센터,34_숭례문,35_남대문시장앞.이회영활동터,36_롯데영프라자,37_우리은행종로지점,38_종로2가.삼일교,39_을지로2가.기업은행본점.서울노동청,40_롯데백화점,41_북창동.남대문시장,42_숭례문(가상),43_숭례문,44_서울역버스환승센터,45_경찰청.동북아역사재단,46_영천시장,47_독립문역.한성과학고,48_무악재역,49_인왕산.홍제원아파트,50_홍제역(중).서대문세무서,51_산골고개,52_녹번역,53_한전성서지사.북한산푸르지오,54_불광역3호선.서울혁신파크,55_불광역3.6호선,56_동명여고.천주교불광동성당,57_연신내역,58_연서시장,59_종로약국,60_불광지구대,61_북한산대창센시티아파트,62_은평경찰서,63_폭포동,64_은평노인종합복지관.신도중학교,65_기자촌11단지앞,66_제각말5단지.은평뉴타운도서관,67_하나고.삼천사.진관사입구,68_삼천리골입구56사단북한산부대,69_푸르지오618동앞.관음사입구,70_진관초교관음사입구,71_진관중고교약수사입구,72_지축교앞,73_진관공영차고지
2022-04-05 14:00:00,0,1,0,0,0,1,1,3,10,11,15,7,13,14,13,14,14,18,9,15,14,12,13,10,8,9,10,11,12,12,11,13,8,5,5,3,3,4,7,10,14,0,15,19,17,18,14,19,17,13,13,16,13,11,12,7,8,6,7,8,4,8,7,5,5,4,2,0,0,1,0,0,0
2022-04-05 15:00:00,0,3,2,4,3,3,0,10,9,10,11,9,7,29,30,29,23,18,13,19,26,27,27,15,14,16,17,6,16,15,15,15,8,5,5,4,2,4,3,10,15,0,14,19,22,35,36,32,28,30,30,30,27,24,22,18,15,20,20,15,16,13,17,9,7,6,1,1,0,0,0,0,0
2022-04-05 16:00:00,0,1,0,0,0,3,0,4,18,18,20,17,18,12,27,21,29,30,48,43,43,39,34,29,24,24,23,17,26,28,27,24,7,4,2,3,1,2,3,8,11,0,12,22,23,24,25,24,22,22,21,20,19,19,17,16,16,27,29,22,17,17,16,16,14,9,4,2,5,1,0,0,0
2022-04-05 17:00:00,0,2,1,0,1,2,3,6,14,15,16,18,18,23,17,19,17,13,16,15,19,19,14,11,15,14,14,12,16,19,22,18,7,5,3,2,1,1,4,8,16,0,20,32,41,42,39,38,33,33,30,30,25,22,24,20,24,40,38,30,20,19,9,16,12,6,2,3,2,0,0,1,0
2022-04-05 18:00:00,0,0,1,0,0,1,0,0,9,11,12,4,11,15,24,19,14,13,15,20,22,23,26,22,24,23,24,22,22,18,24,44,5,5,6,3,2,3,9,13,16,15,18,37,52,49,52,44,44,47,50,48,41,37,35,34,30,41,39,30,24,23,17,14,8,3,6,1,2,4,0,3,0
2022-04-05 19:00:00,0,0,0,0,0,2,1,0,2,2,5,6,5,6,8,7,5,6,6,8,9,8,9,9,10,12,13,12,9,10,12,3,2,0,1,3,0,1,3,11,11,0,17,24,30,31,29,28,26,24,23,22,21,20,20,28,31,46,43,36,26,24,21,18,10,7,6,5,4,1,0,0,0
2022-04-05 20:00:00,0,2,0,1,0,0,1,1,3,4,0,7,4,8,9,8,7,8,4,5,7,7,1,0,10,9,7,7,6,6,8,9,5,3,0,1,2,4,7,20,21,0,21,27,26,25,26,25,23,20,19,17,15,14,15,22,27,36,33,27,20,19,15,14,8,3,1,1,1,0,0,0,0
2022-04-05 21:00:00,0,0,2,0,0,0,1,0,4,5,0,1,5,6,3,5,4,7,6,6,5,4,3,5,5,4,3,0,2,4,6,7,1,0,0,1,0,1,3,6,6,0,8,24,28,25,25,23,22,20,20,14,15,15,19,18,19,18,17,13,11,10,8,6,4,3,3,1,2,0,0,0,0
2022-04-05 22:00:00,0,1,1,0,0,1,0,4,1,6,2,0,4,5,5,4,6,4,8,9,5,8,7,1,5,3,2,5,5,3,5,4,1,0,1,1,0,0,4,5,6,0,5,17,20,23,24,20,18,18,17,18,15,15,13,13,14,22,22,18,13,12,7,11,8,3,2,2,0,1,0,1,0
2022-04-05 23:00:00,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,2,2,0,4,3,1,2,5,2,0,0,6,5,3,4,3,0,0,0,1,1,4,3,1,0,2,10,11,11,12,9,13,7,12,10,6,10,8,8,12,18,16,12,10,10,8,5,6,2,1,0,0,0,0,0,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,0,0,0,1,0,2,3,0,4,2,0,2,5,9,13,20,24,25,26,27,28,29,30,25,36,30,0,35,36,36,30,21,11,8,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,0,1,0,0,0,0,0,0,1,3,4,4,6,7,13,12,6,8,8,10,8,11,8,10,13,14,0,16,15,14,14,11,3,2,1,0,2,1,2,3,2,0,5,9,9,12,13,12,11,15,14,16,16,14,11,10,7,9,9,8,7,2,6,5,4,2,1,0,0,0,0,0,0
2022-04-06 06:00:00,0,2,1,0,2,4,0,3,2,13,14,16,17,24,16,18,16,16,16,17,16,20,22,21,29,33,35,36,36,35,27,21,8,4,2,0,0,1,3,4,3,0,2,7,4,8,9,6,3,11,7,6,6,5,5,3,5,8,0,7,5,4,1,4,3,2,1,0,0,2,0,0,0
2022-04-06 07:00:00,0,2,3,4,5,8,9,0,12,25,31,32,34,57,63,55,34,26,27,35,42,50,53,58,57,59,61,47,63,51,36,32,12,13,6,2,0,1,1,2,3,0,0,12,6,4,5,1,4,7,14,16,24,24,27,17,12,15,14,15,10,11,8,9,7,10,7,3,6,5,0,0,0
2022-04-06 08:00:00,0,4,5,2,4,4,2,4,8,16,18,19,25,32,50,42,33,36,42,48,52,59,59,60,67,52,55,65,64,62,45,29,18,7,4,2,0,0,1,2,0,0,0,27,13,14,16,15,15,20,23,23,25,23,23,27,27,33,32,29,31,32,30,26,23,17,8,3,1,4,2,0,0
2022-04-06 09:00:00,0,1,2,1,0,3,0,0,5,12,14,17,22,23,27,23,19,17,18,22,23,28,26,28,30,36,41,42,44,45,31,23,11,9,3,1,0,0,4,1,3,2,3,7,6,5,0,3,7,8,10,10,6,6,8,7,6,9,7,8,8,9,8,7,6,5,2,2,1,0,0,0,0
2022-04-06 10:00:00,0,0,1,2,0,3,2,3,3,8,11,11,12,16,18,17,12,15,15,18,18,22,20,21,24,28,27,24,29,28,28,25,16,9,4,2,1,2,3,4,5,0,1,10,9,13,9,7,6,6,5,4,7,9,9,8,7,8,7,7,8,7,6,5,4,5,1,2,1,2,0,0,0
2022-04-06 11:00:00,0,1,0,0,0,4,3,0,6,7,8,10,10,13,8,12,12,13,14,15,17,21,20,21,27,20,29,31,36,33,22,17,9,15,5,1,2,1,1,3,7,0,2,9,9,8,8,9,11,11,14,16,19,18,16,14,12,13,16,16,15,8,14,13,12,9,3,1,0,0,0,0,0
2022-04-06 12:00:00,0,0,0,0,0,1,1,0,5,10,9,12,12,14,19,18,9,10,16,16,14,14,16,18,19,21,22,23,22,22,22,20,14,8,3,1,4,3,4,5,7,0,7,12,11,10,11,4,10,10,7,9,8,7,8,5,4,10,9,9,7,6,3,5,4,8,2,3,2,1,0,0,0
2022-04-06 13:00:00,0,1,0,0,0,3,1,2,3,10,13,14,14,15,14,12,9,11,10,13,13,14,12,10,15,13,14,14,14,16,14,12,7,5,3,2,1,0,2,7,10,9,11,15,17,16,10,11,8,10,9,8,9,11,9,10,8,8,9,9,7,6,8,9,6,5,3,2,1,2,1,0,0
2022-04-06 14:00:00,0,2,0,2,0,7,1,4,10,11,1,11,14,23,25,26,25,25,20,21,21,17,19,17,14,15,15,15,16,15,12,10,5,4,3,2,0,3,6,7,10,0,11,12,17,13,13,15,15,16,13,13,12,11,10,10,8,10,11,10,9,8,7,6,4,4,1,3,2,0,0,0,0
2022-04-06 15:00:00,0,1,1,0,0,1,0,2,14,11,15,13,17,16,27,28,14,15,48,17,39,35,30,23,22,20,22,20,20,16,19,17,9,6,3,3,4,2,7,14,16,0,18,22,24,23,23,23,19,23,22,24,20,20,21,18,15,18,17,15,9,8,8,8,7,4,3,5,1,0,0,0,0
2022-04-06 16:00:00,0,1,0,0,0,4,3,5,11,8,13,17,18,20,31,29,27,27,28,30,26,25,16,16,14,14,13,15,13,13,15,14,6,3,4,3,1,3,4,12,19,12,20,36,35,36,31,27,25,21,20,25,20,19,21,20,16,22,22,19,17,15,16,10,11,5,4,2,0,2,0,1,0
2022-04-06 17:00:00,0,0,1,0,0,2,4,3,6,7,8,7,10,11,8,10,7,8,7,12,12,11,11,14,15,16,15,16,20,18,14,20,18,5,3,3,4,0,7,15,19,18,21,30,35,34,34,29,28,25,26,23,25,24,28,25,23,31,31,28,29,28,26,23,18,10,10,10,6,3,0,0,0
2022-04-06 18:00:00,0,1,0,0,0,1,0,3,12,13,6,15,18,22,14,22,15,14,16,22,21,18,17,18,19,20,10,19,18,15,22,44,4,5,3,3,1,3,4,13,16,0,24,36,45,46,52,49,54,54,36,54,52,47,41,35,43,50,48,41,34,31,28,15,9,5,4,3,1,1,0,0,0
2022-04-06 19:00:00,0,2,0,3,2,1,1,0,1,2,5,2,5,5,3,3,5,7,6,6,6,7,5,6,5,6,3,3,3,3,6,2,1,3,1,2,0,0,4,17,19,18,21,30,34,33,32,29,30,29,31,29,29,31,28,24,27,36,35,29,23,22,24,21,13,6,5,2,1,1,0,0,0
2022-04-06 20:00:00,0,0,0,0,0,0,1,2,4,2,3,4,4,5,7,7,5,6,6,7,10,11,0,6,6,8,0,0,7,5,8,8,2,1,2,1,1,2,2,11,12,7,11,20,22,23,0,22,21,20,19,17,15,13,14,12,11,21,17,17,13,12,11,10,7,3,1,0,1,0,0,0,0
2022-04-06 21:00:00,0,1,0,0,0,0,1,4,5,2,1,5,4,0,3,4,5,5,6,8,8,6,3,5,4,5,3,4,2,6,3,5,2,1,0,3,0,2,4,6,8,2,10,18,21,22,22,21,22,20,22,19,18,17,19,11,17,17,16,12,10,6,9,8,5,1,0,0,0,0,0,0,0
2022-04-06 22:00:00,0,0,0,0,0,0,1,3,1,0,0,0,4,0,4,3,2,5,2,6,5,5,4,4,4,0,0,4,2,1,3,2,0,0,0,0,0,1,1,7,6,0,8,15,19,23,24,22,23,22,19,21,20,21,19,13,20,31,25,19,12,14,11,10,4,2,0,1,0,0,0,0,0
2022-04-06 23:00:00,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,3,3,0,0,0,3,3,2,0,0,0,0,0,0,3,6,0,8,13,14,15,4,14,9,11,9,10,2,8,7,6,9,15,11,8,9,7,5,8,7,1,1,0,0,1,0,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,1,2,0,3,0,4,5,0,6,2,3,7,8,12,19,26,28,12,31,32,36,37,22,23,44,45,0,43,46,53,39,29,11,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,0,0,0,0,0,1,0,0,0,3,4,0,1,10,15,12,10,6,11,12,15,11,20,21,11,13,21,23,13,21,16,11,6,4,3,2,1,0,2,3,0,0,4,6,8,9,8,10,9,10,12,10,9,7,9,4,8,7,8,7,9,8,0,7,4,0,2,2,1,0,0,0,0
2022-04-07 06:00:00,0,0,0,1,2,3,0,3,5,12,14,16,18,24,30,27,17,19,24,25,26,28,29,38,22,23,24,21,25,21,18,16,5,3,2,0,0,1,1,2,1,0,2,7,3,5,5,7,3,6,7,8,6,4,5,2,1,8,3,7,6,5,5,4,3,3,0,1,0,2,1,0,0
2022-04-07 07:00:00,0,1,3,0,2,5,6,6,10,22,27,32,34,46,55,50,28,27,31,31,33,38,40,43,46,48,52,51,49,46,34,25,8,5,2,1,0,1,4,1,3,0,1,11,6,6,10,11,16,21,6,23,22,21,20,25,23,29,1,7,8,8,9,11,12,11,10,8,0,7,0,0,0
2022-04-07 08:00:00,0,1,2,1,0,5,3,0,7,15,20,24,25,48,59,47,35,36,37,35,43,55,47,53,54,51,45,51,49,54,40,28,13,10,4,3,1,1,1,0,2,1,1,15,9,12,12,11,13,16,18,28,37,36,42,40,38,47,46,26,20,22,21,16,13,10,7,4,1,3,2,0,0
2022-04-07 09:00:00,0,2,0,1,0,3,1,6,6,16,17,20,22,27,33,34,24,19,22,23,26,27,26,37,34,31,39,38,40,42,31,21,9,7,3,2,2,1,1,2,2,1,1,9,7,3,6,5,4,8,10,8,9,8,7,6,6,12,10,9,9,10,9,7,0,6,2,1,0,0,0,0,0
2022-04-07 10:00:00,0,2,3,2,2,2,0,3,3,8,9,13,16,20,21,19,12,17,20,22,22,20,18,17,25,27,26,23,28,26,24,21,14,12,4,0,0,2,3,2,2,0,2,7,7,5,6,6,8,9,9,8,8,8,10,7,9,14,11,9,7,8,7,6,4,5,1,0,0,1,0,0,0
2022-04-07 11:00:00,0,3,3,2,0,4,0,6,4,7,10,8,7,8,17,17,10,12,12,14,14,13,0,12,21,23,19,25,31,30,26,26,13,11,4,2,1,0,2,4,4,0,5,13,11,10,8,7,11,8,3,11,11,5,7,4,5,10,10,9,7,10,4,9,8,7,3,4,1,3,2,1,0
2022-04-07 12:00:00,0,0,2,0,2,4,0,3,6,9,10,9,11,12,10,10,10,9,9,10,16,12,12,16,16,12,15,15,24,24,26,25,20,19,8,1,0,1,4,5,6,5,6,10,7,9,9,5,7,15,16,16,16,15,16,15,8,12,12,10,3,9,8,9,7,5,4,2,0,1,0,0,0
2022-04-07 13:00:00,0,0,0,0,2,1,1,6,8,10,12,16,17,19,19,18,15,17,18,14,14,15,15,15,17,18,11,16,15,19,15,14,10,7,4,1,2,0,2,3,9,0,11,14,15,12,6,6,13,12,13,14,11,11,12,12,9,12,12,12,9,9,8,8,6,2,1,0,1,1,0,0,0
2022-04-07 14:00:00,0,2,0,0,1,1,2,0,5,6,6,6,9,10,9,11,10,10,9,17,17,15,14,15,16,12,13,11,15,11,13,12,9,8,4,2,3,2,3,9,12,11,11,11,11,13,13,12,11,13,13,20,18,17,18,16,11,16,15,14,13,12,11,9,8,4,3,0,2,1,0,0,0
2022-04-07 15:00:00,0,1,0,1,2,2,0,3,6,7,8,6,8,17,46,29,41,43,39,36,28,22,10,9,13,8,11,10,13,14,13,12,6,4,5,3,0,3,6,8,10,0,10,17,18,25,24,25,26,28,28,25,22,20,18,14,9,15,16,12,11,9,10,10,9,6,5,2,0,0,0,0,0
2022-04-07 16:00:00,0,1,0,1,2,3,4,13,26,29,19,30,31,35,34,28,20,18,32,33,34,32,26,26,19,19,17,16,16,15,15,11,6,5,2,0,1,1,2,13,21,0,22,29,30,31,31,30,25,23,26,24,22,24,24,18,19,20,21,18,15,15,13,12,11,5,0,5,4,0,0,0,0
2022-04-07 17:00:00,0,1,0,1,0,3,5,7,10,13,18,19,18,22,29,25,13,16,20,15,17,22,20,19,19,18,19,21,25,20,17,18,3,1,2,3,2,2,4,7,16,0,22,32,37,39,37,34,32,27,28,25,29,26,25,23,20,26,24,20,19,16,12,10,8,6,5,4,3,2,0,0,0
2022-04-07 18:00:00,1,2,0,0,1,1,2,3,13,15,8,10,14,14,16,14,10,12,13,14,16,15,14,13,17,18,22,24,25,22,21,38,9,7,4,4,4,3,11,13,17,16,21,45,44,42,40,39,34,37,36,37,33,31,32,24,30,34,32,27,25,21,18,15,10,6,5,4,3,0,0,0,0
2022-04-07 19:00:00,0,1,0,0,0,1,2,3,5,7,10,7,10,14,15,13,9,9,7,9,10,12,11,6,10,9,14,15,12,8,9,10,2,3,1,1,2,3,4,6,8,6,10,24,30,28,27,25,22,23,25,25,24,22,22,23,36,57,55,48,35,33,26,21,16,6,4,4,2,2,1,0,0
2022-04-07 20:00:00,1,1,0,0,0,1,0,2,4,5,4,6,5,9,12,12,7,6,7,9,12,11,8,9,9,11,11,2,4,7,4,2,1,1,2,0,0,1,4,9,10,0,10,22,25,28,26,25,23,23,23,22,19,18,20,16,15,22,16,20,19,18,16,14,12,4,5,1,0,1,0,0,0
2022-04-07 21:00:00,1,1,2,0,0,1,1,2,3,5,0,3,4,5,3,4,3,4,3,6,5,5,6,0,5,1,3,6,9,7,6,7,2,1,1,1,1,3,4,4,5,0,5,19,24,24,20,22,20,22,24,21,20,19,18,17,11,27,23,18,10,11,10,8,6,3,2,0,1,1,0,0,0
2022-04-07 22:00:00,0,1,0,0,0,1,0,0,0,0,0,2,1,1,2,0,0,1,3,4,6,7,2,4,6,6,0,0,6,4,9,8,3,2,1,0,1,1,3,4,5,0,4,13,18,25,27,24,21,24,24,23,22,18,18,16,17,26,23,18,13,13,10,8,5,2,0,2,0,0,0,0,0
2022-04-07 23:00:00,0,1,0,0,0,0,0,0,0,1,0,3,0,1,4,2,1,3,5,3,8,0,7,5,6,10,9,6,7,7,10,7,3,0,0,2,1,1,3,3,4,0,6,10,10,8,8,6,6,8,8,4,4,13,10,7,14,21,20,19,13,14,12,11,8,3,2,1,0,1,0,0,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,0,0,0,1,0,2,3,0,4,5,0,4,5,8,13,20,24,24,25,18,27,24,27,28,33,34,0,33,35,37,31,22,14,9,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,0,0,0,0,0,2,0,0,1,3,4,4,6,10,12,11,7,8,6,7,9,8,18,19,24,26,27,27,27,25,19,17,10,7,4,6,5,1,3,3,3,0,4,8,9,9,11,7,10,9,9,11,12,11,12,13,8,12,14,13,11,0,8,6,4,5,2,2,0,1,0,0,0
2022-04-08 06:00:00,0,0,0,0,1,2,0,1,3,11,13,18,18,29,24,20,12,14,17,19,20,25,27,28,27,23,16,24,24,21,16,13,5,2,1,0,1,0,0,0,0,0,1,4,1,5,3,4,2,5,2,6,4,4,5,4,5,5,3,3,5,2,1,0,3,2,0,1,0,2,0,0,0
2022-04-08 07:00:00,0,1,3,1,5,9,4,11,11,24,25,27,31,46,54,48,27,28,30,34,38,43,46,50,58,55,56,58,59,54,42,31,13,11,4,4,2,1,2,3,2,0,0,11,7,6,7,8,0,25,25,27,30,29,29,9,10,14,15,16,11,6,7,6,7,5,3,0,0,0,0,0,0
2022-04-08 08:00:00,0,1,0,1,0,1,2,0,6,16,20,20,29,34,49,46,28,32,33,36,42,48,49,50,60,63,64,62,65,63,49,25,15,9,5,2,1,1,4,5,1,0,2,15,7,10,0,9,10,8,12,17,17,30,34,34,33,40,39,28,13,15,14,11,9,7,5,1,0,2,1,0,0
2022-04-08 09:00:00,1,1,0,0,0,1,0,2,4,10,15,21,24,36,41,40,26,25,24,22,21,22,25,26,28,28,30,32,37,33,27,22,12,8,2,1,1,0,3,0,4,0,4,10,4,7,6,4,4,13,12,13,10,10,14,12,8,11,10,8,8,3,7,5,3,3,2,1,0,1,0,0,0
2022-04-08 10:00:00,0,0,1,0,2,7,3,3,6,13,18,21,22,25,24,22,19,19,20,23,22,25,30,33,37,36,37,37,38,35,31,28,20,12,4,2,1,0,3,0,5,4,3,7,11,14,12,8,15,13,12,10,8,10,13,7,6,13,11,5,10,0,0,4,9,5,0,1,0,1,0,0,0
2022-04-08 11:00:00,0,0,1,0,0,4,0,5,7,4,9,11,8,13,11,16,16,14,18,19,20,25,24,24,32,34,16,32,30,28,28,24,11,12,4,1,0,0,1,3,6,0,4,8,10,9,11,12,13,11,13,14,12,8,8,11,12,13,15,11,5,10,9,8,6,4,2,1,1,1,0,0,0
2022-04-08 12:00:00,0,0,2,1,0,3,0,4,4,7,5,8,9,13,17,17,11,12,12,12,14,17,13,16,17,16,18,13,20,21,16,16,10,11,2,2,1,0,3,7,8,1,11,17,16,17,2,6,14,10,11,12,11,9,8,6,9,16,14,11,13,10,0,9,11,9,2,1,0,0,0,0,0
2022-04-08 13:00:00,0,2,1,0,0,1,2,2,6,8,9,10,11,11,14,15,11,14,16,15,15,18,16,16,17,18,19,20,18,16,14,12,8,6,1,2,1,4,5,7,13,5,4,21,23,22,12,13,13,13,13,14,13,10,10,7,9,12,12,13,12,12,11,10,9,9,9,4,0,1,0,0,0
2022-04-08 14:00:00,0,1,0,3,3,0,0,3,8,12,13,12,13,24,25,22,21,20,21,21,22,19,17,20,19,20,16,21,21,24,16,13,5,7,2,2,1,2,1,5,8,0,8,13,13,22,21,15,12,14,15,7,13,13,10,12,11,16,16,14,11,9,10,4,8,7,2,1,0,1,0,0,0
2022-04-08 15:00:00,1,1,0,0,1,4,0,6,14,20,21,19,18,22,44,21,18,10,16,14,16,17,14,17,17,19,22,22,20,21,20,18,7,6,2,2,0,2,4,7,12,7,15,21,22,23,25,23,21,23,22,21,20,16,21,17,15,15,14,15,10,15,14,13,10,7,5,1,2,1,0,0,0
2022-04-08 16:00:00,0,0,0,1,1,3,4,8,22,25,21,24,25,25,39,46,43,45,48,48,46,37,30,28,18,19,20,22,21,18,13,10,4,2,3,2,0,1,4,8,18,0,12,27,27,26,28,27,26,28,28,26,24,22,26,22,22,23,23,15,12,9,13,10,7,5,5,2,3,2,0,0,0
2022-04-08 17:00:00,0,2,1,0,0,2,2,3,8,12,13,14,11,13,13,11,14,15,14,14,18,15,13,13,12,11,10,13,16,17,17,13,12,4,3,3,2,2,8,15,20,0,24,45,50,47,31,45,29,29,28,28,25,26,25,23,17,31,30,28,23,20,18,15,10,7,6,4,0,2,0,0,0
2022-04-08 18:00:00,1,0,0,1,0,2,4,1,15,18,19,20,20,24,29,29,23,22,9,23,25,21,17,17,12,14,15,0,16,15,21,29,5,4,1,1,2,4,11,13,17,0,21,27,37,47,46,41,43,44,44,43,39,35,37,36,31,42,37,33,25,20,17,17,11,4,4,3,2,1,0,0,0
2022-04-08 19:00:00,0,2,0,1,0,1,4,1,13,19,3,21,16,16,18,17,7,4,6,9,12,11,9,8,9,9,6,0,14,12,8,15,5,3,2,2,0,2,6,12,14,11,18,32,32,31,37,34,32,36,36,34,32,30,25,34,37,52,50,34,28,27,18,22,14,6,7,9,7,3,0,2,0
2022-04-08 20:00:00,0,1,0,0,0,0,1,1,4,5,0,1,5,8,8,7,7,7,8,9,10,11,8,7,10,11,0,0,8,11,14,12,2,1,0,0,1,0,4,11,14,13,12,23,22,26,27,28,29,30,31,33,28,24,17,15,15,23,23,21,17,16,16,12,8,4,3,3,1,0,0,0,0
2022-04-08 21:00:00,0,1,2,0,0,2,0,3,6,5,0,4,6,4,8,5,6,5,4,3,5,4,2,5,6,12,0,11,12,13,11,12,4,1,0,0,0,2,3,5,4,0,7,24,30,31,27,19,23,22,21,24,22,19,17,14,15,21,20,18,12,14,13,9,7,2,0,3,2,1,0,0,0
2022-04-08 22:00:00,1,0,1,0,1,1,0,3,1,4,5,0,3,5,3,4,2,3,2,4,5,6,6,5,5,6,4,0,5,5,3,3,1,0,0,0,3,0,3,3,4,0,7,21,24,25,25,23,22,19,20,20,19,17,18,15,19,20,18,15,13,12,10,7,4,2,1,0,0,0,0,0,0
2022-04-08 23:00:00,0,0,0,0,0,0,0,1,0,2,0,0,2,3,5,3,3,3,0,4,12,10,8,8,5,6,8,0,9,7,5,3,2,1,0,0,0,1,4,7,4,2,8,14,16,16,17,9,18,13,12,17,14,13,15,12,10,12,11,9,7,7,6,6,4,3,2,1,0,0,0,0,0
