Unnamed: 0,1_한성여객종점,2_청구빌라.연촌초등학교,3_하계1치안센터,4_한천중학교,5_서울과학기술대앞,6_공릉동.동신아파트앞,7_원자력병원입구,8_안마을,9_두산힐스빌아파트,10_태릉사거리,11_묵동구길,12_묵1동주민센터입구.먹골역,13_먹골역,14_한국전력동부지사,15_지하철7호선중화역,16_국민은행중화동지점,17_중랑역.동부시장,18_중랑교,19_삼육서울병원,20_시조사삼거리,21_떡전교사거리.동대문노인복지관,22_서울성심병원,23_청량리미주상가앞,24_청량리역환승센터,25_동대문경찰서,26_영휘원사거리.(구)홍릉사거리,27_정화여자중.상업고등학교,28_제기동한신아파트,29_제기시장,30_고려대학교앞,31_고려대역.고대앞삼거리,32_정화여자중.상업고등학교,33_동부아파트,34_청량리한신아파트.청량사입구,35_동대문노인종합복지관,36_떡전교앞,37_서울시립대학교앞,38_전농로터리시장.동부교육지원청,39_전농래미안크레시티아파트,40_동대문중학교,41_답십리1동주민센터.래미안위브,42_신답역앞,43_청계한신휴플러스아파트,44_동대문구청.용두역3번출구,45_청량리수산시장,46_청량리역환승센터,47_서울성심병원,48_휘경동입구,49_삼육서울병원,50_중랑교,51_중랑역.동부시장,52_중화동한신아파트,53_지하철7호선중화역,54_한국전력동부지사,55_먹골역,56_묵1동주민센터입구.먹골역,57_묵동구길,58_태릉사거리,59_두산힐스빌아파트,60_안마을,61_원자력병원공릉동삼익2차아파트,62_동부아파트,63_서울과학기술대앞,64_경기기계공업고등학교,65_하계1치안센터,66_청구빌라.연촌초등학교,67_한성여객종점
2022-03-26 08:00:00,1,1,2,0,0,2,3,6,7,8,9,7,8,9,10,14,11,9,12,11,8,7,3,4,3,2,5,3,1,1,4,3,2,4,2,3,2,1,3,0,1,2,3,3,2,3,0,3,5,4,6,7,8,8,8,9,11,11,10,8,5,6,3,4,0,2,0
2022-03-26 09:00:00,0,1,2,3,0,3,5,5,6,5,5,6,8,10,12,15,7,6,6,5,4,6,5,3,1,3,0,2,1,2,3,4,3,4,2,5,5,4,3,0,2,5,6,4,6,4,3,1,0,3,4,3,2,5,4,6,6,1,5,4,4,4,3,1,0,2,1
2022-03-26 10:00:00,0,2,1,0,4,6,9,10,10,8,9,8,10,9,7,10,11,11,11,12,11,9,6,6,4,0,1,2,2,2,3,2,0,2,3,0,1,1,2,3,4,4,3,3,1,4,6,4,6,6,9,7,7,8,5,4,0,5,0,4,3,4,0,2,0,3,0
2022-03-26 11:00:00,0,1,0,11,14,1,13,15,16,5,1,5,7,7,9,10,6,3,5,5,1,2,0,3,2,1,0,0,2,1,2,3,0,4,0,5,0,3,0,2,5,6,3,5,6,7,4,6,9,0,5,6,7,8,7,9,7,6,5,0,4,4,3,2,0,1,0
2022-03-26 12:00:00,1,3,6,7,7,5,13,13,12,12,13,15,13,13,15,6,6,5,7,5,6,7,8,4,3,2,0,0,0,0,3,1,0,2,0,3,4,4,3,4,2,4,3,10,9,10,10,9,11,11,18,17,17,16,9,12,16,10,16,15,11,9,6,3,2,1,0
2022-03-26 13:00:00,4,5,1,4,6,6,10,15,18,12,14,16,15,14,18,19,13,12,11,9,7,7,5,7,7,6,5,3,2,4,5,3,2,4,2,3,2,2,3,4,6,9,5,9,11,10,12,9,16,16,17,14,15,14,13,12,9,10,9,8,6,4,3,1,2,1,0
2022-03-26 14:00:00,2,4,4,0,5,4,8,12,13,12,12,15,20,19,21,22,18,5,19,17,15,16,10,5,1,2,3,0,4,2,5,1,0,0,0,3,2,2,0,0,0,3,8,11,12,14,15,12,15,14,23,20,19,20,19,15,11,11,10,7,7,6,2,3,0,2,0
2022-03-26 15:00:00,2,3,0,6,5,0,7,6,4,6,8,9,7,0,10,12,7,6,0,4,4,3,2,6,5,3,4,2,5,4,1,6,0,3,4,5,4,2,3,3,5,9,10,12,9,13,10,9,6,7,9,8,6,5,6,7,8,7,5,5,4,0,0,0,0,0,0
2022-03-26 16:00:00,2,3,5,13,14,13,17,24,23,20,18,19,19,19,15,17,16,11,9,8,7,5,4,11,7,6,1,2,1,2,3,1,3,3,0,0,4,2,5,0,6,7,6,10,13,19,20,20,21,23,26,27,23,22,20,16,16,14,12,9,5,7,3,0,0,1,1
2022-03-26 17:00:00,1,1,2,0,0,3,7,9,4,8,8,6,6,8,6,15,12,10,9,6,8,6,0,6,4,5,4,3,0,2,3,4,7,0,0,4,1,2,2,3,3,4,5,12,14,16,15,16,15,14,17,16,15,16,13,14,16,16,11,10,7,7,0,5,3,2,0
2022-03-26 18:00:00,3,5,3,0,0,7,9,12,11,9,6,3,5,6,3,4,3,2,2,1,0,0,5,5,4,3,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,1,7,11,12,11,8,12,12,15,17,19,16,14,15,15,14,8,12,7,3,1,0,6,4,0
2022-03-26 19:00:00,2,3,0,0,3,1,5,6,4,2,4,5,4,3,7,9,9,6,5,0,0,1,2,3,0,0,2,1,2,3,4,5,4,0,1,3,1,2,3,3,3,4,3,4,3,7,3,6,8,9,12,9,8,8,7,8,7,5,4,3,0,0,1,0,0,0,0
2022-03-26 20:00:00,1,3,0,0,2,0,4,2,3,3,0,2,3,4,4,5,3,3,1,0,0,3,2,5,4,2,0,2,2,2,4,2,1,0,0,1,1,2,1,1,2,2,2,6,3,11,12,3,11,3,6,7,5,5,4,9,9,6,8,6,2,0,4,0,0,0,0
2022-03-26 21:00:00,1,2,0,0,1,1,2,5,3,4,0,3,4,2,2,1,2,2,2,0,1,0,2,3,3,2,1,0,0,2,3,0,2,2,3,2,0,1,2,0,1,2,1,4,1,7,3,8,10,9,10,8,9,8,5,7,8,8,6,7,0,0,2,0,0,1,0
2022-03-26 22:00:00,3,4,0,0,6,7,9,2,10,6,4,5,4,3,5,5,5,0,1,2,0,1,0,3,3,0,1,0,0,2,3,0,1,0,0,2,0,3,1,0,0,1,2,6,4,8,8,7,9,11,12,13,14,6,5,9,8,9,8,4,2,0,1,0,0,0,0
2022-03-26 23:00:00,1,0,0,0,2,1,3,2,0,4,6,9,11,9,8,6,7,6,6,5,0,4,0,3,1,0,0,0,2,3,2,0,0,2,0,0,3,0,2,3,2,2,1,3,0,6,9,7,5,0,6,4,3,13,11,5,7,8,7,2,2,0,0,0,1,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,1,0,0,0,2,3,3,0,0,2,1,1,4,3,0,2,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,1,0,0,1,0,2,3,1,2,4,2,3,1,4,4,3,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,2,3,1,1,2,4,3,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0
2022-03-27 07:00:00,0,1,1,0,0,1,4,3,4,4,5,3,3,5,6,8,8,7,5,3,2,3,0,3,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,3,2,1,2,2,0,0,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0
2022-03-27 08:00:00,1,3,4,1,3,2,5,6,7,7,7,6,10,12,13,15,13,10,8,6,8,10,8,6,5,3,2,1,2,6,2,1,0,2,1,1,0,0,2,1,3,0,3,3,0,4,5,4,3,5,4,4,6,6,5,4,4,3,3,2,3,3,0,0,0,2,0
2022-03-27 09:00:00,1,2,0,3,2,3,5,12,0,14,12,12,10,11,13,16,11,9,8,6,4,5,3,3,1,1,2,0,1,2,3,4,4,0,2,1,3,4,2,3,4,5,4,5,1,3,2,0,1,2,4,6,6,6,5,3,4,4,3,3,4,3,1,1,1,0,0
2022-03-27 10:00:00,2,1,2,0,1,2,12,8,4,3,9,9,10,9,6,9,9,8,9,2,8,7,3,8,5,2,1,0,0,0,2,1,0,1,0,1,1,0,4,0,4,5,3,5,7,5,6,1,6,6,9,9,9,6,4,6,5,6,3,4,4,5,4,0,3,2,0
2022-03-27 11:00:00,2,3,1,3,0,1,4,16,17,15,14,9,9,8,8,9,8,8,10,8,9,8,3,5,5,4,2,0,1,2,2,0,0,2,0,3,2,1,3,4,1,4,7,6,10,9,10,11,13,12,10,11,9,9,7,7,7,7,5,8,7,5,4,1,3,2,0
2022-03-27 12:00:00,2,1,2,4,3,3,6,9,7,10,6,11,6,10,12,12,8,10,7,0,10,13,12,7,0,4,5,0,2,1,2,2,1,2,3,2,5,0,2,1,4,3,0,5,1,8,5,6,5,8,8,9,8,9,8,9,10,8,7,6,5,4,2,0,0,0,0
2022-03-27 13:00:00,1,3,4,6,0,2,11,14,11,7,13,13,12,11,11,13,13,13,12,10,9,8,4,4,1,0,2,2,1,2,1,2,1,2,2,0,3,2,0,1,2,3,5,7,10,12,14,11,10,10,14,13,13,13,14,16,15,13,10,8,5,3,1,2,1,0,0
2022-03-27 14:00:00,3,4,3,2,4,3,4,6,8,10,6,10,7,8,10,9,13,10,10,4,3,7,4,4,0,3,2,0,0,0,4,0,0,3,4,1,3,4,3,3,1,4,0,7,8,8,5,7,8,9,13,12,11,13,11,7,6,8,9,6,3,3,1,0,1,2,0
2022-03-27 15:00:00,3,3,0,4,7,5,14,16,16,6,14,12,13,9,2,11,12,6,13,7,11,6,10,9,7,6,3,0,5,3,0,4,0,3,1,0,0,2,1,5,4,3,0,4,7,13,12,8,11,9,10,9,9,9,7,8,8,7,6,5,4,5,0,0,4,2,0
2022-03-27 16:00:00,2,1,0,2,1,4,5,7,6,8,7,7,9,9,8,0,9,4,10,9,8,0,7,6,5,3,2,2,1,1,2,3,3,4,0,6,5,6,7,1,4,3,3,6,7,12,13,14,15,12,21,18,19,18,15,11,13,12,13,11,6,4,4,3,0,0,0
2022-03-27 17:00:00,2,5,0,0,6,7,9,11,10,9,5,7,9,10,10,11,10,6,7,0,5,6,3,4,0,2,1,0,2,1,2,3,0,0,0,2,1,3,2,2,1,1,5,10,11,12,9,14,17,16,16,16,17,15,13,9,10,5,8,4,2,3,2,7,0,3,0
2022-03-27 18:00:00,1,2,0,2,2,3,4,4,0,6,5,7,8,9,5,4,7,4,1,8,5,1,6,5,4,3,4,1,3,1,4,2,3,4,0,5,3,2,0,0,0,1,1,4,3,10,11,0,2,12,10,9,4,7,5,9,6,7,6,7,6,4,4,0,3,2,0
2022-03-27 19:00:00,1,3,0,0,4,0,4,5,0,4,5,4,7,5,6,5,5,4,6,0,0,0,3,6,4,2,3,2,0,1,4,3,3,3,0,1,1,0,3,2,3,4,2,2,5,8,3,8,7,6,9,7,7,5,7,9,10,10,8,5,4,3,0,0,1,1,0
2022-03-27 20:00:00,1,2,2,0,3,0,3,5,2,6,7,8,7,6,2,5,1,4,4,2,0,3,3,5,0,2,5,4,2,1,2,2,2,1,0,0,0,0,0,0,2,4,0,2,2,6,7,3,7,10,11,11,8,7,6,6,6,7,4,7,6,4,4,0,5,2,0
2022-03-27 21:00:00,0,1,1,1,2,2,4,6,5,10,9,5,3,6,8,7,9,8,5,3,4,4,3,6,5,4,1,2,1,1,2,0,0,1,0,0,0,0,3,0,0,1,2,5,4,6,5,0,8,8,12,12,12,9,10,11,12,14,7,6,3,3,4,3,2,1,0
2022-03-27 22:00:00,2,0,0,0,2,3,3,3,0,5,8,5,4,4,3,4,5,0,1,0,3,0,0,3,2,2,0,0,0,0,2,0,1,2,0,3,1,0,2,1,1,0,1,7,0,4,4,3,3,5,6,6,6,3,6,8,7,8,8,4,2,3,2,0,1,0,0
2022-03-27 23:00:00,0,0,0,0,0,1,2,0,0,1,4,4,5,4,2,2,3,2,1,4,0,0,0,3,0,3,1,1,2,1,2,0,1,0,0,0,0,0,2,0,1,0,2,0,0,3,3,4,6,5,6,4,4,2,0,3,2,0,0,2,0,0,0,0,0,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,1,1,1,0,0,1,3,2,5,0,8,9,11,0,10,11,10,11,8,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,2,1,3,0,1,0,3,4,2,0,4,5,4,5,6,5,2,3,6,1,4,0,6,3,1,1,0,1,0,0,1,3,0,2,1,2,0,1,1,0,2,3,2,3,1,6,7,1,9,10,12,11,2,0,12,11,9,8,7,5,4,3,0,0,0,0,0
2022-03-28 06:00:00,1,1,1,2,1,0,3,5,4,4,5,6,7,9,8,6,3,7,4,0,6,3,1,2,0,0,3,0,1,2,3,2,4,3,1,4,2,3,1,2,3,3,3,2,2,4,2,2,4,5,5,8,6,5,1,5,1,8,9,8,8,9,9,4,2,0,0
2022-03-28 07:00:00,3,5,4,3,0,5,13,25,23,24,25,26,30,34,32,32,23,21,22,19,14,10,9,9,7,5,2,1,3,6,10,13,6,16,14,14,15,5,8,6,8,5,5,6,6,2,5,9,6,6,13,15,15,17,12,12,17,18,19,16,16,10,11,5,4,3,0
2022-03-28 08:00:00,1,3,7,4,5,8,10,16,14,10,13,15,20,25,30,31,30,31,29,26,24,23,19,16,11,10,8,5,3,2,7,7,7,10,8,10,9,6,7,7,6,6,9,8,6,9,9,10,12,14,22,19,18,19,21,21,20,27,26,24,23,24,17,5,4,4,0
2022-03-28 09:00:00,1,5,6,5,0,6,9,12,12,12,11,10,15,16,18,17,13,14,13,13,15,15,11,6,4,4,3,2,3,2,3,3,3,6,6,9,7,6,4,6,6,7,6,9,8,7,4,4,6,10,11,10,12,13,13,14,16,17,15,15,11,8,5,1,3,0,0
2022-03-28 10:00:00,1,3,3,4,1,4,5,7,3,6,7,8,12,12,9,11,10,9,11,10,8,7,2,7,5,4,0,3,3,1,2,2,1,2,3,4,5,4,3,3,4,4,5,7,6,9,3,8,7,6,6,10,11,12,10,9,7,10,4,5,6,4,1,0,0,1,0
2022-03-28 11:00:00,2,3,3,0,4,4,5,4,4,6,7,6,8,8,9,11,8,6,8,7,7,6,5,7,4,3,4,1,3,3,2,0,2,2,0,2,2,2,1,2,3,4,6,5,4,7,3,6,6,8,5,6,5,4,2,2,10,9,6,4,6,4,3,0,0,0,0
2022-03-28 12:00:00,2,3,0,4,6,7,13,15,16,14,12,10,11,10,8,10,6,3,0,0,1,4,4,5,6,3,3,0,5,5,0,6,5,4,3,1,0,1,2,1,1,3,2,6,7,6,11,11,10,11,8,10,10,11,9,10,10,10,9,7,4,3,1,0,0,0,0
2022-03-28 13:00:00,0,2,1,3,4,5,6,8,4,8,7,7,7,8,7,9,7,9,10,9,7,6,5,4,3,0,1,0,2,2,3,4,2,5,3,6,4,3,3,2,2,2,3,5,4,7,8,3,9,6,8,9,11,10,11,12,12,13,6,14,6,7,5,4,1,1,0
2022-03-28 14:00:00,2,4,5,0,6,3,9,10,9,11,9,11,9,10,5,8,8,7,6,5,4,6,5,3,2,2,1,0,0,2,1,2,1,2,0,3,3,4,4,1,3,4,2,4,7,9,8,10,11,11,12,10,13,10,10,12,12,12,9,8,7,4,3,2,1,2,0
2022-03-28 15:00:00,1,5,5,20,23,24,26,27,25,16,15,14,4,11,12,15,13,9,8,0,8,7,6,4,2,3,1,1,0,2,5,1,0,1,5,4,4,4,3,4,5,4,1,7,7,10,9,11,8,12,12,14,13,14,9,9,10,11,10,9,7,6,4,6,0,5,0
2022-03-28 16:00:00,2,3,6,17,19,24,27,30,28,23,23,21,18,15,14,16,13,11,7,6,6,6,4,8,2,6,3,1,3,4,6,4,3,6,7,11,10,10,9,8,6,3,4,9,15,16,10,13,12,9,8,8,11,11,8,8,7,6,5,6,7,9,0,0,8,6,0
2022-03-28 17:00:00,2,3,0,2,8,8,9,11,18,15,16,17,17,16,13,10,9,10,4,5,4,3,5,9,3,5,3,0,4,6,7,8,6,6,4,5,3,4,3,2,3,5,3,12,18,25,14,15,14,14,21,19,18,16,15,15,17,19,16,11,7,6,4,3,2,1,0
2022-03-28 18:00:00,3,3,0,8,9,10,21,22,20,19,22,19,15,14,11,12,7,8,7,6,4,3,2,11,6,4,1,0,1,2,5,5,4,5,4,3,4,3,4,3,6,9,11,21,21,27,27,27,32,36,40,32,33,30,23,27,26,25,21,14,12,7,7,2,0,6,0
2022-03-28 19:00:00,2,4,5,4,6,5,6,11,12,10,13,11,15,15,14,14,10,11,10,9,5,4,5,14,12,6,5,4,3,4,8,9,7,5,2,5,4,3,4,4,7,6,7,11,14,15,16,14,13,22,19,17,16,15,13,22,21,20,14,9,5,3,4,4,3,3,0
2022-03-28 20:00:00,0,1,0,0,4,9,12,14,4,13,13,9,10,9,8,6,5,2,3,3,2,2,2,8,4,7,4,3,0,3,3,3,1,4,3,1,2,1,1,0,4,4,6,14,0,17,19,18,20,9,18,17,15,14,10,18,18,18,15,10,6,6,3,4,0,2,0
2022-03-28 21:00:00,1,2,3,0,4,3,6,9,8,7,9,7,5,2,4,4,4,3,3,0,3,2,2,4,3,2,1,0,1,2,2,3,2,0,0,0,0,3,1,0,2,3,0,7,6,11,12,12,11,12,14,10,12,11,10,15,16,13,11,7,4,3,2,1,1,0,0
2022-03-28 22:00:00,1,1,2,0,4,8,10,13,12,15,14,15,12,10,6,0,4,2,6,0,2,3,4,4,0,2,0,2,1,1,2,1,0,2,1,0,0,0,2,0,2,0,1,4,3,10,11,10,9,9,13,8,8,6,5,5,6,6,2,5,2,0,3,0,1,0,0
2022-03-28 23:00:00,0,1,0,0,3,5,4,2,4,2,7,7,9,10,11,9,7,6,4,3,2,1,0,4,0,2,2,1,1,2,2,3,0,2,1,1,1,2,1,1,2,3,4,6,6,5,6,6,6,6,8,3,7,6,4,7,9,7,4,4,1,1,1,0,0,0,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,0,1,1,0,0,5,7,10,11,0,0,0,13,0,12,9,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,0,1,1,1,2,2,5,6,2,0,2,1,0,6,5,4,4,2,2,3,1,1,1,3,2,2,0,2,0,0,2,3,0,2,1,2,0,3,2,2,3,3,4,1,1,3,4,2,6,8,9,7,0,6,4,0,1,0,0,0,0,3,2,0,0,1,0
2022-03-29 06:00:00,3,0,1,2,2,0,6,8,0,7,3,6,6,5,5,6,7,6,5,4,2,2,1,1,0,0,1,0,0,1,2,1,1,4,2,3,2,4,0,1,2,5,4,4,3,4,2,3,2,3,5,7,9,3,0,9,12,14,3,7,8,9,7,3,1,1,0
2022-03-29 07:00:00,2,4,5,1,4,7,20,26,26,21,27,20,21,26,22,24,25,23,22,19,17,16,12,7,5,5,5,4,4,6,14,13,14,11,14,22,19,4,5,4,4,3,5,6,5,6,5,6,4,6,15,19,17,14,17,16,19,19,21,20,21,15,17,5,3,3,0
2022-03-29 08:00:00,2,3,5,6,7,10,16,35,39,31,29,25,29,29,26,30,29,28,23,24,17,15,11,8,8,7,6,5,4,3,6,4,3,7,5,15,15,7,8,4,11,12,9,6,7,8,6,4,6,5,9,10,7,8,8,8,10,24,8,23,22,22,15,3,4,1,0
2022-03-29 09:00:00,1,4,3,4,5,6,9,13,14,12,14,13,16,15,14,15,15,14,14,11,20,17,13,6,4,2,3,2,2,1,3,3,4,4,1,7,6,4,6,7,8,6,5,5,9,6,5,4,6,7,12,10,12,9,15,15,16,16,15,14,7,5,4,0,4,2,0
2022-03-29 10:00:00,3,7,8,3,7,3,10,10,11,10,10,9,7,9,13,8,12,9,14,12,11,10,6,6,4,3,0,3,3,0,2,0,0,1,3,1,3,4,5,1,4,5,5,5,5,6,7,3,11,14,20,23,22,18,14,14,14,13,14,15,14,12,5,0,0,2,0
2022-03-29 11:00:00,0,2,2,4,6,6,7,8,0,9,9,6,8,6,7,8,6,6,7,6,7,6,4,4,0,2,2,0,0,3,3,3,0,2,0,3,4,4,3,4,0,4,5,5,8,8,9,2,7,7,8,8,10,8,7,6,6,6,5,6,6,6,3,2,1,4,0
2022-03-29 12:00:00,2,5,2,0,4,4,8,7,7,7,7,8,8,8,8,7,5,3,5,2,4,3,2,3,0,0,1,2,0,2,3,4,0,4,3,2,1,1,0,2,1,0,1,4,5,5,6,3,6,9,10,8,7,8,0,7,8,9,5,5,7,5,4,2,0,0,0
2022-03-29 13:00:00,3,4,2,5,4,6,7,9,10,7,8,6,7,6,6,11,5,5,6,5,4,3,3,5,6,4,3,2,2,2,3,6,0,4,3,3,3,3,2,2,3,2,2,7,8,8,7,7,5,8,10,12,13,13,16,16,17,16,14,11,9,7,3,2,0,1,0
2022-03-29 14:00:00,1,1,0,2,1,1,5,7,5,11,8,9,8,11,10,10,7,5,5,0,5,6,5,1,2,0,0,0,1,2,4,1,0,4,5,4,3,2,6,2,5,5,5,6,8,8,9,10,11,12,12,7,10,6,11,10,13,11,11,9,8,7,4,0,3,2,0
2022-03-29 15:00:00,1,2,1,23,26,27,28,32,29,23,23,23,24,24,22,16,7,5,7,3,3,4,3,5,4,3,1,2,3,3,6,5,0,5,3,4,2,2,5,2,1,4,3,10,11,11,9,10,11,12,13,12,10,10,7,12,14,15,14,8,6,3,4,6,4,0,0
2022-03-29 16:00:00,3,7,15,29,35,34,39,39,34,22,21,20,19,17,15,23,11,9,11,11,15,13,8,10,8,6,5,3,1,4,5,4,4,4,4,5,9,9,8,7,5,0,3,10,16,18,19,20,18,15,17,17,19,19,16,17,17,17,13,11,10,8,8,8,5,6,0
2022-03-29 17:00:00,2,2,3,3,6,12,13,11,12,12,11,9,9,11,16,15,13,7,4,6,4,6,4,6,2,2,5,4,4,6,7,8,7,7,8,8,2,4,4,3,4,4,5,14,15,20,21,20,21,25,26,22,22,19,17,18,15,14,11,8,6,5,4,3,0,2,0
2022-03-29 18:00:00,1,3,4,6,8,9,9,10,11,12,13,11,14,11,16,14,15,14,13,14,12,11,10,11,8,5,9,3,3,4,5,4,3,3,3,5,4,6,3,4,6,10,3,18,19,31,28,26,27,27,28,27,28,21,20,27,26,27,24,20,6,5,4,2,1,0,0
2022-03-29 19:00:00,1,2,0,4,7,10,8,13,14,15,11,12,13,11,12,8,8,8,6,4,5,5,4,6,5,3,2,0,1,3,5,3,3,3,1,3,3,4,3,2,2,2,4,11,13,19,19,29,32,34,35,28,25,20,14,16,15,17,15,12,7,7,6,5,4,2,0
2022-03-29 20:00:00,1,4,5,0,3,5,7,9,10,8,7,6,6,4,6,3,8,7,4,5,3,3,1,9,7,3,3,2,1,2,4,2,3,4,0,2,3,3,1,0,2,1,1,7,8,12,11,8,6,6,10,8,9,22,15,16,9,10,8,7,4,2,1,0,1,3,0
2022-03-29 21:00:00,3,5,6,2,8,8,8,11,10,7,5,8,8,6,5,4,4,1,3,2,2,0,2,4,2,1,1,0,2,2,3,3,0,5,0,4,5,2,5,4,3,1,0,10,3,13,14,15,12,3,10,9,9,5,6,5,7,7,6,4,2,3,4,0,2,0,0
2022-03-29 22:00:00,0,2,4,5,1,4,8,9,6,6,7,5,3,0,3,2,4,5,5,2,0,2,0,4,0,1,0,1,1,1,2,0,0,2,1,1,0,0,1,2,1,0,4,8,0,10,4,9,8,9,13,13,13,12,8,11,11,10,9,6,5,2,2,0,1,0,0
2022-03-29 23:00:00,0,1,0,0,2,4,7,0,9,10,7,8,8,9,10,6,5,3,4,0,1,1,0,7,4,1,2,1,3,2,3,0,1,2,2,2,2,0,1,0,2,0,0,5,3,4,3,2,4,6,6,5,5,4,6,5,3,6,6,4,3,0,0,0,0,0,0
2022-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
