Unnamed: 0,1_우신운수종점(가상),2_남태령역,3_사당역,4_이수역,5_총신대입구역.남성시장입구앞,6_경문고등학교,7_정금마을,8_이수교,9_구반포역.세화고등학교,10_신반포역.세화여중고,11_고속터미널,12_신반포자이아파트,13_잠원성당,14_잠원한신아파트,15_래미안신반포리오센트아파트,16_신사중학교,17_광림교회.현대고등학교,18_현대아파트,19_압구정파출소,20_한양아파트.압구정로데오역,21_청담초등학교앞,22_프리마호텔,23_영동교입구,24_청담역.경기고교,25_봉은사.삼성1파출소앞,26_무역센타,27_삼성역,28_휘문고.대치2동주민센터,29_우성아파트,30_아주중학교,31_아시아선수촌아파트,32_종합운동장사거리,33_잠실새내역4번출구,34_새마을시장,35_농협앞,36_영동일고레이크팰리스앞,37_갤러리아팰리스,38_잠실역,39_잠실중학교,40_잠실나루역,41_잠실진주아파트,42_올림픽회관,43_올림픽대교남단교차로,44_풍납중학교앞,45_풍성중학교.잠실올림픽아이파크,46_서울아산병원앞,47_서울아산병원동관,48_한강극동아파트,49_풍납동강변현대아파트,50_갑을.미성아파트,51_풍납1동동아한가람아파트,52_풍납동신성노바빌,53_풍납동씨티극동아파트,54_풍납토성,55_천호역.풍납시장,56_풍납1치안센터입구,57_토성오거리,58_풍납2동주민센터,59_토성초등학교,60_풍납동영어체험마을,61_아산병원기숙사앞,62_아산병원동관,63_아산병원정문앞,64_풍납중학교,65_잠실파크리오아파트상가.올림픽회관,66_잠실4동주민센터.파크리오B상가,67_잠실파크리오아파트앞,68_잠실나루역,69_잠실중학교.장미종합상가,70_잠실역.롯데월드,71_잠실트리지움,72_영동일고트리지움APT정문앞,73_잠실트리지움,74_잠실새내역앞,75_잠실엘스아파트앞,76_아시아선수촌아파트,77_아주중학교,78_탄천교,79_새마을운동중앙회,80_총회회관.휘문고입구,81_삼성역,82_삼성역7번출구,83_봉은사역3번출구.삼성1파출소,84_청담역.경기고교,85_우리은행청담지점.청담삼익아파트,86_프리마호텔,87_청담초등학교,88_한양아파트.압구정로데오역,89_압구정파출소,90_현대아파트,91_광림교회.현대고등학교,92_신사중학교,93_신반포18차아파트,94_잠원한신아파트,95_잠원성당.아크로리버뷰아파트,96_뉴코아아울렛,97_고속터미널,98_신반포역.세화여중고,99_구반포역.세화고등학교,100_갯마을앞,101_정금마을.방배경찰서,102_경문고교.배나무골앞,103_총신대입구역.남성시장입구앞,104_사당동우체국앞,105_방배노인종합복지관,106_사당역,107_사당자동차학원,108_남태령역,109_우신운수종점(종점가상),1_풍납1동동아한가람아파트,2_풍납동신성노바빌,3_풍납동씨티극동아파트,4_풍납토성,5_천호역.풍납시장,6_풍납1치안센터입구,7_토성오거리,8_풍납2동주민센터,9_토성초등학교,10_풍납동영어체험마을,11_아산병원기숙사앞,12_아산병원동관,13_아산병원정문앞,14_풍납중학교,15_잠실파크리오아파트상가.올림픽회관,16_잠실4동주민센터.파크리오B상가,17_잠실파크리오아파트앞,18_잠실나루역,19_잠실중학교.장미종합상가,20_잠실역.롯데월드,21_잠실트리지움,22_영동일고트리지움APT정문앞,23_잠실트리지움,24_잠실새내역앞,25_잠실엘스아파트앞,26_아시아선수촌아파트,27_아주중학교,28_탄천교,29_새마을운동중앙회,30_총회회관.휘문고입구,31_삼성역,32_삼성역7번출구,33_봉은사역3번출구.삼성1파출소,34_청담역.경기고교,35_우리은행청담지점.청담삼익아파트,36_프리마호텔,37_청담초등학교,38_한양아파트.압구정로데오역,39_압구정파출소,40_현대아파트,41_광림교회.현대고등학교,42_신사중학교,43_신반포18차아파트,44_잠원한신아파트,45_잠원성당.아크로리버뷰아파트,46_뉴코아아울렛,47_고속터미널,48_신반포역.세화여중고,49_구반포역.세화고등학교,50_갯마을앞,51_정금마을.방배경찰서,52_경문고교.배나무골앞,53_총신대입구역.남성시장입구앞,54_사당동우체국앞,55_방배노인종합복지관,56_사당역,57_사당자동차학원,58_남태령역,59_우신운수종점(가상),60_남태령역,61_사당역,62_이수역,63_총신대입구역.남성시장입구앞,64_경문고등학교,65_정금마을,66_이수교,67_구반포역.세화고등학교,68_신반포역.세화여중고,69_고속터미널,70_신반포자이아파트,71_잠원성당,72_잠원한신아파트,73_래미안신반포리오센트아파트,74_신사중학교,75_광림교회.현대고등학교,76_현대아파트,77_압구정파출소,78_한양아파트.압구정로데오역,79_청담초등학교앞,80_프리마호텔,81_영동교입구,82_청담역.경기고교,83_봉은사.삼성1파출소앞,84_무역센타,85_삼성역,86_휘문고.대치2동주민센터,87_우성아파트,88_아주중학교,89_아시아선수촌아파트,90_종합운동장사거리,91_잠실새내역4번출구,92_새마을시장,93_농협앞,94_영동일고레이크팰리스앞,95_갤러리아팰리스,96_잠실역,97_잠실중학교,98_잠실나루역,99_잠실진주아파트,100_올림픽회관,101_올림픽대교남단교차로,102_풍납중학교앞,103_풍성중학교.잠실올림픽아이파크,104_서울아산병원앞,105_서울아산병원동관,106_한강극동아파트,107_풍납동강변현대아파트,108_갑을.미성아파트
2022-04-06 05:00:00,0,2,7,14,17,14,18,18,16,14,14,12,6,5,11,6,5,10,18,20,17,16,14,15,12,10,8,3,5,4,6,5,6,5,4,7,6,12,9,5,10,10,8,8,7,5,3,2,1,5,7,8,8,9,20,22,23,23,25,26,18,3,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,13,0,9,0,10,15,13,12,14,14,15,2,14,12,3,3,1,0,4,2,7,6,6,5,3,2,1,3,4,0,0,5,1,3,6,5,4,3,4,5,7,6,4,0,0,3,4,4,5,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 06:00:00,2,1,6,5,11,17,15,17,15,15,11,9,6,6,8,2,2,6,5,5,4,6,5,7,4,5,3,2,4,5,4,5,6,6,4,7,8,13,13,13,9,17,11,0,18,12,4,3,4,6,9,13,15,9,23,20,24,22,26,24,21,8,4,5,6,0,5,3,1,4,3,1,5,4,3,3,4,1,4,3,3,5,7,8,8,7,6,5,4,3,2,3,6,12,14,13,8,0,8,6,1,0,3,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,2,4,3,3,2,0,3,1,0,0,1,2,3,3,4,3,2,1,0,0,3,6,6,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 07:00:00,8,9,13,16,26,27,25,28,17,20,18,24,23,26,29,19,15,18,20,14,9,11,11,9,9,3,7,2,4,13,10,10,8,9,12,16,17,29,30,31,13,38,23,22,22,20,10,11,13,16,25,27,27,22,31,35,39,40,44,49,47,20,13,16,17,21,17,7,10,12,11,13,16,12,11,12,14,11,16,15,8,12,16,12,12,14,9,8,8,9,7,8,12,15,18,22,15,12,10,9,18,17,12,6,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,15,16,19,21,23,24,13,24,23,23,26,33,24,12,13,11,9,8,5,6,11,14,14,13,7,5,11,8,9,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 08:00:00,0,21,32,30,43,50,56,56,39,39,39,35,33,31,37,29,25,32,29,29,18,16,16,35,44,43,43,13,8,16,11,10,7,8,9,18,17,33,30,33,34,39,40,38,37,24,9,9,12,18,29,34,36,21,43,26,42,38,45,48,46,26,23,14,28,33,40,29,9,11,10,9,15,12,14,13,16,12,14,12,11,24,33,31,30,18,15,14,15,10,6,10,12,14,15,15,16,17,16,10,9,11,8,11,8,5,2,0,0,7,11,11,10,28,30,32,31,31,31,26,10,9,8,13,12,11,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,24,24,17,13,19,24,34,27,16,16,28,26,26,36,21,8,9,9,9,3,6,8,9,11,20,19,16,19,21,20,18,19,14,4,1,0,0
2022-04-06 09:00:00,5,8,16,19,25,26,31,39,38,37,30,29,29,27,29,19,17,25,28,27,18,11,10,14,13,11,16,9,5,9,8,7,6,8,7,10,13,20,21,18,0,23,22,22,20,13,4,5,5,9,12,14,15,5,22,12,24,24,23,25,26,16,16,18,18,14,15,12,10,9,0,10,8,6,6,5,13,13,19,8,12,20,34,31,24,11,6,7,5,7,6,5,8,8,12,13,8,9,5,8,9,9,7,6,6,4,3,0,0,3,6,7,4,18,17,16,11,12,17,17,14,13,13,12,9,10,9,8,8,4,6,11,7,7,4,10,4,8,7,5,9,14,10,11,7,6,7,5,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,0,11,7,0,6,4,3,0,0,0
2022-04-06 10:00:00,1,2,8,12,15,12,15,16,14,16,19,19,18,20,19,14,10,17,16,15,8,6,6,6,7,6,4,2,4,5,3,3,5,9,8,9,10,15,17,14,13,19,17,17,18,14,11,10,9,10,9,13,14,8,12,8,6,12,13,13,12,14,16,14,12,13,15,13,11,9,8,9,8,7,6,5,7,5,9,5,8,8,11,10,8,8,5,7,7,7,8,9,11,0,11,10,7,7,7,9,3,9,5,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,3,0,2,3,0,2,3,5,0,6,14,14,12,10,7,8,9,12,11,13,8,11,10,5,8,7,6,4,2,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 11:00:00,3,7,14,14,17,18,19,19,19,18,19,13,12,10,13,11,9,8,6,8,8,7,5,8,8,4,4,5,6,7,6,6,5,4,6,7,8,8,8,9,0,11,12,5,10,11,7,5,8,7,12,11,11,4,12,12,10,10,8,13,7,20,18,20,21,18,20,19,18,12,11,7,10,9,8,9,10,4,6,7,7,9,8,6,7,10,11,8,10,12,13,12,20,21,24,20,14,14,4,10,7,7,6,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,8,0,7,4,2,0,1,0,0,0,7,18,17,18,11,20,22,21,16,17,14,14,12,10,9,8,13,12,12,12,6,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 12:00:00,1,4,10,12,15,20,22,24,23,22,16,19,11,10,13,10,9,8,7,8,5,4,3,4,4,6,5,6,9,4,6,5,4,6,6,7,6,14,16,14,13,15,16,14,11,11,10,9,9,12,14,11,13,6,12,13,10,13,10,14,13,14,14,16,15,14,16,13,10,7,6,5,8,8,8,8,11,9,8,7,6,9,9,7,9,13,13,10,14,16,15,14,14,14,25,21,19,20,11,15,13,9,8,6,4,2,1,0,0,3,0,1,1,10,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,17,16,19,21,29,25,26,26,28,22,19,16,15,13,9,10,10,13,11,10,7,7,4,5,4,3,4,5,5,9,9,15,11,17,15,18,13,17,12,13,3,2,0,0
2022-04-06 13:00:00,1,3,6,8,14,12,17,18,20,24,20,18,18,18,19,13,9,12,5,9,7,10,11,6,7,6,8,5,6,7,7,7,10,9,10,9,11,23,21,23,21,25,13,23,20,18,12,12,13,13,14,15,15,3,16,15,14,16,14,15,11,11,13,15,12,7,10,10,10,10,10,11,9,9,9,7,9,8,10,11,8,9,11,9,11,9,8,10,9,7,8,9,12,13,13,18,13,14,13,11,8,10,9,8,7,2,0,0,0,3,3,5,4,17,15,17,19,11,19,17,13,9,10,10,0,9,5,8,6,6,5,4,4,2,3,3,0,0,2,3,4,5,4,5,5,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,4,5,7,8,12,14,10,0,19,18,17,16,15,2,1,0,0
2022-04-06 14:00:00,0,6,12,11,16,18,15,20,20,18,15,17,15,15,16,12,7,11,12,12,15,14,17,16,15,14,14,12,13,13,12,16,17,18,18,16,19,22,22,25,23,34,39,27,28,25,24,21,20,17,14,15,15,7,12,11,10,12,13,14,13,22,24,23,24,10,23,21,18,16,6,8,9,8,11,9,8,6,7,8,7,7,8,7,9,8,9,8,7,10,13,14,15,14,15,18,24,26,33,31,25,22,10,7,8,2,0,0,0,0,0,0,0,0,0,0,18,16,0,0,8,14,14,11,0,13,11,9,8,6,0,6,5,3,4,5,2,0,2,0,2,5,0,7,4,3,6,7,4,6,8,10,11,10,10,11,11,15,16,15,12,7,8,9,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 15:00:00,0,3,6,8,18,35,33,31,36,38,26,23,19,15,14,13,10,9,8,7,5,8,8,9,6,8,9,8,11,17,12,15,15,16,15,19,19,25,28,30,27,16,40,44,47,38,37,34,32,28,24,22,20,11,15,16,12,16,13,17,15,27,36,34,27,26,27,23,20,12,13,18,14,14,13,13,8,5,8,8,6,6,7,7,9,14,18,16,18,14,31,29,24,24,22,29,28,28,21,26,24,21,23,15,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,14,18,20,21,20,22,14,23,27,22,20,16,9,8,7,1,0,0,0,1,8,10,11,13,14,16,20,22,19,18,14,14,14,10,12,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 16:00:00,0,2,8,7,6,14,12,13,12,11,17,17,16,15,16,14,12,13,12,11,10,15,9,17,9,8,4,3,8,9,5,8,12,16,15,11,20,21,22,20,18,20,7,17,17,22,36,36,35,34,33,27,31,9,13,11,11,9,8,10,10,22,27,29,26,25,24,23,20,16,13,11,9,8,13,12,9,4,9,7,8,12,10,9,8,8,17,29,30,30,31,42,39,40,38,26,30,31,30,24,22,24,18,15,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,10,0,11,12,23,21,19,17,18,19,18,17,14,11,12,12,17,18,24,21,17,15,15,7,12,10,10,11,15,12,11,11,16,0,0,0,3,2,1,0,0,2,1,0,0
2022-04-06 17:00:00,2,10,9,9,15,16,20,24,20,21,17,20,18,21,23,22,16,20,20,17,28,34,38,33,22,17,16,15,21,21,16,16,15,16,14,15,13,15,13,12,0,14,0,0,13,23,55,53,53,49,49,50,41,8,15,13,12,11,9,7,11,19,36,36,28,25,27,27,22,16,13,11,10,14,16,15,11,6,19,24,13,20,16,11,14,25,29,28,25,20,20,30,34,36,37,32,33,34,33,30,28,24,17,15,12,4,2,0,0,2,4,2,5,16,17,16,13,11,9,12,36,59,64,47,47,46,38,32,22,21,18,18,18,17,18,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16,15,14,8,7,15,12,15,15,15,12,11,11,12,14,16,20,16,16,15,17,16,10,15,11,9,3,1,0
2022-04-06 18:00:00,8,14,10,9,11,14,16,20,23,21,25,25,22,21,24,24,18,21,17,19,21,31,37,32,24,18,17,17,21,24,18,16,13,13,14,16,16,24,26,31,25,30,29,26,27,26,32,28,26,28,29,26,24,9,15,12,15,10,8,9,14,16,22,23,22,23,22,18,20,14,10,8,6,6,9,11,11,7,11,13,12,20,14,9,9,35,41,31,31,26,40,49,48,45,44,45,40,41,40,39,39,34,22,20,14,10,6,0,0,4,4,4,6,14,9,12,9,5,5,7,18,24,24,21,21,20,18,18,22,18,17,14,13,18,18,17,17,40,44,28,31,26,16,18,20,23,22,20,18,22,23,21,23,24,25,24,27,29,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,10,9,3,0,0
2022-04-06 19:00:00,2,5,9,10,16,19,16,16,16,13,21,24,25,17,17,11,12,15,12,16,18,26,28,28,25,17,15,14,15,10,8,10,12,11,10,11,12,22,20,29,31,29,28,23,19,22,31,26,21,19,18,19,16,8,19,13,17,11,9,6,8,18,22,21,20,22,15,17,16,11,10,11,10,13,14,13,10,4,5,6,6,10,14,14,15,12,15,16,16,16,21,38,43,41,44,46,41,39,38,31,26,21,15,15,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,13,13,10,15,13,9,7,11,18,19,21,19,22,23,22,22,24,23,22,21,19,16,25,15,22,20,14,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 20:00:00,0,0,5,7,7,6,4,5,0,8,12,15,16,11,8,11,8,8,8,8,9,9,9,7,9,9,13,12,10,6,7,11,10,7,8,11,12,25,25,30,28,28,25,20,13,22,31,25,23,20,19,19,18,11,13,4,10,8,9,5,5,9,11,10,10,0,5,10,9,7,6,8,7,7,7,6,4,7,8,4,7,5,7,5,4,9,11,15,17,21,23,27,25,26,27,25,24,25,23,20,18,14,13,12,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,1,0,0,0,0,0,1,4,5,5,3,2,3,3,6,16,20,15,14,13,8,8,8,7,10,11,14,15,12,16,11,13,5,16,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 21:00:00,1,6,6,7,7,6,7,9,8,8,13,16,15,12,7,8,8,7,8,7,10,16,18,16,13,10,8,4,16,14,12,12,10,8,9,9,8,11,10,16,10,15,11,9,8,15,15,16,13,13,13,14,15,6,18,3,17,9,17,14,11,7,7,3,6,7,6,5,8,9,9,7,7,7,7,5,7,8,6,5,5,7,9,8,8,12,11,15,12,25,28,29,23,22,23,22,20,23,20,16,15,14,10,9,7,3,2,1,0,1,0,0,2,9,7,10,6,5,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,12,10,10,12,12,9,7,6,6,10,6,11,8,16,17,15,17,11,12,12,10,9,9,9,10,15,16,17,16,17,16,15,14,13,11,5,2,0
2022-04-06 22:00:00,0,1,3,1,4,6,3,8,8,9,18,17,11,13,10,12,11,12,11,10,8,12,10,10,10,9,9,8,24,25,24,22,13,14,8,16,16,24,20,24,18,17,15,14,17,12,17,9,8,9,7,5,8,5,15,0,14,9,7,4,3,3,1,0,0,4,0,1,3,6,3,7,6,4,7,6,5,5,10,8,11,12,11,7,4,4,6,9,9,16,21,29,27,21,13,20,27,28,28,24,22,18,14,13,10,2,0,0,0,0,0,0,0,0,0,0,9,8,4,3,3,7,6,5,6,6,2,4,5,3,2,4,0,3,3,3,2,3,3,5,6,8,4,2,5,8,8,7,6,14,15,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,20,19,18,16,14,12,13,11,7,5,0
2022-04-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,3,5,6,6,2,8,7,5,3,9,10,5,9,8,3,6,7,6,7,6,5,8,8,9,3,10,7,8,7,8,14,12,8,10,7,6,6,3,9,0,8,7,6,2,2,5,5,5,4,2,2,4,3,5,1,4,3,5,8,3,5,2,2,0,4,6,6,3,5,5,3,4,5,6,7,10,9,8,7,5,12,11,12,10,9,8,3,7,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,8,6,11,8,5,0,8,5,4,1,0,0,0,2,3,5,9,8,7,8,0,9,17,18,15,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,1,1,5,12,14,13,14,11,12,11,10,0,7,0,8,6,8,18,21,21,12,10,8,10,9,4,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,15,20,25,27,28,30,29,16,27,26,4,27,28,26,21,19,16,11,0,0,0,7,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,0,2,4,5,9,8,8,7,9,9,17,14,13,12,12,10,8,6,16,17,17,16,15,12,10,9,6,3,4,3,8,2,7,7,4,8,8,15,13,7,11,13,0,9,12,8,2,4,3,6,6,0,8,11,15,16,17,20,23,20,19,3,1,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,11,0,0,0,12,12,8,13,15,4,14,0,0,3,3,6,0,2,9,8,10,3,2,7,3,2,0,1,2,0,2,9,0,10,3,4,3,6,8,9,8,6,7,8,7,3,8,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
