Unnamed: 0,1_선일교통(가상),2_강북청소년수련관,3_무량사입구,4_국립4.19민주묘지,5_국립4.19민주묘지입구사거리,6_북부성모병원,7_수유2동주민센터우이시장,8_광산사거리,9_강북구청,10_수유역.강북구청,11_대한병원,12_수유중앙시장,13_광산사거리,14_쌍문초등학교,15_숭미초등학교,16_둘리뮤지엄.대우이안극동아파트,17_세그루학원,18_방학3동주민센터,19_방학동신동아타워,20_방학동신동아아파트,21_국민은행방학지점,22_신한은행방학동지점,23_방학사거리,24_창동아이파크,25_창동쌍용아파트,26_자운고등학교앞,27_창동동아청솔아파트,28_창동농협물류센터,29_창동역동측,30_창동동아아파트,31_창동주공19단지,32_창동주공18단지,33_서울외국어고등학교,34_녹천역,35_서울외국어고등학교,36_창동주공18단지,37_창동주공19단지,38_창동동아아파트,39_창동역동측(도봉방면),40_창동농협물류센터,41_창동동아청솔아파트,42_자운고등학교앞,43_창동쌍용.성원아파트,44_서울문화고등학교,45_방학사거리,46_신한은행방학동지점,47_국민은행방학지점,48_방학동신동아아파트,49_방학3동신동아프라자,50_방학3동주민센터,51_세그루학원,52_둘리뮤지엄.대우이안극동아파트,53_숭미초등학교,54_쌍문초등학교,55_강북중학교,56_강북구청,57_수유역.강북구청,58_대한병원,59_수유중앙시장,60_광산사거리,61_수유2동주민센터우이시장,62_북부성모의원,63_국립4.19민주묘지입구사거리,64_국립4.19민주묘지,65_무량사입구,66_강북청소년수련관,67_선일교통종점(가상)
2022-04-02 21:00:00,0,1,3,1,6,7,2,2,8,13,15,9,15,14,13,7,14,14,12,4,13,2,3,4,2,0,0,3,5,5,4,1,0,1,0,1,2,2,6,8,7,6,7,8,10,11,10,10,6,7,6,6,7,8,2,7,7,6,5,10,8,6,5,4,3,0,0
2022-04-02 22:00:00,0,2,5,7,0,2,5,6,4,14,8,8,11,8,10,7,8,6,4,5,6,5,12,10,6,4,4,3,6,5,3,2,0,0,1,1,1,2,10,14,13,4,5,7,12,11,10,11,6,5,8,7,8,5,2,1,12,14,15,0,14,6,4,3,2,0,0
2022-04-02 23:00:00,0,1,0,0,3,4,1,4,2,10,10,16,16,13,10,9,8,6,5,4,5,8,1,1,2,0,6,0,5,4,4,2,0,3,0,1,0,0,11,10,9,9,8,7,9,10,7,4,6,4,4,5,6,5,4,1,9,8,8,6,5,13,8,7,2,0,0
2022-04-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 04:00:00,0,0,0,1,0,0,0,0,0,3,4,5,6,0,0,5,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 05:00:00,0,3,0,5,7,2,7,4,0,5,6,0,7,6,6,2,5,5,4,3,4,4,3,4,5,3,6,4,1,0,1,0,0,2,0,0,1,1,2,3,2,0,3,0,4,3,2,0,0,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 06:00:00,0,5,2,6,1,5,3,2,3,2,1,1,3,2,4,0,3,3,3,3,4,6,8,3,4,3,2,7,1,0,0,0,0,1,1,1,2,1,0,2,0,0,2,2,3,0,2,4,3,4,3,4,4,0,2,3,3,2,1,3,2,0,0,0,0,0,0
2022-04-03 07:00:00,0,2,3,4,7,3,8,7,2,3,2,0,3,3,1,1,2,3,4,5,6,7,9,8,7,0,6,3,2,1,0,0,0,3,1,1,4,3,2,0,4,1,3,1,2,2,1,1,2,5,8,9,10,9,6,7,2,0,3,3,2,0,4,3,1,0,0
2022-04-03 08:00:00,0,4,6,7,11,12,15,16,14,3,2,3,3,4,4,3,6,5,9,12,13,13,13,14,13,12,10,7,1,0,0,0,0,2,3,4,4,2,8,3,6,2,5,5,4,4,5,2,4,8,10,11,10,10,7,8,4,4,3,5,6,8,9,7,3,0,0
2022-04-03 09:00:00,0,4,6,8,7,12,18,17,14,5,4,1,6,4,3,6,5,6,9,10,10,11,12,8,9,6,15,13,4,3,2,0,0,3,4,2,5,3,3,5,4,0,2,6,7,8,6,6,9,10,11,11,12,12,15,10,6,2,3,4,5,6,6,4,2,0,0
2022-04-03 10:00:00,0,4,8,11,14,14,17,14,13,5,6,6,6,6,7,6,5,6,6,7,11,13,12,13,14,14,13,11,6,6,7,4,2,6,4,6,9,5,5,8,7,5,7,9,10,9,8,2,6,8,10,6,9,11,9,7,13,11,10,8,8,10,5,4,2,0,0
2022-04-03 11:00:00,0,5,7,5,10,11,15,11,12,6,7,0,9,10,8,6,9,11,9,7,6,5,8,5,10,9,8,5,3,1,0,2,0,2,3,5,2,4,3,5,8,2,5,6,8,9,3,4,7,10,13,9,13,12,12,11,11,11,3,12,2,13,8,3,0,0,0
2022-04-03 12:00:00,0,9,11,11,11,13,15,16,10,10,8,8,9,9,8,6,5,7,10,12,9,15,17,17,19,18,17,10,5,3,4,2,0,1,5,5,4,6,9,13,5,10,13,15,18,17,12,11,12,12,18,16,21,22,21,15,16,16,15,11,14,5,10,7,3,0,0
2022-04-03 13:00:00,0,6,8,12,8,10,10,9,7,7,10,2,11,5,10,8,12,8,3,10,12,9,9,10,9,7,10,9,5,2,4,3,1,3,7,8,10,7,6,9,10,3,5,15,16,10,15,13,11,10,16,17,17,15,12,11,13,12,9,9,9,7,9,6,4,0,0
2022-04-03 14:00:00,0,11,7,17,15,11,12,12,10,7,5,6,14,13,12,13,11,9,12,13,15,15,14,13,14,13,10,9,4,2,1,1,1,4,5,7,8,7,10,13,13,14,14,17,15,5,14,13,11,13,12,10,11,8,23,22,6,5,4,14,4,5,14,9,5,0,0
2022-04-03 15:00:00,0,7,5,14,19,14,17,13,12,7,8,10,8,9,8,9,8,8,9,9,8,9,9,8,8,8,7,5,5,1,1,4,3,2,4,4,5,4,5,8,9,11,8,11,10,11,12,11,9,13,14,13,12,14,14,12,10,8,9,9,7,5,4,2,3,0,0
2022-04-03 16:00:00,0,6,6,11,14,17,21,22,12,13,14,11,17,12,15,11,7,6,6,6,7,9,7,9,9,8,10,8,4,4,3,1,2,3,3,4,6,5,7,14,8,4,13,16,13,11,10,10,10,11,12,13,13,13,14,11,9,7,9,10,8,9,8,4,1,0,0
2022-04-03 17:00:00,0,7,10,17,19,12,9,11,16,8,12,11,12,11,12,9,11,9,12,8,13,11,9,10,7,8,7,9,5,3,0,3,1,1,3,2,4,3,8,10,8,10,11,9,13,8,8,9,7,10,11,10,12,10,7,7,12,15,14,15,13,15,12,4,1,0,0
2022-04-03 18:00:00,0,3,5,9,6,10,10,12,8,14,16,9,15,14,10,10,12,11,10,9,8,8,10,8,8,10,6,8,9,3,4,3,1,3,3,3,4,4,13,19,14,13,19,18,16,12,9,8,7,8,11,6,9,9,8,8,12,9,8,11,10,7,8,4,2,0,0
2022-04-03 19:00:00,0,3,5,5,6,6,7,8,6,11,8,9,11,10,9,7,7,8,5,2,6,6,9,7,8,2,0,6,5,3,2,3,0,2,1,0,3,6,8,11,0,4,0,12,11,10,6,5,7,5,4,3,8,6,8,4,8,5,7,8,7,8,7,2,5,0,0
2022-04-03 20:00:00,0,2,3,5,4,6,9,0,9,9,11,13,15,10,16,14,10,5,0,5,4,7,8,7,8,0,2,1,7,6,2,1,0,1,2,3,0,1,5,6,7,5,7,4,6,5,5,3,4,5,7,8,5,7,1,3,12,6,6,10,8,8,4,3,2,0,0
2022-04-03 21:00:00,0,3,6,4,7,0,5,6,3,14,13,12,12,10,10,9,5,7,7,6,5,7,6,5,2,3,3,1,4,3,2,1,0,1,1,3,1,1,9,10,0,0,8,6,10,10,7,6,7,6,3,7,2,4,3,1,8,9,0,8,7,5,4,2,1,0,0
2022-04-03 22:00:00,0,3,3,2,4,4,3,4,3,8,6,9,10,8,8,7,6,4,3,4,2,1,4,1,1,0,1,0,4,3,2,1,1,0,0,1,2,2,8,9,8,7,7,9,8,9,7,5,4,4,6,5,7,6,1,2,7,8,5,5,8,7,3,1,0,0,0
2022-04-03 23:00:00,0,0,0,1,2,1,0,0,1,7,0,8,5,6,5,5,4,3,2,3,4,5,1,3,0,0,0,0,4,2,3,4,2,3,0,1,0,2,8,9,7,8,9,5,5,6,10,7,8,10,9,7,6,5,0,3,5,5,6,5,4,3,3,1,1,0,0
2022-04-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 04:00:00,0,0,0,2,2,0,3,5,2,7,9,0,10,12,14,0,14,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 05:00:00,0,1,2,3,5,4,7,8,6,6,4,4,6,6,8,8,7,7,7,18,20,20,20,18,18,11,17,12,8,7,3,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 06:00:00,0,4,8,12,14,15,15,16,11,5,6,7,4,7,8,6,6,7,9,12,11,5,9,8,7,8,4,7,3,0,1,0,0,2,3,3,6,4,4,2,0,0,3,5,6,4,5,6,6,10,12,14,14,15,17,12,3,2,1,4,2,3,1,0,1,0,0
2022-04-04 07:00:00,0,8,11,14,19,24,30,35,28,15,16,17,18,18,20,19,11,15,17,21,23,25,25,28,38,32,31,22,11,8,10,5,1,6,7,13,23,23,13,14,12,9,15,29,29,31,31,14,39,39,21,22,25,25,30,21,13,2,0,2,3,0,2,1,1,0,0
2022-04-04 08:00:00,9,7,17,19,23,26,31,30,25,12,8,9,11,12,11,11,10,10,14,14,16,14,15,15,24,28,40,33,28,25,5,2,1,4,8,13,17,16,9,9,9,8,9,9,10,11,12,8,18,19,26,28,32,27,31,20,10,10,10,12,8,11,9,6,2,0,0
2022-04-04 09:00:00,0,7,11,13,15,21,25,25,19,6,1,4,7,8,8,8,9,9,5,13,12,13,12,13,16,14,19,17,3,3,1,1,0,3,7,5,6,5,6,3,5,4,4,4,4,5,5,6,11,11,16,17,17,18,18,14,6,4,5,6,13,0,12,6,1,1,0
2022-04-04 10:00:00,0,5,7,9,10,8,10,12,9,9,8,3,9,8,9,7,6,6,7,9,9,7,8,9,8,7,7,4,2,2,2,1,0,4,4,5,6,5,4,7,5,0,9,10,7,6,6,7,7,8,11,13,12,11,16,12,5,4,5,4,5,4,5,3,2,0,0
2022-04-04 11:00:00,0,4,5,8,11,16,18,17,14,7,8,6,7,9,5,8,8,9,10,11,12,10,9,8,8,7,7,5,3,4,3,0,0,3,2,5,6,6,6,5,4,6,8,7,8,8,8,10,11,12,12,12,15,15,12,10,6,3,4,5,3,0,5,2,1,0,0
2022-04-04 12:00:00,0,4,6,4,11,12,14,10,13,7,8,10,7,10,3,10,6,4,5,5,7,5,7,6,8,7,7,6,4,2,1,2,0,1,1,3,4,3,4,5,6,8,7,9,8,9,11,10,14,15,16,17,18,19,19,11,5,2,5,3,1,5,3,3,0,0,0
2022-04-04 13:00:00,0,7,13,12,14,13,11,3,10,7,6,6,7,5,6,9,9,3,8,7,6,7,6,7,11,7,9,8,6,2,3,1,2,3,3,6,3,5,6,7,8,9,11,14,17,14,12,15,12,10,9,9,10,7,9,6,7,7,5,8,9,2,8,4,2,0,0
2022-04-04 14:00:00,0,3,4,6,11,6,14,15,11,13,14,5,9,10,11,12,8,7,5,7,5,5,8,6,9,4,4,7,3,2,1,0,0,1,4,5,7,6,5,7,3,4,5,5,9,6,6,7,7,6,10,9,10,11,8,9,12,10,8,7,5,7,7,4,3,0,0
2022-04-04 15:00:00,3,7,9,11,10,9,10,12,10,11,11,10,15,16,18,16,15,16,17,16,15,16,14,12,11,9,9,10,7,3,4,2,2,4,6,6,31,4,31,29,19,37,20,40,39,37,26,18,13,18,17,17,15,13,9,6,11,10,5,9,8,9,5,3,2,0,0
2022-04-04 16:00:00,0,8,2,9,6,10,11,7,9,11,12,13,11,13,14,13,17,15,16,14,14,14,13,9,10,6,9,8,6,7,6,4,3,34,15,18,17,32,14,18,13,15,16,16,21,19,18,13,18,16,34,35,34,31,30,18,13,15,5,16,14,12,10,7,6,0,0
2022-04-04 17:00:00,0,3,7,7,11,12,12,13,10,15,16,15,17,18,19,18,21,22,21,20,10,17,19,18,17,7,9,13,9,6,5,4,2,3,4,5,5,3,16,16,16,15,12,21,19,14,14,14,11,10,18,20,20,16,15,9,10,0,10,10,11,11,9,6,5,0,0
2022-04-04 18:00:00,0,6,10,5,11,11,14,15,13,26,28,29,30,30,29,26,15,12,12,12,13,12,13,10,11,12,8,8,11,11,10,8,3,7,3,5,8,9,20,23,23,26,25,26,23,19,14,15,11,9,25,10,29,27,24,16,24,28,28,24,17,15,10,5,3,0,0
2022-04-04 19:00:00,0,4,6,5,6,7,7,6,6,25,20,22,26,25,24,25,16,14,11,8,9,10,9,9,7,0,5,2,6,9,6,2,2,2,3,4,3,4,22,19,21,18,18,21,22,20,17,15,14,12,10,7,7,6,4,5,27,28,29,26,25,24,20,10,6,0,0
2022-04-04 20:00:00,0,5,7,8,6,7,6,7,5,17,12,15,18,16,15,12,12,10,11,10,9,8,2,7,4,3,4,2,8,4,3,1,1,1,3,1,1,2,8,12,15,16,14,15,16,13,11,12,10,9,8,6,7,5,4,3,17,10,10,17,12,11,9,8,5,0,0
2022-04-04 21:00:00,0,2,2,5,4,7,6,3,5,10,10,10,12,11,11,10,8,5,5,1,6,5,2,4,8,7,3,1,8,6,3,3,0,1,0,1,0,0,7,8,8,8,9,7,8,8,6,4,4,3,5,5,4,5,4,3,11,9,10,11,9,7,7,4,2,0,0
2022-04-04 22:00:00,0,2,2,1,0,3,1,4,3,10,11,13,15,12,11,10,22,21,19,20,21,18,18,11,5,0,4,2,4,4,4,3,1,2,1,2,3,4,13,15,8,7,7,16,16,14,13,5,10,8,13,3,14,10,9,6,12,13,11,10,9,7,6,4,1,0,0
2022-04-04 23:00:00,0,0,1,1,0,2,1,1,0,9,9,11,13,12,8,5,4,3,2,2,6,7,0,6,2,1,0,5,6,5,4,1,0,1,0,1,2,0,7,5,3,4,2,3,7,5,3,4,2,2,3,5,4,1,1,0,9,0,8,6,5,4,4,1,2,0,0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,0,0,0,2,4,4,0,5,4,6,7,8,9,10,11,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,0,4,2,5,7,8,10,11,10,7,6,4,7,9,8,8,8,12,17,17,21,18,19,8,21,20,18,11,4,3,1,2,0,1,0,0,3,2,0,1,2,0,3,0,0,4,5,0,6,8,8,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 06:00:00,0,5,7,7,10,10,15,17,14,5,2,3,6,7,3,6,4,6,5,7,7,8,7,10,13,9,14,8,2,0,1,0,0,1,2,3,5,4,3,3,1,0,2,4,5,0,5,6,8,12,11,13,12,13,12,11,3,2,0,4,5,0,1,3,1,0,0
2022-04-05 07:00:00,0,9,13,16,20,24,31,32,28,18,12,19,20,22,22,21,16,20,20,30,37,39,40,41,40,24,25,20,10,5,9,2,1,6,7,10,17,17,9,11,10,8,16,32,33,34,34,34,38,41,24,27,30,33,31,22,6,6,5,5,4,2,2,1,0,0,0
2022-04-05 08:00:00,0,9,11,14,18,21,34,37,25,8,9,11,13,16,18,18,13,13,14,15,16,17,18,15,15,24,43,44,34,32,5,4,0,3,4,10,15,16,7,9,11,9,8,11,11,11,11,11,15,22,29,30,32,33,36,27,10,9,9,10,8,9,11,10,8,1,0
2022-04-05 09:00:00,0,4,8,9,16,18,16,18,15,6,7,5,7,8,10,8,9,13,11,12,12,14,13,14,18,6,19,9,3,1,2,1,0,2,3,6,7,4,4,5,5,3,4,5,7,7,7,8,7,10,13,10,15,17,19,15,7,5,3,4,3,4,4,2,3,0,0
2022-04-05 10:00:00,0,5,7,7,11,12,13,13,12,6,6,7,8,5,6,5,5,5,7,7,9,9,7,10,9,7,9,8,4,6,0,0,5,3,4,5,8,7,4,6,7,6,7,8,9,12,13,14,14,13,15,12,16,15,13,8,5,6,4,5,4,6,1,3,2,0,0
2022-04-05 11:00:00,2,5,5,9,7,6,10,10,9,5,4,4,4,5,5,5,7,8,7,8,8,7,6,5,7,2,2,2,2,1,0,0,0,2,5,3,3,5,4,9,9,3,11,6,11,12,13,13,8,9,11,9,11,11,11,9,10,10,9,9,10,0,7,4,2,0,0
2022-04-05 12:00:00,0,3,4,5,14,7,11,13,9,8,6,2,8,9,6,9,7,8,9,9,8,9,0,9,9,10,11,7,3,3,2,1,1,4,3,4,5,5,5,5,5,6,7,5,5,5,6,6,8,6,8,9,12,11,10,7,8,4,5,10,8,9,10,9,5,0,0
2022-04-05 13:00:00,0,3,7,8,9,9,10,11,9,8,5,7,10,10,7,6,8,9,9,10,11,13,12,8,9,9,11,10,2,2,0,1,1,3,5,7,8,6,8,6,0,7,5,9,12,11,10,9,9,11,11,13,14,15,13,6,11,4,10,9,11,0,7,1,4,0,0
2022-04-05 14:00:00,8,4,9,16,18,18,22,21,15,5,5,6,6,6,7,7,6,7,6,6,6,4,5,6,8,4,3,4,3,1,2,0,0,2,3,4,3,2,5,8,7,4,6,7,9,11,10,9,7,6,9,9,9,8,12,9,10,9,6,9,4,6,7,2,5,0,0
2022-04-05 15:00:00,0,6,3,9,12,11,10,8,5,8,10,10,11,13,16,18,12,11,11,10,10,7,7,5,7,8,7,6,4,1,3,0,2,1,3,7,34,33,29,29,13,12,11,15,14,11,10,12,10,11,12,14,18,19,17,12,13,12,11,10,11,5,8,5,5,0,0
2022-04-05 16:00:00,0,8,10,15,17,12,16,15,12,14,15,16,20,14,18,30,25,24,24,24,24,22,21,19,19,21,18,15,13,11,3,4,2,26,18,15,27,20,17,19,19,46,31,46,44,38,29,20,18,17,45,24,43,38,36,30,15,12,13,10,8,6,9,5,3,0,0
2022-04-05 17:00:00,1,3,5,7,8,9,10,11,9,19,14,14,21,22,26,16,22,19,21,21,19,19,10,18,14,14,7,11,8,6,4,6,2,3,4,6,9,11,18,21,20,19,18,20,24,23,24,23,22,21,19,16,15,16,15,11,15,16,17,16,15,15,11,6,2,0,0
2022-04-05 18:00:00,0,11,14,15,17,18,22,20,17,33,34,33,32,30,31,27,19,15,14,13,12,13,10,13,13,14,14,12,10,9,7,5,2,5,6,7,7,6,23,24,25,24,21,20,19,16,14,12,13,11,21,18,17,15,16,10,22,16,20,20,17,12,10,8,5,0,0
2022-04-05 19:00:00,0,4,5,7,11,10,11,9,11,26,24,25,29,27,26,22,17,14,13,13,13,16,16,13,13,8,12,9,10,9,8,5,3,1,2,2,3,4,21,24,0,22,17,18,16,14,14,12,10,8,12,14,12,10,9,7,25,24,21,22,18,16,15,6,3,0,0
2022-04-05 20:00:00,0,5,5,6,8,7,2,8,7,21,23,15,26,27,26,13,16,11,8,6,8,8,5,5,6,5,4,3,10,7,5,3,2,2,3,2,5,4,9,12,9,11,12,13,9,8,9,7,11,9,9,5,8,6,5,4,17,10,18,16,12,8,9,5,3,0,0
2022-04-05 21:00:00,0,3,0,5,6,3,6,4,4,16,16,7,15,14,13,12,7,11,11,10,9,8,8,7,5,6,4,5,8,6,5,2,1,0,2,1,2,3,8,10,8,9,8,8,9,8,6,6,7,6,5,6,6,5,4,3,13,6,12,10,7,8,6,5,3,0,0
2022-04-05 22:00:00,0,2,2,3,4,2,4,0,4,10,10,11,12,10,10,8,22,23,22,17,25,23,17,13,7,5,5,3,5,3,3,1,0,1,2,2,3,1,10,14,6,13,11,11,11,8,6,4,2,4,10,0,11,9,7,6,9,5,5,7,6,4,4,3,2,0,0
2022-04-05 23:00:00,0,0,0,1,2,0,3,0,2,7,0,3,6,5,6,7,6,5,4,3,4,4,5,7,1,6,5,0,3,3,2,0,0,1,0,1,0,0,6,6,0,5,8,5,5,5,4,4,4,4,4,3,1,0,1,2,9,8,8,6,6,4,5,3,2,0,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,0,0,0,1,4,2,2,7,0,6,7,0,8,13,12,0,11,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,0,2,2,4,5,6,7,4,2,5,5,6,5,7,12,6,11,12,14,15,16,17,16,15,16,15,14,10,6,0,3,0,2,1,0,0,1,2,1,0,0,0,1,0,0,0,0,1,4,7,2,8,10,11,0,2,1,0,2,0,0,0,0,0,0,0,0
2022-04-06 06:00:00,1,6,12,8,13,9,13,16,10,3,4,5,2,4,4,4,4,4,7,10,11,6,8,7,10,0,12,8,1,0,1,0,0,1,2,4,5,2,5,1,2,0,3,4,6,7,3,7,11,12,11,9,10,11,14,11,5,2,0,4,2,1,1,2,1,0,0
2022-04-06 07:00:00,0,9,12,14,22,29,34,39,30,17,20,21,19,21,20,18,13,15,19,22,27,29,31,40,48,35,38,25,10,1,11,9,3,2,5,12,16,15,13,5,11,7,15,28,16,31,21,32,35,35,26,28,29,30,36,27,9,4,2,1,1,0,1,2,0,0,0
2022-04-06 08:00:00,14,5,8,14,14,18,24,27,17,8,7,10,9,8,19,18,7,9,12,14,17,16,17,21,21,22,40,38,35,30,2,2,1,4,9,15,17,11,16,17,16,14,11,12,12,12,13,12,18,22,31,34,39,36,39,27,19,16,17,12,11,16,12,11,1,0,0
2022-04-06 09:00:00,0,5,7,10,16,19,25,29,26,8,6,9,3,10,11,11,10,10,11,10,7,12,10,12,14,12,15,13,4,3,3,1,0,3,5,6,6,7,4,2,4,3,6,6,6,7,9,12,13,14,20,21,23,25,22,16,10,4,10,11,2,13,12,10,7,0,0
2022-04-06 10:00:00,0,7,6,9,14,14,14,9,11,7,4,5,4,7,6,4,8,8,7,7,5,6,8,9,11,3,12,9,3,0,1,2,3,3,5,9,11,10,4,2,5,0,5,6,7,5,4,7,9,10,10,11,10,10,10,8,5,5,5,7,5,4,4,5,3,0,0
2022-04-06 11:00:00,0,3,5,5,11,12,15,13,9,7,8,3,8,9,7,8,8,10,8,7,9,10,10,11,8,9,11,9,2,1,2,0,1,3,3,4,6,5,5,8,3,9,10,11,14,11,10,7,9,9,10,9,10,9,8,6,6,5,3,3,3,1,4,2,1,0,0
2022-04-06 12:00:00,4,5,4,9,9,9,11,10,10,11,10,3,13,13,9,11,7,7,6,9,12,8,11,12,13,13,15,12,4,4,0,2,3,4,7,6,3,5,5,6,5,7,3,8,8,8,10,10,8,11,10,11,13,13,12,10,8,6,0,2,6,4,5,3,4,0,0
2022-04-06 13:00:00,0,4,5,7,9,10,12,8,11,6,5,7,9,7,7,8,6,4,6,6,6,9,8,6,7,8,7,7,3,1,2,2,1,3,2,5,6,7,5,10,11,12,13,15,5,13,10,8,7,6,11,10,9,11,9,10,9,9,4,8,8,6,7,6,3,0,0
2022-04-06 14:00:00,2,6,4,7,10,8,11,6,9,8,9,6,7,6,8,5,6,5,9,8,7,5,8,8,5,7,5,3,3,3,2,1,1,2,2,2,10,5,6,8,7,5,6,9,9,7,8,10,11,10,13,15,13,7,5,11,7,8,7,8,7,7,8,5,3,0,0
