Unnamed: 0,1_흥안운수상계4동종점,2_흥안운수종점,3_불암현대아파트,4_동아불암아파트,5_불암대림아파트,6_상계벽산아파트,7_상계동주유소,8_상계119안전센터,9_상계중학교,10_상명고등학교,11_상명초등학교,12_중계건영2차아파트,13_백병원,14_상계주공4단지,15_상계주공6단지,16_도봉면허시험장,17_상계주공7단지,18_상계주공9단지,19_상계주공12단지,20_상계주공14단지,21_노원초등학교,22_수락산역3번출구,23_두산아파트.도심공항수락터미널,24_노원교,25_도봉역,26_서울북부지방법원.검찰청.도봉역성황당,27_도봉견인차량보관소,28_천주교도봉동교회,29_오봉초등학교,30_방학2동공영주차장,31_방학2동주민센터,32_방학중학교,33_신방학중학교앞,34_방학3동신동아프라자,35_방학3동주민센터,36_쌍문동성원아파트,37_쌍문동한양.현대아파트,38_쌍문동청구아파트,39_방학동삼익세라믹,40_방학동신우빌라,41_방학동도깨비시장입구,42_거성학마을아파트,43_도봉새마을금고본점,44_방학역,45_도봉견인차량보관소,46_서울북부지방법원.검찰청.도봉역성황당,47_도봉역,48_노원교,49_두산아파트.도심공항수락터미널,50_수락산역,51_노일초등학교,52_상계주공15단지,53_상계주공11단지,54_상계주공10단지,55_대림아파트상가,56_도봉면허시험장,57_상계주공3단지,58_상계주공2단지,59_상계주공1단지,60_중계역2번출구,61_중계3단지목련아파트,62_상명고등학교.성원아파트,63_코오롱아파트.양지대림아파트,64_상계119안전센터,65_상계동주유소,66_상계역,67_불암대림아파트,68_상계시장,69_동아불암아파트,70_흥안운수종점,71_흥안운수상계4동종점
2022-04-05 21:00:00,1,3,1,4,5,6,4,5,5,4,0,4,5,6,5,9,4,0,8,8,10,15,16,13,11,13,14,16,8,13,8,7,4,5,4,2,2,4,5,4,6,8,8,6,4,6,7,12,5,8,2,6,2,5,5,4,6,6,8,11,10,11,12,11,10,13,10,7,7,5,0
2022-04-05 22:00:00,0,1,0,2,0,4,5,3,2,2,2,3,4,5,5,9,8,9,12,11,13,14,15,12,9,12,12,14,4,12,7,5,0,4,3,5,6,7,8,7,6,5,5,4,5,5,6,5,4,5,4,3,2,2,3,0,5,6,8,15,7,11,10,8,6,9,5,4,1,0,0
2022-04-05 23:00:00,2,4,0,3,0,4,4,3,0,0,0,0,4,3,5,6,0,4,7,4,6,9,9,5,6,9,8,10,5,3,9,7,0,6,1,5,3,2,2,0,3,1,4,1,4,5,6,5,5,2,3,1,3,2,0,3,3,5,9,11,9,9,7,2,6,5,7,4,3,1,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,3,7,0,9,10,19,0,21,18,15,13,6,1,3,0,2,0,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,2,3,0,5,2,6,7,8,5,7,7,3,2,2,3,5,0,0,2,4,6,7,10,4,6,4,1,0,0,0,5,6,6,5,7,9,9,9,12,13,12,14,13,13,10,13,11,3,10,9,8,7,8,0,7,5,4,3,0,2,3,0,5,0,4,4,0,0,0,0,0
2022-04-06 06:00:00,0,2,0,3,3,3,5,10,4,9,10,2,1,3,1,3,0,0,2,4,5,7,6,4,5,6,6,7,2,7,3,7,8,4,3,4,7,8,9,8,9,11,12,10,9,10,12,8,11,4,5,6,7,1,3,1,2,2,3,4,4,6,8,10,9,4,3,2,1,0,0
2022-04-06 07:00:00,8,15,19,27,25,32,33,41,37,28,26,11,9,11,11,7,6,6,5,7,9,10,15,15,14,15,9,9,12,11,13,12,11,10,12,7,12,15,9,17,18,22,21,16,14,19,19,20,18,12,14,17,17,15,15,17,12,8,7,9,9,9,15,24,18,7,5,3,4,1,0
2022-04-06 08:00:00,8,11,13,21,18,17,19,24,24,25,24,8,7,8,7,9,10,9,11,12,11,13,16,14,13,14,8,13,14,14,14,15,11,8,6,16,18,20,17,26,30,35,33,26,27,26,29,28,22,16,13,16,15,14,15,13,12,6,0,13,13,10,17,21,15,9,5,6,5,3,0
2022-04-06 09:00:00,7,8,5,9,8,10,11,13,15,13,15,9,8,5,4,5,2,3,5,7,7,8,12,8,14,13,17,15,6,13,6,11,8,6,4,4,7,9,5,11,12,13,11,8,9,18,24,22,19,15,15,14,12,15,12,11,10,7,7,8,7,0,9,13,4,7,3,4,2,1,0
2022-04-06 10:00:00,2,2,3,7,10,7,8,11,4,7,10,6,9,8,8,8,0,7,7,6,7,10,8,7,10,10,11,10,9,6,6,5,3,2,3,4,6,7,8,9,11,10,13,14,14,15,17,10,14,13,10,10,12,11,11,8,7,7,8,9,10,6,8,12,11,8,8,5,4,2,0
2022-04-06 11:00:00,2,4,0,7,8,9,10,10,8,9,9,7,7,9,13,16,7,15,18,15,14,13,12,11,9,11,8,10,4,9,6,6,3,3,4,4,5,6,7,8,11,8,13,14,12,13,15,12,11,10,12,9,7,10,9,9,9,11,11,12,12,11,7,10,7,7,6,4,0,1,0
2022-04-06 12:00:00,2,1,3,6,4,6,6,8,8,7,8,6,4,6,8,7,5,4,7,5,8,16,19,16,12,12,10,11,9,10,10,9,10,6,8,6,8,10,5,9,7,10,8,4,8,10,15,12,14,12,12,12,12,5,13,12,9,9,10,11,10,11,11,10,8,6,5,4,3,1,0
2022-04-06 13:00:00,3,4,4,8,9,9,10,13,10,14,15,15,9,9,11,12,4,11,13,11,12,17,16,11,15,13,9,11,12,7,9,7,8,8,7,6,9,8,9,10,10,9,11,15,12,5,13,0,8,9,9,7,5,8,6,4,5,7,8,10,11,8,10,6,5,6,5,4,3,2,0
2022-04-06 14:00:00,3,7,0,11,14,11,12,14,13,8,16,13,9,8,10,11,13,13,12,11,11,13,16,14,12,11,12,9,0,10,11,6,9,6,5,6,10,9,10,11,10,11,8,10,6,10,12,10,8,9,11,6,4,5,7,4,5,6,9,11,12,11,12,11,7,10,8,8,6,2,0
2022-04-06 15:00:00,3,5,4,6,6,9,4,10,5,11,11,10,13,14,18,20,22,24,26,25,24,27,25,20,17,18,17,19,17,18,12,10,7,6,7,8,9,7,7,9,9,10,9,10,11,13,14,13,12,11,10,12,16,16,14,10,8,9,9,14,16,13,13,12,11,16,20,17,5,3,0
2022-04-06 16:00:00,4,5,5,8,7,9,13,13,14,11,11,9,11,11,16,17,16,18,18,17,19,15,16,17,16,14,15,15,14,10,12,9,9,8,7,16,7,18,16,16,17,20,20,20,13,21,22,21,19,15,12,9,11,13,12,21,23,24,26,26,27,39,40,36,26,20,19,17,9,4,0
2022-04-06 17:00:00,2,4,5,7,5,8,9,10,6,11,10,7,10,11,12,16,18,17,17,15,18,20,24,22,21,17,16,16,15,15,12,5,8,7,6,10,11,11,13,10,16,17,15,15,15,19,23,24,17,15,19,15,22,23,21,15,13,12,11,19,20,18,15,13,12,11,12,11,5,4,0
2022-04-06 18:00:00,5,3,2,8,10,12,13,11,12,10,11,8,9,8,10,18,20,17,19,16,20,26,27,26,25,28,29,30,30,27,18,15,14,12,11,9,9,12,14,12,15,15,14,13,11,15,21,21,16,12,13,11,13,11,12,8,11,11,15,25,26,21,19,15,13,15,14,10,7,3,0
2022-04-06 19:00:00,2,3,3,6,5,8,8,7,3,8,7,5,6,6,16,19,9,16,16,14,14,21,27,27,23,27,19,25,18,23,12,9,6,8,10,8,9,10,14,15,16,0,17,17,12,16,18,17,15,14,12,10,11,12,11,8,8,9,10,30,29,24,17,13,10,10,9,8,3,2,0
2022-04-06 20:00:00,2,3,0,4,3,3,3,5,4,2,4,4,4,5,6,7,7,8,10,11,11,17,18,16,15,15,13,16,15,14,10,7,4,9,9,6,5,8,7,8,9,6,10,11,10,12,15,16,9,7,7,4,6,7,5,4,9,10,11,22,21,17,13,13,13,10,8,9,6,5,0
2022-04-06 21:00:00,1,5,6,7,8,11,10,11,10,9,6,5,4,3,6,6,5,0,8,0,9,10,12,11,11,13,10,12,10,11,9,10,8,8,4,5,4,6,5,7,6,7,6,7,8,8,7,6,4,5,5,4,5,4,4,5,8,9,7,13,12,14,9,6,9,7,9,7,3,6,0
2022-04-06 22:00:00,1,2,0,6,0,9,11,12,13,11,8,5,2,4,6,11,2,4,13,12,11,16,9,15,12,10,9,12,7,9,8,4,6,4,1,6,5,7,3,0,6,4,5,9,5,12,14,12,13,12,8,6,6,4,0,0,3,10,13,15,15,9,14,13,14,20,17,12,6,4,0
2022-04-06 23:00:00,2,1,0,0,2,1,2,1,0,1,0,2,4,3,4,11,10,12,14,13,12,14,9,13,10,10,0,8,7,6,6,7,3,3,2,3,2,3,4,0,3,0,3,4,3,6,7,0,4,5,6,2,1,0,0,0,2,1,2,7,6,4,6,4,4,7,6,4,1,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,6,10,4,13,14,22,0,24,22,17,15,7,3,2,2,3,2,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,3,4,0,3,3,4,5,5,0,4,5,4,2,3,6,7,5,6,6,4,4,5,9,3,6,5,0,2,0,0,5,0,5,6,9,7,5,9,8,4,10,0,8,9,8,0,7,8,7,5,5,4,6,0,5,0,5,3,0,1,0,0,1,0,0,1,0,0,0,0,0
2022-04-07 06:00:00,1,7,0,12,13,12,5,9,0,8,10,4,3,4,1,1,2,2,0,3,6,8,12,10,8,7,6,4,0,4,0,1,3,2,0,0,2,3,4,5,7,11,11,10,9,9,14,13,10,7,6,6,4,0,6,2,3,3,4,6,4,7,11,11,9,5,4,3,3,2,0
2022-04-07 07:00:00,10,17,21,25,24,27,28,36,32,24,20,10,9,10,9,6,3,5,6,9,11,13,18,17,15,15,12,12,16,16,13,12,11,10,13,11,9,11,13,16,18,20,20,18,15,12,16,17,15,11,19,21,20,16,13,12,7,7,8,10,13,16,19,26,20,5,4,4,3,2,0
2022-04-07 08:00:00,7,10,12,15,16,15,18,23,19,22,19,10,10,9,7,10,11,11,13,12,14,16,21,9,22,18,17,16,17,12,15,13,11,8,8,15,17,18,20,27,31,32,30,24,23,26,27,28,24,20,23,24,25,25,22,18,12,8,6,14,15,17,18,22,16,11,9,3,8,5,0
2022-04-07 09:00:00,8,11,4,15,17,18,20,22,14,22,21,14,9,9,11,10,9,9,10,9,13,14,12,11,10,12,8,11,8,10,7,5,5,7,5,6,8,8,9,11,13,18,17,14,15,16,20,19,15,12,10,11,8,9,11,8,7,10,6,7,7,5,9,11,7,5,5,2,4,1,0
2022-04-07 10:00:00,5,6,6,8,8,9,9,11,0,12,12,9,9,10,11,9,8,7,6,7,8,9,10,8,10,7,13,12,11,9,6,6,5,4,4,4,5,9,10,13,14,15,16,14,13,14,14,17,16,13,12,11,9,10,9,8,9,10,9,13,8,8,9,11,5,7,3,4,2,1,0
2022-04-07 11:00:00,1,3,4,11,11,12,14,15,14,9,16,13,12,10,8,9,0,9,11,10,11,13,14,10,9,8,7,9,5,9,7,7,9,5,9,6,5,7,3,9,6,7,5,6,5,10,11,11,9,12,11,10,11,11,10,10,6,9,10,11,14,13,13,13,10,9,7,6,5,3,0
2022-04-07 12:00:00,1,4,0,7,6,5,7,6,5,6,4,2,4,6,8,9,8,11,16,16,14,16,15,11,14,18,17,16,18,17,13,14,14,9,12,11,4,11,7,14,14,14,12,11,12,12,14,11,14,10,12,10,11,10,10,7,11,12,13,14,7,14,14,13,12,10,9,7,5,2,0
2022-04-07 13:00:00,3,6,4,8,7,11,13,16,11,17,16,11,9,5,6,11,0,5,7,8,12,13,12,10,11,11,11,11,9,9,8,8,9,8,11,9,9,7,6,9,5,6,6,8,9,10,14,8,11,10,9,10,12,15,14,12,10,7,7,8,14,15,12,11,7,7,6,5,4,3,0
2022-04-07 14:00:00,2,4,5,6,5,7,7,11,5,12,12,9,9,10,9,10,9,10,9,0,10,14,14,12,12,11,7,15,14,12,11,6,7,8,6,6,7,7,8,9,10,9,7,9,8,10,15,16,15,10,16,14,13,10,12,11,10,11,10,11,11,13,12,8,11,12,4,10,5,4,0
2022-04-07 15:00:00,3,5,0,8,10,14,9,13,14,12,11,10,10,13,17,20,19,17,18,18,15,20,20,16,17,17,10,14,12,11,9,4,5,5,3,4,4,4,5,6,8,11,10,7,10,15,15,10,13,9,8,8,8,8,9,5,8,12,15,16,14,13,13,13,12,10,9,7,3,2,0
2022-04-07 16:00:00,3,6,5,7,6,10,11,9,6,7,9,8,13,15,15,14,14,12,15,14,17,18,22,20,16,18,15,17,19,17,9,8,9,9,10,13,13,11,12,3,13,14,0,13,12,14,19,18,15,13,8,6,11,8,10,8,12,11,13,13,11,20,21,17,16,23,20,14,9,3,0
2022-04-07 17:00:00,3,3,6,10,9,13,11,14,5,7,13,10,13,13,14,20,23,24,27,22,17,20,24,22,18,19,14,20,17,15,10,9,8,10,11,8,8,7,11,13,17,17,15,8,15,18,17,16,12,9,13,10,11,6,10,11,11,15,7,20,19,16,17,15,13,20,16,14,5,3,0
2022-04-07 18:00:00,1,4,6,9,9,11,10,10,9,8,8,5,9,9,14,21,20,22,23,20,15,18,20,19,22,18,15,23,22,16,16,15,13,10,9,14,14,13,20,20,22,11,11,14,5,15,18,18,18,13,15,13,15,14,13,12,11,10,15,24,21,20,18,16,14,15,16,10,7,4,0
2022-04-07 19:00:00,1,3,0,5,4,8,8,8,4,9,2,4,5,8,13,16,15,12,13,14,15,19,21,15,20,24,25,26,25,19,11,8,8,7,7,6,5,4,6,8,13,14,8,13,12,13,15,14,12,10,13,13,14,6,15,12,12,13,14,26,24,18,16,12,11,18,16,14,8,5,0
2022-04-07 20:00:00,1,2,3,4,2,6,4,5,7,5,5,4,4,4,6,8,9,3,12,7,12,12,18,17,16,14,0,9,6,11,9,7,8,6,3,3,3,4,6,2,7,0,8,10,4,11,12,10,9,12,11,7,7,3,4,2,7,5,8,13,0,13,10,8,7,10,8,4,5,1,0
2022-04-07 21:00:00,0,3,5,3,7,7,0,5,0,6,7,2,8,3,11,13,12,12,11,10,10,11,12,10,9,13,10,11,9,11,8,6,4,5,4,4,5,7,8,6,8,9,9,9,10,11,10,11,8,3,4,3,2,2,8,6,11,8,10,16,8,7,6,6,6,12,11,9,5,3,0
2022-04-07 22:00:00,1,2,2,3,0,4,5,4,0,3,4,3,5,5,13,17,8,16,20,19,17,16,18,13,14,12,11,9,8,7,5,4,7,5,4,5,6,1,4,2,6,1,7,8,1,6,10,0,7,7,5,7,4,5,4,3,6,6,6,18,20,16,12,11,11,16,13,11,6,1,0
2022-04-07 23:00:00,2,1,0,3,2,5,3,2,3,2,4,0,6,5,2,7,6,0,8,7,7,9,10,0,10,11,10,8,7,6,6,6,5,3,3,5,5,6,6,5,4,3,1,2,1,3,4,3,3,1,2,2,2,1,0,1,1,4,5,9,6,9,5,8,2,12,10,6,3,1,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,4,8,0,10,11,21,0,23,21,17,14,7,1,2,2,3,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,2,3,0,4,3,4,5,6,7,0,7,6,4,2,5,5,3,1,4,4,4,7,11,9,6,4,2,3,0,1,4,5,5,4,6,8,10,13,9,15,17,5,17,16,15,13,12,13,12,9,7,4,2,0,0,2,3,1,0,2,3,4,4,0,3,5,0,0,0,0,0
2022-04-08 06:00:00,1,3,0,5,5,5,3,8,3,7,10,4,1,2,1,0,0,0,2,3,3,5,7,3,6,4,4,3,1,4,2,6,4,3,1,2,5,6,6,12,14,16,14,10,9,8,11,9,8,3,3,7,5,0,3,2,0,3,3,4,3,5,6,8,7,2,0,3,1,0,0
2022-04-08 07:00:00,8,11,13,18,16,21,23,31,31,26,20,8,11,15,16,7,6,5,6,7,11,13,17,15,13,10,8,11,12,11,13,13,13,9,11,8,12,15,16,19,21,24,24,19,15,13,13,14,11,9,11,14,13,12,11,13,10,8,5,7,8,9,15,23,19,4,3,2,2,1,0
2022-04-08 08:00:00,7,15,17,24,21,15,15,23,22,25,22,9,6,6,7,11,13,7,14,17,18,21,27,26,24,22,21,19,19,16,16,13,12,9,11,13,17,18,19,25,29,32,29,21,19,19,18,20,18,16,13,13,14,13,15,13,11,10,7,13,14,13,15,16,13,11,9,0,6,5,0
2022-04-08 09:00:00,8,9,3,12,8,9,10,14,13,15,16,10,8,8,7,8,9,10,11,11,14,11,12,11,11,10,12,10,5,7,5,8,7,6,5,6,7,8,11,14,13,15,15,14,15,19,24,23,20,15,15,14,13,11,12,10,9,6,9,10,9,9,10,10,9,4,4,3,3,1,0
2022-04-08 10:00:00,2,4,3,8,6,7,8,11,11,12,11,9,10,8,9,11,6,2,6,9,9,14,14,11,9,9,0,8,9,8,8,7,5,4,3,5,9,9,10,11,14,12,12,10,11,11,12,13,11,14,13,13,15,16,15,18,15,12,10,7,6,7,8,9,5,7,5,3,2,0,0
2022-04-08 11:00:00,3,5,6,10,9,6,10,14,6,5,14,7,8,7,8,7,4,8,9,6,6,10,12,11,9,6,4,7,7,6,5,6,6,5,4,6,5,6,6,10,9,13,13,10,11,15,20,21,19,17,15,15,15,16,17,14,11,10,13,15,14,15,16,15,10,11,0,7,4,2,0
2022-04-08 12:00:00,3,5,6,8,8,8,8,8,9,10,9,5,5,7,7,5,8,7,9,3,8,10,11,10,9,11,11,9,10,10,11,10,9,7,5,5,6,7,8,8,9,10,7,9,11,15,18,20,17,10,8,9,9,7,8,9,10,10,11,10,15,14,13,15,15,7,5,3,3,2,0
2022-04-08 13:00:00,5,7,0,11,12,13,16,17,18,16,17,11,9,9,8,9,7,4,8,5,8,10,13,12,13,14,7,14,14,12,7,6,6,5,3,6,8,10,8,8,10,9,11,6,7,13,18,11,9,10,10,9,10,9,11,7,11,13,12,17,15,13,12,9,8,10,9,7,5,2,0
2022-04-08 14:00:00,1,4,4,5,7,9,7,9,8,9,10,8,10,13,11,15,16,15,16,16,18,16,4,15,12,12,13,16,8,2,5,4,6,5,7,9,8,10,10,9,10,5,9,6,5,10,12,12,11,11,12,11,12,9,12,10,9,11,14,16,14,12,11,11,10,10,9,7,4,2,0
2022-04-08 15:00:00,1,2,4,6,7,8,11,15,4,14,16,13,9,10,11,15,15,16,17,16,17,18,20,16,13,15,13,10,11,13,13,12,10,8,7,5,6,6,7,8,9,7,8,10,11,17,21,19,11,10,10,9,10,9,5,7,9,8,10,16,14,24,26,26,18,20,20,13,7,4,0
2022-04-08 16:00:00,1,4,3,4,5,8,9,11,12,7,6,9,9,12,14,17,0,14,20,20,22,20,21,20,19,19,21,20,20,12,11,9,9,7,8,19,18,21,22,8,24,9,22,21,10,22,24,25,11,12,14,12,12,10,13,14,17,18,21,27,26,25,22,19,18,17,4,0,3,4,0
2022-04-08 17:00:00,6,10,12,10,11,15,15,13,15,14,13,10,12,12,15,22,23,24,21,20,17,19,22,20,22,17,14,17,14,16,13,10,9,6,6,9,4,8,9,8,15,13,16,18,17,18,19,24,19,14,15,10,11,11,10,9,10,14,15,19,18,18,19,15,11,15,15,11,5,1,0
2022-04-08 18:00:00,4,6,7,12,11,15,13,13,12,11,11,8,9,11,16,20,22,23,20,16,15,23,22,21,21,27,26,26,19,21,16,16,14,11,10,12,13,16,17,11,16,17,16,16,17,22,24,28,21,18,18,14,19,20,20,16,19,10,11,33,35,26,14,13,12,14,14,10,5,3,0
2022-04-08 19:00:00,3,4,0,5,3,6,5,8,4,7,8,5,9,6,13,18,17,18,23,21,19,23,23,20,20,21,19,19,18,17,11,9,7,8,6,5,6,7,8,9,10,13,12,9,11,12,15,14,9,9,9,7,8,10,8,9,11,13,14,31,27,22,15,11,8,12,10,9,7,5,0
2022-04-08 20:00:00,2,3,2,6,8,9,10,4,3,3,2,2,3,4,7,15,9,15,19,17,15,18,17,14,13,10,9,9,9,7,5,4,4,4,5,6,5,11,7,13,13,15,17,15,16,20,21,18,10,6,5,3,5,4,6,5,8,8,6,17,12,12,12,10,9,9,8,6,5,0,0
2022-04-08 21:00:00,1,4,2,5,6,6,6,5,0,9,5,4,5,4,9,12,6,0,13,12,13,18,19,18,17,15,14,13,14,13,12,11,11,7,5,5,3,5,6,5,4,8,11,9,8,10,11,14,12,9,8,8,9,8,9,1,7,5,6,14,13,11,9,6,4,12,11,8,5,1,0
2022-04-08 22:00:00,1,2,0,3,1,4,5,4,5,4,2,3,4,1,5,14,0,11,8,10,13,16,17,14,12,15,14,16,15,11,9,7,5,5,2,6,4,6,10,2,11,2,10,8,2,9,10,9,6,8,5,3,3,0,4,0,7,9,3,19,19,16,10,10,8,18,16,8,3,3,0
2022-04-08 23:00:00,2,3,0,4,4,4,3,4,5,2,6,1,5,4,4,7,5,4,9,5,8,14,10,16,10,16,13,10,9,9,8,6,5,1,0,2,0,2,4,0,2,3,3,4,5,6,9,5,6,5,4,4,2,0,2,0,1,3,2,10,9,9,8,5,6,11,9,8,4,2,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 04:00:00,3,5,3,6,7,15,0,16,0,12,9,6,3,2,6,2,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 05:00:00,2,2,1,3,2,3,4,4,5,4,4,3,2,2,4,5,5,5,4,6,4,4,6,2,4,5,2,0,0,0,4,1,1,5,7,5,4,6,8,2,9,10,9,6,7,8,7,7,6,3,5,4,0,0,0,1,2,4,5,1,0,0,0,0,4,2,0,0,0,0,0
2022-04-09 06:00:00,0,2,0,1,3,1,2,6,0,5,4,1,1,0,3,4,3,5,4,3,5,4,6,4,6,5,4,4,0,2,5,4,3,4,3,2,3,1,3,3,5,6,7,7,4,6,5,6,6,3,4,0,2,0,1,3,2,1,3,4,1,3,5,6,5,8,3,2,1,0,0
2022-04-09 07:00:00,1,2,1,6,5,2,6,2,8,0,6,5,6,4,7,6,5,6,4,4,4,4,5,4,4,5,0,7,0,6,3,5,3,2,1,2,3,6,2,8,5,7,6,6,7,5,9,0,8,4,6,5,4,5,0,3,4,3,3,5,2,4,5,5,2,3,2,1,0,0,0
2022-04-09 08:00:00,4,8,6,12,3,10,10,12,0,9,10,6,4,5,6,5,0,5,8,7,7,8,11,7,6,6,0,7,7,7,5,8,6,3,6,6,7,8,9,10,12,16,17,15,11,16,18,16,11,10,9,10,10,10,10,6,4,5,5,7,7,7,9,7,9,4,3,0,2,0,0
2022-04-09 09:00:00,4,5,5,10,11,11,12,17,13,13,15,8,10,9,8,8,9,6,7,5,7,8,12,10,11,13,13,14,13,12,11,12,12,10,5,4,11,12,9,12,14,16,15,12,13,18,20,19,15,10,12,9,7,8,8,10,4,3,3,9,8,6,6,4,1,3,1,3,2,0,0
