Unnamed: 0,1_국민대앞,2_고려대사범대학부속고등학교후문,3_국민대후문,4_정릉연립,5_솔샘사거리,6_정릉대림아파트.청소년문화의집,7_정릉동풍림아파트,8_SK아파트.벽산아파트상가,9_삼각산동SK아파트북한산시티미양초등학교,10_두산위브아파트입구,11_동북프라자,12_삼양동사거리,13_성암국제무역고등학교,14_삼양동사거리입구,15_미아사거리역,16_성북우체국현대백화점,17_미아사거리역,18_삼양동사거리입구,19_성암국제무역고등학교,20_삼양동사거리,21_동북시장,22_두산위브아파트입구,23_삼양동벽산라이브파크미양초등학교,24_SK아파트.벽산아파트상가,25_정릉동풍림아파트.청소년문화의집,26_솔샘사거리,27_국민커뮤니티센터,28_국민대후문,29_고려대사범대학부속고등학교후문,30_국민대앞
2022-04-11 11:00:00,1,0,2,0,0,2,4,4,6,6,9,12,4,5,0,1,2,0,4,0,6,3,4,5,4,6,3,2,0,0
2022-04-11 12:00:00,2,0,4,3,4,4,0,3,4,4,3,8,10,7,2,1,2,3,0,3,8,9,9,9,9,11,11,7,5,0
2022-04-11 13:00:00,4,0,2,0,3,6,4,4,4,0,5,7,9,8,1,3,8,9,11,8,14,13,10,9,10,9,8,4,6,0
2022-04-11 14:00:00,2,1,8,0,4,3,4,5,6,8,10,10,8,7,2,2,11,12,0,12,13,9,12,12,8,7,5,2,0,0
2022-04-11 15:00:00,6,7,9,2,13,11,7,7,4,6,10,12,6,9,2,1,16,15,14,13,13,12,9,8,5,4,3,2,1,0
2022-04-11 16:00:00,7,46,47,45,45,43,42,24,24,16,11,7,9,6,2,0,16,11,15,12,17,19,19,12,6,2,2,1,0,0
2022-04-11 17:00:00,7,0,17,0,13,15,14,8,9,7,10,12,5,10,2,5,11,11,10,11,11,11,12,13,6,4,0,3,0,0
2022-04-11 18:00:00,5,6,6,0,12,9,10,7,11,12,12,13,14,9,3,2,9,8,8,0,11,15,13,11,11,5,4,3,0,0
2022-04-11 19:00:00,5,0,4,0,9,8,7,4,4,5,6,7,6,5,1,2,8,6,6,7,10,11,11,9,4,5,4,1,0,0
2022-04-11 20:00:00,1,4,3,0,8,7,5,4,0,4,4,6,2,4,1,1,9,11,9,9,8,7,7,4,2,2,1,0,0,0
2022-04-11 21:00:00,3,4,5,3,4,0,5,3,2,3,4,5,0,2,0,2,7,6,7,6,7,8,5,6,3,0,0,0,0,0
2022-04-11 22:00:00,4,1,5,4,4,3,4,5,3,0,3,5,3,2,1,2,9,9,8,3,8,9,3,6,3,2,1,0,0,0
2022-04-11 23:00:00,2,0,0,0,2,3,3,0,1,3,2,3,0,2,0,0,5,4,0,0,7,6,5,2,3,2,2,1,0,0
2022-04-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 05:00:00,2,0,0,0,1,0,0,0,4,5,6,7,0,5,1,1,4,3,2,2,2,2,0,3,0,0,0,1,0,0
2022-04-12 06:00:00,2,1,0,0,3,4,5,6,6,10,6,11,0,8,0,0,5,0,6,4,4,4,4,5,6,5,0,3,1,0
2022-04-12 07:00:00,1,2,3,3,5,7,9,9,11,20,24,27,28,22,1,1,3,2,5,5,9,12,12,18,26,26,23,18,5,0
2022-04-12 08:00:00,3,4,3,5,5,7,8,6,10,19,21,29,32,21,2,2,10,11,9,9,8,7,6,12,16,24,21,16,8,0
2022-04-12 09:00:00,2,1,0,0,3,5,6,6,7,9,13,14,15,12,1,0,4,5,6,5,6,7,6,11,12,10,9,6,4,0
2022-04-12 10:00:00,1,2,0,2,3,4,6,6,7,8,8,9,8,5,2,0,5,7,3,6,8,9,5,8,7,15,8,4,3,0
2022-04-12 11:00:00,1,1,3,0,4,4,2,5,7,9,10,12,6,3,0,0,5,3,0,3,6,7,7,10,11,9,5,6,5,0
2022-04-12 12:00:00,2,0,4,0,5,3,4,6,7,10,13,13,11,9,0,0,10,5,6,7,8,9,9,10,8,9,7,6,5,0
2022-04-12 13:00:00,1,2,3,0,0,6,4,4,5,6,8,3,4,3,3,0,6,5,4,0,5,0,4,7,7,6,4,5,0,0
2022-04-12 14:00:00,2,4,6,1,6,1,6,5,5,7,14,13,12,8,1,2,6,7,7,7,9,8,7,6,5,6,5,3,0,0
2022-04-12 15:00:00,6,0,9,0,10,8,8,5,8,4,11,12,14,10,0,1,12,10,6,9,13,8,7,5,3,2,0,0,0,0
2022-04-12 16:00:00,8,48,51,49,49,48,47,31,27,22,19,22,24,19,3,2,12,15,13,9,11,9,8,10,7,4,0,3,0,0
2022-04-12 17:00:00,11,5,17,7,15,16,17,16,14,13,11,14,13,10,1,3,17,19,16,14,15,13,13,12,6,5,4,3,2,0
2022-04-12 18:00:00,7,0,8,0,12,13,16,8,16,16,17,14,13,10,2,3,10,10,0,10,14,13,12,11,4,2,1,0,1,0
2022-04-12 19:00:00,4,3,5,6,8,12,11,7,13,11,12,13,14,12,0,4,15,14,13,13,13,12,11,9,7,5,3,3,1,0
2022-04-12 20:00:00,1,2,3,3,4,3,4,4,5,6,8,11,12,3,0,1,11,11,9,8,8,6,6,4,4,2,0,0,1,0
2022-04-12 21:00:00,4,3,0,0,5,3,3,3,0,2,3,4,0,2,2,1,13,14,11,11,8,9,4,7,4,2,1,0,0,0
2022-04-12 22:00:00,3,0,0,0,3,3,2,2,3,1,4,6,6,4,1,3,7,7,2,6,10,10,7,5,2,0,1,0,0,0
2022-04-12 23:00:00,1,2,0,0,3,2,1,2,0,4,0,4,5,4,2,1,6,2,0,0,4,5,3,2,1,3,2,0,1,0
2022-04-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 05:00:00,1,0,0,0,1,0,0,3,3,4,5,6,7,5,0,1,1,0,0,0,0,2,1,2,0,0,0,1,0,0
2022-04-13 06:00:00,1,0,0,0,1,1,3,4,5,6,7,9,10,7,0,0,4,0,3,3,5,0,2,4,5,5,0,4,3,0
2022-04-13 07:00:00,2,3,1,5,7,8,10,10,12,18,22,25,29,26,0,0,2,3,4,3,6,10,12,23,29,27,8,22,8,0
2022-04-13 08:00:00,2,3,1,5,4,4,6,8,11,17,17,24,28,23,2,1,14,6,15,12,8,10,8,15,18,32,32,13,7,0
2022-04-13 09:00:00,1,3,2,3,3,4,6,9,8,9,9,9,13,9,1,2,6,6,5,7,4,5,6,9,13,15,0,6,5,0
2022-04-13 10:00:00,1,2,4,3,2,4,6,7,5,12,17,16,8,15,1,1,3,6,3,5,6,9,4,10,10,14,13,6,5,0
2022-04-13 11:00:00,3,0,4,3,3,2,4,4,3,7,10,9,11,11,3,1,4,5,3,4,4,2,6,8,6,6,5,3,2,1
2022-04-13 12:00:00,0,1,5,0,4,4,7,9,11,16,3,14,5,13,4,3,5,6,2,5,8,7,6,8,8,8,0,4,0,0
2022-04-13 13:00:00,3,0,4,4,5,6,4,5,8,9,12,14,0,12,2,4,5,4,4,4,7,5,7,9,6,14,13,3,2,0
2022-04-13 14:00:00,2,0,5,11,3,4,13,11,7,8,12,11,12,10,0,5,8,10,6,9,9,12,10,11,5,13,11,4,3,0
2022-04-13 15:00:00,3,5,7,6,6,4,6,4,4,8,8,10,9,3,2,3,5,4,6,4,10,8,7,7,5,4,2,3,0,0
2022-04-13 16:00:00,10,33,35,24,36,38,36,20,20,18,15,13,9,10,0,4,15,11,9,11,16,18,16,12,7,6,4,2,0,0
2022-04-13 17:00:00,8,9,15,16,13,14,16,10,10,10,11,13,12,7,1,3,21,21,20,18,19,19,14,8,3,3,0,2,1,0
2022-04-13 18:00:00,9,11,8,7,16,12,12,12,16,14,15,12,10,8,1,2,20,22,19,17,17,15,12,10,5,4,2,1,0,0
2022-04-13 19:00:00,4,4,5,3,10,13,14,10,8,8,4,5,4,3,1,1,5,7,7,8,11,11,13,10,4,3,2,0,1,0
2022-04-13 20:00:00,4,0,6,0,4,4,4,5,6,6,6,12,11,4,1,2,9,11,9,11,7,6,7,7,5,6,4,3,2,0
2022-04-13 21:00:00,3,3,0,2,4,4,5,4,3,4,3,2,5,1,0,1,6,10,9,7,6,3,4,5,4,3,2,1,0,0
2022-04-13 22:00:00,2,0,2,0,2,3,2,2,1,3,0,5,4,4,1,1,11,10,8,7,9,10,1,9,5,4,3,0,0,0
2022-04-13 23:00:00,1,0,0,0,2,1,0,1,0,2,0,3,0,2,1,2,5,5,5,0,10,11,9,8,7,5,4,2,0,0
2022-04-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 05:00:00,0,2,0,0,3,0,0,6,1,9,8,7,7,5,0,1,4,3,2,1,0,2,0,2,0,0,0,1,0,0
2022-04-14 06:00:00,2,0,0,1,3,1,4,6,8,12,1,13,17,4,0,0,2,0,2,4,4,3,2,7,7,5,0,4,3,0
2022-04-14 07:00:00,3,4,5,4,6,9,11,8,11,23,27,28,34,26,2,2,3,4,5,8,9,12,13,20,30,34,33,22,6,0
2022-04-14 08:00:00,2,5,3,6,4,6,7,12,16,23,25,42,40,26,1,2,6,7,3,8,7,8,9,14,20,37,34,15,8,0
2022-04-14 09:00:00,1,1,0,0,2,3,7,7,8,9,11,13,12,11,2,0,4,3,4,4,6,8,4,12,14,14,9,11,0,0
2022-04-14 10:00:00,3,2,3,0,3,0,5,6,7,8,7,8,6,6,0,3,4,2,6,5,6,7,8,8,7,9,4,4,2,0
2022-04-14 11:00:00,2,0,3,0,1,0,6,10,12,14,13,15,13,12,5,0,5,7,4,6,9,8,7,8,9,10,9,4,0,0
2022-04-14 12:00:00,1,0,5,0,7,8,8,9,9,5,8,8,8,5,3,0,6,7,6,3,8,8,4,6,4,4,3,0,0,0
2022-04-14 13:00:00,0,0,2,0,2,1,5,3,4,7,6,5,7,2,1,3,7,8,8,9,7,7,7,10,4,5,0,2,1,0
2022-04-14 14:00:00,3,6,6,0,7,7,10,11,13,15,13,0,6,12,2,2,8,9,10,10,10,8,7,6,2,3,2,2,0,0
2022-04-14 15:00:00,5,7,8,0,6,7,8,7,7,7,10,9,9,7,1,1,8,4,5,6,7,10,8,7,5,4,2,2,0,0
2022-04-14 16:00:00,6,43,43,42,47,46,41,23,23,17,17,23,23,21,0,5,13,17,18,17,14,13,12,10,6,2,1,0,2,0
2022-04-14 17:00:00,8,7,17,19,18,20,19,15,14,7,10,12,12,11,3,2,11,14,13,13,12,10,9,6,5,6,6,4,1,0
2022-04-14 18:00:00,9,9,11,9,13,12,11,8,11,14,21,23,21,18,0,6,13,14,7,6,15,9,7,9,6,4,0,0,3,0
2022-04-14 19:00:00,5,0,3,0,13,11,8,7,9,8,7,8,7,6,1,2,13,13,12,12,11,8,7,7,4,3,2,1,0,0
2022-04-14 20:00:00,2,3,4,0,5,0,2,3,0,4,3,5,2,4,0,10,21,19,5,18,21,20,18,14,7,5,4,1,0,0
2022-04-14 21:00:00,2,2,2,0,4,4,1,2,0,1,3,2,2,1,0,0,6,7,6,7,9,9,5,5,3,3,0,1,0,0
2022-04-14 22:00:00,3,0,4,1,2,2,2,1,3,4,6,7,1,3,0,3,12,7,11,10,10,11,9,8,3,4,3,2,1,0
2022-04-14 23:00:00,1,0,0,0,4,2,2,2,2,0,2,3,0,0,1,1,4,1,0,5,3,4,3,2,1,4,0,1,0,0
2022-04-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 05:00:00,1,0,1,0,1,0,3,0,4,4,5,5,5,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2022-04-15 06:00:00,1,0,0,0,1,3,2,3,4,9,4,10,13,11,0,0,3,2,1,5,4,2,2,5,6,5,0,0,1,0
2022-04-15 07:00:00,2,0,0,6,5,8,9,7,6,9,11,16,19,18,0,1,5,4,6,7,11,15,16,22,30,27,0,18,4,0
2022-04-15 08:00:00,2,4,2,5,3,3,7,13,16,23,25,27,28,21,2,1,9,8,7,7,8,8,9,13,14,30,27,19,5,0
2022-04-15 09:00:00,1,2,2,0,3,2,5,7,8,11,13,14,17,13,3,3,5,8,3,8,6,5,5,8,8,11,0,6,5,0
2022-04-15 10:00:00,1,2,4,2,3,5,6,7,6,8,10,14,13,9,3,2,3,1,4,0,5,4,5,6,9,10,0,4,1,0
2022-04-15 11:00:00,3,4,6,0,6,9,12,8,9,8,7,10,11,10,1,0,6,9,0,7,7,2,5,8,6,6,7,4,3,0
2022-04-15 12:00:00,1,3,3,0,6,3,8,9,12,14,16,15,17,11,2,1,7,9,0,10,12,10,11,8,6,8,2,7,5,0
2022-04-15 13:00:00,2,4,4,5,6,6,9,9,7,9,8,7,6,4,1,3,6,7,9,9,9,12,5,12,8,6,5,0,1,0
2022-04-15 14:00:00,2,7,4,0,8,9,9,7,8,13,13,10,11,7,1,4,9,0,7,8,9,8,0,10,3,6,4,3,0,0
2022-04-15 15:00:00,9,11,8,7,7,14,11,10,7,9,8,12,13,10,0,6,18,19,18,19,21,19,16,8,5,5,2,2,0,0
2022-04-15 16:00:00,5,9,6,0,8,9,12,11,14,11,15,15,14,13,4,2,17,15,17,13,18,19,16,8,4,1,0,0,0,0
2022-04-15 17:00:00,9,11,16,17,16,9,12,10,10,11,10,11,14,12,1,1,9,12,10,13,16,15,11,8,5,5,4,2,0,0
2022-04-15 18:00:00,3,4,6,5,13,14,15,7,8,9,12,13,12,7,2,2,16,16,15,16,13,13,11,9,6,4,0,2,2,0
2022-04-15 19:00:00,5,6,9,3,10,10,4,8,7,6,7,9,1,6,2,3,21,10,19,16,14,12,9,8,9,4,0,1,0,0
2022-04-15 20:00:00,2,3,4,0,7,6,6,4,5,6,8,7,8,3,1,4,10,11,9,10,9,10,12,10,3,1,2,0,1,0
2022-04-15 21:00:00,2,2,3,0,4,5,5,2,4,3,6,7,5,4,1,2,8,14,13,14,13,9,8,9,8,3,0,2,0,0
2022-04-15 22:00:00,7,6,4,0,3,1,0,1,3,4,5,6,4,4,0,2,12,14,11,14,18,16,14,11,5,3,2,1,3,0
2022-04-15 23:00:00,3,0,0,0,2,5,4,1,1,2,5,4,3,3,1,1,5,1,2,6,4,2,1,2,0,0,0,0,0,0
2022-04-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
