Unnamed: 0,1_진관공영차고지,2_동산동능모퉁이.한국지역난방공사,3_은평뉴타운10단지,4_구파발역입구,5_박석고개.신도고등학교,6_세명컴퓨터고등학교,7_연신내역.로데오거리,8_은평연세병원,9_구산역2번출구.예일여고,10_하나은행역촌동지점,11_역촌역.역촌오거리,12_서부경찰서후문,13_신진과학기술고등학교,14_응암시장,15_응암3동주민센터,16_대림시장,17_동도하이츠아파트,18_KT가좌지사,19_북가좌2동주민센터,20_DMC래미안e.편한세상2.4단지,21_북가좌삼호.DMC아이파크아파트,22_DMC파크뷰자이별동상가,23_DMC파크뷰자이,24_모래내삼거리,25_모래내시장.가좌역,26_사천교,27_연희104고지앞.구성산회관,28_연남동,29_홍대입구역(가상),30_홍대입구역,31_서교동,32_합정역(가상),33_합정역,34_선유도공원,35_당산역,36_당산역삼성래미안아파트,37_삼환아파트,38_신화병원,39_영등포시장,40_영등포시장,41_영등포시장로터리방면,42_경방타임스퀘어.신세계백화점,43_영등포시장,44_신화병원,45_당산푸르지오아파트,46_당산역삼성래미안아파트,47_당산역,48_선유도공원,49_합정역(가상),50_합정역,51_서교동,52_홍대입구역(가상),53_홍대입구역,54_연희동대우아파트,55_연희104고지앞.구성산회관,56_사천교,57_모래내시장.가좌역,58_삼성래미안2차아파트,59_DMC파크뷰자이,60_동부센트레빌아파트,61_북가좌삼호.DMC아이파크아파트,62_모래내우체국.증가교회,63_북가좌초교사거리,64_북가좌2동주민센터,65_KT가좌지사,66_동도하이츠아파트,67_대림시장,68_응암3동주민센터,69_서서울농협본점,70_백련산SK뷰아이파크아파트,71_신진과학기술고등학교,72_서부경찰서후문,73_역촌역.역촌오거리,74_삼성타운,75_구산역1번출구.예일여고,76_구산역1번출구,77_대조동주민센터,78_연신내역.로데오거리,79_세명컴퓨터고등학교,80_박석고개.신도고등학교,81_구파발역입구,82_은평뉴타운10단지,83_진관공영차고지
2022-04-06 07:00:00,2,4,11,10,13,19,20,20,17,19,21,20,26,32,34,34,33,31,30,32,30,40,50,47,37,38,37,38,34,20,8,17,27,10,12,9,9,8,6,4,2,15,12,10,14,8,5,0,5,7,6,5,7,6,4,5,5,5,9,11,12,14,14,15,17,22,25,27,30,31,38,38,42,42,27,32,31,22,12,6,5,1,0
2022-04-06 08:00:00,0,1,7,8,13,18,27,24,25,29,29,25,31,28,24,25,26,22,24,27,36,39,45,43,38,37,40,39,38,28,27,26,33,31,23,25,22,13,7,5,5,17,16,12,21,16,16,0,13,15,11,6,16,14,11,10,9,11,13,14,15,15,17,20,22,24,22,24,25,28,28,28,28,28,26,46,39,19,14,11,6,5,0
2022-04-06 09:00:00,0,2,6,5,8,9,13,14,17,19,19,17,16,18,16,16,15,15,19,23,24,27,27,26,25,24,27,28,24,15,11,9,15,14,11,11,10,11,10,5,4,21,20,19,25,17,16,10,14,12,9,5,10,7,5,6,9,8,8,9,10,10,11,12,14,15,23,25,24,22,27,29,28,24,28,27,24,19,11,6,2,0,0
2022-04-06 10:00:00,0,4,6,6,9,12,17,21,20,21,19,16,17,18,14,15,14,16,17,20,20,21,24,23,15,20,18,21,19,14,12,11,10,0,8,6,5,4,2,3,2,3,5,5,9,8,8,7,6,8,7,6,8,8,10,9,12,13,10,9,8,8,13,14,15,13,15,15,17,21,21,22,19,14,15,15,13,9,7,5,3,0,0
2022-04-06 11:00:00,0,1,4,2,6,6,12,16,13,14,13,13,15,15,15,14,16,17,20,19,19,22,23,21,18,15,17,16,13,12,11,10,9,7,7,7,8,6,5,3,1,5,9,10,15,11,14,0,10,12,11,7,11,9,7,8,11,8,11,12,13,12,10,10,12,13,17,14,14,14,14,16,15,13,15,15,11,8,6,4,2,1,1
2022-04-06 12:00:00,0,1,2,4,9,8,14,18,18,17,17,16,14,14,13,15,15,15,16,17,20,23,26,24,24,23,23,21,18,16,12,11,8,7,7,6,7,4,5,3,2,7,5,11,14,14,14,11,0,12,12,11,10,7,7,9,14,13,12,9,9,10,8,9,9,10,12,13,14,15,17,18,17,16,13,17,16,9,6,5,2,1,0
2022-04-06 13:00:00,0,1,4,7,9,13,21,24,23,24,30,30,31,27,21,20,20,20,19,20,21,24,22,20,20,18,20,20,16,14,13,12,12,11,10,11,12,8,3,1,5,6,6,5,7,5,10,8,0,11,11,10,14,15,16,19,21,22,23,21,20,21,17,18,10,18,20,22,23,21,20,22,21,19,20,21,19,12,9,6,2,0,0
2022-04-06 14:00:00,0,0,2,6,12,15,16,17,20,19,19,22,22,22,18,16,17,16,16,16,18,19,25,23,24,20,22,19,15,14,12,9,14,13,16,15,13,10,7,6,4,6,8,8,17,12,12,13,12,12,13,11,20,21,24,24,24,26,25,18,14,21,26,25,25,17,19,20,21,20,19,19,17,18,17,16,17,10,7,6,2,1,0
2022-04-06 15:00:00,0,0,2,6,10,11,18,18,48,48,47,44,21,24,24,25,23,23,22,18,19,21,20,18,18,16,17,17,15,12,10,0,9,8,8,9,8,9,6,6,6,11,14,12,15,17,22,16,6,15,12,11,24,22,19,20,27,24,24,25,24,25,28,30,34,30,28,28,28,27,29,31,28,26,28,24,21,13,9,7,3,0,0
2022-04-06 16:00:00,1,1,4,9,20,36,41,37,42,39,37,43,32,29,25,25,25,23,21,19,16,18,17,14,15,14,15,15,14,12,11,5,11,27,10,9,8,7,6,3,4,17,20,20,25,24,29,29,13,22,23,21,24,22,23,35,40,41,39,38,38,36,31,29,31,29,30,30,30,30,31,35,35,29,27,38,35,21,17,16,5,0,0
2022-04-06 17:00:00,2,8,12,13,21,24,30,29,31,29,31,33,29,22,20,21,19,18,20,20,19,19,20,21,22,20,18,18,15,17,17,14,15,14,17,18,19,17,16,14,9,17,23,25,31,30,35,27,34,23,21,22,31,27,30,35,43,43,33,29,25,24,22,21,24,28,26,25,22,25,28,32,31,29,26,27,23,16,11,7,3,1,0
2022-04-06 18:00:00,1,16,16,21,23,25,31,32,33,34,35,25,28,25,25,29,27,30,32,30,27,31,31,27,29,30,32,33,29,25,26,25,31,20,27,24,18,17,13,10,10,40,51,53,60,52,58,57,55,38,36,32,40,33,41,41,47,46,39,30,32,31,31,31,29,27,23,24,26,25,25,30,34,35,31,29,27,18,14,11,4,1,0
2022-04-06 19:00:00,1,4,7,10,9,19,30,33,28,28,30,26,21,18,19,16,12,13,13,16,17,16,15,15,17,19,22,24,21,20,22,20,23,0,21,18,16,13,9,6,6,21,23,22,23,25,27,21,23,21,20,18,34,32,34,40,41,41,36,27,27,27,27,26,25,23,31,34,33,31,32,28,24,25,21,22,19,19,14,11,4,1,0
2022-04-06 20:00:00,1,1,2,3,4,7,13,14,15,16,18,13,12,16,13,19,18,14,12,10,11,12,10,11,12,11,14,14,12,11,14,9,16,16,13,11,10,7,7,6,4,13,14,15,12,17,17,17,15,17,22,21,35,27,25,26,24,24,20,21,20,20,18,19,19,17,20,14,19,17,14,13,14,13,12,13,10,9,6,4,2,1,0
2022-04-06 21:00:00,0,2,0,3,5,6,12,14,14,14,15,15,13,14,11,10,7,6,5,8,4,4,9,10,7,11,10,11,9,10,11,10,19,12,18,16,11,9,6,4,3,15,16,14,12,11,12,11,11,12,15,14,23,21,21,21,23,23,22,22,19,19,18,16,16,15,14,9,12,13,15,16,18,15,17,16,16,11,9,5,3,0,0
2022-04-06 22:00:00,0,2,1,2,6,10,14,19,27,24,21,18,13,12,11,11,12,11,9,8,5,6,6,5,7,7,7,8,7,13,13,12,14,12,11,9,7,4,6,5,5,8,7,10,8,10,15,16,9,17,21,16,42,41,39,40,37,38,38,31,28,25,21,21,20,12,17,13,15,12,14,12,15,13,12,18,32,26,20,19,11,0,0
2022-04-06 23:00:00,0,0,0,2,4,4,16,18,17,16,15,12,11,14,12,12,8,11,13,11,10,11,10,10,11,9,8,10,9,9,12,0,14,0,13,14,8,5,4,4,3,9,11,11,11,14,17,0,11,14,17,16,27,27,25,26,28,25,24,23,20,18,18,19,16,9,20,22,21,21,22,18,15,8,15,16,12,7,5,2,1,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,2,1,2,5,6,8,10,11,11,14,17,18,19,21,16,10,11,21,22,23,19,24,23,20,23,22,21,21,17,19,13,0,23,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,0,0,2,0,4,6,8,4,9,8,9,10,10,11,12,11,10,11,11,15,16,15,17,15,15,13,13,20,19,19,17,16,19,0,14,15,6,13,9,6,17,7,10,9,11,9,11,0,0,7,6,6,7,11,10,11,0,8,8,9,0,0,10,7,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 06:00:00,0,1,4,4,7,13,15,11,7,7,10,10,12,9,10,12,12,15,12,16,20,25,28,28,20,14,12,14,11,10,7,6,8,7,3,5,4,4,2,2,1,9,5,5,6,5,4,0,2,3,3,0,6,4,0,6,4,3,5,0,6,7,6,5,7,9,11,10,11,12,11,12,13,12,11,15,12,7,4,4,1,0,0
2022-04-07 07:00:00,1,1,8,9,11,18,21,21,17,18,17,17,20,26,26,24,24,23,27,29,32,48,53,50,44,46,45,36,33,18,16,13,19,0,15,11,8,7,6,3,3,13,18,20,33,18,9,8,7,6,6,5,5,5,7,6,7,6,9,8,9,14,16,17,20,21,28,32,36,37,46,51,50,49,44,45,46,28,18,7,5,3,0
2022-04-07 08:00:00,0,1,6,6,12,17,23,23,28,27,32,30,28,31,30,29,31,27,27,29,34,41,53,52,42,36,44,41,38,25,19,24,30,28,16,16,14,11,5,4,3,30,30,25,43,20,18,9,15,14,10,8,11,10,6,8,6,7,8,8,10,12,15,16,19,20,25,26,31,31,30,29,30,28,29,30,25,18,14,12,6,4,0
2022-04-07 09:00:00,1,2,4,6,9,14,15,17,17,17,20,19,22,21,21,20,21,19,19,20,23,25,27,25,26,26,25,29,25,18,18,17,20,10,16,14,13,9,4,1,2,8,10,9,18,15,15,13,14,14,12,9,12,7,13,14,15,14,14,16,15,14,18,17,18,15,16,17,20,23,24,22,22,19,20,22,21,14,6,4,1,0,0
2022-04-07 10:00:00,0,1,3,6,5,7,9,9,10,10,11,12,13,15,14,16,17,15,19,20,22,27,26,24,24,25,24,20,16,8,7,6,7,0,6,5,5,6,4,2,3,7,7,7,12,11,9,0,7,9,9,5,10,9,9,11,13,13,14,3,5,6,9,6,11,13,14,15,16,16,17,16,13,11,14,14,13,9,6,5,2,1,0
2022-04-07 11:00:00,0,0,3,8,9,10,17,19,19,17,16,18,17,16,19,19,21,21,22,23,21,25,18,21,18,16,17,19,17,12,12,11,11,8,10,11,11,11,9,4,5,5,6,8,14,11,12,12,10,8,9,7,7,7,7,8,14,9,12,13,12,14,14,15,17,18,18,18,18,17,15,16,17,18,17,14,18,11,8,5,2,0,0
2022-04-07 12:00:00,0,0,3,4,9,11,14,13,13,12,13,15,14,15,15,16,15,16,17,18,17,19,19,19,20,21,22,23,20,16,17,14,16,11,13,14,14,12,6,4,5,7,9,7,9,10,14,6,13,16,9,8,15,12,12,14,17,11,12,17,15,17,17,18,16,15,20,21,20,20,25,25,23,27,25,26,15,11,8,6,3,0,0
2022-04-07 13:00:00,1,0,3,5,7,10,12,17,20,19,20,17,16,14,13,16,19,17,18,18,18,19,18,20,20,18,19,20,19,13,12,11,11,12,11,10,9,8,7,4,5,6,6,8,14,9,11,13,7,14,14,11,15,17,9,9,14,16,12,14,15,15,13,15,14,13,19,16,21,21,19,18,15,19,22,18,21,12,7,6,1,0,0
2022-04-07 14:00:00,0,1,2,7,5,8,14,15,15,15,16,15,19,17,15,13,15,16,15,12,16,18,12,18,18,18,18,19,16,9,8,7,9,10,7,7,11,9,3,10,7,9,10,11,13,12,14,15,12,13,12,11,20,16,17,17,25,25,24,18,17,19,17,9,17,16,18,22,23,24,22,20,21,22,21,21,19,10,6,4,2,0,0
2022-04-07 15:00:00,0,1,2,6,12,14,21,19,40,35,21,20,21,17,16,17,17,18,16,21,18,22,19,20,25,25,13,28,27,15,14,12,15,15,14,13,11,8,8,5,4,15,21,17,19,20,19,20,15,23,21,18,18,20,21,25,26,24,24,25,24,20,20,17,24,25,29,30,27,22,22,23,22,19,18,18,16,10,6,5,1,0,0
2022-04-07 16:00:00,2,1,4,7,13,25,34,39,43,44,42,35,28,27,22,23,21,22,22,24,28,25,25,26,26,25,24,26,19,15,13,4,12,7,9,9,7,5,4,6,7,13,16,14,15,13,17,13,16,17,16,0,22,20,27,45,45,48,42,42,37,40,39,36,32,30,26,28,26,24,25,26,24,23,23,30,26,17,15,10,7,1,0
2022-04-07 17:00:00,1,8,12,15,22,23,29,30,32,30,36,35,30,26,22,23,20,18,21,22,19,21,20,18,22,21,23,26,24,17,18,17,21,23,18,18,16,14,8,5,6,14,17,22,25,24,30,0,29,22,25,23,35,32,27,30,40,37,32,31,31,30,28,19,19,20,23,25,23,25,28,28,28,27,24,26,20,11,6,4,2,0,0
2022-04-07 18:00:00,1,9,12,14,14,18,40,44,42,43,44,33,33,28,29,29,27,28,31,26,25,24,26,26,27,27,34,37,35,28,29,26,20,11,19,22,24,19,15,13,11,34,37,49,56,58,63,32,60,37,36,32,44,41,40,45,49,47,42,31,29,31,30,33,34,35,29,30,34,34,34,37,38,38,37,41,37,12,9,8,3,0,0
2022-04-07 19:00:00,1,4,10,11,12,14,25,23,27,27,28,20,19,18,17,17,15,12,11,11,10,12,14,17,18,17,21,21,17,17,17,15,25,25,17,18,12,8,7,6,5,24,20,23,29,23,28,23,27,19,23,22,31,30,30,30,37,36,28,27,26,25,23,23,28,27,30,27,24,24,29,31,28,19,23,25,35,19,14,9,4,1,0
2022-04-07 20:00:00,0,1,2,6,8,9,16,15,16,12,16,14,15,14,15,17,13,11,9,10,8,9,11,10,8,0,13,20,16,12,13,12,10,28,22,22,9,10,5,6,3,23,27,23,26,22,25,23,18,21,20,19,31,30,29,28,31,24,29,22,18,18,20,18,20,19,19,18,16,16,15,21,21,15,14,20,22,15,9,8,3,1,0
2022-04-07 21:00:00,2,2,3,4,4,7,18,19,22,12,25,24,21,18,13,11,9,7,7,6,6,5,5,6,8,7,7,9,8,9,8,6,9,0,7,7,4,2,2,8,5,14,13,14,14,12,17,13,15,19,19,18,31,29,30,38,40,37,33,25,22,21,21,20,18,17,16,15,17,19,17,15,16,15,12,13,16,11,8,6,3,0,0
2022-04-07 22:00:00,1,1,2,4,5,6,20,23,30,30,30,27,21,16,14,14,15,15,14,14,15,14,13,15,13,7,12,11,10,13,14,7,16,15,13,15,7,4,3,2,3,11,12,13,14,14,18,9,17,21,26,25,32,31,29,33,35,24,33,32,31,30,27,23,24,22,20,18,20,21,22,11,17,14,8,16,17,11,9,7,3,0,0
2022-04-07 23:00:00,0,1,1,4,7,10,17,17,13,14,13,12,12,10,10,12,11,10,12,13,13,12,10,7,7,6,8,11,4,12,12,11,15,13,12,13,11,10,5,5,3,11,11,11,12,10,17,0,16,21,21,20,23,25,26,25,26,25,24,22,20,19,18,11,15,13,16,17,17,15,14,13,14,13,11,12,10,8,6,3,2,0,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,0,0,2,3,4,7,11,12,6,16,19,20,23,26,20,28,0,28,30,31,0,32,30,28,29,29,24,25,23,24,17,0,24,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,0,1,2,1,3,5,7,6,4,7,11,10,9,10,10,8,12,10,12,15,14,16,20,17,17,16,17,17,14,17,15,14,15,0,15,14,0,13,6,4,14,7,9,9,8,6,3,0,1,6,9,0,11,10,8,8,7,6,5,6,0,0,6,4,0,6,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 06:00:00,0,1,4,4,5,6,7,7,6,7,8,8,9,14,15,18,19,20,19,18,23,28,31,18,17,17,15,16,14,10,9,0,6,3,3,5,5,4,2,1,2,4,4,5,7,6,2,0,0,5,6,4,1,5,4,7,4,5,6,7,6,6,4,5,5,5,8,8,10,11,14,14,14,12,14,15,14,6,4,2,1,1,0
2022-04-08 07:00:00,0,1,8,9,9,16,22,23,18,20,20,19,23,25,22,22,14,21,25,28,29,36,44,43,40,38,36,30,22,19,17,16,19,0,13,17,12,9,5,2,4,8,7,9,15,8,7,8,7,7,5,3,6,6,6,7,8,9,11,12,12,13,14,16,20,23,25,23,25,29,41,44,44,44,30,38,37,23,11,7,3,1,0
2022-04-08 08:00:00,0,1,7,8,11,17,19,20,21,21,24,20,21,19,20,20,21,22,26,29,28,41,49,46,44,41,40,55,52,33,32,30,29,28,19,23,16,12,9,5,5,30,28,22,28,23,26,0,24,15,10,7,19,14,9,7,9,7,8,9,10,13,14,14,17,20,19,27,29,28,30,28,27,26,27,29,24,17,14,11,7,6,0
2022-04-08 09:00:00,0,1,4,4,6,14,17,17,19,21,22,20,23,25,23,23,23,23,24,26,31,43,45,41,34,33,37,34,30,21,14,12,12,11,13,11,9,8,6,4,5,12,10,13,22,15,16,0,10,17,13,11,15,11,9,6,11,12,14,13,12,13,14,13,13,15,17,19,21,24,24,22,19,25,22,28,27,8,7,6,3,0,0
2022-04-08 10:00:00,0,0,3,6,9,10,17,18,20,20,20,17,20,25,25,26,23,23,23,25,28,30,32,29,26,24,27,24,23,16,13,12,15,11,15,16,13,11,10,5,4,7,12,13,12,10,15,14,7,15,14,12,10,7,6,8,12,11,6,8,9,9,12,11,13,14,17,19,21,20,21,18,16,17,17,17,17,10,7,4,3,0,0
2022-04-08 11:00:00,0,3,4,7,8,4,12,13,16,15,16,15,18,21,21,17,17,17,21,20,21,22,23,23,23,22,21,22,21,15,13,11,20,12,16,13,8,10,6,3,1,14,16,17,19,19,25,11,24,17,14,7,18,15,14,17,18,21,19,21,20,9,22,18,12,11,12,10,18,16,19,19,10,13,13,13,10,8,6,5,1,1,0
2022-04-08 12:00:00,0,0,2,6,7,8,18,18,16,19,19,18,20,19,19,24,24,22,21,24,25,28,27,22,26,25,25,28,25,22,22,20,16,14,13,15,14,12,11,9,6,9,9,12,13,12,14,13,10,10,11,7,19,15,14,13,16,17,17,14,15,16,16,15,16,16,15,17,13,14,16,18,16,17,15,18,17,10,6,3,2,0,0
2022-04-08 13:00:00,1,1,4,3,7,9,16,17,21,22,19,18,16,14,16,18,19,18,18,20,19,21,22,22,25,24,23,25,21,20,20,18,19,16,16,16,15,12,8,6,5,10,11,12,12,12,14,16,15,18,19,0,19,16,15,14,13,14,12,12,13,14,12,13,14,14,13,17,18,18,20,19,18,16,15,19,16,13,8,5,2,0,0
2022-04-08 14:00:00,0,1,2,8,10,15,19,20,20,18,19,19,16,19,18,21,21,21,22,28,26,30,29,27,24,23,24,23,21,15,12,11,17,10,9,10,9,8,8,4,5,13,17,17,19,19,26,22,21,19,19,18,16,16,16,16,19,23,23,24,23,28,24,22,24,23,27,29,25,25,19,19,18,21,21,21,18,11,10,9,4,0,0
2022-04-08 15:00:00,0,2,4,7,12,35,40,37,33,31,30,22,23,21,20,23,19,16,17,22,22,20,23,22,25,26,30,29,24,15,14,13,14,10,9,10,8,7,7,7,9,20,21,23,22,22,20,21,19,21,20,19,24,24,26,27,28,29,28,30,26,29,32,29,30,25,20,18,20,20,23,28,24,21,13,22,18,11,6,4,2,0,0
2022-04-08 16:00:00,1,3,5,11,12,15,29,28,44,43,43,36,31,27,23,23,21,19,20,19,20,21,22,22,21,23,23,23,20,16,16,10,17,23,15,15,12,9,8,8,6,25,32,37,39,39,39,35,32,37,36,35,40,31,30,32,39,39,38,34,27,31,27,27,25,24,27,28,30,28,31,31,33,32,33,40,34,16,11,5,3,0,0
2022-04-08 17:00:00,1,4,7,11,21,27,39,40,41,35,38,35,28,24,20,18,17,19,21,22,23,24,26,25,22,25,30,32,22,24,28,25,29,12,20,16,16,13,10,9,10,28,34,43,49,46,52,53,46,44,31,28,35,34,33,34,41,40,32,33,32,29,31,26,30,28,30,32,35,31,32,32,30,29,26,33,31,14,11,9,3,0,0
2022-04-08 18:00:00,1,11,17,21,26,28,40,39,39,36,40,41,37,43,38,35,34,32,30,26,29,32,38,34,38,39,38,45,41,25,24,22,25,23,25,28,20,18,15,17,17,40,44,49,53,53,54,55,52,37,38,34,39,34,32,39,48,52,47,44,41,37,32,30,28,26,37,37,38,39,41,43,43,38,36,43,38,16,11,10,6,1,0
2022-04-08 19:00:00,2,5,1,9,7,13,34,34,28,25,25,24,22,23,20,19,19,16,18,16,15,17,16,25,27,28,33,33,27,24,24,22,28,20,21,20,18,17,16,13,6,16,20,20,26,25,33,23,29,26,30,29,39,35,40,42,44,42,41,38,36,36,37,26,36,21,34,29,26,27,24,27,25,27,25,23,24,15,11,8,4,1,0
2022-04-08 20:00:00,1,3,2,6,4,8,21,29,29,28,27,22,20,18,19,16,14,14,16,15,14,15,13,12,15,15,14,17,16,14,10,7,14,13,10,10,7,5,3,8,5,19,22,20,22,19,21,0,18,23,18,15,32,21,22,23,26,24,23,18,19,18,17,16,16,15,15,17,18,17,18,18,16,16,14,20,21,11,9,7,4,0,0
2022-04-08 21:00:00,1,2,1,4,2,8,11,14,16,17,18,18,15,15,16,15,15,14,8,9,8,12,11,12,14,11,8,10,8,11,8,0,10,0,9,9,8,7,5,4,3,12,13,10,18,17,17,13,16,19,19,18,33,28,26,26,26,25,24,21,18,14,19,18,17,15,13,12,13,15,15,11,15,14,16,16,16,13,10,8,3,0,0
2022-04-08 22:00:00,0,1,0,3,7,8,21,26,29,27,22,20,14,11,12,13,13,12,12,11,10,9,7,9,10,10,9,11,10,14,11,10,15,16,13,14,9,5,4,9,6,25,4,14,15,9,21,20,18,20,24,20,38,37,37,35,31,37,33,32,31,28,25,24,22,17,23,23,21,19,19,15,18,19,15,25,27,21,15,11,4,0,0
2022-04-08 23:00:00,0,0,0,3,4,5,13,14,13,11,11,11,11,17,16,20,16,13,12,11,10,9,10,9,8,7,7,7,5,18,30,11,29,32,20,21,12,11,8,5,5,12,26,25,23,25,28,27,24,28,27,26,30,23,27,29,23,22,24,18,20,19,18,14,14,15,14,15,18,16,16,18,18,17,18,16,15,7,4,0,3,0,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 04:00:00,0,0,3,2,1,5,8,4,8,6,7,8,9,13,10,14,10,15,15,16,0,17,16,11,14,15,13,10,12,12,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 05:00:00,1,0,3,0,5,6,5,5,6,7,11,12,9,10,10,10,10,11,10,14,15,16,19,20,18,17,15,16,14,12,15,13,17,5,13,12,10,11,8,9,5,3,5,3,5,3,4,0,0,5,6,0,7,7,8,6,5,3,4,3,0,0,2,2,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 06:00:00,0,1,1,2,3,4,7,6,6,5,5,6,5,6,5,5,6,8,6,8,9,12,13,11,11,5,9,11,8,7,6,6,5,0,4,5,4,3,2,1,0,4,3,3,4,4,2,0,3,4,3,0,7,6,4,7,6,2,6,4,4,6,7,8,6,7,8,7,8,6,9,10,9,10,7,9,7,4,3,0,0,0,0
