Unnamed: 0,1_대진여객차고지(가상),2_정릉산장아파트,3_정릉4동주민센터.경국사,4_북한산보국문역2번출구,5_성북청수도서관.정릉4동성당,6_정릉시장입구,7_정릉우체국앞,8_숭덕초교,9_정릉길음시장,10_미아리고개.미아리예술극장,11_돈암사거리.성신여대입구,12_삼선교.한성대학교,13_혜화동로터리.여운형활동터,14_명륜3가.성대입구,15_창경궁.서울대학교병원,16_원남동,17_종로4가.종묘,18_종로3가.탑골공원,19_종로2가,20_롯데백화점,21_신세계앞,22_남산3호터널,23_용산한신아파트,24_해방촌,25_용산구청.크라운호텔,26_한강중학교앞,27_반포대교남단한강시민공원입구,28_고속터미널,29_신반포자이아파트,30_잠원성당,31_잠원한신아파트,32_신동중학교,33_신반포13차아파트,34_롯데캐슬아파트,35_신사중학교,36_광림교회.현대고등학교,37_현대아파트,38_압구정파출소,39_한양아파트.압구정로데오역,40_청담초등학교앞,41_프리마호텔,42_영동교입구,43_청담역.경기고교,44_봉은사.삼성1파출소앞,45_무역센터,46_삼성역,47_휘문중고등학교,48_대치동현대아파트,49_농협대치지점,50_대치SKVIEW아파트.서울교회,51_대치역7번출구.선경아파트,52_개포동역.개포시장,53_경기여고,54_수도전기공고후문,55_개포도서관,56_개포주공1단지,57_개포중학교,58_래미안블레스티지아파트,59_개포도서관,60_수도전기공고후문,61_개포주공5단지경기여고,62_개포동역.개포시장,63_대치역6번출구.강남구민회관,64_은마아파트,65_은마파출소,66_대치현대아파트,67_휘문중고등학교,68_삼성역,69_삼성역7번출구,70_봉은사역3번출구.삼성1파출소,71_청담역.경기고교,72_우리은행청담지점.청담삼익아파트,73_프리마호텔,74_청담초등학교,75_한양아파트.압구정로데오역,76_압구정파출소,77_현대아파트,78_광림교회.현대고등학교,79_신사중학교,80_롯데캐슬아파트,81_신반포13차아파트,82_신동중학교,83_잠원한신아파트,84_잠원성당.아크로리버뷰아파트,85_뉴코아아울렛,86_고속터미널,87_반포대교남단한강시민공원입구,88_한강중학교,89_용산구청.크라운호텔,90_국군재정관리단,91_이태원동남산대림아파트.용산동아파트,92_용암초등학교입구.이태원주공아파트,93_남산3호터널.서울애니메이션센터,94_롯데영프라자,95_우리은행종로지점,96_종로2가,97_종로3가.탑골공원,98_종로4가.종묘,99_종로5가.광장시장,100_종로5가.효제동.김상옥의거터,101_방송통신대.이화장,102_혜화역.마로니에공원,103_혜화역.동성중고(장면총리가옥),104_삼선교.한성대학교.조소앙활동터,105_돈암사거리.성신여대입구,106_미아리고개.미아리예술극장,107_길음뉴타운,108_길음역,109_길음뉴타운10단지.라온유아파트,110_숭덕초교,111_정릉우체국앞,112_정릉시장입구,113_성북청수도서관.정릉4동성당,114_북한산보국문역1번출구,115_정릉4동주민센터.경국사,116_정릉대우아파트,117_대진여객차고지
2022-03-23 06:00:00,4,7,9,10,13,17,17,28,28,26,16,14,14,15,13,12,10,12,10,11,9,10,12,15,17,23,8,11,9,4,4,8,4,5,6,4,8,10,10,8,6,10,11,10,8,8,8,6,5,4,4,10,7,2,5,1,0,2,1,3,4,7,3,8,7,11,9,4,6,15,14,10,6,6,4,4,5,2,6,7,8,9,10,13,9,11,10,11,4,10,10,13,11,11,8,8,7,4,5,2,1,2,3,0,2,3,4,4,3,2,0,0,0,0,0,0,0
2022-03-23 07:00:00,10,20,20,25,29,35,44,44,51,53,50,46,44,44,29,24,23,20,19,16,16,14,18,20,19,27,22,12,14,12,14,16,18,24,24,18,20,24,29,27,21,23,29,27,24,34,14,17,16,14,6,13,4,3,1,1,0,6,7,9,11,17,20,41,53,53,50,21,20,18,12,13,13,9,6,6,6,5,4,7,8,14,18,22,26,31,37,30,28,27,28,30,21,21,14,7,8,8,6,3,5,7,6,4,5,4,6,3,3,4,3,2,1,3,0,1,0
2022-03-23 08:00:00,10,24,25,28,33,41,47,53,57,54,50,53,50,48,44,42,36,30,25,19,15,15,30,33,31,30,29,22,19,21,18,19,18,18,19,17,40,41,47,31,19,15,36,36,22,40,13,5,4,6,4,4,5,1,2,0,0,6,7,11,13,15,16,18,27,31,16,10,18,28,25,25,15,12,14,12,5,6,5,10,12,14,24,36,42,65,66,60,57,56,58,57,49,41,26,16,17,15,16,12,10,10,7,6,9,6,9,11,11,13,10,8,6,6,2,2,0
2022-03-23 09:00:00,10,15,14,19,20,24,27,34,35,35,33,33,34,34,34,30,30,28,28,17,16,15,19,22,21,27,19,11,18,17,10,13,13,15,12,10,32,29,39,24,15,11,17,18,17,16,7,5,4,2,3,2,3,1,1,0,0,4,5,7,12,15,8,17,16,15,13,11,23,38,35,39,17,11,10,6,4,3,3,3,4,6,9,11,17,36,37,39,37,25,42,39,31,27,19,10,9,10,11,10,6,7,4,7,6,5,7,8,6,5,3,5,3,3,5,2,0
2022-03-23 10:00:00,4,11,11,11,13,16,20,18,21,22,23,23,23,24,25,24,23,16,18,17,10,11,13,16,14,20,16,12,12,10,8,9,8,11,9,7,6,8,8,5,6,7,7,9,8,12,9,5,5,4,2,3,0,0,1,0,0,4,6,5,4,7,8,6,6,6,7,6,16,16,15,11,9,11,12,10,9,3,6,5,5,6,7,10,11,19,13,16,15,16,19,21,21,18,15,10,8,7,5,3,5,7,6,5,7,5,6,7,7,7,5,7,6,5,0,1,0
2022-03-23 11:00:00,4,10,8,12,14,17,20,23,28,23,16,21,17,19,20,18,17,15,14,18,19,18,21,22,22,23,21,15,14,12,14,13,9,13,13,10,11,9,8,10,14,13,13,12,10,10,10,8,6,4,3,4,0,3,0,2,0,3,4,4,6,6,7,8,7,9,12,7,8,7,6,6,9,11,10,9,10,11,11,9,9,11,11,14,17,20,18,19,17,17,17,16,12,13,13,11,13,14,11,9,8,6,5,5,7,6,3,8,7,7,6,4,3,3,4,3,0
2022-03-23 12:00:00,6,12,13,13,13,14,15,16,17,15,16,19,16,16,15,17,14,17,18,24,23,20,25,30,28,30,28,16,11,9,8,8,8,10,7,8,11,13,11,11,6,7,9,13,13,18,14,14,8,7,5,4,2,3,1,0,0,2,3,3,4,6,5,5,7,7,9,7,8,10,4,9,9,8,13,13,13,12,11,10,11,9,11,13,14,26,26,25,27,28,30,28,22,18,14,18,17,12,16,12,14,12,14,14,16,14,17,18,11,9,8,9,9,4,2,5,0
2022-03-23 13:00:00,5,13,14,14,18,18,18,19,25,22,19,13,13,16,14,13,14,13,14,17,19,19,16,18,18,17,15,11,13,10,10,17,9,10,10,6,8,6,8,6,6,8,8,6,8,9,16,12,9,4,2,3,2,1,0,0,0,3,3,4,4,9,7,7,8,10,11,9,9,12,11,15,15,13,14,13,13,14,12,14,13,17,18,21,17,22,23,23,24,23,23,21,19,17,17,17,19,18,18,17,12,12,13,13,13,16,17,17,16,17,15,10,7,10,8,3,0
2022-03-23 14:00:00,4,7,9,8,11,14,15,17,18,16,18,18,15,16,13,17,12,18,19,15,21,20,17,18,20,20,18,16,16,15,16,15,16,12,11,14,14,17,14,13,13,12,10,10,8,10,38,8,6,6,5,3,1,2,1,1,0,3,5,5,4,5,5,6,7,8,9,7,9,6,8,8,10,8,8,7,7,8,9,10,10,20,18,19,13,41,17,37,38,36,38,35,30,27,24,18,15,19,19,18,17,14,14,14,15,15,17,16,15,14,13,12,8,7,7,3,0
2022-03-23 15:00:00,3,7,5,6,8,10,13,13,16,17,17,15,10,12,13,14,19,21,22,23,22,21,18,23,24,29,24,15,14,12,11,11,12,11,11,13,10,15,15,14,15,13,13,13,10,11,36,34,21,11,6,6,3,4,3,2,0,6,4,7,5,8,10,12,9,8,11,10,12,18,14,13,16,23,20,15,12,29,32,24,28,10,11,12,15,21,21,20,19,19,18,19,17,17,14,16,19,20,22,21,22,21,20,19,20,26,23,25,21,20,13,13,11,11,13,7,0
2022-03-23 16:00:00,4,8,9,10,11,14,14,21,21,23,17,16,17,15,17,17,19,23,28,22,28,26,23,27,27,29,25,14,14,11,11,9,11,14,12,17,15,15,15,20,24,25,33,31,30,32,28,18,14,8,8,6,7,3,3,1,0,7,11,12,21,24,24,23,18,20,15,12,12,11,9,11,16,18,19,18,44,42,45,38,33,25,29,28,27,32,31,27,26,24,29,24,17,25,25,24,28,28,27,25,18,22,18,25,34,33,33,33,29,26,17,14,11,18,13,7,0
2022-03-23 17:00:00,2,4,3,4,5,13,18,24,27,20,15,14,14,16,19,24,32,35,36,47,46,45,31,29,28,26,24,27,24,21,18,15,11,12,12,14,17,17,13,14,33,40,35,28,27,30,24,15,11,7,8,9,8,7,4,3,0,9,12,3,15,15,17,23,20,22,21,19,19,26,18,17,32,31,23,22,13,14,17,14,17,17,16,18,24,44,40,36,44,42,38,34,32,30,29,23,26,30,30,24,27,33,36,33,31,32,34,33,28,25,18,13,11,14,10,6,0
2022-03-23 18:00:00,5,11,12,10,10,14,14,22,27,18,13,16,14,14,17,27,29,33,42,49,51,52,43,47,49,47,41,29,22,21,16,17,6,7,11,15,15,18,21,26,43,41,41,25,17,21,19,20,15,12,11,10,9,8,7,5,0,2,4,5,5,9,10,14,22,17,25,21,23,29,20,22,27,29,21,21,11,13,17,15,14,18,14,16,21,38,35,29,28,23,21,21,18,27,30,27,31,39,42,42,40,39,37,34,32,31,32,35,34,30,23,16,17,20,16,9,0
2022-03-23 19:00:00,3,5,3,5,6,8,10,11,13,6,8,7,7,9,10,14,16,15,19,20,25,22,18,21,24,21,20,19,26,18,16,15,13,11,14,13,15,17,16,20,21,20,22,19,16,22,18,12,13,11,11,10,9,5,2,1,0,3,3,4,6,9,8,12,9,10,24,12,18,15,9,10,14,21,18,18,12,12,17,15,14,15,13,15,13,32,30,28,25,23,21,18,16,14,25,26,26,28,27,25,26,26,24,19,20,19,21,27,21,16,14,11,10,20,16,7,0
2022-03-23 20:00:00,2,6,5,7,6,7,7,9,11,8,6,5,4,11,12,13,12,14,17,28,29,25,19,21,20,18,14,13,13,10,10,8,6,8,4,6,9,9,9,11,14,11,10,11,9,13,11,10,10,9,10,5,4,4,2,1,0,4,3,2,3,2,6,6,7,11,12,10,12,11,10,11,9,9,11,8,11,13,15,14,13,9,11,9,14,23,21,18,19,17,18,15,12,11,13,14,16,18,17,16,15,17,17,20,21,17,18,18,13,13,10,8,6,10,5,4,0
2022-03-23 21:00:00,2,4,4,6,3,7,5,8,9,8,10,11,7,14,7,14,16,17,23,19,20,18,15,13,12,12,11,12,13,11,8,8,5,4,8,10,10,9,9,10,13,18,13,10,13,14,18,17,25,22,7,6,3,3,4,3,0,1,3,4,1,3,4,7,14,21,20,17,17,10,9,10,7,11,9,8,10,11,13,11,9,10,8,9,11,26,27,21,21,15,13,10,12,15,17,19,22,20,19,15,20,22,23,24,25,22,24,22,18,17,17,14,11,6,5,4,0
2022-03-23 22:00:00,0,1,0,1,4,6,7,4,5,5,7,6,5,12,13,14,15,14,20,19,19,18,16,17,20,19,17,14,16,14,14,12,6,6,5,13,17,17,16,17,19,20,17,14,16,16,13,15,15,12,20,14,12,7,4,3,0,2,3,0,2,3,5,9,22,36,42,30,27,23,19,19,19,17,19,15,13,16,18,11,10,8,7,5,9,27,29,23,21,19,18,17,16,14,11,12,19,20,16,19,18,19,23,24,26,25,21,23,21,20,14,11,9,9,6,4,0
2022-03-23 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,3,4,5,5,6,10,7,8,6,4,6,4,5,7,4,5,7,5,3,1,0,0,1,0,3,2,4,3,5,8,8,7,6,6,6,5,4,9,3,8,7,5,6,7,5,0,4,9,5,8,14,15,11,10,12,11,9,10,9,8,17,19,21,20,19,18,15,17,13,15,14,12,12,10,9,10,5,3,7,3,4,0
2022-03-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 04:00:00,3,6,1,8,10,14,16,20,20,26,26,29,28,30,28,30,26,19,16,14,15,14,21,22,23,25,22,15,0,14,3,11,0,10,8,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 05:00:00,4,4,3,5,6,8,12,15,17,14,16,17,16,18,14,17,16,15,15,14,15,11,12,12,12,11,8,11,10,7,8,7,5,5,4,5,6,21,19,18,14,13,11,10,10,9,10,9,4,8,3,5,4,3,1,0,0,0,1,0,2,3,0,0,4,1,5,4,4,0,0,4,3,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 06:00:00,4,8,6,8,9,12,15,20,22,20,22,16,15,16,14,13,13,11,10,9,8,7,10,15,13,15,16,10,7,10,4,9,4,5,4,5,8,10,9,6,5,4,7,6,4,7,5,5,6,5,6,9,5,3,8,1,0,1,1,2,4,5,6,7,8,11,8,5,6,5,4,7,6,4,3,4,5,4,4,4,6,5,9,10,10,13,14,14,11,12,14,13,11,10,6,5,5,4,2,3,2,3,0,3,0,0,2,0,1,0,0,0,0,1,0,0,0
2022-03-24 07:00:00,12,22,22,24,24,28,38,49,57,59,58,42,36,34,27,24,22,21,24,15,11,15,20,26,27,20,18,13,17,24,27,29,19,34,28,21,18,16,18,16,13,16,22,20,18,26,15,16,8,10,8,12,4,3,2,3,0,8,9,11,12,19,24,46,50,45,25,21,12,14,13,14,18,16,12,15,12,5,5,8,9,13,16,20,27,43,42,38,37,37,42,41,34,24,14,14,15,16,18,13,6,4,3,3,8,4,3,4,3,2,1,0,0,0,2,0,0
2022-03-24 08:00:00,9,22,24,24,27,33,40,45,56,60,57,55,55,53,52,48,42,37,26,20,13,12,19,27,26,29,28,18,16,13,14,14,13,18,19,20,35,34,34,25,24,24,40,49,41,57,16,8,8,6,2,4,3,2,1,0,0,5,7,12,13,17,18,25,52,53,18,12,24,33,33,33,18,15,12,13,8,6,5,11,12,15,21,29,35,36,39,37,38,38,41,48,41,23,16,12,13,11,12,9,9,8,7,7,12,6,7,10,10,10,12,6,7,6,5,3,0
2022-03-24 09:00:00,4,11,13,16,22,26,30,37,41,40,41,42,37,40,39,34,28,25,22,18,14,12,16,19,21,29,24,21,20,19,18,19,20,20,18,15,29,28,38,29,20,20,27,23,17,24,11,6,4,4,3,2,2,1,1,0,0,3,4,5,4,7,9,9,12,15,15,9,17,24,23,28,13,10,8,8,8,10,6,8,5,8,10,12,14,28,30,31,27,28,32,35,29,21,15,11,13,7,13,14,12,9,6,7,6,7,6,8,6,7,4,5,3,3,3,2,0
2022-03-24 10:00:00,6,12,9,10,16,18,20,21,25,25,24,23,22,18,20,20,20,19,16,13,11,10,11,12,13,15,12,11,10,10,9,10,7,8,10,11,18,14,21,9,13,12,11,13,8,10,9,5,2,2,2,1,1,2,1,0,0,5,7,4,8,11,13,13,14,16,15,11,11,10,12,14,9,7,8,6,6,6,7,7,8,9,8,12,11,16,13,18,20,18,19,23,21,18,15,10,15,14,13,11,12,10,11,13,6,4,5,8,6,5,5,5,4,6,5,1,0
2022-03-24 11:00:00,4,7,10,9,12,12,16,20,23,23,24,23,22,22,22,20,18,18,20,17,13,13,17,22,23,27,25,12,9,8,9,9,7,7,10,9,7,8,6,6,8,8,9,9,7,10,8,7,5,4,4,4,2,2,1,0,0,3,5,3,4,7,4,9,13,13,13,10,11,14,12,12,10,8,9,12,10,8,7,11,10,11,12,12,13,23,25,21,21,18,21,22,23,19,17,14,12,11,9,7,5,6,6,12,9,12,6,12,15,15,12,8,7,4,2,2,0
2022-03-24 12:00:00,7,10,9,13,10,15,15,16,19,19,15,19,18,21,21,21,17,18,22,23,23,19,19,20,20,19,19,18,17,14,11,13,10,10,9,11,16,9,19,23,21,22,17,23,18,18,17,14,7,4,2,1,3,0,2,1,0,4,6,8,7,6,6,7,8,9,8,6,7,10,11,10,10,10,12,12,12,14,14,13,10,11,10,11,13,23,23,21,18,19,22,23,20,19,15,11,12,13,13,12,12,12,13,13,9,9,9,8,7,12,11,8,6,4,2,4,0
2022-03-24 13:00:00,4,9,12,9,13,15,18,19,20,19,14,13,13,15,12,13,16,15,17,16,18,21,19,23,23,25,17,12,10,8,10,8,10,9,10,7,14,13,10,9,9,10,7,7,8,10,17,18,7,4,4,2,0,1,1,0,0,3,5,7,6,7,5,9,7,7,10,8,11,11,8,10,13,14,16,15,12,12,13,11,13,15,15,14,18,22,23,24,23,24,29,30,18,16,14,14,12,13,11,10,11,11,12,12,12,13,11,12,8,10,8,7,6,7,6,3,0
2022-03-24 14:00:00,5,9,5,9,11,15,19,18,18,16,14,14,14,12,14,15,16,19,25,27,27,26,24,25,24,25,23,12,12,12,8,12,9,9,10,8,10,11,12,10,12,6,12,10,10,15,15,13,7,6,4,5,4,2,1,0,0,2,5,8,2,7,5,8,8,8,8,7,5,6,4,7,9,11,11,7,5,7,6,6,7,12,12,15,14,21,20,19,19,17,20,28,24,22,22,23,27,28,30,28,26,21,21,17,19,20,14,14,12,8,7,4,4,3,2,2,0
2022-03-24 15:00:00,3,10,10,9,10,11,12,14,18,16,13,15,14,14,16,18,17,17,19,24,28,30,28,29,34,38,30,17,18,16,15,15,17,16,12,16,15,14,12,13,14,11,15,14,14,16,19,14,11,10,8,7,6,5,3,1,0,5,7,3,9,8,6,6,7,10,13,10,10,16,15,14,16,18,17,14,9,15,16,12,9,10,12,12,15,19,18,15,15,12,13,15,12,19,19,21,19,19,17,16,17,19,21,23,25,23,19,18,15,15,11,8,6,12,8,3,0
2022-03-24 16:00:00,4,7,6,8,7,10,13,17,18,17,17,17,15,15,15,16,18,22,23,31,30,28,25,32,29,29,27,13,13,13,12,13,11,14,13,14,14,17,21,23,26,27,37,35,36,37,33,29,24,20,11,8,6,5,3,1,0,7,13,10,33,36,35,31,17,15,21,13,17,16,15,16,18,17,22,20,20,23,27,22,23,25,20,24,19,26,28,26,21,19,21,20,19,18,18,18,19,20,25,22,24,20,26,41,44,43,43,39,27,25,18,17,13,13,14,5,0
2022-03-24 17:00:00,3,5,5,9,10,12,15,22,33,26,14,13,11,15,19,25,29,33,34,47,46,41,35,45,45,47,36,20,19,18,16,15,15,15,13,12,15,15,14,17,26,25,30,27,26,27,32,20,10,10,8,7,9,4,1,1,0,8,9,6,14,19,20,28,21,21,21,13,17,17,13,13,25,30,26,26,29,35,39,28,26,25,23,26,25,33,35,33,29,28,27,25,25,33,32,29,32,26,26,24,24,29,31,30,39,44,46,41,28,25,22,15,11,12,10,5,0
2022-03-24 18:00:00,5,6,5,5,7,14,15,18,21,18,16,18,18,18,20,34,36,36,48,48,51,48,41,40,44,50,36,29,25,21,17,13,11,12,19,19,21,18,21,19,28,38,33,25,14,20,17,14,12,10,8,9,8,7,5,1,2,3,5,6,6,8,9,13,21,20,31,24,44,34,23,23,22,31,27,30,16,21,20,18,18,19,18,21,23,50,46,39,37,34,38,34,34,32,37,37,38,42,43,40,38,38,41,40,40,39,38,36,31,32,28,20,17,19,7,5,0
2022-03-24 19:00:00,3,8,3,6,7,7,6,9,11,11,10,10,7,5,7,8,9,10,22,34,38,37,31,30,27,27,23,23,21,19,15,12,13,10,10,18,22,26,22,20,39,41,34,25,19,24,18,16,15,15,13,9,6,4,3,2,0,2,3,4,4,7,5,10,15,13,18,15,18,22,10,13,17,18,14,16,9,13,18,15,14,12,15,15,20,36,33,25,22,19,21,18,16,18,20,24,27,28,33,33,31,29,29,29,36,30,30,30,24,29,21,13,12,14,12,5,0
2022-03-24 20:00:00,2,5,3,4,6,5,7,10,10,9,8,7,6,9,10,11,13,13,14,20,24,23,21,21,22,21,12,12,12,11,10,11,9,6,8,10,12,11,14,19,15,15,15,12,9,14,13,12,11,8,6,9,7,6,1,1,0,2,1,0,0,3,3,8,9,11,16,11,12,8,6,6,13,12,9,8,9,11,12,11,9,9,11,10,12,20,20,15,18,17,14,12,11,12,13,14,22,23,25,22,21,23,27,26,23,23,23,23,20,18,11,10,9,14,14,4,0
2022-03-24 21:00:00,2,4,2,3,3,6,5,8,12,10,8,7,7,10,9,10,10,11,19,21,21,19,15,15,14,17,16,13,13,11,9,10,10,9,12,11,11,10,10,9,14,13,11,9,11,9,9,8,16,16,6,8,7,4,3,2,0,2,0,2,0,3,4,8,19,25,19,17,19,18,7,12,9,10,10,11,13,11,11,9,9,9,12,11,12,21,23,17,20,14,15,14,14,13,15,15,21,18,20,18,17,18,21,23,17,18,19,21,18,17,15,12,10,11,10,6,0
2022-03-24 22:00:00,0,2,0,2,5,3,6,6,9,7,9,8,7,8,9,8,11,12,18,20,21,20,16,19,21,17,16,16,20,18,13,11,4,7,7,9,10,9,8,9,10,9,8,11,11,10,9,15,16,9,11,15,14,11,5,3,0,3,1,0,1,2,2,7,21,34,35,31,28,22,12,13,19,16,18,17,16,17,21,13,15,16,15,13,12,27,31,29,24,17,13,13,12,13,11,10,17,19,21,22,21,20,21,23,33,29,28,26,21,17,11,8,6,9,8,6,0
2022-03-24 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,12,11,10,5,3,3,3,4,2,4,4,8,6,8,8,6,6,9,7,10,1,7,6,4,0,3,1,0,1,1,0,1,2,2,4,5,6,6,6,8,8,9,9,9,11,9,12,6,7,10,9,3,7,7,6,5,10,10,10,9,10,9,10,7,9,10,13,16,17,21,21,18,22,23,23,25,25,25,22,14,12,11,8,7,10,9,3,0
2022-03-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 04:00:00,2,5,4,7,9,13,15,18,17,24,27,29,28,30,28,29,27,20,14,11,10,12,19,20,22,22,19,14,0,13,4,12,0,11,8,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 05:00:00,4,5,4,8,10,11,12,16,17,15,14,14,13,15,14,11,10,12,13,16,13,12,14,15,17,13,12,11,12,10,10,9,3,9,8,8,13,13,21,18,20,19,15,12,10,10,11,10,4,8,4,2,4,3,2,1,0,0,1,0,2,3,0,4,6,1,5,3,4,5,0,5,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 06:00:00,3,7,7,10,8,12,14,15,16,17,17,15,14,14,12,11,10,10,8,9,6,7,9,10,9,11,10,9,7,7,4,6,4,5,4,3,6,6,12,9,7,5,8,7,5,9,9,8,3,7,5,8,4,4,2,0,0,1,3,1,4,4,5,5,4,6,6,5,7,9,8,5,8,7,4,3,1,2,3,3,5,5,6,9,8,13,13,16,15,12,15,17,13,11,9,9,7,0,6,4,0,2,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0
2022-03-25 07:00:00,15,26,26,24,25,30,38,47,55,57,55,44,44,38,38,32,31,28,27,17,17,15,16,22,19,24,17,13,13,16,17,20,21,25,23,17,14,18,17,16,18,19,25,27,21,29,13,14,12,11,6,10,4,2,0,1,0,6,7,8,7,11,18,25,39,42,16,13,17,21,11,9,15,9,8,7,6,5,2,6,6,11,13,20,23,28,31,31,24,24,29,28,22,17,12,8,9,8,8,6,6,4,6,5,3,7,0,8,4,3,1,4,3,1,1,0,0
