Unnamed: 0,1_진관공영차고지,2_동산동능모퉁이.한국지역난방공사,3_지축교앞,4_진관중고교약수사입구,5_진관초교입구,6_푸르지오625동앞.관음사입구,7_삼천리골입구56사단북한산부대,8_입곡삼거리,9_하나고.삼천사.진관사입구,10_제각말5단지.은평뉴타운도서관,11_기자촌사거리,12_신도초교.은평메디텍고등학교,13_두산위브205동앞,14_두산위브253동앞,15_진관동주민센터.은평우체국,16_구파발(가상),17_구파발역2번출구,18_롯데캐슬823동앞,19_진관중고교.약수사앞,20_아이파크714동앞,21_아이파크701동앞,22_진관초교앞,23_생태공원앞,24_아이파크709동앞,25_진관중고교.약수사앞,26_래미안909동앞,27_구파발역.롯데몰,28_진관동주민센터.은평우체국,29_동부센트레빌324동앞,30_동부센트레빌320동앞,31_신도초교.은평메디텍고등학교,32_기자촌11단지앞,33_제각말5단지.은평뉴타운도서관,34_하나고.삼천사.진관사입구,35_삼천리골입구56사단북한산부대,36_푸르지오618동앞.관음사입구,37_진관초교관음사입구,38_진관중고교약수사입구,39_지축교앞,40_진관공영차고지
2022-04-05 11:00:00,0,0,0,0,0,0,0,0,1,4,5,7,5,6,6,5,7,6,6,3,5,4,7,7,9,13,9,9,3,0,4,2,0,0,2,0,0,0,0,0
2022-04-05 12:00:00,0,1,0,0,0,0,0,3,4,7,5,4,5,2,8,5,4,2,1,3,1,5,6,7,10,11,9,10,7,6,8,5,3,2,1,0,0,0,0,0
2022-04-05 13:00:00,0,1,0,1,0,1,0,2,4,5,5,7,8,7,7,6,8,6,5,4,3,6,9,14,0,13,9,10,8,6,8,6,1,0,1,0,1,0,0,0
2022-04-05 14:00:00,0,2,0,0,0,1,0,1,5,9,6,10,9,11,11,6,10,11,9,8,7,6,8,9,6,7,5,6,5,4,3,1,1,0,0,0,0,0,0,0
2022-04-05 15:00:00,0,1,1,2,0,0,1,1,4,6,7,11,8,7,10,8,5,4,10,4,10,7,14,15,46,46,34,30,15,13,8,5,3,1,0,0,0,0,0,0
2022-04-05 16:00:00,0,0,0,0,0,1,0,2,4,9,6,40,41,13,21,20,14,9,7,8,7,6,6,7,9,14,16,13,19,11,14,10,7,3,0,0,0,0,0,0
2022-04-05 17:00:00,0,0,0,3,0,0,0,1,4,7,7,13,9,14,12,9,21,20,18,14,15,12,10,12,11,11,16,17,16,15,11,8,2,3,3,0,2,0,0,0
2022-04-05 18:00:00,0,0,0,0,0,1,0,0,0,3,4,9,12,11,13,11,33,30,22,15,12,11,6,3,7,9,13,17,12,12,13,12,4,0,2,0,0,0,1,0
2022-04-05 19:00:00,2,1,0,1,0,0,0,0,1,2,0,3,4,6,8,7,20,18,14,9,8,7,3,4,3,5,17,21,16,19,14,7,3,0,0,0,0,0,0,0
2022-04-05 20:00:00,0,1,0,1,0,0,1,1,3,4,3,3,4,5,2,1,27,20,15,10,8,9,3,1,1,6,20,25,21,17,15,12,3,2,1,3,2,0,0,0
2022-04-05 21:00:00,0,0,0,0,0,0,0,1,0,1,0,2,3,0,3,2,23,17,16,13,9,8,1,1,0,4,8,15,13,8,7,6,5,3,0,0,0,0,0,0
2022-04-05 22:00:00,0,0,0,0,1,0,0,2,1,1,1,2,0,1,1,0,23,18,20,14,10,7,1,0,2,1,7,10,8,6,5,3,1,1,0,0,1,0,0,0
2022-04-05 23:00:00,1,1,0,0,0,0,0,0,1,1,0,0,2,0,2,1,13,9,12,10,8,7,1,0,1,1,3,5,4,3,1,3,1,0,0,0,0,0,0,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,0,1,0,0,0,0,0,0,1,0,2,4,2,0,0,2,2,0,0,1,0,0,4,6,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-04-06 06:00:00,0,0,1,0,2,0,0,2,3,8,13,12,17,21,20,13,2,0,0,0,1,3,9,13,15,12,3,4,0,2,2,1,0,0,0,0,0,0,0,0
2022-04-06 07:00:00,0,1,0,0,0,1,2,0,3,12,15,24,42,49,48,43,29,20,3,1,0,7,23,29,32,27,11,3,0,8,1,1,1,0,0,0,1,0,0,0
2022-04-06 08:00:00,0,2,2,1,0,3,2,0,4,12,14,22,26,27,21,18,16,16,14,5,13,3,13,14,18,24,26,33,30,16,4,4,1,1,0,1,0,1,0,0
2022-04-06 09:00:00,1,0,0,0,0,0,0,0,2,7,7,14,16,16,15,9,5,4,3,3,2,2,10,8,11,10,3,3,2,1,1,0,0,0,1,0,1,0,0,0
2022-04-06 10:00:00,0,0,0,0,0,1,0,2,3,6,8,7,10,7,9,8,7,3,0,2,0,1,7,9,10,12,5,4,0,3,3,1,2,1,0,0,1,0,0,0
2022-04-06 11:00:00,0,0,0,0,0,0,0,0,2,7,8,4,9,10,9,8,5,6,5,4,0,2,9,9,11,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0
2022-04-06 12:00:00,0,0,0,0,0,0,0,1,2,4,3,9,7,8,7,7,6,5,4,3,2,2,7,9,10,11,3,5,0,3,2,1,1,0,0,0,0,0,0,0
2022-04-06 13:00:00,0,1,0,0,0,1,0,3,0,6,7,7,11,5,9,8,6,5,5,2,1,6,9,10,7,4,5,7,5,4,3,2,1,3,0,0,0,0,0,0
2022-04-06 14:00:00,1,0,0,0,0,2,0,0,5,7,3,8,9,5,7,6,8,8,8,6,6,2,6,6,38,37,37,30,3,1,7,5,6,3,1,0,0,0,0,0
2022-04-06 15:00:00,0,0,0,0,1,3,1,3,2,3,4,20,23,9,19,17,15,14,10,12,9,9,10,12,12,12,19,16,23,12,12,9,3,1,0,0,0,0,0,0
2022-04-06 16:00:00,0,0,0,0,0,2,0,1,6,7,9,18,20,18,15,14,13,15,13,7,6,6,8,8,7,6,12,13,12,10,7,7,1,1,2,0,0,0,1,0
2022-04-06 17:00:00,0,0,0,0,0,0,1,0,6,8,4,12,15,12,11,10,17,16,15,11,9,8,6,6,6,7,12,14,12,11,8,7,3,3,1,0,0,0,0,0
2022-04-06 18:00:00,0,1,0,1,0,2,0,0,1,6,6,6,9,0,7,6,26,24,21,17,14,13,6,5,6,7,18,20,19,15,11,9,4,3,1,0,2,0,1,0
2022-04-06 19:00:00,0,2,0,0,0,0,0,1,1,4,6,8,10,11,8,0,25,23,19,13,9,8,2,1,3,2,25,27,23,18,9,7,1,0,0,0,1,0,0,0
2022-04-06 20:00:00,0,0,1,1,0,0,0,1,2,2,0,4,6,7,6,4,10,8,0,6,8,8,2,3,3,2,11,13,11,8,7,5,3,0,0,0,1,0,0,0
2022-04-06 21:00:00,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,2,16,14,12,10,9,7,1,1,0,0,6,10,6,6,5,4,1,0,0,0,0,0,0,0
2022-04-06 22:00:00,0,1,0,0,0,0,0,0,0,0,0,3,1,2,3,0,7,8,7,6,3,5,1,0,0,3,8,9,7,9,8,5,2,0,1,0,0,0,0,0
2022-04-06 23:00:00,0,1,0,0,0,1,0,0,0,1,0,0,0,2,1,0,11,10,8,6,5,5,0,0,1,1,14,16,11,10,7,4,2,0,0,0,0,0,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,0,0,0,0,0,0,0,0,0,1,3,3,5,0,0,3,1,0,0,2,4,3,8,2,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 06:00:00,0,0,0,0,2,0,0,0,3,7,9,11,15,17,14,9,2,1,1,0,0,1,9,11,8,6,6,1,2,4,3,0,0,0,0,0,1,0,0,0
2022-04-07 07:00:00,0,1,0,0,2,0,0,1,3,12,18,22,36,42,41,39,26,19,2,1,2,7,29,26,37,36,6,5,4,4,3,1,2,0,0,0,0,0,0,0
2022-04-07 08:00:00,0,1,0,3,4,3,2,0,2,7,10,21,24,26,19,15,7,23,10,6,7,6,16,22,25,27,34,41,40,16,4,3,2,2,0,0,1,0,0,0
2022-04-07 09:00:00,0,0,0,0,0,0,1,1,1,5,7,9,10,10,8,6,3,3,1,0,2,3,10,11,15,16,5,3,1,2,2,0,2,1,0,1,0,0,0,0
2022-04-07 10:00:00,0,1,0,0,0,3,0,1,4,5,8,6,9,9,8,10,3,2,0,1,3,2,5,7,14,12,5,4,4,2,0,3,1,0,1,0,0,0,0,0
2022-04-07 11:00:00,0,1,0,0,0,0,0,0,2,4,5,7,9,11,10,9,3,0,1,2,3,3,7,0,8,8,8,6,4,5,0,0,3,1,2,0,0,0,1,0
2022-04-07 12:00:00,0,0,0,0,0,3,0,3,2,4,4,0,0,3,3,2,7,7,6,5,4,2,5,6,7,9,8,7,4,3,4,3,3,1,1,0,0,0,0,0
2022-04-07 13:00:00,0,0,0,0,0,0,1,0,4,5,6,7,3,0,6,4,5,3,0,1,2,2,6,7,7,9,6,7,4,6,3,4,1,2,0,0,0,1,0,0
2022-04-07 14:00:00,0,1,0,0,0,0,0,0,6,6,3,10,7,8,9,7,7,6,3,5,4,7,6,4,4,4,8,8,2,1,8,5,3,4,1,0,5,0,0,0
2022-04-07 15:00:00,0,1,0,2,0,0,1,1,3,3,5,4,6,4,5,4,9,9,11,10,11,12,7,9,40,42,38,36,4,6,4,6,4,2,0,1,0,0,0,0
2022-04-07 16:00:00,0,0,0,0,0,1,0,1,6,9,10,22,24,22,15,11,14,13,12,11,10,8,10,13,16,13,18,36,27,15,11,10,5,1,1,0,0,0,0,0
2022-04-07 17:00:00,0,0,2,0,0,1,0,0,4,7,6,11,12,13,11,9,24,20,10,7,4,5,5,5,8,10,16,16,17,13,11,5,1,2,1,0,1,0,0,0
2022-04-07 18:00:00,0,0,0,0,0,0,0,1,5,8,4,16,20,20,18,17,18,17,18,12,11,10,5,5,6,7,20,21,18,14,10,8,5,4,0,0,0,0,0,0
2022-04-07 19:00:00,1,2,0,1,0,0,0,0,1,3,4,7,12,6,9,5,28,27,25,18,17,13,2,1,3,4,30,29,22,17,10,9,1,0,0,0,0,0,0,0
2022-04-07 20:00:00,0,0,1,0,0,0,0,0,1,3,0,4,4,3,5,3,14,16,15,12,8,9,3,4,5,1,10,12,10,9,11,6,3,1,0,0,0,0,0,0
2022-04-07 21:00:00,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,7,0,3,5,2,2,1,1,0,1,10,11,10,7,7,5,1,0,1,0,0,0,0,0
2022-04-07 22:00:00,0,0,0,0,0,1,0,0,1,1,0,0,3,1,3,2,12,12,9,7,5,6,2,1,1,3,5,9,7,5,5,5,2,0,0,0,0,0,0,0
2022-04-07 23:00:00,1,0,1,0,2,0,1,0,0,0,0,0,0,1,2,0,15,12,10,9,4,7,1,1,0,3,11,14,13,7,5,3,2,0,1,0,0,0,0,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,0,1,0,0,0,0,0,0,0,1,0,2,4,2,0,3,2,0,0,1,0,2,8,9,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-04-08 06:00:00,0,0,0,0,0,1,0,0,0,5,6,11,12,14,12,9,2,0,0,1,1,3,15,9,9,12,4,2,0,2,2,0,1,0,0,0,0,0,0,0
2022-04-08 07:00:00,0,1,0,0,2,3,2,0,2,10,13,26,42,47,47,46,24,20,2,1,2,7,22,23,25,22,10,12,9,4,2,1,1,3,0,0,0,1,0,0
2022-04-08 08:00:00,0,2,1,0,0,0,2,0,3,11,11,21,24,26,26,25,8,10,4,9,7,8,17,19,29,31,26,35,36,13,5,1,1,1,2,0,1,0,0,0
2022-04-08 09:00:00,0,1,0,0,0,1,0,0,1,4,5,9,10,7,9,4,4,2,0,3,2,2,10,11,12,13,6,5,4,2,6,4,0,0,0,0,0,1,0,0
2022-04-08 10:00:00,0,1,0,3,0,0,0,0,2,6,5,9,11,10,9,7,2,0,1,1,2,2,9,10,12,13,7,4,1,3,0,0,1,0,0,0,0,0,0,0
2022-04-08 11:00:00,0,0,0,0,0,0,0,0,1,3,2,7,8,9,7,2,4,5,3,4,1,3,9,11,12,11,4,5,4,4,4,2,3,1,0,0,0,1,0,0
2022-04-08 12:00:00,0,0,0,0,0,0,0,0,3,5,6,22,20,23,24,20,10,10,9,8,7,5,8,10,9,10,4,7,6,3,5,3,2,0,0,1,0,0,0,0
2022-04-08 13:00:00,0,0,0,0,0,1,0,1,2,4,3,6,8,9,7,20,7,8,7,6,3,4,8,6,7,6,6,6,3,4,3,2,0,1,1,0,0,0,0,0
2022-04-08 14:00:00,0,0,0,1,1,0,0,0,5,5,4,8,9,10,10,7,11,10,10,9,8,9,10,8,19,10,12,13,10,6,8,7,4,3,0,0,0,0,0,0
2022-04-08 15:00:00,0,2,0,2,0,0,5,0,8,9,0,21,7,3,9,8,15,13,10,9,8,9,7,13,29,28,23,19,17,11,10,7,3,0,0,0,0,0,0,0
2022-04-08 16:00:00,2,0,3,2,2,1,0,2,5,9,10,20,22,20,18,16,23,23,21,13,12,11,9,11,12,12,17,16,12,9,8,7,3,2,1,0,0,0,0,0
2022-04-08 17:00:00,0,0,0,0,0,2,3,0,5,10,11,13,13,20,17,13,12,8,7,8,8,9,7,8,10,12,15,18,20,16,13,7,5,3,2,0,0,0,0,0
2022-04-08 18:00:00,0,0,0,0,0,1,0,0,4,10,9,13,16,16,14,9,23,20,18,14,10,8,7,9,9,10,18,19,16,13,12,8,5,2,3,0,1,1,0,0
2022-04-08 19:00:00,0,1,0,0,0,0,0,2,2,2,3,5,7,7,6,5,26,26,25,21,20,15,4,6,8,4,23,28,23,15,9,7,2,1,0,0,0,0,0,0
2022-04-08 20:00:00,0,0,0,0,1,0,0,1,1,0,1,3,0,0,2,2,10,10,8,6,6,12,8,0,10,10,14,13,10,9,12,4,1,1,0,0,0,0,0,0
2022-04-08 21:00:00,0,0,0,0,0,0,2,1,0,2,0,3,0,0,3,1,14,14,13,8,5,5,6,2,0,7,11,15,10,6,3,4,1,1,0,0,0,0,0,0
2022-04-08 22:00:00,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,10,9,6,5,3,2,1,1,6,7,14,17,17,11,8,6,2,1,0,0,0,0,0,0
2022-04-08 23:00:00,0,2,0,1,0,0,1,2,1,0,0,0,0,0,3,0,15,16,13,8,9,6,3,0,0,3,8,7,6,4,2,0,0,0,0,0,0,0,0,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 05:00:00,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,3,1,0,0,0,1,0,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 06:00:00,0,0,0,0,0,0,0,0,0,1,1,3,5,0,2,2,2,0,0,0,1,1,3,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 07:00:00,0,1,1,0,0,0,0,0,1,3,1,5,6,2,1,5,2,0,0,0,0,1,3,3,2,7,1,2,1,0,1,0,0,0,0,0,1,1,0,0
2022-04-09 08:00:00,0,2,0,0,0,0,1,0,1,3,5,9,10,9,7,6,5,4,2,2,1,2,8,5,9,7,2,0,1,1,1,0,0,0,0,0,0,0,0,0
2022-04-09 09:00:00,0,0,0,3,0,4,0,5,3,5,7,10,13,12,9,6,2,0,1,0,0,3,7,8,10,10,3,4,3,2,2,0,0,2,0,0,0,0,0,0
2022-04-09 10:00:00,0,3,0,0,0,0,2,0,1,6,8,10,14,15,13,12,6,4,1,1,2,1,8,10,12,14,6,6,7,4,3,0,2,0,0,0,0,0,0,0
2022-04-09 11:00:00,0,0,2,1,0,3,0,0,5,7,8,10,12,13,12,9,4,5,0,2,0,3,8,8,0,8,5,4,5,4,4,3,1,3,0,0,0,0,0,0
2022-04-09 12:00:00,0,1,0,0,0,2,0,2,5,10,8,20,21,23,16,12,11,10,9,8,6,5,10,11,0,10,7,8,7,4,3,0,1,1,0,0,0,0,0,0
2022-04-09 13:00:00,0,0,0,4,0,0,1,0,7,9,7,10,9,14,13,8,6,5,5,3,5,1,7,8,11,12,10,8,6,5,7,7,5,3,2,0,1,1,0,0
2022-04-09 14:00:00,1,2,0,0,0,0,1,3,7,10,0,11,17,17,11,8,9,8,5,4,4,3,10,12,17,12,9,10,12,8,8,6,3,0,2,0,1,1,0,0
2022-04-09 15:00:00,0,0,0,0,0,0,0,0,7,12,8,10,14,12,13,8,13,10,9,3,8,7,15,6,18,20,9,10,0,4,9,8,5,2,0,0,0,0,0,0
2022-04-09 16:00:00,0,2,0,0,0,1,4,0,11,20,22,24,29,28,18,11,11,10,9,9,0,5,5,6,10,11,18,20,15,16,10,9,3,1,0,0,0,0,0,0
2022-04-09 17:00:00,0,3,0,0,0,0,0,6,12,13,10,9,13,14,12,11,16,15,10,8,9,8,6,7,9,8,9,8,7,6,5,6,2,1,0,0,1,1,0,0
2022-04-09 18:00:00,0,0,0,0,0,0,0,0,3,6,0,14,16,17,15,13,11,8,7,6,5,6,8,6,8,10,11,6,10,3,7,4,2,2,0,0,0,0,0,0
2022-04-09 19:00:00,0,0,0,1,0,0,0,0,2,0,4,2,0,3,0,2,15,10,9,7,5,4,3,4,5,8,6,6,6,7,3,0,2,1,0,0,0,0,0,0
2022-04-09 20:00:00,0,0,0,0,0,1,0,0,1,3,0,5,2,0,2,1,14,5,13,10,5,6,0,1,2,0,4,12,11,5,6,5,2,0,0,0,0,0,0,0
2022-04-09 21:00:00,0,0,0,0,0,0,0,0,0,1,2,0,2,1,5,3,11,8,7,3,2,4,1,1,1,0,9,9,8,6,0,5,1,0,0,0,1,1,0,0
2022-04-09 22:00:00,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,25,26,20,12,10,4,0,0,2,0,11,13,9,8,6,3,1,0,1,0,0,0,0,0
2022-04-09 23:00:00,0,3,0,2,1,0,0,0,2,2,0,3,0,2,0,1,11,9,6,4,3,0,1,0,0,1,7,9,0,6,5,2,1,0,0,0,0,0,0,0
2022-04-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 05:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 06:00:00,0,1,0,0,2,0,1,0,1,1,0,2,0,0,1,0,2,0,0,0,0,0,2,0,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-04-10 07:00:00,0,0,0,0,0,0,0,0,0,2,0,1,3,0,2,1,1,2,0,0,0,1,2,4,3,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0
2022-04-10 08:00:00,0,1,0,0,0,2,0,0,0,4,0,3,0,4,4,3,6,3,4,1,1,4,9,5,10,4,9,10,8,6,2,1,0,1,1,0,0,0,0,0
2022-04-10 09:00:00,0,1,0,0,0,1,0,1,1,6,8,8,10,9,7,4,6,5,4,2,1,0,8,10,15,16,9,9,7,8,3,0,0,1,0,0,0,0,0,0
2022-04-10 10:00:00,0,0,3,0,0,0,0,0,1,3,1,13,15,13,6,4,5,2,2,0,3,3,8,12,14,14,6,5,6,7,2,8,7,2,0,0,0,0,0,0
2022-04-10 11:00:00,0,2,0,0,0,3,2,1,2,5,7,24,25,27,26,25,6,5,3,3,2,1,6,7,9,13,12,5,4,4,5,4,3,2,0,0,0,0,0,0
2022-04-10 12:00:00,0,1,0,0,0,0,0,1,3,5,7,12,7,7,6,5,10,7,0,4,3,2,10,11,17,15,8,8,6,5,6,0,3,0,0,0,1,1,0,0
2022-04-10 13:00:00,0,0,0,0,0,0,2,2,6,11,12,19,16,14,13,11,8,4,0,0,1,1,9,13,14,7,7,10,6,11,8,6,3,3,0,0,0,0,2,0
2022-04-10 14:00:00,0,0,1,0,0,2,0,0,2,6,4,8,10,7,6,7,6,6,0,3,2,2,5,6,0,7,8,7,6,6,9,2,0,3,0,0,1,0,0,0
2022-04-10 15:00:00,0,1,0,0,0,2,2,0,6,8,0,11,6,9,7,5,7,5,4,5,4,3,3,3,7,3,15,11,13,8,6,2,3,3,1,0,0,0,0,0
2022-04-10 16:00:00,0,0,0,0,0,1,0,0,11,12,0,13,14,13,9,7,9,7,5,6,5,2,9,7,0,8,10,11,0,5,8,5,4,1,0,1,0,0,0,0
2022-04-10 17:00:00,0,1,1,0,0,2,1,0,5,8,9,6,8,6,7,6,8,5,7,5,2,3,5,10,12,10,12,11,0,10,5,5,3,2,2,0,0,0,0,0
2022-04-10 18:00:00,0,0,0,0,0,0,0,4,6,7,0,9,5,4,7,2,4,4,2,1,0,3,2,0,0,2,4,6,0,4,4,5,2,2,0,0,0,1,0,0
2022-04-10 19:00:00,0,2,0,1,0,0,0,0,3,3,5,6,0,0,7,6,13,13,5,11,8,4,3,3,3,4,11,11,10,6,4,3,1,0,0,0,0,0,0,0
2022-04-10 20:00:00,0,0,0,0,0,0,0,4,2,0,0,5,5,0,4,4,9,7,0,5,4,3,1,2,3,1,7,10,11,10,7,5,3,0,0,0,0,0,0,0
2022-04-10 21:00:00,1,0,0,0,0,1,0,0,3,4,0,5,0,0,4,0,10,8,7,4,4,4,3,0,3,0,8,9,9,8,5,4,1,0,2,1,0,0,0,0
2022-04-10 22:00:00,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,9,0,8,6,0,6,3,0,1,3,8,3,6,5,0,2,0,0,0,0,0,0,0,0
2022-04-10 23:00:00,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,10,6,4,0,0,4,1,0,0,5,9,11,2,7,4,3,2,0,1,0,0,0,0,0
2022-04-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 05:00:00,0,0,0,0,0,0,0,0,1,1,2,4,4,0,0,2,1,0,0,0,0,0,5,6,4,7,6,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-04-11 06:00:00,0,2,0,0,2,0,0,1,0,6,9,10,14,16,15,9,3,0,1,2,1,1,11,8,14,15,4,3,2,1,0,1,0,0,0,0,2,0,0,0
2022-04-11 07:00:00,0,0,0,0,0,0,1,0,2,16,24,27,40,43,44,43,34,25,2,0,3,7,22,26,34,36,6,5,0,2,1,0,2,1,0,0,1,0,0,0
2022-04-11 08:00:00,0,0,1,1,0,2,2,3,4,14,15,20,24,26,30,25,16,15,20,6,17,5,12,19,29,35,25,28,29,14,7,0,5,1,2,1,1,2,0,0
2022-04-11 09:00:00,0,1,1,0,0,2,1,2,4,9,11,14,16,17,14,12,2,4,2,2,1,1,16,18,20,17,5,2,3,2,0,1,1,0,0,0,2,0,0,0
2022-04-11 10:00:00,0,0,0,0,0,0,0,0,2,4,3,6,7,6,7,5,3,0,2,0,0,5,8,8,9,10,3,4,3,1,3,1,2,1,1,0,0,0,0,0
