Unnamed: 0,1_강동공영차고지,2_강일초등학교,3_미사강변루나리움.강일리버5단지,4_미사강변리버뷰자이.베라체,5_강동리버스트상가,6_강동리버스트6.7단지,7_강일리버파크1단지.3단지,8_강일동주민센터,9_강동공영차고지,10_고덕리엔파크1단지,11_해뜨는주유소,12_상일동역4번출구.센트럴푸르지오,13_상일동역1번출구,14_고덕그라시움,15_고덕평생학습관.온조대왕체육관,16_강동아트센터.강동경희대병원,17_명일동현대아파트,18_고덕삼환.주공9단지아파트,19_명일여자고등학교,20_명일1동주민센터,21_명일역3번출구.래미안솔베뉴,22_서울시동부기술교육원,23_암사3동주민센터(강동롯데캐슬퍼스트),24_강일중.선사고,25_신암중학교,26_삼성광나루아파트.암사동유적,27_암사역선사현대아파트,28_천호동공원,29_서울현대요양병원,30_천호역현대백화점.노동권익센터,31_천호역.풍납시장,32_영파여고.강동구청역,33_현대아파트앞,34_풍납동극동.쌍용아파트,35_잠실파크리오아파트상가.올림픽회관,36_잠실파크리오아파트앞,37_잠실나루역,38_잠실중학교.장미종합상가,39_잠실역.잠실대교남단,40_석촌호수.한솔병원,41_송파여성문화회관,42_송파초등학교.송파동성당,43_송파나루역,44_서울방이동고분군,45_삼익아파트미성아파트,46_송파경찰서.오금역,47_가락래미안앞,48_개롱역3번출구,49_삼환아파트,50_거여역현대아파트,51_거여역3번출구.현대2차아파트,52_마천동사거리,53_청암노인요양원,54_마천시장마천동우방아파트앞,55_파크데일아파트입구,56_파크데일아파트2단지앞,57_파크데일아파트1단지앞,58_파크데일아파트입구,59_남천초교마천동우방아파트앞,60_청암노인요양원,61_마천동사거리,62_거여역2번출구,63_거여역,64_보인고교.오금동삼성아파트,65_오금동상아아파트,66_오금공원앞,67_오금동현대아파트,68_한양삼익아파트,69_서울방이동고분군,70_방이우체국,71_송파초등학교.송파동성당,72_송파여성문화회관,73_석촌호수.한솔병원,74_잠실역,75_잠실중학교,76_잠실나루역,77_잠실진주아파트,78_올림픽회관,79_풍납동극동.쌍용아파트,80_강동구청역농협중앙회,81_강동구청역1번출구.영파여고,82_천호역,83_천호역현대백화점.노동권익센터,84_서울현대요양병원,85_천호동공원,86_암사역2번출구.암사종합시장,87_삼성광나루아파트.암사동유적,88_신암중학교,89_강일중.선사고,90_암사3동주민센터프라이어팰리스,91_서울시동부기술교육원,92_명일역2번출구,93_명일1동주민센터,94_명일여자고등학교,95_고덕삼환.주공9단지아파트,96_한영중고한영외고,97_강동아트센터.강동경희대병원후문,98_강동경희대병원.명일동이마트,99_고덕그라시움,100_상일동역8번출구,101_상일동역6번출구.고덕아르테온,102_해뜨는주유소,103_고덕리엔파크1단지,104_강일동주민센터,105_강일리버파크1단지,106_강동리버스트7.6단지,107_강동리버스트상가,108_강동리버스트8단지,109_강일리버5단지.미사강변루나리움,110_강일초등학교,111_강일리버파크6단지
2022-03-27 18:00:00,0,0,0,0,2,6,7,5,8,0,6,7,6,0,7,11,0,12,6,7,11,6,9,9,2,0,8,9,6,7,5,10,8,10,9,8,6,6,8,8,8,11,18,18,16,17,16,12,5,9,10,9,7,9,5,0,2,1,11,3,10,6,7,5,5,9,9,10,10,10,12,12,11,14,15,11,10,0,11,14,13,0,13,13,14,14,18,17,17,16,15,16,18,20,21,19,18,19,0,18,19,10,13,18,16,6,2,0,0,0,0
2022-03-27 19:00:00,0,0,0,1,3,8,4,5,4,0,3,6,1,6,2,7,2,7,5,6,11,11,10,13,11,11,6,5,4,6,3,6,5,8,4,8,6,10,12,9,12,11,6,9,10,12,9,11,10,6,10,8,7,6,5,1,4,0,5,0,6,4,6,3,3,4,4,5,3,4,8,9,7,5,4,4,3,5,5,0,7,6,12,14,14,18,11,12,12,7,8,11,6,10,8,5,9,8,0,6,18,6,17,12,15,10,1,1,0,0,0
2022-03-27 20:00:00,0,0,0,1,3,6,0,7,9,0,9,12,0,0,0,11,10,0,5,6,6,5,4,3,6,1,3,4,3,1,2,3,0,5,7,5,3,7,8,9,8,6,6,5,7,9,8,9,6,7,8,7,6,4,5,2,0,3,3,4,6,3,6,0,5,7,10,13,11,8,9,9,11,10,14,16,14,0,12,9,8,7,13,13,13,19,15,12,11,10,9,8,7,20,19,20,11,20,0,22,38,36,33,23,18,8,5,0,0,0,0
2022-03-27 21:00:00,0,0,0,1,2,4,0,3,4,5,0,3,2,0,0,5,8,7,9,9,9,3,5,4,0,2,0,3,1,4,0,3,1,3,0,0,4,3,6,7,9,8,10,8,11,10,8,11,10,9,11,12,12,9,8,1,1,0,2,2,3,2,6,3,8,10,13,12,7,11,11,11,8,11,13,14,0,2,13,12,5,10,6,10,8,5,5,4,3,5,0,7,3,7,7,8,9,11,10,8,13,17,16,11,9,4,2,0,0,0,0
2022-03-27 22:00:00,0,1,1,0,0,1,0,2,0,3,4,5,3,0,4,8,3,0,3,5,7,8,5,4,3,2,3,4,5,4,0,0,0,2,0,2,3,4,7,7,11,12,11,12,10,10,7,12,9,8,11,10,9,8,6,1,3,0,3,0,6,5,2,4,5,2,3,4,0,5,7,6,7,8,8,10,3,11,12,14,15,17,15,15,14,21,20,17,12,10,6,10,9,11,11,9,10,2,9,10,19,17,10,15,14,6,3,0,0,0,0
2022-03-27 23:00:00,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,4,3,0,2,3,2,3,3,2,2,4,3,0,1,3,0,0,2,1,5,4,6,0,7,8,6,9,7,8,9,7,6,6,3,4,4,0,1,1,3,0,6,2,1,0,3,1,7,4,3,0,1,0,1,8,7,3,1,4,5,6,5,7,18,19,18,25,23,18,14,10,9,8,9,7,7,6,6,7,0,8,27,23,22,15,14,6,2,0,0,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,3,0,0,1,3,7,0,0,0,5,0,0,6,0,0,0,4,0,4,4,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,0,1,4,6,15,8,10,17,16,9,8,4,0,7,0,6,5,9,11,13,13,14,11,12,11,8,9,9,8,7,5,6,4,5,4,5,4,3,3,0,0,4,4,3,2,0,1,2,0,0,0,0,0,1,1,2,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,0,2,1,7,18,32,33,21,21,22,27,9,7,7,0,6,8,13,17,17,15,8,17,22,21,18,11,11,10,11,8,5,4,6,0,5,4,3,4,2,0,1,2,3,3,2,0,3,2,2,1,2,2,3,0,6,12,11,19,19,21,20,12,21,9,9,9,10,9,8,7,7,6,6,4,4,0,3,7,8,7,6,5,3,4,4,6,5,5,8,4,6,4,7,9,7,6,0,0,5,0,0,0,0,3,0,1,0,0,0,0
2022-03-28 07:00:00,0,0,3,16,24,58,62,62,64,63,50,49,23,19,18,18,25,28,29,36,35,45,51,60,63,46,18,19,23,18,17,15,15,15,16,13,11,13,17,11,10,9,10,9,6,6,6,6,1,5,6,5,2,1,4,22,31,26,38,40,41,33,34,29,31,32,21,19,22,22,23,23,20,19,5,5,7,6,3,6,2,0,3,4,10,15,19,20,16,27,26,25,22,19,17,14,10,7,0,5,14,15,6,10,4,9,8,0,1,0,0
2022-03-28 08:00:00,0,0,5,13,23,44,43,42,43,44,41,24,15,21,20,18,21,23,29,29,27,35,53,63,59,51,20,22,24,18,17,17,16,18,24,30,26,13,13,9,10,11,12,14,14,14,13,10,9,6,6,4,5,4,9,29,44,48,55,55,58,53,59,49,49,43,31,33,31,33,32,28,22,9,6,8,8,8,7,9,13,10,12,13,12,18,18,14,16,18,15,9,8,7,7,6,7,8,3,10,18,20,0,16,15,9,3,4,1,0,0
2022-03-28 09:00:00,0,0,2,5,16,28,26,27,28,27,26,16,15,0,13,14,15,18,18,18,18,19,30,34,36,31,15,18,16,14,15,10,8,10,12,14,12,11,11,11,8,8,11,11,14,13,4,11,11,6,6,3,2,0,2,5,11,5,14,16,14,12,16,16,17,17,15,15,15,14,14,13,12,7,3,1,3,3,5,4,5,6,8,2,8,12,13,17,19,19,19,17,16,16,17,16,12,10,0,9,11,3,0,8,7,4,2,1,0,0,0
2022-03-28 10:00:00,0,1,0,2,7,15,17,17,20,20,20,10,10,10,9,8,9,12,13,13,8,8,13,16,17,14,7,10,10,6,5,4,5,8,9,7,10,11,7,6,7,4,5,5,7,6,4,9,7,6,6,5,5,4,2,3,6,5,6,7,9,11,14,7,6,0,10,11,10,13,9,8,7,7,6,5,0,5,3,1,4,4,7,6,6,6,7,7,8,11,9,8,8,7,8,5,5,6,7,8,9,7,0,6,4,2,1,3,2,0,0
2022-03-28 11:00:00,0,0,0,4,8,13,14,12,10,13,18,11,9,5,8,12,14,14,13,11,8,9,11,15,14,14,9,11,12,8,7,6,8,1,9,10,8,8,5,5,6,4,5,4,5,6,4,7,6,6,8,5,5,3,2,3,7,10,11,8,14,14,15,14,12,11,12,10,12,8,10,6,9,7,4,0,6,7,8,7,4,8,6,3,7,5,6,7,9,11,10,6,6,7,6,4,5,10,0,6,9,6,0,7,0,5,1,1,0,0,0
2022-03-28 12:00:00,0,0,0,3,5,9,11,12,11,0,11,10,8,0,0,8,6,9,10,9,10,12,14,16,19,16,11,15,14,10,7,7,6,6,8,9,7,7,10,13,12,12,9,7,7,11,3,14,13,8,12,7,7,9,8,3,6,6,7,7,12,7,8,8,10,11,10,10,10,9,10,9,8,6,6,6,0,0,5,5,6,6,7,8,8,12,13,14,19,22,20,11,12,14,12,11,0,12,10,9,16,13,12,13,9,4,2,0,0,0,0
2022-03-28 13:00:00,0,1,1,4,10,15,16,12,18,6,18,12,10,4,7,10,11,13,12,10,10,11,14,16,8,15,12,16,15,7,4,5,6,4,5,4,5,4,8,9,9,8,11,11,10,10,9,12,12,10,16,11,10,11,9,4,6,3,9,10,13,10,9,11,11,0,10,10,12,10,9,10,9,7,6,7,6,5,5,8,11,12,14,12,10,12,17,17,11,9,6,10,10,6,11,8,8,12,8,9,11,8,7,5,4,3,0,0,0,0,0
2022-03-28 14:00:00,0,0,1,3,5,8,8,9,8,11,13,8,9,0,11,10,7,9,14,9,12,10,12,13,12,12,9,10,8,6,6,6,7,6,8,0,10,11,11,10,12,4,4,13,14,12,11,11,10,8,9,8,7,7,5,2,6,8,8,6,10,6,6,4,6,0,8,7,7,8,7,8,5,9,23,25,23,14,12,14,16,15,15,12,10,13,15,14,17,23,21,15,16,21,17,16,13,14,13,11,12,5,4,12,11,8,3,0,0,0,0
2022-03-28 15:00:00,0,2,0,4,8,14,17,17,21,10,22,10,10,0,9,11,14,14,12,12,15,12,16,22,16,16,17,15,16,10,9,8,6,8,7,10,12,13,10,12,12,14,12,12,13,39,38,38,42,41,34,32,30,30,23,4,4,5,7,8,14,15,17,12,12,0,14,10,14,13,13,12,11,8,8,11,13,12,11,10,14,16,22,18,19,24,24,24,22,19,17,16,15,12,14,12,13,17,16,17,18,17,0,17,16,10,5,3,0,0,0
2022-03-28 16:00:00,0,0,1,5,6,16,13,20,15,22,23,17,16,13,15,19,22,4,21,17,21,24,23,23,24,24,21,23,23,12,11,22,10,20,21,18,20,19,19,18,18,16,16,18,19,19,18,23,21,20,15,16,15,15,14,3,8,9,8,9,11,11,15,15,17,13,17,21,18,17,17,14,15,12,14,16,23,19,21,21,27,28,32,29,24,24,27,20,22,19,18,16,15,13,12,15,17,26,18,25,28,23,20,19,16,10,4,0,1,0,0
2022-03-28 17:00:00,0,1,0,3,10,14,5,14,12,8,10,12,13,5,11,12,14,15,14,15,14,14,13,12,14,13,9,11,12,6,7,6,7,0,9,11,10,12,15,14,14,14,16,17,20,19,17,17,16,13,18,18,17,15,11,3,10,11,13,14,13,9,11,11,16,14,17,18,18,16,15,17,21,14,9,11,12,14,16,18,24,17,25,27,24,38,39,37,33,30,16,28,23,20,17,14,14,16,17,19,20,21,16,19,14,7,3,1,0,0,0
2022-03-28 18:00:00,0,0,0,3,7,14,13,18,19,13,18,12,13,0,12,11,16,17,20,22,29,29,30,32,34,25,17,15,15,9,9,11,9,12,13,15,14,14,19,19,21,24,26,29,27,31,28,27,24,20,20,16,16,13,13,3,5,6,6,8,10,9,12,11,12,9,23,17,18,17,17,16,13,17,22,23,22,21,23,26,36,36,49,50,46,57,54,50,29,26,23,22,25,23,21,20,20,24,23,26,54,54,49,38,34,19,6,2,1,0,0
2022-03-28 19:00:00,0,0,0,2,4,8,4,6,7,4,5,6,9,0,8,7,8,3,9,11,13,14,14,13,11,11,11,11,10,7,6,7,9,8,1,10,9,12,17,20,22,23,31,30,25,27,26,29,28,25,27,23,19,19,15,0,5,0,7,0,8,8,11,9,7,0,9,10,10,11,11,9,9,17,17,19,12,18,22,24,29,33,52,47,42,53,50,43,29,25,20,20,20,19,16,17,10,19,18,26,58,60,59,56,46,18,14,2,0,0,0
2022-03-28 20:00:00,0,1,1,1,4,4,0,2,5,5,8,5,4,0,3,9,10,8,10,13,17,13,8,6,5,4,4,5,6,6,8,5,7,8,9,8,5,7,7,11,16,14,16,14,14,21,13,21,21,17,15,13,11,12,10,0,1,2,2,2,4,5,4,4,4,0,11,4,10,8,5,7,8,15,15,10,14,13,12,12,14,15,19,15,13,22,21,20,19,17,16,15,18,17,15,16,17,18,19,20,36,34,33,27,26,13,5,0,0,0,0
2022-03-28 21:00:00,0,0,0,1,4,4,4,6,3,0,5,6,5,0,4,9,11,0,12,10,15,14,13,12,6,9,8,5,4,3,4,4,0,3,4,3,4,9,10,11,12,13,16,16,15,16,15,14,15,16,17,14,13,11,9,1,3,0,2,0,6,5,5,11,14,7,16,9,5,6,5,4,9,8,7,7,0,12,4,13,16,17,23,19,16,20,18,16,12,11,6,9,8,6,7,8,10,10,8,11,32,31,12,30,27,11,3,0,0,0,0
2022-03-28 22:00:00,0,0,0,1,1,2,3,2,3,1,2,3,0,0,1,7,9,10,6,7,7,4,6,5,6,5,6,8,7,3,4,3,3,2,0,1,2,6,8,10,12,13,14,24,27,28,22,23,19,16,16,15,14,9,10,1,3,2,3,0,2,3,2,3,4,6,5,9,18,17,20,11,20,13,11,11,11,0,10,10,9,12,23,22,21,32,32,30,22,11,5,12,10,7,9,8,11,17,16,18,23,21,19,18,16,9,4,0,0,0,0
2022-03-28 23:00:00,0,0,0,0,2,3,0,2,1,0,0,1,2,1,0,8,12,0,13,9,10,9,8,5,6,5,7,7,4,5,4,4,4,5,6,4,5,5,5,4,6,7,7,6,0,8,4,8,7,7,6,4,3,2,2,1,1,3,3,1,4,3,5,4,5,5,8,9,4,12,3,0,11,11,8,5,6,7,6,6,4,6,9,10,13,14,13,13,11,11,11,12,13,12,9,9,10,12,11,11,14,8,0,11,10,7,4,1,0,0,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,0,0,0,0,4,7,3,4,0,6,0,0,0,0,0,0,0,1,3,0,5,6,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,0,1,1,6,3,13,8,9,16,0,8,14,18,21,0,18,21,23,8,10,10,7,10,11,13,14,13,8,5,5,5,6,4,2,3,3,2,2,1,2,1,0,0,3,2,2,0,2,0,0,1,2,0,0,0,2,3,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 06:00:00,0,1,2,4,16,38,38,0,44,48,38,7,6,0,0,3,6,9,13,17,6,7,7,11,13,11,8,9,12,10,5,3,5,5,4,0,1,4,5,2,0,2,1,2,0,1,2,1,0,1,0,0,0,0,1,4,9,5,16,19,21,19,21,11,12,11,8,9,6,8,9,8,8,6,6,7,0,1,0,0,5,6,7,0,6,8,8,7,3,4,0,4,6,10,9,0,8,0,0,7,8,7,6,5,0,4,2,0,0,0,0
2022-03-29 07:00:00,0,1,2,15,26,53,53,52,53,55,47,37,19,21,21,16,21,27,30,28,23,31,43,44,49,42,15,18,18,15,16,16,10,16,17,13,11,11,14,9,8,7,8,12,21,10,0,6,1,2,3,1,3,0,5,27,43,39,44,47,47,42,46,42,44,42,26,24,23,22,24,20,16,9,13,12,11,12,11,13,5,6,6,7,12,13,16,18,21,31,27,26,27,15,21,8,9,10,1,0,16,9,15,13,12,8,6,7,5,0,0
2022-03-29 08:00:00,0,0,3,14,27,48,50,52,55,58,51,27,16,0,20,13,18,20,20,21,22,27,43,57,59,45,20,24,31,19,19,16,13,11,14,18,16,17,16,11,13,14,17,20,25,11,11,9,6,4,4,5,6,5,5,37,49,51,52,24,53,51,52,37,35,31,18,21,23,25,24,21,23,13,7,5,3,4,5,7,8,7,10,9,8,11,13,10,17,13,9,8,9,7,9,8,8,6,5,10,17,16,15,15,12,8,2,3,2,0,0
2022-03-29 09:00:00,0,0,2,7,16,31,29,33,34,33,31,22,20,19,21,17,19,20,21,20,25,26,39,50,55,47,15,21,24,17,15,15,9,8,6,9,6,9,12,7,6,7,8,7,5,5,4,6,3,5,6,3,2,2,0,5,11,12,14,17,20,16,19,18,17,26,23,25,30,22,22,20,15,5,5,5,4,7,5,7,6,9,11,10,11,9,13,11,13,13,13,8,9,7,5,5,4,3,0,0,7,8,0,8,7,2,1,0,0,0,0
2022-03-29 10:00:00,0,0,1,4,10,15,15,17,19,20,18,12,11,11,10,8,11,10,10,11,9,11,12,14,17,24,18,19,19,12,12,6,4,5,6,5,9,16,11,8,11,4,11,10,10,9,7,8,5,7,6,5,3,3,2,2,7,8,11,10,15,15,19,11,18,12,15,13,14,15,11,10,8,6,6,3,5,5,5,7,8,4,6,7,5,8,10,8,6,7,7,5,6,4,5,5,4,5,4,7,11,8,0,7,6,3,0,0,0,0,0
2022-03-29 11:00:00,0,0,2,5,11,21,16,10,22,17,22,14,12,0,11,13,12,12,10,12,15,14,15,16,16,13,12,11,9,7,6,5,5,6,7,6,5,6,6,6,7,4,7,8,8,9,7,5,8,6,6,6,4,4,3,3,6,7,10,11,12,11,10,10,6,9,8,9,8,10,9,8,6,5,6,3,5,5,5,6,10,10,9,12,12,10,14,15,15,15,14,13,10,11,10,7,6,9,7,7,14,10,11,10,9,6,5,1,0,0,0
2022-03-29 12:00:00,0,0,0,3,5,17,16,12,15,16,17,10,8,7,8,7,8,9,9,11,13,6,16,18,20,18,15,16,13,9,6,6,0,6,8,8,8,10,11,8,9,8,7,3,7,4,8,7,6,4,6,5,1,5,4,4,6,6,8,8,9,9,10,9,8,8,9,13,11,12,10,10,11,8,7,6,9,4,6,8,4,9,15,14,12,16,19,20,11,10,9,12,10,9,8,8,6,6,4,5,10,9,6,7,5,3,2,1,0,0,0
2022-03-29 13:00:00,0,0,1,5,8,17,18,17,12,13,14,10,9,8,9,8,8,0,9,10,9,11,11,11,15,12,11,10,9,13,8,8,8,8,9,9,11,10,9,7,9,10,10,12,11,9,10,10,11,12,9,10,11,10,7,1,6,8,10,8,12,11,12,12,10,8,13,15,13,12,10,9,9,12,9,8,9,6,12,11,9,9,10,5,10,10,9,7,17,14,12,10,11,7,10,9,8,7,0,8,16,11,0,14,12,6,3,1,0,0,0
2022-03-29 14:00:00,0,1,2,6,8,13,14,12,13,13,13,7,5,0,5,8,10,11,12,12,14,13,10,13,12,12,12,5,10,11,9,5,7,6,7,9,8,7,6,6,10,9,8,10,9,8,6,8,7,6,6,7,7,8,6,3,9,9,11,12,12,9,11,10,11,8,12,13,10,14,13,12,10,9,7,10,9,10,13,12,10,10,16,11,14,14,15,12,15,13,11,14,13,10,9,8,9,13,8,8,17,16,0,13,9,11,5,3,0,0,0
2022-03-29 15:00:00,0,1,1,4,7,16,18,8,19,21,14,18,19,14,12,17,17,16,16,17,23,19,18,17,17,11,13,9,8,5,5,6,7,10,6,11,8,9,9,8,10,8,12,13,28,23,18,20,19,15,14,12,12,13,9,1,5,6,7,7,8,8,8,7,9,13,15,15,14,9,13,15,15,13,19,17,16,13,11,10,14,13,18,20,17,23,24,24,27,32,30,20,22,20,15,12,15,13,11,13,15,18,10,16,10,7,5,2,0,0,0
2022-03-29 16:00:00,0,0,0,5,9,11,12,17,15,18,17,13,12,12,11,11,20,21,19,18,26,26,25,21,15,14,10,9,8,6,8,13,15,14,15,7,15,17,18,18,20,20,22,23,22,28,26,29,32,27,30,26,19,20,13,3,6,8,9,8,11,10,12,12,16,16,18,13,13,14,13,11,14,17,23,16,20,18,16,18,22,28,37,37,28,24,22,22,21,24,20,15,14,14,13,13,14,17,16,17,22,24,19,23,19,13,6,1,0,0,0
2022-03-29 17:00:00,0,0,0,3,7,11,12,13,13,7,13,10,15,11,13,11,12,13,12,13,19,17,18,21,22,18,11,11,10,7,8,9,6,8,11,11,10,11,13,18,20,22,23,25,26,23,20,17,18,15,17,17,17,20,16,8,13,14,13,8,16,12,17,18,17,18,18,15,14,15,13,13,13,13,13,16,16,14,12,18,19,23,37,39,27,38,38,37,28,31,25,23,25,24,26,25,15,27,18,28,43,42,40,33,30,13,8,2,1,0,0
2022-03-29 18:00:00,0,0,1,4,10,13,14,15,13,4,13,13,11,8,11,10,11,13,13,15,21,19,20,27,28,29,21,23,20,10,10,14,15,16,13,12,13,22,29,37,41,37,42,41,39,37,33,36,33,28,25,22,22,20,16,3,6,6,7,5,9,7,7,11,13,13,15,16,16,16,19,23,24,18,22,23,23,24,28,33,37,33,37,33,30,55,57,51,39,23,20,25,26,21,20,19,18,20,23,24,30,31,30,29,27,14,3,1,0,0,0
2022-03-29 19:00:00,0,1,0,0,4,5,5,5,9,8,9,13,14,13,13,15,14,15,11,18,25,24,21,18,18,18,11,14,14,7,9,7,6,5,0,5,8,15,20,16,17,16,22,21,19,19,18,20,20,28,27,23,18,23,21,1,4,1,6,5,8,8,7,8,7,8,12,12,11,9,12,10,10,11,18,21,23,7,20,19,20,13,31,30,27,35,37,29,18,14,12,17,17,17,16,14,16,15,17,21,41,38,17,36,28,16,7,2,0,0,0
2022-03-29 20:00:00,0,0,1,0,3,5,0,6,3,3,7,7,6,7,5,7,8,5,7,7,11,8,10,10,13,11,11,12,9,4,8,6,4,6,9,5,10,12,12,11,10,10,12,15,16,16,15,17,15,14,15,14,15,15,11,1,3,0,4,6,6,4,5,4,5,3,4,5,2,6,8,5,8,7,8,9,10,11,10,13,13,20,27,26,24,44,47,45,30,23,16,14,16,15,14,14,14,14,15,18,38,37,23,34,29,14,7,2,0,0,0
2022-03-29 21:00:00,0,0,1,2,3,5,5,0,5,4,0,4,6,3,7,9,7,8,7,6,6,5,6,9,1,2,2,0,3,5,4,1,0,5,6,3,4,10,12,9,11,12,13,15,8,10,11,13,18,17,19,17,12,13,13,2,1,0,0,3,6,3,7,12,13,2,9,7,5,4,3,2,3,6,7,11,0,9,8,9,11,10,18,19,20,32,33,32,22,17,18,18,20,16,11,12,13,14,0,16,32,27,30,28,23,13,6,1,0,0,0
2022-03-29 22:00:00,0,0,1,2,2,2,1,3,3,0,4,4,5,0,4,6,8,7,6,8,8,8,4,6,4,5,7,6,5,6,6,8,4,9,3,8,6,9,8,7,11,13,15,16,19,19,20,23,22,21,18,16,13,12,7,1,1,0,2,0,2,2,0,2,3,4,7,6,10,10,9,7,7,10,11,10,9,9,8,10,11,14,25,22,19,23,21,23,18,10,8,8,12,9,8,9,12,16,16,19,32,31,30,26,21,6,2,1,0,0,0
