Unnamed: 0,1_한성운수종점(기점가상),2_북부시장입구,3_강북경찰서입구,4_대한병원,5_수유중앙시장,6_광산사거리,7_수유2동주민센터우이시장,8_북부성모의원,9_인수동장미원,10_가오리역,11_우이초등학교,12_강북노인종합복지관,13_신일병원,14_수유역.강북구청,15_수유역.노스페이스문화센터,16_강북구청사거리,17_수송초등학교,18_북부수도사업소,19_강북보건소,20_번동주공4단지,21_번동주공3단지,22_번동주공1단지,23_월계2교.참누리아파트,24_광운초교앞,25_남대문중학교,26_장위3동주민센터,27_장삼주유소,28_장위사거리,29_석관중고등학교앞,30_석관동코오롱아파트,31_한천로쌍용아파트앞,32_이문동삼익아파트,33_동일스위트리버아파트.휘봉고교,34_서울준법지원센터.동성빌라,35_휘경여중고휘경주공아파트앞,36_배봉산입구,37_전곡시장앞,38_답십리촬영소.우성그린아파트,39_동답초교.대림아파트,40_동답한신동아아파트,41_동아.위더스빌아파트,42_고미술상가,43_답십리역사거리,44_답십리초등학교.현대시장,45_답십리2동시온교회앞,46_답십리2동두산아파트,47_답십리2동한양아파트앞,48_동답한신.대림아파트동대문체육관,49_촬영소사거리.우성그린아파트,50_전곡시장앞,51_장안동현대아파트앞,52_휘경여중고휘경주공아파트,53_서울준법지원센터.동성빌라,54_동일스위트리버앞.휘봉고교,55_휘경유수지견인차고지앞,56_이문동삼익아파트,57_한천로쌍용아파트앞,58_석관동코오롱아파트,59_석관고등학교,60_장위사거리,61_장삼주유소,62_장위3동주민센터,63_남대문중학교,64_광운초교,65_월계2교,66_번동주공1단지,67_번동주공3단지,68_초안교,69_강북보건소,70_한성운수차고지,71_북부수도사업소,72_수송초등학교,73_강북구청사거리,74_수유역.강북구청,75_신일병원,76_강북노인종합복지관,77_우이초등학교,78_가오리역,79_인수동장미원,80_북부성모병원,81_수유2동주민센터우이시장,82_광산사거리,83_강북구청,84_수유(강북구청)역,85_수유역,86_수유사거리,87_강북경찰서입구,88_북부시장입구,89_한성운수종점
2022-03-25 20:00:00,0,0,0,2,0,2,0,3,3,4,7,9,9,8,14,17,15,15,9,15,8,14,11,17,6,15,11,5,14,12,11,13,16,14,14,13,13,10,7,6,6,5,19,17,20,20,18,19,21,20,16,15,14,12,10,9,10,7,7,8,11,8,10,12,12,10,11,10,9,12,13,11,9,11,10,10,6,4,1,4,5,6,4,1,0,0,0,0,0
2022-03-25 21:00:00,0,0,0,1,0,0,1,0,4,3,5,8,7,6,11,12,13,12,8,11,0,9,6,8,0,0,10,8,7,8,7,8,0,7,7,8,6,5,7,6,6,4,9,16,18,13,12,11,11,14,15,16,0,17,6,8,16,10,8,12,8,9,6,7,10,13,14,13,10,14,8,10,9,10,8,7,5,4,3,3,3,0,4,1,0,0,0,1,0
2022-03-25 22:00:00,0,1,0,0,1,2,1,2,2,1,4,3,4,6,11,15,15,14,12,6,6,5,9,8,7,6,6,8,8,9,7,9,1,6,9,3,5,3,1,1,1,4,15,16,13,14,13,0,18,16,14,16,11,7,10,12,11,13,12,15,17,16,16,14,13,11,12,11,11,10,10,7,7,8,3,5,7,4,4,5,5,2,5,1,0,2,1,0,0
2022-03-25 23:00:00,0,0,0,0,0,0,1,0,0,0,0,4,4,7,13,14,10,15,14,13,0,5,7,9,10,7,5,9,1,5,7,8,3,2,7,6,0,3,5,4,3,4,14,15,13,11,5,5,10,12,14,13,6,2,11,10,10,10,0,10,11,11,11,0,12,12,11,12,11,10,7,10,7,9,7,7,7,6,4,3,3,4,3,2,0,0,2,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,0,0,0,1,0,0,0,0,1,3,4,7,0,6,2,3,4,5,0,4,5,5,2,0,0,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,1,0,1,1,1,1,0,2,4,4,3,5,3,3,5,4,7,8,9,11,5,9,8,4,9,2,2,8,7,5,6,4,3,3,1,4,3,3,4,4,3,4,3,2,2,0,3,6,6,5,8,0,8,0,7,5,10,3,6,6,0,0,4,7,0,6,5,0,5,7,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,0,0,0,0,0,2,0,1,1,3,6,6,9,6,8,7,10,12,11,7,11,10,11,13,3,15,3,15,4,17,19,5,6,5,6,5,5,8,0,3,7,5,2,3,2,4,1,1,5,5,4,2,6,0,6,5,5,1,4,5,6,0,4,7,6,4,5,5,4,0,5,5,3,5,2,0,3,2,1,4,6,8,6,0,0,0,0,0,0
2022-03-26 07:00:00,0,0,0,0,0,0,1,0,4,5,8,7,6,6,7,5,8,10,12,10,11,4,12,11,10,11,12,12,11,13,13,18,16,15,13,11,10,8,7,8,6,1,5,4,3,2,2,2,5,5,7,9,0,0,10,9,7,10,9,8,0,8,0,6,7,4,7,3,8,9,12,13,10,6,4,0,2,2,2,4,3,7,5,1,2,1,0,0,0
2022-03-26 08:00:00,0,2,0,0,1,0,0,1,4,8,8,11,10,8,14,13,12,12,11,6,13,10,9,10,8,10,5,13,13,12,15,16,18,17,16,16,13,11,11,9,7,6,9,12,4,10,9,9,7,4,6,9,10,0,2,11,11,8,11,9,12,8,10,15,14,15,15,17,17,18,20,17,16,10,9,8,4,5,4,3,5,5,4,2,0,1,0,0,0
2022-03-26 09:00:00,0,1,1,1,0,1,2,3,4,9,9,10,11,7,10,10,10,9,9,11,11,12,11,10,11,11,9,10,11,14,15,18,18,7,15,11,10,11,8,12,13,10,6,6,6,7,6,7,11,12,12,13,12,7,3,5,8,11,12,15,16,6,19,10,18,12,18,17,21,4,24,20,15,8,8,3,4,2,4,7,11,13,10,1,0,1,0,0,0
2022-03-26 10:00:00,0,2,1,0,0,0,2,1,5,8,13,15,15,12,13,14,15,12,11,10,12,11,12,8,6,7,6,8,7,8,11,9,10,10,10,9,12,13,10,10,9,8,7,8,8,6,7,8,8,7,5,4,6,4,7,6,4,4,7,9,11,12,7,16,18,18,18,17,17,18,20,20,18,12,9,8,6,3,9,10,10,12,10,1,0,1,0,0,0
2022-03-26 11:00:00,0,2,1,0,0,1,0,2,4,9,10,9,10,7,10,14,15,12,8,9,13,11,9,11,3,10,4,9,2,11,12,10,9,11,10,8,9,8,7,8,8,5,7,9,9,8,0,11,10,11,9,9,10,11,0,11,8,10,10,10,5,9,11,13,12,13,13,10,11,14,18,17,10,7,6,5,3,3,2,6,8,10,8,2,0,1,1,0,0
2022-03-26 12:00:00,0,1,0,1,0,0,1,3,9,11,15,16,15,13,21,23,24,20,19,19,18,20,18,17,13,16,15,11,12,17,16,19,19,17,16,14,15,13,9,10,7,7,9,12,13,15,11,14,15,14,15,17,18,16,13,17,17,13,16,14,13,11,13,16,17,15,20,13,21,24,26,26,23,13,12,10,7,4,2,4,3,6,6,1,0,0,1,0,0
2022-03-26 13:00:00,0,0,1,2,0,2,3,2,8,4,12,8,12,6,11,12,13,12,9,11,11,10,14,11,0,15,14,13,13,14,16,16,15,16,16,14,14,14,12,13,12,9,8,9,10,10,5,9,9,8,7,9,10,11,8,7,12,10,15,15,14,13,13,15,17,14,17,17,22,22,23,23,19,14,14,8,6,5,6,10,11,6,5,3,1,0,1,0,0
2022-03-26 14:00:00,0,0,0,2,0,0,0,0,3,5,7,8,9,8,10,10,9,12,8,0,0,10,11,7,3,12,10,14,15,17,19,16,12,11,8,8,7,7,7,6,6,9,8,10,5,9,11,11,13,14,16,18,16,14,7,13,14,10,9,9,10,10,17,23,24,26,18,14,14,15,19,19,13,12,10,12,10,5,5,5,6,5,4,2,0,0,0,0,0
2022-03-26 15:00:00,0,1,5,7,4,4,5,6,3,5,7,9,10,6,11,13,15,16,14,13,12,10,10,10,0,7,7,13,15,15,16,16,17,17,11,10,13,10,9,8,7,7,16,17,16,12,11,9,14,13,12,15,14,16,15,13,13,15,16,16,17,14,16,20,22,25,25,24,26,13,24,21,14,11,12,8,6,4,4,3,6,4,4,2,1,1,0,0,0
2022-03-26 16:00:00,0,3,2,1,3,1,1,1,6,9,10,14,15,14,19,22,20,19,17,16,16,15,16,15,14,15,15,15,14,15,16,20,19,18,15,13,12,12,10,7,8,9,10,11,11,12,10,8,13,12,15,14,14,14,12,15,14,15,14,16,11,14,16,16,15,19,18,19,18,18,21,17,15,14,13,10,4,2,3,5,7,8,4,2,1,1,0,0,0
2022-03-26 17:00:00,0,5,0,0,2,2,3,5,6,9,10,14,15,12,17,20,25,21,20,6,20,19,20,14,12,13,12,11,12,10,12,11,10,8,7,7,6,7,10,9,8,6,10,13,11,11,9,11,13,15,18,21,15,24,22,24,25,22,20,16,12,8,15,14,16,20,21,22,23,14,24,25,20,21,16,13,7,7,5,1,7,0,3,4,0,1,0,0,0
2022-03-26 18:00:00,0,2,0,2,1,1,0,3,3,9,9,7,8,9,15,16,16,17,18,17,18,17,13,17,15,16,15,14,16,7,15,16,18,10,13,11,10,10,8,10,9,9,14,13,14,13,14,12,13,13,16,16,17,13,14,16,15,17,13,15,22,19,21,23,26,19,25,24,22,26,25,23,18,13,11,14,12,9,6,5,6,5,3,1,4,3,5,0,0
2022-03-26 19:00:00,0,2,0,3,0,1,1,1,1,2,4,7,7,6,9,11,10,11,12,0,10,9,8,6,6,10,0,10,10,11,13,14,11,10,8,11,10,8,7,7,5,6,11,11,9,10,6,6,10,11,13,14,13,11,9,8,10,6,9,13,8,12,12,17,16,18,0,18,19,13,21,19,18,13,10,9,7,8,6,5,4,4,0,0,0,1,0,0,0
2022-03-26 20:00:00,0,1,0,1,0,0,0,1,0,3,3,5,4,5,7,10,9,14,7,13,0,12,7,6,7,8,9,8,8,9,11,10,20,21,16,15,16,14,12,8,8,7,15,13,15,13,5,0,11,10,10,12,11,10,0,10,6,8,11,10,14,13,12,13,12,12,11,12,11,13,12,11,9,5,4,4,3,3,6,5,7,8,5,4,0,2,1,0,0
2022-03-26 21:00:00,0,1,0,2,0,2,0,2,2,0,4,5,6,8,13,11,8,10,9,3,9,8,8,7,8,8,7,8,6,9,9,9,7,5,8,7,6,7,5,4,1,5,12,12,9,12,10,7,6,9,8,8,7,9,6,8,9,5,10,11,8,4,12,13,14,4,7,16,8,8,5,14,12,13,10,5,3,3,3,2,3,4,1,1,0,0,0,0,0
2022-03-26 22:00:00,0,1,0,1,1,1,0,0,2,2,4,5,3,8,14,16,15,11,12,7,9,11,10,8,6,7,5,6,4,9,9,10,10,2,8,5,5,3,4,4,1,3,11,10,9,11,8,8,11,10,13,15,0,14,11,12,10,9,8,12,13,12,13,14,12,11,11,10,13,9,15,9,14,11,7,7,5,2,0,1,0,1,3,1,3,4,0,0,0
2022-03-26 23:00:00,0,0,0,0,0,0,1,0,0,0,2,0,5,6,8,9,0,9,10,2,0,7,8,6,3,4,5,1,6,6,0,5,0,4,4,0,3,2,1,3,4,2,9,6,8,7,0,6,7,5,6,2,5,2,4,6,8,9,4,10,10,11,13,14,16,15,10,14,13,14,14,11,7,8,6,5,5,4,2,3,3,2,0,1,0,2,1,1,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,1,0,1,0,0,0,0,1,1,0,1,2,2,3,4,0,0,5,0,6,1,6,0,5,0,0,6,0,5,0,4,0,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,1,1,0,1,0,2,0,1,1,2,2,4,4,4,6,7,6,0,4,5,6,6,4,1,4,6,6,7,6,6,0,4,3,5,0,3,3,3,4,2,2,2,3,0,0,0,4,4,4,3,6,0,5,0,3,4,7,0,5,0,1,3,6,5,0,2,5,6,5,2,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,0,1,0,0,0,0,0,2,3,4,0,3,2,4,3,3,3,2,4,0,4,5,4,0,3,0,5,5,3,4,7,6,4,5,3,4,6,4,7,3,6,6,4,3,4,5,0,6,7,3,4,0,5,0,1,5,5,2,4,3,0,3,4,5,5,0,4,3,5,3,4,3,3,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0
2022-03-27 07:00:00,0,0,0,0,0,0,1,0,3,3,9,6,6,5,6,5,4,6,5,0,6,6,7,5,0,6,7,4,3,4,11,5,3,0,11,10,8,9,8,8,2,1,6,5,6,2,0,5,5,5,5,6,7,0,0,7,4,6,3,2,5,6,0,2,6,4,8,5,8,3,10,9,10,4,3,0,6,5,5,4,4,4,3,1,0,1,0,0,0
2022-03-27 08:00:00,0,1,0,0,2,0,1,4,5,7,8,10,8,6,11,12,13,7,8,0,8,9,9,9,10,8,6,8,8,8,8,8,8,4,6,5,6,5,6,5,6,5,6,7,3,7,6,6,7,5,6,7,5,5,4,6,6,3,5,5,7,4,4,7,9,9,10,10,11,3,10,11,9,7,6,4,2,0,2,4,6,6,2,2,0,0,1,0,0
2022-03-27 09:00:00,0,0,0,0,0,0,1,0,5,8,9,6,8,5,11,14,16,15,8,7,7,8,8,9,7,10,9,7,8,10,9,11,11,9,8,6,7,8,9,6,7,6,5,5,4,5,4,4,5,7,8,6,7,4,2,7,6,8,9,10,5,6,11,11,15,14,16,18,19,13,16,17,15,12,7,6,6,6,8,8,6,6,4,3,0,1,1,1,0
2022-03-27 10:00:00,0,2,1,0,0,1,0,0,3,5,8,10,11,5,7,7,8,14,13,0,17,14,12,13,12,11,10,11,10,12,11,14,13,10,12,10,12,13,12,12,11,9,5,7,5,5,1,3,8,10,11,12,10,9,6,11,14,15,16,15,6,17,20,23,9,10,24,25,28,29,33,32,25,13,12,9,5,5,2,5,9,10,8,1,0,0,0,1,0
2022-03-27 11:00:00,0,1,1,0,0,1,4,5,7,7,9,10,9,8,8,9,10,10,11,8,12,14,14,11,12,9,7,7,5,8,12,6,10,8,7,5,5,3,4,5,4,4,4,5,4,5,4,0,6,6,6,4,6,5,4,6,6,4,3,8,4,13,14,13,14,16,15,13,17,16,19,17,14,12,11,10,11,5,3,4,5,9,5,2,0,1,0,0,0
2022-03-27 12:00:00,0,2,0,0,0,0,0,2,4,5,6,10,10,10,16,19,18,14,15,13,15,13,13,14,4,16,13,12,14,15,16,15,12,12,9,8,8,8,9,8,7,4,7,8,7,7,8,7,6,7,7,11,10,9,7,11,9,8,9,10,10,7,6,13,15,15,10,15,14,16,17,19,14,8,6,5,6,5,6,5,6,7,5,3,0,0,1,0,0
2022-03-27 13:00:00,0,1,1,0,2,1,4,6,7,9,9,12,13,9,10,11,17,16,15,9,17,16,18,14,13,14,11,9,12,12,16,17,16,13,12,11,11,11,10,12,13,10,9,9,10,14,9,6,14,13,14,15,6,16,14,13,14,13,11,12,18,13,19,23,23,14,24,25,19,28,35,34,21,11,5,8,9,9,8,6,5,5,1,1,0,3,2,1,0
2022-03-27 14:00:00,0,0,2,4,1,0,1,0,6,6,10,9,5,11,15,20,18,17,17,16,18,8,18,13,12,8,10,9,8,7,9,10,7,7,9,7,6,5,5,6,5,4,12,14,13,14,10,0,12,12,14,13,13,15,17,15,15,16,15,15,17,16,17,10,15,14,16,15,17,13,18,20,16,9,9,7,3,4,5,8,11,10,7,4,0,2,3,0,0
2022-03-27 15:00:00,0,0,0,0,1,0,1,1,3,5,7,7,7,5,8,9,8,13,10,0,17,14,16,14,13,13,6,11,10,6,10,9,11,10,8,9,8,5,3,5,6,4,7,8,9,10,9,7,13,15,14,17,18,5,11,16,16,15,15,16,12,13,15,19,24,25,24,25,27,28,32,28,24,16,15,12,10,5,5,5,6,7,6,3,4,3,2,0,0
2022-03-27 16:00:00,0,0,0,3,0,2,0,1,5,6,6,8,6,8,13,15,7,14,13,11,7,10,9,9,6,8,12,12,13,14,14,15,6,9,8,7,6,5,5,7,4,6,7,6,6,6,5,5,5,6,10,11,12,11,12,8,14,15,16,14,16,11,9,12,13,11,15,11,20,8,15,18,17,13,12,9,8,5,5,4,9,6,9,5,1,8,4,0,0
2022-03-27 17:00:00,0,1,0,2,0,1,0,2,8,5,7,8,9,9,11,11,12,16,17,8,18,17,16,12,13,5,9,10,11,11,11,8,12,11,10,7,8,7,5,4,6,5,9,9,9,11,10,8,12,13,11,9,10,0,11,10,11,10,10,7,8,17,18,12,19,19,20,23,10,25,23,21,18,15,16,12,9,4,3,3,5,6,5,2,2,2,0,2,0
2022-03-27 18:00:00,0,7,0,9,2,2,6,5,5,6,8,10,11,8,14,15,7,11,9,8,10,9,10,8,9,6,7,5,5,9,7,10,11,10,9,8,7,8,6,5,3,2,8,9,10,11,9,9,10,11,10,12,13,6,12,10,11,9,11,11,12,13,14,13,12,14,10,13,8,13,14,12,9,14,8,12,9,6,12,12,17,0,1,0,0,2,2,3,0
2022-03-27 19:00:00,0,0,0,0,0,3,5,6,7,6,4,4,8,4,11,8,6,8,6,5,3,6,7,7,8,9,9,3,10,8,11,4,5,10,12,8,6,9,0,10,11,8,13,13,11,10,7,6,8,10,11,10,12,5,4,10,9,12,10,12,11,12,14,12,12,12,13,14,10,12,12,11,10,12,11,12,9,5,3,5,3,14,11,3,0,2,1,0,0
2022-03-27 20:00:00,0,0,0,1,2,0,0,0,1,3,4,6,3,8,10,12,11,9,5,5,4,8,6,5,4,0,2,3,3,4,3,3,0,5,5,3,4,1,3,5,4,3,6,8,9,11,5,2,9,9,7,10,11,7,6,11,10,7,11,12,13,12,11,10,11,6,10,5,9,7,8,7,6,6,10,7,4,3,1,2,3,1,1,1,0,0,2,4,0
2022-03-27 21:00:00,0,1,0,1,0,0,1,0,2,3,5,1,3,4,11,11,12,10,8,0,4,3,8,4,0,11,3,10,11,11,10,2,9,6,8,7,8,8,5,3,2,1,11,13,12,9,8,5,8,8,9,8,0,0,5,6,5,8,9,10,9,8,9,12,11,4,3,1,10,4,11,8,7,10,10,9,8,5,1,1,2,3,2,0,0,1,0,0,0
2022-03-27 22:00:00,0,0,0,0,3,1,0,0,1,1,2,3,2,4,10,11,11,8,9,6,5,6,7,6,5,1,5,6,5,4,3,0,4,1,2,2,1,0,0,1,1,3,9,8,8,6,4,0,6,9,13,15,16,15,15,13,11,7,3,8,8,9,9,8,9,8,9,7,4,7,4,3,2,7,6,7,4,1,1,3,2,3,1,0,0,2,1,0,0
2022-03-27 23:00:00,0,0,0,0,0,0,0,0,0,2,0,3,0,4,6,7,2,6,0,0,5,0,4,2,0,5,0,8,0,6,4,5,6,3,3,3,2,2,2,1,3,0,8,9,0,9,8,6,4,2,6,0,3,0,0,3,4,6,7,5,2,0,9,4,6,8,0,3,4,7,1,5,2,5,4,4,6,2,3,3,1,0,1,1,0,3,0,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,1,0,0,0,2,0,1,3,4,4,6,5,7,5,7,8,9,4,0,8,8,8,0,0,6,0,4,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,0,0,1,0,1,1,0,1,3,4,6,5,5,10,10,10,9,9,3,11,13,12,12,10,6,0,10,9,9,9,9,5,8,8,5,9,9,8,9,8,6,4,2,0,3,2,3,6,6,6,7,7,0,8,7,8,9,10,10,4,10,0,11,11,6,5,10,7,7,7,5,5,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,0,1,0,0,1,1,0,0,6,6,10,11,12,8,9,14,17,16,13,0,15,14,13,14,6,13,5,14,13,14,13,14,11,10,10,9,8,9,9,9,9,7,3,3,5,6,5,6,7,7,7,6,0,6,7,6,8,0,7,8,5,0,8,9,7,7,6,10,7,9,13,9,8,3,2,3,2,1,1,3,8,9,7,1,0,1,0,0,0
2022-03-28 07:00:00,0,2,0,1,0,2,2,2,7,13,17,21,22,27,32,37,40,37,37,36,36,28,39,35,37,36,36,33,23,26,30,33,31,30,30,30,30,28,27,24,18,13,13,13,15,19,23,7,26,26,25,27,27,22,23,23,26,14,15,16,14,11,13,14,17,15,16,20,21,25,34,34,27,20,6,5,4,2,3,7,12,15,12,2,0,2,0,0,0
2022-03-28 08:00:00,0,2,2,0,2,3,2,1,8,14,16,22,22,24,33,39,39,34,27,26,26,37,34,30,30,30,29,32,35,43,48,51,48,46,46,41,35,31,32,32,26,20,11,11,11,10,9,10,15,16,19,17,17,18,19,21,19,26,26,28,28,26,30,35,39,39,39,43,44,46,51,51,37,17,12,11,10,7,5,8,14,14,11,4,3,4,3,2,0
2022-03-28 09:00:00,0,1,2,0,0,1,2,1,6,8,13,14,10,10,14,15,16,15,10,12,12,13,14,15,14,16,15,17,8,18,25,26,25,22,23,21,16,13,14,15,15,14,7,8,7,9,0,2,10,11,12,11,5,9,10,11,11,10,9,10,9,3,10,11,13,20,21,22,27,28,31,26,20,10,7,6,6,3,3,5,9,9,6,2,0,3,1,0,0
2022-03-28 10:00:00,0,1,2,1,2,3,2,1,5,5,8,11,11,10,14,16,17,15,12,11,8,16,16,16,18,16,4,17,16,17,8,9,13,14,13,12,12,12,11,10,9,2,5,5,4,5,6,5,6,6,8,8,8,3,0,7,9,13,14,13,11,10,9,12,13,13,13,15,19,16,17,18,16,9,6,5,3,4,2,4,6,7,5,1,0,0,0,0,0
2022-03-28 11:00:00,0,0,0,0,1,1,0,2,3,7,10,8,8,7,8,11,7,11,10,11,13,14,13,12,12,9,10,9,7,6,7,6,7,7,6,4,7,9,8,10,10,7,7,7,4,7,7,5,8,10,12,10,11,12,12,10,4,11,10,8,10,10,11,9,10,12,13,13,14,11,21,20,11,10,3,8,6,2,2,2,4,6,5,2,0,3,2,0,0
2022-03-28 12:00:00,0,2,2,1,0,2,3,3,5,10,12,12,15,12,18,18,17,15,13,0,8,14,13,11,10,10,9,8,9,8,9,10,7,6,8,5,6,6,5,6,5,5,9,9,8,9,8,7,8,9,11,9,5,12,10,11,11,11,13,14,10,8,9,9,9,8,8,10,11,12,14,16,11,9,8,5,4,4,2,2,3,4,3,2,0,3,0,3,0
2022-03-28 13:00:00,0,1,0,1,0,1,1,1,4,9,11,13,14,9,13,16,19,18,18,15,11,14,13,9,8,12,13,7,7,12,12,13,9,10,9,9,11,10,6,5,8,3,5,6,9,9,9,4,9,13,8,12,11,12,0,13,12,11,8,4,12,13,10,14,19,19,17,16,23,22,23,23,13,16,12,8,7,5,3,2,3,1,2,0,0,1,0,0,0
2022-03-28 14:00:00,0,2,1,4,0,4,5,4,4,6,8,7,8,9,12,16,17,16,14,0,13,8,8,12,8,10,5,9,8,6,8,10,6,9,8,7,6,4,3,6,11,9,9,10,5,11,0,10,6,8,9,12,13,4,5,5,12,12,13,11,9,8,9,11,13,14,16,15,14,14,17,15,11,7,5,5,4,4,7,5,6,5,4,2,1,0,1,0,0
2022-03-28 15:00:00,0,1,1,1,2,2,2,2,3,8,11,12,9,10,12,11,12,12,15,14,14,15,14,16,8,15,16,15,12,14,14,15,13,12,14,14,12,9,8,9,5,6,15,16,11,14,13,12,11,11,12,12,11,14,13,12,11,12,8,13,12,11,13,28,23,29,25,30,31,26,25,28,26,20,20,10,7,4,3,2,3,4,1,1,0,0,1,0,0
