Unnamed: 0,1_진관공영차고지,2_동산동능모퉁이.한국지역난방공사,3_지축교앞,4_진관중고교약수사입구,5_진관초교입구,6_푸르지오625동앞.관음사입구,7_푸르지오621동앞,8_아이파크708동앞,9_진관중고교.약수사앞,10_래미안909동앞,11_구파발역.롯데몰,12_박석고개.신도고등학교,13_세명컴퓨터고등학교,14_연신내역.연서시장,15_동명여고.천주교불광동성당,16_불광역3.6호선,17_불광역3호선.서울혁신파크,18_한전성서지사.북한산푸르지오,19_녹번역,20_산골고개,21_홍제역(중).서대문세무서,22_홍제삼거리.인왕산한신휴플러스,23_무악재역,24_안산초등학교,25_독립문역.한성과학고,26_영천시장,27_서대문역,28_경찰청.동북아역사재단,29_서울역버스환승센터,30_숭례문,31_시청앞,32_서울신문사,33_KT광화문지사,34_사직동주민센터,35_사직단.어린이도서관,36_독립문역.한성과학고,37_무악재역,38_인왕산.홍제원아파트,39_홍제역(중).서대문세무서,40_산골고개,41_녹번역,42_한전성서지사.북한산푸르지오,43_불광역3호선.서울혁신파크,44_불광역3.6호선,45_동명여고.천주교불광동성당,46_연신내역.연서시장,47_세명컴퓨터고등학교,48_박석고개.신도고등학교,49_구파발(가상),50_구파발역2번출구,51_롯데캐슬823동앞,52_진관중고교.약수사앞,53_아이파크714동앞,54_아이파크701동앞,55_푸르지오604동앞,56_푸르지오614동앞,57_푸르지오618동앞.관음사입구,58_진관초교관음사입구,59_진관중고교약수사입구,60_지축교앞,61_진관공영차고지
2022-04-03 17:00:00,0,0,0,1,0,3,5,14,16,17,19,20,22,16,17,18,22,23,21,14,18,17,0,14,17,16,14,10,9,8,10,15,22,24,19,18,17,16,16,18,17,15,15,14,11,8,7,8,7,11,9,8,5,4,3,2,1,0,0,0,0
2022-04-03 18:00:00,0,2,0,0,0,3,5,8,4,9,10,0,7,7,7,8,7,7,6,0,7,8,0,0,8,9,6,8,7,9,10,12,14,17,17,17,15,13,16,21,21,19,17,18,15,17,13,13,11,16,12,1,10,6,4,3,1,0,0,0,0
2022-04-03 19:00:00,0,0,0,0,3,1,4,5,0,8,17,16,15,12,13,12,14,15,12,11,6,0,4,5,4,2,6,7,6,7,9,13,14,15,14,14,12,7,14,12,11,10,11,8,11,13,6,12,8,13,10,9,8,3,5,4,2,0,0,0,0
2022-04-03 20:00:00,0,1,0,0,0,2,1,1,3,5,4,3,4,23,24,19,23,20,19,14,10,9,5,8,7,9,8,6,6,0,0,7,8,14,15,8,7,6,8,8,8,7,7,4,3,8,7,6,5,15,12,11,8,6,4,0,3,0,0,0,0
2022-04-03 21:00:00,0,0,0,0,0,0,0,2,0,0,8,7,6,12,13,12,15,13,13,12,11,9,0,8,9,8,7,6,6,4,3,6,8,10,11,14,13,10,13,12,9,8,7,9,6,7,8,5,4,13,13,11,8,5,1,0,0,0,0,0,0
2022-04-03 22:00:00,0,1,1,0,0,0,1,2,0,2,3,2,3,6,0,4,8,8,3,7,8,7,6,5,0,5,3,0,5,5,9,10,5,11,12,13,12,10,10,9,13,14,18,5,16,9,8,8,2,17,16,15,6,6,4,1,2,1,0,0,0
2022-04-03 23:00:00,0,0,1,0,0,1,0,0,2,1,3,4,7,9,11,11,12,10,8,6,5,3,5,1,0,5,4,0,8,9,8,9,10,10,12,8,7,8,9,7,7,7,8,4,6,4,6,1,0,15,13,12,9,7,5,3,2,1,0,0,0
2022-04-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 04:00:00,0,0,0,0,0,1,0,1,2,3,4,5,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 05:00:00,0,0,0,0,0,3,6,11,12,12,9,9,11,11,12,13,15,16,17,18,20,14,21,21,21,22,17,13,4,1,2,2,2,4,5,4,3,2,4,5,0,4,8,4,10,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 06:00:00,1,0,1,0,2,4,11,22,23,28,23,25,13,14,14,14,17,21,22,24,38,40,38,32,34,31,23,18,8,7,3,3,2,0,3,1,1,0,2,3,4,4,3,4,4,5,5,3,0,5,3,4,2,1,0,0,0,2,0,0,0
2022-04-04 07:00:00,1,1,1,2,3,10,18,42,47,54,34,43,48,38,37,38,42,43,44,48,58,65,48,67,48,42,34,22,8,4,4,5,2,4,6,7,9,21,26,31,39,40,43,41,13,17,11,10,9,12,6,4,2,1,0,0,1,1,0,0,0
2022-04-04 08:00:00,1,0,2,1,2,7,23,34,41,40,25,31,46,42,45,50,52,60,35,56,62,67,61,65,67,62,46,30,19,12,12,11,10,6,5,4,1,4,8,10,10,12,14,16,14,15,16,14,11,20,17,15,9,6,3,0,0,2,1,0,0
2022-04-04 09:00:00,0,0,0,0,1,3,9,22,25,25,19,18,22,19,16,14,16,21,22,23,29,37,31,30,38,34,27,17,14,9,11,13,12,8,5,6,5,4,4,5,5,4,5,4,4,8,8,4,3,6,4,3,2,1,0,0,0,1,0,0,0
2022-04-04 10:00:00,0,0,1,0,0,3,6,9,13,15,16,16,17,14,15,13,13,13,14,14,13,11,14,14,14,13,10,9,8,7,4,5,4,5,6,5,6,5,3,1,3,4,2,6,2,9,5,9,7,11,2,9,5,4,3,0,1,2,0,0,0
2022-04-04 11:00:00,0,0,0,0,0,3,7,10,12,13,15,16,15,19,17,12,11,10,13,12,10,13,0,14,14,17,13,9,9,8,7,6,6,6,8,6,5,4,4,5,4,5,5,4,5,7,5,0,1,10,7,7,6,3,2,1,0,0,0,0,0
2022-04-04 12:00:00,0,0,0,0,0,2,7,12,17,20,14,15,14,12,11,12,12,11,12,13,15,17,8,15,18,15,15,13,10,8,10,10,9,5,6,7,10,8,9,12,16,14,12,12,10,9,9,8,8,10,8,4,7,1,2,6,4,0,0,0,0
2022-04-04 13:00:00,0,2,0,0,1,5,8,14,16,17,16,16,12,13,10,12,13,12,11,0,14,13,12,0,14,12,10,8,4,6,16,16,12,12,10,9,8,8,10,12,13,14,12,13,13,11,9,11,10,13,11,9,7,7,3,1,0,3,0,0,0
2022-04-04 14:00:00,0,2,0,0,2,5,7,10,20,19,15,16,18,14,15,12,13,14,13,13,9,11,12,11,12,14,9,8,5,7,9,12,15,12,12,13,13,12,12,9,10,9,9,10,8,13,10,8,7,10,8,9,11,10,7,3,3,1,0,0,0
2022-04-04 15:00:00,0,0,0,2,1,4,5,14,23,28,21,15,22,18,15,11,13,12,13,11,13,14,8,9,13,11,12,6,5,7,8,15,20,28,29,26,24,24,22,24,26,24,28,31,27,21,21,40,38,40,35,31,15,10,5,2,0,0,0,0,0
2022-04-04 16:00:00,1,4,2,0,0,4,5,14,18,16,23,16,24,17,19,20,17,16,15,14,10,10,10,10,10,13,14,12,5,5,10,11,15,19,26,25,23,21,22,25,22,21,22,25,37,37,35,38,35,29,22,17,15,12,7,4,3,1,0,0,0
2022-04-04 17:00:00,1,1,4,0,3,5,5,8,10,13,12,12,15,12,16,14,16,15,11,13,10,10,11,13,14,14,16,17,8,12,20,26,29,28,30,28,28,25,23,25,26,25,22,22,19,20,20,21,19,30,25,19,16,11,6,5,3,1,0,0,0
2022-04-04 18:00:00,0,1,0,0,1,4,6,9,6,8,11,12,12,13,12,13,14,14,9,10,15,9,16,13,14,13,17,30,9,15,24,32,42,51,56,50,44,37,34,33,31,29,31,30,28,30,23,18,16,44,39,26,14,10,4,3,3,0,0,0,0
2022-04-04 19:00:00,0,0,0,0,2,1,6,12,11,12,12,12,12,12,10,10,13,13,12,9,11,8,8,7,8,5,7,7,7,8,15,17,19,18,24,23,27,26,30,30,25,14,24,23,19,14,11,9,9,48,47,37,21,15,7,4,4,0,0,0,0
2022-04-04 20:00:00,0,0,0,0,0,0,1,0,1,1,4,7,5,8,7,8,13,15,12,11,9,7,3,0,7,5,0,4,5,5,8,17,18,18,20,18,19,15,18,19,16,12,15,13,12,15,14,13,9,18,15,13,12,9,8,4,3,0,0,0,0
2022-04-04 21:00:00,0,0,1,0,0,2,1,3,4,5,7,2,5,6,6,5,6,6,5,1,5,4,5,0,6,7,8,2,4,5,8,17,24,27,23,23,22,21,19,19,18,17,20,19,18,17,13,12,11,24,22,18,11,8,7,6,5,1,0,0,0
2022-04-04 22:00:00,0,1,0,0,0,1,0,2,3,3,4,0,4,7,0,5,7,7,4,5,5,5,4,3,0,5,7,4,3,4,8,11,14,19,18,20,17,18,19,16,14,12,13,13,15,23,18,18,16,26,23,22,14,11,6,7,6,0,0,0,0
2022-04-04 23:00:00,0,0,0,0,0,0,1,2,0,2,4,5,4,9,3,9,7,8,4,7,7,6,0,4,7,7,6,7,6,2,9,10,0,9,10,9,8,4,4,5,9,6,4,6,6,11,5,7,0,15,7,5,10,8,7,5,0,1,0,0,0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,0,0,0,0,0,1,2,5,0,2,0,0,3,3,5,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,0,0,0,0,0,3,4,8,10,11,7,6,7,14,14,11,13,14,15,15,16,17,18,14,15,15,13,11,4,3,4,3,0,1,0,2,0,2,3,4,5,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 06:00:00,1,1,0,0,0,5,25,37,42,37,20,20,26,32,31,31,32,32,30,30,27,29,27,29,30,26,17,13,7,4,2,3,2,4,3,2,3,1,2,2,4,3,2,6,4,5,5,6,5,4,2,0,2,1,0,0,0,0,0,0,0
2022-04-05 07:00:00,0,1,2,3,4,9,26,59,63,59,37,36,43,34,30,31,36,37,37,42,55,64,69,59,69,63,36,28,8,4,4,3,3,1,3,5,1,0,13,17,20,23,23,22,16,36,14,9,5,15,14,7,5,3,2,2,1,1,0,0,0
2022-04-05 08:00:00,0,1,1,0,1,6,19,34,41,45,29,35,49,43,47,49,56,60,60,63,70,62,71,70,66,61,41,29,14,9,7,8,8,4,5,5,6,7,10,17,18,20,24,19,22,21,16,19,18,33,30,14,8,3,2,0,3,1,1,0,0
2022-04-05 09:00:00,0,0,1,0,0,7,8,16,20,21,14,13,16,14,16,16,16,21,22,25,25,29,31,32,33,29,24,17,13,8,8,9,14,10,8,8,7,3,5,3,6,4,6,7,6,6,5,6,3,6,4,2,3,2,2,0,1,2,1,0,0
2022-04-05 10:00:00,0,1,0,0,0,4,8,13,17,19,13,14,17,16,15,15,13,14,14,17,23,25,25,22,21,20,18,14,8,5,3,5,5,4,5,4,4,3,3,4,5,6,6,10,9,8,8,3,7,7,4,2,2,1,0,0,1,0,0,0,0
2022-04-05 11:00:00,0,0,1,0,0,3,11,8,10,14,16,8,17,18,19,18,18,18,3,15,16,17,8,0,16,20,15,15,8,5,7,5,3,4,5,7,6,3,7,7,8,5,11,12,13,13,12,12,9,8,7,6,5,2,1,0,1,0,0,0,0
2022-04-05 12:00:00,0,0,0,0,0,4,9,7,12,14,14,15,14,10,11,13,11,10,6,6,11,13,14,15,15,16,14,13,11,10,9,11,12,11,8,5,5,8,11,10,13,14,12,14,17,18,17,12,11,14,10,8,7,5,3,2,4,0,0,0,0
2022-04-05 13:00:00,0,0,0,0,1,2,7,15,16,10,11,8,12,17,18,18,21,21,5,18,17,19,0,18,16,13,7,5,7,9,9,9,9,10,11,10,7,9,8,8,12,13,14,12,11,10,8,7,6,9,8,6,3,5,2,3,2,1,0,0,0
2022-04-05 14:00:00,0,1,0,0,1,4,8,12,11,13,19,10,19,12,17,17,20,20,19,12,21,21,20,8,14,13,13,12,6,4,11,14,14,11,12,9,8,11,11,11,11,12,10,13,13,9,11,9,7,19,16,12,8,5,3,2,1,1,0,0,0
2022-04-05 15:00:00,0,1,0,0,0,3,9,12,32,35,31,17,21,17,16,14,15,18,17,14,12,10,7,0,6,11,9,8,11,10,13,20,20,25,27,26,24,25,20,21,23,23,21,17,15,13,12,26,23,25,23,21,15,9,4,2,2,1,1,0,0
2022-04-05 16:00:00,0,1,0,2,0,5,8,13,15,18,20,32,28,29,40,35,31,19,20,19,11,9,8,8,7,6,7,9,8,8,10,9,21,19,32,26,21,18,19,19,19,20,18,17,23,25,29,29,27,26,25,21,19,13,8,6,4,1,0,0,0
2022-04-05 17:00:00,1,2,2,1,0,4,5,8,19,21,19,21,16,14,14,15,17,19,17,21,22,23,22,21,22,12,10,14,9,13,21,26,30,31,36,35,34,29,39,38,34,33,31,30,26,28,26,25,23,34,25,21,17,12,8,5,4,1,0,0,0
2022-04-05 18:00:00,1,3,4,0,2,3,4,7,9,10,11,10,8,9,8,9,6,7,5,5,5,3,5,3,3,4,20,33,13,18,25,45,44,46,54,52,45,38,41,44,43,40,37,38,36,35,23,18,17,40,34,30,20,13,7,5,2,0,0,0,0
2022-04-05 19:00:00,0,1,0,1,2,1,2,3,4,5,7,6,13,9,10,9,9,8,8,7,3,6,0,3,4,6,5,5,6,8,16,20,26,35,31,32,33,29,27,29,31,29,27,24,31,36,23,20,12,34,25,23,15,12,10,7,1,0,0,0,0
2022-04-05 20:00:00,0,1,0,0,1,2,2,1,5,6,7,6,7,11,15,13,13,12,11,12,9,10,3,0,7,6,5,3,6,6,11,15,19,22,21,22,23,19,20,22,23,19,20,16,15,19,17,15,11,15,12,7,9,8,5,4,4,1,0,1,0
2022-04-05 21:00:00,0,0,0,0,0,0,1,4,3,5,7,2,7,10,11,8,7,6,3,9,8,11,7,6,10,8,6,3,6,8,10,19,25,27,25,23,21,18,25,25,23,22,18,19,16,17,14,9,14,31,27,24,14,8,5,2,5,0,0,0,0
2022-04-05 22:00:00,0,1,0,0,0,0,3,5,2,0,7,7,7,9,0,9,8,6,4,3,4,3,0,0,0,1,2,6,6,2,9,15,22,26,24,25,24,25,20,19,15,16,13,12,12,17,14,17,0,23,21,18,11,8,6,3,2,0,0,0,0
2022-04-05 23:00:00,0,0,0,0,0,0,1,1,0,2,3,4,3,7,0,8,8,9,7,7,10,12,5,5,9,6,7,8,4,3,4,12,15,10,9,17,15,16,9,15,13,12,11,10,9,13,7,7,6,24,16,13,9,7,4,3,1,1,0,0,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,0,0,0,0,0,1,3,6,3,1,5,3,4,4,6,6,7,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,0,0,0,0,0,2,6,11,12,13,10,10,13,14,15,18,17,7,7,17,17,15,18,17,16,16,12,11,2,1,3,6,3,0,2,3,0,2,0,0,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 06:00:00,0,0,0,0,0,5,17,26,30,30,19,21,26,23,24,28,28,30,32,25,31,36,26,12,26,27,18,14,8,5,2,1,1,2,3,1,0,4,7,7,10,9,9,9,8,3,2,5,4,5,4,3,0,1,1,0,2,0,0,0,0
2022-04-06 07:00:00,0,0,1,2,3,8,27,67,72,66,41,32,43,38,32,33,36,45,45,46,51,54,55,48,55,46,29,22,5,4,2,5,3,4,2,3,4,7,14,18,22,25,26,29,25,28,26,26,0,29,25,5,4,3,2,0,0,1,0,0,0
2022-04-06 08:00:00,1,0,1,0,0,6,21,36,38,35,33,33,46,39,51,53,48,49,48,45,63,64,54,57,67,61,47,27,14,11,10,8,6,6,5,6,7,6,9,11,9,8,8,9,11,14,15,16,3,20,18,13,9,5,4,3,2,1,0,0,0
2022-04-06 09:00:00,0,0,0,0,0,3,7,16,17,16,14,14,22,22,25,24,30,30,25,30,35,38,42,43,43,48,38,24,16,8,9,10,11,7,3,2,4,3,6,8,10,9,11,12,11,11,10,9,8,7,5,4,3,2,1,0,1,0,0,0,0
2022-04-06 10:00:00,0,0,0,0,0,3,6,9,11,12,12,14,17,15,14,16,17,19,20,20,23,25,26,25,22,22,16,13,11,7,6,7,9,7,7,5,4,2,7,8,7,8,10,11,8,9,7,4,4,5,3,2,0,2,2,0,0,0,0,0,0
2022-04-06 11:00:00,0,0,0,2,0,5,7,15,15,16,7,8,10,9,7,7,6,11,9,9,7,10,11,11,10,11,13,5,10,7,8,5,7,9,12,14,8,10,9,10,11,8,9,10,12,7,7,5,6,6,4,4,3,2,2,0,0,0,0,0,0
2022-04-06 12:00:00,0,0,0,0,1,2,8,10,17,15,14,15,16,16,14,13,12,11,5,7,12,13,10,14,15,14,11,9,7,4,7,7,8,10,9,14,11,10,12,5,6,10,12,17,17,13,11,9,7,12,12,9,6,5,3,2,0,0,1,0,0
2022-04-06 13:00:00,0,0,0,0,0,4,9,17,17,21,21,18,20,14,15,12,11,10,8,9,9,7,8,10,9,10,6,7,5,5,8,12,11,10,12,12,11,12,12,13,12,12,13,16,15,12,12,11,10,10,8,4,5,3,4,0,0,3,0,0,0
2022-04-06 14:00:00,0,1,1,2,0,3,10,13,43,44,39,17,20,22,19,19,24,23,20,17,18,19,12,9,19,16,9,7,5,6,10,12,12,13,19,16,15,13,16,8,14,13,13,11,10,14,16,33,32,30,24,23,17,11,7,3,0,0,0,0,0
2022-04-06 15:00:00,0,1,0,0,1,3,8,15,22,23,25,31,26,18,27,25,24,24,20,17,15,23,25,7,19,13,9,10,9,8,11,17,20,26,27,22,20,17,18,23,23,22,18,18,22,23,23,13,20,14,11,9,7,5,3,3,2,1,0,0,0
2022-04-06 16:00:00,0,2,0,0,1,5,8,12,13,15,18,10,17,15,18,20,20,18,18,16,15,15,16,19,18,13,15,14,5,9,12,16,21,20,27,25,23,21,16,17,19,20,20,22,21,27,32,29,28,39,31,25,13,11,8,5,1,0,0,0,0
2022-04-06 17:00:00,0,1,0,0,0,2,5,8,10,14,15,16,19,16,16,14,17,17,17,17,16,17,18,18,18,16,13,22,10,15,25,32,37,31,36,35,34,31,36,33,36,35,35,36,33,36,32,33,31,30,23,22,17,14,8,5,4,1,0,0,0
2022-04-06 18:00:00,1,1,0,0,3,4,6,14,19,22,25,35,37,22,20,17,19,17,16,15,12,16,15,10,15,15,15,15,14,21,36,46,55,53,55,52,50,45,39,34,33,26,31,23,20,23,33,29,28,48,44,38,20,11,7,6,5,1,0,0,0
2022-04-06 19:00:00,0,0,0,0,2,4,6,10,10,13,14,15,14,13,11,10,8,15,13,12,14,17,18,17,14,11,10,9,9,12,18,26,31,33,35,35,33,28,27,26,22,21,19,29,25,29,23,21,20,49,41,40,28,16,8,4,3,0,0,0,0
2022-04-06 20:00:00,0,0,0,0,0,1,2,3,3,5,11,9,7,13,15,16,14,15,16,15,13,9,12,11,10,7,10,9,6,5,9,14,16,17,18,17,16,14,15,14,11,8,9,14,9,11,9,6,8,21,19,18,12,9,6,3,2,0,0,0,0
2022-04-06 21:00:00,0,0,0,0,0,2,5,2,3,6,10,10,8,10,9,11,15,14,12,11,7,4,2,0,7,3,9,9,4,5,10,14,22,23,25,25,25,23,25,22,20,21,19,19,16,15,18,11,17,16,22,18,15,11,7,5,4,0,0,0,0
2022-04-06 22:00:00,0,1,0,0,2,1,1,5,6,4,8,7,7,17,16,6,16,13,12,10,7,5,1,3,7,3,6,4,4,4,11,16,22,25,26,27,24,18,23,21,16,15,14,15,16,20,15,16,14,18,14,10,7,5,2,1,0,0,0,0,0
2022-04-06 23:00:00,0,0,0,0,0,1,0,2,0,2,6,10,9,10,8,3,9,9,8,9,9,8,4,7,5,5,3,3,6,5,7,10,10,16,16,17,9,14,16,11,18,16,15,14,12,14,12,11,0,20,18,15,8,6,4,3,1,0,0,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,0,0,0,0,0,1,1,3,0,1,2,1,3,2,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,0,1,0,0,0,3,4,8,9,11,8,9,9,13,12,11,9,11,0,9,15,16,0,17,18,24,21,18,6,2,2,2,1,0,0,0,2,0,3,0,4,2,6,4,0,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 06:00:00,0,0,0,0,2,5,13,26,20,23,18,19,23,18,20,21,23,20,24,23,19,20,21,22,22,13,12,10,5,6,2,2,0,3,4,5,0,6,7,4,5,6,4,3,5,6,5,3,0,3,4,2,3,2,1,0,0,0,0,0,0
2022-04-07 07:00:00,0,1,1,3,4,15,30,52,53,50,40,43,42,29,27,29,34,43,43,51,50,58,59,52,57,50,31,20,10,6,4,3,3,2,3,4,6,4,9,2,12,14,17,24,15,16,21,19,12,23,16,4,3,2,1,0,0,1,0,0,0
2022-04-07 08:00:00,0,2,0,0,0,8,22,35,60,58,34,32,52,38,43,47,50,53,52,50,62,66,68,64,70,64,44,25,21,16,9,8,5,5,4,5,3,5,8,12,13,14,13,17,19,19,16,20,9,26,22,9,6,2,3,0,2,1,1,0,0
2022-04-07 09:00:00,0,0,0,0,0,4,17,24,25,27,17,20,30,29,26,23,26,30,28,31,30,30,29,28,36,32,28,24,8,4,9,12,10,7,4,5,3,4,3,5,7,8,9,13,12,12,10,8,2,5,4,3,2,1,0,2,1,1,0,0,0
2022-04-07 10:00:00,0,0,0,0,0,5,8,13,15,16,12,13,15,19,19,18,21,25,25,27,27,24,0,27,28,20,21,16,8,5,5,7,7,6,4,3,2,4,7,6,1,5,6,5,5,7,9,4,3,10,7,6,3,2,1,0,0,1,0,0,0
2022-04-07 11:00:00,0,1,0,0,1,2,7,14,18,9,8,7,10,7,8,9,11,12,11,12,16,16,9,14,19,15,20,17,11,11,9,9,10,9,8,8,7,6,5,7,7,8,7,8,4,8,9,7,4,10,8,8,7,4,3,1,0,0,0,0,0
2022-04-07 12:00:00,0,1,0,0,2,6,9,15,18,19,17,18,18,20,18,18,16,17,12,9,20,10,21,14,19,20,19,14,13,11,8,7,10,10,6,6,6,7,8,7,9,8,9,11,12,11,10,8,5,9,8,8,3,7,5,3,2,1,0,0,0
2022-04-07 13:00:00,0,1,0,0,0,2,9,17,23,23,16,20,20,16,17,19,22,21,20,17,16,20,19,12,20,17,11,9,6,8,9,11,15,11,11,9,9,8,7,8,9,8,7,8,10,10,10,10,6,9,8,4,4,2,1,0,0,0,0,0,0
2022-04-07 14:00:00,0,1,0,0,2,4,10,12,14,14,17,13,14,20,16,13,15,16,19,16,18,17,16,17,15,11,11,9,9,7,11,12,13,12,18,17,16,14,13,13,13,12,13,17,16,13,12,10,9,13,11,7,8,5,4,4,3,1,0,0,0
2022-04-07 15:00:00,0,1,0,1,0,7,14,18,23,24,23,16,15,18,17,15,15,14,15,13,12,13,14,16,17,17,17,15,12,11,15,22,23,24,30,25,17,14,16,13,17,18,14,18,16,14,10,19,17,16,10,9,6,5,4,2,1,0,0,0,0
2022-04-07 16:00:00,0,2,0,0,0,3,8,14,21,26,20,23,23,18,41,36,37,35,30,23,12,10,11,10,9,9,6,10,7,9,15,20,20,23,36,35,30,28,24,25,24,24,21,22,22,25,24,16,19,25,24,21,17,10,7,3,1,0,0,0,0
2022-04-07 17:00:00,0,2,3,1,2,3,11,18,19,20,19,18,18,21,22,21,23,23,21,18,16,15,14,11,15,13,15,15,9,14,17,23,29,27,29,27,26,26,34,33,32,29,31,34,26,29,27,28,25,31,21,19,13,11,4,8,6,1,0,0,0
2022-04-07 18:00:00,0,1,0,0,0,1,5,7,9,18,15,15,16,16,14,14,17,16,22,19,19,17,16,11,13,15,17,30,16,20,31,35,55,49,49,47,45,36,32,37,41,39,36,37,29,36,23,20,19,38,32,27,17,13,8,6,4,1,2,0,0
