Unnamed: 0,1_도봉산입구,2_도봉고등학교,3_도봉동한신아파트,4_도봉역,5_노원교,6_성대야구장노원교앞,7_서울북부지방법원.검찰청.성우아파트,8_도봉시장,9_도봉구청,10_방학1동대상타운현대삼성아파트,11_서울문화고등학교,12_방학사거리,13_도봉보건소,14_창5동현대아파트,15_창동주공1단지아파트,16_창동고등학교,17_쌍문역,18_한신아파트101동앞,19_창2동한일아파트,20_창동청구빌라,21_창동대우아파트입구,22_국립현대미술관창동레지던시,23_신창.창동시장,24_창동서울탁주앞,25_금용아파트,26_창2동주민센터.보건지소,27_태영데시앙아파트,28_수유3동우체국,29_수유역.강북구청,30_삼성화재강북지점,31_수유역.노스페이스문화센터,32_수유3동우체국,33_태영데시앙아파트,34_창2동주민센터.보건지소,35_창번2교앞,36_창동서울탁주앞,37_창동.신창시장,38_국립현대미술관창동레지던시,39_창동대우아파트입구,40_창동청구빌라,41_창1동제1공영주차장입구,42_KT도봉지점,43_쌍문역,44_창동고등학교,45_창동주공1단지,46_창5동현대1차아파트,47_도봉보건소,48_방학사거리.바로선병원,49_서울문화고등학교,50_방학1동대상타운현대삼성아파트,51_도봉구청,52_서원아파트,53_도봉시장,54_서울북부지방법원.검찰청.성우아파트,55_도봉동서광아파트,56_노원교,57_도봉역,58_도봉동한신아파트,59_김근태기념도서관.도봉고등학교,60_도봉산입구
2022-03-05 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,2,0,0,0,2,3,0,0,0,0,0,0,2,0,0,1,0,0,1,2,4,7,8,9,12,0,10,0,0,0,0,0,0,1,2,0,3,5,6,0,0,5,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,0,0,0,0,1,1,0,0,1,1,2,0,1,0,0,1,0,0,1,0,2,2,3,0,4,3,3,0,1,1,1,0,0,0,1,2,3,3,5,6,5,4,0,0,1,2,3,4,3,2,1,0,0,0,2,0,0,0,0
2022-03-05 07:00:00,0,1,0,1,2,1,3,2,2,0,3,4,2,4,1,2,6,0,3,2,5,4,4,6,7,13,0,12,0,1,2,1,1,0,2,1,2,3,3,5,6,5,3,2,1,2,1,2,1,0,4,0,1,3,2,3,0,0,0,0
2022-03-05 08:00:00,1,0,1,2,0,0,1,3,5,6,8,7,3,5,0,5,6,1,0,3,5,4,4,7,8,10,6,7,1,0,0,1,0,0,1,2,5,7,8,7,8,8,5,5,6,5,5,3,4,2,2,3,0,0,2,0,1,1,1,0
2022-03-05 09:00:00,0,3,2,0,0,0,0,0,2,3,5,2,1,4,3,4,6,7,0,4,7,5,8,12,13,7,12,11,2,1,6,0,1,0,5,3,5,6,7,8,8,9,5,4,4,0,3,3,3,3,5,1,1,6,0,1,3,5,2,0
2022-03-05 10:00:00,0,1,0,3,0,0,5,1,2,6,5,2,3,1,3,2,7,5,6,7,4,6,10,12,10,15,13,11,2,0,5,3,0,0,0,7,5,10,12,13,7,6,5,5,4,6,8,7,4,6,8,0,9,8,0,4,3,2,5,0
2022-03-05 11:00:00,3,3,4,4,0,2,3,3,2,4,2,0,3,4,4,4,6,3,3,5,6,5,8,12,10,16,16,11,1,0,6,4,6,4,1,4,8,10,12,0,13,10,5,1,5,7,7,8,0,4,2,2,0,1,0,3,0,2,1,0
2022-03-05 12:00:00,2,1,1,3,3,5,6,5,4,0,7,6,7,2,3,4,5,5,0,0,5,5,7,12,14,12,15,11,1,1,7,2,3,6,5,6,9,9,9,9,11,6,6,6,6,5,6,5,4,4,5,2,0,2,0,1,2,0,1,0
2022-03-05 13:00:00,2,3,3,4,3,3,3,4,4,5,4,3,6,5,4,3,8,7,7,10,8,8,9,10,10,11,10,8,1,2,11,9,5,7,7,4,5,8,10,10,9,8,4,3,4,5,5,3,3,4,3,0,2,2,1,1,0,0,2,0
2022-03-05 14:00:00,3,4,5,4,1,3,4,5,6,0,7,8,7,8,4,0,10,10,0,7,8,8,10,9,8,0,10,8,2,3,12,13,11,9,6,6,3,4,5,4,5,4,5,4,3,2,3,0,2,3,5,0,0,4,2,0,3,2,0,0
2022-03-05 15:00:00,6,3,2,0,0,7,4,6,2,0,3,4,5,9,9,9,11,12,8,10,8,12,10,9,0,12,12,11,1,0,5,0,3,4,5,3,3,6,4,10,5,10,5,5,4,5,4,5,0,0,3,0,3,0,0,3,3,1,0,0
2022-03-05 16:00:00,2,3,0,0,0,2,0,3,8,4,9,8,6,8,9,8,10,9,8,4,7,6,7,9,9,10,9,7,2,2,13,13,10,12,11,7,8,9,11,11,10,8,6,0,3,7,6,0,7,4,5,3,3,2,1,3,2,0,0,0
2022-03-05 17:00:00,0,3,2,2,1,4,4,1,6,2,6,5,6,10,9,9,11,12,8,13,10,7,5,9,0,11,7,4,0,3,11,13,12,8,10,7,6,6,6,7,4,6,3,0,1,3,4,3,2,4,5,4,0,3,2,3,2,1,0,0
2022-03-05 18:00:00,2,1,2,3,0,4,0,5,6,5,0,6,3,8,7,5,10,11,11,7,5,5,6,8,4,11,9,6,0,2,14,15,10,13,8,7,6,6,7,10,11,2,6,3,2,0,2,1,5,3,0,4,2,1,0,2,1,0,0,0
2022-03-05 19:00:00,2,2,2,0,0,1,3,2,3,0,2,0,2,0,0,0,6,4,6,7,5,5,3,4,0,2,2,7,0,4,11,12,13,11,12,4,2,4,0,5,4,4,3,3,2,0,0,1,4,0,6,4,0,0,0,3,0,2,0,0
2022-03-05 20:00:00,1,1,0,0,0,1,0,0,2,1,3,0,0,2,2,0,6,5,0,1,4,2,3,2,3,0,1,1,0,0,10,13,12,7,7,8,4,5,0,0,6,3,2,5,6,0,7,0,4,3,1,2,1,0,0,0,0,0,0,0
2022-03-05 21:00:00,0,0,0,1,0,2,2,2,3,0,3,2,0,2,4,5,6,2,3,4,2,3,1,2,0,2,3,1,0,1,14,11,10,8,6,7,6,4,3,2,0,1,4,4,1,3,4,2,1,2,2,0,0,1,0,0,0,0,0,0
2022-03-05 22:00:00,0,1,0,0,0,0,1,2,4,0,5,0,0,4,5,4,7,3,0,2,2,0,1,2,0,1,0,1,0,2,9,15,15,5,12,8,4,3,1,2,1,0,3,2,3,1,2,1,0,2,2,1,2,0,1,0,0,0,0,0
2022-03-05 23:00:00,1,0,0,0,0,0,0,0,0,2,0,1,0,3,4,0,7,0,6,5,4,3,2,4,0,3,2,1,0,0,8,10,0,9,0,8,4,3,0,3,4,0,6,5,2,0,0,0,3,2,3,2,3,0,1,0,0,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,5,6,6,0,4,0,0,0,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,4,3,2,0,0,2,1,2,0,3,0,1,0,1,1,2,1,0,0,1,2,1,2,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-03-06 07:00:00,0,0,0,0,0,1,0,0,0,0,2,2,0,1,2,1,0,0,0,3,0,2,2,5,2,7,8,5,1,1,2,3,2,0,0,3,4,4,2,5,0,3,2,1,0,0,0,2,1,1,0,0,0,1,0,0,1,0,0,0
2022-03-06 08:00:00,1,1,2,3,2,3,4,3,0,1,3,0,2,2,1,2,3,0,0,3,2,9,3,10,13,8,2,11,0,0,1,2,0,1,4,3,2,4,4,5,5,2,5,3,5,0,4,4,3,2,2,1,1,0,0,0,0,0,1,0
2022-03-06 09:00:00,3,2,0,3,0,0,4,2,3,5,6,0,2,1,2,2,7,1,0,6,4,6,6,7,9,12,14,12,1,0,4,0,0,3,0,4,8,6,8,9,10,5,3,0,5,4,3,2,5,3,8,7,10,9,8,7,4,8,6,0
2022-03-06 10:00:00,1,2,0,0,0,3,4,3,4,5,5,8,7,6,5,5,4,5,6,5,4,7,7,5,4,7,7,4,0,0,3,4,3,5,4,4,6,4,9,8,10,2,6,7,8,0,0,9,6,7,9,7,0,11,10,11,11,10,8,1
2022-03-06 11:00:00,1,0,2,0,0,1,2,1,1,0,2,0,1,2,0,1,4,1,5,6,7,6,11,16,17,16,14,10,2,0,1,3,3,0,0,3,8,2,13,15,7,18,17,0,7,4,8,8,4,5,6,5,5,3,0,0,4,4,3,0
2022-03-06 12:00:00,4,0,0,0,0,1,4,2,6,3,7,4,6,4,6,5,4,1,0,5,4,4,5,5,6,8,2,6,1,0,9,10,9,7,0,4,4,6,8,7,8,7,15,5,7,5,0,17,8,11,11,12,13,16,9,0,16,15,9,0
2022-03-06 13:00:00,7,5,1,0,0,6,0,5,5,0,0,9,0,10,12,5,8,10,0,5,11,4,8,9,7,10,10,9,1,2,6,8,9,8,3,7,3,3,6,7,0,0,4,4,3,5,3,4,3,2,2,2,0,4,5,4,4,2,1,0
2022-03-06 14:00:00,15,18,17,18,17,16,11,12,16,13,14,6,0,12,10,8,9,6,5,6,10,8,11,10,9,11,10,9,0,0,4,0,2,1,0,4,6,7,6,5,5,4,3,4,2,1,4,3,4,9,1,8,0,0,6,0,0,0,3,0
2022-03-06 15:00:00,14,5,15,16,2,16,15,0,9,13,8,11,11,8,12,3,7,5,0,4,6,5,7,7,8,11,0,2,0,0,8,0,5,2,6,7,6,7,0,7,7,4,4,1,4,2,0,0,2,3,1,0,0,0,0,2,0,2,0,0
2022-03-06 16:00:00,4,4,0,4,0,0,5,3,3,2,3,3,1,2,4,1,12,5,0,9,6,5,6,10,3,12,13,9,0,0,7,6,6,5,4,4,4,5,5,6,4,6,4,4,1,3,0,0,0,0,1,3,0,1,0,0,0,0,2,0
2022-03-06 17:00:00,4,6,6,0,7,0,0,6,7,2,6,3,0,5,4,0,5,6,5,8,2,7,6,8,0,11,5,7,0,1,6,9,7,0,6,5,4,2,3,9,7,3,3,0,2,1,3,0,2,0,1,0,0,1,0,0,0,0,0,0
2022-03-06 18:00:00,1,4,5,2,0,0,3,4,5,0,6,3,5,4,4,0,10,9,8,9,4,9,9,5,5,6,4,4,1,3,15,0,14,10,8,6,4,3,3,4,2,4,4,5,6,4,2,5,3,2,1,0,0,0,0,0,0,0,0,0
2022-03-06 19:00:00,2,1,2,1,0,3,6,0,4,4,0,3,2,4,0,3,6,3,4,4,5,6,4,4,0,4,6,3,1,0,13,14,13,9,8,6,4,4,4,0,3,1,2,0,3,4,5,0,4,3,2,1,1,0,0,1,0,0,0,0
2022-03-06 20:00:00,1,1,4,0,0,0,5,0,6,8,6,3,0,5,2,3,4,0,5,2,4,2,2,2,4,5,2,4,0,3,10,11,8,7,5,6,5,6,4,2,2,3,3,0,2,0,3,0,2,1,2,0,0,1,0,0,0,0,0,0
2022-03-06 21:00:00,0,1,0,0,0,1,2,1,0,0,0,0,0,3,4,2,7,6,7,6,5,2,3,3,4,3,2,2,0,1,9,9,9,7,6,4,3,2,0,1,2,0,3,0,2,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0
2022-03-06 22:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,4,5,5,2,2,2,1,2,3,2,0,1,0,0,11,13,12,8,7,5,5,3,4,3,4,0,6,4,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-03-06 23:00:00,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,6,5,4,2,1,0,0,1,0,0,1,0,0,0,8,5,0,6,5,4,2,1,0,2,0,1,2,0,1,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,1,0,0,0,2,0,0,1,0,0,0,1,3,0,2,0,2,0,3,5,3,4,6,6,8,0,5,0,0,0,0,0,0,0,1,2,3,6,0,7,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,1,1,1,0,0,2,3,4,3,2,5,3,0,4,5,5,4,0,2,2,0,4,6,12,13,15,0,12,0,1,5,3,0,0,0,3,0,3,5,9,7,9,3,1,2,2,3,2,1,1,7,3,0,0,2,0,0,0,0,0
2022-03-07 07:00:00,1,2,0,2,0,4,5,3,9,12,17,19,19,20,21,7,7,5,4,3,2,10,16,21,25,35,36,30,0,0,2,2,1,2,2,8,10,17,25,27,30,29,11,10,8,11,11,10,6,7,7,0,6,6,1,0,0,0,0,0
2022-03-07 08:00:00,0,3,4,5,0,6,7,8,7,8,9,10,10,9,17,11,14,13,14,9,11,12,15,22,24,25,27,20,1,1,6,5,0,4,6,9,19,27,30,35,28,28,18,16,15,16,10,15,14,11,5,3,2,4,2,1,0,0,0,0
2022-03-07 09:00:00,2,6,1,9,0,10,8,7,5,6,5,0,5,6,6,7,8,8,9,8,6,10,11,13,6,18,19,14,1,0,1,3,2,1,2,3,5,5,7,8,9,5,5,3,6,7,4,8,7,6,4,0,1,0,3,2,0,0,1,0
2022-03-07 10:00:00,1,4,6,0,0,7,4,6,7,10,11,9,7,9,6,11,11,11,12,4,0,3,6,8,5,8,9,7,1,0,3,2,3,0,0,5,8,11,9,12,13,9,7,8,4,9,5,10,7,2,4,5,3,4,2,1,3,2,2,0
2022-03-07 11:00:00,2,0,2,1,0,3,4,3,7,2,8,7,6,5,0,5,7,7,2,10,8,5,7,7,0,4,8,3,1,1,7,2,6,4,4,5,5,4,3,4,0,2,5,0,6,7,6,1,4,5,4,5,0,0,0,3,3,3,2,0
2022-03-07 12:00:00,2,0,0,1,1,2,1,0,3,3,8,9,7,10,7,9,10,8,9,10,11,9,7,9,0,9,10,8,1,1,5,6,2,4,5,2,9,11,9,10,4,7,5,0,0,6,2,0,5,4,3,0,3,0,0,2,3,2,1,0
2022-03-07 13:00:00,2,4,5,2,0,6,5,0,5,6,4,4,4,4,0,0,6,10,9,6,8,5,7,9,1,7,0,8,0,1,7,7,7,8,7,7,7,7,9,9,10,9,7,7,4,5,6,3,7,6,6,3,5,4,0,0,0,0,0,0
2022-03-07 14:00:00,2,3,0,2,0,0,1,2,4,3,8,9,5,8,7,12,15,16,17,18,16,9,8,10,0,9,7,4,1,2,8,10,8,8,0,6,7,8,9,8,9,8,8,11,11,10,11,12,4,6,7,0,6,2,0,0,0,0,1,0
2022-03-07 15:00:00,2,16,6,4,0,17,6,16,5,2,8,0,8,7,8,12,16,8,14,0,11,8,9,8,9,9,8,7,1,1,14,8,13,9,7,6,6,7,6,7,7,6,4,10,12,13,14,12,7,8,8,6,4,5,4,3,4,0,0,0
2022-03-07 16:00:00,2,4,5,0,6,7,8,3,19,13,14,13,8,8,11,13,16,14,4,11,9,7,8,8,9,12,9,9,1,0,9,8,9,5,3,5,7,8,5,8,8,4,7,6,6,6,7,4,10,9,6,7,6,0,3,2,5,3,0,0
2022-03-07 17:00:00,1,2,0,2,0,2,0,3,2,7,7,6,5,6,5,4,9,13,5,10,6,8,5,6,4,4,3,3,0,1,16,17,14,14,15,12,11,14,13,10,9,8,6,9,9,8,10,10,10,7,9,10,9,2,6,5,4,3,1,0
2022-03-07 18:00:00,1,2,0,1,0,0,1,2,5,2,6,8,4,9,10,7,19,16,15,12,10,8,9,6,0,8,6,4,0,3,28,30,25,21,18,13,8,6,8,8,10,9,8,10,9,4,6,11,10,9,6,5,4,0,2,3,1,0,0,0
2022-03-07 19:00:00,1,0,1,0,0,2,5,3,5,5,7,6,6,5,5,4,10,8,10,9,9,6,6,8,9,5,6,4,0,1,26,31,29,24,22,15,5,9,8,9,8,6,6,6,6,0,8,5,7,5,6,6,5,3,2,0,2,0,1,0
2022-03-07 20:00:00,2,1,0,1,0,1,0,0,4,4,5,4,2,5,0,4,9,10,9,8,6,4,6,7,6,7,0,1,0,2,24,23,11,20,17,12,6,5,3,4,4,1,3,2,1,3,3,3,3,0,5,3,2,0,1,0,0,0,0,0
2022-03-07 21:00:00,0,1,1,2,0,3,0,0,3,4,3,3,6,7,3,2,11,7,7,6,5,5,4,3,4,4,3,1,0,1,14,12,13,9,7,7,4,6,5,3,6,4,3,0,2,2,3,0,2,1,4,0,2,1,0,0,2,1,0,0
2022-03-07 22:00:00,0,0,1,1,0,0,0,3,5,6,6,0,0,5,4,0,4,3,2,2,1,2,1,1,0,0,0,1,0,2,10,8,0,7,6,7,6,5,2,0,1,3,6,5,5,3,6,3,5,4,3,1,3,2,2,1,0,0,0,0
2022-03-07 23:00:00,1,0,0,0,0,2,0,0,0,0,0,4,3,4,3,0,4,0,3,3,2,0,0,1,0,0,0,0,0,0,5,4,4,1,1,2,1,0,0,2,1,3,1,2,0,0,1,2,0,0,2,1,0,1,0,0,0,0,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,0,1,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,1,4,5,6,7,0,5,0,0,0,0,0,0,1,2,3,4,9,10,11,0,11,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 06:00:00,0,1,1,2,0,1,2,3,4,0,5,4,0,5,7,4,4,0,2,1,0,4,6,9,10,12,14,9,0,3,1,3,0,0,0,3,0,3,6,8,4,8,4,1,0,2,2,1,12,10,7,4,0,0,3,2,0,0,0,0
2022-03-08 07:00:00,1,2,0,2,3,2,4,3,8,7,11,14,13,10,6,9,6,4,3,2,3,8,13,19,22,38,40,27,1,0,4,0,1,2,4,7,9,16,28,32,35,21,10,9,9,3,10,8,4,7,6,0,7,2,1,5,0,4,1,0
2022-03-08 08:00:00,0,2,1,3,1,7,11,6,8,8,10,11,14,16,15,10,11,11,10,12,11,9,13,18,22,25,23,15,1,0,2,3,2,3,1,8,15,20,26,31,32,30,19,14,15,17,18,20,17,15,5,1,4,3,0,1,0,0,0,0
2022-03-08 09:00:00,2,2,4,2,0,5,7,6,4,8,6,4,2,6,7,3,8,7,7,7,8,9,10,12,16,23,22,15,1,0,1,2,4,3,0,5,9,10,4,11,12,12,8,8,8,4,9,6,7,5,3,3,2,1,0,2,0,0,1,0
2022-03-08 10:00:00,1,2,1,2,0,1,4,5,4,0,9,8,6,7,5,5,5,6,3,7,6,1,4,6,3,9,4,8,2,0,1,0,1,0,0,2,3,7,8,7,8,7,4,0,5,6,7,6,5,4,3,0,2,3,0,1,0,0,2,0
2022-03-08 11:00:00,3,0,4,5,0,1,2,2,3,4,5,3,2,4,2,4,5,4,3,3,2,7,8,7,8,11,10,7,1,0,4,2,0,3,1,4,5,9,3,10,3,9,7,0,6,3,3,0,0,4,2,0,1,0,0,1,0,0,0,0
2022-03-08 12:00:00,1,0,0,1,2,3,3,2,7,8,5,7,4,7,4,5,7,7,6,5,5,3,6,8,0,13,14,9,2,1,6,3,5,3,3,4,5,5,6,5,4,3,6,7,0,6,5,1,5,0,4,5,4,2,0,0,2,1,0,0
2022-03-08 13:00:00,2,3,0,0,0,3,4,4,6,4,15,0,13,8,11,10,12,12,9,14,13,9,7,10,9,11,11,10,0,3,5,9,8,0,6,5,5,3,6,5,6,3,5,4,8,3,8,6,7,6,4,0,2,5,5,6,0,4,2,0
2022-03-08 14:00:00,1,2,2,4,0,6,1,6,6,7,11,10,7,8,8,7,9,8,9,0,6,4,5,6,0,9,10,7,1,1,6,4,5,4,3,4,7,8,10,7,11,10,10,11,9,6,11,7,7,9,5,1,0,6,0,0,2,5,1,0
2022-03-08 15:00:00,8,11,12,1,0,13,16,15,8,6,7,7,7,7,9,16,18,12,19,17,10,10,6,7,8,8,9,7,2,2,8,15,13,9,1,5,5,6,9,10,11,5,9,8,6,5,8,7,6,5,5,4,6,2,7,5,3,2,1,0
2022-03-08 16:00:00,4,12,10,1,0,4,9,8,18,17,17,17,11,12,4,5,14,9,15,15,14,12,9,10,11,10,10,6,1,0,13,3,12,8,6,7,6,8,7,9,10,7,9,14,15,0,17,14,9,7,5,3,3,1,2,0,2,0,0,0
2022-03-08 17:00:00,1,2,1,5,0,4,7,9,12,8,9,9,9,9,9,7,21,21,12,18,17,12,9,11,12,13,12,9,1,1,20,21,20,13,6,10,5,7,6,7,8,6,3,4,2,4,3,5,6,5,5,0,3,2,0,1,1,2,1,0
2022-03-08 18:00:00,2,0,4,3,0,3,7,1,14,6,15,14,13,12,13,13,20,0,18,15,13,9,10,12,7,11,10,6,1,2,26,27,26,21,20,17,7,6,10,13,14,13,11,13,6,15,14,15,13,4,10,8,7,5,3,1,0,1,2,0
2022-03-08 19:00:00,2,0,2,2,1,3,3,2,4,3,4,5,4,4,2,0,9,10,9,10,5,5,5,4,2,6,0,2,0,1,20,20,18,16,14,9,7,8,8,9,10,8,8,5,10,8,7,0,6,5,4,3,1,2,0,1,0,0,0,0
2022-03-08 20:00:00,0,4,0,1,0,0,3,2,6,6,7,3,8,8,0,0,9,1,10,8,9,8,5,6,3,4,2,1,0,1,17,13,16,13,11,10,4,5,4,2,6,0,4,5,5,6,3,5,4,2,5,2,1,3,1,2,1,0,0,0
2022-03-08 21:00:00,1,2,0,2,0,1,0,2,4,5,0,0,6,4,5,5,12,11,6,10,6,3,1,2,0,3,1,1,0,1,13,18,10,16,13,8,7,3,3,0,5,4,6,5,4,7,5,0,4,0,2,3,0,2,0,1,1,0,0,0
2022-03-08 22:00:00,1,0,0,0,0,4,3,2,2,5,6,7,0,7,8,7,12,7,6,11,9,7,8,6,2,4,0,3,1,1,11,12,13,13,12,8,6,6,0,3,2,1,6,4,5,3,5,0,5,5,6,0,5,4,0,2,1,0,0,0
2022-03-08 23:00:00,0,0,0,0,0,0,1,2,0,0,0,0,0,3,1,0,5,4,0,0,1,1,1,2,0,0,2,1,0,0,14,15,12,8,7,6,6,5,1,4,5,0,3,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 05:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,2,0,1,4,2,5,0,4,0,0,0,1,0,0,2,4,0,4,9,10,0,0,7,0,6,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0
2022-03-09 06:00:00,0,0,0,0,0,1,2,0,1,0,3,1,0,0,2,0,3,1,0,0,2,3,4,6,6,5,7,4,0,1,3,0,0,2,0,0,1,2,3,4,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2022-03-09 07:00:00,1,0,0,1,0,0,0,1,2,1,3,2,2,3,2,0,4,2,1,1,3,5,6,7,8,12,11,10,0,0,1,1,0,0,0,1,2,5,7,8,4,7,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
