Unnamed: 0,1_수유중학교혜화여고,2_서울정인학교,3_구세군강북종합사회복지관입구,4_미양중고등학교.팔팔·미송경로당,5_삼각산동SK아파트북한산시티미양초등학교,6_두산위브아파트입구,7_동북프라자,8_삼양동사거리,9_송천초등학교.미아뉴타운입구,10_미아초교,11_길음동동부아파트,12_길음뉴타운,13_미아리고개.미아리예술극장,14_돈암사거리.성신여대입구,15_삼선동주민센터,16_성북구청.성북경찰서,17_보문역,18_보문동성당,19_보문동주민센터,20_신설동로터리,21_동묘앞,22_동대문(흥인지문),23_종로6가.동대문종합시장,24_방산종합시장,25_을지로5가,26_을지로4가,27_을지로3가,28_을지로2가.기업은행본점.서울노동청,29_롯데백화점,30_북창동.남대문시장,31_숭례문(가상),32_숭례문,33_서울역버스환승센터,34_갈월동,35_숙대입구역,36_삼각지역,37_KT용산지사,38_신용산역,39_한강대교북단.LG유플러스,40_노들섬,41_노들역,42_사육신공원,43_노량진역,44_동작구청.노량진초등학교앞,45_장성교회,46_장승배기역,47_상도초등학교입구,48_성대시장,49_신대방삼거리,50_보라매병원입구,51_롯데백화점관악점,52_패션문화의거리입구,53_신림사거리,54_서원동승리교앞,55_서원동문화교앞,56_서림동주민센터.신화단지,57_삼성동시장,58_삼성동주민센터,59_미림고개,60_미림여고.미림여자정보과학고,61_신우초등학교,62_삼성산성지,63_산장아파트,64_삼성산주공아파트,65_산복터널.관악산휴먼시아2단지,66_벽산아파트1단지.호압사입구,67_벽산아파트5단지,68_경인교육대학교,69_벽산아파트5단지,70_벽산아파트1단지.호압사입구,71_산복터널.관악산휴먼시아2단지,72_삼성산주공아파트,73_산장아파트,74_삼성산성지,75_신우초등학교,76_미림여고.미림여자정보과학고,77_미림고개.고시촌입구,78_관악농협신림지점앞,79_영광메디컬센터,80_쑥고개입구,81_서원동문화교앞,82_신림역2번출구,83_패션문화의거리입구,84_보라매공원.보라매병원,85_보라매삼성아파트.모자원고개,86_신대방삼거리,87_성대시장,88_상도초등학교입구,89_청화병원,90_동작구청.노량진초등학교앞,91_노량진역,92_노들역,93_노들섬,94_한강대교북단.LG유플러스,95_신용산역,96_KT용산지사,97_삼각지역,98_숙대입구역,99_갈월동,100_서울역버스환승센터.강우규의거터,101_남대문시장앞.이회영활동터,102_롯데영프라자,103_을지로입구.로얄호텔,104_을지로2가.파인에빈뉴,105_을지로3가,106_을지로4가.베스트웨스턴국도,107_을지로5가.중부시장,108_을지로6가.국립중앙의료원,109_동대문역사문화공원,110_동대문역.흥인지문,111_동묘앞,112_신설동역1번출구,113_보문동주민센터,114_보문동성당,115_보문역,116_성북구청.성북경찰서,117_삼선동주민센터,118_돈암사거리.성신여대입구,119_미아리고개.미아리예술극장,120_돈암동삼성아파트입구,121_길음동동부아파트,122_미아초교,123_송천초등학교.미아뉴타운입구,124_삼양동사거리,125_동북시장,126_두산위브아파트입구,127_삼양동벽산라이브파크미양초등학교,128_미양중고등학교.팔팔·미송경로당,129_구세군강북종합사회복지관입구,130_우광타운,131_혜화여고
2022-03-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 04:00:00,2,1,2,4,7,6,8,6,7,6,7,5,5,8,7,5,5,4,4,5,8,4,5,7,6,5,5,2,4,0,4,1,3,4,3,0,2,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 05:00:00,1,2,3,3,6,2,1,9,4,10,11,8,7,6,5,2,4,3,5,6,7,4,3,4,0,5,2,1,6,5,0,4,3,2,4,5,0,4,1,3,4,0,3,5,2,3,5,6,6,5,5,6,8,0,6,0,4,5,3,0,0,4,0,3,2,1,0,0,1,3,0,0,4,0,3,4,6,7,9,0,12,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 06:00:00,1,1,2,4,3,2,3,4,3,6,7,6,4,5,4,4,5,5,5,7,10,5,9,7,6,3,4,4,3,2,0,1,3,4,5,6,0,5,7,0,6,0,5,5,6,3,3,4,4,5,5,7,6,7,4,6,4,4,3,2,0,1,1,2,3,2,0,3,2,3,4,2,4,0,5,6,11,12,9,11,12,6,8,15,13,13,18,18,7,7,14,11,0,8,6,0,5,12,5,4,11,8,7,5,0,4,3,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 07:00:00,2,2,3,3,3,5,0,6,5,6,8,7,9,6,5,4,5,6,7,8,7,5,4,4,5,5,5,4,3,2,0,0,5,4,4,3,5,4,3,4,5,4,4,3,6,5,5,2,7,3,4,4,7,3,3,6,5,3,2,3,1,1,0,1,2,1,0,1,3,3,4,4,5,0,3,4,6,9,13,14,13,7,7,9,10,11,13,13,14,12,11,5,5,7,3,3,5,5,4,3,2,3,2,2,1,0,1,6,1,2,0,2,3,3,2,3,1,2,0,0,1,1,0,2,0,0,0,0,1,0,0
2022-03-13 08:00:00,2,4,4,5,9,11,8,9,12,15,16,11,12,14,7,9,11,13,12,8,9,12,11,6,9,8,6,6,3,3,0,3,6,0,3,4,5,7,5,7,8,7,8,9,10,7,8,10,12,10,9,6,10,5,9,7,5,4,3,4,0,1,2,2,4,3,2,2,2,4,6,9,11,10,4,14,21,16,20,25,25,13,14,16,18,22,20,21,21,19,18,19,0,18,14,13,12,10,9,8,7,7,6,4,3,5,0,0,6,2,3,2,4,2,4,3,4,5,3,3,5,5,6,5,2,2,5,3,2,1,0
2022-03-13 09:00:00,5,7,7,7,8,9,11,12,17,23,24,17,14,11,13,14,14,15,18,14,12,14,15,14,13,12,10,9,6,4,3,3,5,6,8,7,5,7,8,8,8,7,10,7,7,11,12,12,12,13,9,11,9,6,8,6,6,5,5,5,0,3,2,3,0,2,0,1,4,7,5,9,8,9,10,15,17,25,25,28,33,16,17,18,20,17,20,24,22,20,18,18,13,18,15,14,12,14,12,10,8,7,6,7,4,3,6,4,4,5,5,5,5,8,5,4,8,6,5,7,5,3,5,5,3,1,1,3,2,0,0
2022-03-13 10:00:00,4,6,11,9,10,13,10,10,12,13,12,10,13,15,15,15,19,16,21,16,16,12,6,12,14,12,13,11,11,10,7,7,8,5,7,12,5,12,13,0,14,14,14,15,14,14,15,16,13,13,18,10,13,0,11,13,15,16,10,13,9,7,6,3,4,5,3,3,3,9,10,15,10,6,16,18,20,22,27,30,33,17,21,25,28,25,33,35,40,34,26,23,24,22,18,17,15,14,13,12,10,9,9,13,12,3,4,8,4,4,3,3,4,5,4,5,3,9,7,8,8,9,8,9,7,7,6,5,4,2,0
2022-03-13 11:00:00,1,3,5,8,9,8,9,12,14,14,15,17,16,15,13,15,16,15,15,12,12,9,10,13,9,7,11,7,9,5,0,9,8,9,10,10,9,10,10,10,10,9,12,14,16,14,14,15,11,10,7,9,8,7,8,11,9,10,11,9,5,4,8,12,10,7,6,2,4,8,11,13,16,0,10,17,23,28,35,43,40,24,26,29,28,28,27,30,34,32,23,23,0,23,18,16,13,17,17,13,11,13,14,13,11,12,12,12,9,8,6,6,8,9,6,6,6,7,9,8,4,5,4,5,10,8,7,5,2,2,0
2022-03-13 12:00:00,7,3,8,9,11,10,10,12,12,17,20,16,16,13,15,19,19,21,22,20,19,20,19,18,16,15,12,14,11,15,13,13,17,18,17,20,21,15,16,10,15,18,17,16,18,18,19,21,19,20,16,16,18,17,17,18,18,16,16,14,12,7,12,13,11,9,8,3,4,13,13,9,10,10,11,19,24,38,40,43,44,18,18,22,26,25,34,36,37,31,26,27,20,25,22,21,16,13,14,11,12,12,12,14,14,15,14,13,10,13,11,12,12,13,13,8,11,13,14,12,9,7,7,6,11,9,9,6,2,1,0
2022-03-13 13:00:00,2,3,4,2,6,9,10,10,11,18,20,13,15,12,12,14,14,15,16,15,19,14,14,13,13,12,12,11,13,14,0,13,14,14,15,18,19,21,17,14,16,16,21,22,23,20,14,17,21,18,13,13,17,18,17,14,12,15,17,9,9,15,13,8,7,6,9,6,6,10,11,13,15,17,20,21,26,29,32,44,46,18,19,21,22,24,30,31,33,32,26,28,27,24,23,22,17,16,8,17,14,13,10,15,10,10,14,12,10,11,13,14,13,13,14,12,8,12,16,20,17,15,11,9,9,9,8,7,5,3,0
2022-03-13 14:00:00,2,4,9,8,10,8,8,10,13,17,18,14,17,13,12,12,15,15,11,15,17,13,15,18,18,16,15,13,12,10,0,8,11,11,15,21,20,18,16,19,19,18,24,24,22,24,25,17,15,13,11,13,18,13,14,16,16,13,13,13,7,12,11,10,3,5,4,8,9,16,19,12,13,0,18,19,24,26,35,41,42,25,25,19,20,20,25,28,31,27,20,21,22,20,19,18,19,15,15,17,16,13,12,11,10,9,11,14,17,11,14,14,12,14,16,16,12,12,13,13,12,11,10,8,12,7,11,5,2,0,0
2022-03-13 15:00:00,2,3,6,7,7,7,10,10,12,9,11,13,13,11,13,13,16,18,19,19,23,22,20,20,19,16,11,15,15,16,9,14,16,15,11,23,22,26,26,27,26,24,22,23,23,22,22,23,19,16,19,20,28,29,24,25,20,20,16,13,0,10,13,13,10,6,4,4,10,12,7,8,0,12,13,19,26,38,41,43,39,13,24,25,23,21,22,24,25,23,16,17,16,15,14,9,14,12,12,13,16,14,15,16,13,14,13,12,16,13,16,15,14,15,15,16,12,18,19,20,18,14,8,11,10,7,7,4,1,1,0
2022-03-13 16:00:00,4,3,4,5,4,6,7,10,12,10,14,11,14,10,10,11,12,9,13,11,12,16,19,16,20,17,17,20,18,19,4,15,20,22,26,26,23,25,27,26,27,24,28,30,31,33,28,26,24,23,22,18,25,28,23,18,15,14,13,13,12,11,10,11,8,5,4,8,13,17,17,18,10,0,12,17,19,25,26,31,33,23,23,23,21,18,18,19,17,16,18,20,14,18,15,10,12,11,12,11,12,13,15,17,15,7,17,15,19,18,16,16,16,12,8,13,16,14,13,16,15,11,15,10,10,10,8,5,2,1,0
2022-03-13 17:00:00,1,2,3,5,15,15,17,18,17,18,17,15,14,9,10,13,12,14,14,13,15,19,18,17,10,16,15,14,19,16,18,18,18,19,20,20,19,24,26,22,26,20,28,29,29,30,30,33,31,27,27,24,33,34,32,27,24,19,10,14,9,11,9,11,11,4,2,8,8,12,10,9,14,10,7,14,20,28,37,43,31,15,18,20,22,22,22,24,25,20,21,22,20,20,18,18,15,17,14,11,12,16,17,20,20,14,20,16,22,19,21,22,19,17,13,14,11,12,11,14,13,11,10,9,12,12,11,8,5,2,0
2022-03-13 18:00:00,2,3,3,4,7,7,6,8,4,7,9,16,15,10,12,12,13,14,15,15,17,15,13,16,15,15,16,18,26,27,0,25,24,24,26,26,25,30,30,31,31,20,32,27,27,27,21,18,22,23,23,24,39,38,35,31,25,19,18,16,11,15,14,15,11,7,5,8,1,11,14,11,8,0,10,9,14,15,17,40,40,22,20,22,23,20,24,25,25,22,21,20,19,17,16,15,14,15,16,11,13,14,15,17,16,17,15,17,21,19,21,30,27,22,20,20,20,22,18,17,14,12,10,11,11,10,9,4,3,2,0
2022-03-13 19:00:00,2,4,5,6,5,6,2,5,3,6,8,9,11,11,14,13,15,13,17,14,14,11,10,11,10,9,10,9,14,14,7,14,15,14,14,19,20,22,22,22,23,20,24,31,20,27,24,17,19,17,16,17,26,28,25,21,23,16,14,11,7,7,7,6,6,6,4,4,3,4,3,5,0,0,4,8,9,17,20,21,18,13,16,18,15,17,18,20,21,21,13,11,6,10,8,9,10,9,11,11,10,11,13,14,16,19,18,18,15,13,19,18,16,14,15,13,13,13,12,14,14,15,11,9,13,13,11,8,7,3,0
2022-03-13 20:00:00,2,3,2,6,4,4,3,6,8,9,7,9,9,7,7,10,7,11,7,10,7,6,6,6,5,4,8,11,12,13,0,12,18,18,19,21,21,29,29,31,28,26,31,31,32,30,28,26,25,21,21,22,35,36,32,25,19,23,19,18,8,6,17,16,14,7,5,7,1,8,2,6,6,5,4,5,6,10,13,16,15,10,15,16,13,10,12,6,14,9,11,10,5,9,8,5,7,8,7,7,8,15,16,11,17,12,16,15,21,16,17,13,13,17,15,12,13,10,10,11,6,8,7,10,7,9,9,4,3,2,0
2022-03-13 21:00:00,1,0,1,1,3,2,4,6,7,5,5,4,7,6,6,7,7,6,7,6,6,3,8,4,5,6,8,6,9,4,0,10,15,12,19,19,18,26,26,0,8,23,27,28,27,31,27,25,22,19,13,15,23,25,23,21,20,12,10,11,5,0,10,7,5,4,2,2,2,5,3,4,5,0,0,7,14,23,26,26,24,11,18,16,16,19,19,20,21,4,16,16,12,10,12,8,11,10,7,7,8,10,9,10,11,13,12,9,14,13,14,17,16,16,13,12,11,17,17,21,17,12,9,8,11,8,9,7,3,2,0
2022-03-13 22:00:00,2,0,0,1,0,3,0,3,4,1,7,6,7,8,6,7,7,0,6,4,4,2,5,4,5,6,7,8,13,8,4,0,9,12,9,13,13,17,18,21,16,20,28,29,23,22,22,20,23,22,18,17,41,39,34,30,24,19,18,17,0,2,5,14,10,5,3,2,6,8,7,5,0,0,0,2,4,12,13,17,18,11,23,20,19,17,13,10,12,13,15,4,4,8,13,12,8,9,6,9,9,11,9,13,12,14,13,13,17,15,16,16,15,12,16,15,14,24,20,26,28,23,19,14,14,13,11,6,2,3,0
2022-03-13 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,13,0,17,17,18,18,19,11,20,21,29,29,31,30,28,23,25,23,20,20,33,33,28,25,23,15,12,10,16,9,15,13,10,4,3,1,0,1,0,0,0,0,0,0,2,4,4,4,3,4,8,7,6,6,6,6,5,5,5,2,0,6,3,7,8,5,7,8,7,8,10,11,12,12,5,4,15,16,16,15,13,13,13,13,10,16,16,15,9,13,11,7,9,8,7,4,3,1,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,12,8,12,13,18,20,19,26,27,35,29,31,31,30,27,28,27,29,28,26,30,42,41,39,38,36,31,23,18,17,16,14,13,8,9,8,2,10,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,3,5,7,5,11,15,14,14,16,18,17,13,13,13,15,11,16,17,19,14,22,20,21,17,20,22,18,15,13,13,12,4,12,10,9,8,7,5,6,3,8,4,10,9,10,8,11,11,10,9,8,9,8,3,5,7,8,8,3,2,0,0,0,5,7,6,5,0,2,5,7,9,5,6,7,11,13,15,24,28,17,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 06:00:00,3,4,7,8,10,13,13,17,18,23,24,21,18,17,17,22,13,15,14,12,12,14,14,12,11,9,9,8,7,5,0,2,5,5,6,6,5,6,7,0,8,5,9,9,8,8,6,7,8,9,8,7,6,0,7,5,4,7,9,8,0,7,6,6,4,3,3,2,5,14,17,20,21,0,23,28,27,29,35,34,35,20,21,27,25,25,32,27,33,29,23,24,21,23,22,22,20,16,16,14,12,11,9,3,7,5,3,2,4,3,2,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 07:00:00,14,20,11,13,14,18,19,21,23,33,32,33,36,35,27,28,26,29,31,29,28,28,26,23,21,19,19,14,13,12,11,10,8,9,14,22,13,23,27,26,25,23,26,16,26,19,19,21,20,20,18,14,25,15,26,27,26,28,29,14,12,6,15,16,15,11,12,7,15,29,35,37,39,0,42,44,49,53,58,61,57,52,29,34,36,35,41,45,44,37,28,25,25,24,23,24,25,25,26,28,27,23,15,18,14,11,8,3,6,8,10,14,15,16,16,10,10,10,10,14,14,22,27,31,19,33,41,26,24,20,0
2022-03-14 08:00:00,3,7,16,19,16,16,16,20,21,29,30,34,38,40,42,40,37,37,46,41,51,47,44,36,31,25,15,13,13,8,6,6,14,13,21,32,32,36,30,30,29,28,35,37,38,39,37,37,38,26,23,16,20,19,20,21,18,19,17,12,12,0,15,18,17,14,18,8,14,26,27,31,35,28,36,46,54,63,56,68,62,28,38,43,45,57,59,67,59,60,37,35,33,30,30,29,31,31,35,37,36,30,18,19,14,10,8,8,11,9,9,16,16,15,16,16,18,13,12,10,8,9,11,17,20,22,22,15,14,7,0
2022-03-14 09:00:00,4,6,10,13,13,14,13,16,23,32,35,27,29,25,25,29,28,30,30,27,24,25,24,22,20,18,16,14,10,10,9,6,11,10,7,11,11,11,12,13,12,10,17,17,14,14,14,16,16,14,13,9,16,13,15,14,11,8,4,7,0,6,9,7,9,9,9,2,4,9,10,13,14,14,16,20,25,31,48,57,54,31,32,40,38,32,37,41,41,36,25,24,21,23,18,14,15,17,24,23,19,16,13,13,12,11,11,6,10,12,4,10,6,10,10,11,8,6,7,9,8,8,6,7,6,6,5,3,2,1,0
2022-03-14 10:00:00,3,7,8,10,12,13,13,14,15,18,20,17,17,16,16,18,15,18,18,21,25,28,27,23,19,18,17,15,15,11,0,10,9,8,6,12,13,12,11,9,11,10,13,14,13,10,9,9,11,9,11,10,16,16,15,13,13,10,10,7,9,5,4,6,5,4,3,3,3,10,10,16,17,0,10,19,18,21,24,33,37,18,17,23,24,22,28,31,31,29,22,22,20,20,19,20,20,19,19,18,16,11,9,14,8,12,12,8,7,7,6,6,7,9,8,6,6,6,4,7,6,5,2,4,4,3,3,1,1,2,0
2022-03-14 11:00:00,2,3,4,6,7,7,6,8,13,15,16,13,16,14,13,15,11,14,12,13,12,11,10,9,11,11,9,10,9,8,2,6,8,9,8,9,7,12,13,3,7,5,9,11,10,11,11,13,11,9,11,12,13,15,12,12,11,9,5,6,4,7,5,8,8,7,6,1,3,6,3,9,11,0,8,13,15,21,23,30,31,14,18,25,23,23,23,26,25,24,19,18,17,17,16,15,14,15,14,11,10,11,12,16,15,8,7,6,8,8,7,10,14,9,15,22,18,16,17,16,8,6,5,6,7,4,6,5,4,2,0
2022-03-14 12:00:00,2,3,5,7,7,8,7,11,9,11,14,10,10,8,11,13,14,17,14,19,19,19,15,14,12,11,11,9,7,11,9,9,12,13,12,14,12,14,15,17,15,14,15,19,19,18,19,23,15,16,13,14,17,18,19,15,15,15,16,14,6,13,10,7,10,7,5,6,3,10,9,7,11,8,12,12,17,22,21,24,26,18,19,22,19,16,18,19,20,17,13,11,8,12,11,10,9,10,9,10,9,13,10,12,8,11,13,11,9,9,12,13,13,12,10,14,15,15,13,13,10,6,5,3,7,8,4,4,1,1,0
2022-03-14 13:00:00,4,5,4,6,4,5,8,12,14,17,18,12,11,11,13,14,15,14,14,14,17,16,19,17,16,14,14,8,12,13,0,13,14,3,14,16,15,16,7,10,14,14,14,17,19,16,15,14,13,11,11,12,19,18,15,14,12,10,11,8,9,6,6,7,6,5,4,6,7,7,8,8,8,5,7,14,15,22,26,28,27,13,14,14,15,16,19,24,25,21,18,14,8,13,13,11,10,13,14,12,11,12,13,13,12,10,9,10,13,12,10,10,12,13,12,11,11,10,9,10,9,7,6,6,11,9,5,4,1,0,0
2022-03-14 14:00:00,13,15,15,18,12,10,10,10,10,16,15,11,7,6,10,9,9,18,17,14,10,10,10,5,11,15,12,9,10,9,8,11,13,13,12,12,9,14,16,14,11,9,17,22,14,24,23,19,14,12,16,17,28,27,20,17,15,15,13,11,13,12,9,8,6,6,5,6,7,9,7,8,9,0,10,15,18,26,27,27,29,18,21,16,17,18,18,19,20,18,11,12,0,11,10,8,10,12,11,8,12,11,11,14,12,14,15,14,15,14,12,10,14,15,14,13,16,17,16,15,14,12,7,6,7,8,11,7,5,1,0
2022-03-14 15:00:00,40,41,37,33,34,36,35,30,29,26,16,11,8,11,10,10,14,13,12,10,12,11,12,13,15,17,17,17,15,21,20,21,22,20,21,21,20,27,29,28,30,13,29,30,26,25,23,16,13,11,15,14,29,28,21,18,17,17,13,14,12,10,11,10,7,4,1,3,6,10,5,10,11,0,5,22,27,31,33,33,32,25,11,13,12,11,13,13,12,12,8,7,0,10,11,12,5,9,11,11,13,11,17,21,23,26,28,27,26,20,24,27,26,28,32,27,23,23,24,25,24,14,13,13,15,13,11,8,9,2,0
2022-03-14 16:00:00,3,11,15,10,16,15,14,17,22,22,21,18,24,10,9,9,10,14,11,15,16,18,18,14,16,11,16,16,18,21,19,13,23,21,26,21,18,25,24,25,23,21,28,31,31,33,29,25,26,23,19,26,30,28,27,26,22,21,19,17,15,15,13,13,9,6,3,14,6,20,15,13,7,12,15,27,33,39,45,44,39,18,18,19,20,18,20,23,21,20,18,11,10,11,12,14,11,9,10,8,13,12,14,15,14,15,17,19,23,21,22,23,22,20,20,23,26,25,25,22,25,23,27,26,25,22,19,10,5,3,0
2022-03-14 17:00:00,5,7,11,11,12,12,14,15,14,13,16,16,14,15,14,13,14,14,17,10,12,15,16,13,21,20,21,20,25,29,28,25,24,23,22,25,23,30,36,36,34,31,44,46,44,43,41,34,34,32,21,20,46,47,36,30,23,20,20,18,17,16,15,14,9,9,5,16,14,13,7,14,12,11,8,17,21,27,30,34,32,19,22,35,34,29,28,27,27,25,19,18,9,21,20,21,15,13,8,12,12,14,14,18,24,30,34,33,24,23,25,22,26,23,20,21,25,25,30,27,22,17,16,12,11,10,10,7,3,5,0
2022-03-14 18:00:00,3,3,4,5,7,4,8,12,16,21,22,10,16,14,15,14,14,15,13,11,10,9,7,13,14,16,17,28,33,38,0,42,41,46,44,45,44,50,49,20,50,49,52,52,54,49,44,39,41,40,38,36,58,54,53,51,50,44,36,32,22,31,26,20,17,5,5,12,11,12,11,8,6,0,11,11,12,26,34,38,38,16,22,41,35,32,32,32,30,28,19,19,18,19,15,15,9,9,9,11,13,19,21,29,21,30,27,29,32,33,33,37,36,39,38,32,27,36,35,42,34,27,18,18,20,16,24,15,9,4,0
2022-03-14 19:00:00,3,2,4,5,5,5,7,11,13,13,14,11,12,9,8,11,9,10,8,11,10,13,11,9,8,9,11,14,16,18,9,21,21,23,23,25,25,25,36,34,35,23,37,31,36,35,32,35,39,33,28,24,54,51,51,49,45,41,35,30,14,28,23,21,18,10,4,26,24,24,16,12,0,1,9,12,15,16,23,28,26,13,23,26,23,16,18,17,20,16,16,15,11,13,12,13,11,8,6,7,7,11,17,18,17,21,24,25,27,24,27,32,32,29,30,29,27,37,37,38,31,27,23,21,18,16,20,11,7,1,0
2022-03-14 20:00:00,2,0,2,3,5,6,5,8,8,8,11,11,11,13,9,8,10,12,14,13,13,7,9,10,9,11,12,13,18,18,11,17,18,17,18,17,13,22,17,17,20,19,24,28,26,26,24,20,19,16,15,16,38,36,32,29,27,18,14,12,10,13,9,10,9,5,3,4,4,8,4,5,0,7,0,5,6,15,17,17,15,11,17,19,18,17,14,14,15,14,10,9,10,8,9,7,6,7,7,4,6,7,12,15,17,16,16,16,19,15,17,15,16,15,15,15,17,21,28,29,25,15,12,11,11,10,11,8,9,4,0
2022-03-14 21:00:00,1,0,1,0,3,2,2,3,3,4,3,4,3,7,5,5,6,6,7,6,6,5,6,4,7,5,6,14,11,9,8,10,10,10,12,12,14,16,16,18,19,16,25,31,32,24,23,22,23,23,15,21,29,24,26,22,19,18,16,14,0,9,12,12,10,5,0,6,6,6,6,5,4,5,4,7,6,10,13,13,14,13,21,20,16,12,11,12,11,6,6,9,5,6,7,8,8,7,8,6,7,4,8,9,14,11,8,13,14,16,19,18,18,17,16,16,18,27,24,27,22,20,14,13,15,14,11,5,3,2,0
