Unnamed: 0,1_경성여객(기점가상),2_용마문화복지센터,3_서일대학교,4_면일초등학교,5_용마공원입구,6_우림시장,7_봉우재고개,8_혜원여중고입구,9_상봉터미널입구,10_상봉신협,11_면목6거리,12_서울창업카페상봉점,13_금성시장,14_동부시장남문입구,15_중랑초등학교,16_서울우유앞,17_중랑교,18_삼육서울병원,19_시조사삼거리,20_떡전교사거리.동대문노인복지관,21_청량리미주아파트.동대문세무서,22_청량리역환승센타,23_청량리.청과물도매시장,24_제기동역.서울약령시,25_용두동사거리.한국의류시험연구원,26_신설동역,27_동묘앞,28_동대문(흥인지문),29_종로6가.동대문종합시장,30_종로5가.광장시장,31_종로4가.종묘,32_종로3가.탑골공원,33_종로2가,34_종로1가,35_광화문,36_서울역사박물관.경희궁앞,37_서대문역사거리,38_충정로역,39_아현역,40_웨딩타운,41_이대역,42_신촌오거리.2호선신촌역,43_신촌오거리.현대백화점,44_동교동삼거리,45_홍대입구역(가상),46_홍대입구역,47_서교동,48_합정역,49_메세나폴리스,50_성산초등학교입구,51_기업은행서교동지점(최규하대통령가옥),52_망원시장.망원동월드컵시장입구,53_마포구청역입구,54_마포구청.성산자동차검사소,55_월드컵경기장남측.월드컵공원,56_월드컵공원입구.문화비축기지,57_월드컵파크3단지후문,58_월드컵파크3단지정문,59_월드컵파크2단지.에스플렉스센터,60_상암DMC홍보관.YTN,61_누리꿈스퀘어.MBC,62_월드컵파크5단지.상암중고등학교입구,63_월드컵파크7단지,64_대덕동주민센터,65_월드컵파크9.10.11.12단지,66_상암고등학교,67_월드컵파크5단지,68_상암DMC홍보관.YTN,69_월드컵파크2단지.에스플렉스센터,70_월드컵파크3단지.난지천공원,71_월드컵공원입구.문화비축기지,72_마포농수산물시장.월드컵공원,73_마포구청,74_마포구청역입구,75_망원시장.망원동월드컵시장입구,76_기업은행서교동지점(최규하대통령가옥),77_성산초등학교입구,78_마포한강푸르지오,79_합정역,80_서교동,81_홍대입구역(가상),82_홍대입구역,83_동교동삼거리,84_신촌오거리.현대백화점,85_신촌오거리.2호선신촌역,86_이대역,87_웨딩타운,88_아현역,89_충정로역,90_서대문역사거리,91_서울역사박물관.경희궁앞,92_광화문,93_종로1가,94_종로2가,95_종로3가.탑골공원,96_종로4가.종묘,97_종로5가.광장시장,98_종로6가.동대문종합시장,99_동대문역.흥인지문,100_동묘앞,101_신설동역,102_용두동사거리,103_제기동역.서울약령시,104_청량리수산시장,105_청량리역환승센터,106_서울성심병원,107_휘경동입구,108_삼육서울병원,109_중랑교,110_서울우유앞,111_중랑초등학교,112_동부시장남문입구,113_88병원,114_서울창업카페상봉점,115_면목6거리,116_상봉신협,117_상봉터미널입구,118_혜원여중고입구,119_봉우재고개,120_우림시장,121_용마공원입구,122_우리은행망우동지점,123_서일대학교,124_용마문화복지센터,125_경성여객(종점가상)
2022-03-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 04:00:00,0,4,4,5,6,7,9,10,5,11,6,13,14,15,14,13,12,11,8,9,7,7,8,7,0,7,6,12,0,0,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 05:00:00,0,2,3,4,7,9,11,9,9,10,10,11,10,8,10,11,9,11,12,13,12,10,10,11,3,8,14,23,24,26,24,9,23,21,18,10,20,18,16,14,12,11,10,11,7,10,9,4,5,10,0,11,13,11,6,0,0,5,4,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 06:00:00,0,1,2,7,6,9,7,6,9,9,7,8,12,13,12,15,11,14,9,6,13,11,9,10,9,6,10,8,10,9,7,8,10,9,7,6,6,5,5,3,4,0,5,5,4,6,3,4,4,5,6,3,3,4,0,0,1,10,1,2,1,0,0,0,1,1,6,2,2,0,5,5,4,5,3,4,4,3,3,0,0,4,0,2,0,3,2,5,6,5,0,4,3,3,4,0,2,0,7,0,8,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 07:00:00,2,2,6,7,10,11,7,12,14,14,11,13,14,18,20,22,23,22,23,24,22,21,22,22,19,17,18,13,8,10,6,9,8,6,5,4,5,5,6,5,4,5,4,2,2,5,4,4,4,3,4,5,4,6,5,4,3,4,5,3,1,0,0,0,4,5,6,7,4,6,0,4,3,5,6,7,6,5,5,4,0,6,12,5,6,9,10,4,5,5,7,8,6,6,3,4,4,7,5,0,7,6,5,6,5,4,5,7,8,7,7,8,10,8,6,5,0,6,3,5,3,2,0,0,0
2022-03-12 08:00:00,2,5,10,13,14,14,17,16,20,18,16,17,20,20,21,24,22,22,22,22,21,21,17,21,16,18,15,14,14,13,10,9,6,10,8,8,10,6,6,6,5,4,7,7,6,5,4,6,7,6,6,7,8,8,6,6,5,5,7,5,4,0,0,0,3,4,5,6,8,9,7,8,7,11,12,14,13,12,10,9,5,11,12,13,12,12,13,18,18,17,16,12,11,11,14,8,13,10,9,10,11,5,11,6,8,9,6,7,10,11,12,14,10,8,12,11,10,7,6,3,4,1,0,0,0
2022-03-12 09:00:00,1,2,8,14,20,21,18,20,21,21,20,20,20,25,28,26,25,27,29,30,30,28,29,31,33,31,30,22,23,24,23,20,21,15,17,17,18,17,10,11,9,9,7,8,7,8,7,11,14,15,13,13,13,13,12,8,0,10,8,5,2,0,0,1,5,5,4,6,7,8,8,7,12,15,17,22,20,17,16,16,14,13,11,13,16,14,16,19,21,21,19,18,17,13,12,8,11,10,9,8,8,9,8,7,6,6,7,8,8,8,8,11,14,9,16,11,15,14,10,6,2,1,0,0,0
2022-03-12 10:00:00,4,7,7,11,16,26,15,16,19,21,20,20,23,26,26,24,25,29,22,30,25,22,22,23,23,20,19,21,20,17,14,14,12,14,14,12,17,18,17,18,17,11,18,18,14,11,13,14,16,15,14,12,10,11,8,0,5,8,6,6,2,1,0,1,7,8,9,10,11,13,2,13,19,21,18,18,14,17,16,11,10,11,15,15,19,20,21,22,24,24,21,19,21,20,16,14,13,16,16,12,10,9,7,11,13,7,8,7,7,7,6,8,11,10,13,14,11,10,8,9,5,3,1,0,0
2022-03-12 11:00:00,1,4,7,10,13,14,29,30,36,35,31,33,33,31,32,32,31,33,34,33,29,27,26,28,28,27,26,23,23,26,21,18,21,21,18,17,19,19,20,21,18,18,20,20,16,16,16,20,21,20,16,14,13,10,10,5,0,9,6,4,2,1,0,0,4,5,6,11,15,16,15,19,22,29,30,33,34,32,30,21,20,22,20,24,24,31,30,39,35,26,25,21,23,20,17,18,17,20,17,17,20,12,15,18,19,14,15,15,16,12,15,14,15,11,14,14,14,10,11,9,8,5,3,0,0
2022-03-12 12:00:00,1,2,5,12,14,16,16,16,17,21,22,22,23,25,27,29,26,29,25,28,24,24,23,25,23,25,27,32,31,20,18,18,22,21,22,23,24,23,22,23,23,21,21,21,20,22,21,24,25,16,16,17,15,11,10,9,9,8,7,5,3,2,0,0,5,8,9,11,12,14,9,17,17,24,26,30,31,26,32,34,31,33,34,30,30,29,28,26,33,30,25,23,22,19,23,21,19,21,26,27,13,24,21,20,22,23,22,19,18,19,17,17,16,15,15,13,10,8,6,6,4,3,0,1,0
2022-03-12 13:00:00,0,3,3,5,8,13,14,15,15,16,17,17,19,24,24,27,26,26,25,25,26,24,28,28,25,25,27,27,28,33,29,26,22,24,22,22,27,28,27,26,26,28,28,26,25,21,18,19,20,21,19,17,14,12,14,6,9,13,9,5,3,2,0,1,8,9,13,17,19,11,17,20,21,23,24,26,27,21,24,23,20,24,24,25,25,24,26,26,28,27,25,33,28,25,19,22,19,23,20,19,21,19,17,17,22,21,19,18,20,20,19,20,22,24,24,23,22,20,16,9,8,6,2,0,0
2022-03-12 14:00:00,0,4,6,13,17,22,14,23,21,24,23,24,25,24,27,28,26,26,27,28,26,21,20,20,21,21,23,22,24,30,30,28,32,31,32,31,31,33,28,27,27,25,28,29,28,30,35,36,28,30,29,25,25,21,20,17,18,15,13,9,3,2,0,1,6,5,8,12,23,25,22,21,24,21,23,31,24,35,32,32,31,26,23,25,23,27,27,27,20,25,22,26,25,21,21,24,21,24,21,22,22,22,17,22,23,23,16,22,21,13,20,19,19,20,13,12,11,9,7,6,4,4,2,1,0
2022-03-12 15:00:00,0,4,9,9,11,16,17,19,20,19,18,19,22,21,24,24,21,18,17,18,15,17,25,28,27,28,31,27,27,28,29,31,33,34,33,33,36,35,31,29,31,29,31,33,32,29,27,27,28,29,25,21,20,19,15,13,5,16,11,7,4,4,0,2,7,9,12,14,12,16,20,16,22,27,31,36,33,26,28,30,25,26,26,31,28,27,27,29,26,23,28,28,25,26,23,24,25,27,29,29,32,30,28,27,33,33,30,29,29,24,19,16,17,18,15,14,13,9,9,5,3,4,3,0,0
2022-03-12 16:00:00,1,2,7,7,8,12,10,10,12,16,14,14,16,17,18,23,17,22,22,25,27,20,24,25,23,24,23,23,27,36,39,48,50,50,51,36,51,44,43,44,43,41,41,39,36,34,28,26,31,32,24,19,20,13,13,12,9,8,6,6,3,3,0,0,6,9,12,15,19,15,18,24,27,31,34,37,41,37,32,30,26,33,31,31,30,30,29,29,28,24,23,21,22,22,23,28,31,33,35,36,36,34,33,30,26,25,22,27,26,26,25,22,23,19,21,20,18,16,13,12,10,7,5,3,0
2022-03-12 17:00:00,0,5,6,7,12,14,11,13,17,21,20,18,14,13,15,17,14,16,16,17,14,12,15,17,16,17,22,27,29,31,30,31,35,34,38,41,41,40,38,37,33,32,31,34,27,41,41,33,35,32,32,25,24,20,21,14,13,19,15,12,7,4,0,2,6,8,9,13,15,18,22,26,28,31,31,33,31,30,29,31,29,32,32,34,33,32,32,35,31,30,22,26,28,27,33,32,36,36,35,37,37,37,30,28,30,28,27,24,24,23,21,24,23,19,19,19,17,12,9,6,7,6,2,2,0
2022-03-12 18:00:00,0,2,5,7,10,15,11,16,18,14,12,12,12,12,9,12,6,11,9,7,7,19,25,25,24,22,26,18,21,22,21,24,26,27,31,29,30,31,29,30,31,33,34,30,24,28,32,31,36,31,31,31,29,20,23,8,14,18,16,7,3,2,0,1,3,4,3,12,19,16,18,21,22,24,31,30,26,20,23,24,22,19,17,24,23,23,22,20,16,14,15,16,18,20,21,21,21,23,21,22,26,27,24,24,30,31,30,28,26,25,22,22,19,17,16,16,13,12,12,9,7,5,4,0,0
2022-03-12 19:00:00,0,2,3,5,8,9,6,7,9,9,6,7,9,8,10,11,8,9,9,4,1,8,8,5,4,6,4,6,9,11,10,17,18,19,18,20,19,17,14,15,14,21,23,21,19,22,18,20,21,19,16,16,12,9,13,4,12,11,10,6,4,3,0,0,3,5,6,9,10,7,9,13,17,18,23,25,23,25,25,20,19,22,22,26,23,21,20,16,19,18,9,14,16,13,17,12,20,20,23,24,24,21,19,20,23,24,23,22,21,19,14,16,14,9,11,7,10,5,9,9,8,6,3,1,0
2022-03-12 20:00:00,0,1,2,3,1,3,0,10,10,8,7,3,7,6,7,9,7,8,11,9,7,5,4,5,3,3,4,5,6,11,12,14,13,12,12,14,15,14,13,16,16,16,17,17,16,22,22,23,22,18,17,15,11,8,7,3,2,5,0,7,3,1,1,1,3,2,3,9,7,4,4,5,7,11,12,14,15,16,13,11,8,14,13,14,15,21,19,18,16,17,15,19,22,22,23,22,23,25,24,18,20,18,19,19,22,20,16,19,17,15,14,16,16,15,13,10,7,4,6,5,3,2,2,1,0
2022-03-12 21:00:00,0,2,3,2,3,4,2,0,3,2,3,3,5,4,3,3,4,4,4,3,6,7,2,8,5,5,4,3,5,6,6,11,13,15,15,14,18,11,13,14,13,19,18,18,17,19,21,21,22,21,16,14,11,12,9,3,7,8,3,6,4,3,0,1,1,2,4,7,10,0,0,11,11,13,13,15,10,11,10,13,12,20,21,20,19,17,16,11,15,13,13,13,15,13,13,14,15,14,17,15,18,17,15,17,22,21,20,21,20,16,13,16,13,11,13,11,10,6,6,6,6,4,1,0,0
2022-03-12 22:00:00,0,1,1,4,5,6,0,0,3,3,4,3,2,4,3,2,0,1,4,0,2,6,3,5,6,5,5,7,6,7,7,9,9,9,12,13,13,10,16,11,15,11,10,11,10,16,14,15,21,16,17,18,12,9,8,4,6,8,7,5,8,5,0,0,0,0,2,8,5,7,0,7,7,7,9,9,8,8,8,8,7,16,17,17,18,17,17,16,16,14,15,16,13,13,17,18,17,16,17,20,20,22,21,20,20,20,15,17,16,15,14,14,11,13,13,13,10,9,7,6,3,2,2,0,0
2022-03-12 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,17,18,19,20,21,20,18,16,12,11,11,10,7,13,19,19,23,21,22,23,20,11,5,11,0,10,7,2,4,1,0,0,1,1,0,2,2,0,0,4,5,5,8,8,9,7,10,17,0,24,22,34,32,29,23,21,11,14,15,15,15,17,21,17,20,20,20,16,20,16,18,10,22,18,21,18,20,20,14,13,13,12,11,12,10,9,8,7,7,4,3,0,0
2022-03-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 04:00:00,1,2,5,2,3,4,3,5,4,3,5,6,4,0,3,6,6,7,7,9,8,4,0,4,0,0,2,5,0,5,3,0,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 05:00:00,1,3,3,3,5,3,3,4,1,5,0,5,2,7,3,9,3,4,4,2,5,6,3,4,5,7,9,5,8,7,3,10,0,8,7,0,5,6,0,7,8,3,7,6,2,5,3,4,0,0,1,2,5,2,7,0,0,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 06:00:00,0,1,1,4,5,4,7,6,4,7,8,4,8,10,8,12,11,11,10,6,7,9,6,5,4,4,8,4,6,0,5,1,2,3,2,0,2,2,3,0,3,0,3,3,3,1,1,3,4,1,1,3,4,3,1,0,2,0,0,0,0,0,0,0,3,4,4,2,1,3,0,2,3,3,3,4,3,1,3,0,0,3,4,1,1,6,0,2,6,0,0,1,5,0,4,3,2,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 07:00:00,0,1,2,3,4,7,8,8,9,9,8,8,7,8,10,12,12,8,13,10,12,11,7,5,6,8,5,4,3,3,1,2,3,1,4,3,4,2,5,0,5,2,6,1,3,4,3,6,7,3,4,3,5,7,4,2,2,7,5,4,2,0,0,0,2,1,4,3,5,4,3,6,6,6,7,8,5,7,5,4,0,5,4,1,0,4,0,4,6,7,6,5,5,0,3,1,0,2,3,4,2,0,3,2,3,1,1,2,4,1,3,2,2,5,2,0,1,0,0,3,3,2,2,0,0
2022-03-13 08:00:00,0,3,4,5,7,8,9,12,13,12,9,11,15,18,17,19,19,14,13,15,14,14,12,14,0,12,12,10,9,8,4,6,5,4,4,4,4,3,4,4,5,4,3,6,3,6,4,5,5,4,3,7,7,9,8,0,2,6,5,3,2,0,0,0,2,0,2,3,5,5,3,3,4,5,5,6,4,5,4,5,3,6,5,2,6,6,6,7,4,8,9,8,9,0,7,4,2,0,4,2,5,2,1,4,6,7,5,6,7,7,5,8,6,8,8,7,6,6,5,5,3,2,0,0,0
2022-03-13 09:00:00,2,5,7,10,12,16,12,13,17,16,15,16,16,20,17,17,18,18,20,18,19,18,15,21,20,19,18,17,18,16,7,14,5,5,7,2,6,5,10,4,10,11,5,6,5,6,4,8,11,10,8,8,7,7,6,6,5,4,3,3,2,0,0,0,3,3,4,6,4,5,5,5,6,11,12,14,13,11,10,11,4,10,9,6,8,7,6,6,7,8,9,10,6,7,8,8,6,4,6,6,2,5,6,6,7,6,7,5,6,7,7,7,8,9,8,6,6,7,5,4,5,4,3,1,0
2022-03-13 10:00:00,0,2,4,9,12,12,9,13,12,14,15,17,19,20,21,21,21,24,23,20,22,24,22,22,19,17,21,24,21,18,16,13,12,13,12,11,10,12,12,12,13,12,10,9,8,8,7,7,8,7,4,7,4,7,5,6,0,6,5,3,1,0,0,1,5,4,4,5,8,9,0,7,11,11,11,13,14,12,9,11,9,10,11,12,10,10,9,11,11,11,9,8,9,6,5,7,8,8,11,13,13,3,10,9,9,12,10,10,7,8,11,11,11,13,13,10,5,5,8,6,4,3,0,1,0
2022-03-13 11:00:00,0,3,6,7,8,10,12,15,17,17,14,17,17,22,24,25,26,27,26,20,22,21,18,19,20,17,15,13,12,10,9,8,12,10,9,13,14,10,13,11,15,14,12,13,12,16,15,14,11,7,9,8,8,6,6,0,6,6,7,4,0,2,0,0,3,6,7,8,6,10,9,10,12,14,15,10,11,11,11,11,9,11,9,11,10,9,8,9,13,13,13,16,16,15,13,12,10,9,10,12,7,0,6,7,9,8,7,10,8,9,7,7,5,9,7,5,4,0,2,3,3,2,1,0,0
2022-03-13 12:00:00,0,4,6,9,10,14,17,11,19,22,12,17,15,20,26,29,28,25,25,29,27,23,25,27,26,27,20,20,18,15,14,15,15,15,16,16,18,18,18,24,24,22,20,20,17,24,20,23,24,22,21,16,13,11,9,4,8,7,6,4,2,0,0,0,5,6,9,10,11,12,9,13,17,15,19,19,21,20,19,17,12,15,14,15,14,18,16,19,19,18,18,18,16,16,16,8,15,17,19,22,23,22,19,19,16,16,15,15,13,15,16,15,13,12,12,13,12,11,9,7,6,3,2,0,0
2022-03-13 13:00:00,0,2,6,10,12,14,13,14,12,16,17,21,20,21,24,26,28,30,21,23,27,24,23,24,17,22,23,21,22,20,21,19,22,21,24,22,21,20,21,22,22,26,31,30,19,24,20,22,23,22,17,13,10,11,10,2,8,7,7,6,4,0,0,0,8,10,12,10,13,10,9,13,17,18,22,25,24,27,26,24,23,17,20,23,22,21,18,26,25,21,21,22,20,16,14,15,15,21,19,21,18,18,14,17,14,13,13,12,12,14,14,15,14,9,14,12,10,9,8,7,7,4,2,0,0
2022-03-13 14:00:00,1,3,4,8,10,14,16,14,17,15,12,17,15,16,18,17,18,18,19,10,17,18,18,19,18,15,16,24,24,23,19,19,20,15,20,20,23,24,23,22,21,22,20,20,18,21,23,16,26,25,22,13,12,8,7,7,4,7,4,6,3,0,1,0,4,4,7,10,11,12,7,17,20,19,19,20,19,17,20,20,18,22,26,25,22,20,18,24,24,23,20,14,15,15,17,20,18,18,21,17,20,13,15,16,18,14,13,22,21,17,15,13,11,11,10,9,8,4,3,5,3,3,1,0,0
2022-03-13 15:00:00,0,2,5,6,7,8,9,11,16,15,13,9,14,14,16,17,17,18,19,20,18,21,21,20,18,17,19,19,18,19,19,18,20,20,20,22,22,21,18,18,15,15,16,19,12,20,21,19,22,19,16,16,13,12,11,10,12,11,9,7,4,1,0,1,4,5,6,12,13,14,14,19,22,21,24,26,29,33,30,29,25,23,22,28,30,28,28,27,25,22,19,12,11,11,12,13,13,14,19,24,24,23,24,25,31,29,27,25,25,23,19,17,15,15,14,13,13,0,11,9,6,2,1,1,0
2022-03-13 16:00:00,2,3,6,9,11,13,7,9,11,12,12,10,11,11,12,14,15,14,16,17,15,17,18,21,17,19,18,17,18,19,15,17,18,18,20,21,23,22,23,27,26,25,25,20,24,24,22,18,24,25,21,12,12,10,9,4,0,6,6,5,3,2,0,1,5,6,9,11,14,17,10,21,28,30,32,37,33,27,27,27,24,20,18,24,20,24,25,27,25,24,23,24,27,26,24,22,18,20,19,22,23,20,23,21,22,20,18,21,23,22,16,15,18,20,18,16,15,14,10,9,3,4,3,2,0
2022-03-13 17:00:00,0,4,7,11,11,11,4,12,5,11,11,8,12,13,12,17,16,17,16,14,15,15,16,13,15,16,16,15,13,15,13,17,16,19,21,26,29,27,25,24,25,22,24,23,22,23,21,20,24,22,23,17,16,14,14,12,10,7,10,8,6,4,0,0,4,5,5,15,16,20,22,15,22,23,23,24,26,25,23,25,24,30,27,30,28,22,19,20,19,16,15,15,16,15,15,14,15,16,24,15,15,16,15,15,19,19,18,22,23,21,18,17,14,13,13,13,11,10,8,6,7,3,2,1,0
2022-03-13 18:00:00,1,5,6,0,9,15,17,8,15,16,13,17,11,13,10,9,14,13,9,10,9,13,14,16,16,16,16,17,15,18,13,14,15,15,18,17,17,18,17,18,14,14,12,14,11,18,19,19,28,24,22,23,23,13,13,6,0,11,9,6,5,2,0,1,3,4,3,7,11,6,4,12,12,15,17,19,15,16,13,14,16,20,15,16,13,11,11,13,14,13,12,16,15,13,16,18,14,21,25,25,27,26,27,24,31,29,27,25,25,23,22,21,19,19,17,16,12,7,9,8,5,4,2,0,0
2022-03-13 19:00:00,0,3,4,2,6,3,4,7,5,6,7,11,7,8,9,9,8,9,7,4,4,8,9,10,10,3,11,10,7,11,15,14,13,14,17,18,19,19,19,18,16,15,18,19,17,16,17,17,20,20,17,17,15,12,10,9,7,11,7,6,5,4,1,13,2,3,14,17,9,7,18,10,17,16,20,19,18,17,17,14,13,19,21,14,15,15,8,12,12,10,13,12,13,11,14,16,17,18,18,15,16,12,16,18,18,16,17,15,15,17,13,13,12,0,10,9,6,4,8,6,5,1,0,0,0
2022-03-13 20:00:00,0,1,2,2,4,6,5,7,5,6,6,5,5,7,1,9,7,6,9,10,9,10,6,5,4,11,7,7,3,5,1,8,6,10,14,12,13,9,11,8,7,6,10,9,7,11,13,15,20,13,22,22,15,16,17,0,16,14,13,9,7,4,0,1,2,1,4,7,8,7,7,10,8,8,8,9,7,11,10,11,9,12,14,16,17,13,17,14,12,12,11,10,12,14,14,14,16,17,13,18,18,20,19,18,17,15,10,16,14,17,15,12,11,13,10,7,6,5,4,3,4,3,1,2,0
2022-03-13 21:00:00,0,1,1,2,1,4,3,4,4,4,5,4,4,5,4,4,5,3,8,8,7,8,3,9,9,10,5,8,7,9,6,12,13,12,14,9,11,7,5,6,5,8,9,6,5,10,9,9,15,11,13,13,14,12,11,0,0,6,4,9,6,2,1,0,2,1,2,7,8,5,0,9,8,10,9,11,12,11,13,13,9,13,14,16,16,17,16,15,13,11,10,13,16,18,25,26,24,14,23,13,22,12,13,12,13,13,15,13,14,15,14,12,9,8,8,7,5,4,4,3,2,2,1,0,0
2022-03-13 22:00:00,0,0,0,1,2,2,5,0,2,3,6,4,2,5,4,4,4,2,2,2,0,4,2,3,4,2,3,2,5,5,3,5,8,8,10,8,11,10,10,10,10,9,12,13,11,10,14,12,15,13,14,14,7,6,6,0,0,5,4,5,4,1,0,0,1,0,2,5,7,6,0,3,8,8,12,8,11,13,10,11,3,18,16,16,17,17,14,14,13,12,10,10,12,13,17,0,16,18,18,17,20,20,13,16,18,16,17,17,17,14,12,13,12,0,12,13,12,10,7,6,5,4,3,0,0
2022-03-13 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,4,6,8,0,0,0,7,4,6,6,10,10,9,13,12,9,16,15,9,8,11,9,7,2,1,5,3,2,1,0,0,0,1,1,3,6,3,0,0,2,3,5,7,8,7,8,7,10,5,24,25,28,26,24,23,20,19,20,11,22,12,13,14,15,14,9,14,11,12,13,14,12,15,15,12,12,11,16,15,15,14,13,13,16,13,7,11,9,7,2,0,0,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
