Unnamed: 0,1_중랑공영차고지(기점가상),2_중랑공영차고지삼거리,3_당너머,4_신내SKV1센터,5_신내데시앙포레아파트220동앞,6_새솔초등학교입구,7_우디안아파트114동앞,8_중랑경찰서후문,9_새우개마을,10_신내능마을,11_신내데시앙아파트후문,12_서울의료원후문,13_봉화산역2번출구,14_신내6단지,15_신내7단지아파트홈플러스,16_중랑소방서,17_신내8단지아파트.서울의료원,18_신내9단지아파트,19_신내10단지아파트,20_중랑구청사거리,21_성원아파트경남아너스빌앞,22_국민은행망우동지점,23_망우역.망우지구대,24_망우역.상봉터미널,25_상봉역.중랑우체국,26_중랑역.동부시장,27_중랑교,28_삼육서울병원,29_시조사삼거리,30_떡전교사거리.동대문노인복지관,31_청량리미주아파트.동대문세무서,32_청량리역환승센타,33_청량리.청과물도매시장,34_제기동역.서울약령시,35_서울시동부병원,36_동아제약앞,37_e편한세상청계센트럴포레아파트,38_텐즈힐아파트.청계벽산아파트,39_숭신초등학교,40_왕십리도선동주민센터,41_황학동주민센터,42_신당초등학교앞,43_금호베스트빌.래미안하이베르,44_왕십리자이.신당현대아파트,45_극동아파트,46_벽산아파트,47_행당역,48_무학여고,49_행당신동아.행당푸르지오아파트,50_응봉동주민센터,51_응봉동현대아파트,52_삼성래미안아파트앞,53_금남시장앞.백범학원터,54_금옥초등학교앞,55_옥수삼성아파트.래미안옥수리버젠,56_옥정중학교입구,57_한남시범아파트,58_한남동,59_신사역.푸른저축은행,60_영동시장,61_논현동사거리.학동역,62_논현동고개,63_언주역2번출구.차병원사거리,64_삼정호텔,65_신논현역,66_논현역,67_신사역,68_한남대교전망카페,69_한남5거리,70_한남동,71_한남시범아파트,72_옥정중학교입구,73_옥수삼성아파트.래미안옥수리버젠,74_미타사입구,75_금옥초등학교앞,76_금남시장앞.백범학원터,77_삼성래미안아파트앞,78_응봉동현대아파트,79_응봉동주민센터,80_응봉사거리,81_무학여고,82_행당역,83_대림아파트후문,84_대림아파트,85_풍림아파트,86_왕십리자이.신당현대아파트,87_금호베스트빌.래미안하이베르,88_신당초등학교,89_신당파인힐하나유보라,90_뉴타운아파트,91_상왕십리역,92_청계벽산아파트.텐즈힐아파트,93_동아제약앞,94_서울시동부병원,95_제기동역.서울약령시,96_청량리수산시장,97_청량리역환승센타,98_서울성심병원,99_휘경동입구,100_삼육서울병원,101_중랑교,102_중랑역.동부시장,103_상봉역.중랑우체국,104_망우역.상봉터미널,105_망우역.망우지구대,106_국민은행망우동지점,107_성원아파트경남아너스빌앞,108_중랑구청사거리,109_신내동성3차아파트,110_신내동성1.2차아파트,111_신내9단지아파트.서울의료원,112_중랑소방서,113_신내7단지아파트홈플러스,114_신내6단지아파트,115_봉화산역3번출구,116_서울의료원후문,117_신내데시앙아파트후문,118_신내능마을,119_중랑경찰서후문,120_우디안아파트114동앞,121_새솔초등학교,122_신내데시앙포레아파트222동앞,123_신내데시앙포레아파트220동앞,124_당너머,125_중랑공영차고지.종점
2022-04-04 16:00:00,0,5,0,2,4,6,2,5,6,5,0,5,3,5,8,5,9,9,13,14,15,15,13,12,11,12,13,14,16,15,15,10,17,18,16,13,12,13,23,25,28,41,38,39,31,27,21,16,15,15,13,11,13,12,14,14,16,15,11,9,8,9,10,9,10,12,15,14,16,18,17,17,17,14,13,17,13,16,17,14,12,12,12,14,13,11,12,10,8,7,10,10,11,12,15,20,22,22,21,26,25,22,22,24,26,30,24,18,17,12,9,8,5,4,17,15,14,13,12,10,8,3,3,0,0
2022-04-04 17:00:00,0,2,1,5,6,10,6,3,8,11,8,14,5,7,8,10,15,14,17,22,23,22,20,20,14,12,14,12,12,12,10,11,16,20,15,20,19,17,18,19,19,25,24,19,18,10,11,14,15,11,9,8,9,5,9,8,12,13,16,12,14,10,10,9,11,13,15,16,15,25,22,24,25,24,25,24,25,25,24,25,20,21,19,14,14,11,11,10,13,12,19,20,23,25,26,26,31,30,27,27,29,25,29,27,27,26,18,17,16,16,14,12,9,7,15,13,11,5,11,9,8,3,6,0,0
2022-04-04 18:00:00,0,1,0,8,3,10,0,11,4,13,0,14,4,5,7,4,10,8,13,14,22,18,21,23,18,17,14,12,13,6,11,13,11,11,13,15,15,18,19,18,20,21,17,16,15,10,19,20,18,19,15,18,16,14,17,18,20,21,19,15,20,19,16,12,16,26,26,26,25,29,27,23,23,20,22,26,25,21,20,22,25,36,33,26,17,11,10,7,12,10,17,17,21,22,34,36,40,40,38,39,38,34,29,32,34,30,22,17,14,12,12,10,8,6,26,23,21,20,23,17,12,4,5,2,0
2022-04-04 19:00:00,0,4,0,6,3,5,0,5,5,4,7,6,6,9,14,15,6,7,13,16,17,13,10,11,15,11,7,9,6,11,10,11,13,14,13,10,12,13,14,14,17,20,19,22,15,10,17,16,15,12,8,8,8,8,9,10,11,12,12,9,18,16,18,15,17,21,24,25,27,36,36,32,29,14,28,21,20,19,18,18,17,24,34,27,11,9,8,7,12,10,12,13,14,15,16,20,28,29,27,26,29,30,31,29,26,24,18,16,14,11,9,9,6,4,26,22,23,19,22,18,10,4,3,0,0
2022-04-04 20:00:00,0,3,0,1,1,3,1,1,3,4,0,2,1,2,3,3,4,5,5,6,7,6,5,8,7,7,6,6,6,6,5,9,8,6,4,6,2,6,5,9,10,9,8,6,5,4,8,9,3,7,4,6,8,4,6,7,5,8,8,5,6,8,9,8,9,14,13,8,13,16,17,11,12,8,11,14,15,14,13,12,12,17,15,13,11,9,9,6,8,6,12,10,8,8,10,11,23,23,23,22,21,19,18,20,17,19,17,16,14,9,7,5,5,4,15,10,6,3,9,14,10,1,1,0,0
2022-04-04 21:00:00,0,0,0,2,0,1,1,2,0,0,5,6,2,4,5,0,6,2,7,8,0,10,11,8,8,9,6,7,4,4,8,5,6,9,7,8,7,8,0,8,9,7,8,7,6,6,8,12,13,8,6,4,7,6,6,7,6,8,10,9,7,5,5,3,7,9,15,5,13,19,19,18,15,14,12,14,12,12,6,16,19,21,17,16,14,9,7,6,8,5,11,11,12,13,14,10,14,16,9,14,12,16,19,17,14,16,14,13,9,6,5,5,3,5,18,19,17,7,7,6,5,2,1,0,0
2022-04-04 22:00:00,0,2,0,1,0,0,0,2,0,0,1,2,3,4,3,6,4,0,2,8,9,9,10,13,13,11,10,8,7,1,2,6,7,7,8,6,6,3,5,6,9,10,8,9,7,5,10,9,10,11,8,6,6,5,9,8,7,9,14,8,8,7,6,8,6,11,14,12,16,21,12,18,13,12,9,9,8,10,9,9,15,24,23,13,7,5,6,5,2,6,10,9,10,11,13,14,18,19,17,17,13,15,16,13,14,13,12,11,8,6,5,3,3,2,15,0,15,17,17,12,9,1,0,0,0
2022-04-04 23:00:00,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,3,0,3,0,2,3,3,4,4,3,3,4,4,0,5,2,6,6,7,8,8,7,6,0,6,6,6,5,6,6,5,4,4,4,4,4,5,6,7,6,6,6,3,3,2,3,4,4,8,13,5,16,18,17,16,16,0,9,15,14,13,11,13,9,10,8,10,6,4,3,2,3,5,4,3,2,4,6,7,10,10,12,14,13,15,14,11,9,5,7,3,6,5,3,4,0,1,8,7,6,3,4,6,3,2,0,0,0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,3,6,7,9,11,12,9,10,8,11,11,4,11,10,0,8,7,0,6,9,11,0,12,15,0,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,0,2,0,2,3,3,4,0,0,3,0,3,0,1,1,0,4,5,6,8,9,8,10,11,10,11,9,8,5,8,7,5,3,5,4,4,3,0,3,5,4,7,6,7,10,15,24,18,6,17,19,20,23,24,25,26,25,25,20,13,10,5,3,1,0,1,1,0,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 06:00:00,0,2,1,0,6,8,9,6,6,10,5,7,1,2,3,2,6,7,11,14,15,12,13,16,18,17,18,17,18,19,18,13,12,3,2,5,1,4,4,3,0,4,3,6,9,13,12,9,2,9,9,10,12,10,9,11,11,9,5,5,6,5,4,4,4,4,3,2,4,5,4,3,3,0,0,3,4,5,5,4,5,6,5,7,10,11,12,11,10,11,12,12,12,11,10,9,6,3,8,7,0,6,5,3,5,4,3,5,2,5,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0
2022-04-05 07:00:00,2,7,6,2,5,16,18,19,20,21,22,19,3,5,6,0,7,11,13,20,25,27,31,33,31,33,37,38,40,44,39,30,16,15,16,13,12,12,10,10,9,10,10,17,29,34,23,14,14,20,21,20,19,24,29,31,28,24,13,12,14,12,9,9,9,10,8,0,4,4,2,6,6,0,6,6,7,13,15,20,13,14,15,18,29,33,36,24,19,17,22,18,18,15,7,9,7,7,6,7,7,9,8,6,8,12,11,8,7,9,8,7,2,1,14,4,6,3,2,0,1,4,7,0,0
2022-04-05 08:00:00,0,12,10,1,2,8,7,9,8,16,18,16,4,5,9,10,11,16,25,30,34,34,37,40,46,48,46,42,40,39,35,29,26,24,19,17,16,13,12,13,13,10,14,19,28,32,27,22,21,22,25,27,49,51,52,43,42,42,30,26,45,38,21,8,8,7,12,11,10,9,8,9,5,3,4,6,8,11,12,16,14,9,8,12,14,23,22,18,20,17,19,17,15,14,15,12,14,13,14,13,17,19,18,19,18,18,17,12,9,14,13,10,2,2,29,28,15,14,20,19,17,13,4,0,0
2022-04-05 09:00:00,0,6,0,0,4,6,5,0,0,6,9,6,3,4,6,7,10,14,14,19,20,17,22,23,23,23,22,22,23,23,24,18,17,13,10,9,9,7,7,7,8,9,9,11,14,14,14,14,15,16,22,24,29,31,30,37,38,37,28,27,25,25,16,11,11,11,12,0,9,8,6,7,7,0,6,9,7,10,10,9,8,6,5,6,11,13,16,13,12,11,10,9,11,10,9,9,10,10,8,8,10,12,11,6,5,7,7,6,5,5,6,5,2,1,6,7,0,7,7,4,6,8,3,2,0
2022-04-05 10:00:00,0,1,0,0,2,7,8,5,0,0,7,7,4,2,5,5,12,14,17,17,22,20,19,21,21,18,19,20,17,14,13,12,9,10,9,2,8,8,4,7,10,11,11,13,11,10,9,10,3,13,14,14,14,12,10,11,9,16,12,8,9,9,9,6,6,5,7,10,8,8,6,7,7,8,7,5,5,5,6,7,6,6,4,7,8,5,7,6,6,6,4,6,7,6,5,7,6,4,11,10,11,13,15,9,10,10,11,8,3,5,6,5,4,3,7,10,2,4,8,6,4,1,2,0,0
2022-04-05 11:00:00,0,1,0,0,3,5,6,0,3,4,0,5,2,7,4,5,8,10,12,14,15,13,12,10,9,7,8,6,8,7,5,7,6,8,8,10,10,8,12,10,3,11,10,10,11,13,15,12,8,12,12,8,10,9,10,13,13,19,10,7,7,6,8,7,5,6,5,3,6,11,12,11,8,7,5,7,8,9,10,7,4,8,8,9,11,13,13,8,3,13,12,13,7,7,8,14,13,12,12,11,10,13,16,11,10,9,6,8,0,5,7,5,6,6,8,9,5,4,6,8,4,2,2,0,0
2022-04-05 12:00:00,0,0,0,1,1,5,0,0,0,3,4,7,5,4,5,3,8,9,9,10,13,12,11,13,14,12,16,9,15,16,14,15,17,15,14,0,8,10,8,9,10,11,10,9,7,7,9,11,12,11,9,8,11,10,9,8,7,8,8,6,7,7,8,7,7,9,8,8,8,9,7,8,12,0,11,11,12,11,11,13,12,15,14,10,9,8,9,7,7,6,9,9,12,10,7,8,11,10,12,10,11,13,14,10,12,13,11,8,11,7,4,2,3,1,7,0,6,6,7,6,4,2,3,0,0
2022-04-05 13:00:00,0,1,0,0,3,9,0,0,0,0,8,7,2,4,6,4,7,9,8,11,17,17,17,16,12,11,12,12,0,9,8,9,10,13,11,12,12,12,5,12,9,10,8,8,8,7,8,11,2,10,10,5,9,8,10,10,10,13,8,7,5,4,5,5,5,6,11,6,9,12,5,11,10,9,4,9,5,8,7,8,10,12,8,13,15,13,12,8,14,11,13,7,8,11,8,11,12,12,10,13,13,14,16,15,16,18,13,9,8,6,8,7,5,3,5,5,2,4,5,4,1,2,0,0,0
2022-04-05 14:00:00,0,8,0,7,7,5,6,0,7,8,6,5,4,6,9,5,11,10,10,11,14,12,11,14,12,12,12,10,9,8,9,9,7,9,10,9,10,10,6,7,14,14,12,11,13,7,8,7,6,7,7,6,10,9,9,10,8,11,10,8,13,12,11,10,6,9,10,10,7,12,11,9,9,8,7,11,14,14,18,15,13,13,13,18,14,13,19,18,16,15,16,16,17,10,13,9,12,10,11,10,9,10,8,11,11,17,14,10,9,9,5,4,3,1,5,4,3,2,1,2,1,0,1,0,0
2022-04-05 15:00:00,0,1,0,0,1,3,0,4,6,4,4,6,7,3,8,0,10,12,13,13,17,16,13,14,14,9,9,8,11,9,7,9,11,13,12,11,9,11,9,9,13,15,14,13,16,11,13,10,8,11,12,10,10,10,11,10,10,10,9,7,10,9,6,8,9,9,9,7,11,17,17,23,22,19,18,18,16,18,7,10,11,15,16,18,16,11,14,9,13,10,12,11,13,13,14,14,21,23,23,25,24,30,28,27,26,28,27,20,16,10,10,6,8,4,14,15,14,4,1,12,5,0,1,0,0
2022-04-05 16:00:00,0,1,0,1,2,11,5,10,11,0,13,14,4,7,7,0,11,14,15,19,21,19,18,19,14,11,10,12,13,13,10,16,21,20,20,21,20,21,36,34,36,38,34,30,25,19,20,24,24,18,20,19,18,17,13,14,17,11,10,11,16,16,14,13,8,10,12,13,14,22,14,18,18,17,16,17,15,14,17,16,24,29,26,15,11,10,8,11,8,11,14,14,14,9,12,18,20,23,23,22,23,24,26,27,27,29,25,18,17,13,11,9,5,4,16,14,12,7,13,12,8,4,2,0,0
2022-04-05 17:00:00,0,3,0,5,7,11,6,9,4,10,7,14,3,3,7,8,9,10,9,14,18,18,14,16,18,19,18,19,13,13,12,14,20,22,22,21,19,17,17,18,19,20,18,16,15,14,14,14,13,12,11,11,12,11,13,11,13,15,15,9,11,10,8,6,5,14,14,13,15,16,17,17,17,16,14,15,14,15,11,16,14,21,22,13,11,10,11,9,10,9,17,14,14,16,23,15,27,25,25,30,31,30,30,34,33,32,29,20,16,14,11,9,6,4,14,13,12,12,12,10,7,3,4,0,0
2022-04-05 18:00:00,0,2,0,9,4,10,0,13,7,15,9,16,5,9,7,10,10,12,5,21,20,20,19,17,14,11,14,18,17,18,18,21,19,19,20,19,20,19,20,22,19,25,24,20,16,10,13,13,12,12,11,12,11,12,14,14,16,29,18,11,18,19,18,20,17,34,30,16,25,42,38,33,31,20,29,33,33,32,31,31,28,31,21,19,17,15,7,16,19,12,35,28,32,32,35,31,36,36,38,38,46,40,36,28,26,29,19,16,14,11,10,10,8,8,35,36,22,21,23,17,10,3,9,0,0
2022-04-05 19:00:00,0,2,0,4,3,5,4,5,4,5,4,3,2,9,11,10,9,5,12,14,12,13,17,18,16,14,13,12,10,9,8,9,9,12,13,12,11,13,14,12,16,18,16,15,12,11,15,17,15,15,11,12,10,2,6,10,10,12,14,10,20,23,20,19,9,17,21,15,18,28,29,25,21,15,16,17,15,19,16,16,17,37,35,30,22,12,7,11,15,16,28,26,25,27,29,29,27,26,24,27,27,26,23,33,32,33,26,22,22,16,15,13,9,7,25,19,18,34,33,27,23,7,3,8,0
2022-04-05 20:00:00,0,2,0,3,4,5,0,2,0,1,0,4,1,0,4,4,5,1,6,7,13,7,8,14,10,11,9,10,8,5,4,7,8,11,10,11,4,5,10,9,12,10,6,11,9,8,12,12,10,10,9,6,6,6,5,4,5,8,8,6,8,7,7,8,8,11,14,0,13,20,16,18,20,14,20,17,8,16,14,15,15,17,15,15,12,8,6,6,6,6,9,10,10,9,11,12,16,17,15,18,21,23,18,16,19,18,20,20,14,8,7,5,4,4,16,15,13,13,15,14,12,3,0,0,0
2022-04-05 21:00:00,1,0,0,1,0,2,4,1,0,0,2,4,1,5,2,0,3,6,4,6,7,4,8,8,8,8,6,8,4,7,6,6,5,6,7,7,3,3,0,3,5,9,6,6,4,6,9,11,10,9,8,4,8,7,8,6,8,11,7,5,6,5,7,11,13,15,14,12,13,27,25,21,22,20,15,11,10,11,6,13,17,22,20,14,13,9,1,7,5,6,8,5,7,10,12,12,16,17,18,21,23,22,22,19,18,15,14,11,8,7,6,6,4,3,18,7,17,8,17,13,9,2,1,0,0
2022-04-05 22:00:00,0,2,0,1,0,1,0,1,0,0,1,2,2,3,3,5,6,4,2,9,10,5,10,11,10,7,8,7,6,7,4,8,7,4,6,8,7,7,6,5,7,9,8,7,6,5,12,12,11,10,9,7,10,6,10,4,5,10,11,8,8,7,6,8,7,10,14,13,14,23,23,18,15,0,13,14,13,13,12,13,14,16,12,12,10,7,9,7,5,0,10,8,8,9,9,6,12,11,11,13,16,17,19,21,20,19,16,13,11,9,3,5,5,5,11,12,0,10,0,8,7,0,0,0,0
2022-04-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,3,2,4,1,5,6,6,5,0,4,3,3,4,1,5,0,0,4,0,0,5,7,6,3,3,5,5,5,8,4,9,5,8,3,4,9,8,5,5,4,5,4,3,3,3,6,8,4,4,12,8,11,11,1,8,9,8,3,6,9,11,14,13,12,8,7,8,7,2,6,5,5,4,5,4,6,6,6,6,7,2,7,7,11,9,9,6,6,6,3,2,1,2,0,7,5,0,3,0,7,3,1,0,0,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,0,0,0,0,1,0,0,2,1,0,1,0,0,0,2,0,4,4,4,5,7,8,6,7,9,10,13,6,14,16,3,18,15,2,13,11,10,0,11,13,0,15,18,0,20,27,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,0,2,0,2,5,7,4,0,0,8,0,2,3,1,0,0,2,3,6,7,7,6,9,11,10,11,8,11,10,9,9,7,6,6,5,6,4,6,1,7,3,0,8,4,11,14,13,22,6,10,10,23,26,25,8,26,6,19,14,10,8,4,3,1,0,1,3,0,2,0,1,3,4,0,5,0,6,7,0,8,7,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 06:00:00,0,3,0,2,6,14,6,7,6,8,10,9,1,5,3,0,4,6,8,10,12,11,9,12,9,8,7,11,6,13,11,8,8,6,5,6,5,0,5,3,4,4,5,5,10,12,9,7,0,6,8,8,9,12,11,12,10,8,10,8,8,6,6,5,3,3,4,2,1,3,2,0,3,0,1,2,3,5,4,4,0,2,0,1,12,12,5,11,4,5,12,13,12,13,12,8,7,6,2,6,7,8,5,5,4,4,5,5,6,6,7,6,4,3,6,0,0,5,3,2,1,1,0,0,0
2022-04-06 07:00:00,0,8,7,0,6,21,23,16,17,16,17,16,2,4,6,6,9,12,14,19,25,20,29,28,30,27,29,30,26,26,23,21,17,13,10,11,13,9,8,9,12,14,12,16,21,29,28,16,17,16,18,21,22,24,24,26,25,25,12,9,20,14,14,11,10,8,9,8,4,5,2,6,7,8,2,7,8,9,11,12,13,12,10,17,19,27,23,22,20,19,15,16,18,13,14,5,11,11,10,11,9,9,7,8,9,11,15,16,7,20,17,9,5,4,8,4,0,6,3,0,4,7,12,11,0
2022-04-06 08:00:00,0,13,11,1,5,10,0,10,12,13,25,12,5,6,7,8,11,16,23,28,36,38,48,50,56,57,48,50,48,50,44,32,25,27,25,22,18,14,15,13,13,13,15,20,24,30,23,21,22,22,26,28,46,47,47,39,37,35,22,18,34,22,15,8,7,10,9,7,7,7,7,7,6,7,6,5,7,11,12,14,13,5,6,10,14,21,21,19,19,21,19,17,16,16,11,8,12,18,15,14,14,16,15,17,18,25,17,12,11,10,9,9,3,4,25,15,14,15,13,12,10,11,6,0,0
2022-04-06 09:00:00,0,3,2,1,4,8,6,7,8,0,10,6,3,8,7,8,11,14,16,20,27,27,27,28,30,34,31,34,30,28,22,16,9,11,10,7,6,10,6,11,8,6,10,11,19,18,16,14,0,12,16,21,21,24,25,27,23,32,21,19,25,21,13,13,9,10,17,16,14,17,10,9,7,5,7,9,10,13,12,14,14,9,8,13,20,24,23,21,18,17,21,16,17,15,13,13,13,13,15,17,15,15,11,8,7,8,11,6,10,6,5,2,4,2,10,4,0,8,6,1,6,4,2,0,0
2022-04-06 10:00:00,0,3,0,1,1,6,0,3,0,4,2,8,5,5,8,3,10,6,12,13,12,11,9,13,11,13,15,16,15,14,13,10,7,8,5,4,2,5,4,5,4,5,4,4,7,9,7,8,5,6,9,10,13,9,11,13,13,12,10,8,8,7,6,6,5,6,4,0,3,7,4,4,5,0,4,8,4,5,4,9,5,4,4,5,9,11,11,12,13,11,9,11,13,12,9,12,9,8,7,8,8,8,8,6,5,7,5,5,4,5,0,4,3,1,7,7,4,6,5,4,5,1,1,0,0
2022-04-06 11:00:00,0,1,0,1,2,3,0,4,5,6,3,7,3,5,7,2,10,12,11,17,17,12,12,12,9,12,13,12,6,11,9,9,10,11,10,10,8,9,5,12,7,9,8,8,10,10,12,9,7,6,5,9,9,11,12,12,12,12,8,10,11,10,12,9,4,6,7,7,6,5,8,9,8,7,7,7,7,7,6,7,7,8,7,10,8,12,11,7,7,10,10,9,11,10,9,9,11,8,10,10,7,13,11,7,9,9,9,10,11,4,3,1,2,0,5,5,1,2,4,0,3,2,1,0,0
2022-04-06 12:00:00,0,1,0,0,3,5,6,0,4,4,8,7,4,5,3,0,4,7,11,10,13,10,10,11,11,12,13,14,13,9,13,12,12,11,10,10,9,10,5,12,14,16,11,16,13,10,12,13,13,7,11,11,12,11,14,12,11,13,9,7,8,9,7,6,4,5,8,6,7,7,6,10,10,0,9,12,13,13,12,11,10,11,9,10,11,14,14,8,6,10,11,11,12,10,8,8,10,11,12,13,14,12,13,10,10,11,11,10,6,6,10,9,7,5,6,2,2,5,4,2,2,0,1,0,0
2022-04-06 13:00:00,0,2,0,2,4,5,0,2,0,4,4,4,2,5,7,6,8,11,14,15,16,15,16,17,17,15,16,18,17,17,16,14,14,13,14,8,10,13,9,12,7,13,12,10,12,12,11,9,8,5,7,7,11,9,10,13,12,14,9,7,9,6,5,7,7,9,9,0,8,10,9,11,13,8,14,11,11,12,11,13,15,14,12,16,15,15,10,15,14,12,13,13,12,12,13,15,16,16,15,16,17,18,14,10,12,10,11,9,11,8,7,3,4,1,8,7,5,4,5,4,2,1,0,0,0
2022-04-06 14:00:00,0,1,0,1,1,5,0,2,8,0,0,7,5,3,6,4,9,10,8,10,14,12,10,11,11,9,10,10,11,11,13,9,14,15,14,13,12,14,13,10,12,9,6,12,9,7,8,9,6,8,8,6,7,5,9,8,7,10,10,10,11,10,10,13,11,10,14,8,9,11,10,29,32,31,22,18,15,15,11,14,16,13,5,9,11,9,8,4,10,9,7,5,7,8,10,10,17,18,16,18,17,20,16,15,14,16,12,12,11,9,8,6,7,4,3,2,1,4,0,0,3,1,0,0,0
