Unnamed: 0,1_삼화상운(기점가상),2_염광고등학교,3_신창중학교후문,4_유원극동아파트,5_쌍용스윗닷홈아파트,6_초안아파트.흥화브라운빌아파트,7_한승미메이드아파트,8_창3동염광아트빌,9_북서울농협창동지점,10_신화초교입구,11_창번교,12_창동서울탁주앞,13_번동사거리,14_북부시장입구,15_강북경찰서입구,16_수유사거리,17_수유역.노스페이스문화센터,18_강북구청사거리,19_수송초등학교,20_번동사거리,21_창번교앞,22_신화초교입구,23_북서울농협창동지점,24_창3동염광아트빌,25_한승미메이드아파트,26_초안아파트.흥화브라운빌아파트,27_쌍용스윗닷홈아파트,28_유원극동아파트,29_신창중학교후문,30_염광고등학교,31_월계주공1단지상가,32_월계종합사회복지관,33_월계주공1단지,34_인덕대학교,35_인덕삼거리,36_신도브래뉴.한전노원변전소,37_광운대역,38_월계현대아파트,39_물류센터,40_석계역1번출구.B,41_물류센터,42_월계현대아파트,43_광운대역,44_신도브래뉴.한전노원변전소,45_인덕삼거리,46_인덕대학교,47_월계주공2단지,48_월계종합사회복지관,49_월계공단,50_염광고등학교(가상)
2022-03-28 21:00:00,3,5,0,0,3,2,0,1,1,0,1,3,0,0,0,1,16,19,20,17,15,13,10,12,9,6,5,3,5,19,21,3,2,19,9,0,12,11,5,13,6,5,21,20,20,6,14,13,12,0
2022-03-28 22:00:00,3,7,0,6,2,4,0,2,4,0,1,3,0,0,3,3,12,14,11,14,13,11,9,8,7,4,3,0,0,3,5,3,6,4,5,0,4,2,1,8,5,4,11,6,10,2,10,9,6,0
2022-03-28 23:00:00,0,3,1,1,2,1,0,0,0,0,0,0,0,0,0,2,10,15,6,14,12,8,9,8,4,4,0,6,0,2,3,0,5,0,4,0,3,0,1,5,6,7,10,9,8,6,3,1,1,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,0,1,0,2,0,3,4,7,8,10,6,6,0,1,5,5,7,8,0,9,10,0,11,12,14,16,17,19,8,15,8,16,9,15,8,14,8,6,6,1,0,0,0,0,1,0,0,0,0,0
2022-03-29 06:00:00,0,0,0,0,1,3,3,5,4,7,8,7,7,8,0,7,4,3,4,2,5,0,6,8,7,12,14,16,15,18,20,19,23,21,22,23,8,6,7,2,2,3,4,0,0,0,3,2,0,0
2022-03-29 07:00:00,0,4,5,0,4,5,8,12,14,17,19,24,11,27,25,21,6,7,9,10,13,19,20,21,23,32,34,36,33,35,36,38,46,46,44,38,25,31,27,10,22,24,29,8,10,28,6,7,27,0
2022-03-29 08:00:00,0,4,5,5,6,10,11,16,20,23,25,26,22,24,21,20,9,9,12,13,17,18,22,25,26,30,35,32,27,23,25,27,41,40,35,31,21,29,20,7,9,10,12,10,0,9,7,6,11,0
2022-03-29 09:00:00,0,3,0,5,0,6,7,9,7,10,11,12,0,8,6,10,8,10,0,11,12,6,8,8,9,12,17,13,11,15,17,15,25,24,25,25,16,22,20,19,18,20,29,28,24,3,1,1,0,0
2022-03-29 10:00:00,0,2,3,2,0,5,6,7,7,9,10,11,10,0,10,7,8,3,0,2,7,0,6,6,7,10,9,11,10,5,10,0,13,14,13,9,9,11,10,3,0,3,5,5,4,3,1,2,0,0
2022-03-29 11:00:00,0,2,0,2,3,5,6,7,8,5,7,9,6,0,0,7,6,7,3,0,7,8,6,5,0,7,0,8,0,10,10,9,12,12,15,8,10,9,8,8,6,5,5,0,0,4,3,3,1,0
2022-03-29 12:00:00,0,4,0,5,1,6,3,5,4,6,7,5,0,5,0,8,10,11,10,9,6,6,3,0,5,3,5,7,6,7,9,8,10,11,12,9,10,7,4,6,8,7,10,9,10,6,1,4,3,0
2022-03-29 13:00:00,0,2,0,1,0,3,4,4,5,7,7,6,0,2,4,8,14,15,16,18,16,14,13,6,14,13,12,11,10,9,10,9,11,13,12,9,10,9,6,12,12,0,14,12,11,5,3,0,2,0
2022-03-29 14:00:00,0,6,0,4,4,5,0,4,4,6,7,6,0,7,6,7,7,8,7,8,11,8,11,9,7,8,9,8,9,8,10,9,12,13,10,11,9,9,8,5,10,5,13,9,10,7,5,2,3,0
2022-03-29 15:00:00,0,23,25,23,24,22,21,16,14,18,16,9,7,6,0,5,15,19,19,20,17,16,15,12,14,16,14,13,15,25,26,25,26,24,29,28,21,17,7,4,4,5,10,8,5,4,2,2,0,0
2022-03-29 16:00:00,0,16,5,6,8,18,19,19,18,5,19,14,15,13,14,12,16,20,21,11,19,18,17,8,14,13,16,10,15,25,25,20,22,27,28,28,25,21,11,8,11,9,12,3,8,9,6,5,2,0
2022-03-29 17:00:00,0,9,2,4,4,7,5,5,9,12,0,10,11,7,11,8,23,17,20,16,17,13,13,15,14,16,7,10,16,18,16,18,19,29,29,26,19,17,13,10,9,8,15,11,3,6,8,7,5,0
2022-03-29 18:00:00,0,7,0,5,1,4,5,6,0,6,6,7,0,0,4,9,38,33,36,32,31,25,23,17,16,15,15,10,14,16,19,20,23,23,25,10,21,22,21,28,27,30,39,28,26,25,17,13,7,0
2022-03-29 19:00:00,0,5,0,1,3,5,2,1,6,5,6,8,2,0,6,5,30,32,21,29,24,19,16,15,14,10,10,8,4,7,8,7,10,4,11,6,10,7,8,36,36,37,45,37,44,34,21,17,8,0
2022-03-29 20:00:00,0,5,0,2,3,1,4,3,2,2,0,4,0,0,0,3,22,23,23,20,17,13,11,12,8,8,7,2,5,6,5,1,6,5,6,0,4,3,2,16,17,11,19,14,15,17,9,8,4,0
2022-03-29 21:00:00,0,2,0,0,0,2,0,0,3,1,0,4,0,0,0,2,16,17,0,16,12,11,9,8,6,3,5,0,2,5,4,3,1,4,5,4,3,2,0,9,10,8,10,13,14,12,5,4,1,0
2022-03-29 22:00:00,0,5,4,2,4,3,2,3,1,1,2,1,0,2,0,5,18,19,0,20,17,14,12,11,7,6,5,4,5,4,4,2,3,5,6,0,3,5,0,7,6,6,8,7,3,5,4,5,3,0
2022-03-29 23:00:00,0,4,0,0,1,2,0,1,0,0,0,0,0,0,0,2,11,12,13,11,11,11,8,5,6,5,3,4,4,3,1,4,0,3,4,0,4,1,3,5,8,4,10,9,8,7,4,0,3,0
2022-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 04:00:00,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 05:00:00,0,1,0,0,0,4,5,9,6,3,7,6,2,0,6,7,6,0,5,8,6,0,9,10,13,16,17,19,7,15,17,16,15,0,14,0,7,9,8,2,0,0,1,0,0,1,0,0,0,0
2022-03-30 06:00:00,0,3,0,1,0,5,2,7,4,9,10,11,12,0,5,10,2,1,0,1,3,0,3,4,7,11,12,14,12,16,17,18,23,22,20,19,7,9,8,2,0,3,4,0,2,3,2,1,0,0
2022-03-30 07:00:00,0,4,0,2,2,4,8,11,10,13,16,21,14,19,12,15,6,6,7,8,12,13,16,20,21,32,35,40,29,32,40,43,48,47,43,41,24,29,27,5,16,19,25,0,26,2,25,0,24,0
2022-03-30 08:00:00,1,4,7,8,4,12,14,17,18,22,24,22,20,21,20,17,11,12,15,16,20,22,24,26,29,32,35,36,34,22,23,19,24,23,26,24,15,16,9,6,14,17,21,0,1,7,20,4,18,0
2022-03-30 09:00:00,0,2,3,4,0,6,7,9,7,7,8,11,8,12,5,10,6,8,5,7,8,6,7,10,10,8,11,13,14,13,14,13,18,16,15,6,12,11,15,16,17,2,20,12,16,4,3,2,1,0
2022-03-30 10:00:00,0,2,4,0,3,4,7,8,8,9,12,12,13,5,12,11,6,6,5,2,6,8,8,3,2,6,5,6,7,8,10,9,13,10,12,11,8,7,5,6,7,0,5,4,0,3,0,0,1,0
2022-03-30 11:00:00,0,3,0,0,1,5,0,5,8,11,12,13,14,12,0,11,8,10,4,11,10,4,9,9,9,11,9,9,0,10,13,11,10,9,10,1,9,0,7,4,5,4,6,3,7,3,2,1,0,0
2022-03-30 12:00:00,0,3,2,0,0,3,2,4,4,5,6,2,0,5,0,6,11,2,7,11,10,11,3,11,11,6,8,7,6,10,10,8,11,13,14,13,10,0,8,4,5,4,5,4,3,2,1,0,0,0
2022-03-30 13:00:00,0,4,0,4,3,5,6,9,0,5,11,9,0,3,0,12,9,10,10,10,11,4,12,10,11,11,9,12,11,10,10,6,8,10,15,8,11,0,9,7,0,1,11,8,7,4,2,1,1,0
2022-03-30 14:00:00,0,4,14,5,0,12,11,11,8,9,7,8,7,2,6,5,12,16,15,15,16,11,14,16,15,17,18,16,28,31,33,15,32,31,29,28,14,13,6,8,0,0,14,13,12,9,6,4,3,0
2022-03-30 15:00:00,0,6,4,5,0,0,5,5,4,7,0,6,0,0,1,3,14,15,6,16,12,11,9,8,7,8,9,0,10,20,21,8,22,23,20,22,13,11,8,7,7,6,8,7,6,5,4,3,1,0
2022-03-30 16:00:00,2,19,20,21,7,21,10,18,12,13,13,15,0,14,12,11,11,13,9,12,10,9,9,12,13,11,12,11,3,20,21,12,22,20,19,14,15,13,10,13,14,12,14,12,11,10,5,4,3,0
2022-03-30 17:00:00,0,7,1,6,6,7,3,6,8,10,11,11,8,9,11,9,20,21,22,21,20,18,17,15,16,15,13,14,12,13,15,15,16,22,30,30,24,23,15,13,14,12,18,17,12,15,8,5,4,0
2022-03-30 18:00:00,0,5,0,7,6,6,0,6,3,3,7,8,7,5,6,5,30,31,30,27,21,18,15,12,12,13,11,10,5,12,13,0,16,17,23,20,23,24,21,31,35,32,41,29,28,25,12,9,3,0
2022-03-30 19:00:00,0,8,3,2,7,7,3,6,7,6,0,5,3,5,4,5,25,22,25,22,22,19,18,13,10,8,6,8,5,8,10,2,11,13,12,0,11,7,7,22,24,23,40,28,39,35,23,18,10,0
2022-03-30 20:00:00,0,5,1,0,4,1,0,0,1,2,1,2,0,0,1,2,19,13,18,16,11,10,9,6,8,6,4,3,2,4,5,4,0,0,5,1,4,3,2,10,11,4,12,11,11,10,9,7,0,0
2022-03-30 21:00:00,0,1,1,0,0,1,0,0,0,0,0,2,0,2,0,2,14,16,14,13,12,11,9,7,5,5,3,3,0,9,10,1,1,2,3,0,5,0,3,13,14,13,14,13,11,9,7,6,5,0
2022-03-30 22:00:00,1,5,0,0,4,2,1,1,3,1,0,1,0,2,0,3,18,17,15,15,14,11,11,10,8,7,5,0,3,5,4,0,4,3,3,2,3,0,1,11,10,8,9,8,3,7,6,4,3,0
2022-03-30 23:00:00,0,4,3,0,3,2,0,3,1,0,3,0,0,0,0,2,14,14,5,8,13,9,12,8,7,5,4,0,1,4,1,0,2,0,1,2,3,0,4,10,12,11,13,12,2,8,7,5,4,0
2022-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 04:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 05:00:00,0,1,0,3,0,5,1,8,9,6,5,7,5,7,6,6,5,6,0,5,8,0,10,7,11,14,11,15,16,11,8,9,10,0,9,9,8,11,10,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 06:00:00,0,1,0,0,0,1,4,6,4,5,8,5,4,0,2,6,4,3,0,1,4,0,4,6,7,10,11,15,13,16,17,18,24,23,22,21,11,12,11,1,0,2,2,0,1,0,0,0,1,0
2022-03-31 07:00:00,4,2,0,1,2,7,10,12,13,16,20,22,21,25,24,22,8,8,9,7,12,14,17,19,21,27,31,33,31,29,36,40,49,47,42,27,21,17,19,7,15,20,25,12,24,23,12,11,4,0
2022-03-31 08:00:00,0,6,1,7,5,8,11,16,17,18,20,22,21,17,14,18,18,9,21,22,25,29,31,32,34,41,46,47,41,32,38,39,43,43,41,38,24,26,22,18,17,18,22,20,18,18,16,15,12,0
2022-03-31 09:00:00,0,2,2,4,5,7,8,6,8,10,14,14,15,14,7,10,7,8,9,10,10,10,11,9,12,13,14,15,16,14,15,16,17,15,14,5,9,10,8,15,0,16,19,18,13,3,2,0,0,0
2022-03-31 10:00:00,0,3,2,3,3,6,0,6,6,8,7,9,0,6,14,11,4,6,5,0,2,2,1,3,4,8,6,8,8,9,9,10,14,11,12,1,8,7,6,4,7,8,12,0,10,4,2,1,0,0
2022-03-31 11:00:00,0,3,0,0,0,4,0,7,5,10,8,9,4,8,7,7,5,4,5,6,7,6,4,6,5,6,0,7,6,6,9,8,9,9,10,0,5,5,3,7,0,5,8,0,7,4,3,3,2,0
2022-03-31 12:00:00,1,5,0,2,0,5,6,2,1,6,0,5,2,5,4,5,9,4,8,0,7,6,7,8,7,10,9,10,0,11,9,12,17,16,14,15,13,14,13,7,8,7,11,0,10,6,4,3,2,0
2022-03-31 13:00:00,2,2,1,0,1,3,4,3,3,0,5,4,5,6,2,5,9,10,8,6,7,7,11,7,6,9,8,9,8,9,5,8,10,8,10,0,8,7,4,8,10,9,9,5,8,6,2,1,0,0
2022-03-31 14:00:00,4,4,0,3,2,4,2,7,6,8,7,8,9,7,7,7,11,8,10,8,9,10,8,8,5,8,6,7,0,10,11,7,12,13,13,9,9,9,6,9,8,10,13,12,11,5,4,1,0,0
2022-03-31 15:00:00,0,25,24,23,25,25,24,19,23,21,19,16,10,15,9,7,10,12,10,11,10,10,9,10,9,11,10,12,30,42,32,31,41,44,28,27,35,31,10,10,6,7,9,8,7,5,3,1,1,0
2022-03-31 16:00:00,0,9,0,6,5,4,0,9,10,0,8,11,6,11,14,11,15,18,18,17,16,15,8,16,14,13,8,14,13,12,12,11,18,21,20,18,13,13,10,12,14,13,17,9,16,14,8,6,4,0
2022-03-31 17:00:00,0,6,6,7,5,9,10,9,10,12,14,14,15,9,14,13,24,23,22,18,15,15,14,13,12,13,10,11,0,13,11,14,13,16,20,21,18,16,12,16,8,11,18,0,17,16,11,5,2,0
2022-03-31 18:00:00,0,6,0,7,0,5,0,8,6,7,9,9,0,4,8,6,25,23,25,24,22,21,18,17,16,15,15,0,13,15,20,19,20,23,31,30,22,9,23,25,25,0,27,23,21,24,11,9,6,0
2022-03-31 19:00:00,0,6,5,0,4,4,0,7,8,5,9,5,4,8,2,9,25,26,26,26,23,22,17,15,12,9,10,8,8,7,5,0,8,9,5,11,8,6,6,28,27,24,26,20,25,20,14,13,6,0
2022-03-31 20:00:00,0,7,1,2,0,5,4,0,0,2,0,3,0,4,4,5,20,19,16,16,18,16,15,12,9,6,5,2,6,8,10,11,11,9,4,10,7,6,5,14,15,12,17,15,12,13,8,6,4,0
2022-03-31 21:00:00,0,2,0,3,0,3,4,0,0,0,0,1,0,2,3,1,13,12,15,14,13,12,11,11,7,5,6,5,0,5,4,4,4,5,9,0,7,0,4,9,12,11,9,9,7,8,5,4,2,0
2022-03-31 22:00:00,0,3,0,2,0,1,2,0,3,4,0,2,0,0,1,1,16,17,17,16,13,12,11,10,9,7,1,6,2,3,5,4,4,3,2,1,3,8,0,14,14,13,12,10,9,8,6,5,4,0
2022-03-31 23:00:00,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,15,16,17,16,14,13,11,10,11,8,7,0,9,8,6,0,2,7,9,0,8,5,4,17,18,16,19,18,8,17,7,6,3,0
2022-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 04:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 05:00:00,1,0,0,0,0,5,3,7,0,7,4,8,0,8,4,9,4,4,1,5,7,6,10,2,11,13,4,15,14,12,8,13,13,12,11,6,9,1,0,1,0,0,2,0,0,0,1,0,0,0
2022-04-01 06:00:00,0,1,0,1,0,2,3,8,5,9,10,12,0,0,1,10,4,5,2,1,3,2,4,4,5,9,11,12,9,11,12,15,19,19,15,0,7,6,5,1,1,2,3,0,0,0,0,1,0,0
2022-04-01 07:00:00,2,4,4,0,3,5,8,12,11,13,16,18,13,19,18,18,7,8,9,15,17,19,20,26,30,34,32,33,33,30,34,40,49,49,44,27,16,17,13,5,6,4,10,0,4,9,8,0,3,0
2022-04-01 08:00:00,4,4,0,3,0,6,9,11,14,16,17,17,18,20,17,15,13,14,15,11,17,20,28,33,38,46,50,51,42,29,29,31,35,36,38,41,25,23,21,9,13,16,22,15,14,21,20,18,16,0
2022-04-01 09:00:00,0,4,1,6,2,7,8,10,11,12,14,12,9,4,3,14,9,10,0,8,11,13,10,10,10,16,18,19,17,12,15,13,14,12,13,13,7,5,5,15,12,7,17,15,12,1,0,0,0,0
2022-04-01 10:00:00,1,3,3,2,4,6,4,9,13,14,15,15,7,14,15,11,11,3,10,8,6,5,6,7,9,6,5,10,7,10,14,15,17,18,14,0,13,15,13,8,10,9,12,10,9,2,1,1,2,0
2022-04-01 11:00:00,1,2,0,1,2,3,0,4,6,0,7,4,7,6,5,11,6,7,0,4,8,3,7,6,0,8,0,0,9,7,11,13,15,13,9,0,7,5,4,8,9,8,12,0,11,10,7,5,3,0
2022-04-01 12:00:00,0,2,0,0,0,3,0,4,3,5,4,7,4,3,0,6,5,5,8,8,7,0,4,9,10,12,9,13,8,11,11,3,10,12,11,9,9,0,8,7,9,0,16,0,14,10,6,4,3,0
2022-04-01 13:00:00,0,4,0,0,5,4,4,4,6,3,4,7,5,6,5,7,14,15,8,14,15,14,11,9,13,13,13,14,9,9,11,11,14,16,15,16,12,6,5,10,3,1,12,11,5,4,3,0,2,0
2022-04-01 14:00:00,0,14,17,11,18,18,17,7,21,21,19,15,14,4,10,11,12,5,7,6,4,10,7,6,4,6,8,5,13,27,27,16,18,25,23,27,20,18,10,3,3,3,4,3,3,5,0,4,0,0
2022-04-01 15:00:00,5,6,5,6,8,6,9,9,8,7,6,9,9,5,4,8,16,14,6,15,14,7,9,9,13,13,13,12,19,18,19,0,18,17,17,0,15,12,8,6,1,0,9,8,6,0,5,2,1,0
2022-04-01 16:00:00,8,20,21,7,22,21,22,27,15,14,15,14,4,16,13,9,12,13,14,10,11,13,11,14,14,10,13,13,15,26,25,24,25,31,29,27,17,15,9,18,17,15,19,18,14,9,6,5,2,0
2022-04-01 17:00:00,0,6,6,3,0,6,5,7,6,9,8,25,10,24,23,19,20,21,22,21,19,18,16,17,14,11,12,15,13,14,13,17,21,13,19,0,20,17,12,17,18,16,19,17,16,14,8,5,3,0
2022-04-01 18:00:00,5,4,4,7,3,10,9,11,6,8,12,11,9,8,9,13,32,33,34,32,27,24,23,18,14,14,12,7,11,9,14,8,19,20,20,21,19,16,14,31,28,27,39,31,24,29,16,14,7,0
2022-04-01 19:00:00,2,5,2,4,4,4,2,5,0,4,3,5,0,3,4,6,26,27,28,26,23,21,20,16,13,11,11,10,0,9,9,8,10,7,10,3,9,7,6,23,21,19,41,31,35,29,19,12,8,0
2022-04-01 20:00:00,0,4,0,0,3,2,0,3,0,4,0,3,0,2,3,4,15,16,14,16,11,10,9,8,6,7,6,3,6,12,8,6,7,9,16,15,13,12,4,12,12,11,16,15,14,13,9,5,3,0
2022-04-01 21:00:00,0,6,0,1,2,0,5,4,1,3,0,9,0,3,6,5,17,16,14,16,15,13,10,12,10,8,5,9,0,8,7,3,1,4,6,0,6,4,3,12,13,12,16,15,14,10,6,4,2,0
2022-04-01 22:00:00,1,3,3,2,1,2,0,1,2,3,0,0,0,0,0,4,19,21,20,18,16,16,8,6,7,5,5,0,6,6,4,7,2,5,4,3,3,2,0,9,6,5,10,6,5,7,5,4,2,0
2022-04-01 23:00:00,0,6,1,5,4,2,0,1,0,0,2,3,0,0,0,1,30,32,31,32,29,27,22,20,18,14,10,13,12,13,12,11,7,1,6,5,11,11,9,11,11,9,12,11,12,10,6,4,3,0
2022-04-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 04:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 05:00:00,2,3,1,3,3,5,6,6,3,4,5,7,0,5,3,5,7,0,0,7,6,0,7,4,6,8,9,0,3,6,7,5,10,8,7,6,3,4,3,0,0,0,0,0,1,0,0,0,0,0
2022-04-02 06:00:00,0,1,0,0,0,3,2,4,0,3,4,4,3,0,0,7,5,6,0,5,5,2,5,3,4,7,3,3,4,6,4,0,7,7,5,5,9,10,0,3,0,2,1,1,0,1,0,0,0,0
2022-04-02 07:00:00,0,3,2,3,0,3,2,3,4,6,7,8,0,7,6,5,2,3,4,5,4,2,0,3,4,7,3,8,0,8,9,10,12,12,11,0,6,4,0,1,0,0,1,0,0,0,2,1,0,0
2022-04-02 08:00:00,0,3,0,0,4,5,6,7,8,9,10,10,8,9,8,6,3,4,5,6,0,7,7,8,9,10,11,12,0,10,9,8,10,9,5,6,7,7,0,2,0,2,0,0,1,0,0,0,0,0
2022-04-02 09:00:00,0,3,0,0,4,5,5,6,8,11,8,15,16,15,13,9,4,2,1,2,5,6,6,5,7,9,11,9,8,15,16,19,22,23,11,25,18,9,8,3,0,0,4,5,5,4,3,2,1,0
2022-04-02 10:00:00,1,3,0,0,0,5,6,12,13,13,12,13,0,14,13,11,7,8,7,5,6,8,7,9,0,10,11,13,0,15,13,15,18,15,16,12,11,4,5,3,0,3,1,0,0,2,0,0,0,0
2022-04-02 11:00:00,4,5,0,3,4,9,8,10,11,14,13,14,6,13,13,13,5,6,6,5,4,5,6,7,7,10,8,11,10,13,14,15,19,16,17,0,11,9,12,12,14,15,15,5,5,0,11,0,8,0
2022-04-02 12:00:00,0,7,8,1,2,3,9,4,4,10,11,8,0,12,0,12,15,16,0,5,14,13,6,14,14,20,19,17,15,13,14,16,17,18,14,15,11,12,10,7,9,6,11,10,3,10,6,3,2,0
2022-04-02 13:00:00,5,9,1,3,0,12,14,16,4,7,8,17,18,11,10,10,11,8,10,9,7,7,6,9,5,9,7,7,8,9,14,0,15,14,13,9,10,7,4,5,6,2,9,6,8,6,4,3,1,0
2022-04-02 14:00:00,0,4,4,2,5,8,8,9,7,10,7,6,1,3,9,9,12,13,12,11,11,9,12,15,2,21,22,23,8,19,13,11,20,18,17,16,11,11,3,7,9,0,12,10,0,7,5,2,4,0
2022-04-02 15:00:00,0,6,0,0,0,9,5,6,5,7,6,8,0,0,7,6,15,14,16,13,14,15,3,17,16,20,19,20,0,14,9,13,10,14,10,13,12,11,8,4,5,0,14,15,14,13,6,4,1,0
2022-04-02 16:00:00,1,10,11,4,3,10,9,11,13,13,5,11,7,2,12,7,19,19,12,19,14,13,13,12,12,13,13,12,6,11,6,8,12,7,12,0,12,13,11,7,10,11,13,10,9,7,3,0,2,0
2022-04-02 17:00:00,6,6,7,0,9,8,8,9,10,13,14,13,14,11,11,11,17,13,14,12,10,10,10,12,11,11,13,14,5,13,10,12,14,7,6,11,6,4,3,9,10,9,12,9,6,8,7,5,4,0
2022-04-02 18:00:00,0,5,0,0,3,7,5,5,6,4,7,7,0,7,8,5,22,24,23,20,17,12,12,18,20,19,18,17,18,17,14,15,16,15,19,0,19,19,10,14,13,11,12,0,0,10,6,5,3,0
