Unnamed: 0,1_제2공학관,2_유회진학술정보관.제1공학관,3_유전공학연구소.반도체공동연구소,4_교수회관입구,5_관악사삼거리,6_국제대학원,7_수의대입구.보건대학원앞,8_경영대,9_서울대학교,10_서울대학교치과병원.동물병원,11_서울여상.서울문영여중고앞,12_관악구청,13_서울대입구역,14_봉천사거리.봉천중앙시장,15_봉원중학교.행운동우성아파트,16_관악푸르지오아파트,17_봉현초등학교,18_관악드림타운115동,19_관악드림타운북문,20_구암중학교,21_벽산아파트.선의사회복지관,22_벽산블루밍아파트종점,23_벽산블루밍벽산아파트303동앞,24_벽산아파트.선의사회복지관,25_구암중학교,26_관악드림타운북문,27_관악드림타운115동,28_동아아파트105동앞,29_성현동동아아파트,30_봉원중학교.행운동우성아파트,31_봉천사거리.위버폴리스,32_서울대입구역,33_관악경찰서.관악소방서,34_서울여상.서울문영여중고앞,35_서울대학교치과병원.동물병원,36_서울대학교,37_서울대정문,38_법대.사회대입구,39_자연대.행정관입구,40_농생대,41_공대입구,42_신소재,43_건설환경종합연구소앞,44_제2공학관
2022-03-05 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,0,0,0,1,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,4,0,3,4,5,4,4,5,5,10,2,5,6,5,8,4,3,2,0,7,6,0
2022-03-05 07:00:00,0,0,0,0,1,0,0,0,2,0,3,2,6,6,5,6,4,2,3,2,1,0,2,3,5,6,8,9,10,7,5,9,10,0,5,8,0,6,3,1,0,4,1,0
2022-03-05 08:00:00,1,0,0,1,5,0,0,3,6,0,2,7,12,21,24,24,24,22,18,2,0,0,4,3,6,9,12,7,15,11,14,38,21,30,29,28,29,27,19,18,8,17,5,0
2022-03-05 09:00:00,2,0,1,0,4,0,4,4,5,5,3,5,5,4,3,0,4,4,3,1,0,0,7,10,16,21,25,17,24,22,20,48,47,42,43,34,35,34,26,25,10,19,1,0
2022-03-05 10:00:00,8,8,0,9,12,13,14,6,12,11,7,6,6,7,10,9,8,7,3,0,0,0,5,7,26,33,34,35,35,33,25,54,54,42,53,45,45,40,38,34,33,25,6,0
2022-03-05 11:00:00,12,15,0,9,26,27,0,28,30,16,15,25,12,17,17,16,9,8,7,5,3,3,9,13,20,22,26,27,28,25,24,49,39,33,48,34,34,29,29,25,24,14,3,0
2022-03-05 12:00:00,11,7,0,8,21,0,16,23,24,19,17,20,23,30,37,37,34,27,23,5,0,2,6,7,9,15,19,18,18,24,16,40,27,0,25,42,40,24,29,16,14,12,4,0
2022-03-05 13:00:00,13,13,0,8,31,33,31,38,37,0,17,27,10,11,19,15,14,8,6,3,2,0,3,4,6,11,14,16,17,15,15,33,34,0,0,33,33,30,27,17,16,15,4,0
2022-03-05 14:00:00,38,40,40,40,43,25,41,44,45,37,25,35,11,18,23,21,17,11,5,6,2,1,5,2,14,17,20,14,10,13,14,34,31,30,30,22,29,26,19,9,5,5,3,0
2022-03-05 15:00:00,18,19,14,15,24,24,20,28,20,18,17,26,17,21,23,22,17,9,7,7,5,2,7,9,19,23,24,25,28,28,23,20,16,17,18,18,10,16,12,11,10,9,3,0
2022-03-05 16:00:00,2,3,0,2,9,3,23,24,33,36,0,30,17,24,27,13,19,13,10,7,5,0,2,3,7,7,11,12,10,10,12,12,10,9,0,9,8,6,5,2,0,0,0,0
2022-03-05 17:00:00,3,4,7,13,27,18,28,28,27,13,26,21,17,26,29,28,22,13,11,8,4,0,3,3,4,8,8,9,10,11,11,14,12,4,0,10,10,9,5,5,3,1,0,0
2022-03-05 18:00:00,2,0,0,3,23,24,26,28,38,31,29,37,18,26,29,28,22,15,14,13,12,0,3,5,9,5,7,8,8,7,6,9,4,0,0,6,4,4,3,2,1,0,0,0
2022-03-05 19:00:00,1,0,3,3,6,0,7,8,17,9,19,16,22,21,22,20,19,12,7,5,4,0,2,1,3,3,5,6,0,4,3,11,9,0,0,8,7,6,2,4,0,0,0,0
2022-03-05 20:00:00,3,1,0,1,4,0,5,6,7,0,4,5,11,16,14,15,13,5,4,5,2,0,1,0,1,3,0,0,1,3,4,5,4,0,0,4,0,3,1,0,1,0,0,0
2022-03-05 21:00:00,2,3,0,2,5,4,7,8,5,7,6,8,9,20,19,17,14,11,8,6,0,0,1,0,0,2,1,2,1,0,2,4,3,0,0,1,1,2,0,1,0,0,0,0
2022-03-05 22:00:00,0,0,1,0,4,0,4,8,8,3,7,4,17,25,24,14,22,8,5,5,4,0,2,0,1,2,2,0,3,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0
2022-03-05 23:00:00,1,0,4,3,6,0,6,1,5,0,5,4,20,24,24,22,19,13,12,11,10,1,3,0,1,0,0,1,0,1,0,7,2,0,0,2,0,2,0,1,0,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,0,1,2,3,4,0,3,0,0,1,1,2,3,0,2,0,0,0,1,0,2,0,3,4,3,4,2,3,2,6,5,4,0,3,2,0,0,0,0,1,0,0
2022-03-06 07:00:00,0,0,0,0,1,0,0,0,0,0,1,0,1,2,2,0,1,1,0,0,0,0,2,1,5,6,5,4,6,4,4,5,3,0,4,5,3,4,2,0,0,1,0,0
2022-03-06 08:00:00,1,0,0,0,2,0,1,0,2,0,1,1,3,0,2,0,3,0,2,0,1,0,4,5,3,6,8,9,12,9,8,21,15,12,9,11,7,10,7,6,0,6,1,0
2022-03-06 09:00:00,5,0,0,0,3,0,0,4,5,0,4,3,5,7,7,1,6,1,1,1,0,0,5,6,10,11,14,13,18,18,18,57,58,55,54,31,23,12,30,22,7,27,3,0
2022-03-06 10:00:00,3,4,1,3,6,0,0,8,7,0,7,6,7,5,6,5,3,4,1,2,0,0,3,5,10,11,14,13,16,18,20,45,43,45,44,40,18,26,39,38,19,32,3,0
2022-03-06 11:00:00,24,0,0,5,12,13,2,17,16,15,13,16,13,14,15,14,6,5,3,2,3,0,5,9,12,11,15,15,15,14,15,50,43,37,36,37,36,31,29,28,28,26,3,0
2022-03-06 12:00:00,25,6,0,16,35,0,36,32,39,38,35,28,25,21,22,11,11,7,0,5,3,0,5,8,9,14,16,19,21,22,24,40,39,0,34,35,33,31,29,19,22,21,3,0
2022-03-06 13:00:00,28,17,30,26,37,22,0,36,37,0,35,30,18,10,12,11,10,7,0,6,5,0,6,8,4,10,18,21,24,23,22,40,41,0,26,34,27,33,25,22,21,11,8,0
2022-03-06 14:00:00,28,31,32,15,36,23,35,26,41,0,40,31,16,18,16,16,15,9,6,6,5,0,6,5,10,13,14,14,19,15,12,31,34,33,35,33,28,30,21,18,16,11,5,0
2022-03-06 15:00:00,25,26,0,36,42,14,31,40,35,16,33,25,11,13,16,14,13,9,7,5,4,0,2,0,4,5,10,11,10,8,9,20,16,8,0,19,0,16,9,5,2,0,1,0
2022-03-06 16:00:00,17,0,8,18,36,36,27,37,46,38,45,32,19,24,24,23,18,11,7,6,4,0,3,3,6,7,15,17,18,21,19,8,8,7,0,4,9,7,6,4,1,3,0,0
2022-03-06 17:00:00,21,22,4,24,35,33,34,40,40,26,38,27,15,20,23,22,19,14,11,9,8,1,2,1,5,6,6,7,8,7,6,7,1,0,0,6,6,3,4,0,0,0,0,0
2022-03-06 18:00:00,10,11,12,0,30,0,31,25,36,24,35,21,16,26,26,26,17,13,12,10,9,1,3,4,6,7,4,8,8,3,5,12,11,10,9,7,10,9,7,4,0,0,0,0
2022-03-06 19:00:00,3,0,4,0,13,14,36,14,39,0,13,35,14,15,17,11,14,7,6,5,4,0,3,2,4,0,3,5,6,7,4,9,8,0,6,7,0,6,5,4,2,0,1,0
2022-03-06 20:00:00,3,0,0,1,3,0,7,7,10,7,3,8,13,16,18,16,12,7,3,4,3,0,0,1,1,2,3,0,2,0,5,9,4,0,5,7,3,3,3,1,0,0,0,0
2022-03-06 21:00:00,2,1,3,0,4,5,6,3,6,6,0,2,16,17,16,16,17,12,8,4,3,0,0,0,1,0,0,1,2,0,0,9,10,0,0,0,0,5,2,4,0,0,0,0
2022-03-06 22:00:00,0,0,1,3,2,3,7,12,5,13,3,5,10,12,14,11,10,6,5,2,2,0,2,1,2,1,1,0,1,0,0,7,4,0,0,11,0,8,7,6,0,7,0,0
2022-03-06 23:00:00,2,3,0,0,5,0,6,1,5,0,5,2,8,18,19,17,11,5,4,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,3,1,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,1,0,0,0,2,1,2,1,3,1,0,4,3,0,2,0,1,2,0,0,1,0,4,4,6,10,13,16,17,16,13,16,9,15,7,15,13,11,8,5,4,3,1,0
2022-03-07 07:00:00,1,0,0,0,3,0,2,1,3,2,6,2,6,9,9,17,19,3,17,0,0,0,20,13,26,36,39,39,39,36,33,45,44,31,32,16,33,21,13,5,3,0,2,0
2022-03-07 08:00:00,0,0,0,0,4,6,0,4,3,4,5,6,12,12,9,7,11,5,10,4,3,0,16,15,23,35,42,44,45,52,50,57,60,55,60,60,59,55,29,15,7,5,4,0
2022-03-07 09:00:00,1,2,0,0,7,3,3,6,6,6,7,5,4,7,10,9,7,4,3,2,0,0,10,12,14,21,24,28,34,34,40,57,58,54,44,63,65,56,41,28,11,9,8,0
2022-03-07 10:00:00,6,9,4,0,13,0,12,17,16,18,16,10,11,13,14,14,13,6,5,3,0,0,5,5,7,10,14,15,17,18,35,57,58,56,52,55,53,53,27,12,8,4,4,0
2022-03-07 11:00:00,2,4,5,3,8,3,9,12,6,9,8,14,7,12,18,17,17,9,7,4,2,0,3,5,6,8,13,7,10,10,15,35,36,0,27,34,33,32,16,10,6,5,4,0
2022-03-07 12:00:00,5,2,0,0,9,6,21,27,22,18,34,32,29,29,30,29,25,8,7,5,1,0,2,2,4,5,12,8,13,17,19,50,51,0,51,51,51,44,22,11,7,3,6,0
2022-03-07 13:00:00,3,3,3,0,9,10,11,22,29,0,36,25,21,25,27,28,23,19,9,8,6,0,4,5,7,10,19,20,22,19,24,54,56,37,0,57,54,51,43,25,21,0,18,0
2022-03-07 14:00:00,3,1,2,3,7,8,10,21,22,23,21,18,11,18,19,19,15,11,6,7,5,0,4,5,12,11,14,16,15,15,14,27,23,23,22,23,28,24,10,17,14,13,11,0
2022-03-07 15:00:00,13,24,10,5,35,19,34,48,49,50,49,36,25,31,36,34,24,15,14,11,9,0,3,5,29,34,38,38,29,26,20,31,28,12,12,26,16,24,13,7,6,0,4,0
2022-03-07 16:00:00,9,14,7,8,18,19,25,40,42,44,40,38,18,27,29,26,21,15,12,9,6,0,6,0,7,11,13,11,13,11,6,10,8,9,0,6,8,8,6,4,2,0,0,0
2022-03-07 17:00:00,5,8,11,5,40,41,54,49,54,53,54,48,33,36,40,37,30,18,16,12,8,0,3,2,8,11,12,16,16,13,10,18,16,5,0,0,15,13,6,4,3,2,0,0
2022-03-07 18:00:00,29,32,39,41,52,57,61,63,43,0,61,50,37,47,44,39,34,20,19,12,11,1,4,6,7,10,13,14,14,9,6,19,18,14,10,17,15,13,8,3,0,0,0,0
2022-03-07 19:00:00,9,10,9,8,23,24,31,42,45,31,44,30,24,37,38,39,29,16,10,8,6,0,4,3,8,4,9,8,6,6,5,8,6,0,0,6,0,5,5,2,2,0,1,0
2022-03-07 20:00:00,8,9,12,8,13,13,19,25,29,28,28,18,18,29,28,25,19,13,10,9,8,0,2,3,1,4,5,5,5,5,7,7,1,0,3,5,4,2,2,1,1,0,0,0
2022-03-07 21:00:00,2,4,6,6,10,10,18,22,21,22,21,14,16,19,21,16,16,8,6,5,3,0,2,1,4,4,5,6,0,7,5,14,13,0,4,10,0,0,3,9,2,0,0,0
2022-03-07 22:00:00,2,3,5,5,9,11,10,12,15,14,11,9,16,22,22,20,17,10,9,8,7,0,1,1,0,0,0,0,1,2,0,3,1,0,0,11,12,10,2,1,0,0,0,0
2022-03-07 23:00:00,2,0,2,3,4,3,6,6,7,5,6,6,10,12,12,11,11,6,5,5,4,0,0,0,3,1,1,0,0,0,0,3,2,0,0,1,0,1,1,0,0,0,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 06:00:00,0,0,0,0,2,1,3,1,3,0,0,2,2,1,3,2,1,2,1,0,1,0,4,5,7,10,19,13,15,16,11,14,13,11,12,11,11,10,7,3,1,0,1,0
2022-03-08 07:00:00,0,0,1,0,5,0,2,2,4,3,5,4,5,9,11,17,19,0,16,2,0,0,17,11,21,26,32,33,33,34,30,40,40,31,29,30,29,24,13,7,2,1,0,0
2022-03-08 08:00:00,0,1,0,0,2,0,0,1,4,0,4,5,5,7,8,7,7,6,2,4,1,0,16,15,20,39,43,48,50,50,50,56,57,58,20,59,56,53,34,15,7,5,4,0
2022-03-08 09:00:00,2,0,0,0,4,0,0,5,4,4,5,4,4,9,10,7,8,7,5,3,1,0,9,11,15,18,28,32,39,41,50,55,58,53,52,58,55,53,30,15,9,7,4,0
2022-03-08 10:00:00,3,4,2,1,7,2,8,8,9,12,3,11,9,10,12,10,7,4,2,1,0,0,4,5,7,10,13,15,20,20,30,55,55,56,55,56,55,47,25,13,10,7,6,0
2022-03-08 11:00:00,4,5,3,0,7,8,12,16,15,8,14,10,8,11,12,10,8,6,5,3,1,0,4,4,7,11,13,14,18,16,17,52,41,21,51,50,48,45,26,15,9,8,4,0
2022-03-08 12:00:00,2,6,8,0,10,6,7,16,13,0,43,39,39,39,38,11,9,7,3,5,4,0,5,6,6,11,15,14,15,14,17,54,56,0,0,56,55,49,27,13,8,5,6,0
2022-03-08 13:00:00,2,3,2,3,11,11,13,18,20,16,22,20,13,14,18,37,30,21,16,15,13,0,5,5,8,15,15,17,19,17,24,51,45,50,51,50,48,44,24,11,7,4,0,0
2022-03-08 14:00:00,6,8,9,1,11,6,13,21,22,23,24,19,10,15,18,16,16,13,7,6,5,1,3,6,8,11,13,10,14,13,13,37,38,24,23,22,19,37,19,10,6,5,4,0
2022-03-08 15:00:00,9,11,6,6,13,19,20,37,40,42,39,28,16,18,17,13,12,10,9,8,5,2,5,3,17,20,18,22,20,16,14,38,39,9,0,25,35,26,22,13,11,0,10,0
2022-03-08 16:00:00,8,16,12,11,20,22,30,44,51,51,55,33,20,36,42,39,33,28,18,11,10,1,5,0,15,17,18,16,17,15,11,14,13,10,0,7,7,11,6,5,2,1,2,0
2022-03-08 17:00:00,13,17,21,20,50,53,57,51,52,44,51,47,28,42,44,42,30,20,17,13,8,0,6,3,7,9,10,11,17,16,11,16,14,0,0,8,7,11,5,3,1,0,2,0
2022-03-08 18:00:00,22,28,38,39,51,55,60,59,62,0,61,47,32,34,35,34,28,19,18,16,13,0,4,5,6,9,10,11,11,6,8,20,18,11,6,18,16,13,7,6,5,0,0,0
2022-03-08 19:00:00,12,14,15,16,27,26,42,53,52,33,51,45,26,45,46,43,37,26,20,14,13,0,2,0,6,9,3,8,9,7,8,18,15,13,12,9,8,6,4,1,1,0,0,0
2022-03-08 20:00:00,7,10,12,13,16,12,21,22,23,23,25,21,17,25,25,24,22,14,9,4,6,0,3,1,2,2,7,4,6,3,5,6,4,3,0,2,4,5,3,2,0,0,0,0
2022-03-08 21:00:00,2,3,5,7,9,9,15,20,19,21,20,14,14,18,20,17,14,8,7,6,8,1,3,0,4,1,5,2,5,2,2,11,3,0,0,9,0,6,5,0,4,0,0,0
2022-03-08 22:00:00,2,1,3,3,9,5,12,12,11,10,8,8,14,21,21,20,16,10,6,5,0,0,0,1,1,2,2,2,1,1,1,6,3,4,1,0,0,0,2,1,0,0,0,0
2022-03-08 23:00:00,4,1,5,0,7,3,8,10,6,13,11,7,14,18,14,17,16,13,10,7,4,0,0,0,3,1,2,0,2,0,0,6,2,0,5,0,3,2,4,0,0,0,0,0
2022-03-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 05:00:00,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 06:00:00,0,0,1,0,1,2,3,0,2,0,0,1,1,2,1,0,1,0,0,0,0,0,1,0,3,4,6,7,8,7,4,7,1,0,0,3,5,0,1,4,0,3,0,0
2022-03-09 07:00:00,1,0,0,0,1,0,0,0,2,0,2,3,3,4,3,1,3,0,0,0,2,0,4,4,5,6,8,4,8,9,8,12,14,0,13,11,5,4,10,7,0,6,0,0
2022-03-09 08:00:00,1,0,0,0,3,0,0,2,4,0,0,1,4,4,4,4,2,2,0,1,0,0,2,2,5,10,11,12,12,14,12,42,43,28,19,28,34,33,20,9,7,3,1,0
2022-03-09 09:00:00,3,0,1,0,6,7,5,0,5,6,4,5,3,6,3,5,3,2,2,1,0,0,5,7,12,13,14,15,17,16,17,56,58,52,57,48,47,46,38,35,33,26,3,0
2022-03-09 10:00:00,6,1,6,3,8,8,8,10,12,14,13,9,6,5,6,4,4,3,2,1,0,0,6,7,12,19,22,21,22,25,23,59,58,47,57,47,40,46,41,35,32,30,3,0
2022-03-09 11:00:00,10,4,0,0,20,22,9,9,22,13,20,13,12,12,16,15,10,6,5,5,2,0,4,5,9,13,17,18,20,18,23,56,53,54,55,52,44,51,46,45,27,36,20,0
2022-03-09 12:00:00,15,11,0,17,32,34,31,24,36,14,34,27,11,11,12,9,8,6,4,3,3,0,7,8,10,8,16,13,17,14,12,40,40,55,53,44,41,31,24,20,18,15,5,0
2022-03-09 13:00:00,23,20,24,0,29,30,19,31,35,19,30,22,15,19,24,21,20,13,8,6,3,0,7,6,12,19,21,23,24,24,21,49,50,0,0,47,47,42,30,20,17,16,14,0
2022-03-09 14:00:00,25,26,29,0,33,0,23,34,33,37,34,26,21,22,23,21,18,11,10,6,4,0,10,12,14,18,16,18,19,18,21,43,45,0,44,37,32,31,21,13,12,10,4,0
2022-03-09 15:00:00,34,22,23,27,42,22,25,41,39,0,29,36,15,26,32,30,21,14,9,6,3,0,3,3,7,9,12,13,9,12,9,27,40,0,21,38,39,33,17,12,12,10,7,0
2022-03-09 16:00:00,27,31,32,35,38,40,41,46,48,20,19,38,23,37,40,35,27,14,11,7,0,0,6,3,9,10,13,13,12,17,14,14,17,0,10,16,13,11,9,5,1,4,1,0
2022-03-09 17:00:00,14,15,16,18,42,0,37,51,56,48,35,38,20,27,33,28,23,18,17,14,12,0,5,2,5,11,13,13,16,13,12,12,9,10,9,0,8,7,5,7,2,0,1,0
2022-03-09 18:00:00,2,4,0,14,21,24,27,33,41,43,42,24,20,24,29,28,19,15,7,6,3,1,1,0,4,6,8,8,9,8,6,12,11,10,8,8,8,7,4,1,0,0,0,0
2022-03-09 19:00:00,2,3,4,1,11,0,16,15,19,0,20,12,11,14,14,15,12,8,4,4,3,0,2,3,5,6,7,7,5,1,4,6,6,0,0,7,6,5,3,1,0,0,0,0
2022-03-09 20:00:00,4,6,2,7,8,4,3,7,8,8,7,6,15,17,19,19,14,11,9,8,3,0,4,0,7,3,3,6,3,5,3,14,13,0,4,10,0,2,5,0,0,0,4,0
2022-03-09 21:00:00,1,0,3,1,5,0,6,2,8,8,7,8,15,17,19,18,17,8,6,1,3,0,2,3,4,2,5,4,1,4,3,10,0,0,0,0,8,9,7,1,0,0,0,0
2022-03-09 22:00:00,2,1,3,4,5,2,8,13,16,17,15,13,15,20,16,17,18,12,8,6,4,0,1,2,0,0,0,2,1,1,2,5,4,5,0,3,3,2,1,1,0,0,0,0
2022-03-09 23:00:00,2,5,2,0,8,9,10,9,8,0,0,5,7,11,10,0,11,7,6,4,2,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0
2022-03-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 05:00:00,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 06:00:00,0,0,0,0,2,1,2,3,3,3,0,2,3,2,0,1,2,1,2,1,0,0,4,4,5,8,13,17,16,15,12,13,9,8,12,11,10,9,6,3,1,2,1,0
2022-03-10 07:00:00,1,0,1,0,4,0,3,1,3,1,4,5,7,8,10,11,11,4,10,1,0,0,10,11,15,22,31,34,36,35,30,38,32,22,13,21,20,17,12,7,3,0,2,0
2022-03-10 08:00:00,1,0,2,1,3,0,2,0,6,3,8,6,7,9,7,9,6,5,3,1,4,0,17,18,17,25,31,34,42,43,47,57,57,56,52,61,48,56,35,17,8,6,4,0
2022-03-10 09:00:00,0,1,1,2,3,0,1,3,1,3,2,2,5,6,7,6,5,4,2,2,0,0,13,16,22,24,31,37,37,42,50,57,61,55,60,61,61,51,36,17,14,12,7,0
2022-03-10 10:00:00,2,0,0,1,6,6,6,7,4,3,2,6,7,7,10,9,6,5,3,2,0,0,3,4,7,8,10,11,19,20,45,53,57,38,57,57,55,47,35,14,8,6,4,0
2022-03-10 11:00:00,2,1,2,0,4,2,3,10,5,11,4,9,6,9,12,11,9,8,4,3,0,0,2,4,5,9,10,13,14,14,18,44,45,48,32,47,47,40,21,9,8,2,3,0
2022-03-10 12:00:00,6,8,1,0,12,9,12,21,27,29,50,47,32,30,33,18,18,11,8,5,4,1,6,7,11,12,11,13,13,13,18,62,63,0,0,62,60,52,23,11,8,7,3,0
2022-03-10 13:00:00,4,2,0,6,12,13,15,24,12,11,19,21,15,15,16,29,27,17,15,14,12,0,5,5,9,11,14,16,17,18,29,53,54,0,0,54,52,41,19,12,11,4,8,0
2022-03-10 14:00:00,2,1,1,3,7,9,14,23,26,12,25,20,13,17,19,13,14,9,6,8,6,0,4,6,8,10,11,11,12,12,9,39,40,17,17,40,40,17,26,14,12,11,9,0
2022-03-10 15:00:00,5,6,4,0,12,13,14,26,32,34,23,18,14,20,22,18,14,12,6,9,5,0,2,3,25,26,27,26,26,12,11,33,18,0,10,16,16,29,16,10,7,0,5,0
2022-03-10 16:00:00,18,5,5,6,16,22,26,52,56,57,48,45,18,24,30,28,22,11,9,7,5,1,6,8,10,15,18,10,18,22,14,15,14,13,13,14,0,9,7,4,2,1,0,0
