Unnamed: 0,1_노온사동차고지,2_온신초등학교,3_사들,4_동창골,5_장절리,6_원가학,7_뒷골사거리,8_호봉골,9_무의공이순신장군묘,10_기형도문학관.황용사,11_충현중학교.광휘고등학교.이원익기념관,12_충현고등학교,13_광명시여성회관,14_서면초.안서중.창의경영고,15_설월리마을,16_소하성당,17_갑종주유소,18_수자원공사광명가압장,19_가리대삼거리.소하상업지구,20_소하초중고등학교,21_신촌마을,22_시흥대교,23_금천구청.금천경찰서,24_말미고개.금천소방서,25_금천우체국,26_문성초등학교,27_구로디지털단지역,28_동작상떼빌아파트,29_신대방경남아파트,30_신대방현대아파트,31_보라매공원,32_보라매역.동작세무서,33_강남중학교,34_서울지방병무청앞,35_공군호텔,36_샛강역.앙카라공원,37_진주아파트,38_시범아파트,39_원효대교북단,40_용산전자상가.전자랜드,41_용산전자상가12동,42_용산전자상가19동,43_문배동이안아파트앞,44_남영역,45_숙대입구역,46_갈월동,47_서울스퀘어앞,48_남대문시장.회현역,49_남산3호터널.서울애니메이션센터,50_북창동.남대문시장,51_숭례문(가상),52_숭례문,53_서울역버스환승센터,54_갈월동,55_갈월동4호선숙대입구,56_숙대입구,57_남영역,58_문배동이안아파트앞,59_용산전자상가17동,60_용산전자상가10동,61_용산전자상가.전자랜드,62_원효대교북단,63_시범아파트.대교아파트,64_KBS별관,65_공군호텔,66_서울지방병무청,67_보라매역.동작세무서,68_보라매공원,69_경남아너스빌아파트,70_강남성심병원.대림성모병원,71_서울영림초등학교,72_구로디지털단지역,73_문성초등학교,74_금천우체국,75_말미고개.금천소방서,76_금천구청.금천경찰서,77_시흥사거리.시흥대교,78_신촌마을,79_소하초중고등학교,80_가리대.소하3단지.소하상업지구,81_가리대사거리.소하상업지구,82_수자원공사광명가압장,83_도돌이주유소,84_소하성당,85_설월리마을,86_서면초.안서중.창의경영고,87_광명시여성회관,88_소하2동주민센터.광명동굴길입구,89_충현중학교.광휘고등학교.이원익기념관,90_기형도문학관.황용사,91_이케아.롯데아울렛.광명점,92_코스트코광명점,93_KTX광명역8번출구,94_양지사거리.체육공원,95_뒷골,96_원가학,97_장절리,98_동창골,99_사들,100_온신초등학교앞,101_노온사동차고지
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,1,0,0,1,0,2,1,3,0,0,7,15,18,12,0,0,19,16,18,24,33,25,22,27,30,27,29,28,33,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,0,0,0,0,1,1,2,3,0,4,9,10,12,12,13,11,10,13,14,16,16,17,18,20,20,21,20,25,28,26,31,35,31,28,18,17,15,18,9,16,9,15,0,12,5,11,6,3,2,0,3,4,5,0,7,1,6,4,5,0,5,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,0,0,0,0,0,1,0,5,7,8,13,27,29,28,27,10,6,27,28,29,35,32,36,36,38,39,27,25,25,24,23,24,25,26,26,22,20,22,17,15,7,9,14,10,8,7,5,2,1,2,0,1,5,7,11,5,6,2,7,8,3,9,7,5,7,9,8,9,10,10,12,11,10,12,12,14,18,16,15,13,12,13,10,0,9,4,7,5,5,0,0,0,1,0,0,0,0,0,0,0,0
2022-03-16 07:00:00,0,4,3,4,3,5,1,7,11,13,22,32,34,38,32,39,0,41,43,43,54,54,59,57,60,54,32,30,32,40,44,44,47,45,49,41,32,30,20,19,19,18,16,15,13,12,10,4,4,5,4,3,9,10,17,21,22,26,23,20,17,20,16,18,25,29,31,29,25,27,24,23,28,30,34,37,42,36,34,18,17,17,0,16,10,17,12,12,11,2,1,1,3,1,3,2,0,0,0,0,0
2022-03-16 08:00:00,1,4,2,2,2,2,6,15,20,14,18,28,33,34,23,35,21,36,46,51,59,56,53,61,58,63,49,50,52,57,58,53,54,55,54,41,40,34,26,22,18,18,19,19,15,14,11,11,4,3,0,6,16,17,22,25,26,27,22,25,25,24,20,21,30,40,40,39,45,47,39,35,32,27,29,29,29,25,25,34,36,36,35,36,22,36,28,26,23,3,3,1,2,0,1,2,0,1,1,0,0
2022-03-16 09:00:00,0,2,3,1,2,1,4,5,7,6,10,18,26,31,32,30,29,29,32,35,38,37,39,48,53,55,34,33,35,37,37,31,36,37,38,38,36,37,27,24,22,18,16,16,11,10,9,4,4,5,3,4,9,11,15,20,23,26,21,18,14,13,13,14,15,13,14,13,18,19,18,14,18,17,19,20,23,16,16,12,11,10,9,13,14,13,11,12,5,1,0,0,0,1,0,0,0,0,0,0,0
2022-03-16 10:00:00,0,2,1,0,1,0,1,5,6,5,8,13,14,16,17,0,17,15,16,17,24,24,28,30,33,26,17,18,18,23,25,24,23,25,27,21,21,23,19,19,21,21,19,18,12,11,8,4,2,5,0,6,9,10,11,12,11,12,11,10,9,8,8,10,10,6,7,8,12,12,11,14,14,14,7,16,18,14,13,14,13,7,0,5,4,12,8,13,13,12,7,0,1,0,0,0,1,0,0,0,0
2022-03-16 11:00:00,2,1,0,3,1,2,4,4,5,5,8,11,12,17,0,10,12,16,13,13,16,14,19,16,20,24,15,14,16,14,10,13,14,15,19,19,19,19,19,17,16,15,13,12,10,10,7,4,6,9,0,8,10,9,10,11,12,12,12,12,9,15,12,11,9,9,8,8,8,10,11,17,16,11,11,14,16,13,12,12,11,10,5,0,9,8,8,7,4,0,4,6,5,0,1,1,0,1,0,0,0
2022-03-16 12:00:00,0,0,1,1,0,4,1,6,6,7,8,8,10,12,0,9,7,11,12,14,15,13,17,17,17,18,11,13,14,16,10,11,12,11,14,15,17,16,14,15,13,12,11,6,9,5,4,4,3,5,0,5,8,11,13,12,16,15,13,11,11,12,9,13,9,12,8,8,8,13,12,17,18,16,15,16,19,17,10,15,15,12,12,11,10,10,9,7,5,2,4,3,2,1,1,0,1,0,0,0,0
2022-03-16 13:00:00,0,3,2,1,0,1,4,4,4,4,5,7,9,14,12,13,11,19,20,22,27,25,23,24,21,22,13,12,12,12,13,14,16,16,14,11,11,12,11,10,7,12,12,11,8,7,5,6,4,6,5,5,10,11,6,15,14,15,14,8,14,13,14,15,12,12,18,16,17,16,14,18,16,15,14,16,20,21,20,17,16,15,12,0,16,13,11,12,8,6,10,7,6,1,5,4,3,1,0,0,0
2022-03-16 14:00:00,0,1,0,0,2,2,4,3,4,5,7,8,9,13,14,7,7,10,12,14,17,16,17,19,16,15,13,10,9,11,13,14,12,4,12,11,13,12,12,9,11,12,10,11,10,8,6,6,8,11,7,11,14,14,2,19,18,19,19,18,20,19,20,24,21,18,22,19,25,26,17,20,23,23,21,21,26,24,16,13,0,4,10,9,12,10,8,7,5,3,3,2,1,0,1,0,0,0,0,0,0
2022-03-16 15:00:00,0,1,0,0,2,3,4,5,6,12,23,35,36,38,14,27,37,33,31,31,29,26,22,19,18,18,12,14,12,12,12,10,10,13,9,10,12,13,12,10,9,8,7,10,9,8,2,3,10,14,13,10,11,12,13,19,20,21,17,19,20,26,24,36,35,32,29,28,23,22,23,31,28,26,20,19,23,23,21,22,22,22,19,18,16,12,10,10,15,8,8,8,2,0,3,0,0,0,2,0,0
2022-03-16 16:00:00,1,1,2,1,3,5,2,6,11,12,17,17,19,22,17,10,24,23,21,23,24,23,22,16,19,20,18,19,19,21,22,25,24,24,24,18,15,16,12,11,9,11,10,7,8,4,5,5,6,11,0,12,14,15,16,21,23,23,22,22,22,23,28,38,30,26,24,23,20,21,23,25,26,26,25,25,31,29,27,27,26,27,23,26,25,17,14,9,4,4,3,0,0,0,1,0,3,0,0,1,0
2022-03-16 17:00:00,5,4,4,0,3,6,8,9,13,17,19,21,24,19,12,22,24,25,28,29,33,26,26,24,33,33,25,17,22,21,20,17,17,16,18,15,18,20,19,21,18,23,21,16,13,7,3,4,9,14,0,13,17,22,21,22,20,21,23,24,26,30,33,43,41,39,38,34,29,30,30,47,44,43,42,32,32,27,22,21,22,22,20,0,19,16,12,9,8,6,3,2,2,0,1,1,1,0,0,0,0
2022-03-16 18:00:00,2,6,5,5,0,10,12,13,18,21,24,24,21,25,26,27,27,25,29,32,36,34,29,31,27,28,29,27,26,23,22,25,24,24,25,21,19,28,31,37,33,35,33,27,10,8,4,3,13,22,0,26,29,33,20,33,34,36,39,44,47,51,48,54,47,51,46,37,37,38,39,71,69,61,54,55,53,41,35,34,36,38,29,15,36,30,25,19,17,16,9,9,4,1,3,5,7,9,6,8,0
2022-03-16 19:00:00,1,1,2,2,3,3,4,6,8,9,9,10,12,13,7,0,20,21,24,21,24,22,17,15,27,23,36,33,32,21,16,15,17,10,20,19,16,22,21,22,20,25,22,17,10,6,2,3,5,8,5,14,17,21,22,23,24,23,26,28,26,24,24,31,45,37,35,33,28,22,19,46,44,41,41,47,49,37,29,29,28,24,23,27,24,22,14,9,8,7,2,2,0,0,0,0,0,0,0,0,0
2022-03-16 20:00:00,1,1,0,1,0,2,0,3,7,10,8,11,10,12,7,13,14,15,19,20,20,11,19,18,19,15,16,13,13,10,10,11,10,10,11,8,5,8,11,10,6,9,7,7,7,3,6,5,4,10,0,12,11,11,12,16,14,14,14,11,15,19,18,24,20,16,21,18,16,16,16,30,29,25,23,20,21,18,16,16,17,19,10,0,17,15,14,5,8,6,2,1,0,0,0,0,0,0,0,0,0
2022-03-16 21:00:00,1,0,0,0,0,1,1,3,7,12,0,12,11,12,0,13,0,12,15,8,18,17,12,11,12,11,12,11,8,10,9,8,9,8,8,9,9,10,9,7,9,10,6,5,4,2,1,1,2,7,3,7,10,11,9,20,13,21,20,21,21,17,20,33,23,25,24,18,17,15,14,25,21,21,20,19,20,14,12,14,11,15,6,12,14,10,9,5,3,4,1,2,2,0,0,0,0,0,0,0,0
2022-03-16 22:00:00,0,0,0,0,0,0,1,0,6,1,1,5,7,3,0,5,0,6,9,9,9,8,10,9,9,7,7,6,6,6,5,3,6,7,11,11,10,8,6,0,5,4,3,2,2,1,0,2,5,4,0,7,13,15,7,13,14,9,10,15,14,14,13,33,30,24,26,21,23,20,18,29,28,30,27,26,28,21,18,14,16,24,25,0,23,8,20,12,10,0,6,3,2,1,3,1,0,0,0,0,0
2022-03-16 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,3,1,1,0,0,2,5,4,5,3,4,3,5,5,4,5,2,4,5,3,2,2,3,3,0,5,8,5,6,8,9,7,4,9,8,9,8,15,14,13,12,7,11,10,9,24,21,21,20,22,21,15,12,10,14,14,0,8,11,9,9,4,2,2,4,3,1,0,0,0,0,0,0,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,1,0,0,0,0,0,1,2,4,0,7,12,15,15,0,16,0,14,18,22,32,24,25,25,28,30,31,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,0,0,0,0,0,2,1,3,3,3,5,9,11,15,13,16,8,13,17,16,16,16,17,20,21,27,30,29,35,37,37,39,39,39,35,24,23,22,17,16,16,15,14,13,11,10,6,3,4,3,0,0,5,6,0,7,0,0,4,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,0,0,0,1,0,0,0,4,3,5,8,18,21,19,20,16,12,13,23,24,29,31,32,38,39,38,19,18,20,24,23,20,22,22,23,22,19,13,20,19,6,18,17,14,12,9,3,2,2,1,0,2,4,5,6,7,8,9,5,9,8,10,8,10,10,9,10,8,13,15,15,15,18,19,21,23,25,22,0,9,20,17,6,5,16,11,11,10,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-03-17 07:00:00,1,4,3,2,0,6,2,7,10,13,25,43,47,50,37,0,25,50,49,52,62,59,59,60,63,62,27,30,35,50,57,52,40,41,44,35,32,28,22,22,17,17,16,13,14,14,10,6,4,5,4,4,20,22,27,24,25,28,25,22,21,26,30,17,17,16,14,16,19,19,17,24,22,26,30,32,33,22,23,23,24,23,0,10,8,11,11,5,12,0,2,1,1,0,0,0,2,1,0,0,0
2022-03-17 08:00:00,2,3,2,1,0,3,2,21,26,22,29,36,39,39,34,43,31,45,48,52,60,60,73,74,64,65,46,43,34,44,44,47,46,48,51,42,41,37,34,32,27,28,28,25,23,19,17,9,4,3,1,3,17,19,22,25,24,25,23,21,18,26,23,18,30,29,33,31,34,34,37,42,37,31,27,28,33,34,31,32,31,32,31,32,31,27,24,22,20,1,0,0,5,1,0,1,4,3,2,1,0
2022-03-17 09:00:00,0,3,4,3,1,1,2,3,6,6,9,20,22,29,12,20,28,32,40,42,51,48,44,44,43,43,22,22,26,27,27,32,36,37,42,34,33,31,29,25,20,19,18,17,12,10,6,4,3,2,2,3,10,11,13,16,17,19,12,14,11,12,11,11,12,14,17,13,19,18,15,18,20,16,15,16,21,20,18,16,13,15,14,8,13,12,11,9,9,2,3,2,2,0,1,1,0,0,0,0,0
2022-03-17 10:00:00,1,2,1,0,0,0,3,8,10,6,12,14,16,18,19,20,22,21,23,25,31,29,37,36,36,33,13,0,11,13,11,18,19,17,22,18,16,14,18,18,17,19,11,16,13,15,15,5,4,6,4,4,6,8,9,10,8,9,12,10,8,9,8,11,12,13,11,8,9,10,9,7,11,17,8,19,18,14,13,11,9,6,8,10,9,4,6,8,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-03-17 11:00:00,1,1,1,0,2,2,1,4,5,4,7,8,11,11,12,12,11,12,16,19,19,17,19,20,18,17,14,12,10,14,15,19,20,21,26,20,18,19,21,17,18,19,18,17,13,9,7,5,5,6,5,3,7,9,10,12,13,13,12,12,11,11,10,10,9,9,8,7,9,10,13,13,10,17,10,19,16,15,16,14,13,0,0,0,9,8,5,7,4,7,2,0,4,0,0,3,1,0,0,0,0
2022-03-17 12:00:00,0,0,1,1,1,2,0,2,4,5,7,6,8,10,9,0,7,8,15,16,15,15,16,12,21,18,18,18,17,21,20,18,19,23,24,18,16,19,20,19,16,15,12,15,11,10,7,4,3,6,5,6,10,11,10,10,12,12,10,10,10,12,12,10,11,17,16,11,14,11,11,19,17,16,17,17,17,15,14,15,14,12,0,13,13,12,11,11,10,7,6,5,2,0,3,1,0,0,0,0,0
2022-03-17 13:00:00,1,0,1,0,1,2,3,7,3,8,9,8,10,11,9,10,13,14,16,18,15,13,17,16,19,23,14,13,12,13,13,15,16,15,16,17,16,12,12,13,11,10,8,9,7,5,3,5,5,7,0,6,9,11,5,16,15,14,13,15,14,17,15,17,15,14,17,15,12,12,11,19,19,17,12,17,16,16,15,15,13,11,7,12,11,9,6,7,8,3,4,3,2,0,2,1,0,2,1,0,0
2022-03-17 14:00:00,0,1,1,0,0,2,2,5,7,4,8,8,10,10,11,7,7,9,11,12,13,14,13,13,15,15,15,14,16,15,13,12,13,9,11,10,11,11,12,14,14,16,12,11,10,9,10,4,4,6,3,8,10,8,10,14,13,14,13,14,15,13,14,22,17,16,17,15,11,10,10,17,18,18,16,19,20,15,12,11,11,10,0,9,8,8,7,4,5,0,4,2,1,0,0,1,0,1,0,0,0
2022-03-17 15:00:00,1,3,4,0,3,7,9,5,8,11,6,9,12,14,0,13,9,13,14,15,15,14,19,16,13,11,11,11,12,13,13,13,12,10,14,14,16,15,11,10,11,15,14,14,10,9,8,3,10,16,15,14,15,12,19,22,27,25,23,23,23,24,21,23,23,37,32,25,19,17,19,27,25,27,27,29,27,24,15,12,11,10,0,11,10,10,8,6,3,2,2,2,1,1,3,4,5,4,0,3,0
2022-03-17 16:00:00,2,2,4,3,5,6,4,8,17,18,24,26,32,34,0,34,16,30,31,27,22,22,21,20,20,21,12,12,16,18,17,12,15,15,16,14,11,11,17,16,17,17,14,12,7,6,5,7,6,10,8,11,14,14,15,25,26,19,17,26,27,29,42,43,34,27,31,28,27,26,23,31,29,27,23,22,23,22,22,24,17,12,13,12,13,12,10,9,18,0,6,0,1,0,2,0,0,2,0,0,0
2022-03-17 17:00:00,3,4,2,2,5,5,7,10,14,16,20,24,27,28,25,17,27,26,29,33,35,32,27,26,28,27,17,18,20,19,19,13,16,13,15,14,14,14,13,13,11,15,14,12,6,4,4,5,10,13,0,14,14,14,12,15,16,15,14,17,18,22,20,25,29,32,29,27,30,27,25,39,39,42,39,38,33,25,26,24,26,24,0,24,23,20,15,11,8,6,5,3,2,0,2,3,1,5,0,2,0
2022-03-17 18:00:00,2,3,6,7,6,10,10,12,17,19,18,20,21,22,15,21,20,20,25,26,33,30,30,27,32,28,32,29,27,25,22,27,25,24,25,23,23,23,25,30,26,30,24,15,8,5,4,5,15,27,5,26,29,32,32,36,38,43,47,48,51,55,51,52,43,35,41,41,40,32,34,58,58,58,59,59,57,53,44,41,40,20,16,39,37,34,25,13,11,6,4,3,1,0,1,0,1,0,0,0,0
2022-03-17 19:00:00,1,0,1,2,1,3,5,8,9,11,10,12,8,10,14,6,0,14,17,17,21,20,22,19,19,18,21,20,23,21,22,19,16,15,12,11,11,10,13,13,13,15,13,12,8,4,3,2,5,6,3,7,11,13,12,11,14,15,21,20,19,25,28,32,47,43,36,32,30,24,25,51,45,44,48,47,46,39,36,31,30,29,24,26,25,20,14,8,4,10,7,6,2,1,0,0,0,0,0,0,0
2022-03-17 20:00:00,0,0,0,1,1,1,0,4,5,7,6,6,8,10,6,0,6,9,9,11,12,12,12,13,12,15,14,13,10,8,7,9,11,10,10,12,12,9,11,12,13,12,11,8,7,4,1,2,7,8,9,9,11,12,11,11,11,13,14,15,14,16,15,23,19,19,21,19,18,15,14,40,41,41,37,28,29,19,22,20,11,19,18,17,15,10,13,7,5,4,5,2,3,0,2,2,0,0,0,0,0
2022-03-17 21:00:00,0,1,0,0,0,0,2,2,8,11,2,10,6,11,0,0,9,9,12,11,16,13,15,13,15,14,9,8,7,9,5,8,7,8,10,8,7,9,6,5,7,8,7,3,3,2,2,4,3,4,2,6,6,3,5,13,14,15,9,13,7,15,17,24,20,22,20,17,17,16,17,18,18,22,21,24,22,19,18,15,14,15,10,0,14,13,7,6,5,1,4,0,3,0,0,2,0,0,0,1,0
2022-03-17 22:00:00,0,0,0,0,0,0,0,2,7,1,0,9,8,10,0,0,2,5,10,10,9,8,9,8,8,7,14,13,10,7,7,6,7,7,6,5,6,7,7,4,8,8,4,3,2,3,2,3,7,8,7,4,10,10,12,16,15,14,14,19,18,19,19,37,34,28,27,22,17,14,14,33,21,21,19,14,19,15,12,13,14,21,0,0,12,20,13,7,5,2,4,2,1,0,0,0,0,0,0,0,0
2022-03-17 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,9,7,8,6,5,4,3,4,3,0,1,4,5,2,4,0,0,3,2,1,0,2,3,0,7,9,9,7,10,11,8,5,7,8,7,7,20,16,12,17,16,13,11,13,32,31,25,21,19,19,14,10,12,11,10,0,4,7,6,5,2,1,1,0,1,1,0,0,0,0,0,0,0,0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 04:00:00,0,1,0,1,0,2,1,4,3,0,9,14,16,13,0,0,10,15,20,25,34,25,23,26,25,23,30,27,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 05:00:00,1,0,0,1,0,2,0,4,3,2,6,10,11,13,14,13,7,12,11,13,15,14,15,18,20,21,21,15,23,36,35,36,40,39,37,22,20,19,16,10,15,7,6,14,11,7,4,3,2,1,0,0,3,5,4,5,2,4,3,1,4,6,5,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 06:00:00,0,2,0,0,0,1,2,5,6,7,13,25,26,21,21,21,20,21,23,25,27,26,30,34,37,40,29,28,27,18,18,17,18,18,19,14,15,12,14,13,11,14,9,12,11,7,3,2,2,1,1,2,5,6,1,7,7,10,7,9,4,16,6,5,7,6,5,5,8,9,11,14,14,18,19,21,25,23,21,19,16,14,11,7,10,7,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 07:00:00,1,3,2,3,2,3,3,7,12,15,22,32,35,36,36,36,0,38,39,45,50,47,50,46,52,51,24,26,28,43,48,45,44,46,51,42,32,32,31,27,25,14,23,19,11,11,10,5,4,3,2,4,10,11,12,18,13,16,18,17,12,25,27,23,22,23,22,18,18,17,18,17,22,21,24,25,27,25,19,18,11,17,16,12,9,13,11,14,11,1,1,0,6,7,6,3,2,0,1,0,0
2022-03-18 08:00:00,1,6,4,3,1,4,4,15,20,18,20,32,39,42,43,37,44,45,50,52,60,59,60,55,52,52,32,32,35,38,37,43,47,46,46,36,34,37,30,26,24,25,23,21,19,17,17,9,5,4,2,4,12,18,24,29,28,32,27,25,21,25,24,23,28,31,34,35,48,44,43,51,41,34,35,29,32,27,28,28,28,30,23,14,29,27,26,19,17,3,5,4,6,0,2,5,3,2,0,0,0
2022-03-18 09:00:00,0,1,2,1,0,2,0,4,4,2,9,19,23,28,21,0,25,23,26,32,38,42,42,41,42,42,23,17,27,30,29,26,32,32,35,30,31,31,27,26,21,19,17,14,12,11,7,3,4,6,2,6,12,14,15,18,22,23,20,15,14,16,13,12,16,16,11,16,20,18,15,14,15,17,31,31,38,33,33,31,0,0,29,26,11,24,21,25,9,1,0,0,2,0,0,0,1,0,0,0,0
2022-03-18 10:00:00,1,3,1,2,2,1,0,2,3,0,5,10,13,15,10,0,18,20,17,22,21,23,21,22,20,20,11,8,12,15,17,18,16,17,24,20,17,16,17,15,13,14,13,11,7,11,7,3,2,4,0,7,7,10,9,12,14,14,14,12,10,8,13,11,14,11,9,9,9,9,8,13,15,16,16,12,16,19,11,18,17,0,16,0,6,15,12,9,8,3,1,0,0,0,1,0,0,0,0,0,0
2022-03-18 11:00:00,0,1,2,1,0,0,1,3,6,4,7,6,7,11,6,8,0,11,13,15,16,16,19,16,19,18,15,7,17,18,19,19,22,21,24,19,18,19,20,18,16,18,17,15,11,11,8,3,6,8,0,10,9,11,10,11,13,14,9,16,16,18,18,18,14,13,13,11,8,10,10,16,17,18,18,14,17,13,12,14,15,9,10,14,11,9,9,8,0,7,3,2,3,1,1,2,1,0,0,0,0
2022-03-18 12:00:00,0,1,1,1,0,2,0,5,6,0,8,11,12,11,7,9,10,10,11,13,15,16,19,18,18,19,10,10,11,12,15,15,15,16,19,16,14,13,15,11,14,10,13,14,9,7,5,4,6,10,0,8,11,14,15,17,14,14,19,20,19,20,17,16,16,15,16,13,8,12,10,16,15,17,16,16,22,21,15,12,9,10,8,8,7,11,9,7,5,3,3,0,3,0,0,0,1,1,0,0,0
