Unnamed: 0,1_범일운수종점,2_시흥동은행나무.은행나무시장,3_은행나무입구사거리,4_경남아파트,5_시흥초등학교.금천구보훈회관,6_동산교회앞,7_현대시장.시흥4동주민센터,8_남부여성발전센터,9_독산동정훈단지,10_독산4동주민센터,11_독산동성당앞,12_독산동쌈지공원,13_독산동남문시장,14_독산3동주민센터,15_모두의학교.금천문화예술정보학교,16_삼부르네상스.효성아파트,17_가리봉파출소,18_디지털단지오거리,19_가리봉시장,20_구로4동자치회관,21_구로시장,22_구로4동우체국.고대구로병원정문,23_고대구로병원후문,24_구로구청,25_구로고등학교,26_거리공원,27_한국SGI,28_서울미래초등학교,29_신도림역,30_서울미래초등학교,31_거리공원.구로신협본점앞,32_구로도서관.대성스카이렉스,33_영림중학교,34_구로구청,35_구로4동우체국.고대구로병원정문,36_구로시장,37_남구로역,38_가리봉시장,39_디지털단지오거리.가산파출소,40_디지털단지오거리,41_가산초등학교,42_모두의학교.금천문화예술정보학교,43_독산3동주민센터,44_독산동남문시장,45_독산동쌈지공원,46_독산동성당앞,47_독산동정훈단지,48_남부여성발전센터,49_현대시장.시흥4동주민센터,50_동산교회앞,51_시흥초등학교.금천구보훈회관,52_은행나무입구사거리,53_시흥동은행나무.은행나무시장,54_범일운수종점
2022-03-31 20:00:00,1,6,2,4,3,2,13,12,16,16,10,13,14,16,17,14,13,14,12,11,4,9,5,6,7,6,4,3,15,17,16,13,14,15,18,18,21,21,22,22,22,21,17,14,13,12,14,13,14,11,9,6,2,0
2022-03-31 21:00:00,2,3,0,4,0,2,3,4,5,7,5,0,9,6,8,6,7,8,7,4,8,7,8,5,4,2,2,0,14,17,15,12,8,10,11,14,16,18,17,18,15,19,18,17,15,16,17,12,11,8,5,3,2,0
2022-03-31 22:00:00,1,4,5,7,5,6,7,8,9,8,6,7,7,5,4,5,0,2,6,6,5,5,4,2,3,2,1,1,20,19,11,10,8,8,10,10,14,17,22,22,22,21,21,20,19,18,18,16,12,10,7,1,2,0
2022-03-31 23:00:00,1,0,2,2,2,0,3,3,5,0,1,0,3,2,2,2,0,1,2,2,3,5,3,3,2,4,1,5,15,18,18,16,11,9,12,13,21,20,21,15,16,14,13,12,11,9,7,6,4,3,3,2,1,0
2022-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 04:00:00,2,5,6,7,12,17,27,32,38,39,43,48,55,59,61,59,55,48,33,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 05:00:00,4,9,8,10,6,7,12,13,16,19,20,22,26,27,26,26,23,18,29,25,25,22,20,18,15,14,13,12,2,0,3,2,3,4,4,3,9,10,6,8,10,12,11,12,12,10,9,10,8,7,4,3,2,0
2022-04-01 06:00:00,3,4,5,5,7,5,10,11,12,13,14,15,19,20,21,18,11,17,15,12,12,10,6,10,10,11,10,9,2,3,4,6,8,9,13,4,9,15,8,8,14,12,3,9,10,8,7,7,6,4,5,2,0,0
2022-04-01 07:00:00,4,10,12,19,22,23,26,26,34,33,34,36,42,44,41,37,35,34,29,28,25,22,20,16,13,11,16,15,7,8,8,12,14,12,14,14,16,18,17,19,22,19,19,10,16,17,19,16,18,19,17,12,9,0
2022-04-01 08:00:00,9,13,17,20,26,32,35,33,36,38,39,42,45,45,46,39,35,31,25,41,41,36,29,21,22,18,18,16,24,25,20,22,23,21,22,23,25,23,22,20,22,20,18,19,17,17,15,14,14,11,7,6,4,0
2022-04-01 09:00:00,3,6,7,9,9,11,16,18,19,23,25,27,32,35,36,31,28,24,20,19,17,12,11,11,11,8,9,8,10,11,10,11,12,13,10,13,15,12,10,10,11,12,12,9,10,8,9,5,7,4,4,3,1,0
2022-04-01 10:00:00,2,5,7,8,9,7,13,13,15,22,16,23,24,18,29,25,17,16,17,16,12,15,17,15,13,17,8,15,9,10,13,13,14,12,11,13,13,16,7,14,15,15,10,13,12,11,7,6,5,3,10,7,1,0
2022-04-01 11:00:00,3,4,5,9,10,11,14,14,18,20,21,20,25,23,24,25,22,22,17,19,11,11,9,10,13,12,12,7,11,13,16,17,17,14,14,15,14,14,13,12,15,12,9,4,7,7,8,7,8,9,2,8,1,0
2022-04-01 12:00:00,2,6,5,8,8,10,11,15,18,22,21,19,19,24,26,22,19,17,15,13,10,14,14,13,14,11,9,7,7,9,10,12,10,11,15,15,15,13,17,21,13,18,10,19,18,16,14,13,11,8,5,4,1,0
2022-04-01 13:00:00,3,2,6,7,8,8,11,11,13,8,15,17,19,15,18,17,15,16,15,14,8,7,4,6,7,10,10,8,10,12,13,12,14,11,18,19,21,22,25,31,32,30,27,24,23,21,16,11,9,9,6,7,4,0
2022-04-01 14:00:00,7,8,5,9,6,8,7,9,10,11,12,9,15,15,14,16,16,12,11,9,5,9,11,14,16,15,13,9,11,8,10,11,14,16,19,19,14,15,16,17,19,20,19,21,20,17,18,16,14,12,9,7,2,0
2022-04-01 15:00:00,8,7,9,9,0,10,12,11,14,14,15,15,17,19,21,17,12,17,15,12,11,11,11,12,12,9,11,8,10,11,12,13,11,11,18,21,21,23,17,19,23,23,19,21,17,14,10,10,8,7,5,5,2,0
2022-04-01 16:00:00,4,5,7,11,3,13,23,22,22,24,23,21,21,20,21,18,17,17,17,13,8,8,8,10,10,8,8,6,15,16,17,17,15,16,20,21,26,26,26,30,32,30,26,25,22,20,16,13,9,6,5,4,2,0
2022-04-01 17:00:00,5,5,10,15,14,15,22,19,22,19,18,15,19,20,21,14,15,13,13,10,7,11,14,19,22,16,16,13,14,15,15,15,12,18,24,22,32,40,43,46,46,39,36,28,25,22,18,16,15,14,12,10,4,0
2022-04-01 18:00:00,3,8,9,14,13,13,22,20,18,16,16,17,14,19,20,21,19,21,19,17,12,18,17,20,23,24,25,19,18,25,21,22,22,27,32,35,36,38,40,44,45,46,42,38,39,34,31,28,22,18,12,7,3,0
2022-04-01 19:00:00,1,4,2,10,6,10,11,10,13,12,14,15,16,13,16,15,13,14,16,16,15,16,12,11,8,9,8,5,19,20,20,18,18,19,22,21,26,25,28,42,42,41,43,45,44,42,35,29,21,21,19,16,13,0
2022-04-01 20:00:00,2,3,5,6,3,4,8,9,7,11,12,13,15,10,11,9,8,8,13,11,7,7,8,7,8,6,6,4,16,18,17,14,12,9,10,12,11,14,15,15,16,14,13,13,13,14,14,13,12,9,7,4,1,0
2022-04-01 21:00:00,2,4,3,4,3,7,9,10,7,7,11,8,7,6,8,7,1,8,7,7,5,6,7,6,5,5,7,5,16,19,19,16,12,15,16,18,18,17,23,28,25,27,23,23,21,20,17,13,9,9,7,3,1,0
2022-04-01 22:00:00,1,1,0,3,4,0,7,1,7,5,6,7,6,7,6,5,6,11,10,7,6,5,5,4,3,5,4,3,14,19,18,15,14,12,11,13,13,15,16,19,20,18,21,20,17,19,15,14,12,11,6,8,3,0
2022-04-01 23:00:00,1,3,3,5,0,5,4,5,3,6,6,7,8,7,6,4,3,3,4,6,6,7,7,6,4,7,6,5,20,24,18,17,11,11,18,19,20,21,24,24,22,21,18,16,12,11,11,8,7,4,3,2,1,0
2022-04-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 04:00:00,2,4,2,7,11,13,20,22,29,31,32,35,43,49,49,45,43,28,18,17,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 05:00:00,4,2,1,3,8,12,14,13,21,20,24,27,30,30,32,28,24,37,24,21,22,22,18,16,7,15,16,14,1,0,3,0,4,5,5,4,6,9,0,9,10,7,8,4,8,0,6,4,4,0,3,2,0,0
2022-04-02 06:00:00,2,2,0,3,3,4,6,7,10,9,11,13,16,8,15,13,12,11,10,9,7,8,7,8,0,6,7,4,3,4,2,0,3,6,6,4,9,11,6,10,0,2,7,3,4,6,6,4,3,0,5,4,1,0
2022-04-02 07:00:00,4,5,9,10,3,11,16,15,16,0,10,17,18,17,17,16,15,11,8,10,9,7,6,4,3,4,3,1,5,3,4,3,6,7,8,8,11,13,7,15,7,13,12,11,10,11,9,6,6,0,4,3,1,0
2022-04-02 08:00:00,4,8,9,10,12,13,15,16,18,20,19,26,27,28,28,26,24,23,20,16,15,14,13,12,13,13,13,6,7,6,8,8,8,9,9,12,14,12,10,12,13,12,10,9,9,12,8,6,4,5,3,2,1,0
2022-04-02 09:00:00,3,7,9,7,8,13,17,27,33,24,23,34,35,37,33,23,22,21,15,12,13,14,15,11,8,7,12,5,5,6,8,9,10,13,13,14,13,12,13,12,14,13,11,9,7,8,10,10,8,7,7,5,3,0
2022-04-02 10:00:00,3,5,6,8,9,10,14,15,17,18,19,20,23,20,23,19,18,14,15,13,10,14,15,20,15,16,19,14,8,10,6,13,11,13,14,16,18,21,21,22,14,21,19,21,19,20,19,14,13,12,10,6,1,0
2022-04-02 11:00:00,4,8,12,11,11,11,16,13,17,18,23,27,29,31,31,27,21,15,15,10,8,8,4,8,12,17,18,16,10,6,9,10,12,11,18,17,22,20,20,33,35,33,33,32,31,26,18,14,9,7,6,3,1,0
2022-04-02 12:00:00,5,6,8,9,13,15,17,19,24,16,18,19,21,24,23,22,20,18,17,18,17,18,14,13,21,18,17,13,11,12,10,9,17,21,27,31,30,31,31,29,27,23,21,18,18,15,17,12,7,5,3,6,3,0
2022-04-02 13:00:00,2,8,9,11,13,11,14,20,23,22,21,21,26,23,22,19,15,17,19,15,14,14,10,15,16,13,13,8,8,10,11,9,13,13,14,13,14,16,15,23,22,19,16,20,18,16,14,13,10,9,5,2,2,0
2022-04-02 14:00:00,3,4,5,6,8,9,17,17,22,24,23,25,23,18,27,26,19,16,20,16,14,11,10,8,13,13,16,14,13,15,15,13,13,15,16,17,20,17,16,14,13,14,15,15,14,14,12,12,13,10,8,2,3,0
2022-04-02 15:00:00,3,8,0,9,10,12,17,16,20,20,21,22,26,24,22,21,20,17,17,14,12,11,10,10,11,10,14,11,17,18,18,17,15,16,20,20,23,22,22,23,24,22,22,21,22,20,20,15,11,10,7,6,3,0
2022-04-02 16:00:00,4,12,10,13,0,13,17,17,19,20,20,20,21,21,24,24,20,22,21,19,15,14,15,11,11,12,13,10,14,17,18,15,13,15,20,21,28,38,39,31,31,33,30,27,26,23,15,15,15,13,11,7,2,0
2022-04-02 17:00:00,2,8,10,14,13,17,25,26,27,28,25,27,28,29,31,29,28,34,29,18,14,11,10,11,10,9,19,17,15,15,13,13,15,15,22,21,31,35,35,40,44,37,35,30,31,26,22,20,13,12,9,8,1,0
2022-04-02 18:00:00,1,3,5,3,4,5,7,12,20,21,22,10,22,22,20,12,12,10,18,14,11,14,11,9,9,9,12,10,19,18,17,18,16,14,16,17,19,22,25,27,26,34,28,21,19,18,15,14,7,6,2,5,1,0
2022-04-02 19:00:00,0,2,3,5,3,6,10,10,11,10,18,16,11,20,18,19,18,19,15,10,7,6,5,6,5,7,7,6,16,15,14,11,11,9,16,18,19,22,23,24,27,20,18,17,16,14,12,10,6,5,3,2,1,0
2022-04-02 20:00:00,1,6,4,5,6,0,13,12,13,14,14,8,9,13,15,15,7,14,15,12,9,9,6,5,3,2,3,2,14,15,16,16,13,15,19,21,23,25,27,29,28,29,26,22,20,17,14,12,8,6,7,4,1,0
2022-04-02 21:00:00,1,3,2,4,5,2,4,6,5,5,4,6,7,6,2,6,0,4,3,6,3,0,2,3,1,3,2,1,16,17,14,13,7,10,12,17,20,20,22,25,27,25,20,18,17,15,14,11,6,5,4,2,0,0
2022-04-02 22:00:00,1,5,7,9,9,0,6,6,7,6,7,5,6,5,6,4,5,3,5,6,5,2,3,3,3,1,0,0,9,12,10,13,9,9,11,13,19,19,19,20,15,23,21,18,19,16,12,8,7,5,5,4,2,0
2022-04-02 23:00:00,1,4,5,7,2,6,7,0,5,5,6,6,6,6,5,5,0,4,3,4,4,5,3,3,1,1,0,0,13,22,20,18,14,10,10,13,15,16,18,19,19,20,18,18,19,17,17,12,10,4,3,2,1,0
2022-04-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 04:00:00,2,3,1,5,6,7,8,8,10,12,0,14,16,18,20,11,17,9,8,7,6,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 05:00:00,2,3,2,3,2,4,7,4,9,10,8,11,10,10,11,12,16,15,10,6,4,3,4,3,0,4,0,3,1,0,2,2,4,2,4,3,5,4,0,3,0,0,0,0,3,2,0,0,2,0,1,0,0,0
2022-04-03 06:00:00,2,3,4,6,2,6,7,10,10,11,6,7,10,10,10,9,4,8,7,6,4,5,3,3,4,5,3,2,2,1,1,3,3,5,5,2,9,8,4,8,0,8,1,4,3,3,7,4,3,2,0,1,0,0
2022-04-03 07:00:00,2,3,3,4,4,5,2,0,6,5,8,7,9,6,8,5,0,0,5,7,5,6,0,0,3,3,2,4,1,0,2,3,2,4,5,6,7,8,7,8,10,4,4,9,3,8,7,2,2,1,0,1,1,0
2022-04-03 08:00:00,3,6,5,8,9,9,15,13,19,18,19,20,18,20,23,20,19,13,11,14,11,11,9,6,7,5,10,7,5,6,4,4,3,4,6,7,8,10,8,10,7,8,10,6,2,5,4,5,5,4,2,2,0,0
2022-04-03 09:00:00,2,7,8,7,7,9,13,15,23,24,29,32,31,26,24,20,17,17,15,12,11,10,3,6,6,4,5,3,2,4,5,0,7,6,10,12,14,15,8,13,12,13,12,11,12,10,9,6,4,3,0,2,1,0
2022-04-03 10:00:00,3,8,9,12,10,14,18,22,22,26,26,27,27,27,27,25,19,18,15,14,11,11,10,10,10,12,18,15,5,7,9,10,7,7,13,17,17,20,19,17,18,20,18,16,13,13,12,9,9,10,8,5,2,0
2022-04-03 11:00:00,3,6,9,14,15,13,15,16,19,20,22,23,25,27,30,26,22,24,19,15,11,12,6,16,17,12,10,7,2,3,5,6,9,12,12,14,16,15,17,16,15,14,15,13,15,13,10,9,7,6,6,4,1,0
2022-04-03 12:00:00,2,6,4,8,11,11,15,17,20,22,23,22,24,24,26,25,24,16,18,12,9,15,16,12,13,12,18,11,8,11,15,10,17,17,22,23,23,27,29,29,21,30,28,28,26,22,19,17,16,4,14,5,3,0
2022-04-03 13:00:00,2,4,8,9,8,12,15,14,17,19,20,24,28,28,29,29,26,24,19,17,16,15,13,7,12,10,8,4,10,11,3,11,12,12,15,18,22,24,20,20,16,14,12,14,17,8,11,9,5,0,2,2,1,0
2022-04-03 14:00:00,2,11,13,14,13,11,13,13,13,13,17,18,19,19,18,18,16,17,14,11,10,9,6,8,10,10,10,9,8,12,11,11,11,5,16,20,17,19,17,14,18,21,20,17,20,19,14,13,8,2,2,3,1,0
2022-04-03 15:00:00,4,8,7,7,7,8,13,11,13,14,16,14,14,17,19,19,18,13,17,12,9,10,11,10,6,9,9,3,13,15,12,13,14,16,26,26,28,23,26,23,23,21,20,18,19,13,14,12,9,7,4,4,3,0
2022-04-03 16:00:00,0,5,6,7,8,10,15,15,11,12,11,13,17,16,18,21,19,15,14,10,9,9,8,7,5,6,8,5,13,12,13,12,11,10,19,21,27,27,31,32,23,30,29,28,25,24,19,15,11,8,6,4,3,0
2022-04-03 17:00:00,2,3,5,11,14,5,19,7,18,18,19,20,12,21,22,17,12,13,10,8,5,6,6,6,8,6,8,6,9,7,8,7,8,9,12,17,19,26,26,27,28,26,24,23,23,22,20,14,11,8,7,3,1,1
2022-04-03 18:00:00,3,5,2,7,0,8,10,9,10,13,15,12,14,17,16,13,13,14,12,12,8,8,8,9,10,13,11,10,9,13,11,9,9,10,21,22,23,25,25,29,30,31,31,29,25,24,21,18,14,13,11,7,2,0
2022-04-03 19:00:00,1,3,4,6,7,9,12,8,11,11,12,14,13,16,17,16,8,17,16,12,9,9,8,5,7,6,6,4,14,16,16,15,10,13,12,15,19,21,22,25,21,24,26,27,25,21,16,11,6,6,4,2,3,0
2022-04-03 20:00:00,0,3,0,3,0,3,5,4,6,6,5,6,8,8,9,7,6,7,6,6,3,4,3,7,7,2,8,7,12,11,10,8,8,7,10,14,22,24,24,26,25,24,22,23,20,19,12,12,12,7,4,9,3,0
2022-04-03 21:00:00,1,3,0,2,0,4,4,4,6,7,5,7,8,7,6,5,5,8,6,4,5,4,3,3,1,2,0,1,16,19,15,13,8,10,14,15,18,23,27,28,12,26,27,24,21,18,17,11,10,6,0,5,0,0
2022-04-03 22:00:00,1,2,0,4,2,4,6,5,7,4,8,7,6,5,2,6,0,4,5,4,4,5,1,3,3,3,2,2,10,11,9,8,7,8,9,10,9,11,12,15,17,15,14,12,13,13,12,11,8,7,3,4,1,0
2022-04-03 23:00:00,1,2,4,2,1,4,6,3,4,5,6,3,5,0,4,5,2,5,5,9,6,9,8,7,2,3,6,5,9,9,7,5,7,9,10,10,10,14,12,14,14,14,10,9,5,4,6,5,4,3,2,2,1,0
2022-04-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 04:00:00,4,5,6,9,14,20,26,30,33,34,38,42,43,47,50,48,44,41,31,27,20,16,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 05:00:00,7,6,8,9,10,10,15,18,20,23,24,27,34,36,38,35,31,27,15,17,12,13,9,11,12,13,14,13,2,1,4,5,7,9,10,9,8,7,6,6,0,5,5,2,7,6,6,4,5,0,3,0,2,0
2022-04-04 06:00:00,2,4,3,6,8,7,10,12,14,17,19,22,20,24,26,16,10,15,11,11,8,5,8,7,8,10,8,7,4,5,7,2,8,7,8,11,13,15,7,14,15,14,11,8,7,7,5,5,5,6,3,4,1,0
2022-04-04 07:00:00,7,8,9,11,13,18,26,28,39,39,38,41,40,43,43,34,29,25,22,17,12,10,9,8,10,16,22,21,12,12,15,17,20,19,21,23,25,27,26,24,29,22,20,18,20,19,17,14,13,16,12,13,9,0
2022-04-04 08:00:00,9,15,17,20,21,26,28,29,33,34,35,37,45,50,49,44,35,29,25,28,25,22,20,15,15,16,29,28,24,27,24,24,27,21,23,26,30,24,23,20,22,21,23,22,21,17,16,16,16,12,12,9,3,0
2022-04-04 09:00:00,4,8,6,12,16,19,22,24,27,30,32,31,32,37,38,34,30,25,20,16,12,11,10,13,15,14,18,14,13,13,13,13,13,15,12,11,15,14,10,10,12,11,9,10,10,10,8,7,8,6,6,5,2,0
2022-04-04 10:00:00,3,6,7,6,8,8,12,12,17,18,19,21,21,25,26,24,23,22,21,21,16,18,17,15,15,10,14,12,9,9,12,13,12,9,15,11,12,16,17,12,15,15,14,12,13,12,9,8,8,7,5,4,1,0
2022-04-04 11:00:00,2,5,4,7,6,6,11,10,12,14,15,17,18,17,21,20,17,14,15,14,11,11,5,11,6,5,12,6,8,9,9,8,9,12,13,14,13,13,13,17,22,20,19,17,16,14,11,9,9,6,5,5,1,0
2022-04-04 12:00:00,2,6,2,8,9,10,13,14,16,15,14,15,16,16,17,19,14,14,11,10,7,6,9,8,9,9,8,6,6,8,9,12,11,9,12,13,14,13,14,15,17,15,13,12,12,11,9,8,9,6,6,5,2,0
2022-04-04 13:00:00,1,4,2,5,5,6,8,9,10,11,11,12,15,12,14,14,14,14,13,14,13,8,10,12,11,9,8,6,13,10,10,12,13,12,10,9,12,15,17,16,17,14,6,11,3,5,7,5,5,4,1,0,1,0
2022-04-04 14:00:00,3,10,0,5,3,5,10,11,12,13,14,14,17,15,19,16,13,14,12,14,11,12,1,13,12,10,8,4,12,13,13,11,9,10,17,19,15,16,15,15,19,21,23,25,24,23,17,11,9,7,6,2,1,0
2022-04-04 15:00:00,2,7,6,0,7,6,8,10,11,10,13,12,15,18,21,18,17,18,17,18,15,17,16,13,17,11,9,8,10,13,11,11,13,17,23,25,20,21,21,28,24,27,25,24,22,22,18,14,13,10,9,8,1,0
2022-04-04 16:00:00,14,17,13,18,18,19,20,9,21,22,21,22,22,25,28,30,29,26,25,9,9,12,12,11,13,12,14,8,12,17,20,20,8,11,28,29,33,33,30,30,30,29,27,25,27,23,23,19,18,17,12,10,4,0
2022-04-04 17:00:00,3,5,6,7,5,7,10,14,15,8,14,18,16,19,20,19,17,17,17,21,16,12,14,16,18,17,12,11,20,19,16,14,15,19,28,27,33,44,45,45,35,42,39,37,36,35,33,23,15,13,13,7,3,0
2022-04-04 18:00:00,3,6,8,9,8,12,14,14,16,16,18,16,18,15,18,24,25,28,30,26,24,19,18,17,19,16,18,16,32,34,31,29,24,23,28,30,33,36,42,49,53,51,45,42,39,36,34,28,21,16,13,10,4,0
2022-04-04 19:00:00,3,6,0,8,9,10,11,11,13,9,11,17,20,24,22,20,12,18,13,11,10,10,14,12,15,12,11,10,31,33,26,18,14,13,22,25,27,29,28,31,32,32,30,27,34,29,24,20,13,12,11,10,3,0
2022-04-04 20:00:00,1,3,2,4,0,5,8,8,9,10,11,9,9,10,9,7,4,8,7,7,8,9,6,5,4,4,4,3,26,24,21,17,12,10,14,15,17,18,15,20,20,19,18,16,15,15,11,9,8,6,5,6,3,0
2022-04-04 21:00:00,0,2,0,2,2,3,4,3,5,5,6,7,4,8,8,5,7,11,5,9,7,5,3,4,4,2,3,0,10,13,13,13,11,9,12,13,15,15,17,20,22,20,13,19,18,15,19,15,15,12,9,8,3,0
2022-04-04 22:00:00,3,7,2,1,6,0,5,6,6,8,5,7,6,5,4,3,0,5,4,0,2,5,4,4,3,2,2,1,18,17,15,14,11,10,11,13,14,13,15,17,19,18,17,16,15,13,12,11,7,5,4,3,4,0
2022-04-04 23:00:00,1,4,2,6,1,5,3,2,3,3,0,0,3,3,4,3,2,6,7,6,7,6,5,3,1,0,1,2,12,14,9,13,9,9,11,9,10,11,9,8,12,12,6,11,5,9,8,6,4,3,1,1,2,0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,2,7,8,11,15,18,28,35,41,42,46,52,57,62,65,62,59,50,46,34,28,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,4,4,2,6,5,7,9,13,15,17,17,18,20,27,29,28,26,22,24,24,21,19,15,16,11,10,16,15,3,0,3,2,3,4,6,5,10,9,8,6,11,9,7,6,7,6,4,4,3,6,4,0,2,0
2022-04-05 06:00:00,4,5,6,10,12,10,17,19,21,20,13,22,23,24,22,16,16,14,10,10,9,7,9,10,13,14,13,9,3,1,2,3,4,6,7,8,9,10,9,10,8,8,6,7,6,5,5,5,6,5,7,6,2,0
2022-04-05 07:00:00,5,7,8,12,17,20,30,29,36,39,42,47,33,37,38,38,38,36,29,28,30,26,26,22,14,18,22,21,15,15,17,16,16,17,16,18,23,24,25,25,28,24,21,19,18,16,16,15,15,16,12,7,3,0
2022-04-05 08:00:00,8,17,20,28,28,29,32,36,40,43,42,45,50,57,55,49,43,38,29,30,25,27,23,23,22,20,21,19,20,23,23,22,23,19,19,22,26,26,20,17,21,20,20,21,20,15,15,15,17,16,14,9,8,0
2022-04-05 09:00:00,3,7,8,9,11,12,15,12,17,19,18,24,23,27,28,27,28,23,20,17,17,15,13,12,14,13,20,16,9,9,9,10,12,12,13,11,12,16,15,13,7,14,17,12,15,11,9,9,7,5,5,2,1,0
