Unnamed: 0,1_선일교통(가상),2_강북청소년수련관,3_무량사입구,4_국립4.19민주묘지,5_국립4.19민주묘지입구사거리,6_인수동장미원,7_가오리역,8_우이초등학교,9_화계사입구,10_빨래골입구,11_롯데마트삼양점.래미안1차아파트,12_삼양초등학교,13_강북청소년문화정보도서관입구,14_삼양동사거리,15_송천초등학교.미아뉴타운입구,16_미아초교,17_길음동동부아파트,18_길음뉴타운,19_미아리고개.미아리예술극장,20_돈암사거리.성신여대입구,21_삼선교.한성대학교,22_혜화동로터리.여운형활동터,23_명륜3가.성대입구,24_창경궁.서울대학교병원,25_원남동,26_광장시장,27_중구청앞.덕수중학교,28_충무로역8번출구.대한극장앞,29_퇴계로3가.한옥마을.한국의집,30_퇴계로2가.명동역,31_남대문시장.회현역,32_숭례문.한국일보,33_서울역버스환승센터,34_남대문시장.회현역,35_명동입구,36_퇴계로3가.한옥마을.한국의집,37_충무로역2번출구.대한극장앞,38_퇴계로5가.제일병원,39_을지로5가.훈련원종합체육관,40_방산시장.훈련원종합체육관,41_종로5가,42_종로5가.효제초등학교,43_종로5가.효제동.김상옥의거터,44_방송통신대.이화장,45_혜화역.마로니에공원,46_혜화역.동성중고(장면총리가옥),47_삼선교.한성대학교.조소앙활동터,48_돈암사거리.성신여대입구,49_미아리고개.미아리예술극장,50_돈암동삼성아파트입구,51_길음동동부아파트,52_미아초교,53_송천초등학교.미아뉴타운입구,54_삼양동사거리,55_강북청소년문화정보도서관입구,56_삼양초등학교,57_롯데마트삼양점.래미안1차아파트,58_빨래골입구,59_화계사입구,60_우이초등학교,61_가오리역,62_인수동장미원,63_국립4.19민주묘지입구사거리,64_국립4.19민주묘지,65_무량사입구,66_강북청소년수련관,67_선일교통종점(가상)
2022-03-19 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 04:00:00,0,1,0,2,5,7,6,7,6,10,11,12,13,12,10,14,13,20,15,14,13,11,13,12,12,10,9,8,8,7,4,3,7,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 05:00:00,0,1,2,1,2,4,5,7,7,10,12,13,14,17,18,11,19,16,9,9,15,14,9,11,8,9,6,10,8,4,2,3,6,4,3,4,8,7,5,10,5,5,9,12,12,6,13,14,15,13,12,11,9,8,8,6,6,4,3,2,4,2,0,0,1,0,0
2022-03-19 06:00:00,0,1,2,1,2,4,5,5,4,7,7,8,10,12,11,14,16,12,13,12,11,8,7,6,5,3,3,3,2,2,1,1,1,2,1,3,1,0,2,4,4,1,1,5,6,4,9,10,9,11,10,10,9,8,7,5,8,6,5,4,3,2,0,0,1,0,0
2022-03-19 07:00:00,0,3,2,3,4,5,6,8,10,13,14,14,14,16,18,15,18,15,15,14,11,10,9,11,10,10,7,6,4,3,0,1,1,1,0,0,1,1,1,2,3,0,2,4,4,5,6,6,6,3,2,5,5,4,3,3,3,2,2,0,2,0,0,1,0,0,0
2022-03-19 08:00:00,0,2,4,2,5,9,11,12,14,16,13,13,13,15,18,20,22,19,17,14,12,11,11,10,9,7,7,6,5,4,2,1,4,3,0,0,5,4,5,2,3,6,2,3,6,4,7,6,6,9,10,11,10,11,8,9,8,7,7,3,7,6,6,4,2,0,0
2022-03-19 09:00:00,2,1,3,4,7,10,10,13,12,17,20,20,18,23,22,28,29,24,26,22,18,13,16,16,15,8,7,4,5,3,0,1,5,4,4,6,5,4,2,3,7,2,1,3,2,7,5,9,12,14,14,12,11,13,14,15,13,11,9,8,3,1,7,0,5,0,0
2022-03-19 10:00:00,0,2,3,4,3,6,6,6,7,10,10,6,14,17,19,23,27,28,26,22,17,15,16,16,14,12,10,8,7,3,0,1,4,2,2,1,4,4,4,3,3,5,4,5,6,5,6,6,7,6,5,6,9,9,6,10,9,7,6,5,4,4,3,0,1,0,0
2022-03-19 11:00:00,0,2,3,2,5,6,7,10,11,14,14,16,15,14,17,21,21,16,17,15,15,9,14,14,15,15,14,13,11,4,3,3,4,5,5,5,7,8,8,5,9,6,4,6,2,8,11,11,5,11,7,9,9,10,8,5,9,9,10,11,8,9,7,5,3,0,0
2022-03-19 12:00:00,0,7,8,5,7,5,7,7,9,11,15,16,15,18,18,19,24,18,17,13,14,13,11,12,10,8,7,7,8,6,3,1,2,5,6,6,8,10,15,14,10,11,5,6,11,10,11,13,12,15,14,14,12,12,11,9,10,8,7,8,12,11,6,3,1,0,0
2022-03-19 13:00:00,0,4,3,3,4,9,11,9,10,12,15,16,15,16,16,22,24,18,17,15,12,9,10,9,9,8,9,8,9,7,2,2,4,5,6,7,8,7,7,10,10,11,5,8,14,15,13,18,20,18,12,14,13,15,14,12,12,13,7,12,9,6,6,4,2,0,0
2022-03-19 14:00:00,1,7,9,8,7,9,10,11,9,14,17,16,14,17,19,21,24,23,21,13,11,10,9,6,7,8,10,11,8,4,5,5,4,6,8,7,6,7,8,10,12,13,9,10,12,14,16,17,17,17,15,14,13,18,11,17,13,12,11,4,10,10,10,7,3,0,0
2022-03-19 15:00:00,0,5,6,9,10,5,10,13,12,13,12,12,12,13,18,16,18,17,19,17,16,16,14,13,10,10,7,9,2,4,5,3,3,5,7,6,7,4,8,10,9,10,11,12,13,14,15,12,14,13,12,12,14,13,17,12,16,13,12,9,6,2,3,5,4,0,0
2022-03-19 16:00:00,0,4,5,5,6,5,5,6,7,10,10,7,9,13,14,15,15,15,17,11,11,8,9,8,9,4,5,9,5,6,5,7,11,8,9,7,9,11,13,13,13,16,12,19,15,22,23,23,25,25,24,22,22,16,17,16,15,12,12,10,8,5,6,3,5,0,0
2022-03-19 17:00:00,0,4,2,4,8,10,11,14,13,18,17,20,21,23,23,23,24,20,24,16,12,10,7,7,6,6,4,4,3,5,6,5,4,4,7,8,8,6,7,7,13,11,9,13,14,15,17,20,22,20,18,15,13,11,10,10,11,11,10,9,6,8,6,5,3,0,0
2022-03-19 18:00:00,0,7,6,3,7,9,10,11,14,12,11,9,9,11,7,12,15,14,13,11,6,7,8,8,10,10,8,8,7,3,4,1,4,8,5,4,8,8,12,15,15,15,16,21,21,27,26,33,27,29,21,19,17,20,19,18,14,13,10,8,8,8,6,4,1,0,0
2022-03-19 19:00:00,0,4,4,5,4,5,2,6,8,9,3,5,10,9,7,8,6,8,8,6,6,6,5,2,3,3,0,2,1,0,1,2,4,6,8,9,9,9,10,7,11,12,11,12,15,17,13,14,14,28,22,18,15,16,12,12,24,20,18,5,13,10,6,2,1,0,0
2022-03-19 20:00:00,0,1,2,0,3,2,4,5,4,6,5,4,5,8,9,10,8,7,6,6,5,4,6,10,9,7,4,3,3,1,1,0,1,1,3,3,5,4,3,0,9,7,10,6,11,12,20,24,28,33,30,26,17,19,19,19,19,14,12,11,8,7,4,1,0,0,0
2022-03-19 21:00:00,0,2,1,2,5,3,4,5,6,5,5,4,1,5,5,5,4,4,2,5,2,2,0,0,2,0,2,0,2,3,0,1,3,2,4,10,13,4,14,18,18,19,6,20,13,24,24,27,27,25,18,13,11,11,10,9,13,8,6,5,6,4,2,3,1,0,0
2022-03-19 22:00:00,0,1,0,0,1,2,2,1,3,4,6,5,5,7,7,5,6,7,5,3,4,2,3,1,1,3,1,3,2,3,2,1,2,4,5,6,7,7,7,6,8,9,8,11,10,13,16,23,25,31,23,19,16,16,17,13,16,12,10,9,6,4,1,2,1,0,0
2022-03-19 23:00:00,0,0,2,0,2,3,4,1,4,3,4,3,2,8,6,3,6,5,4,4,3,2,1,2,3,6,3,5,2,4,1,3,1,2,3,1,5,6,7,6,6,8,10,8,15,33,30,40,40,34,28,22,21,21,17,16,13,8,12,8,6,4,4,2,1,0,0
2022-03-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 04:00:00,0,1,2,1,3,4,5,3,4,7,8,5,9,7,11,10,3,8,7,9,7,5,4,0,2,3,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 05:00:00,0,1,3,0,1,4,5,5,2,6,7,8,6,9,10,11,0,10,9,8,6,5,6,4,5,1,4,2,3,3,1,1,1,1,2,3,2,3,0,2,0,5,4,2,1,2,2,2,3,5,4,7,4,2,1,0,2,0,0,0,2,0,1,0,0,0,0
2022-03-20 06:00:00,0,1,1,1,0,2,4,3,3,3,4,5,5,6,4,5,5,6,5,5,2,4,3,2,2,1,0,0,0,3,1,1,1,2,0,1,0,0,1,0,0,3,1,0,2,2,4,3,3,7,2,5,4,4,6,0,7,6,3,3,6,5,2,1,3,0,0
2022-03-20 07:00:00,0,3,4,2,2,4,4,7,5,8,8,9,4,7,7,8,7,5,9,8,6,7,8,9,6,4,3,2,1,2,1,1,2,2,1,1,2,0,1,0,1,2,0,2,3,1,4,6,7,2,0,1,6,5,4,3,0,1,2,3,1,0,2,1,0,0,0
2022-03-20 08:00:00,0,1,1,2,4,7,11,12,13,12,14,13,14,15,18,20,21,20,19,18,20,11,10,9,8,6,5,4,3,1,0,0,2,2,3,0,2,0,2,3,1,2,2,0,3,0,4,2,0,3,2,3,5,8,7,6,7,9,8,0,8,7,3,5,1,0,0
2022-03-20 09:00:00,0,1,3,2,4,6,10,15,16,21,20,12,20,19,20,18,20,17,19,15,12,18,18,16,9,8,7,4,5,4,3,1,2,1,1,1,1,2,0,1,1,2,2,3,1,1,4,3,4,7,7,6,6,7,7,0,9,9,8,7,5,3,5,2,2,0,0
2022-03-20 10:00:00,0,2,4,6,6,11,11,15,16,16,17,10,16,17,17,19,21,17,16,14,15,16,16,15,11,12,9,7,5,3,2,3,4,3,2,1,4,4,2,2,3,2,3,4,3,3,4,5,3,11,6,7,8,8,8,8,7,8,9,3,7,5,4,0,0,0,0
2022-03-20 11:00:00,0,3,1,4,5,6,7,9,10,11,11,18,18,19,16,21,21,18,18,17,16,13,9,9,8,4,2,5,3,2,2,1,1,2,3,3,3,2,4,0,9,0,10,2,4,5,4,10,7,10,10,8,8,7,7,7,9,9,8,10,8,7,6,3,4,0,0
2022-03-20 12:00:00,0,3,4,4,5,7,8,13,17,21,19,16,20,23,29,31,31,24,24,19,16,14,14,12,12,11,10,8,5,3,1,2,5,6,7,3,4,4,4,5,3,8,0,5,10,10,13,13,14,14,14,16,13,11,13,12,16,15,12,10,8,5,6,5,2,0,0
2022-03-20 13:00:00,0,4,6,9,7,9,11,11,12,13,13,17,15,18,22,23,26,24,22,19,18,20,17,9,15,14,13,9,12,9,5,4,3,6,7,5,5,4,6,3,7,4,7,6,8,8,12,17,18,18,17,15,13,16,10,9,13,9,7,11,11,12,6,3,4,0,0
2022-03-20 14:00:00,2,4,4,7,7,9,12,12,12,9,9,8,8,10,11,16,17,16,17,21,15,13,14,13,14,11,5,9,8,3,4,4,2,4,7,6,6,4,6,5,7,8,6,9,10,10,11,13,14,13,11,12,12,14,13,8,18,17,11,8,11,10,9,7,5,0,0
2022-03-20 15:00:00,0,6,9,7,9,12,14,15,17,20,15,18,18,20,23,28,29,23,19,14,15,14,15,15,11,10,6,9,6,5,5,4,8,8,10,11,9,13,16,9,13,14,15,10,14,16,9,19,20,17,11,13,11,14,15,10,14,12,11,10,9,6,5,4,3,0,0
2022-03-20 16:00:00,0,7,10,14,11,5,18,16,19,21,20,21,22,19,17,18,19,19,20,18,13,9,7,6,11,5,9,7,6,3,4,2,5,6,6,10,11,14,15,14,13,12,14,13,17,14,18,31,28,27,23,18,16,13,9,9,16,14,12,10,9,11,7,4,1,0,0
2022-03-20 17:00:00,0,3,5,4,8,7,9,12,14,13,15,16,15,11,11,12,13,12,11,10,6,10,6,7,9,10,8,8,6,3,1,2,4,6,10,11,11,9,5,0,12,11,7,14,16,18,18,26,21,29,25,19,15,17,18,9,11,9,6,8,5,3,4,3,1,0,0
2022-03-20 18:00:00,0,4,6,8,12,11,8,6,6,11,9,8,9,12,11,13,14,12,13,9,6,4,4,3,3,2,4,3,2,2,3,2,3,4,4,6,9,6,12,13,11,13,14,14,17,22,24,30,31,26,26,22,19,17,15,14,15,15,14,11,8,7,5,4,0,0,0
2022-03-20 19:00:00,0,2,5,8,9,2,10,12,5,7,10,4,8,6,7,7,7,8,8,6,6,5,7,6,6,7,6,4,0,3,2,2,6,1,4,11,9,12,9,7,11,5,9,11,8,12,15,22,22,25,20,22,22,21,20,19,15,14,10,11,13,5,3,2,0,0,0
2022-03-20 20:00:00,0,10,12,5,0,6,10,4,3,5,8,0,8,6,7,6,0,4,5,5,4,4,2,8,6,7,3,5,3,4,2,3,4,2,5,6,8,7,0,3,8,0,9,11,9,17,24,31,31,32,29,28,23,22,16,20,21,14,7,7,7,5,4,2,0,0,0
2022-03-20 21:00:00,0,1,0,3,1,4,5,7,7,7,7,0,10,11,12,4,5,10,7,9,4,3,4,1,2,1,0,3,0,4,2,0,2,1,3,4,5,7,8,3,7,6,5,9,13,18,19,23,23,25,21,18,13,12,11,9,10,6,6,5,6,4,3,3,1,0,0
2022-03-20 22:00:00,0,1,0,3,4,3,5,4,5,6,7,3,8,7,5,5,3,4,3,3,2,2,3,2,4,2,0,0,0,2,1,0,5,6,4,6,5,5,0,7,10,7,9,10,12,18,20,24,26,29,28,25,19,15,14,7,10,8,8,6,4,4,1,0,1,0,0
2022-03-20 23:00:00,0,0,0,1,1,3,5,2,3,4,4,0,6,8,6,5,3,2,0,4,2,1,2,0,1,0,3,2,0,1,0,0,2,2,4,3,9,7,5,4,8,6,7,4,8,16,16,22,21,22,22,18,12,13,7,13,11,8,7,6,3,1,1,0,0,0,0
2022-03-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 04:00:00,0,10,10,14,17,21,24,27,29,32,34,35,37,38,37,36,36,43,39,38,37,36,28,22,21,20,19,14,11,7,6,6,10,1,8,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 05:00:00,0,2,4,5,6,7,6,7,9,14,15,15,16,19,21,17,18,22,20,21,18,38,34,33,31,28,24,23,14,7,3,2,8,8,7,5,0,4,6,8,8,9,0,9,10,11,8,10,12,13,9,12,11,11,11,11,12,10,9,8,4,3,2,1,1,0,0
2022-03-21 06:00:00,0,2,6,4,7,9,10,11,12,15,15,18,20,30,23,27,28,23,22,21,20,20,16,15,13,11,8,7,5,3,3,2,2,4,3,2,0,2,1,0,3,4,0,2,3,3,5,7,8,11,2,10,11,10,8,1,7,5,0,3,4,3,3,2,1,0,0
2022-03-21 07:00:00,0,12,13,14,13,21,24,28,30,43,46,45,45,41,41,48,47,42,44,41,40,32,27,26,20,18,14,10,7,5,4,4,4,4,4,2,5,2,6,7,1,4,3,2,6,7,7,6,5,3,5,6,7,9,8,7,6,5,4,0,3,2,2,1,0,0,0
2022-03-21 08:00:00,0,4,6,7,10,17,25,30,29,29,30,30,34,36,41,50,51,56,58,59,54,53,50,47,34,26,22,18,13,10,7,5,11,6,6,4,8,8,9,8,7,4,2,4,4,5,5,8,8,11,11,16,15,15,13,13,15,10,10,9,9,8,7,5,4,0,0
2022-03-21 09:00:00,0,6,5,7,7,9,14,18,17,18,20,15,21,29,29,29,30,27,26,31,28,31,31,33,26,20,12,11,8,6,3,3,5,6,4,4,5,4,3,3,3,4,3,2,2,4,5,6,5,6,5,6,6,6,6,6,6,8,4,3,7,7,5,3,2,0,0
2022-03-21 10:00:00,0,3,3,4,5,6,9,11,13,17,16,18,17,16,18,21,24,20,19,18,18,17,17,17,15,14,13,8,7,5,2,2,3,3,5,4,7,7,2,6,3,5,3,4,6,6,7,7,5,5,7,8,8,11,11,8,11,7,5,6,4,3,3,1,2,0,0
2022-03-21 11:00:00,0,3,6,4,7,9,6,10,9,8,11,11,11,12,14,15,14,18,18,18,16,14,15,19,20,15,13,10,9,8,2,3,5,6,5,6,8,9,8,6,7,9,7,6,6,7,7,9,10,8,7,8,8,6,8,6,9,11,11,10,8,6,7,0,3,0,0
2022-03-21 12:00:00,0,3,1,2,4,7,10,11,12,14,14,13,14,17,21,26,28,17,16,17,14,13,12,15,15,12,8,9,8,7,5,4,6,8,8,8,6,7,8,9,6,8,9,11,10,12,11,13,13,13,11,10,5,8,5,9,10,5,12,8,10,9,5,4,0,0,0
2022-03-21 13:00:00,1,3,3,5,7,8,10,9,10,10,10,11,11,11,14,19,21,11,14,10,8,6,9,10,10,8,7,5,4,4,4,6,8,8,7,8,9,7,8,9,8,7,1,12,6,16,17,18,13,17,16,15,13,12,10,11,11,12,9,5,5,5,4,3,2,0,0
2022-03-21 14:00:00,1,3,4,5,6,7,6,11,11,9,9,8,9,10,11,15,13,14,11,14,11,10,9,9,10,10,9,8,7,4,4,3,4,4,5,5,8,9,10,10,12,12,13,7,15,16,14,16,13,14,13,11,10,9,10,9,8,10,11,12,7,9,7,5,1,0,0
2022-03-21 15:00:00,0,7,9,3,8,8,10,12,10,12,11,8,6,10,9,8,10,12,13,10,9,6,7,10,11,7,5,5,5,5,4,4,5,7,8,8,11,12,14,10,14,15,14,16,24,28,30,30,35,32,29,29,28,26,27,27,26,16,14,9,8,7,5,3,4,0,0
2022-03-21 16:00:00,0,2,2,5,7,6,8,12,11,15,12,10,14,14,16,15,15,16,11,7,8,7,4,1,6,7,6,3,4,5,5,5,5,7,13,11,14,19,21,12,14,14,15,17,17,15,16,20,16,17,18,18,20,23,20,22,20,20,16,17,13,10,7,5,3,0,0
2022-03-21 17:00:00,0,5,5,5,1,6,9,12,11,13,13,12,15,17,16,14,15,13,12,12,11,8,11,7,13,9,5,3,4,3,2,3,4,7,11,11,12,15,19,21,27,34,33,22,34,36,33,37,39,35,32,29,21,21,22,11,14,16,15,13,11,9,6,4,2,0,0
2022-03-21 18:00:00,0,7,9,10,9,11,12,14,12,15,12,10,11,10,11,14,16,15,11,6,5,4,6,8,9,6,7,5,6,5,4,6,9,11,13,18,23,30,38,39,37,36,38,39,44,44,44,42,43,44,40,32,29,30,30,28,23,22,17,17,14,14,12,7,3,0,0
2022-03-21 19:00:00,0,2,4,5,4,6,6,6,7,9,14,13,14,12,11,11,12,11,9,6,3,5,3,3,6,5,5,4,0,3,5,6,6,7,10,11,19,25,28,26,31,21,31,31,29,32,32,42,43,43,40,28,21,21,19,19,17,17,15,13,11,5,6,5,3,0,0
2022-03-21 20:00:00,1,2,4,0,4,7,9,4,5,6,7,4,8,9,6,8,5,6,6,5,6,4,3,2,4,2,5,3,2,3,2,0,7,5,6,8,9,11,12,11,14,16,18,19,19,21,20,25,26,25,39,31,18,15,14,13,13,11,10,8,8,8,8,6,4,0,0
2022-03-21 21:00:00,0,3,4,7,4,5,6,0,5,4,5,6,7,13,11,9,10,5,4,5,6,6,6,3,5,4,3,2,4,5,7,3,3,6,7,8,10,14,10,11,16,16,15,16,21,22,23,30,30,27,19,16,14,12,11,10,11,9,8,6,6,5,4,2,1,0,0
2022-03-21 22:00:00,0,1,0,0,2,3,3,4,0,6,6,5,6,6,5,5,7,5,4,5,5,4,4,3,3,4,1,3,3,1,1,2,2,4,7,8,9,10,14,11,15,14,15,14,16,23,27,35,34,32,27,19,16,14,13,12,11,8,9,7,5,5,3,4,2,0,0
2022-03-21 23:00:00,0,0,0,0,2,0,3,2,2,1,0,1,5,5,0,3,7,7,6,4,4,3,4,5,3,3,1,2,3,3,1,1,1,4,3,6,5,7,8,8,9,7,8,8,11,17,16,21,17,19,28,23,15,13,12,13,12,9,9,3,6,4,3,2,0,0,0
2022-03-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 04:00:00,0,8,11,14,17,25,27,33,33,35,40,38,37,40,41,43,44,42,40,40,35,36,35,32,30,30,29,20,14,7,5,4,9,0,7,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 05:00:00,0,1,2,3,4,7,7,5,6,9,12,11,12,20,21,22,17,24,25,20,18,26,24,22,22,18,11,18,14,10,3,4,5,7,8,9,7,2,9,10,11,12,11,17,16,17,14,13,11,12,11,12,11,11,10,9,10,6,4,5,4,3,1,2,0,0,0
2022-03-22 06:00:00,0,3,4,4,6,9,9,11,13,14,15,16,17,23,26,30,30,24,26,27,25,23,13,22,17,11,6,4,3,2,1,0,3,2,3,1,2,1,3,1,2,3,2,5,4,4,5,6,6,6,2,7,7,6,4,4,7,7,7,6,4,2,4,1,2,0,0
2022-03-22 07:00:00,2,6,7,9,11,22,29,33,36,41,42,41,41,43,37,53,49,46,49,44,42,33,41,32,21,18,13,12,9,7,4,2,5,4,3,3,4,2,2,2,3,1,3,4,3,4,6,9,2,12,10,12,12,11,11,3,10,9,7,6,4,1,2,0,1,0,0
2022-03-22 08:00:00,0,4,7,7,12,15,17,23,22,27,27,26,27,30,33,39,44,46,52,49,57,60,60,57,40,31,23,15,13,9,4,6,9,11,8,4,7,5,6,0,7,5,4,4,5,6,7,7,6,11,6,14,15,14,12,7,17,19,18,16,11,12,10,8,6,0,0
2022-03-22 09:00:00,0,2,4,4,9,15,17,19,11,23,27,28,28,32,33,35,28,30,30,27,29,27,27,25,19,15,10,11,10,9,2,2,5,5,5,3,7,5,3,2,4,4,3,4,6,5,8,12,11,9,6,7,11,12,4,11,8,5,1,5,3,2,2,1,0,0,0
2022-03-22 10:00:00,0,2,3,2,5,7,7,11,11,14,14,15,16,18,18,22,21,19,18,17,16,15,17,16,13,11,10,7,7,5,2,4,4,3,5,5,4,4,5,5,8,6,7,6,8,8,9,7,8,10,8,7,6,7,5,3,4,7,8,8,6,6,5,4,3,0,0
2022-03-22 11:00:00,0,2,2,1,3,6,8,7,8,9,10,11,13,18,20,23,22,19,19,20,18,17,15,14,12,9,6,6,8,7,2,3,3,7,10,8,10,11,8,12,10,8,4,9,10,8,9,7,7,9,10,11,9,10,9,10,14,13,12,3,11,1,9,7,5,0,0
2022-03-22 12:00:00,0,2,3,4,5,7,8,9,6,7,9,8,8,12,12,15,15,14,11,9,12,8,15,14,12,14,13,10,13,9,2,3,4,8,7,5,8,8,8,8,8,9,0,13,12,14,12,14,15,14,12,11,10,9,8,6,9,8,6,5,7,6,4,2,1,0,0
2022-03-22 13:00:00,0,4,5,2,6,9,7,7,6,13,14,15,9,15,15,19,8,15,17,12,16,14,16,14,10,10,7,8,9,11,4,5,8,9,9,10,10,11,9,7,8,10,10,7,15,16,10,13,10,10,9,7,9,9,8,6,6,5,6,4,6,3,7,3,2,0,0
2022-03-22 14:00:00,2,3,4,5,4,5,8,12,14,11,16,8,15,14,13,14,15,14,15,10,10,11,10,9,9,8,11,6,9,5,4,7,7,8,9,8,3,11,10,9,11,12,9,10,13,13,15,15,18,18,18,16,18,13,10,12,10,9,6,8,13,14,9,4,3,0,0
2022-03-22 15:00:00,0,3,2,5,7,12,12,9,13,16,17,17,6,16,12,15,15,14,15,11,17,9,15,14,10,10,11,11,10,9,5,4,5,9,12,14,16,15,16,20,21,25,15,26,22,25,26,25,28,29,25,24,22,23,21,19,18,13,14,14,11,10,11,10,9,0,0
2022-03-22 16:00:00,0,7,6,9,8,6,9,10,12,12,11,10,10,10,12,13,14,18,16,14,10,7,8,13,7,5,6,4,3,6,4,3,5,8,12,12,13,13,18,17,16,19,16,20,24,29,32,36,39,33,32,30,25,27,28,27,27,24,22,21,15,10,11,7,5,0,0
2022-03-22 17:00:00,0,5,8,12,13,11,14,13,12,14,15,13,15,13,11,12,11,10,9,11,6,4,7,7,11,8,6,6,7,6,3,5,7,12,9,11,12,16,22,24,32,28,29,29,32,36,34,38,36,35,31,30,23,26,27,18,26,23,19,17,10,9,3,6,3,0,0
2022-03-22 18:00:00,0,6,7,6,5,8,10,11,11,14,13,12,14,16,16,16,17,14,12,11,10,9,5,8,9,7,9,10,8,4,3,10,10,10,17,20,22,27,36,41,40,40,41,40,36,37,39,50,49,53,44,39,29,24,25,25,22,18,17,12,12,8,7,3,1,0,0
